"Postal code area","Inhabitants, total, 2014 (HE)","Females, 2014 (HE)","Males, 2014 (HE)","Average age of inhabitants, 2014 (HE)","0-2 years, 2014 (HE)","3-6 years, 2014 (HE)","7-12 years, 2014 (HE)","13-15 years, 2014 (HE)","16-17 years, 2014 (HE)","18-19 years, 2014 (HE)","20-24 years, 2014 (HE)","25-29 years, 2014 (HE)","30-34 years, 2014 (HE)","35-39 years, 2014 (HE)","40-44 years, 2014 (HE)","45-49 years, 2014 (HE)","50-54 years, 2014 (HE)","55-59 years, 2014 (HE)","60-64 years, 2014 (HE)","65-69 years, 2014 (HE)","70-74 years, 2014 (HE)","75-79 years, 2014 (HE)","80-84 years, 2014 (HE)","85 years or over, 2014 (HE)"
"02520 Lapinkylä   (Kirkkonummi )",817,418,399,42,27,46,73,30,20,8,24,17,33,69,75,60,48,65,55,86,35,19,18,9
"02540 Kylmälä   (Kirkkonummi )",666,345,321,40,21,33,54,28,25,16,17,16,31,62,49,72,47,61,38,31,24,21,14,6
"02550 Evitskog   (Kirkkonummi )",893,429,464,39,42,52,70,29,21,14,26,40,52,69,68,75,76,80,54,53,35,19,13,5
"02570 Siuntio Kirkonkylä   (Siuntio )",1335,645,690,40,41,70,117,52,24,33,69,35,72,78,112,144,114,93,88,89,40,33,16,15
"02580 Siuntio Asemanseutu   (Siuntio )",3422,1723,1699,39,118,211,337,150,104,80,101,92,176,252,251,305,239,227,213,241,128,91,59,47
"02590 Lappers   (Siuntio )",249,123,126,38,9,18,30,12,7,5,6,3,7,21,22,23,23,11,11,17,8,10,4,2
"02600 Etelä-Leppävaara   (Espoo )",10832,5399,5433,35,498,531,690,289,168,176,972,1315,1334,995,702,628,498,432,444,473,277,180,134,96
"02610 Kilo   (Espoo )",5979,2864,3115,32,327,337,446,210,142,156,605,606,643,516,399,419,339,267,216,170,75,57,28,21
"02620 Karakallio   (Espoo )",8234,4282,3952,38,341,521,760,313,189,170,400,484,626,648,597,600,541,383,347,348,275,269,219,203
"02630 Nihtisilta   (Espoo )",3058,1550,1508,35,146,211,239,93,59,77,199,197,279,277,221,195,243,207,173,120,55,20,25,22
"02650 Pohjois-Leppävaara   (Espoo )",10082,5093,4989,38,448,439,461,166,116,149,823,1228,1152,883,602,576,624,594,534,503,294,235,143,112
"02660 Lintuvaara   (Espoo )",6152,3007,3145,34,243,392,624,292,190,209,434,323,366,468,453,516,502,347,277,218,147,68,45,38
"02680 Uusmäki   (Espoo )",1705,870,835,33,103,124,139,47,20,38,158,142,172,157,113,103,92,71,56,68,36,36,15,15
"02700 Suur-Kauniainen   (Kauniainen )",9224,4761,4463,41,216,417,783,404,273,318,572,371,347,495,585,738,698,590,475,614,472,367,267,222
"02710 Viherlaakso   (Espoo )",6089,3218,2871,42,224,293,418,163,127,131,304,300,397,427,419,457,410,392,357,383,294,271,157,165
"02720 Laaksolahti-Lähderanta   (Espoo )",2924,1500,1424,39,96,163,197,116,81,73,200,135,202,196,194,202,228,167,159,175,140,98,63,39
"02730 Laaksolahti   (Espoo )",4499,2245,2254,39,121,226,443,224,158,154,158,103,162,252,348,436,399,368,277,250,203,112,71,34
"02740 Karvasmäki-Kunnarla   (Espoo )",2886,1478,1408,34,151,215,287,118,70,65,106,143,252,276,240,256,226,185,96,95,52,31,14,8
"02750 Sepänkylä   (Espoo )",6093,3075,3018,33,329,435,612,234,147,177,320,429,513,541,504,499,401,316,242,183,95,62,35,19
"02760 Espoon Keskus Itäinen   (Espoo )",14514,7468,7046,36,754,847,973,405,286,317,1011,1188,1481,1283,997,982,944,820,780,675,363,205,126,77
"02770 Espoon Keskus Läntinen   (Espoo )",10166,5111,5055,36,430,550,718,353,272,326,956,751,750,689,687,747,682,599,530,500,199,199,120,108
"02780 Kauklahti   (Espoo )",8765,4380,4385,34,420,655,951,384,225,224,418,466,651,734,786,753,568,427,324,312,180,125,89,73
"02810 Kumpyöli-Karhusuo   (Espoo )",1843,917,926,32,106,157,233,81,53,37,61,64,156,178,164,180,112,67,64,71,30,14,8,7
"02820 Nupuri-Nuuksio   (Espoo )",1437,698,739,42,31,71,118,73,45,38,46,30,53,80,103,154,114,94,85,119,82,41,29,31
"02860 Siikajärvi   (Espoo )",689,343,346,41,18,32,66,31,22,18,22,8,27,49,50,70,53,57,47,46,27,18,18,10
"02880 Veikkola   (Kirkkonummi )",5832,2926,2906,36,231,397,677,300,171,131,154,155,308,503,514,583,379,327,325,330,159,98,50,40
"02920 Niipperi   (Espoo )",5175,2593,2582,33,234,380,629,287,179,143,211,170,302,431,488,450,376,246,235,189,94,59,42,30
"02940 Lippajärvi   (Espoo )",10188,5163,5025,37,426,590,971,451,285,279,380,450,668,846,813,853,807,699,564,481,264,188,86,87
"02970 Kalajärvi   (Espoo )",3705,1826,1879,37,170,246,369,164,101,89,132,111,208,321,297,346,313,235,174,166,98,71,57,37
"02980 Lakisto   (Espoo )",397,197,200,44,3,6,16,11,6,11,29,22,17,22,31,41,55,56,32,20,9,8,2,0
"03100 Nummela   (Vihti )",14899,7663,7236,39,593,895,1137,520,348,356,760,841,1030,1143,1020,1047,1019,913,985,926,533,370,246,217
"03150 Huhmari   (Vihti )",790,395,395,43,11,22,66,40,18,28,24,16,32,52,52,84,80,70,57,64,31,19,12,12
"03220 Tervalampi   (Vihti )",618,306,312,43,10,21,45,31,20,13,21,13,23,34,43,52,66,59,57,45,32,21,9,3
"03250 Ojakkala   (Vihti )",1999,989,1010,37,72,132,180,106,62,57,60,72,110,163,144,182,168,115,128,105,61,37,26,19
"03300 Otalampi   (Vihti )",2469,1178,1291,38,101,159,254,105,66,50,65,66,155,210,210,193,169,170,163,150,101,33,21,28
"03320 Selki   (Vihti )",343,168,175,40,11,18,31,9,14,8,18,3,18,24,23,35,27,27,27,25,9,9,2,5
"03400 Vihti Kirkonkylä   (Vihti )",6617,3330,3287,40,220,359,573,312,199,153,210,229,353,485,477,514,487,447,453,423,247,227,131,118
"03430 Jokikunta   (Vihti )",557,252,305,37,26,31,57,36,18,8,15,23,35,39,41,39,39,35,35,31,18,13,9,9
"03600 Karkkila Keskus   (Karkkila )",6608,3405,3203,44,172,283,492,239,118,129,286,262,331,401,424,446,445,520,506,510,314,258,227,245
"03620 Polari   (Karkkila )",2096,1024,1072,41,80,106,151,75,41,33,78,100,140,158,140,139,157,143,164,174,97,60,31,29
"03710 Uusitalo   (Karkkila )",203,103,100,43,7,12,14,6,5,4,3,5,11,20,10,19,13,17,20,15,9,3,3,7
"03790 Vihtijärvi   (Vihti )",533,265,268,42,14,31,40,19,13,7,17,12,34,39,33,39,51,41,44,38,18,23,11,9
"03810 Ikkala   (Lohja )",633,315,318,43,18,29,50,24,15,10,23,26,26,38,48,50,54,48,50,39,39,20,15,11
"03850 Pusula   (Lohja )",1669,841,828,46,35,58,106,53,43,36,74,47,81,86,93,122,144,126,112,146,96,98,57,56
"03870 Hyönölä   (Lohja )",196,92,104,46,6,8,13,3,3,3,8,6,9,16,8,8,25,16,16,14,10,11,4,9
"04130 Sipoo   (Sipoo )",7144,3679,3465,40,225,351,589,325,226,211,330,265,355,472,510,640,586,453,358,411,280,233,155,169
"04150 Martinkylä   (Sipoo )",653,308,345,40,23,37,54,28,16,26,20,14,27,41,55,65,62,49,41,33,26,18,12,6
"04170 Paippinen   (Sipoo )",1249,611,638,39,52,87,98,51,24,20,43,48,75,94,107,113,82,81,65,81,59,25,27,17
"04200 Kerava Keskus   (Kerava )",11525,6195,5330,44,301,428,612,307,197,272,884,760,702,624,551,619,795,856,901,935,612,521,342,306
"04220 Ahjo-Kaskela   (Kerava )",5205,2593,2612,34,197,303,477,242,154,195,328,297,368,419,391,451,435,334,221,191,99,59,28,16
"04230 Pihkaniitty   (Kerava )",7475,3778,3697,39,271,464,602,260,185,162,328,390,532,557,475,527,514,470,498,598,318,173,96,55
"04240 Talma   (Sipoo )",1229,592,637,40,27,64,119,59,39,35,47,21,47,84,82,121,116,103,91,75,39,30,15,15
"04250 Alikerava   (Kerava )",4764,2407,2357,38,175,211,268,133,103,130,475,400,399,300,257,320,313,275,283,307,183,126,64,42
"04260 Savio   (Kerava )",6226,3097,3129,40,208,296,413,198,127,160,386,386,421,438,414,465,508,488,439,386,224,136,70,63
"04300 Hyrylä   (Tuusula )",10214,5287,4927,40,319,509,907,384,276,267,440,403,556,716,775,873,726,620,653,670,416,322,221,161
"04310 Tuusula Keskus   (Tuusula )",2590,1348,1242,40,87,133,216,119,74,71,114,96,120,163,190,205,210,178,171,196,105,58,40,44
"04320 Riihikallio   (Tuusula )",4598,2259,2339,39,191,248,324,162,118,108,224,230,303,379,323,333,349,311,293,303,172,115,66,46
"04330 Lahela   (Tuusula )",2305,1146,1159,34,82,160,275,128,81,76,82,50,129,205,196,242,219,121,79,95,41,24,13,7
"04340 Mattila   (Tuusula )",2305,1140,1165,38,75,131,193,97,60,61,113,107,139,176,193,176,194,158,123,139,82,42,26,20
"04350 Nahkela   (Tuusula )",515,239,276,42,13,29,37,20,23,12,14,12,23,35,41,48,39,42,33,29,28,23,7,7
"04360 Ruotsinkylä-Kiilinmäki   (Tuusula )",1264,594,670,39,27,62,125,67,41,28,54,40,53,74,117,137,106,85,67,67,50,32,17,15
"04370 Rusutjärvi   (Tuusula )",791,374,417,40,27,34,86,31,25,22,20,17,26,68,50,68,73,71,65,56,24,7,14,7
"04380 Tuomala   (Tuusula )",573,285,288,41,16,32,44,27,23,22,23,5,20,39,33,57,52,41,36,39,22,15,17,10
"04390 Jäniksenlinna   (Tuusula )",487,234,253,38,14,28,50,30,13,11,19,3,34,42,46,42,36,22,29,28,18,10,5,7
"04400 Loutti   (Järvenpää )",9579,5105,4474,43,241,338,446,242,171,267,806,643,617,579,443,600,696,683,730,801,451,369,258,198
"04410 Järvenpää Keskus   (Järvenpää )",9870,5112,4758,40,343,513,641,340,237,255,672,646,680,615,568,672,728,655,615,637,363,330,223,137
"04420 Kyrölä   (Järvenpää )",3778,1936,1842,38,168,196,303,130,107,91,149,218,312,283,239,294,301,273,263,226,115,61,29,20
"04430 Kinnari-Mikonkorpi   (Järvenpää )",9034,4658,4376,38,350,491,688,320,244,270,480,443,625,703,585,732,750,648,593,500,275,202,83,52
"04440 Jamppa   (Järvenpää )",4518,2205,2313,39,172,225,266,120,94,140,321,291,314,326,242,320,330,365,337,313,130,99,60,53
"04460 Nummenkylä   (Tuusula )",1966,933,1033,32,102,137,208,100,43,43,96,136,162,179,168,143,126,107,102,69,27,8,4,6
"04480 Haarajoki   (Mäntsälä )",2353,1149,1204,33,87,184,313,142,69,59,72,62,124,242,236,213,139,95,92,117,41,27,22,17
"04500 Kellokoski   (Tuusula )",5940,2981,2959,37,198,416,586,273,204,161,176,207,379,488,542,488,448,364,328,294,164,114,65,45
"04530 Ohkola   (Mäntsälä )",937,459,478,37,33,73,92,43,32,23,33,33,58,64,63,80,60,65,51,52,29,21,18,14
"04600 Mäntsälä Keskus   (Mäntsälä )",9181,4812,4369,41,307,456,661,385,226,233,487,415,505,551,568,622,637,626,652,641,412,329,249,219
"04620 Kaunismäki   (Mäntsälä )",1925,969,956,31,114,190,245,89,45,44,58,74,146,179,175,148,137,109,70,50,22,20,10,0
"04630 Sääksjärvi   (Mäntsälä )",897,420,477,38,31,43,72,53,39,40,33,42,37,42,69,64,72,65,69,50,29,22,12,13
"04660 Numminen   (Mäntsälä )",1764,849,915,37,83,100,176,96,51,42,60,69,84,126,146,139,144,118,117,110,37,34,18,14
"04680 Hirvihaara   (Mäntsälä )",747,353,394,39,28,43,60,32,19,18,30,34,46,50,57,69,57,45,44,51,33,14,7,10
"04740 Sälinkää   (Mäntsälä )",1208,597,611,41,41,74,110,50,29,25,31,42,64,89,86,83,92,77,76,87,66,36,30,20
"04770 Sahakylä   (Mäntsälä )",226,104,122,40,9,12,18,10,7,10,4,7,11,10,17,22,21,17,15,12,11,3,6,4
"04820 Kaukalampi   (Mäntsälä )",299,148,151,40,10,23,23,9,6,7,4,14,17,24,24,23,24,25,19,17,13,3,6,8
"04840 Hautjärvi   (Mäntsälä )",265,139,126,42,8,10,16,11,9,9,8,9,15,20,15,23,25,23,17,12,11,14,4,6
"04920 Saarentaus   (Mäntsälä )",339,162,177,40,11,18,33,14,4,9,7,15,20,27,27,25,30,24,26,13,13,11,7,5
"04940 Levanto   (Mäntsälä )",300,154,146,40,10,18,30,15,6,7,7,8,19,22,17,26,22,17,17,18,18,14,4,5
"05100 Röykkä   (Nurmijärvi )",2307,1133,1174,37,96,146,237,93,65,52,76,80,152,172,186,212,183,152,133,124,61,50,25,12
"05200 Rajamäki   (Nurmijärvi )",6739,3347,3392,37,249,443,709,310,198,168,273,238,395,530,523,533,422,421,396,396,239,150,87,59
"05250 Kiljava   (Nurmijärvi )",176,95,81,41,5,7,13,4,3,3,8,15,10,8,18,12,15,12,18,15,6,4,0,0
"05400 Jokela   (Tuusula )",6470,3260,3210,38,228,358,639,304,180,164,276,251,385,516,453,532,479,441,414,359,206,132,88,65
"05430 Nuppulinna   (Tuusula )",1027,516,511,40,29,52,90,38,27,28,30,36,66,78,85,74,85,77,85,68,32,23,15,9
"05440 Hyvinkää   (Hyvinkää )",283,146,137,30,24,35,22,11,6,4,3,12,30,46,20,20,11,13,15,6,2,2,1,0
"05450 Nukari   (Nurmijärvi )",1111,541,570,38,43,67,114,53,31,28,31,36,66,97,86,90,82,67,68,60,33,33,14,12
"05460 Hakalanmäki-Hakala   (Hyvinkää )",3368,1721,1647,40,141,165,213,105,61,70,193,242,242,225,187,200,234,295,290,246,117,88,33,21
"05470 Palopuro   (Hyvinkää )",328,154,174,41,10,14,31,15,11,7,10,10,20,23,23,24,31,24,18,19,16,8,9,5
"05510 Päivärinta   (Hyvinkää )",464,230,234,42,8,14,42,14,11,12,23,17,25,27,41,41,40,41,30,34,16,13,11,4
"05620 Noppo   (Hyvinkää )",1355,661,694,36,61,94,125,63,41,32,42,58,74,110,122,108,95,100,98,56,28,22,18,8
"05720 Kytäjä   (Hyvinkää )",543,266,277,38,27,46,39,15,9,6,19,20,42,45,41,45,44,37,29,32,17,18,5,7
"05800 Hyvinkää Keskus   (Hyvinkää )",9371,5121,4250,47,203,237,365,208,152,219,750,628,556,456,482,504,638,629,671,772,548,505,408,440
"05810 Martti   (Hyvinkää )",5551,2801,2750,32,214,406,649,294,210,180,317,254,359,435,494,486,413,270,210,161,68,62,35,34
"05820 Mustamännistö   (Hyvinkää )",5152,2527,2625,39,167,269,435,225,152,148,270,228,313,358,362,404,431,343,287,296,163,137,82,82
"05830 Kirjavatolppa-Kruununpuisto   (Hyvinkää )",7185,3674,3511,42,183,291,470,209,157,191,454,415,419,437,408,507,541,526,546,545,342,263,150,131
"05840 Hyvinkäänkylä-Vehkoja   (Hyvinkää )",3845,1956,1889,39,126,202,309,146,106,94,165,237,260,270,258,294,286,280,291,227,123,89,45,37
"05850 Hyvinkää, sairaala-alue   (Hyvinkää )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05860 Talvisilta   (Hyvinkää )",1442,689,753,41,42,74,93,49,41,39,73,97,101,85,72,111,92,110,94,118,65,53,16,17
"05880 Paavola-Vaivero   (Hyvinkää )",3517,1802,1715,43,112,147,173,104,70,87,239,206,226,184,173,235,248,253,271,300,178,142,101,68
"05900 Vieremä   (Hyvinkää )",3933,2108,1825,47,102,132,161,82,70,72,243,265,211,199,176,243,255,295,295,320,226,198,175,213
"05950 Ridasjärvi   (Hyvinkää )",417,191,226,42,7,24,35,13,10,7,14,13,23,24,30,38,37,38,36,33,11,10,11,3
"06100 Porvoo Keskus   (Porvoo )",18336,9767,8569,43,464,717,1184,595,413,491,1288,949,925,1049,1157,1282,1338,1167,1162,1233,917,762,615,628
"06150 Kevätkumpu   (Porvoo )",5779,2995,2784,41,203,271,369,165,120,119,433,347,374,386,318,364,378,411,461,449,270,180,101,60
"06200 Porvoo itäinen   (Porvoo )",2621,1274,1347,42,87,126,199,108,59,64,83,103,129,164,181,234,233,187,189,203,95,80,52,45
"06400 Gammelbacka   (Porvoo )",7092,3563,3529,38,245,413,559,311,167,182,406,428,458,498,508,529,459,478,444,476,261,149,68,53
"06450 Eestinmäki-Ernestas   (Porvoo )",2010,1016,994,40,86,82,142,66,50,42,96,139,145,126,136,165,149,157,136,121,75,51,24,22
"06500 Saksala-Suomenkylä   (Porvoo )",2190,1054,1136,41,75,92,171,84,70,51,74,88,94,129,172,182,188,207,149,144,80,58,42,40
"06530 Kerkkoo   (Porvoo )",833,411,422,38,36,55,79,32,13,13,31,39,47,83,56,61,63,67,59,43,20,17,11,8
"06650 Hamari   (Porvoo )",1488,712,776,40,48,70,112,65,43,44,80,49,70,96,102,115,100,117,130,122,64,29,21,11
"06750 Tolkkinen   (Porvoo )",1801,884,917,36,84,108,199,76,50,67,47,65,102,155,137,134,131,116,109,101,57,27,21,15
"06830 Kulloonkylä   (Porvoo )",1107,540,567,38,44,65,114,49,35,21,27,25,53,84,107,94,79,79,73,72,40,25,10,11
"06850 Kulloo   (Porvoo )",16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"06880 Kärrby   (Sipoo )",369,174,195,44,11,15,18,15,8,10,13,13,20,18,16,41,30,30,35,24,23,12,11,6
"06950 Emäsalo   (Porvoo )",395,206,189,46,9,14,25,14,10,8,9,14,13,24,19,25,35,38,37,39,25,14,15,8
"07110 Hinthaara   (Porvoo )",1544,750,794,36,65,104,181,88,35,41,54,59,82,133,123,122,93,79,89,68,55,25,25,23
"07130 Anttila   (Porvoo )",681,337,344,40,29,41,64,32,19,19,17,13,29,43,51,63,60,40,36,44,38,26,13,4
"07150 Laukkoski   (Pornainen )",986,492,494,38,34,56,106,58,33,22,30,36,38,58,80,100,55,60,64,62,41,25,17,11
"07170 Keski-Pornainen   (Pornainen )",2561,1276,1285,37,88,129,306,141,84,81,112,81,150,192,196,196,179,162,136,139,74,46,41,28
"07190 Halkia   (Pornainen )",1468,710,758,37,61,102,148,60,43,33,66,50,81,118,96,126,120,114,82,58,34,21,33,22
"07220 Kaarenkylä   (Porvoo )",298,147,151,43,11,19,17,7,0,3,14,18,20,17,19,27,8,32,31,29,9,2,7,8
"07230 Monninkylä   (Askola )",1632,825,807,38,61,109,142,77,46,37,79,64,112,120,129,100,96,95,123,102,52,46,23,19
"07280 Ilola   (Porvoo )",939,453,486,38,32,56,84,43,29,35,33,32,42,69,76,71,88,67,55,61,28,13,17,8
"07310 Sannainen   (Porvoo )",418,204,214,36,18,27,38,19,10,13,15,20,25,30,40,33,35,24,21,32,10,4,2,2
"07320 Jakari-Sannäs   (Porvoo )",459,221,238,42,18,19,42,11,9,13,15,15,22,30,49,31,37,33,31,29,19,12,13,11
"07350 Gäddrag   (Porvoo )",94,40,54,43,1,6,10,0,3,1,3,3,3,5,9,6,9,11,5,5,8,3,3,0
"07360 Tirmo   (Porvoo )",54,23,31,49,2,1,1,0,1,2,0,1,2,2,3,8,7,5,8,4,3,4,0,0
"07370 Pellinki   (Porvoo )",142,71,71,52,0,5,7,1,6,2,4,2,3,3,6,11,15,13,12,21,12,4,9,6
"07390 Suurpellinki   (Porvoo )",120,55,65,42,4,7,12,3,2,1,5,4,7,7,7,7,12,15,5,6,5,4,5,2
"07410 Kråkö   (Porvoo )",333,176,157,47,7,17,16,10,5,10,7,11,12,22,23,23,26,29,20,30,22,20,13,10
"07450 Voolahti   (Porvoo )",422,218,204,43,13,23,33,12,8,10,13,14,31,22,31,28,29,30,36,28,20,20,10,11
"07500 Askola Kirkonkylä   (Askola )",1155,594,561,39,45,73,104,49,27,28,41,66,60,84,77,78,78,77,67,62,37,34,26,42
"07510 Vakkola   (Askola )",678,318,360,40,29,34,48,26,18,9,20,37,33,58,40,51,60,70,47,46,15,15,10,12
"07530 Onkimaa   (Askola )",305,149,156,44,6,15,20,6,8,5,11,10,19,26,24,22,25,12,22,27,17,15,7,8
"07550 Torpinkylä   (Pukkila )",302,153,149,41,10,15,23,15,13,11,12,13,9,15,20,33,22,15,16,15,18,13,9,5
"07560 Pukkila Keskus   (Pukkila )",1404,714,690,43,43,62,114,63,37,29,57,41,66,73,111,124,88,112,68,108,78,50,42,38
"07565 Kantele   (Pukkila )",272,124,148,44,7,14,14,8,12,6,9,11,9,13,18,21,33,23,16,27,15,6,2,8
"07580 Tiilää   (Askola )",68,31,37,43,2,2,7,2,1,0,2,1,6,5,5,7,6,7,5,3,2,4,0,1
"07590 Huuvari-Tiilää   (Askola )",649,322,327,39,27,39,56,26,18,20,21,25,53,33,20,66,50,55,44,48,19,10,7,12
"07600 Myrskylä Keskus   (Myrskylä )",1733,874,859,44,58,76,119,48,38,37,77,90,96,85,88,114,130,112,137,146,92,78,65,47
"07680 Juornaankylä   (Askola )",542,263,279,41,19,22,41,20,16,18,21,21,22,37,41,49,47,37,32,34,19,22,12,12
"07690 Kankkila   (Myrskylä )",137,69,68,47,4,2,7,5,4,5,3,5,2,9,9,11,12,14,12,15,3,11,3,1
"07700 Koskenkylän saha-alue   (Loviisa )",1231,595,636,38,50,79,109,50,22,27,64,72,83,71,90,89,108,83,74,71,31,24,19,15
"07720 Malmgård   (Loviisa )",83,46,37,47,0,2,6,2,2,3,4,1,4,3,7,8,10,8,1,7,5,2,3,5
"07740 Gammelby   (Loviisa )",409,199,210,42,20,20,29,8,6,5,15,12,31,31,19,31,37,43,24,29,15,13,11,10
"07750 Isnäs   (Loviisa )",541,262,279,44,20,26,31,17,17,6,11,23,29,41,32,38,41,34,63,46,19,32,9,6
"07780 Härkäpää   (Loviisa )",177,79,98,51,3,3,10,4,1,5,11,6,5,9,4,11,13,14,17,19,10,8,11,13
"07800 Lapinjärvi Keskus   (Lapinjärvi )",911,486,425,46,23,43,50,28,19,14,41,37,57,43,44,60,47,61,93,81,56,42,28,44
"07810 Ingermaninkylä   (Lapinjärvi )",274,125,149,44,7,11,18,14,4,1,7,15,18,20,13,23,19,18,21,26,13,10,9,7
"07820 Porlammi   (Lapinjärvi )",502,253,249,49,10,19,22,14,11,5,16,24,24,20,24,24,43,55,36,53,35,28,21,18
"07830 Pukaro   (Lapinjärvi )",296,142,154,44,4,12,20,16,6,4,10,8,24,21,13,22,30,25,18,19,10,13,14,7
"07840 Lindkoski   (Lapinjärvi )",199,99,100,44,1,8,16,10,3,6,5,12,9,11,12,11,12,22,18,19,9,4,9,2
"07850 Heikinkylä   (Lapinjärvi )",323,148,175,46,5,13,27,10,8,7,9,13,12,17,20,21,24,22,22,28,19,18,14,14
"07870 Skinnarby   (Loviisa )",444,210,234,44,9,19,29,13,11,3,22,25,26,25,21,35,39,35,33,29,15,25,20,10
"07880 Liljendal Keskus   (Loviisa )",1037,531,506,44,26,47,71,37,23,24,52,53,50,59,57,64,78,76,81,66,56,34,31,52
"07890 Mickelspiltom   (Loviisa )",203,98,105,45,6,4,15,6,5,5,4,14,9,10,13,14,17,18,12,21,14,4,9,3
"07900 Loviisa Keskus   (Loviisa )",4160,2234,1926,48,101,128,219,146,86,95,165,184,190,184,233,242,297,310,346,373,273,225,172,191
"07910 Valko   (Loviisa )",1158,537,621,46,24,38,74,31,25,23,44,48,54,64,75,70,85,93,115,134,74,34,27,26
"07920 Etelä-Harju   (Loviisa )",1452,708,744,47,42,57,79,56,32,27,42,36,57,76,105,88,90,116,149,171,91,69,37,32
"07930 Pernaja Kirkonkylä   (Loviisa )",660,327,333,45,16,31,52,23,12,14,18,22,27,41,47,59,42,49,42,41,35,27,31,31
"07940 Määrlahti   (Loviisa )",966,489,477,47,26,33,38,21,19,25,57,46,54,41,44,71,80,88,69,83,62,44,29,36
"07945 Kuggom   (Loviisa )",501,258,243,43,13,26,42,14,7,15,12,23,25,32,28,39,28,44,52,41,15,13,23,9
"07955 Tesjoki   (Loviisa )",1248,615,633,43,47,62,87,46,29,30,33,40,83,89,83,78,82,79,116,107,51,37,25,44
"07960 Ahvenkoski   (Loviisa )",132,59,73,49,5,2,5,3,0,3,2,6,4,14,3,7,17,14,14,12,4,5,6,6
"07970 Ruotsinpyhtää Keskus   (Loviisa )",573,287,286,48,6,23,38,17,7,5,14,26,24,23,27,44,53,55,54,53,28,31,22,23
"07980 Kuninkaankylä   (Loviisa )",305,139,166,48,7,13,19,4,6,4,6,12,17,21,13,22,25,18,29,24,20,17,17,11
"07990 Ruotsinkylä-Koskisto   (Loviisa )",309,150,159,46,7,11,21,11,7,9,12,8,11,17,15,32,18,25,29,24,13,17,16,6
"08100 Lohja Keskus   (Lohja )",7975,4402,3573,48,159,207,402,216,167,243,541,373,322,363,365,521,524,554,605,731,492,456,391,343
"08150 Keskilohja   (Lohja )",5371,2717,2654,38,195,310,445,282,164,146,246,217,275,409,407,444,405,344,318,303,181,133,86,61
"08200 Ojamo   (Lohja )",3966,2130,1836,41,138,202,254,129,92,120,270,242,248,214,171,232,274,288,313,320,205,142,60,52
"08350 Routio   (Lohja )",2474,1242,1232,41,75,90,176,78,36,73,159,120,150,175,171,180,171,189,184,163,121,85,38,40
"08360 Kisakallio   (Lohja )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08450 Hormajärvi   (Lohja )",291,126,165,47,5,14,9,13,5,6,11,12,17,15,18,20,18,23,27,26,21,14,5,12
"08480 Karstu   (Lohja )",270,132,138,40,12,13,26,12,7,4,6,8,19,21,23,17,11,19,24,22,10,4,8,4
"08500 Ventelä-Millola   (Lohja )",6507,3204,3303,40,222,377,538,253,191,133,260,263,412,463,428,511,515,463,478,399,237,173,98,93
"08680 Muijala   (Lohja )",1851,894,957,35,48,128,206,101,67,60,66,59,111,125,176,190,162,106,83,69,42,24,16,12
"08700 Virkkala   (Lohja )",7508,3763,3745,41,221,392,625,297,179,169,323,278,391,486,516,558,557,498,583,544,342,277,153,119
"08800 Kirkniemi   (Lohja )",1633,808,825,39,55,88,135,93,47,42,57,60,92,107,106,139,146,126,101,116,58,25,27,13
"09120 Karjalohja   (Lohja )",1238,643,595,44,35,46,99,57,31,30,35,33,63,66,68,88,80,103,101,108,60,57,45,33
"09220 Sammatti   (Lohja )",1644,832,812,41,55,100,149,65,50,20,52,70,95,114,115,112,89,107,125,123,75,47,46,35
"09430 Saukkola   (Lohja )",1704,831,873,41,66,87,118,67,39,46,65,61,85,94,115,167,142,134,110,122,70,58,38,20
"09520 Millola   (Lohja )",114,52,62,50,3,1,5,3,2,1,5,2,2,2,6,5,17,23,11,7,6,9,3,1
"09630 Koisjärvi   (Lohja )",521,240,281,40,17,33,47,17,13,9,22,12,21,40,47,41,39,36,42,41,12,17,10,5
"09810 Nummi-Oinola   (Lohja )",1028,524,504,45,37,52,59,27,20,22,34,35,41,84,71,53,72,77,73,100,40,34,49,48
"09930 Leppäkorpi   (Lohja )",297,144,153,47,7,13,16,12,10,7,11,5,10,14,16,20,25,16,34,30,13,15,11,12
"10120 Tähtelä   (Inkoo )",639,315,324,42,17,40,42,23,11,14,20,23,38,39,55,60,49,39,43,35,36,21,21,13
"10140 Päivölä   (Inkoo )",309,154,155,40,13,14,20,15,9,13,8,2,28,24,18,23,34,28,18,18,11,5,4,4
"10160 Degerby   (Inkoo )",917,448,469,39,27,47,106,36,27,17,32,28,42,80,69,81,69,66,56,54,36,26,9,9
"10210 Inkoo Keskus   (Inkoo )",2784,1468,1316,44,79,133,223,102,62,50,104,83,117,175,170,210,197,171,226,233,157,121,83,88
"10230 Inkoo Asemanseutu   (Inkoo )",394,193,201,41,12,19,31,19,9,8,15,21,16,25,30,33,37,27,19,28,18,17,6,4
"10250 Fagervik   (Inkoo )",138,70,68,48,3,5,8,4,1,2,5,1,11,4,8,14,15,6,11,18,5,9,5,3
