"Postal code area","Inhabitants, total, 2014 (HE)","Females, 2014 (HE)","Males, 2014 (HE)","Average age of inhabitants, 2014 (HE)","0-2 years, 2014 (HE)","3-6 years, 2014 (HE)","7-12 years, 2014 (HE)","13-15 years, 2014 (HE)","16-17 years, 2014 (HE)","18-19 years, 2014 (HE)","20-24 years, 2014 (HE)","25-29 years, 2014 (HE)","30-34 years, 2014 (HE)","35-39 years, 2014 (HE)","40-44 years, 2014 (HE)","45-49 years, 2014 (HE)","50-54 years, 2014 (HE)","55-59 years, 2014 (HE)","60-64 years, 2014 (HE)","65-69 years, 2014 (HE)","70-74 years, 2014 (HE)","75-79 years, 2014 (HE)","80-84 years, 2014 (HE)","85 years or over, 2014 (HE)"
"41900 Petäjävesi Keskus   (Petäjävesi )",2689,1355,1334,43,92,134,190,101,72,67,97,98,140,169,149,170,190,178,203,209,145,114,78,93
"41920 Kintaus   (Petäjävesi )",622,296,326,35,29,60,89,23,9,13,14,22,39,48,31,46,49,35,32,37,22,13,6,5
"41925 Ylä-Kintaus   (Petäjävesi )",180,77,103,40,11,16,14,7,5,2,1,5,13,15,8,7,10,13,13,13,14,6,5,2
"41930 Kuohu   (Jyväskylä )",870,416,454,37,33,67,100,37,20,15,22,34,62,53,65,55,54,59,69,64,22,19,11,9
"41940 Vesanka   (Jyväskylä )",1400,667,733,39,54,91,120,59,29,33,27,50,101,105,92,109,111,108,96,78,52,47,30,8
"41970 Huttula   (Keuruu )",49,23,26,49,0,1,5,0,2,1,0,0,0,3,3,8,5,3,6,4,4,1,2,1
"41980 Kuivasmäki   (Petäjävesi )",186,86,100,45,6,8,11,4,6,2,10,7,7,6,10,20,13,15,15,21,4,10,6,5
"42100 Jämsä Keskus   (Jämsä )",10553,5405,5148,45,256,417,625,381,249,266,505,464,462,539,534,688,780,847,780,874,582,535,414,355
"42140 Juokslahti   (Jämsä )",279,134,145,47,10,10,14,4,5,8,6,4,21,24,9,19,17,28,26,27,19,15,8,5
"42220 Kaipola   (Jämsä )",1118,541,577,43,37,55,84,40,37,22,29,35,60,77,56,90,89,84,80,80,50,56,33,24
"42300 Jämsänkoski Keskus   (Jämsä )",5570,2783,2787,46,145,204,319,206,125,139,250,203,260,274,309,383,402,435,437,501,311,290,181,196
"42330 Haavisto   (Jämsä )",438,221,217,41,14,9,29,28,18,21,16,9,18,20,35,49,50,23,29,23,13,15,10,9
"42440 Koskenpää   (Jämsä )",663,298,365,51,14,14,36,18,9,13,21,19,20,37,26,42,55,62,61,64,46,45,29,32
"42520 Asunta   (Keuruu )",156,70,86,52,3,3,9,7,2,0,4,4,4,6,3,10,11,22,11,22,15,7,5,8
"42560 Pohjoisjärvi   (Keuruu )",41,19,22,41,0,2,2,1,3,1,1,4,5,3,0,5,0,1,5,4,1,2,0,1
"42600 Multia Keskus-Väätäiskylä   (Multia )",1499,727,772,49,36,61,102,47,38,22,45,41,61,59,67,78,94,138,156,118,73,90,88,85
"42660 Sahrajärvi   (Multia )",128,56,72,47,0,7,7,8,4,3,4,4,2,3,6,14,15,12,8,1,7,11,7,5
"42700 Keuruu Keskus   (Keuruu )",8049,4198,3851,47,223,297,450,216,155,176,340,317,333,372,412,482,563,643,716,794,473,427,353,307
"42720 Valkealahti   (Keuruu )",12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",1238,607,631,48,29,64,76,26,31,15,25,51,58,66,50,67,92,108,137,120,63,54,51,55
"42820 Riiho   (Keuruu )",85,32,53,45,2,2,4,4,3,4,3,2,4,5,5,5,11,9,5,5,1,6,3,2
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",55,25,30,52,3,0,1,2,1,0,2,2,3,2,2,2,5,3,6,9,5,1,3,3
"42840 Kolkki   (Mänttä-Vilppula )",127,54,73,52,3,3,4,3,2,1,4,3,7,4,1,11,9,16,8,17,14,6,4,7
"42850 Pohjaslahti   (Mänttä-Vilppula )",148,70,78,53,3,4,4,2,2,4,5,1,5,3,3,12,21,14,16,23,8,8,4,6
"42870 Kotala   (Virrat )",439,207,232,49,17,10,24,14,6,4,12,17,16,15,19,30,38,40,51,44,26,21,21,14
"42910 Pihlajavesi   (Keuruu )",315,147,168,48,11,11,20,8,7,7,4,7,16,14,8,21,24,28,30,39,22,17,13,8
"42930 Katajamäki   (Keuruu )",110,48,62,50,1,1,5,7,2,4,2,4,4,3,3,7,10,14,10,11,6,8,5,3
"43100 Saarijärvi Keskus   (Saarijärvi )",6407,3303,3104,47,152,246,412,187,126,130,296,244,312,284,309,358,491,540,547,528,366,377,257,245
"43130 Tarvaala   (Saarijärvi )",438,205,233,40,23,27,33,14,10,8,20,19,30,26,24,29,41,43,26,18,15,15,9,8
"43170 Häkkilä   (Saarijärvi )",260,116,144,50,5,12,6,2,8,4,8,11,6,10,15,16,29,26,20,31,15,17,12,7
"43220 Mahlu   (Saarijärvi )",447,210,237,49,3,9,20,14,15,15,18,12,18,9,18,29,47,50,45,45,24,28,13,15
"43240 Lehtola   (Saarijärvi )",167,78,89,49,4,4,7,6,2,2,5,6,7,9,2,10,22,18,17,19,11,6,5,5
"43250 Kolkanlahti   (Saarijärvi )",374,181,193,51,4,6,16,10,8,14,17,16,6,12,16,24,40,43,36,26,11,21,25,23
"43270 Kalmari   (Saarijärvi )",532,239,293,46,15,29,30,14,10,18,20,20,17,18,37,37,35,40,39,44,40,29,18,22
"43300 Kannonkoski Keskus   (Kannonkoski )",1242,613,629,50,20,45,80,42,27,18,45,31,41,33,54,86,95,113,109,117,75,79,72,60
"43340 Kannonjärvi   (Kannonkoski )",177,77,100,44,3,4,17,14,7,2,3,2,2,12,13,12,17,16,15,13,7,12,2,4
"43390 Lokakylä   (Kivijärvi )",83,39,44,49,4,2,4,3,0,0,2,4,1,6,4,6,5,4,6,14,12,4,1,1
"43420 Kukko   (Saarijärvi )",69,27,42,47,4,3,3,4,1,0,1,1,3,4,5,3,5,9,6,6,2,4,1,4
"43430 Väätäiskylä   (Multia )",39,16,23,59,0,1,2,0,0,0,0,2,0,2,0,1,7,7,1,0,3,5,6,2
"43440 Pylkönmäki Keskus   (Saarijärvi )",535,259,276,50,16,20,30,13,8,4,12,19,20,17,32,32,38,52,64,37,33,31,28,29
"43480 Pääjärvi   (Saarijärvi )",156,76,80,46,1,4,15,8,7,3,8,4,4,5,7,13,13,10,9,11,12,11,7,4
"43490 Kangasaho   (Karstula )",168,78,90,47,3,10,6,6,4,1,5,6,10,6,10,16,14,13,16,19,3,8,6,6
"43500 Karstula Keskus   (Karstula )",2942,1536,1406,48,80,112,184,88,61,55,97,136,123,124,137,168,209,230,279,257,171,170,124,137
"43520 Kiminki   (Karstula )",232,111,121,53,4,5,9,5,5,1,8,8,4,8,14,11,18,31,20,21,12,17,13,18
"43540 Rantakylä-Pirttilahti   (Karstula )",154,69,85,42,5,8,13,8,6,2,7,3,10,7,7,11,12,12,7,17,4,8,5,2
"43560 Vahanka   (Karstula )",188,86,102,52,1,3,13,9,3,0,1,1,3,12,14,12,11,17,25,21,18,14,7,3
"43610 Aho   (Karstula )",95,49,46,53,1,1,7,1,1,2,4,1,5,3,3,7,7,8,12,5,7,11,3,6
"43640 Humppi   (Karstula )",148,67,81,47,5,3,13,4,5,0,1,5,4,6,8,20,11,13,12,11,12,7,7,1
"43660 Vastinki   (Karstula )",250,122,128,47,3,3,20,10,11,8,5,3,6,11,15,18,35,20,18,22,18,15,7,2
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1253,624,629,46,46,51,75,48,22,33,46,50,38,67,42,71,94,123,106,112,63,73,55,38
"43720 Kumpulainen   (Kyyjärvi )",114,52,62,59,0,3,4,0,1,0,2,2,5,2,3,6,11,11,14,17,7,9,9,8
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",1072,504,568,48,28,37,65,29,23,34,57,42,38,31,31,63,70,86,88,96,82,73,51,48
"43840 Sompala   (Kivijärvi )",41,21,20,49,1,3,2,1,1,2,0,1,0,1,0,1,5,4,9,3,4,0,2,1
"43900 Kinnula Keskus   (Kinnula )",1436,672,764,45,56,55,101,54,43,31,62,57,59,40,69,73,125,102,144,115,81,63,58,48
"43940 Muhola-Saarensalmi   (Kinnula )",245,100,145,49,7,9,16,5,5,4,8,4,12,9,9,17,12,25,27,23,21,11,17,4
"43960 Saarensalmi   (Kinnula )",81,37,44,48,2,5,4,4,1,1,5,0,1,2,2,7,5,11,5,10,5,4,4,3
"44100 Äänekoski Keskus   (Äänekoski )",4290,2309,1981,45,124,180,253,130,105,114,216,185,207,225,243,255,294,326,326,320,224,223,192,148
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",2609,1262,1347,42,75,120,217,115,83,71,98,94,113,155,158,177,199,191,177,228,137,103,59,39
"44150 Likolahti-Karhunlähde   (Äänekoski )",3405,1693,1712,39,119,177,247,136,91,100,187,191,170,217,228,232,270,265,249,228,129,93,46,30
"44160 Huutomäki   (Äänekoski )",486,222,264,39,24,30,40,26,16,10,11,20,26,29,29,39,50,37,28,22,20,13,12,4
"44170 Hietama   (Äänekoski )",540,255,285,38,27,28,56,30,17,14,14,19,31,25,35,37,59,45,26,26,13,20,12,6
"44190 Parantala   (Äänekoski )",266,136,130,42,12,10,23,18,3,4,5,11,11,8,16,12,29,28,26,25,11,7,5,2
"44200 Suolahti Keskus   (Äänekoski )",4687,2329,2358,46,137,205,294,132,99,90,190,203,212,255,236,287,352,343,397,457,275,219,169,135
"44220 Sörkänmäki   (Äänekoski )",429,187,242,44,13,21,33,11,5,12,12,19,18,24,28,27,30,47,33,42,19,18,7,10
"44250 Äänekoivisto   (Äänekoski )",541,260,281,37,30,42,56,18,12,9,7,24,52,42,38,24,27,33,45,34,20,15,7,6
"44260 Vihijärvi   (Äänekoski )",294,136,158,42,7,16,24,20,7,5,5,8,16,20,23,15,15,18,27,25,19,13,5,6
"44280 Sumiainen Keskus   (Äänekoski )",901,441,460,49,23,26,53,28,12,13,27,30,27,56,48,47,57,82,82,96,56,67,38,33
"44300 Konnevesi Keskus   (Konnevesi )",1799,915,884,48,29,70,108,58,37,30,69,64,63,80,104,102,132,154,152,158,102,113,96,78
"44320 Sirkkamäki   (Konnevesi )",132,64,68,49,3,4,8,4,4,1,2,3,9,2,8,9,11,11,10,21,6,6,6,4
"44330 Hytölä   (Konnevesi )",315,147,168,43,10,15,25,13,6,9,13,12,14,21,17,16,25,22,30,16,13,16,11,11
"44350 Istunmäki   (Konnevesi )",373,156,217,48,8,13,21,8,6,4,17,19,16,14,11,25,29,41,31,51,20,21,10,8
"44370 Mäntymäki   (Konnevesi )",192,95,97,54,2,2,8,5,4,5,5,4,4,5,4,14,21,19,20,24,15,9,13,9
"44400 Konginkangas Keskus   (Äänekoski )",676,337,339,49,14,25,42,26,11,9,16,25,32,29,30,29,48,60,63,63,47,42,30,35
"44420 Liimattala   (Äänekoski )",375,167,208,42,11,18,32,23,12,12,8,11,9,22,17,28,50,28,23,25,20,8,9,9
"44440 Räihä   (Äänekoski )",129,61,68,45,3,8,8,6,5,1,1,6,3,7,9,8,12,11,11,10,2,13,5,0
"44460 Kalaniemi   (Äänekoski )",149,67,82,51,5,3,9,2,0,1,5,5,12,2,3,9,8,23,18,14,12,3,10,5
"44480 Niinilahti   (Viitasaari )",161,74,87,50,1,6,8,4,4,1,9,5,3,8,5,11,14,17,12,14,12,17,6,4
"44500 Viitasaari Keskus   (Viitasaari )",4408,2319,2089,48,104,135,229,126,97,113,232,190,169,185,162,224,328,348,407,378,261,270,245,205
"44530 Ilmolahti   (Viitasaari )",180,80,100,46,4,7,10,5,5,6,6,7,4,7,16,10,16,15,17,19,14,9,3,0
"44580 Huopanankoski   (Viitasaari )",230,110,120,49,2,7,14,9,4,3,8,10,8,5,9,9,33,21,24,20,12,13,12,7
"44590 Vuorilahti   (Viitasaari )",68,34,34,54,0,1,3,1,2,3,0,2,2,1,2,3,3,7,14,11,8,1,3,1
"44610 Kärnä   (Viitasaari )",186,84,102,49,1,3,7,6,3,4,14,8,9,5,5,14,16,19,18,19,8,16,9,2
"44630 Kumpumäki   (Viitasaari )",194,87,107,54,0,5,2,4,4,2,4,9,6,6,4,13,16,18,41,16,15,18,8,3
"44640 Kymönkoski   (Viitasaari )",376,175,201,48,4,9,25,15,8,10,15,11,9,14,19,22,37,32,40,41,15,19,22,9
"44670 Suovanlahti   (Viitasaari )",162,75,87,51,1,5,4,6,3,4,9,3,3,3,6,14,12,18,14,26,12,11,4,4
"44680 Lahnanen   (Viitasaari )",68,32,36,49,3,3,3,4,1,0,0,1,4,3,4,0,5,8,9,4,8,3,1,4
"44730 Löytänä   (Viitasaari )",101,50,51,49,1,0,4,3,1,3,4,3,4,4,6,9,10,10,16,13,5,2,3,0
"44740 Keitelepohja-Kotvala   (Viitasaari )",207,95,112,47,6,8,8,6,4,2,13,6,15,5,10,14,18,14,20,16,11,20,9,2
"44760 Keihärinkoski   (Viitasaari )",345,163,182,47,7,15,21,12,16,5,12,6,14,15,17,22,22,30,27,33,31,15,12,13
"44770 Valkeisjärvi   (Viitasaari )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",45,15,30,48,2,1,3,1,0,0,1,1,2,2,3,4,4,6,5,4,3,1,1,1
"44800 Pihtipudas Keskus   (Pihtipudas )",2504,1325,1179,47,64,100,161,91,56,59,99,87,111,102,115,150,172,225,196,195,158,149,113,101
"44860 Alvajärvi   (Pihtipudas )",270,136,134,46,2,10,22,15,10,5,11,2,13,5,11,18,22,34,22,20,7,21,12,8
"44880 Muurasjärvi   (Pihtipudas )",641,313,328,43,28,35,56,23,15,13,24,27,28,33,27,40,37,49,46,54,36,34,22,14
"44910 Elämäjärvi   (Pihtipudas )",235,106,129,47,3,8,12,12,9,3,6,5,7,18,10,22,19,18,23,13,18,13,7,9
"44920 Peninki   (Pihtipudas )",213,106,107,42,8,12,20,5,5,5,7,11,7,6,16,14,14,21,16,14,15,13,3,1
"44950 Kärväsjärvi   (Pihtipudas )",180,78,102,47,4,7,11,7,3,1,3,4,7,9,11,14,19,18,19,18,7,10,5,3
"44970 Korppinen   (Pihtipudas )",186,81,105,47,4,10,11,4,6,2,4,7,9,11,7,13,17,13,19,16,11,15,5,2
"45100 Kouvola Keskus   (Kouvola )",9632,5251,4381,48,183,296,409,258,198,226,715,615,447,413,414,543,570,629,684,854,669,607,414,488
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3964,2045,1919,42,149,195,267,145,103,79,155,183,246,238,212,275,305,324,347,286,177,146,78,54
"45130 Korjala-Kaunisnurmi   (Kouvola )",1722,900,822,44,29,32,51,38,31,41,221,157,88,88,94,83,112,144,137,119,90,86,40,41
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",4850,2524,2326,44,140,191,283,136,102,109,306,313,292,252,237,273,330,389,406,436,246,148,119,142
"45160 Lehtomäki   (Kouvola )",5200,2621,2579,42,172,196,281,143,96,126,357,377,323,271,309,306,395,414,463,427,242,162,90,50
"45200 Tornionmäki   (Kouvola )",6126,3213,2913,45,136,183,246,158,144,166,511,425,321,253,300,394,450,449,454,435,348,285,244,224
"45330 Harju   (Kouvola )",331,167,164,43,4,15,32,15,15,12,6,5,10,20,20,20,37,32,27,21,9,16,6,9
"45360 Kukkuramäki   (Kouvola )",3877,1949,1928,39,157,211,348,150,81,107,139,170,283,310,274,279,277,255,260,239,122,96,59,60
"45370 Valkeala kk   (Kouvola )",2729,1406,1323,43,70,149,227,117,81,67,69,75,145,176,164,187,210,187,170,179,109,127,91,129
"45410 Utti   (Kouvola )",851,392,459,45,21,37,58,30,30,14,27,29,37,53,46,58,67,57,78,81,46,41,27,14
"45460 Savero   (Kouvola )",189,93,96,46,6,8,7,5,5,4,4,6,9,10,13,18,22,22,13,10,8,9,4,6
"45610 Koria   (Kouvola )",5112,2509,2603,41,174,253,379,200,114,120,223,253,354,330,315,331,340,427,374,350,206,173,112,84
"45700 Kuusankoski Keskus   (Kouvola )",8966,4862,4104,49,187,250,449,238,154,191,430,418,421,426,392,539,602,684,786,879,531,533,472,384
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",2836,1373,1463,40,93,108,201,97,79,75,127,132,177,189,179,248,270,249,219,187,105,52,34,15
"45740 Maunuksela   (Iitti )",3010,1493,1517,45,89,110,203,107,70,67,100,118,155,171,165,222,236,233,276,246,160,141,75,66
"45750 Kuusankosken Sairaala-alue   (Kouvola )",82,37,45,39,2,2,6,7,0,2,7,3,7,4,5,5,6,14,5,3,2,0,2,0
"45810 Pilkanmaa   (Kouvola )",1576,761,815,41,38,74,128,72,42,42,61,62,83,132,108,115,119,121,125,101,45,43,39,26
"45910 Voikkaa   (Kouvola )",2738,1326,1412,44,89,98,177,94,59,54,137,113,141,149,161,209,217,215,238,208,131,109,67,72
"45940 Oravala   (Kouvola )",312,150,162,46,9,14,16,13,6,13,8,4,9,12,21,27,33,33,22,20,22,17,8,5
"46110 Tuohikotti   (Kouvola )",389,181,208,49,14,10,18,12,6,4,16,12,13,18,18,29,34,39,38,28,26,22,19,13
"46140 Vekaranjärvi   (Kouvola )",167,73,94,46,1,0,7,6,3,2,16,12,10,10,4,13,13,18,23,13,7,4,0,5
"46230 Aro   (Kouvola )",515,251,264,44,11,22,45,24,10,10,13,17,26,37,28,35,40,39,37,47,25,23,18,8
"46400 Kaipiainen   (Kouvola )",493,242,251,48,10,15,23,16,9,7,21,29,21,16,21,27,58,43,48,45,29,23,19,13
"46430 Tirva-Inkerilä   (Kouvola )",292,136,156,46,7,4,28,12,2,7,7,2,13,17,26,24,28,21,15,19,29,11,11,9
"46450 Enäjärvi   (Kouvola )",172,85,87,48,2,2,13,8,6,4,5,4,1,11,14,14,14,11,14,17,8,7,9,8
"46530 Kannuskoski   (Luumäki )",178,81,97,47,0,14,5,8,4,5,5,8,6,7,7,12,18,17,18,16,8,11,4,5
"46570 Saaramaa   (Kouvola )",41,14,27,50,3,0,0,0,1,0,4,2,0,1,1,1,6,5,4,8,1,1,3,0
"46710 Sippola   (Kouvola )",782,379,403,49,9,23,59,28,14,10,17,34,36,47,43,52,42,51,56,81,54,36,47,43
"46730 Ruotila   (Kouvola )",120,57,63,53,2,5,3,1,1,1,3,3,9,2,5,6,11,12,12,19,8,6,9,2
"46750 Liikkala   (Kouvola )",301,143,158,47,15,10,17,7,6,7,5,11,14,14,19,10,30,33,20,25,18,20,13,7
"46800 Myllykoski   (Kouvola )",4872,2482,2390,45,144,172,295,175,116,113,227,188,228,241,229,387,409,368,378,377,252,248,176,149
"46810 Ummeljoki   (Kouvola )",1456,701,755,44,33,48,92,47,34,32,58,53,85,95,91,120,121,125,100,118,71,70,41,22
"46860 Anjalankoski Keskus   (Kouvola )",614,299,315,46,15,35,33,17,12,11,21,33,39,36,25,33,53,48,42,38,41,27,28,27
"46900 Inkeroinen   (Kouvola )",3867,1976,1891,47,100,122,197,122,73,91,174,157,197,213,215,261,293,278,336,343,231,193,147,124
"46910 Anjala   (Kouvola )",1999,1001,998,45,63,75,139,63,42,49,68,88,83,121,113,171,137,155,145,164,103,87,67,66
"46930 Huruksela   (Kotka )",225,102,123,47,5,6,14,2,3,1,8,7,13,19,16,19,15,20,21,23,10,10,6,7
"46950 Ahvio   (Kouvola )",69,32,37,50,0,0,5,2,2,2,3,0,4,0,5,6,7,6,5,9,5,5,1,2
"46960 Muhniemi   (Kouvola )",328,150,178,47,6,12,17,13,10,9,11,5,8,18,14,34,32,34,22,26,18,20,10,9
"47110 Löytty   (Kouvola )",98,45,53,46,1,3,4,2,4,2,6,5,3,4,6,11,13,8,3,4,2,10,4,3
"47150 Raussila   (Kouvola )",165,75,90,45,5,5,11,9,7,3,3,8,3,6,8,16,11,16,11,14,14,7,5,3
"47200 Elimäki kk   (Kouvola )",2421,1242,1179,49,56,75,131,80,53,47,68,87,107,104,98,141,199,201,205,217,123,155,136,138
"47260 Ratula   (Kouvola )",140,59,81,46,0,3,11,5,5,3,6,6,2,7,7,14,12,18,14,7,5,4,8,3
"47310 Haapa-Kimola   (Iitti )",263,121,142,46,12,5,11,9,5,8,10,16,14,6,6,28,23,21,22,27,19,9,8,4
"47350 Kimonkylä   (Lapinjärvi )",138,67,71,45,2,6,10,7,3,3,2,6,7,8,11,7,9,12,12,10,8,4,5,6
"47400 Kausala   (Iitti )",4710,2408,2302,47,126,176,279,149,78,98,206,182,230,226,247,281,338,411,407,403,273,206,200,194
"47440 Sääskjärvi   (Iitti )",144,62,82,42,8,7,14,2,1,0,9,2,9,10,8,12,8,10,15,9,5,10,2,3
"47450 Erottaja   (Iitti )",268,132,136,45,5,10,24,9,3,3,8,20,7,18,12,18,27,22,26,18,11,10,8,9
"47460 Hiisiö   (Iitti )",63,31,32,47,2,0,5,1,1,0,3,3,1,5,0,3,7,19,4,3,3,2,1,0
"47490 Mankala-Hiisiö   (Iitti )",350,174,176,48,8,13,14,16,12,9,6,8,13,14,15,32,29,24,32,46,25,21,10,3
"47520 Iitti kk   (Iitti )",147,77,70,45,7,6,7,3,4,5,5,6,3,6,2,11,16,23,12,12,7,5,2,5
"47540 Löyttilä   (Iitti )",187,88,99,45,7,7,9,7,4,5,7,3,5,16,15,10,17,15,13,19,10,12,3,3
"47610 Kymentaka   (Iitti )",162,84,78,50,5,1,6,5,10,6,2,1,8,2,4,19,18,11,8,17,16,12,4,7
"47650 Kimola   (Kouvola )",211,99,112,45,4,10,13,10,4,7,4,6,8,11,12,16,21,22,14,17,17,4,8,3
"47710 Jaala kk   (Kouvola )",1137,557,580,50,20,30,78,25,22,12,26,38,54,64,53,73,92,102,108,110,58,58,50,64
"47760 Huhdasjärvi   (Kouvola )",135,66,69,53,1,7,5,1,1,0,2,4,5,6,8,8,12,13,10,19,12,12,5,4
"47810 Selänpää   (Kouvola )",338,165,173,42,9,17,28,10,7,13,11,8,19,19,19,28,30,26,27,22,17,17,5,6
"47830 Hasula   (Kouvola )",120,54,66,45,1,5,10,9,3,1,4,2,4,7,10,6,9,9,8,11,7,6,6,2
"47850 Verla   (Kouvola )",152,69,83,55,1,1,10,1,3,2,1,1,4,3,13,12,6,13,17,28,11,15,6,4
"47900 Vuohijärvi   (Kouvola )",254,106,148,55,2,5,4,3,5,3,2,5,10,10,6,16,25,39,30,39,16,19,8,7
"47910 Hillosensalmi   (Kouvola )",31,13,18,56,1,0,0,2,0,0,1,1,0,1,1,0,2,2,9,4,5,0,1,1
"48100 Kotkansaari   (Kotka )",10490,5749,4741,49,203,221,295,161,151,273,872,793,621,443,362,484,616,733,865,1042,692,579,563,521
"48130 Katariina   (Kotka )",697,312,385,42,9,27,38,31,22,18,43,49,37,37,42,53,44,52,66,57,29,18,14,11
"48200 Hovinsaari   (Kotka )",1674,814,860,45,38,45,72,24,17,31,133,122,122,101,97,94,119,145,151,158,76,64,42,23
"48210 Toukolan Sairaala-Alue   (Kotka )",310,168,142,41,14,11,9,8,6,8,21,31,28,17,9,18,18,32,31,28,12,7,2,0
"48220 Metsola   (Kotka )",1430,721,709,46,32,52,80,48,36,39,94,64,74,74,67,82,109,106,81,82,53,54,69,134
"48230 Korela-Jylppy   (Kotka )",1482,693,789,42,30,56,92,59,36,45,162,104,65,91,90,90,101,71,75,70,42,55,55,93
"48300 Ruonala   (Kotka )",1215,601,614,44,36,62,62,48,39,31,29,37,72,71,68,93,93,111,97,111,59,42,35,19
"48310 Mussalo   (Kotka )",4552,2286,2266,37,160,248,433,214,120,125,171,189,302,333,334,376,409,346,287,268,142,45,32,18
"48350 Karhuvuori   (Kotka )",3571,1847,1724,42,136,148,220,96,65,65,233,243,213,235,213,188,226,222,251,327,185,141,89,75
"48400 Sutela   (Kotka )",4257,2146,2111,44,131,196,250,142,110,100,169,214,248,255,238,277,305,298,318,353,267,191,110,85
"48410 Kaukola   (Kotka )",1707,838,869,41,46,88,151,84,41,47,55,55,81,129,114,144,140,108,103,136,73,64,31,17
"48600 Karhula   (Kotka )",7319,3915,3404,49,175,225,325,187,134,186,333,348,322,352,418,432,449,517,542,634,451,445,396,448
"48700 Kyminlinna   (Kotka )",2491,1280,1211,43,63,93,163,76,69,57,162,133,159,137,139,153,190,186,181,204,127,84,58,57
"48710 Koivula   (Kotka )",1416,693,723,40,30,63,126,89,42,45,57,49,71,77,113,145,106,110,74,88,58,37,22,14
"48720 Kymi   (Kotka )",1900,883,1017,41,64,92,161,95,47,31,40,56,102,140,147,160,139,125,131,145,94,61,35,35
"48750 Nikeli   (Kotka )",173,87,86,46,2,3,10,8,4,3,7,12,3,10,12,14,13,14,14,19,12,3,6,4
"48770 Ristinkallio   (Kotka )",1926,946,980,45,62,72,101,66,49,45,66,88,98,103,117,130,129,147,180,207,116,80,45,25
"48800 Otsola-Mäntykangas   (Kotka )",2222,1091,1131,40,63,159,168,72,54,46,69,119,151,158,147,152,141,162,189,178,82,49,43,20
"48810 Rantahaka   (Kotka )",787,368,419,41,26,41,68,37,19,18,29,36,45,58,36,49,54,65,46,60,38,25,23,14
"48900 Sunila   (Kotka )",1372,653,719,42,47,59,89,47,31,27,61,76,74,80,95,107,96,111,135,116,46,38,20,17
"48910 Suulisniemi   (Kotka )",1529,745,784,43,45,70,91,52,41,37,67,49,83,87,105,131,109,122,138,118,72,61,27,24
"48930 Tiutinen   (Kotka )",345,168,177,42,6,17,32,9,13,6,13,8,17,24,29,20,32,36,22,29,14,10,5,3
"49200 Heinlahti   (Pyhtää )",758,371,387,40,28,62,70,21,13,13,13,23,63,66,52,50,36,48,44,44,46,25,22,19
"49210 Huutjärvi   (Pyhtää )",1019,541,478,44,33,41,68,36,28,27,26,50,55,55,57,61,62,74,89,106,68,44,15,24
"49220 Siltakylä   (Pyhtää )",1831,916,915,44,51,83,120,66,53,45,46,57,101,128,112,161,141,136,124,120,87,65,59,76
"49240 Purolanlahti   (Pyhtää )",379,188,191,46,10,18,24,9,8,3,10,16,19,25,23,22,34,33,24,42,26,17,9,7
"49270 Pyhtää kk   (Pyhtää )",887,435,452,46,29,37,42,32,11,14,30,38,50,49,43,53,83,101,69,82,29,37,36,22
"49290 Vastila   (Pyhtää )",434,216,218,46,13,15,19,15,15,7,12,19,19,22,20,44,42,29,32,41,20,19,23,8
"49300 Tavastila   (Kotka )",709,338,371,42,19,42,46,38,17,17,19,30,40,52,51,59,55,43,38,41,37,33,17,15
"49340 Juurikorpi   (Kotka )",133,55,78,43,2,10,8,9,6,1,0,2,5,15,11,5,11,11,7,9,8,5,3,5
"49400 Hamina Keskus   (Hamina )",10205,5410,4795,47,255,335,559,327,202,223,428,420,483,519,524,666,754,774,758,896,613,544,483,442
"49410 Poitsila   (Hamina )",1970,959,1011,42,65,91,108,59,37,47,107,99,144,146,104,129,130,157,192,155,96,64,24,16
"49420 Uusi-Summa   (Hamina )",2005,979,1026,42,65,103,120,53,40,44,91,90,141,147,127,146,160,165,133,164,77,65,36,38
"49460 Hillo   (Hamina )",1220,591,629,46,24,41,59,27,22,33,66,58,64,61,72,88,95,91,104,106,87,62,32,28
"49480 Vanha-Summa   (Hamina )",473,212,261,42,11,15,46,26,12,10,9,12,23,30,40,38,39,46,28,39,15,13,17,4
"49490 Neuvoton   (Hamina )",1461,719,742,42,48,60,129,64,28,32,55,61,55,99,88,103,126,109,109,120,78,47,32,18
"49510 Husula   (Hamina )",1204,615,589,46,31,58,61,35,31,21,53,37,63,64,84,87,85,92,77,106,71,63,39,46
"49520 Reitkalli   (Hamina )",270,135,135,47,2,6,10,16,2,4,14,8,12,17,25,24,19,24,21,18,16,17,9,6
"49540 Metsäkylä   (Hamina )",490,221,269,44,13,19,42,15,15,13,14,19,18,27,29,50,35,24,43,42,27,25,14,6
