"Postal code area","Aged 18 or over, total, 2013 (HR)","Average income of inhabitants, 2013 (HR)","Median income of inhabitants, 2013 (HR)","Inhabintants belonging to the lowest income category, 2013 (HR)","Inhabitants belonging to the middle income category, 2013 (HR)","Inhabintants belonging to the highest income category, 2013 (HR)","Accumulated purchasing power of inhabitants, 2013 (HR)"
"79160 Saamaiskylä   (Leppävirta )",59,18588,16210,23,30,6,1096702
"79180 Tuppurinmäki   (Leppävirta )",35,18118,14352,11,20,4,634137
"79190 Valkeamäki   (Leppävirta )",31,21570,22862,8,18,5,668669
"79230 Moninmäki   (Leppävirta )",54,18361,15264,23,23,8,991484
"79255 Kurjala-Moninmäki   (Leppävirta )",116,19515,17200,29,70,17,2263746
"79265 Puponmäki   (Leppävirta )",85,19827,17389,25,47,13,1685337
"79330 Näädänmaa   (Leppävirta )",91,18661,15426,31,50,10,1698130
"79350 Itä-Soisalo   (Leppävirta )",100,18489,16585,33,56,11,1848938
"79410 Niinimäki   (Leppävirta )",128,19757,15663,49,55,24,2528882
"79480 Kangaslampi Keskus   (Varkaus )",546,20309,17413,140,333,73,11088814
"79520 Viljolahti   (Varkaus )",153,18896,15187,57,74,22,2891016
"79600 Joroinen Keskus   (Joroinen )",2168,20566,17554,475,1422,271,44586995
"79620 Huutokoski   (Joroinen )",183,19133,16218,61,101,21,3501356
"79630 Kolma   (Joroinen )",190,21252,20295,43,117,30,4037890
"79660 Kerisalo   (Joroinen )",145,20638,16478,38,83,24,2992511
"79680 Lahnalahti   (Joroinen )",114,20251,16312,36,58,20,2308631
"79690 Kaitainen   (Joroinen )",166,21335,17120,49,85,32,3541684
"79700 Heinävesi Keskus   (Heinävesi )",2059,19835,17022,473,1359,227,40839378
"79810 Karvion kanava   (Heinävesi )",191,21627,17934,45,116,30,4130836
"79820 Varistaipale   (Heinävesi )",95,19108,15243,28,53,14,1815298
"79830 Palokki   (Heinävesi )",70,15933,13396,30,32,8,1115310
"79850 Uusi-Valamo   (Heinävesi )",0,0,0,0,0,0,0
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",159,17792,14708,51,91,17,2828854
"79885 Etelä-Petruma   (Heinävesi )",59,18568,13978,23,30,6,1095516
"79895 Sarvikumpu   (Heinävesi )",107,19938,16179,30,63,14,2133415
"79910 Kerma   (Heinävesi )",228,23133,19048,52,143,33,5274426
"79940 Vihtari-Poikiinaho   (Heinävesi )",152,18132,14711,47,94,11,2756025
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",7930,19889,16448,2422,4529,979,157718597
"80110 Joensuu Keskus Eteläinen   (Joensuu )",4215,21431,16706,1280,2339,596,90333635
"80130 Kanervala   (Kontiolahti )",1932,22263,19319,571,947,414,43012379
"80140 Noljakka   (Joensuu )",6399,21145,18645,1662,3714,1023,135305889
"80160 Rantakylä-Latola   (Joensuu )",8417,18874,17279,2136,5464,817,158858934
"80170 Utra   (Joensuu )",2959,22438,19650,667,1875,417,66394673
"80200 Niinivaara   (Joensuu )",3766,19814,17282,1018,2236,512,74619782
"80210 Sairaala-alue   (Joensuu )",0,0,0,0,0,0,0
"80220 Penttilä   (Joensuu )",2487,20350,17126,755,1353,379,50609680
"80230 Hukanhauta   (Joensuu )",3980,22657,20996,706,2548,726,90174810
"80260 Kettuvaara   (Joensuu )",3750,21136,19739,765,2423,562,79259786
"80330 Reijola   (Joensuu )",1755,24280,22439,269,1146,340,42611983
"80400 Ylämylly   (Liperi )",3841,22794,22283,618,2531,692,87553246
"80510 Onttola-Kunnasniemi   (Kontiolahti )",868,26043,23213,153,505,210,22605415
"80710 Lehmo   (Kontiolahti )",3765,23898,23172,530,2426,809,89977681
"80770 Kontiolahti as   (Kontiolahti )",461,25476,22410,78,290,93,11744223
"80780 Kontioniemi   (Kontiolahti )",262,25898,24978,34,163,65,6785148
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",43,19994,19055,9,27,7,859740
"80850 Paihola   (Kontiolahti )",398,22227,20554,84,255,59,8846210
"80910 Kulho   (Kontiolahti )",1106,23949,22656,206,676,224,26487250
"81100 Kontiolahti   (Kontiolahti )",2265,20874,19364,425,1539,301,47278585
"81120 Katajaranta   (Kontiolahti )",319,20614,19194,61,210,48,6575992
"81160 Romppala-Riihikangas   (Kontiolahti )",211,17499,14661,79,113,19,3692188
"81200 Eno Keskus   (Joensuu )",2409,19709,17362,599,1553,257,47478362
"81210 Louhioja   (Joensuu )",205,19192,18773,46,140,19,3934368
"81220 Jakokoski   (Kontiolahti )",506,22353,23113,92,322,92,11310631
"81230 Mönni   (Kontiolahti )",134,22556,20464,37,74,23,3022494
"81235 Lehtoi   (Kontiolahti )",199,21781,22252,43,124,32,4334348
"81260 Ahveninen   (Joensuu )",140,21989,21090,32,80,28,3078454
"81270 Paukkaja   (Joensuu )",101,19673,19137,28,59,14,1987005
"81280 Uimaharju   (Joensuu )",1574,19180,17461,348,1039,187,30189004
"81290 Ukkola   (Joensuu )",221,17306,14701,70,131,20,3824608
"81295 Haapalahti   (Joensuu )",126,20319,17218,36,70,20,2560149
"81320 Kuismavaara   (Joensuu )",33,22329,20603,6,21,6,736857
"81330 Luhtapohja   (Joensuu )",81,18017,16329,28,44,9,1459411
"81350 Tokrajärvi   (Ilomantsi )",133,18926,14544,51,61,21,2517144
"81360 Sarvinki   (Joensuu )",103,17380,15117,37,58,8,1790191
"81390 Revonkylä   (Joensuu )",81,18790,14301,33,37,11,1522014
"81420 Tyrjänsaari   (Ilomantsi )",80,15936,13646,34,42,4,1274870
"81430 Kivilahti   (Ilomantsi )",83,18230,15116,24,49,10,1513057
"81450 Huhus-Käenkoski   (Ilomantsi )",95,15946,14083,30,63,2,1514836
"81460 Käenkoski   (Ilomantsi )",27,..,..,..,..,..,..
"81470 Naarva   (Ilomantsi )",50,16040,15745,17,32,1,801979
"81560 Vuonisjärvi   (Lieksa )",172,19394,16497,59,95,18,3335833
"81570 Kelvä   (Lieksa )",91,17331,15537,29,55,7,1577112
"81590 Vuonislahti   (Lieksa )",150,19113,17414,44,88,18,2866987
"81650 Hattuvaara   (Lieksa )",144,17250,15545,51,84,9,2483993
"81660 Lehmikylä   (Lieksa )",9,..,..,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",5033,19036,17208,1127,3444,462,95809990
"81720 Mähkö-Timitra   (Lieksa )",2579,19438,17294,662,1644,273,50130227
"81750 Pankakoski   (Lieksa )",810,19097,17900,179,558,73,15468676
"81810 Jamali   (Lieksa )",272,19812,18280,64,186,22,5388953
"81820 Kylänlahti   (Lieksa )",305,20084,16958,93,175,37,6125550
"81850 Mätäsvaara   (Lieksa )",148,17166,15078,47,94,7,2540565
"81860 Viekijärvi   (Lieksa )",342,17608,14104,134,173,35,6022031
"81950 Pankajärvi   (Lieksa )",78,21276,17715,18,48,12,1659534
"81970 Jongunjoki-Pankajärvi   (Lieksa )",165,18570,14480,60,87,18,3064011
"82110 Heinävaara   (Joensuu )",757,21970,20786,163,466,128,16631082
"82120 Keskijärvi   (Joensuu )",181,19619,17631,47,104,30,3551050
"82140 Kiihtelysvaara Keskus   (Joensuu )",839,20532,17103,194,551,94,17226424
"82160 Oskola   (Joensuu )",56,21055,18368,16,33,7,1179052
"82170 Uskali   (Joensuu )",55,19218,15154,20,28,7,1057010
"82180 Huhtilampi   (Joensuu )",73,18686,14877,25,38,10,1364051
"82200 Hammaslahti   (Joensuu )",2487,20091,18671,612,1586,289,49966724
"82210 Suhmura   (Joensuu )",410,23261,19462,88,254,68,9537213
"82220 Niittylahti   (Joensuu )",1353,22770,22764,272,814,267,30808447
"82290 Nieminen   (Rääkkylä )",359,20187,17294,109,201,49,7247257
"82300 Rääkkylä Keskus   (Rääkkylä )",896,17617,15435,248,588,60,15784952
"82310 Oravisalo-Varpasalo   (Rääkkylä )",254,19294,15153,93,123,38,4900744
"82335 Rasivaara   (Rääkkylä )",580,18211,15155,207,321,52,10562144
"82350 Tikkala   (Tohmajärvi )",279,20946,18985,75,160,44,5843915
"82360 Onkamo   (Tohmajärvi )",339,19342,17577,95,209,35,6556841
"82380 Tolosenmäki   (Kitee )",387,21394,18452,100,230,57,8279353
"82395 Haarajärvi   (Kitee )",133,21332,18827,34,77,22,2837158
"82430 Puhos-Leinovaara   (Kitee )",762,19380,16510,239,444,79,14767751
"82460 Hummovaara   (Kitee )",92,20242,19149,17,65,10,1862309
"82490 Heinoniemi   (Kitee )",120,18010,14562,45,63,12,2161154
"82500 Kitee Keskus   (Kitee )",5326,19431,17151,1326,3435,565,103488637
"82510 Kiteenlahti   (Kitee )",210,21516,19294,56,117,37,4518265
"82580 Juurikka   (Kitee )",344,18971,14995,124,178,42,6526037
"82590 Närsäkkälä   (Kitee )",119,19317,16480,38,66,15,2298761
"82600 Tohmajärvi Keskus   (Tohmajärvi )",2522,19211,16738,644,1624,254,48449781
"82655 Värtsilä Keskus   (Tohmajärvi )",286,17715,14874,109,147,30,5066395
"82660 Uusi-Värtsilä   (Tohmajärvi )",184,16471,14241,61,111,12,3030646
"82670 Kaurila   (Tohmajärvi )",94,19555,18679,25,57,12,1838186
"82675 Niirala-Jänisjoki   (Tohmajärvi )",92,18218,14509,34,47,11,1676027
"82685 Littilä   (Tohmajärvi )",172,20636,16389,52,85,35,3549317
"82710 Kovero   (Joensuu )",394,20557,17752,100,249,45,8099293
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",705,18809,15646,173,483,49,13260237
"82750 Öllölä   (Joensuu )",106,17215,14207,43,52,11,1824782
"82760 Hoilola   (Joensuu )",90,17727,15694,30,52,8,1595463
"82770 Kaustajärvi   (Tohmajärvi )",32,12989,12020,17,13,2,415637
"82815 Marjovaara   (Joensuu )",140,18059,15621,52,79,9,2528324
"82820 Maukkula   (Ilomantsi )",233,20351,17071,64,145,24,4741856
"82830 Haukivaara   (Ilomantsi )",85,17299,15671,20,62,3,1470396
"82840 Pirttiaho   (Joensuu )",35,19741,15477,10,18,7,690935
"82850 Kinnasniemi   (Joensuu )",67,18722,17020,20,40,7,1254387
"82865 Kokinvaara-Mannervaara   (Joensuu )",38,17055,16126,15,18,5,648076
"82870 Luutalahti   (Joensuu )",35,16862,15220,14,17,4,590183
"82880 Mannervaara   (Joensuu )",25,..,..,..,..,..,..
"82900 Ilomantsi Keskus   (Ilomantsi )",3468,19186,16995,756,2406,306,66535929
"82915 Sonkaja   (Ilomantsi )",173,20617,20145,46,96,31,3566765
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",122,17948,16696,31,83,8,2189619
"82967 Hattu   (Ilomantsi )",89,18520,14241,27,53,9,1648252
"82980 Möhkö   (Ilomantsi )",74,17656,15307,22,46,6,1306525
"83100 Liperi Keskus   (Liperi )",2171,19619,17348,509,1411,251,42593298
"83130 Salokylä   (Liperi )",283,22150,21509,61,167,55,6268553
"83140 Puromäki   (Liperi )",92,20569,18303,31,51,10,1892336
"83150 Roukalahti   (Liperi )",190,20004,17942,58,106,26,3800824
"83160 Tutjunniemi   (Liperi )",136,16968,14814,53,70,13,2307633
"83320 Risti-Juojärvi   (Liperi )",65,18505,17965,18,41,6,1202799
"83330 Kaatamo   (Liperi )",196,18877,15082,69,106,21,3699892
"83340 Kaarnalampi   (Liperi )",72,17584,15615,22,44,6,1266070
"83400 Viinijärvi   (Liperi )",1267,18927,16513,383,760,124,23980824
"83430 Käsämä   (Liperi )",448,22635,21458,86,277,85,10140678
"83450 Vaivio   (Liperi )",273,22693,20893,61,166,46,6195154
"83460 Harinjärvi   (Liperi )",237,24274,22988,39,148,50,5752931
"83480 Ahonkylä   (Liperi )",171,19631,17288,48,103,20,3356958
"83500 Outokumpu Keskus   (Outokumpu )",5213,18874,16544,1320,3364,529,98388955
"83550 Kokonvaara   (Outokumpu )",137,20479,17918,33,87,17,2805657
"83630 Kuusjärvi   (Outokumpu )",347,18893,17231,90,225,32,6555766
"83660 Varislahti   (Outokumpu )",231,20068,17647,64,137,30,4635816
"83700 Polvijärvi Keskus   (Polvijärvi )",2173,18239,15536,636,1333,204,39632586
"83720 Kuorevaara   (Polvijärvi )",224,21056,20056,55,129,40,4716511
"83750 Sotkuma   (Polvijärvi )",376,23775,22466,71,237,68,8939554
"83760 Sola   (Polvijärvi )",69,17883,14497,24,41,4,1233937
"83780 Horsmanaho   (Polvijärvi )",188,19120,17212,58,106,24,3594480
"83825 Kinahmo   (Polvijärvi )",253,19395,17899,78,145,30,4906873
"83830 Hukkala   (Polvijärvi )",111,17504,13540,41,61,9,1942993
"83835 Ruvaslahti   (Polvijärvi )",200,18979,15371,63,108,29,3795743
"83840 Saarivaara   (Polvijärvi )",57,18719,15381,22,26,9,1066997
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",133,19212,14027,49,67,17,2555239
"83870 Polvela-Timovaara   (Juuka )",188,16974,14925,72,105,11,3191064
"83880 Kajoo   (Juuka )",165,15521,13231,77,80,8,2560883
"83900 Juuka Keskus   (Juuka )",3186,18570,16560,825,2082,279,59165329
"83910 Paalasmaa   (Juuka )",75,16169,14735,33,40,2,1212666
"83915 Vihtasuo   (Juuka )",8,..,..,..,..,..,..
"83940 Nunnanlahti   (Juuka )",310,22240,15129,106,179,25,6894387
"83950 Ahmovaara   (Juuka )",418,18571,15111,137,241,40,7762860
"83960 Koli   (Lieksa )",234,18700,15904,82,125,27,4375689
"83985 Tuopanjoki   (Juuka )",1,..,..,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",9808,21730,20016,1879,6477,1452,213124285
"84460 Tuomiperä   (Ylivieska )",163,21073,18848,36,96,31,3434936
"84540 Vähäkangas   (Ylivieska )",392,21123,20599,75,265,52,8280189
"84650 Kantokylä   (Ylivieska )",168,20135,18875,37,113,18,3382605
"84770 Isokoski   (Ylivieska )",76,19551,18364,18,50,8,1485913
"84880 Raudaskylä   (Ylivieska )",495,20202,19033,111,322,62,9999783
"85100 Kalajoki Keskus   (Kalajoki )",5418,22010,19849,1110,3416,892,119252378
"85120 Metsä   (Kalajoki )",190,20720,18893,51,109,30,3936748
"85140 Tynkä   (Kalajoki )",618,21964,19005,165,354,99,13573562
"85150 Typpö   (Kalajoki )",242,20487,16753,65,136,41,4957805
"85160 Rautio   (Kalajoki )",436,21764,17604,111,258,67,9489158
"85180 Rahja   (Kalajoki )",364,21071,19741,79,225,60,7670023
"85200 Alavieska Keskus   (Alavieska )",1641,19820,17715,412,1023,206,32525402
"85210 Kähtävä   (Alavieska )",198,20715,20711,55,115,28,4101492
"85230 Talus   (Alavieska )",209,17983,14608,77,112,20,3758352
"85310 Sievi Asemanseutu   (Sievi )",373,27670,19749,77,238,58,10320746
"85320 Markkula   (Sievi )",225,19232,17366,65,132,28,4327130
"85340 Jyrinki   (Sievi )",406,21201,20655,98,241,67,8607486
"85410 Sievi Keskus   (Sievi )",1457,23871,18790,284,975,198,34780078
"85430 Koivisto   (Sievi )",444,21205,19507,121,266,57,9414985
"85450 Joenkylä   (Sievi )",181,20928,19894,45,99,37,3788038
"85470 Kiiskilampi   (Sievi )",367,19820,16901,116,192,59,7274049
"85500 Nivala Keskus   (Nivala )",5386,20898,19259,1099,3504,783,112558347
"85540 Mönkö   (Nivala )",374,21346,19057,102,216,56,7983387
"85560 Ainastalo   (Nivala )",353,19980,17871,97,202,54,7052976
"85580 Karvoskylä   (Nivala )",567,19276,17329,149,365,53,10929361
"85620 Sarja   (Nivala )",211,20707,18154,55,121,35,4369087
"85630 Sarjanahde   (Nivala )",348,21076,19901,79,206,63,7334454
"85640 Maliskylä   (Nivala )",428,19122,16875,140,227,61,8184039
"85660 Ruuskankylä   (Nivala )",136,19799,18891,40,74,22,2692625
"85710 Parkkila   (Haapajärvi )",283,17959,16141,88,166,29,5082381
"85730 Tulppo   (Haapajärvi )",112,20314,18703,26,71,15,2275209
"85800 Haapajärvi Keskus   (Haapajärvi )",4438,20344,18413,1010,2854,574,90288597
"85820 Oksava   (Haapajärvi )",678,19670,17844,176,426,76,13336414
"85840 Kuona   (Haapajärvi )",211,19962,19772,60,128,23,4212081
"85900 Reisjärvi Keskus   (Reisjärvi )",1581,20192,17735,390,984,207,31923598
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",149,19585,17935,43,83,23,2918091
"85940 Räisälänmäki   (Reisjärvi )",183,21614,20658,45,104,34,3955289
"85980 Köyhänperä   (Reisjärvi )",276,20440,19251,86,149,41,5641430
"86100 Pyhäjoki Keskus   (Pyhäjoki )",1589,20518,18731,369,942,278,32602350
"86110 Parhalahti   (Pyhäjoki )",296,21683,19862,81,157,58,6418290
"86160 Pirttikoski   (Pyhäjoki )",277,20361,17718,80,150,47,5640099
"86170 Yppäri   (Pyhäjoki )",411,20946,18270,103,237,71,8608937
"86210 Petäjäskoski   (Oulainen )",120,20855,17493,29,68,23,2502636
"86220 Merijärvi Keskus   (Merijärvi )",573,19272,17552,156,350,67,11042657
"86230 Ylipää   (Merijärvi )",128,19762,15263,44,64,20,2529595
"86240 Pyhänkoski   (Merijärvi )",164,20720,19623,30,110,24,3398123
"86300 Oulainen Keskus   (Oulainen )",5298,20486,18666,1147,3499,652,108534913
"86350 Kilpua   (Oulainen )",114,18764,16337,33,68,13,2139074
"86360 Ilveskorpi   (Raahe )",192,20073,18875,53,111,28,3853949
"86400 Vihanti Keskus   (Raahe )",1389,19897,17477,318,877,194,27637446
"86440 Lampinsaari   (Raahe )",215,17928,16315,62,132,21,3854464
"86460 Alpua   (Raahe )",313,19248,17442,73,202,38,6024681
"86470 Lumimetsä   (Raahe )",164,19653,16478,58,77,29,3223065
"86480 Karhukangas   (Haapavesi )",43,18481,16823,13,25,5,794688
"86510 Matkaniva   (Oulainen )",247,19456,17124,79,135,33,4805573
"86530 Annonen   (Oulainen )",155,18393,16198,43,96,16,2850927
"86550 Mieluskylä   (Haapavesi )",257,19525,18518,66,160,31,5017855
"86600 Haapavesi Keskus   (Haapavesi )",4121,20729,18901,939,2593,589,85424706
"86650 Kytökylä-Joutenniva   (Haapavesi )",380,19816,17378,107,231,42,7529914
"86680 Vatjusjärvi   (Haapavesi )",375,21790,19428,94,215,66,8171125
"86690 Karsikas   (Haapavesi )",163,20021,14363,59,83,21,3263437
"86710 Kärsämäki Keskus   (Kärsämäki )",2083,19524,16700,575,1251,257,40668652
"86790 Venetpalo   (Kärsämäki )",15,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",3647,19497,16937,940,2251,456,71106844
"86810 Pellikkaperä   (Pyhäjärvi )",128,22320,20545,31,75,22,2856965
"86850 Hiidenniemi   (Pyhäjärvi )",210,18158,15582,59,130,21,3813151
"86870 Vesikoski   (Pyhäjärvi )",231,19475,17479,66,143,22,4498643
"86900 Pyhäkumpu   (Pyhäjärvi )",430,21936,19110,87,265,78,9432546
"86980 Väliaho   (Pyhäjärvi )",58,19553,17954,19,32,7,1134101
"87100 Kajaani Keskus   (Kajaani )",5473,19077,16970,1291,3641,541,104409432
"87150 Purola   (Kajaani )",1804,20444,19383,411,1164,229,36881231
"87200 Teppana   (Kajaani )",3383,22533,20883,532,2291,560,76227572
"87250 Kättö-Kätönlahti   (Kajaani )",3345,21689,20791,574,2241,530,72549582
"87300 Palokangas   (Kajaani )",923,19245,17400,223,617,83,17763469
"87400 Petäisenniska   (Kajaani )",1472,20195,19569,281,1019,172,29726861
"87500 Lehtikangas   (Kajaani )",4706,21987,20300,875,3179,652,103469914
"87700 Lohtaja-Kettu   (Kajaani )",3250,19723,18908,816,2034,400,64100059
"87800 Vuoreslahti   (Kajaani )",731,23028,21653,134,456,141,16833414
"87830 Nakertaja   (Kajaani )",1102,21408,20989,184,737,181,23591490
"87850 Paltaniemi   (Kajaani )",347,24788,23198,58,208,81,8601485
"87900 Karankalahti   (Kajaani )",392,21754,20612,95,229,68,8527553
"87910 Linnantaus   (Kajaani )",374,23247,22262,57,230,87,8694493
"87930 Salmijärvi   (Kajaani )",310,20695,19628,31,245,34,6415534
"87950 Kuluntalahti   (Kajaani )",599,24986,23643,95,357,147,14966540
"87970 Jormua   (Kajaani )",351,23425,21479,56,232,63,8222103
"88120 Tuhkakylä   (Sotkamo )",76,19832,17857,24,38,14,1507201
"88200 Otanmäki-Kytökoski   (Kajaani )",871,19025,17362,194,602,75,16570535
"88270 Vuolijoki Keskus   (Kajaani )",787,20728,18789,159,537,91,16312637
"88300 Paltamo Keskus   (Paltamo )",1982,19021,16933,450,1353,179,37699150
"88310 Melalahti   (Paltamo )",189,18414,15790,57,114,18,3480178
"88340 Manamansalo   (Vaala )",98,17243,14281,37,53,8,1689775
"88350 Kivesjärvi   (Paltamo )",91,17910,15104,28,56,7,1629796
"88380 Mieslahti   (Paltamo )",190,20046,18027,48,118,24,3808768
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1146,20032,16897,302,715,129,22956195
"88440 Jokikylä   (Ristijärvi )",66,19130,16620,20,39,7,1262605
"88460 Hiisijärvi   (Ristijärvi )",43,18327,15869,14,26,3,788072
"88470 Kontiomäki   (Paltamo )",454,18770,18331,106,309,39,8521649
"88490 Pohjavaara   (Sotkamo )",213,21570,18740,57,115,41,4594499
"88530 Paakki   (Sotkamo )",90,19382,17078,27,50,13,1744399
"88600 Sotkamo Keskus   (Sotkamo )",5461,21088,18457,1142,3524,795,115163858
"88610 Vuokatti   (Sotkamo )",1945,22390,20750,393,1177,375,43548809
"88615 Vuokatin Urheiluopisto   (Sotkamo )",0,0,0,0,0,0,0
"88620 Korholanmäki   (Sotkamo )",387,22140,20218,82,231,74,8568338
"88640 Ontojoki   (Sotkamo )",65,23255,19057,13,38,14,1511598
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",157,21390,17880,43,85,29,3358251
"88690 Maanselkä   (Sotkamo )",53,17965,16742,16,33,4,952157
"88730 Ylä-Vieksi   (Kuhmo )",127,16503,14911,45,71,11,2095850
"88740 Härmänkylä-Iivantiira   (Kuhmo )",78,17237,14856,22,51,5,1344490
"88760 Iivantiira   (Kuhmo )",150,17540,15473,59,76,15,2631029
"88820 Katerma   (Kuhmo )",5,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",7016,19377,17033,1664,4663,689,135948557
"88930 Lentiira-Kuumu   (Kuhmo )",289,18648,15794,91,163,35,5389173
"88940 Kuumu   (Kuhmo )",17,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",52,18310,18249,16,31,5,952107
"89140 Kotila-Törmänmäki   (Puolanka )",68,16603,14272,29,32,7,1128986
"89200 Puolanka Keskus   (Puolanka )",2091,18527,16508,499,1421,171,38739246
"89210 Puokiovaara   (Puolanka )",51,22690,16516,15,28,8,1157211
"89320 Joukokylä   (Puolanka )",112,16391,13814,44,63,5,1835832
"89330 Suolijärvi   (Puolanka )",64,18329,16135,21,36,7,1173064
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",1968,18242,15854,526,1271,171,35900229
"89430 Hoikka   (Hyrynsalmi )",38,23260,21140,4,28,6,883892
"89440 Sakara   (Suomussalmi )",80,18520,16376,20,53,7,1481633
"89540 Moisiovaara   (Hyrynsalmi )",195,15630,13407,79,107,9,3047783
"89560 Karhuvaara   (Hyrynsalmi )",72,16828,15383,29,40,3,1211585
"89600 Ämmänsaari   (Suomussalmi )",4716,19611,17637,995,3268,453,92483596
"89610 Jumaliskylä   (Suomussalmi )",55,17237,15299,18,33,4,948022
"89640 Pesiökylä   (Suomussalmi )",101,19328,18761,24,71,6,1952087
"89660 Takalo   (Suomussalmi )",96,16214,14527,33,60,3,1556565
"89670 Näljänkä   (Suomussalmi )",222,15947,13110,92,116,14,3540128
"89680 Vaaranniva   (Suomussalmi )",92,15403,12493,46,40,6,1417100
"89730 Ahjola   (Suomussalmi )",29,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",61,18908,14838,21,33,7,1153383
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",90,15389,13702,34,54,2,1385012
"89770 Peranka   (Suomussalmi )",35,15702,14020,15,18,2,549575
"89780 Kaikkonen   (Suomussalmi )",60,17334,14490,19,36,5,1040031
"89800 Suomussalmi Keskus   (Suomussalmi )",1231,19942,18100,287,801,143,24548041
"89830 Ala-Vuokki   (Suomussalmi )",50,16268,14123,13,34,3,813399
"89840 Ylä-Vuokki   (Suomussalmi )",77,15536,13584,32,41,4,1196253
"89920 Ruhtinansalmi   (Suomussalmi )",361,16342,14779,122,222,17,5899396
"90100 Oulu Keskus   (Oulu )",7516,21477,17250,2015,4248,1253,161421314
"90120 Heinäpää   (Oulu )",6216,19552,17339,1504,3971,741,121534666
"90130 Raksila   (Oulu )",5560,20242,17843,1528,3244,788,112547410
"90140 Karjasilta   (Oulu )",2618,23555,20490,518,1526,574,61666318
"90150 Höyhtyä   (Oulu )",4915,21172,19783,1139,2948,828,104060508
"90220 Kontinkangas   (Oulu )",572,16148,13659,260,256,56,9236872
"90230 Värttö-Maikkula   (Oulu )",6142,26388,22139,1213,3275,1654,162074898
"90240 Iinatti   (Oulu )",5045,24913,22804,852,2947,1246,125685449
"90250 Kaukovainio   (Oulu )",5667,18428,16689,1540,3565,562,104430792
"90310 Madekoski   (Oulu )",1960,26754,23469,364,1068,528,52438550
"90400 Äimärautio   (Oulu )",655,20661,18412,152,404,99,13533205
"90410 Kaakkuri   (Oulu )",3273,26487,23771,547,1824,902,86692341
"90420 Metsokangas   (Oulu )",6166,25467,23894,946,3447,1773,157026501
"90440 Kempele Keskus   (Kempele )",6735,24409,21496,1139,4286,1310,164393954
"90450 Honkanen   (Kempele )",4775,26340,24247,648,2779,1348,125773264
"90460 Oulunsalo Keskus   (Oulu )",5771,24692,22998,869,3458,1444,142497670
"90470 Varjakka   (Oulu )",822,25175,21487,154,505,163,20693773
"90480 Hailuoto   (Hailuoto )",847,21423,19195,195,510,142,18145659
"90500 Tuira   (Oulu )",7049,18426,15958,2031,4307,711,129884201
"90510 Hietasaari   (Oulu )",1449,24491,21898,247,849,353,35487241
"90520 Taskila-Toppila   (Oulu )",3859,18238,15998,1248,2178,433,70382216
"90530 Välivainio   (Oulu )",4813,19038,16581,1374,2854,585,91631149
"90540 Kuivasjärvi   (Oulu )",6636,27232,25924,876,3473,2287,180708760
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",3650,20903,18671,824,2268,558,76296954
"90560 Koskela-Oulu   (Oulu )",2547,20639,19032,569,1574,404,52568756
"90570 Kaijonharju-Linnanmaa   (Oulu )",5957,16792,14046,2531,2749,677,100031798
"90580 Rajakylä   (Oulu )",3693,20776,18723,897,2167,629,76725202
"90590 Teknologiakylä   (Oulu )",0,0,0,0,0,0,0
"90620 Rusko-Heikinharju   (Oulu )",448,21142,18270,104,275,69,9471742
"90630 Korvensuora   (Oulu )",4442,25190,24323,614,2637,1191,111894045
"90650 Haapalehto   (Oulu )",8149,25362,22310,1334,4751,2064,206671829
"90660 Sanginsuu   (Oulu )",506,26714,23557,64,298,144,13517251
"90670 Hiukkavaara   (Oulu )",184,24155,24041,25,112,47,4444435
"90800 Pateniemi   (Oulu )",6207,24439,22471,1030,3653,1524,151695096
"90810 Kiviniemi   (Oulu )",2109,25850,23987,305,1215,589,54516968
"90820 Kello   (Oulu )",2250,23791,22333,419,1319,512,53529539
"90830 Haukipudas Keskus   (Oulu )",5752,22971,21263,934,3629,1189,132131765
"90840 Haukipudas Asemanseutu   (Oulu )",1252,23257,22478,224,751,277,29117963
"90850 Martinniemi   (Oulu )",1586,21116,20643,298,1052,236,33490654
"90860 Halosenniemi   (Oulu )",400,22449,20925,71,254,75,8979495
"90900 Kiiminki Keskus   (Oulu )",4402,23756,22608,653,2778,971,104573484
"90910 Kontio   (Oulu )",985,25130,24318,163,526,296,24753075
"90940 Jääli   (Oulu )",3629,25054,23340,513,2192,924,90921903
