"Postal code area","Households, total, 2016 (TR)","Average income of households, 2016 (TR)","Median income of households, 2016 (TR)","Households belonging to the lowest income category, 2016 (TR)","Households belonging to the middle income category, 2016 (TR)","Households belonging to the highest income category, 2016 (TR)","Accumulated purchasing power of households, 2016 (TR)"
"37910 Kylmäkoski Keskus   (Akaa )",611,37327,31383,163,362,86,22806637
"37960 Sotkia   (Akaa )",116,40311,39273,26,75,15,4676053
"38100 Karkku   (Sastamala )",382,40264,36503,79,230,73,15380827
"38120 Kutala   (Sastamala )",104,46406,37048,20,59,25,4826175
"38130 Ellivuori   (Sastamala )",7,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",154,49635,39511,37,78,39,7643738
"38200 Vammala Keskus   (Sastamala )",3431,32804,26111,1116,1918,397,112551315
"38210 Vammala Asemanseutu   (Sastamala )",2098,34769,29150,636,1226,236,72944773
"38220 Stormi   (Sastamala )",352,43101,33333,92,211,49,15171540
"38250 Roismala   (Sastamala )",557,43190,40646,108,364,85,24056797
"38270 Sammaljoki   (Sastamala )",153,40532,32400,47,80,26,6201391
"38280 Illo   (Sastamala )",184,37981,33845,56,106,22,6988550
"38300 Kiikka   (Sastamala )",837,38105,31626,248,479,110,31894137
"38360 Kiikoinen   (Sastamala )",559,34795,29620,195,295,69,19450446
"38420 Häijää   (Sastamala )",446,42812,39255,95,256,95,19093930
"38460 Mouhijärvi Keskus   (Sastamala )",784,38111,32904,225,433,126,29879021
"38470 Hyynilä   (Sastamala )",112,37954,34441,34,64,14,4250829
"38490 Haukijärvi   (Hämeenkyrö )",35,34343,28463,11,21,3,1202012
"38510 Suodenniemi   (Sastamala )",579,36058,29680,186,312,81,20877808
"38600 Lavia Keskus   (Pori )",735,33797,27766,269,380,86,24840667
"38650 Yli-Putto   (Pori )",74,32083,28106,26,41,7,2374111
"38670 Kalliala-Haunia   (Pori )",88,34469,28431,37,42,9,3033291
"38680 Tuunajärvi   (Pomarkku )",50,35771,26288,20,21,9,1788526
"38700 Kankaanpää Keskus   (Kankaanpää )",3096,34222,28129,1028,1676,392,105949992
"38710 Myllymäki   (Kankaanpää )",1195,28376,23735,496,620,79,33909155
"38720 Vihteljärvi   (Kankaanpää )",194,38133,30627,61,99,34,7397858
"38740 Hapuoja   (Kankaanpää )",184,38032,34556,48,108,28,6997807
"38750 Veneskoski   (Kankaanpää )",112,40055,33877,26,75,11,4486194
"38760 Venesjärvi   (Kankaanpää )",141,44570,38011,31,90,20,6284375
"38770 Lohikko   (Kankaanpää )",165,42086,39271,30,116,19,6944204
"38800 Jämijärvi Keskus   (Jämijärvi )",745,35074,28638,244,416,85,26129932
"38840 Niinisalo   (Kankaanpää )",400,34876,31727,134,220,46,13950212
"38860 Suurimaa   (Jämijärvi )",83,37551,34562,30,47,6,3116720
"38910 Ala-Honkajoki   (Kankaanpää )",235,38535,33800,75,129,31,9055646
"38920 Vatajankoski   (Honkajoki )",103,36849,33687,26,65,12,3795441
"38950 Honkajoki Keskus   (Honkajoki )",634,33903,28797,230,338,66,21494751
"38970 Lauhala   (Honkajoki )",122,36753,27676,47,60,15,4483925
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1637,37373,32079,439,960,238,61179562
"39110 Simuna   (Hämeenkyrö )",93,45319,36761,26,47,20,4214713
"39130 Sasi   (Hämeenkyrö )",287,48537,46605,54,175,58,13929997
"39150 Pinsiö   (Hämeenkyrö )",323,48819,47240,59,195,69,15768505
"39160 Julkujärvi   (Ylöjärvi )",1318,50299,50156,139,903,276,66294629
"39170 Jumesniemi   (Hämeenkyrö )",66,49523,42791,13,39,14,3268525
"39180 Herttuala   (Hämeenkyrö )",38,51775,48410,5,25,8,1967452
"39195 Kaipio   (Hämeenkyrö )",60,41721,33844,15,35,10,2503253
"39200 Kyröskoski   (Hämeenkyrö )",2313,36563,31920,577,1413,323,84569084
"39230 Osara   (Hämeenkyrö )",91,49034,33540,19,59,13,4462119
"39290 Vesajärvi   (Hämeenkyrö )",72,40855,32722,15,46,11,2941566
"39310 Viljakkala Keskus   (Ylöjärvi )",448,36860,32325,134,263,51,16513200
"39340 Karhe   (Ylöjärvi )",117,47112,41797,28,65,24,5512063
"39360 Komi   (Ylöjärvi )",104,39394,36715,28,58,18,4096958
"39380 Lavajärvi   (Hämeenkyrö )",69,43762,45938,17,40,12,3019585
"39410 Luhalahti   (Ikaalinen )",148,41685,35027,34,80,34,6169372
"39430 Röyhiö   (Ikaalinen )",76,39714,34140,17,45,14,3018241
"39450 Sisättö   (Ikaalinen )",70,32327,27839,23,39,8,2262905
"39500 Ikaalinen Keskus   (Ikaalinen )",2430,33374,28151,749,1409,272,81100034
"39530 Kilvakkala   (Ikaalinen )",424,38606,33531,114,264,46,16369139
"39580 Riitiala   (Ikaalinen )",178,35184,31595,50,113,15,6262689
"39590 Tevaniemi   (Ikaalinen )",97,39830,33791,29,52,16,3863473
"39610 Kovelahti   (Ikaalinen )",88,37581,32640,28,49,11,3307118
"39620 Kovesjoki   (Parkano )",82,41137,36439,22,42,18,3373212
"39660 Lapinneva   (Parkano )",123,34123,29764,44,66,13,4197185
"39700 Parkano Keskus   (Parkano )",2748,33832,28125,868,1601,279,92970702
"39750 Vatajanjärvi   (Parkano )",160,36520,30215,54,93,13,5843236
"39770 Aureskoski   (Parkano )",37,35721,32200,11,21,5,1321680
"39780 Alaskylä   (Parkano )",90,40795,34827,18,58,14,3671537
"39810 Linnankylä   (Kihniö )",140,36745,34456,43,83,14,5144329
"39820 Kihniö Keskus   (Kihniö )",729,34058,29642,256,401,72,24828197
"39880 Kihniö Asemanseutu   (Kihniö )",63,31457,28336,26,32,5,1981794
"39920 Suomijärvi   (Karvia )",78,35359,28281,28,39,11,2757984
"39930 Karvia Keskus   (Karvia )",581,29687,24217,233,304,44,17248434
"39940 Kantti   (Karvia )",122,34567,29653,42,63,17,4217234
"39960 Sarvela   (Karvia )",189,38221,31265,66,103,20,7223740
"39965 Karviankylä   (Karvia )",77,40718,35505,23,44,10,3135295
"39980 Sara   (Karvia )",83,32695,30662,30,48,5,2713721
"39990 Alkkia   (Karvia )",51,33368,26354,18,30,3,1701781
"40100 Jyväskylä Keskus   (Jyväskylä )",8962,29548,23614,3302,4506,1154,264810806
"40200 Mannila-Taulumäki   (Jyväskylä )",2187,35995,28030,648,1120,419,78721175
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",2836,41874,35688,535,1736,565,118753619
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",5030,42239,36806,995,3137,898,212460704
"40320 Seppälän Teollisuusalue   (Jyväskylä )",2797,32833,27044,842,1632,323,91832933
"40340 Huhtasuo   (Jyväskylä )",3676,25568,21766,1683,1836,157,93986426
"40400 Halssila   (Jyväskylä )",1991,38279,32417,434,1264,293,76214322
"40420 Jyskä   (Jyväskylä )",2237,39065,33385,494,1388,355,87387837
"40500 Keljo-Ristonmaa   (Jyväskylä )",1680,34212,27939,576,837,267,57476222
"40520 Kuokkala-Ristikivi   (Jyväskylä )",8358,35460,28610,2688,4362,1308,296371990
"40530 Keljonkangas   (Jyväskylä )",2416,44353,40473,470,1441,505,107156427
"40600 Mattilanpelto   (Jyväskylä )",1175,36370,27074,425,543,207,42734578
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",259,26559,23250,94,148,17,6878714
"40630 Kypärämäki   (Jyväskylä )",1828,39117,32455,480,1015,333,71505669
"40640 Keltinmäki   (Jyväskylä )",3360,31779,25727,1271,1748,341,106777246
"40660 Länsi-Palokka   (Jyväskylä )",262,48384,46917,36,169,57,12676529
"40700 Mäki-Matti   (Jyväskylä )",3231,27339,22107,1364,1541,326,88332916
"40720 Nisula   (Jyväskylä )",1608,32019,25076,545,824,239,51486013
"40740 Kortepohja   (Jyväskylä )",4290,26880,20712,2045,1846,399,115316411
"40800 Vaajakoski   (Jyväskylä )",3797,39396,32785,900,2310,587,149585361
"40820 Vuoritsalo   (Jyväskylä )",465,32748,27401,137,274,54,15227966
"40900 Säynätsalo   (Jyväskylä )",1578,40336,34852,352,927,299,63650753
"40930 Kinkomaa   (Muurame )",530,49796,44163,59,349,122,26391670
"40950 Muurame Keskus   (Muurame )",3356,46511,40250,599,2030,727,156090760
"41120 Puuppola   (Jyväskylä )",641,53537,52451,99,384,158,34317351
"41140 Kuikka   (Jyväskylä )",216,47375,46844,28,158,30,10233013
"41160 Tikkakoski   (Jyväskylä )",2034,40236,37009,431,1296,307,81840580
"41180 Vehniä   (Laukaa )",287,42414,41245,62,183,42,12172685
"41210 Jokihaara   (Uurainen )",155,45911,46547,26,102,27,7116261
"41220 Höytiä   (Uurainen )",130,38650,36675,42,66,22,5024455
"41230 Uurainen Keskus   (Uurainen )",735,36850,31882,215,441,79,27084453
"41240 Kyynämöinen   (Uurainen )",106,40347,32707,30,63,13,4276734
"41260 Hoikankylä   (Saarijärvi )",60,39608,34956,15,40,5,2376504
"41270 Lannevesi   (Saarijärvi )",233,38316,35531,67,135,31,8927574
"41290 Kangashäkki   (Uurainen )",258,48214,48190,50,172,36,12439177
"41310 Leppävesi   (Laukaa )",1112,46006,44445,145,779,188,51158500
"41325 Laukkavirta   (Laukaa )",122,48478,41960,20,68,34,5914291
"41330 Vihtavuori   (Laukaa )",1081,41890,36575,221,705,155,45282843
"41340 Laukaa Keskus   (Laukaa )",2474,38758,32648,634,1502,338,95888068
"41350 Laukaa Asemanseutu   (Laukaa )",305,42101,40285,78,176,51,12840769
"41360 Valkola   (Laukaa )",180,45609,42821,39,109,32,8209688
"41370 Kuusa   (Laukaa )",418,45616,43195,82,257,79,19067688
"41390 Äijälä   (Laukaa )",175,40720,38549,41,114,20,7126037
"41400 Lievestuore   (Laukaa )",1541,36884,32547,384,984,173,56837815
"41410 Kankainen   (Toivakka )",78,39647,33403,17,52,9,3092441
"41440 Ruuhimäki   (Toivakka )",108,36731,33133,29,63,16,3966958
"41450 Leppälahti   (Jyväskylä )",277,44779,41639,39,185,53,12403838
"41490 Niemisjärvi   (Hankasalmi )",354,36304,32968,120,192,42,12851778
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",717,32703,27006,265,379,73,23447735
"41520 Hankasalmi Keskus   (Hankasalmi )",943,33683,28206,325,529,89,31763040
"41530 Veneranta   (Hankasalmi )",74,33906,28176,26,41,7,2509037
"41540 Ristimäki   (Hankasalmi )",111,35832,34546,27,73,11,3977372
"41550 Hannula   (Hankasalmi )",75,32188,27313,28,44,3,2414112
"41560 Säkinmäki   (Hankasalmi )",74,33126,27354,27,42,5,2451304
"41580 Sauvamäki   (Hankasalmi )",112,37996,32680,35,66,11,4255547
"41630 Oravasaari   (Jyväskylä )",154,42709,37216,34,96,24,6577131
"41660 Toivakka Keskus   (Toivakka )",857,37983,32257,230,515,112,32551082
"41710 Rutalahti-Kivisuo   (Jyväskylä )",132,36566,30962,36,79,17,4826663
"41730 Kivisuo   (Joutsa )",16,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",45,34562,30623,16,24,5,1555289
"41770 Leivonmäki   (Joutsa )",346,29321,23324,153,159,34,10145220
"41800 Korpilahti Keskus   (Jyväskylä )",1729,37526,31045,545,920,264,64882979
"41820 Saakoski   (Jyväskylä )",138,40875,38489,27,89,22,5640726
"41840 Moksi   (Jyväskylä )",45,31472,31629,12,30,3,1416230
"41860 Rannila   (Jyväskylä )",100,50875,46600,11,63,26,5087477
"41870 Putkilahti   (Jyväskylä )",85,34076,29394,28,44,13,2896447
"41880 Oittila   (Jyväskylä )",58,40612,38550,16,28,14,2355517
"41900 Petäjävesi Keskus   (Petäjävesi )",1247,35654,29671,378,704,165,44460626
"41920 Kintaus   (Petäjävesi )",232,42339,37137,53,144,35,9822719
"41925 Ylä-Kintaus   (Petäjävesi )",66,38999,35630,17,44,5,2573941
"41930 Kuohu   (Jyväskylä )",326,43780,41430,59,212,55,14272119
"41940 Vesanka   (Jyväskylä )",520,46961,45589,74,343,103,24419662
"41970 Huttula   (Keuruu )",26,..,..,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",78,41588,32096,24,38,16,3243902
"42100 Jämsä Keskus   (Jämsä )",5250,35796,30073,1498,2979,773,187927934
"42140 Juokslahti   (Jämsä )",135,43356,39195,28,75,32,5853010
"42220 Kaipola   (Jämsä )",507,36573,34679,129,311,67,18542526
"42300 Jämsänkoski Keskus   (Jämsä )",2811,34221,30215,809,1643,359,96194258
"42330 Haavisto   (Jämsä )",161,50074,51824,16,96,49,8061871
"42440 Koskenpää   (Jämsä )",328,36444,27904,121,163,44,11953753
"42520 Asunta   (Keuruu )",76,39714,30823,22,43,11,3018246
"42560 Pohjoisjärvi   (Keuruu )",30,40124,31007,10,14,6,1203717
"42600 Multia Keskus-Väätäiskylä   (Multia )",683,33774,27494,244,373,66,23067473
"42660 Sahrajärvi   (Multia )",54,36451,29224,17,32,5,1968375
"42700 Keuruu Keskus   (Keuruu )",4015,34739,28364,1149,2409,457,139476859
"42720 Valkealahti   (Keuruu )",12,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",582,32044,28498,188,352,42,18649878
"42820 Riiho   (Keuruu )",34,53795,36445,8,20,6,1829040
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",25,..,..,..,..,..,..
"42840 Kolkki   (Mänttä-Vilppula )",61,37589,34589,20,30,11,2292925
"42850 Pohjaslahti   (Mänttä-Vilppula )",77,35317,31618,19,46,12,2719445
"42870 Kotala   (Virrat )",203,35735,31933,66,110,27,7254166
"42910 Pihlajavesi   (Keuruu )",150,35156,27784,49,82,19,5273378
"42930 Katajamäki   (Keuruu )",49,32572,25176,18,29,2,1596030
"43100 Saarijärvi Keskus   (Saarijärvi )",3182,32509,27194,1072,1786,324,103442542
"43130 Tarvaala   (Saarijärvi )",170,39574,37711,42,99,29,6727629
"43170 Häkkilä   (Saarijärvi )",118,30864,25146,46,63,9,3641996
"43220 Mahlu   (Saarijärvi )",215,34980,29288,80,107,28,7520750
"43240 Lehtola   (Saarijärvi )",78,38707,35792,26,40,12,3019162
"43250 Kolkanlahti   (Saarijärvi )",141,36670,33609,40,79,22,5170478
"43270 Kalmari   (Saarijärvi )",225,36373,30900,83,114,28,8183850
"43300 Kannonkoski Keskus   (Kannonkoski )",583,32572,26008,215,308,60,18989407
"43340 Kannonjärvi   (Kannonkoski )",74,30429,24896,34,37,3,2251747
"43390 Lokakylä   (Kivijärvi )",36,36360,31193,10,19,7,1308943
"43420 Kukko   (Saarijärvi )",27,..,..,..,..,..,..
"43430 Väätäiskylä   (Multia )",18,..,..,..,..,..,..
"43440 Pylkönmäki Keskus   (Saarijärvi )",267,27688,22670,129,124,14,7392770
"43480 Pääjärvi   (Saarijärvi )",63,36569,26164,27,30,6,2303864
"43490 Kangasaho   (Karstula )",70,41899,34502,26,35,9,2932895
"43500 Karstula Keskus   (Karstula )",1412,34129,29840,448,826,138,48190386
"43520 Kiminki   (Karstula )",106,32397,28561,43,54,9,3434098
"43540 Rantakylä-Pirttilahti   (Karstula )",62,35576,32961,19,38,5,2205742
"43560 Vahanka   (Karstula )",84,36511,30724,27,52,5,3066941
"43610 Aho   (Karstula )",45,33912,27982,14,27,4,1526023
"43640 Humppi   (Karstula )",65,38348,34274,22,35,8,2492621
"43660 Vastinki   (Karstula )",114,35751,27872,36,64,14,4075572
"43700 Kyyjärvi Keskus   (Kyyjärvi )",560,36954,29914,171,335,54,20694450
"43720 Kumpulainen   (Kyyjärvi )",56,31291,25075,25,25,6,1752294
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",475,32705,27186,166,270,39,15534970
"43840 Sompala   (Kivijärvi )",21,..,..,..,..,..,..
"43900 Kinnula Keskus   (Kinnula )",576,36564,32228,192,324,60,21060852
"43940 Muhola-Saarensalmi   (Kinnula )",102,33060,25654,52,43,7,3372161
"43960 Saarensalmi   (Kinnula )",33,33275,27726,9,21,3,1098085
"44100 Äänekoski Keskus   (Äänekoski )",2269,31890,25098,753,1262,254,72357654
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1098,41610,38462,176,745,177,45688212
"44150 Likolahti-Karhunlähde   (Äänekoski )",1632,33774,28688,525,908,199,55118669
"44160 Huutomäki   (Äänekoski )",203,45867,42557,38,129,36,9310962
"44170 Hietama   (Äänekoski )",201,44518,42962,35,128,38,8948137
"44190 Parantala   (Äänekoski )",107,42126,39836,15,71,21,4507501
"44200 Suolahti Keskus   (Äänekoski )",2307,32511,26879,748,1363,196,75003056
"44220 Sörkänmäki   (Äänekoski )",186,44747,35872,35,119,32,8322877
"44250 Äänekoivisto   (Äänekoski )",208,43695,42516,38,134,36,9088631
"44260 Vihijärvi   (Äänekoski )",115,42246,38620,34,59,22,4858305
"44280 Sumiainen Keskus   (Äänekoski )",434,34247,29697,142,235,57,14863194
"44300 Konnevesi Keskus   (Konnevesi )",899,33970,29178,288,500,111,30539159
"44320 Sirkkamäki   (Konnevesi )",49,44901,37073,14,26,9,2200138
"44330 Hytölä   (Konnevesi )",123,40430,38669,29,79,15,4972855
"44350 Istunmäki   (Konnevesi )",166,35876,29179,59,91,16,5955480
"44370 Mäntymäki   (Konnevesi )",81,35142,27951,28,43,10,2846517
"44400 Konginkangas Keskus   (Äänekoski )",333,32880,30483,107,197,29,10949109
"44420 Liimattala   (Äänekoski )",139,43667,42030,29,85,25,6069768
"44440 Räihä   (Äänekoski )",55,36832,31451,15,33,7,2025733
"44460 Kalaniemi   (Äänekoski )",71,38063,31797,19,38,14,2702508
"44480 Niinilahti   (Viitasaari )",82,33976,27907,22,45,15,2786049
"44500 Viitasaari Keskus   (Viitasaari )",2265,31995,26893,780,1302,183,72469292
"44530 Ilmolahti   (Viitasaari )",76,47102,35072,18,42,16,3579752
"44580 Huopanankoski   (Viitasaari )",94,35017,32637,33,53,8,3291634
"44590 Vuorilahti   (Viitasaari )",39,32133,26544,11,24,4,1253169
"44610 Kärnä   (Viitasaari )",74,40213,35571,20,43,11,2975734
"44630 Kumpumäki   (Viitasaari )",99,31683,26909,38,51,10,3136599
"44640 Kymönkoski   (Viitasaari )",171,37797,33059,43,107,21,6463276
"44670 Suovanlahti   (Viitasaari )",76,37123,34648,19,49,8,2821368
"44680 Lahnanen   (Viitasaari )",29,..,..,..,..,..,..
"44730 Löytänä   (Viitasaari )",48,36395,27068,16,25,7,1746971
"44740 Keitelepohja-Kotvala   (Viitasaari )",87,37318,35245,27,52,8,3246642
"44760 Keihärinkoski   (Viitasaari )",146,33808,27310,57,76,13,4936013
"44770 Valkeisjärvi   (Viitasaari )",10,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",26,..,..,..,..,..,..
"44800 Pihtipudas Keskus   (Pihtipudas )",1279,31055,25645,472,714,93,39719495
"44860 Alvajärvi   (Pihtipudas )",107,37994,32618,26,70,11,4065334
"44880 Muurasjärvi   (Pihtipudas )",259,35713,28883,101,139,19,9249559
"44910 Elämäjärvi   (Pihtipudas )",110,33245,29562,42,56,12,3656969
"44920 Peninki   (Pihtipudas )",92,34307,31473,30,57,5,3156198
"44950 Kärväsjärvi   (Pihtipudas )",82,36159,32202,28,46,8,2965021
"44970 Korppinen   (Pihtipudas )",83,32143,27769,28,48,7,2667867
"45100 Kouvola Keskus   (Kouvola )",5450,33080,26472,1604,3055,791,180287597
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",1779,44113,40896,262,1094,423,78476499
"45130 Korjala-Kaunisnurmi   (Kouvola )",1099,28556,22648,416,564,119,31383168
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",2584,32615,27492,884,1375,325,84277093
"45160 Lehtomäki   (Kouvola )",2900,30991,25447,1063,1531,306,89874099
"45200 Tornionmäki   (Kouvola )",3505,31538,25695,1082,2008,415,110540877
"45330 Harju   (Kouvola )",137,45723,43297,23,81,33,6264068
"45360 Kukkuramäki   (Kouvola )",1666,42094,37839,278,1064,324,70128325
"45370 Valkeala kk   (Kouvola )",1196,41287,36246,276,704,216,49378983
"45410 Utti   (Kouvola )",377,42154,38245,70,246,61,15891884
"45460 Savero   (Kouvola )",82,38601,31970,21,51,10,3165281
"45610 Koria   (Kouvola )",2360,39148,33800,537,1456,367,92388264
"45700 Kuusankoski Keskus   (Kouvola )",5086,32717,27030,1429,2990,667,166398258
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",1300,40063,36969,307,735,258,52081475
"45740 Maunuksela   (Iitti )",1290,39024,35755,254,832,204,50341051
"45750 Kuusankosken Sairaala-alue   (Kouvola )",50,22624,20442,21,27,2,1131208
"45810 Pilkanmaa   (Kouvola )",670,41275,39335,113,448,109,27654347
"45910 Voikkaa   (Kouvola )",1391,32340,27680,433,828,130,44984466
"45940 Oravala   (Kouvola )",135,41852,37745,29,82,24,5650051
"46110 Tuohikotti   (Kouvola )",180,36142,31487,57,102,21,6505556
"46140 Vekaranjärvi   (Kouvola )",80,35143,31416,18,50,12,2811471
"46230 Aro   (Kouvola )",208,40234,35532,50,129,29,8368766
"46400 Kaipiainen   (Kouvola )",234,36375,31578,60,143,31,8511710
"46430 Tirva-Inkerilä   (Kouvola )",125,39640,35892,31,69,25,4954991
"46450 Enäjärvi   (Kouvola )",77,44265,38321,19,40,18,3408378
"46530 Kannuskoski   (Luumäki )",81,38797,34695,27,41,13,3142581
"46570 Saaramaa   (Kouvola )",21,..,..,..,..,..,..
"46710 Sippola   (Kouvola )",354,36625,30912,115,186,53,12965362
"46730 Ruotila   (Kouvola )",51,43003,38038,11,33,7,2193158
"46750 Liikkala   (Kouvola )",131,38902,31952,31,77,23,5096205
"46800 Myllykoski   (Kouvola )",2454,33791,28999,683,1497,274,82923395
"46810 Ummeljoki   (Kouvola )",688,37186,33296,140,454,94,25583853
"46860 Anjalankoski Keskus   (Kouvola )",288,33760,29187,86,172,30,9722859
"46900 Inkeroinen   (Kouvola )",1915,35311,30869,495,1142,278,67619753
"46910 Anjala   (Kouvola )",950,37319,33948,192,616,142,35453419
"46930 Huruksela   (Kotka )",108,36813,33252,23,67,18,3975775
"46950 Ahvio   (Kouvola )",29,..,..,..,..,..,..
"46960 Muhniemi   (Kouvola )",135,43305,42101,32,75,28,5846194
"47110 Löytty   (Kouvola )",47,35801,35816,13,29,5,1682661
"47150 Raussila   (Kouvola )",75,41333,35850,20,34,21,3099985
"47200 Elimäki kk   (Kouvola )",1193,34129,27839,396,643,154,40715308
"47260 Ratula   (Kouvola )",62,36352,29125,23,28,11,2253801
"47310 Haapa-Kimola   (Iitti )",119,38925,32006,38,56,25,4632104
"47350 Kimonkylä   (Lapinjärvi )",63,37567,35339,18,36,9,2366701
"47400 Kausala   (Iitti )",2466,33571,28038,771,1380,315,82786315
"47440 Sääskjärvi   (Iitti )",59,41569,39152,14,33,12,2452594
"47450 Perheniemi   (Iitti )",119,41475,36066,28,70,21,4935542
"47460 Hiisiö   (Iitti )",33,32875,26999,12,14,7,1084876
"47490 Mankala-Hiisiö   (Iitti )",159,37745,32080,49,85,25,6001434
"47520 Iitti kk   (Iitti )",75,51628,50847,7,36,32,3872110
"47540 Löyttilä   (Iitti )",89,40698,36459,21,50,18,3622122
"47610 Kymentaka   (Iitti )",71,35212,29175,20,42,9,2500033
"47650 Kimola   (Kouvola )",94,42783,38160,16,54,24,4021644
"47710 Jaala kk   (Kouvola )",546,36540,30553,161,297,88,19950584
"47760 Huhdasjärvi   (Kouvola )",69,33663,27397,22,35,12,2322774
"47810 Selänpää   (Kouvola )",142,40401,34760,39,79,24,5736933
"47830 Hasula   (Kouvola )",57,35590,33428,19,29,9,2028633
"47850 Verla   (Kouvola )",75,34228,33553,20,45,10,2567093
