"Postal code area","Free-time residences, 2013 (RA)","Buildings, total, 2013 (RA)","Other buildings, 2013 (RA)","Residential buildings, 2013 (RA)","Dwellings, 2013 (RA)","Average floor area, 2013 (RA)","Dwellings in small houses, 2013 (RA)","Dwellings in blocks of flats, 2013 (RA)"
"50800 Annilanselkä  (Mikkeli)",262,305,49,256,259,122.4,259,0
"50970 Ihastjärvi  (Mikkeli)",249,607,48,559,1110,83.1,676,434
"51130 Vanhamäki  (Mikkeli)",225,98,8,90,89,113.5,89,0
"51200 Kangasniemi Keskus  (Kangasniemi)",1749,1674,295,1379,2469,80.3,1945,524
"51260 Tahkomäki  (Kangasniemi)",125,108,14,94,91,100.1,91,0
"51270 Kutemajärvi  (Kangasniemi)",267,150,19,131,128,108.4,128,0
"51310 Levä  (Kangasniemi)",431,118,17,101,95,100.8,95,0
"51335 Kaihlamäki  (Kangasniemi)",21,27,2,25,25,88.7,25,0
"51340 Hännilä-Särkiharju  (Kangasniemi)",276,188,15,173,169,99.5,169,0
"51360 Koivula-Synsiö  (Kangasniemi)",172,182,48,134,126,106.2,126,0
"51380 Synsiö  (Kangasniemi)",23,33,4,29,28,102.9,28,0
"51420 Harjumaa-Pajulankylä  (Mikkeli)",112,134,9,125,125,110.9,125,0
"51430 Läsäkoski  (Kangasniemi)",146,72,7,65,56,99.6,56,0
"51440 Vuojalahti  (Kangasniemi)",178,161,13,148,148,100.8,148,0
"51450 Pajulankylä  (Mikkeli)",94,34,1,33,29,115.6,29,0
"51460 Luusniemi  (Kangasniemi)",342,140,18,122,119,108.0,119,0
"51520 Hiirola  (Mikkeli)",91,237,10,227,217,93.4,217,0
"51540 Kalvitsa  (Mikkeli)",213,214,23,191,185,99.6,185,0
"51600 Haukivuori Keskus-Piitkäaho  (Mikkeli)",604,761,109,652,862,85.4,723,139
"51620 Pitkäaho  (Mikkeli)",21,44,7,37,36,91.0,36,0
"51670 Nykälä  (Mikkeli)",201,123,16,107,108,102.8,108,0
"51720 Rahula  (Mikkeli)",272,227,13,214,206,119.4,206,0
"51740 Huuhanaho  (Mikkeli)",280,140,21,119,112,102.3,112,0
"51760 Nuutilanmäki  (Juva)",272,203,22,181,170,108.0,170,0
"51780 Kuosmala  (Juva)",233,92,7,85,83,99.5,83,0
"51810 Maivala  (Juva)",47,100,13,87,82,103.4,82,0
"51820 Hatsola  (Juva)",116,176,23,153,154,105.4,154,0
"51850 Vuorenmaa  (Juva)",110,148,13,135,132,101.4,132,0
"51860 Narila  (Juva)",12,55,10,45,41,99.7,41,0
"51880 Koikkala  (Juva)",227,170,19,151,149,101.1,149,0
"51890 Risulahti  (Juva)",175,70,15,55,50,123.6,50,0
"51900 Juva Keskus  (Juva)",550,1761,307,1454,2653,80.9,1938,715
"51930 Paatela  (Juva)",75,97,8,89,82,105.0,82,0
"51940 Härkälä  (Juva)",53,95,19,76,71,107.2,71,0
"51980 Lauteala  (Juva)",290,174,23,151,142,117.1,142,0
"52100 Anttola  (Mikkeli)",1230,854,138,716,876,92.5,834,42
"52110 Majavesi  (Mikkeli)",271,228,14,214,208,110.7,208,0
"52150 Hauhala  (Mikkeli)",184,84,9,75,73,108.9,73,0
"52200 Puumala Keskus  (Puumala)",2408,1193,243,950,1298,88.5,1087,211
"52230 Hurissalo  (Puumala)",724,200,44,156,139,114.5,139,0
"52270 Ryhälä  (Puumala)",90,57,17,40,34,104.2,34,0
"52300 Ristiina Keskus  (Mikkeli)",843,1178,134,1044,1578,89.2,1404,174
"52320 Vitsiälä  (Mikkeli)",132,203,21,182,179,97.3,179,0
"52330 Heimari  (Mikkeli)",37,35,8,27,27,119.3,27,0
"52340 Hangastenmaa  (Mikkeli)",334,153,15,138,130,99.3,130,0
"52360 Someenjärvi  (Mikkeli)",404,81,6,75,65,100.3,65,0
"52420 Pellosniemi  (Mikkeli)",1070,362,65,297,519,77.6,276,243
"52510 Hietanen  (Hirvensalmi)",363,334,34,300,291,99.7,291,0
"52520 Syväsmäki  (Hirvensalmi)",144,82,9,73,78,99.5,78,0
"52550 Hirvensalmi Keskus  (Hirvensalmi)",1830,929,132,797,1136,80.6,1075,61
"52610 Tuukkalanlahti  (Hirvensalmi)",219,103,11,92,88,82.7,88,0
"52620 Kuitula  (Hirvensalmi)",513,99,8,91,74,95.2,74,0
"52700 Mäntyharju Keskus  (Mäntyharju)",2201,2121,350,1771,3097,80.0,2371,726
"52720 Karankamäki-Koirakivi  (Mäntyharju)",226,101,30,71,77,89.5,77,0
"52730 Koirakivi  (Mäntyharju)",268,77,12,65,60,99.0,60,0
"52740 Tuustaipale  (Mäntyharju)",468,215,22,193,185,99.7,176,9
"52760 Mynttilä  (Mäntyharju)",57,62,3,59,54,91.6,54,0
"52780 Kuomiokoski  (Mikkeli)",173,86,19,67,96,73.2,96,0
"52830 Suomenniemi  (Mikkeli)",1177,512,110,402,447,87.3,447,0
"52850 Halmeniemi  (Mäntyharju)",287,115,21,94,84,95.3,84,0
"52890 Käävänkylä  (Mäntyharju)",421,107,13,94,74,100.0,74,0
"52920 Voikoski  (Mäntyharju)",558,160,37,123,103,92.0,103,0
"52960 Nurmaa  (Mäntyharju)",328,101,15,86,78,96.6,78,0
"52970 Pankalahti-Ahvenainen  (Mäntyharju)",203,64,10,54,48,102.8,48,0
"52980 Ahvenainen  (Mäntyharju)",306,70,8,62,52,94.0,52,0
"53100 Lappeenranta keskus  (Lappeenranta)",1,1263,180,1083,7159,59.1,1271,5888
"53130 Keskussairaala-alue-Kimpinen  (Lappeenranta)",0,48,14,34,415,62.9,25,390
"53200 Kaukas-Tirilä  (Lappeenranta)",0,310,101,209,908,67.3,259,649
"53300 Lauritsala-Mälkiä  (Lappeenranta)",217,2333,207,2126,4155,79.3,2457,1698
"53400 Laihia  (Lappeenranta)",153,852,67,785,814,106.1,808,6
"53420 Mustola  (Lappeenranta)",0,271,69,202,267,98.3,267,0
"53500 Parkkarila-Harapainen-Reijola  (Lappeenranta)",0,1809,204,1605,2354,89.4,1902,452
"53550 Kourulanmäki  (Lappeenranta)",0,392,113,279,428,93.1,352,76
"53600 Kesämäki  (Lappeenranta)",0,412,133,279,1606,63.5,261,1345
"53650 Mattila-Kuusela  (Lappeenranta)",7,763,70,693,1035,86.7,759,276
"53810 Kuusimäki-Lavola  (Lappeenranta)",0,476,71,405,2331,65.6,632,1699
"53830 Rutola  (Lappeenranta)",66,303,33,270,265,115.0,265,0
"53850 Skinnarila  (Lappeenranta)",589,2153,148,2005,5739,76.0,2419,3320
"53900 Pallo-Tysterniemi-Leiri  (Lappeenranta)",0,197,66,131,1891,57.9,151,1740
"53920 Voisalmi  (Lappeenranta)",8,317,35,282,1971,68.5,373,1598
"53950 Kivisalmi  (Lappeenranta)",161,365,32,333,1165,79.5,425,740
"54100 Joutseno Keskus  (Lappeenranta)",451,2054,310,1744,2791,86.6,2146,645
"54110 Lampikangas  (Lappeenranta)",0,355,40,315,538,87.6,475,63
"54120 Pulp  (Lappeenranta)",131,682,58,624,908,83.9,696,212
"54190 Konnunsuo  (Lappeenranta)",2,68,20,48,54,95.5,54,0
"54230 Nuijamaa  (Lappeenranta)",79,368,62,306,371,100.2,371,0
"54250 Rapattila  (Lappeenranta)",57,98,7,91,94,122.1,94,0
"54260 Hanhijärvi  (Lappeenranta)",38,338,31,307,311,125.9,311,0
"54270 Vainikkala  (Lappeenranta)",54,272,34,238,264,98.1,251,13
"54300 Vilkjärvi  (Lappeenranta)",178,318,39,279,278,114.1,278,0
"54310 Hytti  (Lappeenranta)",60,208,29,179,176,119.9,176,0
"54330 Simola  (Lappeenranta)",98,253,50,203,216,103.7,210,6
"54390 Pulsa  (Lappeenranta)",132,110,12,98,92,91.7,92,0
"54410 Ylämaa Keskus  (Lappeenranta)",484,529,81,448,563,92.4,563,0
"54430 Hujakkala  (Lappeenranta)",178,120,26,94,105,101.8,105,0
"54460 Ylijärvi  (Lappeenranta)",181,84,19,65,65,94.3,65,0
"54490 Ahomäki  (Miehikkälä)",150,141,18,123,135,91.6,118,17
"54500 Taavetti-Somerharju  (Luumäki)",1201,1344,249,1095,1789,82.3,1429,360
"54510 Uro  (Luumäki)",188,335,109,226,240,110.4,238,2
"54530 Luumäki  (Luumäki)",835,619,85,534,649,101.9,649,0
"54550 Suo-Anttila  (Luumäki)",98,55,8,47,44,110.8,44,0
"54580 Somerharju  (Luumäki)",105,29,3,26,22,89.9,22,0
"54590 Kaitjärvi  (Luumäki)",326,93,16,77,74,101.0,74,0
"54710 Lemi Keskus  (Lemi)",1035,695,85,610,802,86.6,792,10
"54720 Laksiainen  (Lemi)",84,101,9,92,80,109.3,80,0
"54750 Välijoki  (Savitaipale)",202,205,32,173,165,103.0,165,0
"54770 Heituinlahti  (Savitaipale)",827,389,60,329,322,99.9,322,0
"54800 Savitaipale Keskus  (Savitaipale)",1173,1315,285,1030,1548,82.9,1361,187
"54820 Kotimäki  (Lemi)",103,146,18,128,127,98.3,127,0
"54850 Kuukanniemi  (Lemi)",175,489,64,425,472,107.6,472,0
"54915 Saimaanharju-Kyläniemi  (Taipalsaari)",89,580,48,532,849,99.3,800,49
"54920 Taipalsaari  (Taipalsaari)",1365,777,196,581,709,103.4,682,27
"54930 Levänen  (Taipalsaari)",218,175,14,161,162,99.1,162,0
"54940 Solkei  (Taipalsaari)",291,93,13,80,75,109.4,75,0
"54950 Pettilä  (Savitaipale)",356,105,20,85,93,81.9,93,0
"54960 Vehkataipale  (Taipalsaari)",895,301,34,267,277,114.8,277,0
"55100 Imatra Keskus  (Imatra)",33,3039,234,2805,5917,76.8,3511,2406
"55120 Mansikkala-Tuulikallio  (Imatra)",2,697,108,589,2082,68.0,765,1317
"55300 Rauha-Tiuruniemi  (Lappeenranta)",73,477,81,396,534,88.7,407,127
"55320 Rauha  (Lappeenranta)",31,212,55,157,328,84.2,229,99
"55330 Tiuruniemi  (Lappeenranta)",12,16,9,7,38,75.0,14,24
"55400 Tainionkoski-Mustalampi  (Imatra)",1,622,30,592,719,86.5,647,72
"55420 Karhumäki-Karhukallio  (Imatra)",17,1066,136,930,1079,91.0,1055,24
"55510 Sotkulampi-Linnasuo  (Imatra)",0,168,10,158,910,62.8,167,743
"55610 Rajapatsas-Teppanala  (Imatra)",3,886,81,805,1748,74.6,961,787
"55700 Vintteri-Virasoja  (Imatra)",0,543,24,519,721,84.3,707,14
"55800 Vuoksenniska-Saarlampi  (Imatra)",202,1443,287,1156,2633,73.5,1330,1303
"55910 Rautio-Kurkvuori  (Imatra)",38,758,44,714,954,84.4,773,181
"56100 Ruokolahti Keskus  (Ruokolahti)",125,697,98,599,1209,80.9,875,334
"56120 Salosaari  (Ruokolahti)",222,405,38,367,392,107.6,392,0
"56140 Äitsaari  (Ruokolahti)",821,181,30,151,141,102.4,141,0
"56210 Virmutjoki  (Ruokolahti)",467,275,18,257,241,94.5,241,0
"56310 Syyspohja  (Ruokolahti)",761,169,22,147,137,104.1,137,0
"56330 Utula  (Ruokolahti)",78,40,5,35,31,83.9,31,0
"56350 Kyläniemi  (Taipalsaari)",161,36,14,22,22,87.2,22,0
"56410 Kaiturinpää  (Ruokolahti)",256,105,5,100,91,97.2,91,0
"56440 Pohja-Lankila  (Ruokolahti)",350,194,22,172,156,95.2,156,0
"56510 Puntala  (Ruokolahti)",95,236,38,198,215,93.4,215,0
"56550 Niska-Pietilä  (Rautjärvi)",80,94,12,82,75,96.1,75,0
"56610 Rautjärvi  (Rautjärvi)",507,377,40,337,391,78.4,391,0
"56640 Purnujärvi  (Rautjärvi)",67,79,9,70,66,90.2,66,0
"56710 Miettilä  (Rautjärvi)",36,101,13,88,85,102.9,85,0
"56730 Laikko  (Rautjärvi)",390,223,27,196,192,98.2,192,0
"56800 Simpele  (Rautjärvi)",431,1190,172,1018,1574,80.9,1255,319
"57100 Heikinpohja-Piispanmäki  (Savonlinna)",289,322,88,234,3021,57.3,209,2812
"57120 Savonlinna  (Savonlinna)",0,9,7,2,24,87.1,11,13
"57130 Savonlinna Keskus  (Savonlinna)",0,188,46,142,1599,60.7,112,1487
"57170 Sortteerinlahti-Talvisalo  (Savonlinna)",8,196,16,180,1552,59.2,185,1367
"57200 Miekonniemi-Venäjänniemi  (Savonlinna)",0,604,102,502,1552,73.0,810,742
"57210 Nojanmaa  (Savonlinna)",27,775,90,685,1381,81.0,945,436
"57220 Haka-alue-Viuhonmäki  (Savonlinna)",0,339,29,310,904,69.8,377,527
"57230 Inkerinkylä  (Savonlinna)",945,1135,162,973,1968,80.0,1254,714
"57310 Rinkilä  (Savonlinna)",564,471,81,390,384,101.3,384,0
"57510 Laitaatsilta  (Savonlinna)",0,180,15,165,241,94.3,214,27
"57600 Poukkusilta-Pihlajaniemi  (Savonlinna)",146,654,38,616,901,94.1,778,123
"57710 Kellarpelto-Rantakoivikko  (Savonlinna)",26,882,16,866,1431,90.5,1285,146
"57810 Aholahti  (Savonlinna)",215,173,28,145,169,96.4,156,13
"58130 Oravi  (Savonlinna)",175,108,29,79,79,89.0,79,0
"58140 Ahvensalmi  (Savonlinna)",196,84,16,68,59,94.4,59,0
"58150 Makkola  (Savonlinna)",108,121,15,106,108,110.8,108,0
"58160 Karvila  (Enonkoski)",51,112,14,98,95,96.5,95,0
"58170 Simanala  (Enonkoski)",177,147,12,135,132,110.5,132,0
"58175 Enonkoski Keskus  (Enonkoski)",206,479,83,396,583,85.2,568,15
"58180 Ihamaniemi  (Enonkoski)",360,134,22,112,104,97.3,104,0
"58200 Kerimäki Keskus  (Savonlinna)",1062,1530,307,1223,1839,86.4,1705,134
"58220 Louhi  (Savonlinna)",78,271,61,210,235,89.1,235,0
"58260 Kumpuranta  (Savonlinna)",264,140,22,118,115,101.2,115,0
"58300 Savonranta Keskus  (Savonlinna)",600,472,104,368,508,75.4,479,29
"58320 Raikuu  (Savonlinna)",303,166,48,118,113,107.2,113,0
"58350 Villala  (Kitee)",218,175,37,138,139,89.6,139,0
"58360 Säimen  (Savonlinna)",279,152,16,136,131,87.4,131,0
"58390 Rönkönvaara  (Savonlinna)",85,64,10,54,52,87.6,52,0
"58410 Haapakallio  (Savonlinna)",40,291,47,244,249,110.7,249,0
"58420 Silvola  (Savonlinna)",66,170,23,147,148,105.1,148,0
"58430 Kulennoinen  (Savonlinna)",177,298,61,237,239,106.6,239,0
"58450 Punkaharju  (Savonlinna)",234,376,173,203,243,95.5,230,13
"58500 Punkasalmi  (Savonlinna)",210,639,130,509,1033,76.9,828,205
"58520 Hiukkajoki  (Savonlinna)",318,291,96,195,178,100.1,175,3
"58550 Putikko  (Savonlinna)",213,356,110,246,263,84.1,242,21
"58570 Ruhvana  (Savonlinna)",118,58,3,55,49,109.0,49,0
"58580 Vuoriniemi  (Savonlinna)",159,94,20,74,73,99.1,73,0
"58610 Telakanava  (Sulkava)",352,97,11,86,80,108.9,80,0
"58620 Lohilahti  (Sulkava)",455,219,32,187,189,88.7,189,0
"58650 Kiviapaja  (Savonlinna)",205,98,18,80,78,97.2,78,0
"58680 Piojärvi  (Savonlinna)",98,40,6,34,31,93.9,31,0
"58690 Ala-Särkilahti-Piojärvi  (Savonlinna)",350,78,11,67,64,115.9,64,0
"58700 Sulkava Keskus  (Sulkava)",1311,1217,211,1006,1327,87.6,1281,46
"58720 Kaartilankoski  (Sulkava)",443,184,21,163,153,115.9,153,0
"58770 Pihlajalahti  (Savonlinna)",248,150,11,139,138,105.5,138,0
"58810 Kallislahti  (Savonlinna)",185,197,24,173,172,105.7,171,1
"58830 Parkumäki  (Rantasalmi)",203,166,15,151,147,105.5,147,0
"58850 Hiltula  (Rantasalmi)",56,76,15,61,58,105.6,58,0
"58900 Rantasalmi Keskus  (Rantasalmi)",1368,1184,226,958,1527,83.2,1167,360
"58910 Rantasalmi Asemanseutu  (Rantasalmi)",71,145,50,95,105,96.8,105,0
"58920 Kolkontaipale  (Rantasalmi)",199,247,36,211,191,101.8,191,0
"58940 Tuusmäki  (Rantasalmi)",149,136,9,127,116,118.0,116,0
"59100 Parikkala Keskus  (Parikkala)",408,1020,150,870,1376,81.9,1014,362
"59130 Koitsanlahti  (Parikkala)",110,128,14,114,106,100.4,106,0
"59210 Melkoniemi  (Parikkala)",167,114,19,95,92,95.4,92,0
"59310 Särkisalmi  (Parikkala)",183,506,74,432,552,88.4,541,11
"59320 Haapaoja  (Parikkala)",75,63,5,58,58,107.8,58,0
"59410 Kirjavala  (Parikkala)",174,283,39,244,253,96.6,253,0
"59510 Maironiemi  (Parikkala)",37,189,30,159,252,76.0,246,6
"59520 Saari  (Parikkala)",37,86,17,69,77,100.7,69,8
"59530 Mikkolanniemi  (Parikkala)",64,61,10,51,52,97.6,52,0
"59610 Tarnala  (Parikkala)",37,114,14,100,101,98.3,101,0
"59710 Kummunkylä  (Parikkala)",56,73,16,57,57,93.0,57,0
"59720 Niukkala  (Parikkala)",168,120,36,84,118,77.2,118,0
"59730 Uukuniemi  (Parikkala)",255,110,43,67,73,88.1,73,0
"59800 Kesälahti Keskus  (Kitee)",638,932,228,704,1045,81.3,960,85
"59810 Suurikylä  (Kitee)",109,103,45,58,57,103.2,57,0
"59820 Purujärvi-Rajavaara  (Kitee)",65,129,24,105,99,94.4,99,0
"60100 Seinäjoki Keskus  (Seinäjoki)",0,1446,362,1084,6942,63.6,1342,5600
"60120 Pohja  (Seinäjoki)",1,668,128,540,1432,75.1,866,566
"60150 Kasperi  (Seinäjoki)",0,953,34,919,2461,80.9,1322,1139
"60200 Törnävä  (Seinäjoki)",29,2558,117,2441,4977,86.6,3836,1141
"60220 Huhtala  (Seinäjoki)",0,258,49,209,1274,67.9,480,794
"60280 Eskoon Keskuslaitosalue  (Seinäjoki)",0,9,9,0,0,0.0,0,0
"60320 Alakylä-Jouppi  (Seinäjoki)",2,1746,142,1604,3318,89.4,2711,607
"60420 Impivaara  (Seinäjoki)",10,463,36,427,446,119.7,440,6
"60450 Munakka  (Ilmajoki)",19,208,23,185,191,109.5,191,0
"60510 Hyllykallio  (Seinäjoki)",1,2167,293,1874,3576,93.1,3175,401
"60550 Nurmo Keskus  (Seinäjoki)",48,1585,170,1415,1928,100.9,1725,203
"60560 Halkosaari  (Seinäjoki)",5,218,14,204,257,107.6,257,0
"60640 Kurjenneva  (Seinäjoki)",78,286,39,247,255,112.6,255,0
"60720 Tuomikylä  (Ilmajoki)",15,689,46,643,744,112.9,744,0
"60760 Pohjanluoma  (Ilmajoki)",75,452,63,389,402,110.2,402,0
"60800 Ilmajoki Keskus  (Ilmajoki)",115,2230,323,1907,2890,91.4,2607,283
"61100 Peräseinäjoki Keskus  (Seinäjoki)",204,909,127,782,1130,85.3,1027,103
"61110 Vuolle  (Seinäjoki)",9,111,10,101,99,95.4,99,0
"61120 Louko  (Seinäjoki)",29,285,16,269,275,115.3,275,0
"61140 Pasto  (Seinäjoki)",6,69,5,64,58,85.8,58,0
"61150 Sydänmaa  (Alavus)",299,47,7,40,37,103.6,37,0
"61160 Koura  (Seinäjoki)",52,313,37,276,288,91.6,288,0
"61170 Sääskiniemi  (Alavus)",433,182,24,158,152,96.7,152,0
"61180 Haapaluoma  (Seinäjoki)",19,127,6,121,119,92.0,119,0
"61220 Myllysalo  (Kurikka)",26,138,21,117,114,104.6,114,0
"61230 Luopa  (Kurikka)",48,400,58,342,348,99.7,348,0
"61250 Jalasto  (Jalasjärvi)",18,179,25,154,154,103.1,154,0
"61270 Luopajärvi  (Jalasjärvi)",29,321,49,272,286,107.9,286,0
"61280 Jokipii  (Jalasjärvi)",25,300,43,257,281,96.3,276,5
"61290 Taivalmaa  (Jalasjärvi)",20,80,8,72,71,82.1,71,0
"61300 Kurikka Keskus  (Kurikka)",101,2781,618,2163,3344,89.1,2832,512
"61310 Panttila  (Kurikka)",22,391,72,319,360,97.8,355,5
"61330 Koskenkorva  (Ilmajoki)",38,997,144,853,1031,95.2,950,81
"61340 Nopankylä  (Ilmajoki)",83,162,24,138,136,104.1,136,0
"61350 Huissi  (Ilmajoki)",34,206,24,182,187,105.0,187,0
"61360 Mieto  (Kurikka)",122,577,101,476,496,102.9,491,5
"61370 Lohiluoma  (Kurikka)",27,210,34,176,173,104.4,173,0
"61380 Polvenkylä  (Kurikka)",32,93,11,82,81,93.4,81,0
"61400 Ylistaro Keskus  (Seinäjoki)",45,913,203,710,1105,88.8,1098,7
"61410 Ylistaro Asemanseutu  (Seinäjoki)",58,458,62,396,411,97.9,411,0
"61430 Isorehto  (Seinäjoki)",41,207,27,180,182,107.5,182,0
"61440 Untamala  (Seinäjoki)",32,125,21,104,100,107.0,100,0
"61450 Kylänpää  (Seinäjoki)",66,411,76,335,329,100.4,329,0
"61460 Hanhikoski  (Seinäjoki)",24,137,16,121,118,105.8,118,0
"61470 Kitinoja  (Seinäjoki)",18,191,17,174,186,116.0,186,0
"61500 Isokyrö Keskus  (Isokyrö)",98,1185,130,1055,1449,90.9,1285,164
"61520 Lehmäjoki  (Isokyrö)",29,166,21,145,148,96.2,148,0
"61550 Orismala  (Isokyrö)",66,391,55,336,354,100.6,349,5
"61560 Orisberg  (Isokyrö)",38,40,6,34,30,110.1,30,0
"61600 Jalasjärvi Keskus  (Jalasjärvi)",51,1529,283,1246,2242,85.2,1958,284
"61630 Hirvijärvi  (Jalasjärvi)",29,183,21,162,165,102.4,165,0
"61640 Ala-Valli  (Jalasjärvi)",44,145,16,129,125,94.2,125,0
"61650 Kalakoski  (Seinäjoki)",40,228,22,206,213,88.7,213,0
"61680 Mantila  (Jalasjärvi)",26,145,15,130,135,100.4,127,8
"61710 Pentinmäki  (Jalasjärvi)",8,155,23,132,135,111.1,135,0
"61720 Koskue  (Jalasjärvi)",126,369,47,322,321,96.1,314,7
"61730 Yli-Valli  (Jalasjärvi)",87,188,21,167,157,93.9,157,0
"61760 Ilvesjoki  (Jalasjärvi)",31,207,32,175,175,99.1,175,0
"61800 Kauhajoki Keskus  (Kauhajoki)",33,3161,409,2752,4462,90.3,4007,455
"61810 Luomankylä  (Kauhajoki)",10,155,13,142,140,102.3,140,0
"61820 Kainasto  (Kauhajoki)",19,359,43,316,314,93.3,313,1
"61840 Norinkylä  (Teuva)",15,196,30,166,181,95.3,181,0
"61850 Kauhajoki Asemanseutu  (Kauhajoki)",64,1133,182,951,1164,93.3,1142,22
"61860 Harja  (Kauhajoki)",9,115,9,106,99,104.8,99,0
"61880 Ikkeläjärvi  (Kauhajoki)",57,129,18,111,113,88.5,113,0
"61910 Nummijärvi  (Kauhajoki)",238,176,26,150,152,94.3,152,0
"61920 Nummikoski  (Kauhajoki)",13,64,3,61,50,88.9,50,0
"61940 Hyyppä  (Kauhajoki)",26,191,13,178,157,91.4,157,0
"61950 Juonikylä  (Kauhajoki)",9,119,14,105,105,90.0,105,0
"61960 Kyrönlatva  (Kauhajoki)",23,118,13,105,96,96.7,96,0
"61980 Päntäne  (Kauhajoki)",69,570,55,515,537,87.6,529,8
"62100 Lapua Keskus  (Lapua)",150,3815,565,3250,5303,92.6,4012,1291
"62130 Hellanmaa  (Lapua)",41,290,32,258,261,116.2,261,0
"62150 Rintakangas  (Kauhava)",7,85,20,65,64,109.9,64,0
"62160 Karhunkylä  (Lapua)",50,290,29,261,269,114.0,269,0
"62165 Tiisteenjoki  (Lapua)",49,198,26,172,183,105.0,183,0
"62170 Lakaluoma  (Lapua)",68,159,12,147,147,92.7,147,0
"62175 Ylikylä-Mäenpää  (Lapua)",18,89,9,80,87,106.3,87,0
"62185 Mäki-Paavola  (Lapua)",124,92,20,72,69,110.2,69,0
"62190 Ruha  (Lapua)",40,295,23,272,276,112.6,276,0
"62200 Kauhava Keskus  (Kauhava)",103,2346,398,1948,3104,89.7,2579,525
"62220 Pernaa  (Kauhava)",20,260,27,233,239,105.5,233,6
"62230 Jylhä  (Kauhava)",26,237,35,202,203,106.1,202,1
"62240 Huhmarkoski  (Kauhava)",59,358,40,318,325,97.3,325,0
"62260 Hirvijoki  (Kauhava)",14,107,10,97,99,103.2,99,0
"62280 Mustamaa  (Lapua)",17,71,12,59,58,110.0,58,0
"62290 Hirvikylä  (Lapua)",20,149,13,136,140,95.2,140,0
"62295 Kauhajärvi  (Lapua)",73,277,50,227,224,98.6,224,0
"62300 Härmä  (Kauhava)",91,1042,176,866,1274,93.9,1196,78
"62310 Voltti  (Kauhava)",125,651,70,581,598,102.2,597,1
"62340 Kuoppa-Vakkuri  (Kauhava)",16,62,5,57,58,90.3,58,0
"62350 Ekola  (Kauhava)",13,57,9,48,51,117.3,51,0
"62370 Kangasto  (Kauhava)",0,47,9,38,74,89.6,74,0
"62375 Ylihärmä Keskus-Vesiluoma  (Kauhava)",99,1171,178,993,1352,94.0,1314,38
"62380 Kosolankylä  (Kauhava)",22,137,8,129,127,93.6,127,0
"62395 Petterinmäki  (Vöyri)",25,98,16,82,80,87.1,80,0
"62410 Rintala  (Kauhava)",52,149,10,139,152,109.4,152,0
"62420 Kortesjärvi Keskus  (Kauhava)",101,479,97,382,564,88.4,555,9
"62430 Peltotupa  (Kauhava)",9,71,7,64,65,106.4,65,0
"62435 Pirttinen  (Kauhava)",22,82,19,63,67,100.3,64,3
"62440 Perkiömäki  (Kauhava)",10,57,4,53,58,108.4,58,0
"62470 Purmojärvi  (Kauhava)",273,240,32,208,218,102.4,218,0
"62500 Evijärvi Keskus  (Evijärvi)",532,735,113,622,800,97.9,770,30
"62510 Kuoppa-aho  (Evijärvi)",9,168,31,137,169,101.2,159,10
"62520 Kautiainen  (Evijärvi)",35,88,15,73,81,97.0,81,0
"62540 Vasikka-aho  (Evijärvi)",95,178,29,149,165,100.5,165,0
"62570 Särkilä  (Evijärvi)",19,110,10,100,106,100.5,106,0
"62600 Lappajärvi Keskus  (Lappajärvi)",576,878,175,703,1026,90.7,842,184
"62610 Tarvola  (Lappajärvi)",79,87,8,79,74,113.3,74,0
"62620 Ala-Seppä  (Lappajärvi)",69,107,11,96,98,105.0,98,0
"62630 Karvala  (Lappajärvi)",187,248,36,212,211,101.6,211,0
"62640 Savonkylä  (Lappajärvi)",111,80,14,66,66,108.3,66,0
"62660 Itäkylä  (Lappajärvi)",111,326,39,287,293,101.9,284,9
"62710 Kurejoki  (Alajärvi)",116,363,62,301,327,102.5,327,0
"62720 Sissala  (Alajärvi)",24,146,10,136,122,110.2,122,0
"62730 Haukkala  (Alajärvi)",28,108,21,87,95,108.4,95,0
"62740 Koskenvarsi  (Alajärvi)",13,120,20,100,101,110.5,101,0
"62750 Saukonkylä  (Alajärvi)",22,132,11,121,118,96.6,118,0
"62760 Menkijärvi  (Alajärvi)",87,148,29,119,108,101.3,108,0
"62800 Vimpeli Keskus  (Vimpeli)",248,1141,205,936,1157,97.7,1119,38
"62810 Savonjoki  (Vimpeli)",26,79,11,68,63,97.2,63,0
"62830 Luoma-Aho  (Alajärvi)",83,167,16,151,145,106.4,145,0
"62840 Lakaniemi-Pokela  (Vimpeli)",21,28,2,26,25,106.4,25,0
"62860 Sahi  (Vimpeli)",62,110,11,99,107,101.7,107,0
"62870 Vinni  (Vimpeli)",13,35,5,30,28,92.6,28,0
"62880 Sääksvesi-Vinni  (Vimpeli)",71,170,15,155,154,100.3,154,0
"62900 Alajärvi Keskus  (Alajärvi)",312,1844,305,1539,2241,94.2,2005,236
"62920 Levijoki  (Alajärvi)",10,54,12,42,41,117.0,41,0
"62940 Hoisko  (Alajärvi)",98,305,54,251,254,108.4,254,0
"62950 Paalijärvi  (Alajärvi)",36,215,16,199,203,105.9,203,0
"62990 Möksy  (Alajärvi)",22,99,19,80,73,95.7,73,0
"63100 Kuortane Keskus  (Kuortane)",108,682,160,522,895,87.5,821,74
"63120 Leppälänkylä  (Kuortane)",47,222,47,175,185,97.7,182,3
"63130 Mäyry  (Kuortane)",244,408,51,357,369,109.9,368,1
