"Postal code area","Free-time residences, 2013 (RA)","Buildings, total, 2013 (RA)","Other buildings, 2013 (RA)","Residential buildings, 2013 (RA)","Dwellings, 2013 (RA)","Average floor area, 2013 (RA)","Dwellings in small houses, 2013 (RA)","Dwellings in blocks of flats, 2013 (RA)"
"07960 Ahvenkoski  (Loviisa)",30,105,11,94,95,89.7,95,0
"07970 Ruotsinpyhtää Keskus  (Loviisa)",28,274,53,221,383,81.7,296,87
"07980 Kuninkaankylä  (Loviisa)",112,219,20,199,206,89.9,206,0
"07990 Ruotsinkylä-Koskisto  (Loviisa)",44,171,26,145,146,113.2,146,0
"08100 Lohja Keskus  (Lohja)",437,1518,255,1263,4735,72.2,1485,3250
"08150 Keskilohja  (Lohja)",1,1650,187,1463,2249,94.1,1702,547
"08200 Ojamo  (Lohja)",2,346,66,280,2138,70.0,710,1428
"08350 Routio  (Lohja)",271,503,33,470,1355,80.1,575,780
"08360 Kisakallio  (Lohja)",6,10,10,0,0,0.0,0,0
"08450 Hormajärvi  (Lohja)",216,153,31,122,141,102.9,120,21
"08480 Karstu  (Lohja)",78,135,11,124,119,118.5,119,0
"08500 Ventelä-Millola  (Lohja)",612,2124,287,1837,2872,94.9,2389,483
"08680 Muijala  (Lohja)",102,571,62,509,743,107.3,617,126
"08700 Virkkala  (Lohja)",126,2235,211,2024,3557,89.4,2448,1109
"08800 Kirkniemi  (Lohja)",769,710,98,612,723,108.3,660,63
"09120 Karjalohja  (Lohja)",1423,753,127,626,655,97.1,641,14
"09220 Sammatti  (Lohja)",1129,813,106,707,783,101.6,783,0
"09430 Saukkola  (Lohja)",383,807,97,710,809,100.7,808,1
"09520 Millola  (Lohja)",91,74,4,70,68,107.0,68,0
"09630 Koisjärvi  (Lohja)",314,276,34,242,229,109.0,229,0
"09810 Nummi-Oinola  (Lohja)",304,514,58,456,536,89.5,532,4
"09930 Leppäkorpi  (Lohja)",176,195,20,175,166,103.4,166,0
"10120 Tähtelä  (Inkoo)",83,355,48,307,295,118.9,295,0
"10140 Päivölä  (Inkoo)",63,164,21,143,133,120.7,133,0
"10160 Degerby  (Inkoo)",558,492,89,403,385,129.7,384,1
"10210 Inkoo Keskus  (Inkoo)",543,1139,222,917,1457,96.1,1144,313
"10230 Inkoo Asemanseutu  (Inkoo)",53,217,42,175,162,117.3,161,1
"10250 Fagervik  (Inkoo)",125,131,33,98,92,97.6,90,2
"10270 Barösund  (Inkoo)",746,223,102,121,98,110.5,98,0
"10300 Karjaa Keskus  (Raasepori)",317,2504,336,2168,3898,86.4,2214,1684
"10320 Bäljars  (Raasepori)",0,455,91,364,706,82.0,442,264
"10330 Pinjainen  (Raasepori)",10,269,34,235,326,86.5,294,32
"10350 Meltolan sairaala-alue  (Raasepori)",1,17,8,9,56,52.4,23,33
"10360 Mustio  (Raasepori)",408,714,103,611,646,99.6,631,15
"10380 Kaunislahti  (Raasepori)",19,72,10,62,55,111.1,54,1
"10410 Åminnefors  (Raasepori)",49,181,34,147,259,71.9,162,97
"10420 Pohjankuru  (Raasepori)",309,707,107,600,1028,80.0,709,319
"10440 Bollsta  (Raasepori)",24,168,27,141,190,84.4,190,0
"10470 Fiskari  (Raasepori)",28,240,33,207,275,87.9,219,56
"10480 Antskog  (Raasepori)",108,95,14,81,69,78.4,58,11
"10520 Tenhola Kirkonkylä  (Raasepori)",574,869,108,761,836,106.0,822,14
"10570 Bromarv  (Raasepori)",900,392,74,318,311,96.2,307,4
"10600 Tammisaari Keskus  (Raasepori)",2642,2072,557,1515,3296,82.0,1603,1693
"10620 Högbacka  (Raasepori)",31,775,56,719,918,95.8,759,159
"10640 Dragsvik  (Raasepori)",8,307,11,296,439,101.7,339,100
"10650 Flyet  (Raasepori)",5,689,42,647,1491,86.4,660,831
"10660 Trollböle  (Raasepori)",46,333,42,291,468,89.6,286,182
"10680 Skogby  (Raasepori)",39,172,87,85,111,86.7,100,11
"10710 Snappertuna  (Raasepori)",759,252,47,205,205,108.7,205,0
"10820 Lappohja  (Hanko)",396,359,114,245,426,81.2,272,154
"10900 Hanko Keskus  (Hanko)",536,1516,370,1146,3115,73.4,1198,1917
"10940 Hangonkylä  (Hanko)",18,1025,75,950,1125,97.8,1091,34
"10960 Hanko Pohjoinen  (Hanko)",14,908,176,732,1018,90.7,966,52
"11100 Riihimäki Keskus  (Riihimäki)",4,949,216,733,4390,62.9,799,3591
"11120 Pohjois-Riihimäki  (Riihimäki)",14,1920,153,1767,3585,81.4,2159,1426
"11130 Peltosaari-Patastenmäki  (Riihimäki)",23,2080,169,1911,4782,80.5,2282,2500
"11310 Taka-Kasarmi  (Riihimäki)",1,266,39,227,374,87.5,234,140
"11710 Herajoki  (Riihimäki)",355,1105,231,874,1481,90.0,1109,372
"11910 Lasi-Kumela  (Riihimäki)",10,692,65,627,1237,83.5,814,423
"12100 Oitti  (Hausjärvi)",392,1032,158,874,1367,87.6,1198,169
"12130 Mommila  (Hausjärvi)",128,201,21,180,192,94.3,176,16
"12170 Hietoinen  (Hausjärvi)",94,139,11,128,121,119.9,121,0
"12210 Hausjärvi kk  (Hausjärvi)",18,138,30,108,107,106.6,107,0
"12240 Hikiä  (Hausjärvi)",104,709,93,616,763,100.0,701,62
"12310 Ryttylä  (Hausjärvi)",43,695,84,611,900,86.2,786,114
"12350 Turkhauta  (Hausjärvi)",48,254,35,219,220,108.6,217,3
"12380 Leppäkoski  (Janakkala)",39,259,31,228,271,88.9,241,30
"12400 Tervakoski  (Janakkala)",267,1491,179,1312,2394,86.1,1579,815
"12450 Vähikkälä  (Janakkala)",374,141,14,127,120,106.7,120,0
"12520 Kormu  (Loppi)",19,192,17,175,181,110.1,181,0
"12540 Launonen  (Loppi)",183,627,65,562,648,104.2,630,18
"12600 Läyliäinen  (Loppi)",631,909,115,794,902,102.0,863,39
"12630 Sajaniemi  (Loppi)",216,167,17,150,150,106.1,150,0
"12640 Joentaka  (Loppi)",43,167,26,141,140,117.5,140,0
"12700 Loppi kk  (Loppi)",383,818,136,682,1265,85.3,945,320
"12750 Pilpala  (Loppi)",1053,349,35,314,307,102.3,306,1
"12820 Räyskälä  (Loppi)",247,47,13,34,35,84.3,35,0
"12920 Topeno  (Loppi)",314,220,38,182,179,99.3,175,4
"12950 Vojakkala-Eerolankulma  (Loppi)",243,132,21,111,118,88.2,118,0
"13100 Hämeenlinna Keskus  (Hämeenlinna)",1,1458,192,1266,7015,67.7,1672,5343
"13110 Kantola  (Hämeenlinna)",83,154,107,47,118,61.2,86,32
"13130 Kauriala  (Hämeenlinna)",0,1125,237,888,4019,64.0,1087,2932
"13200 Keinusaari  (Hämeenlinna)",0,73,35,38,959,55.2,6,953
"13210 Hätilä  (Hämeenlinna)",42,1643,86,1557,4629,76.1,2055,2574
"13220 Sairio  (Hämeenlinna)",0,528,21,507,885,83.8,588,297
"13250 Katuma  (Hämeenlinna)",3,64,12,52,703,61.4,93,610
"13270 Ruununmylly  (Hämeenlinna)",148,495,22,473,614,111.9,574,40
"13300 Käikälä  (Hämeenlinna)",9,840,54,786,1125,98.3,1125,0
"13330 Harviala  (Janakkala)",44,316,37,279,293,113.0,290,3
"13430 Hattelmala  (Hämeenlinna)",52,496,75,421,480,107.4,473,7
"13500 Jukola  (Hämeenlinna)",604,2663,177,2486,5549,86.2,3850,1699
"13530 Hämeenlinna sairaala-alue  (Hämeenlinna)",0,6,6,0,0,0.0,0,0
"13600 Ojoinen  (Hämeenlinna)",6,732,62,670,2108,71.3,986,1122
"13700 Parolannummi  (Hattula)",115,199,26,173,264,95.3,177,87
"13720 Parola  (Hattula)",260,1608,254,1354,2211,89.9,1792,419
"13800 Katinala  (Hattula)",316,524,65,459,661,93.1,580,81
"13880 Rahkoila  (Hattula)",78,498,65,433,537,110.4,503,34
"13900 Pekola  (Hattula)",47,448,89,359,379,114.6,369,10
"14140 Jokimaa  (Janakkala)",229,118,13,105,105,100.8,105,0
"14200 Turenki  (Janakkala)",507,2737,403,2334,4673,84.7,3251,1422
"14240 Väli-Janakkala  (Janakkala)",265,468,60,408,418,107.8,406,12
"14300 Renko kk  (Hämeenlinna)",885,1127,163,964,1171,93.8,1128,43
"14330 Kaloinen  (Hämeenlinna)",0,7,1,6,11,82.5,11,0
"14370 Lukana  (Hämeenlinna)",17,29,0,29,27,89.0,27,0
"14430 Vuohiniemi  (Hattula)",268,76,24,52,47,88.4,47,0
"14450 Rimmilä  (Hämeenlinna)",294,85,14,71,66,86.5,66,0
"14500 Iittala  (Hämeenlinna)",759,1453,164,1289,1678,93.3,1438,240
"14530 Leteensuo  (Hattula)",69,139,18,121,115,106.7,114,1
"14610 Lepaa  (Hattula)",94,208,52,156,197,104.3,194,3
"14620 Tyrväntö  (Hattula)",240,120,24,96,96,95.7,95,1
"14680 Alvettula  (Hämeenlinna)",536,358,53,305,303,103.8,299,4
"14690 Torvoila  (Hämeenlinna)",401,129,18,111,109,95.1,109,0
"14700 Hauho kk  (Hämeenlinna)",1170,916,122,794,1177,87.4,1014,163
"14770 Eteläinen  (Hämeenlinna)",136,414,37,377,403,105.9,402,1
"14810 Pohjoinen  (Hämeenlinna)",64,151,30,121,135,105.9,131,4
"14820 Syrjäntaka  (Hämeenlinna)",292,422,78,344,435,94.9,435,0
"14840 Sairiala  (Hämeenlinna)",103,143,16,127,135,99.6,120,15
"14870 Juttila  (Hämeenlinna)",353,150,23,127,132,97.2,132,0
"14930 Sappee  (Hämeenlinna)",518,101,16,85,80,94.0,80,0
"14960 Puutikkala  (Pälkäne)",379,74,17,57,57,80.4,57,0
"14980 Kuohijoki  (Pälkäne)",190,51,11,40,40,99.8,37,3
"15100 Lahti Asemanseutu  (Lahti)",0,570,111,459,4116,57.9,481,3635
"15110 Keski-Lahti  (Lahti)",0,189,83,106,3574,58.4,45,3529
"15140 Kartano-Paavola  (Lahti)",0,612,175,437,10517,58.4,272,10245
"15150 Möysä  (Lahti)",4,547,63,484,2709,62.4,513,2196
"15160 Kolava  (Lahti)",54,483,44,439,574,130.5,558,16
"15170 Tenava-Tonttila  (Lahti)",6,401,98,303,2297,67.1,333,1964
"15200 Kiveriö  (Lahti)",0,532,88,444,2238,59.7,414,1824
"15210 Kivistönmäki  (Lahti)",0,444,113,331,2738,57.0,270,2468
"15230 Kytölä  (Lahti)",340,972,121,851,1194,100.0,957,237
"15240 Mukkula  (Lahti)",16,1034,99,935,4192,76.5,1211,2981
"15270 Kukkila  (Hollola)",120,626,46,580,653,119.1,646,7
"15300 Myllypohja-Koiskala  (Lahti)",26,1035,106,929,1888,85.1,1186,702
"15320 Ahtiala  (Lahti)",95,842,28,814,1148,105.5,945,203
"15340 Kunnas-Hiekkanummi  (Lahti)",39,1026,36,990,1080,101.3,1078,2
"15460 Mäkelä  (Nastola)",371,343,48,295,281,113.4,281,0
"15500 Liipola  (Lahti)",1,297,38,259,3020,62.4,236,2784
"15520 Saksala  (Lahti)",0,270,134,136,1494,60.8,253,1241
"15540 Villähde  (Nastola)",139,1727,190,1537,1852,106.4,1734,118
"15550 Rakokivi  (Nastola)",1,842,158,684,1925,76.9,1006,919
"15560 Nastola kk  (Nastola)",425,1151,232,919,2330,81.4,1106,1224
"15580 Ruuhijärvi  (Nastola)",268,155,24,131,116,107.1,116,0
"15610 Laune-Nikkilä  (Lahti)",2,1772,128,1644,2375,90.8,2040,335
"15680 Renkomäki-Ämmälä  (Lahti)",2,1101,89,1012,1093,114.9,1089,4
"15700 Hennala-Jokimaa  (Lahti)",33,1512,250,1262,3436,77.5,1374,2062
"15800 Kärpänen  (Lahti)",5,629,154,475,2068,63.7,547,1521
"15810 Kasakkamäki  (Lahti)",0,407,21,386,594,90.3,490,104
"15820 Okeroinen  (Hollola)",18,452,44,408,422,115.2,418,4
"15830 Metsäkangas  (Lahti)",2,373,26,347,2204,70.0,366,1838
"15840 Riihelä  (Lahti)",0,402,10,392,955,81.1,664,291
"15850 Likolampi  (Lahti)",0,173,27,146,346,75.3,199,147
"15860 Kartano  (Hollola)",1,595,157,438,1903,75.2,614,1289
"15870 Salpakangas  (Hollola)",6,683,73,610,2219,78.5,1072,1147
"15880 Soramäki  (Hollola)",112,1389,152,1237,2212,96.6,1615,597
"15900 Jalkaranta  (Lahti)",4,396,29,367,810,114.3,582,228
"15950 Kiikkula  (Lahti)",8,542,36,506,2173,81.5,794,1379
"15980 Messilä  (Hollola)",40,21,20,1,..,..,..,..
"16100 Uusikylä  (Nastola)",303,646,78,568,713,93.1,599,114
"16160 Okkeri  (Nastola)",90,68,7,61,54,106.8,53,1
"16200 Artjärvi Keskus  (Orimattila)",200,391,66,325,416,92.5,391,25
"16230 Artjärvi Kirkonkylä  (Orimattila)",97,226,39,187,182,103.9,182,0
"16260 Hietana  (Orimattila)",48,129,13,116,106,111.3,106,0
"16270 Villikkala  (Orimattila)",39,92,7,85,73,100.5,73,0
"16280 Kuivanto  (Orimattila)",58,335,32,303,301,96.8,296,5
"16300 Orimattila Keskus  (Orimattila)",399,3577,450,3127,5614,86.1,3834,1780
"16310 Virenoja  (Orimattila)",42,275,24,251,249,113.5,249,0
"16320 Pennala  (Orimattila)",21,431,43,388,392,118.9,392,0
"16330 Heinämaa  (Orimattila)",34,195,22,173,165,103.4,165,0
"16350 Niinikoski  (Orimattila)",74,192,20,172,171,111.4,170,1
"16390 Pakaa  (Orimattila)",43,179,19,160,142,104.8,142,0
"16450 Mallusjoki  (Orimattila)",117,275,28,247,243,102.1,243,0
"16500 Herrala  (Hollola)",102,459,52,407,396,102.1,395,1
"16510 Luhtikylä  (Orimattila)",134,248,30,218,210,112.2,210,0
"16540 Mertie  (Kärkölä)",71,168,22,146,142,112.0,142,0
"16600 Järvelä  (Kärkölä)",112,1219,215,1004,1579,86.4,1411,168
"16610 Kärkölä kk  (Kärkölä)",94,393,49,344,346,112.4,344,2
"16630 Tennilä  (Hollola)",29,146,8,138,132,119.4,132,0
"16670 Lappila  (Kärkölä)",118,382,38,344,344,96.2,339,5
"16710 Hollola kk  (Hollola)",165,432,38,394,407,118.4,397,10
"16730 Kutajärvi  (Hollola)",275,473,45,428,445,112.3,443,2
"16790 Manskivi  (Hollola)",45,85,7,78,65,92.2,65,0
"16800 Hämeenkoski  (Hämeenkoski)",541,1046,134,912,1085,98.2,1059,26
"16900 Lammi kk  (Hämeenlinna)",1678,2214,360,1854,2801,89.6,2266,535
"16960 Iso-Evo  (Hämeenlinna)",75,109,6,103,100,95.4,100,0
"16970 Evo  (Hämeenlinna)",41,66,32,34,61,56.2,28,33
"16980 Ronni  (Hämeenlinna)",1,12,9,3,16,56.9,16,0
"17110 Sipilä  (Hollola)",39,481,26,455,489,117.5,489,0
"17120 Paimela  (Hollola)",387,293,21,272,260,116.0,259,1
"17130 Vesivehmaa  (Asikkala)",135,404,53,351,349,109.2,349,0
"17150 Urajärvi  (Asikkala)",720,235,42,193,184,104.0,183,1
"17200 Vääksy Keskus  (Asikkala)",958,1768,310,1458,3080,86.9,2089,991
"17220 Pietilä  (Asikkala)",721,152,11,141,117,87.6,117,0
"17240 Kalkkinen  (Asikkala)",738,358,50,308,267,94.7,267,0
"17320 Asikkala  (Asikkala)",418,239,49,190,178,97.3,176,2
"17410 Viitaila  (Asikkala)",134,176,15,161,138,110.4,138,0
"17430 Kurhila  (Asikkala)",100,171,24,147,133,111.4,133,0
"17440 Vähimaa  (Asikkala)",6,36,1,35,33,109.0,33,0
"17450 Iso-Äiniö-Vähimaa  (Asikkala)",122,151,21,130,119,104.5,118,1
"17470 Maakeski  (Padasjoki)",228,166,17,149,148,105.1,148,0
"17500 Padasjoki Keskus  (Padasjoki)",907,829,161,668,1123,82.5,900,223
"17510 Nyystölä  (Padasjoki)",219,166,24,142,134,96.7,134,0
"17530 Arrakoski  (Padasjoki)",336,188,31,157,148,93.6,142,6
"17610 Auttoinen  (Padasjoki)",466,271,36,235,207,97.6,207,0
"17630 Vesijako  (Padasjoki)",232,93,11,82,73,92.7,73,0
"17710 Torittu  (Padasjoki)",190,70,14,56,42,114.1,42,0
"17740 Kasiniemi-Torittu  (Padasjoki)",201,67,10,57,50,95.3,50,0
"17780 Harmoinen  (Kuhmoinen)",311,77,16,61,58,101.6,58,0
"17800 Kuhmoinen Keskus  (Kuhmoinen)",1402,1007,189,818,1262,79.1,967,295
"17840 Harjunsalmi  (Kuhmoinen)",116,75,21,54,50,99.9,50,0
"17850 Pihlajakoski  (Kuhmoinen)",315,80,14,66,58,89.2,58,0
"17870 Ruolahti  (Kuhmoinen)",198,60,9,51,52,87.5,52,0
"17930 Päijälä  (Kuhmoinen)",346,102,17,85,71,97.1,71,0
"17950 Kylämä  (Kuhmoinen)",206,35,6,29,28,86.1,28,0
"17970 Puukkoinen  (Kuhmoinen)",99,37,4,33,26,108.6,26,0
"18100 Heinola Keskus  (Heinola)",330,1611,267,1344,4422,72.9,1762,2660
"18120 Reumasairaala-alue  (Heinola)",5,273,11,262,398,86.9,330,68
"18130 Tommola-Sahanniemi  (Heinola)",2,308,58,250,1280,64.1,320,960
"18150 Jyränkö  (Heinola)",8,507,17,490,1386,75.3,682,704
"18200 Kaakonlampi-Pyhätön  (Heinola)",5,479,88,391,1289,66.8,437,852
"18300 Heinola kk  (Heinola)",1738,1304,156,1148,1471,94.8,1277,194
"18600 Myllyoja  (Heinola)",219,413,64,349,379,103.0,358,21
"19110 Vierumäki taajama  (Heinola)",42,331,93,238,355,86.9,307,48
"19120 Vierumäki urheiluopisto  (Heinola)",83,215,154,61,107,88.6,96,11
"19160 Huutotöyry  (Iitti)",829,299,30,269,276,99.3,276,0
"19210 Lusi  (Heinola)",484,307,52,255,259,96.2,259,0
"19230 Onkiniemi  (Sysmä)",403,101,13,88,79,93.5,79,0
"19250 Syrjäkoski  (Heinola)",111,52,6,46,41,82.3,41,0
"19260 Paaso-Syrjäkoski  (Heinola)",252,123,24,99,91,88.1,90,1
"19310 Karilanmaa  (Sysmä)",152,65,4,61,55,98.8,55,0
"19320 Nikkaroinen  (Sysmä)",134,83,5,78,64,91.1,64,0
"19370 Nuoramoinen  (Sysmä)",399,302,24,278,246,95.8,246,0
"19410 Kuortti  (Pertunmaa)",501,272,52,220,304,86.3,304,0
"19420 Mansikkamäki  (Pertunmaa)",159,120,20,100,100,99.7,100,0
"19430 Pertunmaa Keskus  (Pertunmaa)",479,409,88,321,482,76.1,469,13
"19460 Ruorasmäki  (Pertunmaa)",335,99,19,80,71,90.2,71,0
"19470 Lihavanpää-Hartosenpää  (Pertunmaa)",136,117,17,100,110,92.5,108,2
"19480 Hartosenpää  (Pertunmaa)",115,52,2,50,48,88.4,48,0
"19510 Lepsala  (Hartola)",207,41,9,32,27,99.0,27,0
"19540 Koitti-Lepsala  (Hartola)",475,249,24,225,217,91.4,207,10
"19600 Hartola Keskus  (Hartola)",1083,1121,220,901,1479,79.2,1183,296
"19610 Murakka  (Hartola)",130,96,11,85,74,90.8,73,1
"19620 Pohela  (Hartola)",168,128,11,117,110,97.1,110,0
"19630 Kalhonkylä  (Hartola)",45,61,14,47,45,111.6,45,0
"19650 Joutsa Keskus  (Joutsa)",1760,1634,256,1378,2189,78.8,1826,363
"19670 Mieskonmäki  (Joutsa)",190,113,7,106,101,92.5,101,0
"19700 Sysmä Keskus  (Sysmä)",1856,1505,227,1278,2059,78.3,1629,430
"19730 Särkilampi  (Sysmä)",30,22,2,20,17,92.7,17,0
"19740 Liikola  (Sysmä)",500,128,15,113,93,90.2,93,0
"19770 Valittula  (Sysmä)",197,100,17,83,79,97.5,79,0
"19850 Putkijärvi-Siltasuo  (Hartola)",264,105,27,78,70,94.1,70,0
"19910 Tammijärvi  (Luhanka)",267,307,51,256,279,92.2,274,5
"19920 Pappinen  (Joutsa)",120,110,11,99,97,93.3,97,0
"19950 Luhanka  (Luhanka)",561,214,35,179,221,87.3,217,4
"20100 Turku Keskus  (Turku)",112,1591,575,1016,19287,58.0,2485,16802
"20200 Iso-Heikkilä  (Turku)",0,317,218,99,1426,50.3,138,1288
"20210 Pahaniemi  (Turku)",0,300,53,247,2414,66.8,259,2155
"20240 Pansio-Perno  (Turku)",0,631,157,474,2997,66.4,768,2229
"20250 Pitkämäki-Muhkuri  (Turku)",0,309,45,264,348,104.6,320,28
"20300 Pohjola-Kastu  (Turku)",3,1350,148,1202,3631,72.8,1680,1951
"20320 Kuninkoja-Mälikkälä  (Turku)",1,1688,257,1431,9211,72.3,2363,6848
"20360 Kärsämäki-Urusvuori-Halinen  (Turku)",8,1205,295,910,6563,66.4,927,5636
"20380 Räntämäki-Saramäki  (Turku)",10,990,336,654,1278,85.1,1011,267
"20400 Moisio  (Turku)",4,932,38,894,1138,111.8,1138,0
"20460 Jäkärlä  (Turku)",9,800,41,759,1771,79.8,1020,751
"20500 Vesilinna  (Turku)",0,309,122,187,4960,50.3,363,4597
"20520 Kupittaa  (Turku)",0,351,198,153,2298,56.6,131,2167
"20540 Nummi-Ylioppilaskylä  (Turku)",18,2526,251,2275,10713,66.4,3600,7113
"20610 Varissuo  (Turku)",1,967,95,872,7002,69.1,1618,5384
"20660 Littoinen  (Kaarina)",24,2296,158,2138,2947,106.6,2624,323
"20700 Vartiovuori-Samppalinna  (Turku)",2,445,164,281,4304,56.7,300,4004
"20720 Vasaramäki  (Turku)",0,708,63,645,3558,64.6,972,2586
"20730 Skanssi  (Turku)",0,22,9,13,60,66.9,12,48
"20740 Ilpoinen-Harittu  (Turku)",6,1056,146,910,5213,71.5,1671,3542
"20750 Huhkola-Lauste-Vaala  (Turku)",0,526,83,443,2729,72.9,869,1860
"20760 Piispanristi  (Kaarina)",42,861,148,713,1971,87.4,1030,941
"20780 Kaarina Keskus  (Kaarina)",20,2358,348,2010,5860,84.7,3020,2840
"20800 Ammattikorkeakoulu  (Turku)",0,4,4,0,0,0.0,0,0
"20810 Martti-Korppolaismäki  (Turku)",0,1410,167,1243,10314,60.5,2155,8159
"20880 Uittamo  (Turku)",0,382,23,359,2436,75.2,522,1914
"20900 Moikoinen-Pikisaari  (Turku)",554,2030,146,1884,3348,112.8,3126,222
"20960 Kakskerta  (Turku)",1695,743,105,638,636,135.9,635,1
"21100 Naantali Keskus  (Naantali)",406,1621,386,1235,4034,77.0,1406,2628
"21110 Taimo-Nuhjala-Lietsala  (Naantali)",64,1664,162,1502,3319,97.4,2311,1008
"21120 Viherjäinen  (Raisio)",44,663,57,606,802,106.4,651,151
"21130 Poikko  (Naantali)",440,322,54,268,255,124.3,254,1
"21140 Rymättylä Keskus  (Naantali)",803,606,104,502,668,94.8,575,93
"21150 Röölä  (Naantali)",1149,259,52,207,166,105.4,164,2
"21160 Merimasku  (Naantali)",856,713,76,637,727,120.6,727,0
"21180 Livonsaari  (Naantali)",272,141,28,113,108,111.6,108,0
"21195 Velkua  (Naantali)",500,155,31,124,130,98.9,130,0
"21200 Raisio Keskus  (Raisio)",11,1902,364,1538,6836,73.1,2206,4630
"21210 Hakinmäki  (Raisio)",1,730,52,678,1215,94.9,813,402
"21220 Somersoja  (Raisio)",5,402,50,352,708,90.4,449,259
"21230 Lemu  (Masku)",208,726,68,658,739,113.0,739,0
"21240 Askainen Keskus  (Masku)",443,408,41,367,415,102.9,415,0
"21250 Masku  (Masku)",320,2565,380,2185,2714,115.7,2505,209
"21260 Ihala  (Raisio)",2,1080,81,999,1645,101.6,1258,387
"21270 Nousiainen  (Nousiainen)",335,2073,281,1792,2077,106.6,1915,162
"21280 Kuloinen  (Raisio)",3,730,62,668,991,100.3,923,68
"21290 Rusko  (Rusko)",44,1518,210,1308,1587,116.3,1508,79
"21310 Vahto  (Rusko)",91,744,98,646,721,112.1,721,0
"21330 Paattinen  (Turku)",18,807,63,744,808,109.6,788,20
"21340 Tortinmäki  (Turku)",61,290,17,273,259,102.7,259,0
"21350 Ilmarinen  (Lieto)",8,700,28,672,716,115.2,716,0
"21360 Lieto Asemanseutu  (Lieto)",46,877,126,751,802,105.1,795,7
"21370 Käyrä  (Aura)",31,285,31,254,285,101.2,285,0
"21380 Aura Keskus  (Aura)",80,1267,177,1090,1546,91.8,1493,53
"21410 Vanhalinna  (Lieto)",4,790,63,727,828,122.1,810,18
"21420 Lieto Keskus  (Lieto)",32,2293,365,1928,3492,95.1,2403,1089
"21430 Yliskulma  (Lieto)",32,373,42,331,338,113.0,330,8
"21450 Tarvasjoki Keskus  (Tarvasjoki)",121,964,207,757,879,103.7,844,35
"21480 Prunkila  (Marttila)",62,230,51,179,171,110.1,171,0
"21490 Marttila  (Marttila)",59,574,123,451,621,91.2,576,45
"21500 Piikkiö  (Kaarina)",463,2544,339,2205,3214,99.1,2534,680
"21510 Hevonpää  (Paimio)",73,248,37,211,217,117.2,217,0
"21520 Naskarla  (Paimio)",0,7,6,1,..,..,..,..
"21530 Paimio Keskus  (Paimio)",171,2440,284,2156,4298,91.6,2752,1546
"21540 Preitilä  (Paimio)",26,522,31,491,579,109.4,561,18
"21555 Taatila  (Paimio)",33,172,17,155,174,104.8,158,16
"21560 Ollila  (Marttila)",96,338,56,282,278,104.6,270,8
"21570 Sauvo Keskus  (Sauvo)",561,1147,118,1029,1278,102.8,1244,34
"21590 Karuna  (Sauvo)",818,292,28,264,257,111.2,257,0
"21600 Parainen Keskus  (Parainen)",1842,4247,852,3395,5526,93.4,3855,1671
"21610 Kirjala  (Parainen)",415,552,107,445,508,113.5,479,29
"21620 Kuusisto  (Kaarina)",235,785,82,703,828,124.4,828,0
"21630 Lielahti  (Parainen)",450,321,45,276,267,113.2,267,0
"21650 Lillandet  (Parainen)",985,349,87,262,235,105.6,229,6
"21660 Nauvo Keskus  (Parainen)",901,504,124,380,510,89.9,470,40
"21670 Mattnäs-Nötö  (Parainen)",376,221,88,133,118,99.2,118,0
"21680 Nötö  (Parainen)",115,15,4,11,..,..,..,..
"21710 Korppoo Keskus-Utö  (Parainen)",1032,478,111,367,444,87.5,435,9
"21720 Korpoström  (Parainen)",145,31,8,23,19,105.5,19,0
"21740 Utö  (Parainen)",31,47,18,29,42,76.4,42,0
"21750 Norrskata  (Parainen)",627,135,55,80,77,82.6,77,0
"21760 Houtskär Keskus  (Parainen)",811,390,99,291,260,89.0,260,0
"21770 Mossala  (Parainen)",181,121,36,85,73,95.6,73,0
"21800 Kyrö  (Pöytyä)",75,1079,168,911,1201,96.1,1133,68
"21820 Kumila  (Pöytyä)",25,209,17,192,192,104.1,192,0
"21840 Karinainen  (Pöytyä)",16,163,17,146,137,133.6,137,0
"21860 Auvainen  (Pöytyä)",19,203,14,189,190,111.7,190,0
"21870 Riihikoski  (Pöytyä)",55,805,135,670,979,93.4,918,61
"21880 Pöytyä  (Pöytyä)",29,231,26,205,225,107.0,222,3
"21890 Haveri  (Pöytyä)",29,137,5,132,124,131.0,124,0
"21900 Yläne Keskus  (Pöytyä)",641,852,178,674,840,88.7,761,79
"21930 Uusikartano  (Pöytyä)",93,356,31,325,296,98.2,295,1
"22100 Maarianhamina  (Maarianhamina)",94,3184,638,2546,6828,81.4,2865,3963
"22120 Möckelö  (Jomala)",46,307,59,248,281,118.4,263,18
"22130 Gottby  (Jomala)",117,443,87,356,350,120.2,346,4
"22140 Önningby  (Jomala)",88,428,34,394,441,123.9,412,29
"22150 Jomala Centrum  (Jomala)",112,773,124,649,797,104.1,697,100
"22160 Järsö  (Lemland)",210,193,34,159,149,133.6,149,0
"22220 Emkarby  (Finström)",169,257,71,186,192,105.7,192,0
"22240 Hammarland  (Hammarland)",460,894,234,660,733,100.5,714,19
"22270 Storby  (Eckerö)",474,788,323,465,487,98.5,469,18
"22310 Pålsböle  (Finström)",115,353,92,261,253,109.5,253,0
"22320 Ödkarby  (Saltvik)",200,462,77,385,408,108.6,399,9
"22330 Tjudö  (Finström)",98,206,62,144,144,114.4,144,0
