"Postal code area","Inhabitants, total, 2017 (HE)","Females, 2017 (HE)","Males, 2017 (HE)","Average age of inhabitants, 2017 (HE)","0-2 years, 2017 (HE)","3-6 years, 2017 (HE)","7-12 years, 2017 (HE)","13-15 years, 2017 (HE)","16-17 years, 2017 (HE)","18-19 years, 2017 (HE)","20-24 years, 2017 (HE)","25-29 years, 2017 (HE)","30-34 years, 2017 (HE)","35-39 years, 2017 (HE)","40-44 years, 2017 (HE)","45-49 years, 2017 (HE)","50-54 years, 2017 (HE)","55-59 years, 2017 (HE)","60-64 years, 2017 (HE)","65-69 years, 2017 (HE)","70-74 years, 2017 (HE)","75-79 years, 2017 (HE)","80-84 years, 2017 (HE)","85 years or over, 2017 (HE)"
"86790 Venetpalo   (Kärsämäki )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86800 Pyhäsalmi   (Pyhäjärvi )",4088,2056,2032,49,105,173,251,102,71,72,160,175,159,187,169,169,286,305,355,376,321,254,179,219
"86810 Pellikkaperä   (Pyhäjärvi )",182,90,92,40,10,9,18,6,4,4,11,11,3,10,6,15,7,20,7,15,14,4,2,6
"86850 Hiidenniemi   (Pyhäjärvi )",240,110,130,47,7,6,15,9,8,8,6,7,9,11,12,12,20,21,16,24,17,13,8,11
"86870 Vesikoski   (Pyhäjärvi )",260,117,143,50,6,9,14,2,4,1,8,11,13,11,13,12,20,20,23,36,22,19,13,3
"86900 Pyhäkumpu   (Pyhäjärvi )",481,232,249,48,11,13,27,17,6,12,25,17,18,25,9,32,29,46,60,48,35,21,23,7
"86980 Väliaho   (Pyhäjärvi )",61,27,34,56,0,0,3,3,0,1,1,2,0,1,3,2,4,7,11,11,5,3,0,4
"87100 Kajaani Keskus   (Kajaani )",5920,3309,2611,49,74,78,130,76,74,206,803,515,319,206,152,176,311,399,440,435,392,349,360,425
"87150 Purola   (Kajaani )",2321,1144,1177,40,62,132,166,73,63,58,180,134,169,139,116,121,155,159,177,164,114,60,37,42
"87200 Teppana   (Kajaani )",3992,2139,1853,45,99,158,213,106,74,93,213,255,263,245,186,207,291,264,351,303,231,200,141,99
"87250 Kättö-Kätönlahti   (Kajaani )",4434,2232,2202,41,152,269,404,162,95,86,174,206,313,310,301,230,267,299,251,307,219,155,117,117
"87300 Palokangas   (Kajaani )",1097,569,528,42,27,32,68,28,20,33,117,99,58,60,44,48,47,76,94,68,71,47,34,26
"87400 Petäisenniska   (Kajaani )",1760,865,895,43,65,77,91,44,30,38,122,145,123,96,81,69,104,111,116,142,131,88,58,29
"87500 Lehtikangas   (Kajaani )",5885,2962,2923,41,168,281,485,219,144,149,328,349,367,324,319,365,419,409,404,418,326,212,121,78
"87700 Lohtaja-Kettu   (Kajaani )",4078,1928,2150,38,153,204,318,109,88,105,347,347,297,242,215,216,232,332,343,263,130,68,32,37
"87800 Vuoreslahti   (Kajaani )",934,436,498,42,35,51,70,21,27,18,24,49,65,57,46,70,74,74,86,54,53,27,19,14
"87830 Nakertaja   (Kajaani )",1531,746,785,37,54,106,164,65,34,35,56,74,107,121,107,93,111,112,102,88,38,26,22,16
"87850 Paltaniemi   (Kajaani )",494,235,259,40,9,26,55,35,18,13,10,14,24,26,32,27,45,31,35,33,18,25,11,7
"87900 Karankalahti   (Kajaani )",461,210,251,43,22,26,26,10,8,9,9,16,37,32,27,24,41,39,46,36,25,15,6,7
"87910 Linnantaus   (Kajaani )",499,236,263,38,22,28,52,24,19,17,6,15,32,46,31,23,36,44,44,26,11,11,8,4
"87930 Salmijärvi   (Kajaani )",295,158,137,53,3,6,22,13,7,5,2,10,6,17,11,19,17,15,25,21,25,21,18,32
"87950 Kuluntalahti   (Kajaani )",954,464,490,35,30,80,127,54,34,18,14,37,58,78,79,61,50,64,57,51,23,24,11,4
"87970 Jormua   (Kajaani )",480,228,252,38,22,27,45,22,18,10,16,23,29,27,37,33,25,31,39,28,21,20,5,2
"88120 Tuhkakylä   (Sotkamo )",80,34,46,54,0,1,2,4,2,2,1,1,2,2,6,2,9,4,10,14,5,7,4,2
"88200 Otanmäki-Kytökoski   (Kajaani )",952,437,515,50,21,28,45,16,19,11,41,38,41,28,38,57,57,107,105,115,57,64,33,31
"88270 Vuolijoki Keskus   (Kajaani )",867,429,438,51,16,20,47,29,17,16,18,30,29,18,50,53,67,76,102,84,64,48,41,42
"88300 Paltamo Keskus   (Paltamo )",2235,1102,1133,50,32,68,125,61,58,52,76,60,75,77,86,126,169,213,234,195,188,130,99,111
"88310 Melalahti   (Paltamo )",220,104,116,49,2,11,16,5,2,2,5,9,15,12,9,10,11,22,25,17,14,11,14,8
"88340 Manamansalo   (Vaala )",89,33,56,59,0,0,0,1,0,2,5,1,0,1,2,6,8,13,16,17,4,8,3,2
"88350 Kivesjärvi   (Paltamo )",112,55,57,47,3,4,7,6,3,2,3,2,4,2,9,3,6,11,12,12,10,10,3,0
"88380 Mieslahti   (Paltamo )",234,110,124,48,4,8,19,9,5,5,6,8,4,8,12,14,15,24,25,23,16,14,6,9
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1209,583,626,53,24,29,52,37,13,10,33,39,47,46,36,46,83,135,128,130,100,66,58,97
"88440 Jokikylä   (Ristijärvi )",66,32,34,53,0,0,1,1,2,0,3,4,3,2,0,4,12,10,7,6,3,2,5,1
"88460 Hiisijärvi   (Ristijärvi )",47,21,26,49,0,1,5,2,1,0,2,1,3,1,2,1,2,4,10,4,2,4,1,1
"88470 Kontiomäki   (Paltamo )",541,257,284,45,18,24,38,17,11,5,19,21,40,31,20,29,42,41,56,49,36,18,13,13
"88490 Pohjavaara   (Sotkamo )",244,119,125,47,3,12,15,9,4,5,2,6,18,12,19,9,11,24,26,26,22,3,10,8
"88530 Paakki   (Sotkamo )",103,44,59,45,0,2,11,7,2,2,2,2,3,7,6,7,13,9,10,4,8,4,3,1
"88600 Sotkamo Keskus   (Sotkamo )",6376,3289,3087,48,164,232,380,195,122,114,224,237,302,340,310,352,471,525,564,547,418,332,251,296
"88610 Vuokatti   (Sotkamo )",2608,1268,1340,39,91,143,221,97,68,80,122,117,160,192,159,179,192,191,177,175,106,67,36,35
"88615 Vuokatin Urheiluopisto   (Sotkamo )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",491,232,259,41,22,28,44,19,11,13,5,30,18,32,25,30,26,47,44,50,19,15,9,4
"88640 Ontojoki   (Sotkamo )",75,40,35,48,2,3,2,0,4,2,0,5,2,5,5,6,9,7,5,1,3,9,4,1
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",185,88,97,44,7,7,16,6,10,2,5,6,9,9,8,9,7,11,25,17,12,11,4,4
"88690 Maanselkä   (Sotkamo )",50,21,29,54,2,0,0,1,0,0,1,2,7,1,1,2,1,10,6,2,6,3,3,2
"88730 Ylä-Vieksi   (Kuhmo )",128,56,72,55,3,4,3,1,0,2,3,2,3,5,8,7,9,13,13,14,21,10,5,2
"88740 Härmänkylä-Iivantiira   (Kuhmo )",79,32,47,53,1,1,5,1,1,1,1,1,1,4,1,7,5,8,13,11,10,5,2,0
"88760 Iivantiira   (Kuhmo )",149,57,92,53,1,2,4,3,2,2,4,4,5,5,4,9,19,25,20,11,13,9,5,2
"88820 Katerma   (Kuhmo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",7744,3797,3947,51,134,215,435,213,153,106,223,266,295,324,361,389,573,662,796,790,605,520,353,331
"88930 Lentiira-Kuumu   (Kuhmo )",288,117,171,57,1,2,11,3,3,2,7,4,5,6,14,21,29,34,34,37,26,21,20,8
"88940 Kuumu   (Kuhmo )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",48,20,28,56,0,0,0,0,0,0,0,0,3,2,4,4,6,15,6,4,1,2,1,0
"89140 Kotila-Törmänmäki   (Puolanka )",89,33,56,44,3,3,2,6,3,1,1,5,1,5,10,9,8,8,10,7,3,1,1,2
"89200 Puolanka Keskus   (Puolanka )",2233,1091,1142,53,28,45,102,55,35,50,62,52,60,76,79,114,179,206,247,240,224,164,93,122
"89210 Puokiovaara   (Puolanka )",65,27,38,43,2,6,5,0,2,1,3,1,8,2,1,2,8,2,8,3,3,4,1,3
"89320 Joukokylä   (Puolanka )",116,46,70,52,0,8,2,3,3,0,4,1,7,2,2,8,11,15,12,11,10,7,7,3
"89330 Suolijärvi   (Puolanka )",67,29,38,58,1,0,1,1,0,0,4,2,1,1,0,2,2,7,20,12,6,3,3,1
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2029,983,1046,53,35,48,77,44,31,30,63,72,58,63,63,106,173,164,245,232,172,146,100,107
"89430 Hoikka   (Hyrynsalmi )",42,17,25,47,1,0,3,4,1,1,0,1,2,1,4,2,1,3,5,5,5,2,1,0
"89440 Sakara   (Suomussalmi )",94,43,51,41,5,5,7,4,3,2,6,1,4,7,2,8,5,2,12,8,7,2,1,3
"89540 Moisiovaara   (Hyrynsalmi )",188,82,106,57,1,2,5,5,5,2,3,4,1,6,8,3,11,24,28,23,25,13,10,9
"89560 Karhuvaara   (Hyrynsalmi )",72,38,34,55,1,2,4,1,1,0,1,1,2,0,0,5,6,8,12,11,7,4,4,2
"89600 Ämmänsaari   (Suomussalmi )",5155,2641,2514,51,92,152,230,146,92,87,149,152,191,228,222,303,392,473,551,506,387,291,251,260
"89610 Jumaliskylä   (Suomussalmi )",57,25,32,56,1,2,1,0,0,0,1,2,0,2,5,5,5,3,5,8,6,6,3,2
"89640 Pesiökylä   (Suomussalmi )",110,50,60,44,1,8,6,4,4,2,2,2,6,5,7,8,8,15,12,10,5,1,3,1
"89660 Takalo   (Suomussalmi )",105,48,57,53,2,2,5,4,0,1,0,3,3,5,5,4,9,11,18,14,4,8,5,2
"89670 Näljänkä   (Suomussalmi )",213,88,125,56,3,4,2,3,7,3,4,7,8,3,4,14,19,19,25,27,20,19,13,9
"89680 Vaaranniva   (Suomussalmi )",92,38,54,60,1,0,2,1,0,0,1,4,3,2,2,3,6,10,11,15,11,11,6,3
"89730 Ahjola   (Suomussalmi )",30,14,16,57,0,0,0,0,3,1,0,0,0,0,2,2,2,4,5,4,2,1,3,1
"89740 Kianta   (Suomussalmi )",52,26,26,56,0,0,2,0,1,0,2,2,0,1,1,3,13,3,4,10,5,2,1,2
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",96,38,58,55,1,1,4,2,2,2,2,3,3,3,5,3,7,5,10,15,7,12,5,4
"89770 Peranka   (Suomussalmi )",45,24,21,55,0,0,1,2,0,0,2,0,0,3,0,4,7,4,6,6,3,7,0,0
"89780 Kaikkonen   (Suomussalmi )",59,24,35,57,0,1,1,0,1,0,1,1,2,0,3,7,6,8,8,4,5,6,0,5
"89800 Suomussalmi Keskus   (Suomussalmi )",1415,648,767,49,22,44,84,55,40,19,36,39,56,62,62,84,106,124,177,147,103,65,47,43
"89830 Ala-Vuokki   (Suomussalmi )",48,20,28,65,0,0,0,0,0,0,0,0,0,1,4,2,4,3,5,7,10,8,3,1
"89840 Ylä-Vuokki   (Suomussalmi )",57,20,37,63,0,0,0,0,0,1,0,1,2,2,2,2,5,5,6,12,6,7,2,4
"89920 Ruhtinansalmi   (Suomussalmi )",351,163,188,57,4,5,14,3,5,4,6,4,7,11,14,17,32,27,39,43,43,32,21,20
"90100 Oulu Keskus   (Oulu )",8266,4439,3827,43,106,116,127,77,77,196,1561,1229,632,438,301,282,341,398,457,487,458,339,322,322
"90120 Heinäpää   (Oulu )",6861,3633,3228,41,112,112,139,76,86,160,1130,1083,575,409,298,256,343,351,370,371,301,267,219,203
"90130 Raksila   (Oulu )",6180,3341,2839,41,125,152,174,70,76,157,918,867,555,378,242,237,256,324,325,372,296,258,221,177
"90140 Karjasilta   (Oulu )",3160,1727,1433,45,48,85,177,83,78,64,296,259,172,168,168,155,199,190,188,192,169,126,148,195
"90150 Höyhtyä   (Oulu )",5899,2977,2922,41,161,216,353,136,119,178,605,455,437,386,327,270,368,381,390,312,299,205,153,148
"90220 Kontinkangas   (Oulu )",653,359,294,34,8,14,19,12,11,44,172,92,51,30,27,21,24,31,35,25,15,11,6,5
"90230 Värttö-Maikkula   (Oulu )",7335,3859,3476,42,177,276,430,220,138,182,635,627,487,418,376,420,500,533,499,438,365,286,190,138
"90240 Iinatti   (Oulu )",6232,3154,3078,40,217,294,437,195,146,153,323,391,442,433,370,368,469,500,563,424,250,149,68,40
"90250 Kaukovainio   (Oulu )",6872,3493,3379,39,189,225,282,142,150,251,1084,755,451,362,304,314,357,408,411,353,279,217,179,159
"90310 Madekoski   (Oulu )",2818,1375,1443,36,100,177,315,173,97,86,106,93,179,212,207,231,221,151,155,133,65,53,44,20
"90400 Äimärautio   (Oulu )",11837,5941,5896,30,532,956,1520,536,280,334,1138,981,912,1066,996,665,510,365,300,269,199,124,92,62
"90410 Kaakkuri   (Oulu )",4259,2102,2157,37,164,242,360,196,99,122,214,252,303,315,235,300,397,374,245,181,105,75,52,28
"90440 Kempele Keskus   (Kempele )",9339,4746,4593,40,371,485,829,376,247,240,511,514,558,550,560,594,590,578,517,577,454,385,245,158
"90450 Honkanen   (Kempele )",7903,3902,4001,33,349,620,1000,428,239,201,270,314,505,709,659,578,520,404,313,323,235,125,71,40
"90460 Oulunsalo Keskus   (Oulu )",8906,4415,4491,35,406,629,1016,482,284,270,402,396,547,623,695,605,526,459,418,412,323,193,130,90
"90470 Varjakka   (Oulu )",1248,592,656,35,62,86,155,91,40,41,44,42,61,88,101,59,68,69,83,61,36,32,20,9
"90480 Hailuoto   (Hailuoto )",959,462,497,51,22,35,55,17,13,11,22,26,35,44,42,53,71,73,83,102,113,68,44,30
"90500 Tuira   (Oulu )",8275,4434,3841,44,181,201,182,94,94,240,1106,969,668,453,361,330,380,420,523,549,511,369,317,327
"90510 Hietasaari   (Oulu )",1769,934,835,41,63,54,66,35,22,34,124,190,190,168,112,85,111,125,97,103,83,26,37,44
"90520 Taskila-Toppila   (Oulu )",5647,2726,2921,36,198,212,291,122,109,197,817,626,459,407,338,344,303,346,303,264,169,78,36,28
"90530 Välivainio   (Oulu )",5736,2883,2853,40,105,120,180,63,61,152,1064,734,455,321,240,246,316,347,374,334,286,157,102,79
"90540 Kuivasjärvi   (Oulu )",11858,5896,5962,30,649,1112,1650,651,337,235,401,665,994,1271,1123,711,550,431,393,343,183,95,29,35
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",4422,2271,2151,43,151,180,274,115,83,92,389,291,289,273,232,188,250,269,300,318,251,175,152,150
"90560 Koskela-Oulu   (Oulu )",2971,1514,1457,43,69,111,161,80,48,68,269,198,206,180,184,147,207,215,207,152,161,141,98,69
"90570 Kaijonharju-Linnanmaa   (Oulu )",7424,3277,4147,32,263,267,295,115,69,139,1624,1361,944,547,334,241,233,237,264,210,140,76,33,32
"90580 Rajakylä   (Oulu )",4362,2098,2264,42,125,177,237,142,105,112,292,264,263,288,303,283,336,314,292,266,225,163,108,67
"90590 Teknologiakylä   (Oulu )",189,89,100,23,2,2,0,0,2,35,104,28,7,5,1,0,1,1,1,0,0,0,0,0
"90620 Rusko-Heikinharju   (Oulu )",550,233,317,42,22,30,44,16,5,4,16,28,36,43,38,38,43,28,40,49,30,23,5,12
"90630 Korvensuora   (Oulu )",7575,3687,3888,34,358,549,793,337,202,165,273,447,630,672,695,547,489,401,330,316,177,95,53,46
"90650 Haapalehto   (Oulu )",10411,5273,5138,41,322,519,761,382,263,273,498,600,645,691,705,663,785,730,611,635,558,368,203,199
"90660 Sanginsuu   (Oulu )",630,289,341,45,12,21,54,31,12,11,15,14,32,26,37,47,51,63,61,62,35,21,10,15
"90670 Hiukkavaara   (Oulu )",2421,1200,1221,27,275,278,179,43,21,36,134,320,341,239,137,83,81,78,65,44,26,10,11,20
"90800 Pateniemi   (Oulu )",7884,3902,3982,41,223,388,639,330,231,193,260,308,454,474,534,574,708,658,541,468,356,239,177,129
"90810 Kiviniemi   (Oulu )",2857,1415,1442,39,79,143,310,151,99,84,81,81,140,175,243,255,219,194,175,175,146,59,34,14
"90820 Kello   (Oulu )",3311,1604,1707,37,127,233,379,202,103,82,94,88,163,239,273,265,194,168,208,211,116,79,57,30
"90830 Haukipudas Keskus   (Oulu )",8377,4258,4119,38,323,566,896,413,245,217,321,323,439,596,642,583,479,454,481,461,343,239,196,160
"90840 Haukipudas Asemanseutu   (Oulu )",1940,911,1029,34,76,132,253,127,82,60,74,75,119,125,155,104,121,94,101,114,71,33,13,11
"90850 Martinniemi   (Oulu )",2289,1108,1181,37,88,185,252,116,60,42,63,81,164,185,187,143,137,137,133,95,96,53,41,31
"90860 Halosenniemi   (Oulu )",534,253,281,40,17,38,57,31,19,11,10,14,19,29,41,29,30,37,48,48,25,12,11,8
"90900 Kiiminki Keskus   (Oulu )",6757,3359,3398,36,296,486,827,393,224,162,247,255,386,509,505,406,405,350,311,352,275,180,100,88
"90910 Kontio   (Oulu )",1713,816,897,31,90,166,250,115,71,54,39,53,97,119,144,114,90,93,82,54,36,18,20,8
"90940 Jääli   (Oulu )",5106,2490,2616,37,192,284,512,276,140,121,195,220,324,333,424,410,378,289,281,296,218,106,57,50
"91100 Ii Keskus   (Ii )",6506,3181,3325,37,293,486,730,309,185,153,271,304,414,437,381,370,372,402,347,351,240,172,144,145
"91110 Ii Asemanseutu   (Ii )",880,423,457,37,33,58,98,56,33,20,32,37,37,65,49,42,60,57,51,56,35,24,26,11
"91140 Olhava   (Ii )",370,156,214,49,5,9,21,15,6,8,11,8,16,15,24,19,36,38,30,36,28,15,14,16
"91150 Yli-Olhava   (Ii )",163,73,90,45,5,7,11,6,5,3,4,6,9,7,9,8,13,13,15,15,7,5,9,6
"91200 Yli-Ii Keskus   (Oulu )",1255,606,649,41,57,86,124,68,35,29,42,44,63,60,46,65,70,92,92,81,52,55,45,49
"91210 Jakkukylä   (Ii )",461,218,243,38,22,32,60,25,16,13,20,13,25,25,18,14,34,36,20,20,21,15,15,17
"91240 Tannila   (Oulu )",198,92,106,50,3,3,14,7,2,4,8,3,6,9,11,11,13,22,20,22,10,10,12,8
"91260 Pahkakoski-Räinä   (Oulu )",117,52,65,53,2,5,5,1,0,0,2,1,7,4,5,1,11,14,20,16,6,13,3,1
"91300 Ylikiiminki Keskus   (Oulu )",3274,1509,1765,39,118,245,402,157,81,43,81,128,179,234,171,173,211,204,225,235,157,95,79,56
"91310 Arkala   (Oulu )",199,92,107,38,7,17,17,12,5,1,2,13,11,17,14,7,15,23,14,13,3,5,0,3
"91410 Jokirinne   (Muhos )",1036,499,537,33,50,91,141,68,40,26,29,44,57,73,65,64,64,73,54,40,22,15,12,8
"91430 Leppiniemi   (Muhos )",129,59,70,32,5,8,18,5,6,6,4,10,7,13,4,6,11,14,7,4,1,0,0,0
"91500 Muhos Keskus   (Muhos )",7263,3546,3717,39,284,465,728,370,230,175,240,329,413,470,463,367,460,460,481,426,293,232,174,203
"91510 Rova   (Muhos )",484,253,231,39,24,31,39,30,10,10,16,12,37,34,41,27,28,29,30,25,25,9,13,14
"91560 Kylmälänkylä   (Muhos )",122,57,65,42,2,8,6,10,4,3,4,4,5,4,5,10,15,14,13,4,3,3,3,2
"91600 Utajärvi Keskus   (Utajärvi )",2041,1004,1037,46,36,104,158,102,42,46,75,64,91,89,102,101,138,162,180,160,118,92,86,95
"91620 Sanginkylä   (Utajärvi )",180,76,104,45,3,13,11,9,6,3,1,6,8,8,8,9,13,17,14,22,19,5,4,1
"91630 Juorkuna   (Utajärvi )",92,42,50,64,0,0,1,0,0,1,0,1,1,1,2,3,10,11,10,22,13,3,6,7
"91640 Särkijärvi   (Utajärvi )",96,46,50,60,1,1,2,1,0,0,3,2,3,0,1,4,8,12,11,13,12,8,9,5
"91660 Ahmas   (Utajärvi )",275,117,158,48,2,4,16,9,6,7,19,17,7,8,8,8,30,32,33,22,15,12,10,10
"91670 Rokua   (Utajärvi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1511,773,738,51,28,43,81,54,37,22,56,47,39,51,54,55,116,145,144,136,124,100,81,98
"91710 Jylhämä   (Vaala )",47,22,25,55,0,2,1,1,1,0,0,0,0,1,4,5,5,4,5,8,6,3,1,0
"91720 Oterma   (Vaala )",58,22,36,59,0,0,2,0,1,2,0,1,2,0,0,3,8,10,4,7,8,4,1,5
"91730 Kankari   (Vaala )",107,48,59,54,1,1,6,4,1,3,2,1,1,4,4,9,7,9,8,18,10,11,6,1
"91740 Jaalanka-Liminpuro   (Vaala )",114,47,67,58,2,3,3,1,0,1,1,1,1,3,3,4,12,16,17,16,6,15,5,4
"91750 Liminpuro   (Vaala )",62,24,38,51,2,2,4,2,1,1,0,1,4,2,4,2,4,0,9,9,3,4,7,1
"91760 Säräisniemi   (Vaala )",274,134,140,55,5,2,7,9,3,7,10,5,5,5,9,13,25,26,31,41,35,17,11,8
"91780 Neittävä   (Vaala )",107,48,59,48,3,1,8,4,2,2,6,5,2,3,0,5,13,16,12,2,5,10,6,2
"91790 Nuojua   (Vaala )",161,77,84,40,8,13,12,7,6,7,5,7,5,7,9,10,12,13,8,8,8,5,5,6
"91800 Tyrnävä   (Tyrnävä )",5899,2883,3016,32,319,551,860,338,203,144,190,273,400,422,332,317,322,287,284,227,148,111,93,78
"91900 Liminka Keskus   (Liminka )",6273,3049,3224,33,349,558,824,371,190,148,239,280,414,479,477,347,330,262,257,235,175,142,97,99
"91910 Tupos   (Liminka )",3311,1631,1680,26,157,343,617,282,172,99,86,103,197,264,334,246,146,75,76,59,29,14,5,7
"91930 Ala-Temmes   (Liminka )",445,205,240,40,16,19,46,23,10,12,11,14,26,33,39,23,23,29,29,35,25,10,16,6
"91950 Temmes   (Liminka )",654,325,329,42,20,34,71,26,12,11,26,28,31,34,43,37,31,54,47,48,31,31,19,20
"91980 Lumijoki   (Lumijoki )",2030,993,1037,36,100,152,260,121,55,53,80,90,117,125,118,85,105,109,119,123,69,63,45,41
"92100 Raahe Keskus   (Raahe )",4218,2251,1967,47,101,146,195,82,78,106,306,253,241,217,204,213,236,280,332,334,321,230,156,187
"92120 Ollinsaari-Mestauskallio   (Raahe )",2914,1362,1552,41,100,143,229,89,66,55,139,166,209,165,188,171,191,171,262,224,174,101,43,28
"92130 Isoholmi-Antinkangas   (Raahe )",3125,1577,1548,44,79,162,224,114,70,74,117,124,161,176,194,174,171,182,297,272,250,149,90,45
"92140 Pattijoki Keskus   (Raahe )",6314,3079,3235,37,279,427,689,335,189,169,212,296,333,420,395,402,362,355,377,394,305,182,95,98
"92150 Kummatti-Junnilanmäki   (Raahe )",1291,629,662,44,31,44,70,36,29,38,72,74,81,81,77,85,92,70,92,102,71,67,40,39
"92160 Saloinen   (Raahe )",1764,850,914,43,49,101,161,73,53,37,45,51,86,101,120,105,91,103,133,188,145,66,38,18
"92180 Lapaluoto   (Raahe )",135,62,73,55,2,1,3,2,1,1,1,3,5,11,4,8,13,16,18,22,10,7,3,4
"92210 Arkkukari   (Raahe )",912,440,472,35,43,69,130,74,41,23,21,22,37,61,60,52,30,49,58,47,38,22,15,20
"92220 Piehinki   (Raahe )",639,303,336,43,13,27,50,27,18,11,24,23,27,41,59,55,38,38,57,46,41,18,13,13
"92230 Mattilanperä   (Raahe )",232,111,121,39,10,10,22,13,12,4,4,12,12,9,24,14,19,19,11,10,4,12,9,2
"92240 Lasikangas   (Raahe )",295,130,165,41,14,22,21,12,6,3,7,12,12,20,17,28,14,22,28,20,19,5,8,5
"92260 Kopsa   (Raahe )",301,142,159,45,9,16,24,9,5,5,4,11,22,16,15,18,15,21,37,32,15,8,9,10
"92320 Siikajoki Keskus   (Siikajoki )",993,470,523,41,31,55,101,56,30,24,39,38,38,55,54,42,45,81,79,83,49,34,24,35
"92330 Karinkanta   (Siikajoki )",216,95,121,45,7,11,18,9,2,6,1,7,10,12,7,8,16,30,26,9,15,8,6,8
"92350 Revonlahti   (Siikajoki )",792,377,415,36,38,56,89,48,19,27,32,25,41,61,62,26,46,46,61,49,40,9,6,11
"92400 Ruukki Keskus   (Siikajoki )",1728,872,856,42,57,105,157,63,41,43,67,74,87,94,92,101,101,121,140,145,91,49,44,56
"92430 Paavola-Huumola   (Siikajoki )",935,443,492,43,26,51,87,37,30,26,28,36,57,43,36,40,60,69,73,72,64,30,40,30
"92440 Saarikoski   (Siikajoki )",39,15,24,46,1,1,0,3,0,0,2,2,2,2,0,1,6,7,7,2,2,1,0,0
"92450 Luohua   (Siikajoki )",343,165,178,36,12,36,40,22,9,10,12,13,19,21,21,9,15,21,22,22,9,8,12,10
"92470 Tuomioja   (Siikajoki )",263,120,143,41,15,19,21,11,4,2,4,13,13,25,17,12,16,12,25,17,15,10,6,6
"92500 Rantsila Keskus   (Siikalatva )",1464,665,799,45,41,59,134,63,27,27,46,44,70,84,68,67,108,125,109,95,90,84,68,55
"92520 Sipola   (Siikalatva )",67,28,39,50,1,1,5,1,3,1,2,0,3,1,4,6,8,5,5,6,7,3,3,2
"92530 Mankila   (Siikalatva )",163,80,83,45,2,4,16,10,5,4,4,6,1,8,9,10,19,11,18,10,4,9,7,6
"92600 Pulkkila Keskus   (Siikalatva )",1157,575,582,48,35,52,70,36,23,20,33,37,56,63,48,81,67,76,90,109,95,63,43,60
"92610 Vorna   (Siikalatva )",87,40,47,45,1,3,7,6,3,3,2,1,2,8,5,2,8,7,6,9,3,5,2,4
"92620 Piippola Keskus   (Siikalatva )",877,407,470,46,25,34,54,29,12,22,48,33,49,43,34,54,65,66,75,73,55,45,34,27
"92640 Leskelä   (Siikalatva )",194,85,109,48,3,6,7,5,5,1,7,6,13,7,14,18,19,16,14,19,8,13,12,1
"92650 Laakkola   (Siikalatva )",186,82,104,41,11,11,14,6,4,4,9,12,10,8,3,8,13,18,21,8,7,5,5,9
"92700 Kestilä   (Siikalatva )",1220,577,643,51,23,38,60,33,28,31,40,38,37,51,48,69,92,106,114,109,99,70,64,70
"92810 Pelsonsuo   (Vaala )",152,76,76,44,3,6,15,9,3,3,5,4,9,7,7,13,9,6,19,10,10,6,4,4
"92830 Veneheitto   (Vaala )",249,105,144,47,6,7,15,5,8,3,7,9,12,19,17,13,15,21,30,27,15,8,6,6
"92910 Tavastkenkä   (Pyhäntä )",280,117,163,43,9,7,22,8,6,8,18,17,15,14,13,6,21,34,16,26,16,13,4,7
"92920 Ahokylä   (Pyhäntä )",71,27,44,43,2,4,5,1,2,1,2,3,4,3,3,3,7,8,16,5,2,0,0,0
"92930 Pyhäntä   (Pyhäntä )",1200,597,603,40,52,74,113,58,31,27,59,49,50,66,60,52,63,93,99,92,50,52,34,26
"93100 Pudasjärvi Keskus   (Pudasjärvi )",4935,2466,2469,46,147,240,339,174,117,103,186,221,189,212,200,218,328,365,404,427,308,299,235,223
"93140 Kipinä   (Pudasjärvi )",454,191,263,45,12,29,30,18,14,7,13,14,21,22,13,22,36,47,38,35,28,25,17,13
"93160 Hetejärvi   (Pudasjärvi )",256,105,151,42,11,18,25,8,6,4,10,6,15,9,15,14,24,18,10,18,12,14,9,10
"93170 Yli-Kollaja   (Pudasjärvi )",99,43,56,42,3,8,8,4,2,2,5,2,5,3,6,6,3,11,7,7,8,6,2,1
"93180 Ikosenniemi   (Pudasjärvi )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",139,60,79,50,0,4,7,6,4,2,2,6,5,4,6,7,12,19,16,14,9,6,7,3
