"Postal code area","Households, total, 2015 (TE)","Average size of households, 2015 (TE)","Occupancy rate, 2015 (TE)","Young single persons, 2015 (TE)","Young couples without children, 2015 (TE)","Households with children, 2015 (TE)","Households with small children, 2015 (TE)","Households with children under school age, 2015 (TE)","Households with school-age children, 2015 (TE)","Households with teenagers, 2015 (TE)","Adult households, 2015 (TE)","Pensioner households, 2015 (TE)","Households living in owner-occupied dwellings, 2015 (TE)","Households living in rented dwellings, 2015 (TE)","Households living in other dwellings, 2015 (TE)"
"48770 Ristinkallio   (Kotka )",933,2.0,43.6,48,18,204,52,98,72,88,394,336,726,200,7
"48800 Otsola-Mäntykangas   (Kotka )",913,2.4,41.7,23,32,289,70,162,143,91,357,270,857,45,11
"48810 Rantahaka   (Kotka )",318,2.4,42.3,11,7,95,28,47,45,39,115,109,285,24,9
"48900 Sunila   (Kotka )",729,1.9,37.8,84,17,141,38,65,62,62,401,188,423,288,18
"48910 Suulisniemi   (Kotka )",709,2.1,40.4,46,21,160,33,71,61,71,332,218,541,156,12
"48930 Tiutinen   (Kotka )",147,2.3,46.4,3,4,43,7,14,23,17,55,49,133,8,6
"49200 Heinlahti   (Pyhtää )",306,2.5,49.6,3,5,102,25,58,53,34,96,109,293,9,4
"49210 Huutjärvi   (Pyhtää )",457,2.2,46.0,20,8,112,23,54,52,51,183,162,393,60,4
"49220 Siltakylä   (Pyhtää )",800,2.2,47.4,22,9,207,42,88,91,86,320,278,700,81,19
"49240 Purolanlahti   (Pyhtää )",172,2.3,46.0,2,2,33,11,21,15,13,68,71,160,4,8
"49270 Pyhtää kk   (Pyhtää )",440,2.0,45.0,25,10,80,17,39,36,31,201,160,347,79,14
"49290 Vastila   (Pyhtää )",187,2.3,46.9,1,6,41,9,14,16,22,74,75,175,6,6
"49300 Tavastila   (Kotka )",300,2.3,41.1,7,6,87,14,38,37,44,113,105,282,6,12
"49340 Juurikorpi   (Kotka )",61,2.2,41.3,1,0,16,3,6,6,11,20,25,58,2,1
"49400 Hamina Keskus   (Hamina )",5255,1.9,43.7,379,131,959,204,415,411,431,2208,2109,3843,1302,110
"49410 Poitsila   (Hamina )",976,2.0,40.4,99,30,209,50,108,90,70,495,276,645,321,10
"49420 Uusi-Summa   (Hamina )",957,2.1,43.4,66,30,229,72,131,95,67,439,290,782,160,15
"49460 Hillo   (Hamina )",682,1.7,42.1,72,18,98,18,40,46,41,350,237,411,262,9
"49480 Vanha-Summa   (Hamina )",204,2.3,47.8,5,1,56,7,21,29,30,87,61,194,3,7
"49490 Neuvoton   (Hamina )",639,2.2,44.0,21,16,166,34,71,82,78,264,211,528,98,13
"49510 Husula   (Hamina )",621,1.9,42.6,48,12,113,23,53,54,40,268,241,441,173,7
"49520 Reitkalli   (Hamina )",126,2.1,49.5,4,2,23,5,8,8,14,56,47,119,1,6
"49540 Metsäkylä   (Hamina )",207,2.3,47.3,5,3,54,11,21,29,21,66,90,193,9,5
"49570 Kannusjärvi   (Hamina )",190,2.2,51.4,4,2,41,5,14,17,26,71,82,183,5,2
"49610 Sivatti   (Hamina )",42,2.3,46.3,2,3,6,0,5,4,1,18,19,41,1,0
"49630 Vehkajoki   (Hamina )",40,1.9,54.7,1,0,7,2,2,3,3,17,16,34,5,1
"49640 Paijärvi   (Hamina )",83,1.9,51.6,2,1,16,3,7,8,4,32,37,80,3,0
"49660 Pyhältö   (Hamina )",264,2.3,47.2,3,2,58,12,24,31,29,98,110,245,12,7
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",452,1.9,44.9,16,7,73,6,20,35,41,158,224,289,153,10
"49720 Hurttala   (Miehikkälä )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49730 Muurikkala   (Miehikkälä )",150,2.1,48.0,2,4,35,4,8,18,19,52,66,125,23,2
"49750 Kalliokoski   (Miehikkälä )",72,2.0,52.7,2,1,11,3,7,7,3,28,33,67,1,4
"49760 Suur-Miehikkälä   (Miehikkälä )",104,2.2,47.0,2,2,23,5,9,7,11,36,49,89,11,4
"49770 Salo-Miehikkälä   (Miehikkälä )",110,2.1,49.9,2,1,19,4,6,8,6,42,50,103,5,2
"49780 Onkamaa   (Hamina )",50,1.9,57.9,1,3,7,0,1,2,5,27,16,45,2,3
"49840 Mäntlahti   (Hamina )",80,1.7,56.6,3,2,4,0,2,2,1,28,49,72,4,4
"49860 Klamila   (Virolahti )",340,2.0,50.4,16,6,55,13,26,31,21,149,138,295,36,9
"49900 Virolahti Keskus   (Virolahti )",963,2.0,46.6,45,14,182,37,74,99,68,391,392,709,234,20
"49930 Vaalimaa   (Virolahti )",74,2.4,53.4,0,0,16,4,8,9,5,24,35,67,7,0
"49960 Ala-Pihlaja   (Virolahti )",106,2.0,51.5,3,2,16,4,6,7,8,44,46,100,4,2
"49980 Ravijoki   (Virolahti )",121,2.2,49.1,3,2,23,10,13,10,8,54,47,107,13,1
"50100 Mikkeli Keskus   (Mikkeli )",5926,1.6,39.6,1229,393,525,131,260,199,173,3243,2168,3155,2651,120
"50120 Siekkilä   (Mikkeli )",875,1.8,39.4,137,41,158,34,65,66,57,429,293,569,293,13
"50130 Nuijamies   (Mikkeli )",1608,1.9,39.6,184,85,264,68,121,107,116,792,557,999,584,25
"50150 Karkialampi   (Mikkeli )",628,2.1,38.8,64,20,181,41,74,80,72,338,110,293,332,3
"50160 Kattilansilta   (Mikkeli )",1514,1.7,39.8,198,76,203,57,93,86,65,800,515,808,689,17
"50170 Peitsari   (Mikkeli )",2894,2.0,39.5,233,126,677,189,350,316,252,1389,831,1864,1000,30
"50180 Visulahti   (Mikkeli )",291,2.8,41.1,3,8,124,29,49,67,60,107,62,268,22,1
"50190 Tuppurala   (Mikkeli )",2653,1.8,39.4,277,121,460,117,235,197,183,1298,902,1391,1237,25
"50200 Kovala   (Mikkeli )",245,2.6,44.1,4,5,73,28,41,40,31,86,86,237,2,6
"50300 Rämälä   (Mikkeli )",142,2.4,47.9,5,6,37,9,18,17,16,60,47,135,4,3
"50350 Norola   (Mikkeli )",133,2.5,46.8,3,1,40,8,18,20,17,56,37,127,6,0
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",739,2.0,41.8,49,36,155,47,87,71,42,399,188,479,251,9
"50520 Moision Sairaala-alue   (Mikkeli )",83,1.4,47.6,31,2,6,2,3,2,1,60,18,40,43,0
"50600 Karikko   (Mikkeli )",1975,2.4,41.7,96,74,642,150,295,318,268,779,562,1633,320,22
"50670 Otava   (Mikkeli )",866,2.2,40.6,36,24,233,68,114,117,96,371,270,669,177,20
"50700 Syysjärvi   (Mikkeli )",212,2.5,50.2,8,4,60,10,20,33,32,90,63,184,23,5
"50770 Korpikoski   (Mikkeli )",113,2.2,51.4,4,1,26,8,13,10,11,49,40,107,4,2
"50800 Annilanselkä   (Mikkeli )",241,2.3,53.6,4,5,60,11,26,28,26,80,104,231,4,6
"50970 Ihastjärvi   (Mikkeli )",1087,2.3,37.5,167,80,340,82,160,173,138,565,184,621,458,8
"51130 Vanhamäki   (Mikkeli )",80,2.1,54.2,2,0,10,2,6,6,5,33,37,72,5,3
"51200 Kangasniemi Keskus   (Kangasniemi )",2086,1.8,45.6,127,37,305,75,153,138,115,794,998,1475,549,62
"51260 Tahkomäki   (Kangasniemi )",66,2.5,44.4,3,0,17,4,7,11,10,21,29,61,2,3
"51270 Kutemajärvi   (Kangasniemi )",107,2.1,56.5,2,0,18,4,4,5,13,37,53,100,3,4
"51310 Levä   (Kangasniemi )",70,1.9,59.0,1,0,8,1,3,6,3,27,37,65,3,2
"51335 Kaihlamäki   (Kangasniemi )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",137,2.3,46.8,0,0,31,4,11,13,15,36,70,133,0,4
"51360 Koivula-Synsiö   (Kangasniemi )",90,2.1,52.7,1,1,13,4,6,6,6,31,47,86,1,3
"51380 Synsiö   (Kangasniemi )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",106,2.4,46.9,2,1,25,6,8,12,17,39,48,98,7,1
"51430 Läsäkoski   (Kangasniemi )",44,1.8,60.4,1,1,2,0,0,2,0,20,22,44,0,0
"51440 Vuojalahti   (Kangasniemi )",114,2.2,49.3,2,3,16,3,4,10,7,50,49,111,2,1
"51450 Pajulankylä   (Mikkeli )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51460 Luusniemi   (Kangasniemi )",98,2.2,51.0,1,3,17,3,8,12,8,40,41,92,3,3
"51520 Hiirola   (Mikkeli )",199,2.2,44.5,9,6,50,11,20,20,23,79,72,186,10,3
"51540 Kalvitsa   (Mikkeli )",158,2.1,48.5,4,4,27,10,15,10,12,64,71,144,10,4
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",749,1.9,46.3,27,10,121,28,62,59,47,266,366,534,197,18
"51620 Pitkäaho   (Mikkeli )",13,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",75,2.0,59.6,1,0,12,3,3,4,10,26,40,71,2,2
"51720 Rahula   (Mikkeli )",192,2.6,46.6,4,5,58,17,28,29,23,80,55,189,0,3
"51740 Huuhanaho   (Mikkeli )",104,2.1,48.0,2,1,17,4,9,8,5,48,39,100,3,1
"51760 Nuutilanmäki   (Juva )",135,2.3,51.8,1,1,35,5,10,19,19,51,53,125,6,4
"51780 Kuosmala   (Juva )",69,2.1,49.3,0,0,11,2,5,5,2,24,38,60,7,2
"51810 Maivala   (Juva )",72,2.2,48.0,0,0,19,4,10,7,7,17,37,66,2,4
"51820 Hatsola   (Juva )",131,2.1,51.9,3,1,25,5,10,8,12,59,48,121,9,1
"51850 Vuorenmaa   (Juva )",105,2.1,51.6,3,2,15,4,7,7,5,40,52,97,5,3
"51860 Narila   (Juva )",35,2.2,47.5,0,0,7,1,4,3,2,13,16,32,1,2
"51880 Koikkala   (Juva )",116,2.1,53.1,1,3,18,1,3,14,9,38,60,108,6,2
"51890 Risulahti   (Juva )",35,2.5,51.1,1,1,7,1,1,3,5,14,15,34,0,1
"51900 Juva Keskus   (Juva )",2347,1.9,43.9,132,46,384,94,168,154,184,895,1082,1658,629,60
"51930 Paatela   (Juva )",75,2.4,43.7,2,0,17,3,6,10,9,32,27,68,3,4
"51940 Härkälä   (Juva )",58,2.1,55.5,3,1,10,2,4,2,6,26,23,55,0,3
"51980 Lauteala   (Juva )",106,2.3,56.1,2,0,19,4,6,4,15,39,53,97,4,5
"52100 Anttola   (Mikkeli )",756,2.0,47.9,8,5,144,34,59,65,63,247,370,612,126,18
"52110 Majavesi   (Mikkeli )",177,2.2,53.6,7,5,37,12,17,16,15,70,73,174,0,3
"52150 Hauhala   (Mikkeli )",62,2.1,51.5,3,0,6,1,1,2,5,29,29,54,5,3
"52200 Puumala Keskus   (Puumala )",987,1.8,50.0,18,6,114,18,43,56,55,349,528,742,223,22
"52230 Hurissalo   (Puumala )",113,2.0,56.2,1,1,11,4,4,6,5,44,58,110,1,2
"52270 Ryhälä   (Puumala )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1455,2.0,45.0,76,28,313,65,135,135,153,535,608,1111,307,37
"52320 Vitsiälä   (Mikkeli )",158,2.2,47.1,7,5,34,9,16,21,12,81,45,146,6,6
"52330 Heimari   (Mikkeli )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",103,2.0,51.9,1,4,19,3,6,10,9,35,49,97,4,2
"52360 Someenjärvi   (Mikkeli )",54,1.9,56.3,1,2,4,0,1,2,3,18,35,53,0,1
"52420 Pellosniemi   (Mikkeli )",351,1.9,44.0,16,3,52,11,25,21,26,155,150,224,116,11
"52510 Hietanen   (Hirvensalmi )",240,2.1,48.9,1,4,47,13,22,19,23,95,100,220,8,12
"52520 Syväsmäki   (Hirvensalmi )",65,2.4,43.1,4,2,19,6,7,6,9,27,21,59,3,3
"52550 Hirvensalmi Keskus   (Hirvensalmi )",894,1.8,47.2,23,15,114,18,43,39,67,350,439,650,216,28
"52610 Tuukkalanlahti   (Hirvensalmi )",60,1.9,48.5,0,0,7,3,3,3,3,27,27,53,4,3
"52620 Kuitula   (Hirvensalmi )",47,2.0,54.8,0,1,9,1,3,3,6,18,21,45,1,1
"52700 Mäntyharju Keskus   (Mäntyharju )",2678,1.9,44.9,146,36,428,102,188,200,191,1039,1223,1906,721,51
"52720 Karankamäki-Koirakivi   (Mäntyharju )",57,1.8,53.0,2,1,5,1,4,3,0,27,26,52,3,2
"52730 Koirakivi   (Mäntyharju )",39,1.9,57.7,0,0,7,2,3,4,2,11,22,38,0,1
"52740 Tuustaipale   (Mäntyharju )",141,2.0,53.4,2,2,22,5,9,15,9,58,62,126,8,7
"52760 Mynttilä   (Mäntyharju )",46,2.2,43.2,1,2,8,6,6,2,2,15,24,46,0,0
"52780 Kuomiokoski   (Mikkeli )",67,1.6,49.9,1,1,4,1,1,0,3,27,36,43,20,4
"52830 Suomenniemi   (Mikkeli )",339,1.9,47.3,6,3,46,9,19,21,21,130,167,283,48,8
"52850 Halmeniemi   (Mäntyharju )",67,1.9,52.6,0,2,6,2,5,3,0,23,38,63,2,2
"52890 Käävänkylä   (Mäntyharju )",50,1.8,58.6,0,0,2,1,1,1,1,19,29,47,1,2
"52920 Voikoski   (Kouvola )",66,2.0,50.9,2,0,6,0,4,5,3,23,37,59,1,6
"52960 Nurmaa   (Mäntyharju )",60,1.9,51.2,1,1,9,1,2,4,5,30,22,58,2,0
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",41,2.2,49.1,0,0,3,2,2,1,1,22,17,38,3,0
"52980 Ahvenainen   (Mäntyharju )",36,2.0,53.0,0,0,5,1,1,3,4,10,21,35,1,0
"53100 Lappeenranta keskus   (Lappeenranta )",6600,1.5,38.9,1116,384,644,157,296,242,264,3308,2662,3623,2833,144
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",397,1.8,35.1,67,20,81,28,49,21,25,242,74,95,301,1
"53200 Kaukas-Tirilä   (Lappeenranta )",863,1.8,38.3,88,35,150,38,66,56,65,455,261,414,438,11
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3920,2.0,40.2,321,137,882,209,402,395,352,1912,1133,2634,1236,50
"53400 Laihia   (Lappeenranta )",774,2.6,42.0,14,21,279,66,127,140,121,297,203,744,14,16
"53420 Mustola   (Lappeenranta )",247,2.4,42.0,4,15,80,22,41,32,27,92,76,195,49,3
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2205,2.3,39.1,170,105,714,176,336,309,287,999,500,1642,535,28
"53550 Kourulanmäki   (Lappeenranta )",419,2.5,38.6,18,21,156,39,72,75,59,179,84,325,87,7
"53600 Kesämäki   (Lappeenranta )",1388,1.7,38.0,222,77,169,46,74,72,63,726,493,741,618,29
"53650 Mattila-Kuusela   (Lappeenranta )",923,2.2,41.5,46,14,223,49,94,95,102,383,324,718,190,15
"53810 Kuusimäki-Lavola   (Lappeenranta )",2170,1.7,39.2,374,148,299,75,142,125,100,1175,700,1289,855,26
"53830 Rutola   (Lappeenranta )",252,2.8,42.5,1,9,111,27,54,52,46,87,54,248,1,3
"53850 Skinnarila   (Lappeenranta )",5438,2.0,38.4,1024,343,1228,356,664,558,403,3160,1063,2567,2836,35
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1797,1.6,36.1,389,160,198,69,108,65,58,1200,403,790,981,26
"53920 Voisalmi   (Lappeenranta )",1795,1.8,38.9,215,79,313,96,161,120,116,932,554,994,780,21
"53950 Kivisalmi   (Lappeenranta )",1076,2.0,40.6,100,29,239,60,108,107,91,549,295,619,446,11
"54100 Joutseno Keskus   (Lappeenranta )",2610,2.0,43.8,128,63,513,123,242,237,213,1085,1022,2028,536,46
"54110 Lampikangas   (Lappeenranta )",530,2.0,43.1,26,20,123,37,65,49,34,253,155,406,117,7
"54120 Pulp   (Lappeenranta )",826,2.2,39.6,47,19,232,58,114,88,91,377,223,586,229,11
"54190 Konnunsuo   (Lappeenranta )",37,2.0,45.9,2,2,6,3,3,1,3,21,11,28,7,2
"54230 Nuijamaa   (Lappeenranta )",306,2.2,48.3,9,6,57,15,29,28,25,124,129,257,40,9
"54250 Rapattila   (Lappeenranta )",77,2.1,59.3,3,1,13,1,6,4,5,28,38,69,1,7
"54260 Hanhijärvi   (Lappeenranta )",291,2.7,47.9,5,2,99,17,49,58,42,106,88,284,2,5
"54270 Vainikkala   (Lappeenranta )",218,2.2,48.3,2,4,44,10,17,19,22,78,101,192,24,2
"54300 Vilkjärvi   (Lappeenranta )",248,2.5,46.2,8,7,73,21,32,37,36,85,95,231,6,11
"54310 Hytti   (Lappeenranta )",163,2.7,44.5,5,2,64,16,31,32,25,59,43,154,2,7
"54330 Simola   (Lappeenranta )",183,2.3,45.5,2,1,46,12,23,27,20,75,62,168,10,5
"54390 Pulsa   (Lappeenranta )",74,2.1,45.3,3,1,9,4,5,3,3,31,35,74,0,0
"54410 Ylämaa Keskus   (Lappeenranta )",455,2.0,47.8,10,9,75,15,36,35,38,173,209,360,79,16
"54430 Hujakkala   (Lappeenranta )",76,2.1,51.2,1,0,12,2,6,10,2,30,34,70,5,1
"54460 Ylijärvi   (Lappeenranta )",47,1.9,52.4,0,2,9,1,4,5,4,17,21,44,1,2
"54490 Ahomäki   (Miehikkälä )",95,1.9,52.3,2,1,5,1,2,3,3,48,43,86,4,5
"54500 Taavetti-Somerharju   (Luumäki )",1517,1.8,47.5,64,20,210,42,92,89,100,570,744,1067,423,27
"54510 Uro   (Luumäki )",179,2.4,52.0,5,4,47,9,20,25,25,75,59,162,9,8
"54530 Luumäki   (Luumäki )",572,2.1,48.8,19,11,129,28,55,60,55,253,196,463,101,8
"54550 Suo-Anttila   (Luumäki )",37,2.3,49.1,0,0,7,0,3,5,6,10,20,33,1,3
"54580 Somerharju   (Luumäki )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",59,2.2,47.5,1,1,12,2,5,5,7,19,29,59,0,0
"54710 Lemi Keskus   (Lemi )",679,1.9,46.4,26,10,122,31,59,53,42,246,313,513,145,21
"54720 Laksiainen   (Lemi )",69,2.3,49.5,3,0,17,6,9,5,8,24,29,62,2,5
"54750 Välijoki   (Savitaipale )",127,2.2,48.9,4,0,25,5,10,12,13,44,60,119,3,5
"54770 Heituinlahti   (Savitaipale )",255,2.1,50.3,4,0,40,9,16,14,22,95,121,236,12,7
"54800 Savitaipale Keskus   (Savitaipale )",1311,1.9,44.9,52,17,203,44,85,104,89,451,666,1005,278,28
"54820 Kotimäki   (Lemi )",110,2.3,43.7,3,0,25,10,15,10,12,43,43,106,2,2
"54850 Kuukanniemi   (Lemi )",438,2.6,42.3,6,5,150,32,72,63,67,175,115,404,30,4
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",782,2.3,43.2,26,25,226,49,94,116,107,352,207,670,109,3
"54920 Taipalsaari   (Taipalsaari )",656,2.3,45.1,18,9,176,34,72,94,83,239,247,544,98,14
"54930 Levänen   (Taipalsaari )",133,2.4,43.0,2,2,26,9,15,11,13,53,57,124,6,3
"54940 Solkei   (Taipalsaari )",60,2.1,50.1,1,0,11,1,4,5,5,20,31,56,1,3
"54950 Pettilä   (Savitaipale )",55,1.8,49.7,0,1,7,1,2,4,3,18,30,50,2,3
"54960 Vehkataipale   (Taipalsaari )",246,2.4,48.4,4,2,64,20,32,34,20,88,95,232,2,12
"55100 Imatra Keskus   (Imatra )",5458,1.9,41.8,505,175,920,201,391,404,389,2475,2075,3861,1507,90
"55120 Mansikkala-Tuulikallio   (Imatra )",1908,1.7,41.9,262,49,266,50,107,123,104,907,740,1039,842,27
"55300 Rauha-Tiuruniemi   (Lappeenranta )",494,2.0,45.9,23,15,98,22,47,36,41,199,198,421,54,19
"55320 Rauha   (Lappeenranta )",276,2.1,40.1,17,4,69,14,36,31,27,145,63,183,87,6
"55330 Tiuruniemi   (Lappeenranta )",34,1.9,38.0,5,0,6,2,3,1,3,20,8,11,23,0
"55400 Tainionkoski-Mustalampi   (Imatra )",646,2.1,42.0,32,14,147,24,57,73,63,289,215,553,88,5
"55420 Karhumäki-Karhukallio   (Imatra )",964,2.2,42.6,25,34,214,59,106,85,83,378,376,879,69,16
"55510 Sotkulampi-Linnasuo   (Imatra )",829,1.6,40.5,103,22,107,30,56,37,38,395,329,409,413,7
"55610 Rajapatsas-Teppanala   (Imatra )",1525,1.9,40.2,123,40,297,68,141,139,117,702,529,1015,474,36
"55700 Vintteri-Virasoja   (Imatra )",674,2.1,40.4,38,34,153,29,72,75,63,338,188,618,47,9
"55800 Vuoksenniska-Saarlampi   (Imatra )",2294,1.8,43.3,158,33,342,85,172,149,121,1002,957,1481,773,40
"55910 Rautio-Kurkvuori   (Imatra )",806,2.1,42.6,34,14,152,39,71,67,61,360,295,676,110,20
"56100 Ruokolahti Keskus   (Ruokolahti )",1104,1.9,43.8,45,12,175,36,81,84,78,367,565,771,313,20
"56120 Salosaari   (Ruokolahti )",357,2.3,47.6,7,8,97,19,42,48,34,145,116,327,26,4
"56140 Äitsaari   (Ruokolahti )",116,2.1,49.7,0,0,15,1,3,12,7,43,59,110,5,1
"56210 Virmutjoki   (Ruokolahti )",197,2.2,44.8,6,5,39,7,15,17,24,89,71,185,5,7
"56310 Syyspohja   (Ruokolahti )",97,2.0,54.4,3,0,10,1,4,9,4,35,55,91,1,5
"56330 Utula   (Ruokolahti )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",65,2.3,46.3,1,1,14,2,2,7,11,20,33,62,1,2
"56440 Pohja-Lankila   (Ruokolahti )",105,2.1,48.1,0,0,17,2,8,13,6,40,48,96,7,2
"56510 Puntala   (Ruokolahti )",192,2.2,43.2,9,7,40,6,18,24,14,79,75,161,28,3
"56550 Niska-Pietilä   (Rautjärvi )",61,2.2,48.6,2,4,10,4,5,7,3,24,27,56,3,2
"56610 Rautjärvi   (Rautjärvi )",321,1.9,43.5,6,4,42,7,12,21,25,143,136,266,49,6
"56640 Purnujärvi   (Rautjärvi )",47,2.2,41.8,0,0,10,4,6,1,3,12,25,45,2,0
"56710 Miettilä   (Rautjärvi )",72,1.8,58.7,1,0,5,2,3,3,0,30,37,62,9,1
"56730 Laikko   (Rautjärvi )",161,2.0,50.1,2,1,19,5,9,5,7,65,80,154,5,2
"56800 Simpele   (Rautjärvi )",1315,1.8,45.7,54,17,186,34,63,87,97,511,622,1001,291,23
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2596,1.5,39.5,408,126,191,43,77,68,81,1257,1149,1313,1220,63
"57120 Savonlinna   (Savonlinna )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1327,1.5,43.0,232,51,78,17,30,24,32,629,624,700,581,46
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1250,1.6,39.8,213,41,131,23,40,53,61,581,541,688,534,28
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1336,1.9,40.4,189,46,257,47,106,113,108,663,420,889,415,32
"57210 Nojanmaa   (Savonlinna )",1272,2.1,39.4,109,61,321,57,126,162,153,592,363,905,329,38
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",834,1.8,38.3,77,20,137,33,66,66,56,390,308,437,388,9
"57230 Inkerinkylä   (Savonlinna )",1731,1.9,42.9,150,34,324,64,125,147,142,874,536,1087,605,39
"57310 Rinkilä   (Savonlinna )",323,2.2,47.6,12,5,73,18,33,37,30,130,125,297,16,10
"57510 Laitaatsilta   (Savonlinna )",216,2.3,42.2,6,5,58,11,20,34,30,80,78,192,19,5
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",812,2.3,42.1,47,31,256,69,123,116,101,363,195,610,187,15
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1315,2.2,41.6,59,52,349,92,167,158,139,592,378,1005,295,15
"57810 Aholahti   (Savonlinna )",155,2.1,45.6,4,1,30,7,12,13,15,73,56,121,21,13
"58130 Oravi   (Savonlinna )",65,2.2,41.0,2,0,14,4,10,9,4,18,33,53,8,4
"58140 Ahvensalmi   (Savonlinna )",39,2.1,51.3,0,1,5,1,1,0,4,17,18,37,0,2
"58150 Makkola   (Savonlinna )",94,2.4,47.1,2,2,25,6,11,10,12,34,35,88,1,5
"58160 Karvila   (Enonkoski )",80,2.2,46.6,2,0,15,6,9,4,4,31,38,75,0,5
"58170 Simanala   (Enonkoski )",109,2.4,47.3,2,2,32,9,18,16,13,36,43,103,4,2
"58175 Enonkoski Keskus   (Enonkoski )",451,1.9,46.8,10,6,68,11,32,27,29,152,236,311,125,15
"58180 Ihamaniemi   (Enonkoski )",73,2.1,48.3,1,0,11,2,6,4,6,18,47,72,1,0
"58200 Kerimäki Keskus   (Savonlinna )",1688,1.9,45.1,51,25,286,52,133,137,116,608,800,1268,386,34
"58220 Louhi   (Savonlinna )",195,2.1,43.1,14,2,36,7,18,13,20,96,63,173,17,5
"58260 Kumpuranta   (Savonlinna )",83,2.2,50.4,3,2,14,2,8,4,5,34,35,75,4,4
"58300 Savonranta Keskus   (Savonlinna )",385,1.8,43.9,11,5,46,10,17,15,24,143,201,268,105,12
"58320 Raikuu   (Savonlinna )",92,1.9,58.2,3,0,11,0,1,2,7,48,34,86,3,3
"58350 Villala   (Kitee )",119,1.8,52.1,1,2,12,1,3,6,7,52,55,106,10,3
"58360 Säimen   (Savonlinna )",90,2.2,43.1,0,2,15,4,8,6,5,31,47,81,6,3
"58390 Rönkönvaara   (Savonlinna )",35,1.7,57.4,0,0,2,0,0,1,2,14,19,29,2,4
"58410 Haapakallio   (Savonlinna )",243,2.6,43.2,8,7,89,25,43,36,38,93,61,240,3,0
"58420 Silvola   (Savonlinna )",136,2.4,44.2,3,2,43,17,28,18,12,48,46,126,6,4
"58430 Kulennoinen   (Savonlinna )",201,2.6,43.9,2,7,61,19,33,35,23,74,66,192,4,5
"58450 Punkaharju   (Savonlinna )",192,2.2,46.8,3,6,45,8,16,17,22,73,76,150,33,9
"58500 Punkasalmi   (Savonlinna )",860,1.8,44.0,30,12,129,26,61,63,52,332,403,553,288,19
"58520 Hiukkajoki   (Savonlinna )",151,2.0,51.1,3,2,23,8,12,8,10,54,74,136,8,7
"58550 Putikko   (Savonlinna )",203,2.1,44.2,5,2,36,8,14,17,17,89,79,182,10,11
"58570 Ruhvana   (Savonlinna )",30,2.4,47.6,0,0,5,1,2,4,3,9,16,28,1,1
"58580 Vuoriniemi   (Savonlinna )",51,1.8,57.9,2,0,6,1,3,2,2,25,20,46,2,3
"58610 Telakanava   (Sulkava )",61,2.4,46.3,1,0,14,2,3,6,7,20,31,53,2,6
"58620 Lohilahti   (Sulkava )",146,1.8,52.2,3,0,14,2,5,6,5,53,82,116,25,5
"58650 Kiviapaja   (Savonlinna )",53,1.9,53.5,2,0,9,1,1,4,6,22,23,45,3,5
"58680 Piojärvi   (Savonlinna )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",44,2.1,56.1,0,1,7,1,3,5,2,20,18,42,1,1
"58700 Sulkava Keskus   (Sulkava )",1111,1.9,47.7,33,17,159,38,58,68,83,415,554,839,233,39
"58720 Kaartilankoski   (Sulkava )",130,2.3,51.0,3,4,24,2,7,12,16,54,59,120,8,2
"58770 Pihlajalahti   (Savonlinna )",112,2.1,52.7,3,2,14,3,3,8,9,41,58,104,5,3
