"Postal code area","Aged 18 or over, total, 2013 (KO)","Basic level studies, 2013 (KO)","With education, total, 2013 (KO)","Matriculation examination, 2013 (KO)","Vocational diploma, 2013 (KO)","Academic degree - Lower level university degree, 2013 (KO)","Academic degree - Higher level university degree, 2013 (KO)"
"39290 Vesajärvi   (Hämeenkyrö )",154,43,111,5,88,11,7
"39310 Viljakkala Keskus   (Ylöjärvi )",786,254,532,25,442,37,28
"39340 Karhe   (Ylöjärvi )",221,66,155,7,103,25,20
"39360 Komi   (Ylöjärvi )",183,50,133,5,102,15,11
"39380 Lavajärvi   (Hämeenkyrö )",123,27,96,3,79,10,4
"39410 Luhalahti   (Ikaalinen )",277,119,158,9,127,18,4
"39430 Röyhiö   (Ikaalinen )",145,41,104,5,83,11,5
"39450 Sisättö   (Ikaalinen )",115,55,60,2,49,4,5
"39500 Ikaalinen Keskus   (Ikaalinen )",3925,1202,2723,171,2024,328,200
"39530 Kilvakkala   (Ikaalinen )",796,251,545,24,429,66,26
"39580 Riitiala   (Ikaalinen )",323,102,221,5,182,22,12
"39590 Tevaniemi   (Ikaalinen )",192,66,126,4,106,10,6
"39610 Kovelahti   (Ikaalinen )",171,51,120,5,93,13,9
"39620 Kovesjoki   (Parkano )",174,64,110,6,97,5,2
"39660 Lapinneva   (Parkano )",233,97,136,7,119,8,2
"39700 Parkano Keskus   (Parkano )",4600,1579,3021,135,2417,309,160
"39750 Vatajanjärvi   (Parkano )",312,110,202,9,182,8,3
"39770 Aureskoski   (Parkano )",67,29,38,3,31,4,0
"39780 Alaskylä   (Parkano )",177,51,126,9,94,15,8
"39810 Linnankylä   (Kihniö )",296,116,180,6,151,17,6
"39820 Kihniö Keskus   (Kihniö )",1372,550,822,32,681,77,32
"39880 Kihniö Asemanseutu   (Kihniö )",133,57,76,6,63,7,0
"39920 Suomijärvi   (Karvia )",136,55,81,5,65,7,4
"39930 Karvia Keskus   (Karvia )",971,399,572,21,487,44,20
"39940 Kantti   (Karvia )",223,79,144,6,129,7,2
"39960 Sarvela   (Karvia )",369,152,217,7,190,14,6
"39965 Karviankylä   (Karvia )",145,64,81,0,77,3,1
"39980 Sara   (Karvia )",164,72,92,2,82,4,4
"39990 Alkkia   (Karvia )",88,43,45,1,39,2,3
"40100 Jyväskylä Keskus   (Jyväskylä )",12751,2149,10602,2722,4424,1911,1545
"40200 Mannila-Taulumäki   (Jyväskylä )",2959,442,2517,372,1212,488,445
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",4786,913,3873,276,2179,683,735
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",8154,1601,6553,351,4124,1169,909
"40320 Seppälän Teollisuusalue   (Jyväskylä )",3988,981,3007,298,1921,435,353
"40340 Huhtasuo   (Jyväskylä )",5094,1622,3472,272,2684,319,197
"40400 Halssila   (Jyväskylä )",3206,662,2544,170,1512,470,392
"40420 Jyskä   (Jyväskylä )",3699,734,2965,174,1917,505,369
"40500 Keljo-Ristonmaa   (Jyväskylä )",2802,603,2199,288,1060,399,452
"40520 Kuokkala-Ristikivi   (Jyväskylä )",12583,2081,10502,1621,5096,1794,1991
"40530 Keljonkangas   (Jyväskylä )",3835,664,3171,190,1824,586,571
"40600 Mattilanpelto   (Jyväskylä )",1933,349,1584,280,647,264,393
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",342,48,294,46,172,41,35
"40630 Kypärämäki   (Jyväskylä )",3006,661,2345,186,1254,347,558
"40640 Keltinmäki   (Jyväskylä )",5415,1192,4223,524,2511,619,569
"40660 Länsi-Palokka   (Jyväskylä )",503,126,377,22,257,65,33
"40700 Mäki-Matti   (Jyväskylä )",3929,591,3338,826,1348,620,544
"40720 Nisula   (Jyväskylä )",2425,509,1916,307,903,341,365
"40740 Kortepohja   (Jyväskylä )",5942,914,5028,1206,1896,937,989
"40800 Vaajakoski   (Jyväskylä )",6259,1576,4683,230,3180,677,596
"40820 Vuoritsalo   (Jyväskylä )",739,205,534,19,389,70,56
"40900 Säynätsalo   (Jyväskylä )",2664,669,1995,110,1253,292,340
"40930 Kinkomaa   (Muurame )",918,144,774,43,480,133,118
"40950 Muurame Keskus   (Muurame )",5800,1227,4573,278,2902,668,725
"41120 Puuppola   (Jyväskylä )",1283,258,1025,35,707,162,121
"41140 Kuikka   (Jyväskylä )",414,86,328,17,245,48,18
"41160 Tikkakoski   (Jyväskylä )",3465,786,2679,143,1878,367,291
"41180 Vehniä   (Laukaa )",546,147,399,20,305,47,27
"41210 Jokihaara   (Uurainen )",287,64,223,8,160,34,21
"41220 Höytiä   (Uurainen )",246,80,166,12,129,16,9
"41230 Uurainen Keskus   (Uurainen )",1287,391,896,37,701,100,58
"41240 Kyynämöinen   (Uurainen )",211,77,134,3,111,15,5
"41260 Hoikankylä   (Saarijärvi )",122,40,82,6,66,7,3
"41270 Lannevesi   (Saarijärvi )",434,133,301,13,232,29,27
"41290 Kangashäkki   (Uurainen )",448,100,348,10,259,57,22
"41310 Leppävesi   (Laukaa )",2064,368,1696,67,1191,272,166
"41325 Laukkavirta   (Laukaa )",236,59,177,8,139,16,14
"41330 Vihtavuori   (Laukaa )",1835,424,1411,65,1005,210,131
"41340 Laukaa Keskus   (Laukaa )",4086,1148,2938,112,2040,453,333
"41350 Laukaa Asemanseutu   (Laukaa )",533,136,397,17,323,32,25
"41360 Valkola   (Laukaa )",375,111,264,17,206,23,18
"41370 Kuusa   (Laukaa )",800,208,592,24,429,71,68
"41390 Äijälä   (Laukaa )",342,104,238,8,189,29,12
"41400 Lievestuore   (Laukaa )",2706,831,1875,69,1502,193,111
"41410 Kankainen   (Toivakka )",151,48,103,4,79,13,7
"41440 Ruuhimäki   (Toivakka )",185,49,136,4,107,17,8
"41450 Leppälahti   (Jyväskylä )",531,140,391,13,277,63,38
"41490 Niemisjärvi   (Hankasalmi )",648,185,463,28,360,52,23
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1232,424,808,49,664,63,32
"41520 Hankasalmi Keskus   (Hankasalmi )",1627,587,1040,86,753,111,90
"41530 Veneranta   (Hankasalmi )",149,50,99,2,83,9,5
"41540 Ristimäki   (Hankasalmi )",223,86,137,14,107,12,4
"41550 Hannula   (Hankasalmi )",138,56,82,6,67,7,2
"41560 Säkinmäki   (Hankasalmi )",159,55,104,11,83,6,4
"41580 Sauvamäki   (Hankasalmi )",235,82,153,9,130,9,5
"41630 Oravasaari   (Jyväskylä )",295,71,224,9,165,28,22
"41660 Toivakka Keskus   (Toivakka )",1510,526,984,40,743,128,73
"41710 Rutalahti-Kivisuo   (Jyväskylä )",228,78,150,5,117,16,12
"41730 Kivisuo   (Joutsa )",30,9,21,3,16,0,2
"41750 Havumäki   (Joutsa )",87,35,52,3,44,2,3
"41770 Leivonmäki   (Joutsa )",592,263,329,16,270,24,19
"41800 Korpilahti Keskus   (Jyväskylä )",2894,893,2001,102,1477,206,216
"41820 Saakoski   (Jyväskylä )",240,80,160,3,140,9,8
"41840 Moksi   (Jyväskylä )",80,24,56,3,43,5,5
"41860 Rannila   (Jyväskylä )",182,43,139,3,86,28,22
"41870 Putkilahti   (Jyväskylä )",159,57,102,6,82,6,8
"41880 Oittila   (Jyväskylä )",109,53,56,5,39,6,6
"41900 Petäjävesi Keskus   (Petäjävesi )",2143,668,1475,64,1089,199,123
"41920 Kintaus   (Petäjävesi )",412,107,305,12,217,34,42
"41925 Ylä-Kintaus   (Petäjävesi )",133,49,84,4,66,9,5
"41930 Kuohu   (Jyväskylä )",609,159,450,13,327,65,45
"41940 Vesanka   (Jyväskylä )",1027,218,809,35,573,113,88
"41970 Huttula   (Keuruu )",44,14,30,1,25,2,2
"41980 Kuivasmäki   (Petäjävesi )",148,56,92,4,71,10,7
"42100 Jämsä Keskus   (Jämsä )",8728,2594,6134,245,4824,622,443
"42140 Juokslahti   (Jämsä )",229,62,167,7,128,22,10
"42220 Kaipola   (Jämsä )",879,286,593,17,497,49,30
"42300 Jämsänkoski Keskus   (Jämsä )",4657,1486,3171,108,2649,251,163
"42330 Haavisto   (Jämsä )",339,67,272,21,207,27,17
"42440 Koskenpää   (Jämsä )",572,212,360,12,299,35,14
"42520 Asunta   (Keuruu )",133,43,90,2,75,5,8
"42560 Pohjoisjärvi   (Keuruu )",36,9,27,1,21,4,1
"42600 Multia Keskus-Väätäiskylä   (Multia )",1210,433,777,27,647,69,34
"42660 Sahrajärvi   (Multia )",109,44,65,2,60,2,1
"42700 Keuruu Keskus   (Keuruu )",6739,2139,4600,217,3586,475,322
"42720 Valkealahti   (Keuruu )",51,1,50,5,29,7,9
"42800 Haapamäki   (Keuruu )",1024,355,669,34,566,42,27
"42820 Riiho   (Keuruu )",64,10,54,4,36,8,6
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",50,22,28,1,21,6,0
"42840 Kolkki   (Mänttä-Vilppula )",123,46,77,5,58,8,6
"42850 Pohjaslahti   (Mänttä-Vilppula )",130,46,84,1,73,5,5
"42870 Kotala   (Virrat )",370,139,231,10,190,19,12
"42910 Pihlajavesi   (Keuruu )",259,102,157,7,136,11,3
"42930 Katajamäki   (Keuruu )",93,38,55,3,43,5,4
"43100 Saarijärvi Keskus   (Saarijärvi )",5291,1768,3523,180,2747,354,242
"43130 Tarvaala   (Saarijärvi )",326,86,240,10,178,26,26
"43170 Häkkilä   (Saarijärvi )",228,106,122,6,113,3,0
"43220 Mahlu   (Saarijärvi )",388,147,241,6,205,19,11
"43240 Lehtola   (Saarijärvi )",149,48,101,6,81,8,6
"43250 Kolkanlahti   (Saarijärvi )",327,130,197,14,147,21,15
"43270 Kalmari   (Saarijärvi )",427,174,253,6,222,18,7
"43300 Kannonkoski Keskus   (Kannonkoski )",1062,430,632,22,529,56,25
"43340 Kannonjärvi   (Kannonkoski )",133,60,73,1,68,4,0
"43390 Lokakylä   (Kivijärvi )",72,28,44,1,38,2,3
"43420 Kukko   (Saarijärvi )",56,27,29,4,22,3,0
"43430 Väätäiskylä   (Multia )",40,21,19,1,16,2,0
"43440 Pylkönmäki Keskus   (Saarijärvi )",459,218,241,9,206,15,11
"43480 Pääjärvi   (Saarijärvi )",124,47,77,4,69,4,0
"43490 Kangasaho   (Karstula )",147,49,98,4,82,9,3
"43500 Karstula Keskus   (Karstula )",2444,874,1570,65,1256,161,88
"43520 Kiminki   (Karstula )",212,91,121,8,102,8,3
"43540 Rantakylä-Pirttilahti   (Karstula )",112,50,62,7,46,7,2
"43560 Vahanka   (Karstula )",158,66,92,0,85,5,2
"43610 Aho   (Karstula )",88,38,50,2,47,0,1
"43640 Humppi   (Karstula )",122,35,87,2,72,9,4
"43660 Vastinki   (Karstula )",207,89,118,3,100,6,9
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1023,422,601,25,503,48,25
"43720 Kumpulainen   (Kyyjärvi )",114,68,46,2,43,0,1
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",896,391,505,19,442,30,14
"43840 Sompala   (Kivijärvi )",36,20,16,0,16,0,0
"43900 Kinnula Keskus   (Kinnula )",1132,477,655,31,516,65,43
"43940 Muhola-Saarensalmi   (Kinnula )",202,104,98,7,80,8,3
"43960 Saarensalmi   (Kinnula )",62,28,34,2,27,3,2
"44100 Äänekoski Keskus   (Äänekoski )",3547,1224,2323,83,1849,226,165
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",2020,549,1471,58,1140,160,113
"44150 Likolahti-Karhunlähde   (Äänekoski )",2639,754,1885,58,1573,164,90
"44160 Huutomäki   (Äänekoski )",360,91,269,8,209,26,26
"44170 Hietama   (Äänekoski )",376,97,279,11,214,29,25
"44190 Parantala   (Äänekoski )",202,53,149,2,117,20,10
"44200 Suolahti Keskus   (Äänekoski )",3866,1342,2524,96,2116,205,107
"44220 Sörkänmäki   (Äänekoski )",346,99,247,10,206,13,18
"44250 Äänekoivisto   (Äänekoski )",377,107,270,9,203,42,16
"44260 Vihijärvi   (Äänekoski )",222,63,159,6,129,15,9
"44280 Sumiainen Keskus   (Äänekoski )",765,276,489,18,399,41,31
"44300 Konnevesi Keskus   (Konnevesi )",1495,547,948,48,769,79,52
"44320 Sirkkamäki   (Konnevesi )",114,43,71,1,53,13,4
"44330 Hytölä   (Konnevesi )",243,74,169,8,133,15,13
"44350 Istunmäki   (Konnevesi )",333,125,208,12,178,16,2
"44370 Mäntymäki   (Konnevesi )",167,67,100,9,79,8,4
"44400 Konginkangas Keskus   (Äänekoski )",592,262,330,8,278,24,20
"44420 Liimattala   (Äänekoski )",278,87,191,10,149,20,12
"44440 Räihä   (Äänekoski )",93,36,57,1,52,3,1
"44460 Kalaniemi   (Äänekoski )",129,41,88,3,74,7,4
"44480 Niinilahti   (Viitasaari )",142,47,95,5,78,6,6
"44500 Viitasaari Keskus   (Viitasaari )",3747,1292,2455,137,1922,245,151
"44530 Ilmolahti   (Viitasaari )",144,56,88,4,67,6,11
"44580 Huopanankoski   (Viitasaari )",200,73,127,2,114,7,4
"44590 Vuorilahti   (Viitasaari )",69,20,49,1,41,5,2
"44610 Kärnä   (Viitasaari )",159,39,120,8,101,8,3
"44630 Kumpumäki   (Viitasaari )",190,92,98,2,88,6,2
"44640 Kymönkoski   (Viitasaari )",334,123,211,8,178,18,7
"44670 Suovanlahti   (Viitasaari )",136,51,85,7,68,5,5
"44680 Lahnanen   (Viitasaari )",55,29,26,1,22,1,2
"44730 Löytänä   (Viitasaari )",95,32,63,3,55,3,2
"44740 Keitelepohja-Kotvala   (Viitasaari )",176,62,114,7,94,9,4
"44760 Keihärinkoski   (Viitasaari )",293,137,156,13,124,13,6
"44770 Valkeisjärvi   (Viitasaari )",17,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",42,17,25,0,23,1,1
"44800 Pihtipudas Keskus   (Pihtipudas )",2073,783,1290,70,1047,112,61
"44860 Alvajärvi   (Pihtipudas )",216,88,128,9,109,8,2
"44880 Muurasjärvi   (Pihtipudas )",496,210,286,19,241,16,10
"44910 Elämäjärvi   (Pihtipudas )",211,86,125,5,111,9,0
"44920 Peninki   (Pihtipudas )",167,71,96,4,78,12,2
"44950 Kärväsjärvi   (Pihtipudas )",155,63,92,5,76,6,5
"44970 Korppinen   (Pihtipudas )",151,61,90,7,75,5,3
"45100 Kouvola Keskus   (Kouvola )",8311,2356,5955,569,3843,857,686
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3115,605,2510,175,1587,439,309
"45130 Korjala-Kaunisnurmi   (Kouvola )",1556,377,1179,149,736,207,87
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",4021,1209,2812,178,1987,409,238
"45160 Lehtomäki   (Kouvola )",4363,1255,3108,208,2219,421,260
"45200 Tornionmäki   (Kouvola )",5274,1586,3688,323,2543,469,353
"45330 Harju   (Kouvola )",256,55,201,3,158,25,15
"45360 Kukkuramäki   (Kouvola )",2887,616,2271,102,1597,338,234
"45370 Valkeala kk   (Kouvola )",2091,617,1474,85,1022,196,171
"45410 Utti   (Kouvola )",675,194,481,19,388,49,25
"45460 Savero   (Kouvola )",166,57,109,6,92,4,7
"45610 Koria   (Kouvola )",3954,1090,2864,143,2236,351,134
"45700 Kuusankoski Keskus   (Kouvola )",7655,2339,5316,250,4098,605,363
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",2222,505,1717,94,1300,201,122
"45740 Maunuksela   (Iitti )",2521,792,1729,82,1362,170,115
"45750 Kuusankosken Sairaala-alue   (Kouvola )",80,30,50,3,41,2,4
"45810 Pilkanmaa   (Kouvola )",1217,304,913,42,753,84,34
"45910 Voikkaa   (Kouvola )",2234,709,1525,66,1277,140,42
"45940 Oravala   (Kouvola )",258,80,178,11,146,7,14
"46110 Tuohikotti   (Kouvola )",338,142,196,7,173,9,7
"46140 Vekaranjärvi   (Kouvola )",149,38,111,12,75,18,6
"46230 Aro   (Kouvola )",399,136,263,18,212,26,7
"46400 Kaipiainen   (Kouvola )",419,169,250,14,212,16,8
"46430 Tirva-Inkerilä   (Kouvola )",248,79,169,9,133,16,11
"46450 Enäjärvi   (Kouvola )",149,68,81,3,69,6,3
"46530 Kannuskoski   (Luumäki )",143,58,85,3,71,8,3
"46570 Saaramaa   (Kouvola )",39,12,27,3,22,1,1
"46710 Sippola   (Kouvola )",656,272,384,19,310,31,24
"46730 Ruotila   (Kouvola )",105,35,70,2,62,4,2
"46750 Liikkala   (Kouvola )",261,83,178,5,152,13,8
"46800 Myllykoski   (Kouvola )",4038,1312,2726,140,2179,272,135
"46810 Ummeljoki   (Kouvola )",1221,363,858,36,716,80,26
"46860 Anjalankoski Keskus   (Kouvola )",494,159,335,14,281,20,20
"46900 Inkeroinen   (Kouvola )",3253,1085,2168,94,1758,203,113
"46910 Anjala   (Kouvola )",1634,577,1057,35,874,105,43
"46930 Huruksela   (Kotka )",200,64,136,5,114,16,1
"46950 Ahvio   (Kouvola )",60,22,38,2,31,3,2
"46960 Muhniemi   (Kouvola )",267,83,184,5,154,17,8
"47110 Löytty   (Kouvola )",87,30,57,7,42,4,4
"47150 Raussila   (Kouvola )",128,36,92,1,81,6,4
"47200 Elimäki kk   (Kouvola )",2010,770,1240,54,989,129,68
"47260 Ratula   (Kouvola )",120,40,80,4,69,6,1
"47310 Haapa-Kimola   (Iitti )",221,59,162,11,125,18,8
"47350 Kimonkylä   (Lapinjärvi )",111,39,72,2,61,4,5
"47400 Kausala   (Iitti )",3905,1374,2531,144,1942,289,156
"47440 Sääskjärvi   (Iitti )",112,34,78,3,52,17,6
"47450 Erottaja   (Iitti )",233,83,150,10,109,18,13
"47460 Hiisiö   (Iitti )",57,11,46,4,37,2,3
"47490 Mankala-Hiisiö   (Iitti )",295,104,191,9,152,12,18
"47520 Iitti kk   (Iitti )",117,30,87,2,51,13,21
"47540 Löyttilä   (Iitti )",155,49,106,8,76,15,7
"47610 Kymentaka   (Iitti )",133,45,88,12,59,5,12
"47650 Kimola   (Kouvola )",167,42,125,6,100,9,10
"47710 Jaala kk   (Kouvola )",967,378,589,31,461,64,33
"47760 Huhdasjärvi   (Kouvola )",114,42,72,5,53,9,5
"47810 Selänpää   (Kouvola )",267,89,178,6,149,16,7
"47830 Hasula   (Kouvola )",94,34,60,1,45,8,6
"47850 Verla   (Kouvola )",135,45,90,5,75,5,5
"47900 Vuohijärvi   (Kouvola )",243,103,140,3,123,9,5
"47910 Hillosensalmi   (Kouvola )",31,12,19,1,16,2,0
"48100 Kotkansaari   (Kotka )",9485,2903,6582,686,4490,857,549
"48130 Katariina   (Kotka )",590,132,458,34,279,82,63
"48200 Hovinsaari   (Kotka )",1498,508,990,64,779,86,61
"48210 Toukolan Sairaala-Alue   (Kotka )",282,56,226,17,147,30,32
"48220 Metsola   (Kotka )",1201,369,832,79,568,108,77
"48230 Korela-Jylppy   (Kotka )",1220,347,873,151,598,83,41
"48300 Ruonala   (Kotka )",938,221,717,26,526,103,62
"48310 Mussalo   (Kotka )",3367,588,2779,192,1687,545,355
"48350 Karhuvuori   (Kotka )",2941,1154,1787,117,1445,148,77
"48400 Sutela   (Kotka )",3446,782,2664,175,1873,389,227
"48410 Kaukola   (Kotka )",1291,290,1001,56,755,132,58
"48600 Karhula   (Kotka )",6217,2056,4161,194,3177,490,300
"48700 Kyminlinna   (Kotka )",2021,600,1421,71,1080,164,106
"48710 Koivula   (Kotka )",1063,246,817,51,606,104,56
"48720 Kymi   (Kotka )",1449,331,1118,38,902,117,61
"48750 Nikeli   (Kotka )",139,30,109,5,90,11,3
"48770 Ristinkallio   (Kotka )",1593,470,1123,64,875,131,53
"48800 Otsola-Mäntykangas   (Kotka )",1701,374,1327,63,942,231,91
"48810 Rantahaka   (Kotka )",597,162,435,22,322,52,39
"48900 Sunila   (Kotka )",1124,324,800,41,612,104,43
"48910 Suulisniemi   (Kotka )",1233,328,905,52,693,107,53
"48930 Tiutinen   (Kotka )",275,57,218,15,151,28,24
"49200 Heinlahti   (Pyhtää )",559,131,428,30,268,85,45
"49210 Huutjärvi   (Pyhtää )",817,201,616,38,435,91,52
"49220 Siltakylä   (Pyhtää )",1461,443,1018,72,725,144,77
"49240 Purolanlahti   (Pyhtää )",307,115,192,14,143,18,17
"49270 Pyhtää kk   (Pyhtää )",729,284,445,24,362,42,17
"49290 Vastila   (Pyhtää )",358,119,239,8,200,19,12
"49300 Tavastila   (Kotka )",544,161,383,22,311,36,14
"49340 Juurikorpi   (Kotka )",100,37,63,5,50,5,3
"49400 Hamina Keskus   (Hamina )",8543,2620,5923,309,4442,655,517
"49410 Poitsila   (Hamina )",1637,468,1169,41,927,131,70
"49420 Uusi-Summa   (Hamina )",1641,457,1184,64,941,116,63
"49460 Hillo   (Hamina )",1050,339,711,30,584,67,30
"49480 Vanha-Summa   (Hamina )",368,110,258,16,196,28,18
"49490 Neuvoton   (Hamina )",1139,303,836,29,661,93,53
"49510 Husula   (Hamina )",984,333,651,22,533,56,40
"49520 Reitkalli   (Hamina )",238,75,163,9,133,14,7
"49540 Metsäkylä   (Hamina )",387,139,248,10,206,24,8
"49570 Kannusjärvi   (Hamina )",356,135,221,3,193,19,6
"49610 Sivatti   (Hamina )",80,33,47,2,39,3,3
"49630 Vehkajoki   (Hamina )",99,36,63,4,54,5,0
"49640 Paijärvi   (Hamina )",148,56,92,3,77,6,6
"49660 Pyhältö   (Hamina )",503,211,292,12,246,27,7
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",767,351,416,15,347,33,21
"49720 Hurttala   (Miehikkälä )",53,28,25,0,22,2,1
"49730 Muurikkala   (Miehikkälä )",264,118,146,4,127,11,4
"49750 Kalliokoski   (Miehikkälä )",139,65,74,5,62,7,0
"49760 Suur-Miehikkälä   (Miehikkälä )",193,76,117,6,101,5,5
"49770 Salo-Miehikkälä   (Miehikkälä )",208,79,129,10,102,9,8
"49780 Onkamaa   (Hamina )",98,37,61,6,50,3,2
"49840 Mäntlahti   (Hamina )",136,53,83,3,64,5,11
"49860 Klamila   (Virolahti )",582,198,384,19,320,31,14
"49900 Virolahti Keskus   (Virolahti )",1660,631,1029,56,820,91,62
"49930 Vaalimaa   (Virolahti )",151,60,91,5,77,8,1
"49960 Ala-Pihlaja   (Virolahti )",196,68,128,2,115,7,4
"49980 Ravijoki   (Virolahti )",222,58,164,8,133,15,8
"50100 Mikkeli Keskus   (Mikkeli )",8267,1960,6307,830,3707,1028,742
"50120 Siekkilä   (Mikkeli )",1356,351,1005,66,710,137,92
"50130 Nuijamies   (Mikkeli )",2588,628,1960,146,1198,350,266
"50150 Karkialampi   (Mikkeli )",1028,209,819,59,566,117,77
"50160 Kattilansilta   (Mikkeli )",2173,603,1570,111,1176,173,110
"50170 Peitsari   (Mikkeli )",4729,1207,3522,194,2451,569,308
"50180 Visulahti   (Mikkeli )",570,86,484,24,320,68,72
"50190 Tuppurala   (Mikkeli )",4069,1067,3002,192,2065,442,303
"50200 Kovala   (Mikkeli )",462,109,353,9,261,63,20
"50300 Rämälä   (Mikkeli )",270,71,199,9,157,20,13
"50350 Norola   (Mikkeli )",254,63,191,7,153,15,16
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",1313,269,1044,47,762,159,76
"50520 Moision Sairaala-alue   (Mikkeli )",126,29,97,7,56,16,18
"50600 Karikko   (Mikkeli )",3522,743,2779,138,1816,505,320
"50670 Otava   (Mikkeli )",1450,403,1047,44,782,140,81
"50700 Syysjärvi   (Mikkeli )",425,90,335,24,223,52,36
"50770 Korpikoski   (Mikkeli )",202,60,142,4,109,22,7
"50800 Annilanselkä   (Mikkeli )",441,109,332,20,208,58,46
"50970 Ihastjärvi   (Mikkeli )",1762,379,1383,113,894,244,132
"51130 Vanhamäki   (Mikkeli )",143,53,90,2,78,6,4
"51200 Kangasniemi Keskus   (Kangasniemi )",3441,1316,2125,102,1639,248,136
"51260 Tahkomäki   (Kangasniemi )",127,40,87,1,73,7,6
"51270 Kutemajärvi   (Kangasniemi )",198,65,133,8,108,7,10
"51310 Levä   (Kangasniemi )",123,56,67,3,52,6,6
"51335 Kaihlamäki   (Kangasniemi )",39,12,27,1,20,4,2
"51340 Hännilä-Särkiharju   (Kangasniemi )",253,100,153,11,121,15,6
"51360 Koivula-Synsiö   (Kangasniemi )",162,53,109,5,90,8,6
"51380 Synsiö   (Kangasniemi )",43,17,26,1,18,5,2
"51420 Harjumaa-Pajulankylä   (Mikkeli )",195,66,129,3,106,12,8
"51430 Läsäkoski   (Kangasniemi )",79,32,47,2,38,6,1
"51440 Vuojalahti   (Kangasniemi )",214,83,131,5,111,11,4
"51450 Pajulankylä   (Mikkeli )",59,27,32,3,23,4,2
"51460 Luusniemi   (Kangasniemi )",188,71,117,9,87,13,8
"51520 Hiirola   (Mikkeli )",345,112,233,7,188,23,15
"51540 Kalvitsa   (Mikkeli )",292,114,178,7,143,19,9
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1259,508,751,33,603,72,43
"51620 Pitkäaho   (Mikkeli )",15,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",132,47,85,2,74,5,4
"51720 Rahula   (Mikkeli )",378,78,300,16,233,32,19
"51740 Huuhanaho   (Mikkeli )",181,61,120,7,86,19,8
"51760 Nuutilanmäki   (Juva )",250,83,167,9,132,13,13
"51780 Kuosmala   (Juva )",127,54,73,3,54,7,9
"51810 Maivala   (Juva )",121,44,77,5,63,6,3
"51820 Hatsola   (Juva )",241,84,157,3,129,12,13
"51850 Vuorenmaa   (Juva )",194,79,115,9,88,10,8
"51860 Narila   (Juva )",71,25,46,0,38,6,2
"51880 Koikkala   (Juva )",211,63,148,7,119,11,11
"51890 Risulahti   (Juva )",74,25,49,4,38,6,1
"51900 Juva Keskus   (Juva )",3859,1413,2446,115,1941,253,137
"51930 Paatela   (Juva )",140,49,91,2,80,5,4
"51940 Härkälä   (Juva )",107,32,75,4,57,7,7
"51980 Lauteala   (Juva )",215,73,142,11,117,7,7
"52100 Anttola   (Mikkeli )",1287,407,880,34,678,92,76
"52110 Majavesi   (Mikkeli )",335,94,241,6,188,29,18
"52150 Hauhala   (Mikkeli )",131,37,94,4,73,9,8
"52200 Puumala Keskus   (Puumala )",1689,652,1037,70,810,96,61
"52230 Hurissalo   (Puumala )",216,83,133,9,108,12,4
"52270 Ryhälä   (Puumala )",40,20,20,1,16,1,2
"52300 Ristiina Keskus   (Mikkeli )",2401,784,1617,67,1216,213,121
"52320 Vitsiälä   (Mikkeli )",293,73,220,15,160,30,15
"52330 Heimari   (Mikkeli )",45,15,30,1,24,4,1
"52340 Hangastenmaa   (Mikkeli )",177,61,116,2,98,12,4
"52360 Someenjärvi   (Mikkeli )",98,38,60,1,50,7,2
"52420 Pellosniemi   (Mikkeli )",604,241,363,18,305,28,12
"52510 Hietanen   (Hirvensalmi )",413,142,271,14,217,28,12
"52520 Syväsmäki   (Hirvensalmi )",124,40,84,8,66,9,1
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1462,615,847,39,667,89,52
"52610 Tuukkalanlahti   (Hirvensalmi )",98,43,55,3,44,4,4
"52620 Kuitula   (Hirvensalmi )",73,36,37,2,29,1,5
"52700 Mäntyharju Keskus   (Mäntyharju )",4289,1624,2665,158,2023,310,174
"52720 Karankamäki-Koirakivi   (Mäntyharju )",102,41,61,1,54,5,1
"52730 Koirakivi   (Mäntyharju )",70,37,33,1,26,4,2
"52740 Tuustaipale   (Mäntyharju )",253,95,158,7,132,9,10
"52760 Mynttilä   (Mäntyharju )",87,37,50,3,41,3,3
"52780 Kuomiokoski   (Mikkeli )",113,50,63,4,54,2,3
"52830 Suomenniemi   (Mikkeli )",593,246,347,12,290,29,16
"52850 Halmeniemi   (Mäntyharju )",116,55,61,3,51,3,4
"52890 Käävänkylä   (Mäntyharju )",84,39,45,1,38,4,2
