"Postal code area","Inhabitants, total, 2015 (HE)","Females, 2015 (HE)","Males, 2015 (HE)","Average age of inhabitants, 2015 (HE)","0-2 years, 2015 (HE)","3-6 years, 2015 (HE)","7-12 years, 2015 (HE)","13-15 years, 2015 (HE)","16-17 years, 2015 (HE)","18-19 years, 2015 (HE)","20-24 years, 2015 (HE)","25-29 years, 2015 (HE)","30-34 years, 2015 (HE)","35-39 years, 2015 (HE)","40-44 years, 2015 (HE)","45-49 years, 2015 (HE)","50-54 years, 2015 (HE)","55-59 years, 2015 (HE)","60-64 years, 2015 (HE)","65-69 years, 2015 (HE)","70-74 years, 2015 (HE)","75-79 years, 2015 (HE)","80-84 years, 2015 (HE)","85 years or over, 2015 (HE)"
"54190 Konnunsuo   (Lappeenranta )",75,31,44,46,3,3,1,1,2,0,2,7,5,2,5,3,6,15,4,7,4,2,2,1
"54230 Nuijamaa   (Lappeenranta )",667,321,346,48,17,26,33,16,14,12,27,25,28,28,33,42,64,57,67,62,39,29,24,24
"54250 Rapattila   (Lappeenranta )",163,79,84,50,1,10,7,4,2,2,5,5,3,8,12,9,14,16,8,13,15,18,5,6
"54260 Hanhijärvi   (Lappeenranta )",778,374,404,39,20,59,87,35,21,14,16,16,43,61,59,56,44,66,51,40,37,28,13,12
"54270 Vainikkala   (Lappeenranta )",471,216,255,48,10,14,25,15,13,13,10,15,15,25,29,24,40,41,51,50,27,22,16,16
"54300 Vilkjärvi   (Lappeenranta )",623,302,321,42,25,25,53,34,15,14,14,19,34,40,52,39,48,30,44,52,30,26,14,15
"54310 Hytti   (Lappeenranta )",445,211,234,37,20,28,46,21,14,12,9,17,29,35,25,33,43,25,28,23,12,9,9,7
"54330 Simola   (Lappeenranta )",423,203,220,43,13,18,34,18,8,7,6,10,18,28,30,41,38,35,33,37,18,17,10,4
"54390 Pulsa   (Lappeenranta )",156,68,88,53,4,4,6,3,2,2,3,4,4,7,6,9,18,15,16,13,10,7,10,13
"54410 Ylämaa Keskus   (Lappeenranta )",952,474,478,50,16,39,49,30,21,13,22,22,33,40,45,68,72,81,89,111,67,56,35,43
"54430 Hujakkala   (Lappeenranta )",159,78,81,50,2,7,16,1,1,1,0,5,9,3,10,12,10,16,16,13,15,11,5,6
"54460 Ylijärvi   (Lappeenranta )",91,44,47,47,1,4,8,3,2,0,3,5,4,5,2,2,8,8,9,9,3,6,6,3
"54490 Ahomäki   (Miehikkälä )",179,82,97,55,2,1,4,1,2,2,7,2,10,3,14,10,15,19,30,22,7,13,8,7
"54500 Taavetti-Somerharju   (Luumäki )",2769,1403,1366,52,46,83,127,80,46,53,88,86,93,98,130,165,192,219,265,279,202,180,150,187
"54510 Uro   (Luumäki )",426,194,232,42,11,23,34,20,14,9,16,12,18,23,22,32,31,38,41,27,23,14,12,6
"54530 Luumäki   (Luumäki )",1215,596,619,45,30,47,79,43,27,26,39,33,54,68,81,86,94,130,113,110,55,52,24,24
"54550 Suo-Anttila   (Luumäki )",85,37,48,49,0,3,7,3,4,2,1,1,2,6,1,6,4,6,10,11,6,4,6,2
"54580 Somerharju   (Luumäki )",38,18,20,51,0,3,1,2,1,0,0,0,3,1,0,2,5,4,2,6,2,2,3,1
"54590 Kaitjärvi   (Luumäki )",132,64,68,47,3,6,8,7,2,0,2,2,12,5,7,9,7,9,10,21,9,11,1,1
"54710 Lemi Keskus   (Lemi )",1330,648,682,50,37,56,69,30,19,12,50,44,53,65,70,80,104,86,110,124,91,84,66,80
"54720 Laksiainen   (Lemi )",159,70,89,44,7,5,7,5,5,2,10,12,7,9,10,6,15,10,10,12,8,10,6,3
"54750 Välijoki   (Savitaipale )",282,130,152,49,5,8,17,6,10,4,10,12,7,7,18,19,29,28,22,25,12,14,20,9
"54770 Heituinlahti   (Savitaipale )",532,241,291,51,10,12,17,19,8,12,12,20,17,14,29,31,46,61,47,56,42,37,25,17
"54800 Savitaipale Keskus   (Savitaipale )",2621,1364,1257,51,55,78,147,68,47,42,95,84,91,102,114,129,187,188,216,255,183,202,171,167
"54820 Kotimäki   (Lemi )",257,113,144,45,10,13,12,12,7,5,6,6,16,14,16,16,12,21,29,23,13,14,7,5
"54850 Kuukanniemi   (Lemi )",1129,536,593,39,37,78,90,55,33,23,43,36,68,70,70,85,101,102,70,66,52,23,18,9
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1825,919,906,41,54,74,147,81,54,41,70,66,89,126,107,138,167,156,140,124,81,58,25,27
"54920 Taipalsaari   (Taipalsaari )",1530,737,793,44,37,64,138,64,47,37,25,53,60,91,97,109,104,113,142,111,77,59,58,44
"54930 Levänen   (Taipalsaari )",317,147,170,47,11,18,17,10,9,3,8,10,9,18,11,18,24,34,32,26,16,12,20,11
"54940 Solkei   (Taipalsaari )",124,53,71,51,1,3,7,3,3,3,5,2,2,3,4,12,13,9,13,15,9,7,5,5
"54950 Pettilä   (Savitaipale )",99,46,53,54,1,1,4,2,2,1,2,4,3,0,5,8,11,6,12,14,10,4,6,3
"54960 Vehkataipale   (Taipalsaari )",588,293,295,43,25,27,51,16,11,9,8,12,34,49,38,37,45,44,45,65,29,22,12,9
"55100 Imatra Keskus   (Imatra )",10245,5322,4923,46,225,310,550,304,187,240,587,514,514,540,547,612,751,765,827,883,637,531,388,333
"55120 Mansikkala-Tuulikallio   (Imatra )",3188,1732,1456,48,53,84,167,72,67,100,188,158,135,164,157,199,243,217,243,269,191,195,122,164
"55300 Rauha-Tiuruniemi   (Lappeenranta )",975,493,482,46,23,43,52,32,21,18,34,39,58,61,52,76,70,56,75,86,68,56,33,22
"55320 Rauha   (Lappeenranta )",585,279,306,41,15,30,45,23,16,11,23,22,30,42,46,38,42,54,62,35,29,12,8,2
"55330 Tiuruniemi   (Lappeenranta )",66,26,40,42,3,1,1,3,1,6,2,2,2,6,5,9,6,3,7,3,1,5,0,0
"55400 Tainionkoski-Mustalampi   (Imatra )",1378,672,706,44,27,56,96,47,27,33,51,39,65,96,86,105,126,121,97,104,84,60,38,20
"55420 Karhumäki-Karhukallio   (Imatra )",2084,1019,1065,45,66,87,119,54,44,54,56,80,136,118,120,140,144,151,183,218,132,91,52,39
"55510 Sotkulampi-Linnasuo   (Imatra )",1328,708,620,49,31,39,51,34,9,23,80,91,67,59,70,63,86,92,94,131,98,85,62,63
"55610 Rajapatsas-Teppanala   (Imatra )",2921,1498,1423,45,72,116,179,88,45,71,144,135,163,156,179,164,234,214,230,234,184,137,88,88
"55700 Vintteri-Virasoja   (Imatra )",1430,692,738,43,30,58,104,41,36,26,57,69,89,116,99,86,140,103,100,101,74,50,32,19
"55800 Vuoksenniska-Saarlampi   (Imatra )",4224,2169,2055,50,94,125,201,95,59,68,156,171,170,180,205,259,332,310,383,402,284,285,200,245
"55910 Rautio-Kurkvuori   (Imatra )",1664,814,850,46,42,73,99,38,38,41,69,58,64,91,89,119,146,151,141,128,119,95,34,29
"56100 Ruokolahti Keskus   (Ruokolahti )",2127,1144,983,52,39,79,110,58,42,37,47,61,64,94,116,118,108,140,187,202,146,167,153,159
"56120 Salosaari   (Ruokolahti )",822,410,412,43,21,41,65,26,17,18,30,24,34,50,54,71,77,79,52,64,47,26,19,7
"56140 Äitsaari   (Ruokolahti )",247,111,136,53,1,2,15,7,2,4,2,3,2,13,9,27,25,26,24,33,21,12,13,6
"56210 Virmutjoki   (Ruokolahti )",431,217,214,45,7,16,24,23,8,14,11,14,18,26,32,20,39,45,38,31,22,21,10,12
"56310 Syyspohja   (Ruokolahti )",197,93,104,54,1,4,13,4,1,0,5,2,4,5,8,15,15,23,20,26,24,13,6,8
"56330 Utula   (Ruokolahti )",35,15,20,56,0,0,1,0,1,0,1,0,1,1,3,2,4,4,7,4,2,0,2,2
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",148,71,77,50,3,0,8,11,4,2,3,6,4,3,8,6,14,15,14,16,10,7,8,6
"56440 Pohja-Lankila   (Ruokolahti )",226,112,114,51,2,8,20,4,2,2,3,4,5,6,13,21,19,18,27,26,17,12,11,6
"56510 Puntala   (Ruokolahti )",420,205,215,45,6,19,33,11,7,8,13,20,26,23,23,36,34,25,29,36,22,22,20,7
"56550 Niska-Pietilä   (Rautjärvi )",132,59,73,46,4,6,10,0,4,2,7,6,5,7,6,5,11,9,14,17,6,5,3,5
"56610 Rautjärvi   (Rautjärvi )",605,281,324,52,7,9,25,18,16,9,13,15,22,24,35,36,52,62,84,65,29,29,27,28
"56640 Purnujärvi   (Rautjärvi )",103,49,54,51,4,5,1,2,3,1,2,2,6,3,6,8,3,13,9,10,10,4,8,3
"56710 Miettilä   (Rautjärvi )",128,63,65,57,2,3,4,0,0,1,1,3,1,9,10,3,11,10,18,14,8,11,8,11
"56730 Laikko   (Rautjärvi )",315,143,172,53,5,9,6,7,3,5,11,7,11,8,14,17,38,36,31,32,26,25,14,10
"56800 Simpele   (Rautjärvi )",2456,1254,1202,51,36,57,120,70,57,53,76,65,70,87,107,154,192,209,252,267,186,152,121,125
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3861,2288,1573,51,48,54,88,58,53,102,418,249,161,119,112,156,222,268,296,368,294,265,284,246
"57120 Savonlinna   (Savonlinna )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1972,1197,775,53,18,22,31,19,23,35,227,126,81,66,47,68,116,128,159,208,158,146,133,161
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",2019,1170,849,51,25,32,67,46,39,58,192,106,58,62,70,103,107,133,173,220,157,170,102,99
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2527,1274,1253,44,53,83,147,76,55,93,167,112,127,132,123,142,213,221,187,224,161,109,62,40
"57210 Nojanmaa   (Savonlinna )",2687,1368,1319,41,67,111,213,121,70,66,121,114,181,155,193,201,205,182,201,166,113,91,69,47
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1539,765,774,47,36,54,83,49,22,24,81,79,87,75,72,107,105,121,125,135,92,79,61,52
"57230 Inkerinkylä   (Savonlinna )",3305,1563,1742,45,67,103,194,88,85,73,145,152,161,161,186,261,274,305,301,283,179,154,92,41
"57310 Rinkilä   (Savonlinna )",709,355,354,45,21,34,54,22,19,11,13,21,34,44,32,39,49,67,71,56,59,29,19,15
"57510 Laitaatsilta   (Savonlinna )",501,261,240,44,12,13,45,27,9,11,20,22,22,27,26,34,40,38,43,38,26,16,16,16
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1939,976,963,39,79,99,159,76,50,52,71,84,131,125,116,136,145,178,164,131,72,41,15,15
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2962,1486,1476,42,101,141,220,103,69,60,115,164,163,147,182,218,229,240,252,217,138,82,55,66
"57810 Aholahti   (Savonlinna )",327,153,174,47,8,10,19,9,10,2,3,11,14,19,18,31,31,40,22,26,18,15,12,9
"58130 Oravi   (Savonlinna )",146,71,75,44,5,12,14,5,3,4,2,5,6,8,8,10,6,8,6,8,11,10,8,7
"58140 Ahvensalmi   (Savonlinna )",82,40,42,53,1,2,0,3,2,2,1,2,4,2,1,7,5,12,10,14,3,4,5,2
"58150 Makkola   (Savonlinna )",222,96,126,44,7,12,14,12,6,2,5,9,9,13,12,13,17,24,20,19,8,8,7,5
"58160 Karvila   (Enonkoski )",175,75,100,49,6,5,6,2,4,2,3,9,11,8,3,15,17,16,19,16,9,7,12,5
"58170 Simanala   (Enonkoski )",267,120,147,42,11,13,22,11,6,5,6,10,17,16,21,17,15,19,17,19,21,12,4,5
"58175 Enonkoski Keskus   (Enonkoski )",888,450,438,53,12,35,40,21,16,12,24,26,28,35,26,41,77,61,93,108,73,61,51,48
"58180 Ihamaniemi   (Enonkoski )",151,67,84,53,2,7,7,3,3,1,3,3,3,6,7,7,9,18,8,22,17,10,9,6
"58200 Kerimäki Keskus   (Savonlinna )",3317,1662,1655,50,59,130,184,83,60,62,100,95,143,149,143,204,220,261,327,328,254,211,155,149
"58220 Louhi   (Savonlinna )",413,179,234,46,7,21,17,13,12,9,13,13,23,22,20,32,32,52,36,36,19,14,14,8
"58260 Kumpuranta   (Savonlinna )",182,85,97,49,2,8,5,6,2,4,9,7,6,11,5,11,21,14,22,20,8,9,9,3
"58300 Savonranta Keskus   (Savonlinna )",704,338,366,54,12,19,19,23,9,8,18,32,20,15,22,40,53,73,74,78,69,41,43,36
"58320 Raikuu   (Savonlinna )",172,73,99,53,0,1,2,4,5,2,6,4,6,4,7,16,25,26,19,18,14,8,3,2
"58350 Villala   (Kitee )",210,89,121,56,1,3,8,8,2,0,3,3,4,10,2,11,27,24,28,22,14,16,18,6
"58360 Säimen   (Savonlinna )",212,100,112,53,4,4,9,3,2,3,7,8,3,7,12,11,18,22,17,33,19,15,6,9
"58390 Rönkönvaara   (Savonlinna )",60,24,36,60,0,0,2,1,1,0,1,0,1,0,4,4,6,5,10,3,7,5,6,4
"58410 Haapakallio   (Savonlinna )",630,303,327,38,25,41,47,33,17,14,19,30,47,40,48,49,48,50,34,39,23,13,6,7
"58420 Silvola   (Savonlinna )",331,146,185,41,17,21,25,9,5,5,12,12,29,23,16,22,21,26,23,28,14,11,6,6
"58430 Kulennoinen   (Savonlinna )",513,248,265,41,20,26,45,17,9,9,15,28,39,30,21,32,43,53,33,32,33,12,10,6
"58450 Punkaharju   (Savonlinna )",424,214,210,47,9,11,21,18,11,12,13,17,14,18,24,35,37,38,32,36,32,22,8,16
"58500 Punkasalmi   (Savonlinna )",1612,841,771,52,26,46,89,46,28,20,45,41,60,59,73,86,113,129,166,157,139,104,97,88
"58520 Hiukkajoki   (Savonlinna )",306,137,169,51,10,10,14,4,6,6,6,7,12,15,9,9,21,38,38,41,21,18,12,9
"58550 Putikko   (Savonlinna )",427,196,231,49,9,11,23,11,9,6,8,15,18,16,20,31,49,38,40,46,26,14,22,15
"58570 Ruhvana   (Savonlinna )",72,31,41,52,1,1,6,2,2,1,0,0,1,4,3,6,3,7,10,10,4,6,3,2
"58580 Vuoriniemi   (Savonlinna )",94,41,53,53,1,2,2,2,2,2,1,3,3,3,3,10,7,15,13,7,4,6,4,4
"58610 Telakanava   (Sulkava )",147,72,75,49,2,4,8,5,3,5,7,2,5,3,10,9,20,13,9,15,7,10,2,8
"58620 Lohilahti   (Sulkava )",267,121,146,55,2,6,11,3,5,4,6,4,7,10,15,17,15,23,28,36,20,28,18,9
"58650 Kiviapaja   (Savonlinna )",103,44,59,55,1,0,5,2,4,1,4,1,2,1,2,7,12,10,15,7,7,9,4,9
"58680 Piojärvi   (Savonlinna )",39,16,23,53,1,0,1,2,0,0,1,2,0,2,4,1,2,5,7,3,4,1,2,1
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",94,42,52,50,1,2,7,1,1,2,0,5,3,6,7,3,6,6,15,17,5,6,0,1
"58700 Sulkava Keskus   (Sulkava )",2159,1105,1054,52,43,42,98,56,43,38,81,71,68,60,93,125,171,195,212,234,164,136,104,125
"58720 Kaartilankoski   (Sulkava )",301,139,162,49,2,7,17,15,9,2,12,7,13,10,16,15,29,30,28,26,23,19,15,6
"58770 Pihlajalahti   (Savonlinna )",230,104,126,53,4,1,12,6,4,3,6,7,6,10,8,15,22,15,32,25,21,11,13,9
"58810 Kallislahti   (Savonlinna )",327,163,164,44,10,16,21,12,10,7,8,13,17,24,16,20,24,18,29,32,20,10,14,6
"58830 Parkumäki   (Rantasalmi )",319,155,164,46,8,10,18,20,6,7,9,11,11,16,17,21,29,23,27,32,23,11,11,9
"58850 Hiltula   (Rantasalmi )",105,47,58,49,3,5,5,1,1,2,2,7,4,3,3,2,8,18,15,5,8,4,7,2
"58900 Rantasalmi Keskus   (Rantasalmi )",2447,1258,1189,51,41,75,121,74,42,44,98,81,69,88,97,153,176,220,242,237,153,155,129,152
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",188,88,100,48,3,6,10,9,3,1,8,5,7,5,7,14,22,20,13,22,15,13,3,2
"58920 Kolkontaipale   (Rantasalmi )",321,139,182,46,5,11,23,14,8,4,9,3,13,17,15,21,41,28,32,40,15,13,6,3
"58940 Tuusmäki   (Rantasalmi )",237,103,134,46,4,8,8,6,4,7,13,14,7,12,19,13,26,20,26,18,13,11,6,2
"59100 Parikkala Keskus   (Parikkala )",2230,1147,1083,53,31,62,89,40,41,41,70,68,76,83,91,143,143,191,222,247,189,165,105,133
"59130 Koitsanlahti   (Parikkala )",182,90,92,50,6,6,8,5,3,2,4,5,10,5,8,11,17,16,15,20,12,14,6,9
"59210 Melkoniemi   (Parikkala )",143,66,77,52,3,2,5,4,4,1,6,5,2,1,6,14,16,11,15,20,8,9,7,4
"59310 Särkisalmi   (Parikkala )",919,457,462,49,20,32,39,29,21,19,30,37,34,32,46,55,83,82,96,97,66,37,35,29
"59320 Haapaoja   (Parikkala )",90,44,46,55,2,3,0,2,0,1,2,1,6,3,5,3,10,6,5,16,9,10,3,3
"59410 Kirjavala   (Parikkala )",422,196,226,53,8,12,18,5,6,4,10,13,18,15,18,19,38,34,47,48,35,33,24,17
"59510 Maironiemi   (Parikkala )",415,211,204,55,7,8,9,7,3,7,21,13,10,18,15,19,37,43,40,35,18,30,26,49
"59520 Saari   (Parikkala )",130,58,72,53,7,3,0,4,1,1,5,6,4,3,0,9,11,15,12,22,11,5,4,7
"59530 Mikkolanniemi   (Parikkala )",84,39,45,59,0,0,4,0,0,0,3,1,1,1,5,3,9,10,10,7,11,12,5,2
"59610 Tarnala   (Parikkala )",178,92,86,50,5,3,1,6,9,1,7,4,2,5,7,18,23,22,15,18,13,10,6,3
"59710 Kummunkylä   (Parikkala )",110,53,57,46,4,3,9,2,4,3,1,1,8,3,7,5,12,12,12,5,5,7,5,2
"59720 Niukkala   (Parikkala )",147,69,78,51,2,4,9,5,4,3,2,5,4,5,9,9,7,12,15,14,13,5,14,6
"59730 Uukuniemi   (Parikkala )",114,48,66,55,3,4,9,2,1,1,0,3,0,3,4,4,8,3,13,25,8,10,5,8
"59800 Kesälahti Keskus   (Kitee )",1603,835,768,51,36,35,79,50,34,25,53,51,49,49,72,106,122,135,151,141,125,114,88,88
"59810 Suurikylä   (Kitee )",81,42,39,58,0,3,2,0,0,2,1,0,1,0,2,5,9,16,8,11,8,5,6,2
"59820 Purujärvi-Rajavaara   (Kitee )",152,72,80,50,1,2,12,2,3,3,7,4,3,2,7,11,11,24,27,11,6,6,6,4
"60100 Seinäjoki Keskus   (Seinäjoki )",9859,5528,4331,47,178,176,269,154,137,265,1444,877,506,350,323,416,517,598,695,760,647,591,459,497
"60120 Pohja   (Seinäjoki )",2592,1367,1225,41,87,119,108,64,41,60,288,218,160,140,114,142,168,200,208,205,114,74,40,42
"60150 Kasperi   (Seinäjoki )",4603,2348,2255,40,160,248,329,137,93,101,342,331,365,287,232,249,270,268,304,410,228,129,68,52
"60200 Törnävä   (Seinäjoki )",11107,5586,5521,35,495,716,921,451,256,348,826,897,962,817,658,738,714,634,560,430,230,187,114,153
"60220 Huhtala   (Seinäjoki )",1892,1070,822,46,46,46,69,37,30,39,179,171,118,89,73,75,110,145,145,161,117,97,66,79
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",6944,3539,3405,37,261,368,559,284,187,182,487,480,471,441,450,461,454,443,412,453,258,150,90,53
"60420 Impivaara   (Seinäjoki )",1232,604,628,35,38,97,149,76,53,31,35,33,62,107,105,98,93,79,61,40,21,15,17,22
"60450 Munakka   (Ilmajoki )",441,215,226,39,19,19,42,23,12,15,11,23,21,31,33,32,27,24,24,39,18,10,11,7
"60510 Hyllykallio   (Seinäjoki )",8277,4194,4083,35,431,539,668,303,227,226,466,673,750,634,524,490,554,444,417,372,232,151,103,73
"60550 Nurmo Keskus   (Seinäjoki )",4559,2267,2292,38,211,276,419,211,138,112,197,209,311,318,282,297,277,280,291,232,190,131,83,94
"60560 Halkosaari   (Seinäjoki )",710,347,363,30,48,58,73,30,21,7,30,61,96,69,57,29,36,28,27,20,8,10,1,1
"60640 Kurjenneva   (Seinäjoki )",683,321,362,35,25,59,87,25,23,12,14,21,55,57,52,50,35,49,44,39,16,7,9,4
"60720 Tuomikylä   (Ilmajoki )",2060,1016,1044,33,122,203,227,95,44,35,52,94,170,230,139,129,135,92,96,74,48,35,25,15
"60760 Pohjanluoma   (Ilmajoki )",1025,499,526,38,37,66,107,43,30,16,34,47,68,82,61,66,71,86,75,54,20,23,19,20
"60800 Ilmajoki Keskus   (Ilmajoki )",5825,2940,2885,43,178,284,426,233,145,133,292,275,337,330,332,315,368,392,409,447,269,211,217,232
"61100 Peräseinäjoki Keskus   (Seinäjoki )",2000,1015,985,48,50,85,114,53,36,47,88,63,91,110,96,106,113,157,196,209,103,102,80,101
"61110 Vuolle   (Seinäjoki )",192,96,96,42,9,16,14,4,3,2,5,7,14,9,13,7,17,15,10,20,11,10,3,3
"61120 Louko   (Seinäjoki )",702,336,366,37,32,52,72,31,23,14,23,21,45,58,49,58,41,44,40,28,32,23,13,3
"61140 Pasto   (Seinäjoki )",134,65,69,42,3,6,13,6,3,2,6,3,8,5,8,14,7,12,16,9,1,5,4,3
"61150 Sydänmaa   (Alavus )",78,39,39,37,6,5,8,3,3,1,6,4,3,3,3,3,3,10,4,6,3,2,1,1
"61160 Koura   (Seinäjoki )",588,283,305,42,21,31,48,28,17,8,11,22,37,45,35,35,39,36,48,31,33,28,17,18
"61170 Sääskiniemi   (Alavus )",290,136,154,45,6,9,18,6,12,6,14,17,18,10,12,27,28,27,20,16,11,12,6,15
"61180 Haapaluoma   (Seinäjoki )",224,107,117,45,5,13,13,7,8,5,7,3,9,15,8,10,23,30,20,16,15,10,7,0
"61220 Myllysalo   (Kurikka )",242,111,131,43,6,9,25,13,6,3,9,6,9,12,14,22,21,18,21,8,15,12,7,6
"61230 Luopa   (Kurikka )",729,360,369,42,28,29,58,29,21,12,42,29,31,40,50,47,44,62,56,52,31,24,22,22
"61250 Jalasto   (Kurikka )",284,130,154,43,8,16,25,13,5,3,3,10,20,19,17,17,25,19,25,22,12,17,4,4
"61270 Luopajärvi   (Kurikka )",632,300,332,39,19,43,53,28,20,15,36,33,29,42,45,35,61,38,37,31,14,23,17,13
"61280 Jokipii   (Kurikka )",552,268,284,44,10,18,39,18,13,15,32,24,22,26,26,38,50,44,60,50,24,19,13,11
"61290 Taivalmaa   (Kurikka )",107,49,58,47,2,6,5,1,2,1,5,3,6,6,5,9,8,12,7,9,4,9,4,3
"61300 Kurikka Keskus   (Kurikka )",6706,3466,3240,45,196,283,432,200,148,161,316,320,363,312,332,392,427,441,570,650,360,285,246,272
"61310 Panttila   (Kurikka )",751,352,399,42,18,35,55,33,11,19,39,37,53,31,43,53,54,55,73,46,37,28,18,13
"61330 Koskenkorva   (Ilmajoki )",2086,1007,1079,43,58,95,144,69,54,71,98,87,115,108,107,141,163,177,159,152,88,72,66,62
"61340 Nopankylä   (Ilmajoki )",283,132,151,44,15,15,17,11,4,4,7,11,21,18,11,13,15,28,27,26,15,5,12,8
"61350 Huissi   (Ilmajoki )",376,171,205,44,9,17,23,15,8,9,14,21,22,21,17,17,43,29,29,23,19,15,13,12
"61360 Mieto   (Kurikka )",1070,517,553,42,29,45,73,41,31,40,59,52,50,53,59,80,90,99,81,57,40,36,31,24
"61370 Lohiluoma   (Kurikka )",345,160,185,46,6,11,24,15,9,8,15,14,17,11,14,25,23,25,34,31,21,19,7,16
"61380 Polvenkylä   (Kurikka )",179,76,103,39,11,9,21,7,4,0,8,8,14,6,11,9,12,14,16,8,8,5,6,2
"61400 Ylistaro Keskus   (Seinäjoki )",2079,1074,1005,48,55,71,139,69,36,42,105,63,97,101,124,107,134,123,174,175,114,113,84,153
"61410 Ylistaro Asemanseutu   (Seinäjoki )",817,377,440,43,23,36,62,37,13,18,27,41,42,51,61,53,56,67,56,53,40,37,26,18
"61430 Isorehto   (Seinäjoki )",396,177,219,42,7,17,38,22,12,10,11,11,25,16,21,39,36,29,24,36,19,11,6,6
"61440 Untamala   (Seinäjoki )",186,81,105,48,5,7,13,5,2,5,7,4,3,11,8,7,15,21,14,24,17,11,3,4
"61450 Kylänpää   (Seinäjoki )",598,293,305,47,9,28,42,25,11,10,23,18,21,37,32,35,39,44,53,61,32,37,23,18
"61460 Hanhikoski   (Seinäjoki )",234,113,121,45,11,17,15,4,5,2,3,5,20,11,14,13,7,28,15,22,10,15,10,7
"61470 Kitinoja   (Seinäjoki )",428,219,209,37,21,33,48,24,4,4,14,15,26,39,24,24,26,39,34,24,6,12,6,5
"61500 Isokyrö Keskus   (Isokyrö )",2741,1408,1333,45,83,120,192,94,66,54,114,122,123,121,144,163,185,204,212,208,155,144,112,125
"61520 Lehmäjoki   (Isokyrö )",238,105,133,48,9,10,11,5,6,3,5,13,10,5,12,20,16,23,23,29,14,6,9,9
"61550 Orismala   (Isokyrö )",665,314,351,45,17,31,47,26,16,11,22,28,32,29,35,44,52,56,51,58,39,33,20,18
"61560 Orisberg   (Isokyrö )",62,28,34,39,3,4,3,3,3,3,3,4,2,4,3,3,3,5,3,6,1,5,1,0
"61600 Jalasjärvi Keskus   (Kurikka )",4003,2091,1912,46,115,185,240,115,80,82,214,169,176,186,178,228,244,287,311,356,270,208,174,185
"61630 Hirvijärvi   (Kurikka )",293,138,155,45,11,11,13,8,4,3,14,18,23,19,15,14,17,27,31,18,16,11,6,14
"61640 Ala-Valli   (Kurikka )",193,85,108,49,4,8,7,3,1,1,12,10,6,8,13,9,22,21,17,15,13,13,4,6
"61650 Kalakoski   (Seinäjoki )",369,171,198,46,9,12,25,7,7,8,16,8,24,20,13,28,32,36,39,31,19,13,9,13
"61680 Mantila   (Kurikka )",248,125,123,46,4,11,24,11,5,3,5,4,11,13,20,21,14,16,18,22,16,9,10,11
"61710 Pentinmäki   (Kurikka )",281,135,146,43,12,17,19,8,8,5,8,8,19,17,14,17,21,31,19,18,8,14,10,8
"61720 Koskue   (Kurikka )",567,263,304,47,10,22,20,23,19,8,24,19,35,27,28,30,48,48,44,52,42,38,17,13
"61730 Yli-Valli   (Kurikka )",242,108,134,51,4,4,13,8,6,4,4,6,5,12,14,12,22,22,37,30,10,11,12,6
"61760 Ilvesjoki   (Kurikka )",348,168,180,46,7,14,24,14,9,8,22,12,10,11,14,32,28,28,20,20,25,22,18,10
"61800 Kauhajoki Keskus   (Kauhajoki )",8316,4310,4006,44,230,369,505,267,179,266,473,435,460,433,423,522,562,584,652,692,396,316,258,294
"61810 Luomankylä   (Kauhajoki )",299,131,168,43,11,16,17,15,9,8,11,10,17,8,20,28,22,23,20,17,13,14,14,6
"61820 Kainasto   (Kauhajoki )",606,292,314,43,17,26,40,24,18,16,21,29,37,39,33,37,49,48,47,40,27,27,13,18
"61840 Norinkylä   (Teuva )",301,146,155,49,3,8,15,10,2,8,11,12,13,8,20,23,22,26,37,26,18,22,7,10
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",2251,1111,1140,42,76,130,170,68,51,42,106,103,122,133,114,136,163,168,180,194,104,80,54,57
"61860 Harja   (Kauhajoki )",221,111,110,42,8,12,18,6,5,10,6,8,16,15,6,15,12,20,19,12,12,8,5,8
"61880 Ikkeläjärvi   (Kauhajoki )",191,81,110,45,6,9,9,10,6,3,5,5,9,7,11,18,19,15,9,15,19,6,5,5
"61910 Nummijärvi   (Kauhajoki )",287,125,162,50,4,4,21,13,4,3,6,7,9,7,15,19,24,35,26,27,30,12,8,13
