"Postal code area","Households, total, 2012 (TR)","Average income of households, 2012 (TR)","Median income of households, 2012 (TR)","Households belonging to the lowest income category, 2012 (TR)","Households belonging to the middle income category, 2012 (TR)","Households belonging to the highest income category, 2012 (TR)","Accumulated purchasing power of households, 2012 (TR)"
"79160 Saamaiskylä  (Leppävirta)",32,34851,28816,9,19,4,1115245
"79180 Tuppurinmäki  (Leppävirta)",20,..,..,..,..,..,..
"79190 Valkeamäki  (Leppävirta)",16,..,..,..,..,..,..
"79230 Moninmäki  (Leppävirta)",28,..,..,..,..,..,..
"79255 Kurjala-Moninmäki  (Leppävirta)",62,37073,33294,15,38,9,2298502
"79265 Puponmäki  (Leppävirta)",44,40348,37382,13,23,8,1775310
"79330 Näädänmaa  (Leppävirta)",59,29099,27274,23,29,7,1716869
"79350 Itä-Soisalo  (Leppävirta)",55,34586,33619,22,21,12,1902229
"79410 Niinimäki  (Leppävirta)",69,35467,31244,23,38,8,2447254
"79480 Kangaslampi Keskus  (Varkaus)",341,31702,25919,121,179,41,10810545
"79520 Viljolahti  (Varkaus)",83,32709,29381,30,44,9,2714819
"79600 Joroinen Keskus  (Joroinen)",1321,32464,25824,453,726,142,42885533
"79620 Huutokoski  (Joroinen)",106,35724,31742,30,65,11,3786756
"79630 Kolma  (Joroinen)",104,39313,37584,27,65,12,4088528
"79660 Kerisalo  (Joroinen)",75,40772,35893,23,38,14,3057925
"79680 Lahnalahti  (Joroinen)",62,33492,27224,20,38,4,2076495
"79690 Kaitainen  (Joroinen)",89,42170,33362,22,49,18,3753098
"79700 Heinävesi Keskus  (Heinävesi)",1291,31109,23742,472,689,130,40162322
"79810 Karvion kanava  (Heinävesi)",118,34519,24936,40,65,13,4073205
"79820 Varistaipale  (Heinävesi)",55,34574,29199,16,32,7,1901597
"79830 Palokki  (Heinävesi)",32,32890,24346,12,16,4,1052492
"79850 Uusi-Valamo  (Heinävesi)",.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo  (Heinävesi)",99,28812,23742,36,55,8,2852428
"79885 Etelä-Petruma  (Heinävesi)",36,27862,22085,16,18,2,1003040
"79895 Sarvikumpu  (Heinävesi)",72,29748,24234,29,33,10,2141854
"79910 Kerma  (Heinävesi)",123,39941,35764,32,71,20,4912730
"79940 Vihtari-Poikiinaho  (Heinävesi)",84,31634,26485,33,45,6,2657285
"80100 Joensuu Keskus, Pohjoinen  (Joensuu)",5524,28096,21429,2283,2688,553,155201497
"80110 Joensuu Keskus Eteläinen  (Joensuu)",2995,29745,21535,1163,1456,376,89086971
"80130 Kanervala  (Joensuu)",1084,39829,32663,341,537,206,43174486
"80140 Noljakka  (Joensuu)",3866,33751,26572,1395,1972,499,130480197
"80160 Rantakylä-Latola  (Joensuu)",5346,29105,24431,2015,2939,392,155596320
"80170 Utra  (Joensuu)",1808,36371,28936,551,1037,220,65758791
"80200 Niinivaara  (Joensuu)",2436,29251,23323,874,1261,301,71255509
"80210 Sairaala-alue  (Joensuu)",.,.,.,.,.,.,.
"80220 Penttilä  (Joensuu)",1474,32514,24190,559,725,190,47926119
"80230 Hukanhauta  (Joensuu)",2213,38118,33856,464,1364,385,84355404
"80260 Kettuvaara  (Joensuu)",2260,34766,29866,608,1377,275,78571934
"80330 Reijola  (Joensuu)",995,40995,37502,199,649,147,40789883
"80400 Ylämylly  (Liperi)",2187,39549,36910,416,1465,306,86493979
"80510 Onttola-Kunnasniemi  (Kontiolahti)",440,49189,45686,65,258,117,21643181
"80710 Lehmo  (Kontiolahti)",2062,42733,40443,302,1430,330,88116379
"80770 Kontiolahti as  (Kontiolahti)",245,45783,39816,49,153,43,11216791
"80780 Kontioniemi  (Kontiolahti)",145,45242,41835,22,95,28,6560105
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",42,29311,26495,12,26,4,1231066
"80850 Paihola  (Kontiolahti)",217,37112,33054,51,137,29,8053377
"80910 Kulho  (Kontiolahti)",574,44999,43354,110,368,96,25829239
"81100 Kontiolahti  (Kontiolahti)",1326,34863,29692,387,797,142,46228657
"81120 Katajaranta  (Kontiolahti)",161,37506,35404,40,104,17,6038511
"81160 Romppala-Riihikangas  (Kontiolahti)",122,28608,24867,52,62,8,3490134
"81200 Eno Keskus  (Joensuu)",1553,30106,24256,582,823,148,46754283
"81210 Louhioja  (Joensuu)",120,32354,28316,42,67,11,3882446
"81220 Jakokoski  (Kontiolahti)",259,41653,42526,46,177,36,10788114
"81230 Mönni  (Kontiolahti)",79,37489,32213,19,43,17,2961663
"81235 Lehtoi  (Kontiolahti)",104,38020,36457,23,63,18,3954040
"81260 Ahveninen  (Joensuu)",82,37301,32441,25,38,19,3058660
"81270 Paukkaja  (Joensuu)",57,33454,29113,16,36,5,1906873
"81280 Uimaharju  (Joensuu)",947,32051,28071,297,554,96,30352006
"81290 Ukkola  (Joensuu)",134,29929,26431,45,79,10,4010499
"81295 Haapalahti  (Joensuu)",73,34683,28890,20,45,8,2531843
"81320 Kuismavaara  (Joensuu)",25,..,..,..,..,..,..
"81330 Luhtapohja  (Joensuu)",52,32112,25088,19,27,6,1669812
"81350 Tokrajärvi  (Ilomantsi)",78,31013,24689,30,41,7,2418995
"81360 Sarvinki  (Joensuu)",61,28978,24756,24,32,5,1767669
"81390 Revonkylä  (Joensuu)",39,35913,26902,15,18,6,1400607
"81420 Tyrjänsaari  (Ilomantsi)",48,31965,22875,19,23,6,1534341
"81430 Kivilahti  (Ilomantsi)",54,26187,20571,25,24,5,1414117
"81450 Huhus-Käenkoski  (Ilomantsi)",59,27357,24038,22,35,2,1614041
"81460 Käenkoski  (Ilomantsi)",19,..,..,..,..,..,..
"81470 Naarva  (Ilomantsi)",31,30365,31092,10,19,2,941311
"81560 Vuonisjärvi  (Lieksa)",94,32738,27940,34,52,8,3077333
"81570 Kelvä  (Lieksa)",56,29563,24663,21,29,6,1655526
"81590 Vuonislahti  (Lieksa)",82,31597,25825,27,47,8,2590936
"81650 Hattuvaara  (Lieksa)",91,28229,25257,37,42,12,2568876
"81660 Lehmikylä  (Lieksa)",5,..,..,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",3309,28275,23351,1218,1846,245,93563604
"81720 Mähkö-Timitra  (Lieksa)",1650,28874,24343,637,856,157,47641892
"81750 Pankakoski  (Lieksa)",498,30678,27710,134,319,45,15277438
"81810 Jamali  (Lieksa)",156,34906,31501,39,103,14,5445339
"81820 Kylänlahti  (Lieksa)",184,31999,26821,63,96,25,5887889
"81850 Mätäsvaara  (Lieksa)",91,27650,24230,40,42,9,2516147
"81860 Viekijärvi  (Lieksa)",214,28212,21802,111,80,23,6037300
"81950 Pankajärvi  (Lieksa)",43,37148,32197,11,24,8,1597356
"81970 Jongunjoki-Pankajärvi  (Lieksa)",111,28991,25442,49,51,11,3217998
"82110 Heinävaara  (Joensuu)",428,37601,36417,113,263,52,16093391
"82120 Keskijärvi  (Joensuu)",106,33861,30300,39,58,9,3589254
"82140 Kiihtelysvaara Keskus  (Joensuu)",466,31980,24430,175,245,46,14902804
"82160 Oskola  (Joensuu)",34,30248,24754,13,16,5,1028431
"82170 Uskali  (Joensuu)",28,..,..,..,..,..,..
"82180 Huhtilampi  (Joensuu)",44,32766,28607,16,22,6,1441718
"82200 Hammaslahti  (Joensuu)",1430,33664,28718,476,813,141,48140222
"82210 Suhmura  (Joensuu)",188,45211,38866,49,115,24,8499752
"82220 Niittylahti  (Joensuu)",667,44112,43699,137,431,99,29422966
"82290 Nieminen  (Rääkkylä)",226,32188,24785,91,97,38,7274598
"82300 Rääkkylä Keskus  (Rääkkylä)",571,26230,21284,279,260,32,14977238
"82310 Oravisalo-Varpasalo  (Rääkkylä)",148,32561,23996,62,69,17,4819072
"82335 Rasivaara  (Rääkkylä)",340,31022,25563,150,157,33,10547348
"82350 Tikkala  (Tohmajärvi)",154,37894,36293,37,97,20,5835704
"82360 Onkamo  (Tohmajärvi)",182,33523,29994,57,111,14,6101159
"82380 Tolosenmäki  (Kitee)",215,37506,31973,64,117,34,8063847
"82395 Haarajärvi  (Kitee)",73,38083,32764,19,43,11,2780087
"82430 Puhos-Leinovaara  (Kitee)",432,34188,28056,153,234,45,14769329
"82460 Hummovaara  (Kitee)",52,35956,33944,14,32,6,1869730
"82490 Heinoniemi  (Kitee)",71,28954,27082,31,36,4,2055738
"82500 Kitee Keskus  (Kitee)",3266,30216,24678,1215,1737,314,98686351
"82510 Kiteenlahti  (Kitee)",117,41698,35428,27,74,16,4878696
"82580 Juurikka  (Kitee)",177,36089,30189,57,98,22,6387669
"82590 Närsäkkälä  (Kitee)",68,32340,24801,22,37,9,2199116
"82600 Tohmajärvi Keskus  (Tohmajärvi)",1520,30576,25344,578,794,148,46475883
"82655 Värtsilä Keskus  (Tohmajärvi)",175,29396,24815,78,85,12,5144232
"82660 Uusi-Värtsilä  (Tohmajärvi)",107,28082,25476,50,50,7,3004776
"82670 Kaurila  (Tohmajärvi)",60,30356,24399,21,33,6,1821334
"82675 Niirala-Jänisjoki  (Tohmajärvi)",59,31404,26589,26,27,6,1852845
"82685 Littilä  (Tohmajärvi)",85,41601,32202,23,51,11,3536071
"82710 Kovero  (Joensuu)",229,34177,26872,73,127,29,7826551
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",457,28117,22605,201,227,29,12849434
"82750 Öllölä  (Joensuu)",62,27440,25808,28,33,1,1701273
"82760 Hoilola  (Joensuu)",55,29795,29237,19,32,4,1638701
"82770 Kaustajärvi  (Tohmajärvi)",20,..,..,..,..,..,..
"82815 Marjovaara  (Joensuu)",75,33661,29517,30,37,8,2524571
"82820 Maukkula  (Ilomantsi)",123,37496,31949,39,65,19,4611968
"82830 Haukivaara  (Ilomantsi)",49,31427,29863,12,36,1,1539944
"82840 Pirttiaho  (Joensuu)",21,..,..,..,..,..,..
"82850 Kinnasniemi  (Joensuu)",42,27892,24442,15,22,5,1171458
"82865 Kokinvaara-Mannervaara  (Joensuu)",22,..,..,..,..,..,..
"82870 Luutalahti  (Joensuu)",19,..,..,..,..,..,..
"82880 Mannervaara  (Joensuu)",15,..,..,..,..,..,..
"82900 Ilomantsi Keskus  (Ilomantsi)",2156,29070,24217,792,1199,165,62674714
"82915 Sonkaja  (Ilomantsi)",99,35391,30162,33,51,15,3503676
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",70,30524,29374,28,40,2,2136689
"82967 Hattu  (Ilomantsi)",56,29380,24108,22,25,9,1645292
"82980 Möhkö  (Ilomantsi)",44,29431,25707,15,25,4,1294976
"83100 Liperi Keskus  (Liperi)",1292,31212,24983,470,692,130,40325926
"83130 Salokylä  (Liperi)",151,41193,36238,30,96,25,6220134
"83140 Puromäki  (Liperi)",52,38461,36335,13,33,6,1999952
"83150 Roukalahti  (Liperi)",101,37890,33886,31,57,13,3826865
"83160 Tutjunniemi  (Liperi)",68,31718,26718,29,30,9,2156824
"83320 Risti-Juojärvi  (Liperi)",34,35382,31660,13,17,4,1202986
"83330 Kaatamo  (Liperi)",111,33965,27884,48,51,12,3770113
"83340 Kaarnalampi  (Liperi)",41,31256,26803,16,23,2,1281503
"83400 Viinijärvi  (Liperi)",751,31194,25790,287,391,73,23426602
"83430 Käsämä  (Liperi)",233,43633,41697,45,149,39,10166595
"83450 Vaivio  (Liperi)",132,43419,38576,30,78,24,5731258
"83460 Harinjärvi  (Liperi)",119,44048,43843,15,75,29,5241682
"83480 Ahonkylä  (Liperi)",95,37605,30189,32,45,18,3572481
"83500 Outokumpu Keskus  (Outokumpu)",3259,29521,24484,1283,1689,287,96210204
"83550 Kokonvaara  (Outokumpu)",73,36435,33377,14,48,11,2659774
"83630 Kuusjärvi  (Outokumpu)",204,33625,30375,54,134,16,6859441
"83660 Varislahti  (Outokumpu)",132,33516,28795,47,72,13,4424073
"83700 Polvijärvi Keskus  (Polvijärvi)",1360,28090,23132,593,665,102,38202720
"83720 Kuorevaara  (Polvijärvi)",126,38381,34629,34,80,12,4835964
"83750 Sotkuma  (Polvijärvi)",199,43883,40606,37,126,36,8732692
"83760 Sola  (Polvijärvi)",42,27535,23774,20,19,3,1156482
"83780 Horsmanaho  (Polvijärvi)",108,32618,28310,39,58,11,3522729
"83825 Kinahmo  (Polvijärvi)",145,33030,29327,59,70,16,4789344
"83830 Hukkala  (Polvijärvi)",65,29414,24149,32,30,3,1911882
"83835 Ruvaslahti  (Polvijärvi)",105,35121,26176,38,50,17,3687734
"83840 Saarivaara  (Polvijärvi)",30,31862,23346,12,16,2,955850
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",81,30154,25884,34,42,5,2442469
"83870 Polvela-Timovaara  (Juuka)",113,28824,25068,45,62,6,3257118
"83880 Kajoo  (Juuka)",87,29142,26633,46,35,6,2535329
"83900 Juuka Keskus  (Juuka)",1978,29134,24360,799,1031,148,57626780
"83910 Paalasmaa  (Juuka)",46,29816,27582,15,29,2,1371546
"83915 Vihtasuo  (Juuka)",3,..,..,..,..,..,..
"83940 Nunnanlahti  (Juuka)",175,32457,26370,57,108,10,5679993
"83950 Ahmovaara  (Juuka)",245,29600,24824,102,126,17,7252082
"83960 Koli  (Lieksa)",135,29694,23850,59,65,11,4008632
"83985 Tuopanjoki  (Juuka)",2,..,..,..,..,..,..
"84100 Ylivieska Keskus  (Ylivieska)",5799,35791,30133,1567,3519,713,207552704
"84460 Tuomiperä  (Ylivieska)",95,35957,30687,21,63,11,3415869
"84540 Vähäkangas  (Ylivieska)",199,41190,39632,35,140,24,8196824
"84650 Kantokylä  (Ylivieska)",94,34822,34060,22,65,7,3273279
"84770 Isokoski  (Ylivieska)",48,31482,25038,17,27,4,1511125
"84880 Raudaskylä  (Ylivieska)",269,37687,33769,62,180,27,10137909
"85100 Kalajoki Keskus  (Kalajoki)",3018,38398,33629,737,1799,482,115885601
"85120 Metsä  (Kalajoki)",96,41501,34616,30,61,5,3984088
"85140 Tynkä  (Kalajoki)",313,42907,39703,68,198,47,13429918
"85150 Typpö  (Kalajoki)",122,38310,30198,35,75,12,4673774
"85160 Rautio  (Kalajoki)",238,39606,32664,63,145,30,9426330
"85180 Rahja  (Kalajoki)",187,38870,35306,48,123,16,7268633
"85200 Alavieska Keskus  (Alavieska)",910,35004,29585,291,529,90,31853472
"85210 Kähtävä  (Alavieska)",99,41824,40979,24,55,20,4140592
"85230 Talus  (Alavieska)",112,35557,31135,45,58,9,3982433
"85310 Sievi Asemanseutu  (Sievi)",208,48263,30930,57,128,23,10038612
"85320 Markkula  (Sievi)",123,36052,32147,47,63,13,4434457
"85340 Jyrinki  (Sievi)",193,45285,44012,51,127,15,8739999
"85410 Sievi Keskus  (Sievi)",828,39445,29221,283,460,85,32660109
"85430 Koivisto  (Sievi)",232,43443,34784,69,135,28,10078855
"85450 Joenkylä  (Sievi)",86,48550,41406,23,48,15,4175311
"85470 Kiiskilampi  (Sievi)",184,41384,35736,53,108,23,7614644
"85500 Nivala Keskus  (Nivala)",3126,35561,29699,949,1830,347,111165036
"85540 Mönkö  (Nivala)",188,41769,37384,53,116,19,7852595
"85560 Ainastalo  (Nivala)",191,35640,30518,61,111,19,6807163
"85580 Karvoskylä  (Nivala)",306,35202,31163,84,194,28,10771673
"85620 Sarja  (Nivala)",114,39276,33242,31,70,13,4477437
"85630 Sarjanahde  (Nivala)",172,43030,39250,45,110,17,7401118
"85640 Maliskylä  (Nivala)",224,36328,30784,77,127,20,8137550
"85660 Ruuskankylä  (Nivala)",67,39559,36687,21,35,11,2650437
"85710 Parkkila  (Haapajärvi)",144,36773,33373,45,89,10,5295321
"85730 Tulppo  (Haapajärvi)",56,37922,36624,18,29,9,2123623
"85800 Haapajärvi Keskus  (Haapajärvi)",2549,34340,28359,846,1432,271,87533482
"85820 Oksava  (Haapajärvi)",356,37347,34641,100,227,29,13295491
"85840 Kuona  (Haapajärvi)",105,39984,34564,32,62,11,4198306
"85900 Reisjärvi Keskus  (Reisjärvi)",872,35088,28217,284,514,74,30596399
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",79,36684,32387,19,51,9,2898039
"85940 Räisälänmäki  (Reisjärvi)",93,45201,42245,24,47,22,4203669
"85980 Köyhänperä  (Reisjärvi)",130,43543,40017,35,76,19,5660629
"86100 Pyhäjoki Keskus  (Pyhäjoki)",892,35077,31131,246,531,115,31289001
"86110 Parhalahti  (Pyhäjoki)",152,41706,37723,25,103,24,6339343
"86160 Pirttikoski  (Pyhäjoki)",138,39353,32372,29,87,22,5430689
"86170 Yppäri  (Pyhäjoki)",215,40858,38116,60,122,33,8784518
"86210 Petäjäskoski  (Oulainen)",63,39794,35760,27,29,7,2507005
"86220 Merijärvi Keskus  (Merijärvi)",310,36111,31398,114,170,26,11194389
"86230 Ylipää  (Merijärvi)",72,32419,29266,28,38,6,2334166
"86240 Pyhänkoski  (Merijärvi)",85,38351,36252,21,54,10,3259830
"86300 Oulainen Keskus  (Oulainen)",3145,34022,28879,967,1839,339,106998265
"86350 Kilpua  (Oulainen)",62,36765,31017,16,39,7,2279402
"86360 Ilveskorpi  (Raahe)",94,40346,37883,24,58,12,3792550
"86400 Vihanti Keskus  (Raahe)",839,32624,29029,272,470,97,27371741
"86440 Lampinsaari  (Raahe)",141,30393,28501,46,82,13,4285423
"86460 Alpua  (Raahe)",178,34013,27476,56,105,17,6054393
"86470 Lumimetsä  (Raahe)",83,38687,33094,27,46,10,3211053
"86480 Karhukangas  (Haapavesi)",19,..,..,..,..,..,..
"86510 Matkaniva  (Oulainen)",125,37569,32734,38,72,15,4696090
"86530 Annonen  (Oulainen)",82,33993,29487,30,42,10,2787401
"86550 Mieluskylä  (Haapavesi)",132,38373,36236,39,85,8,5065238
"86600 Haapavesi Keskus  (Haapavesi)",2377,34671,29709,734,1386,257,82413831
"86650 Kytökylä-Joutenniva  (Haapavesi)",187,39517,35051,53,113,21,7389615
"86680 Vatjusjärvi  (Haapavesi)",194,42118,37575,43,121,30,8170857
"86690 Karsikas  (Haapavesi)",95,32414,23499,45,39,11,3079351
"86710 Kärsämäki Keskus  (Kärsämäki)",1162,33989,27866,402,661,99,39495018
"86790 Venetpalo  (Kärsämäki)",6,..,..,..,..,..,..
"86800 Pyhäsalmi  (Pyhäjärvi)",2169,31874,26578,807,1132,230,69134344
"86810 Pellikkaperä  (Pyhäjärvi)",70,43626,41579,18,42,10,3053850
"86850 Hiidenniemi  (Pyhäjärvi)",115,32298,29822,39,65,11,3714288
"86870 Vesikoski  (Pyhäjärvi)",134,33933,30877,45,73,16,4547016
"86900 Pyhäkumpu  (Pyhäjärvi)",236,38876,35167,54,137,45,9174726
"86980 Väliaho  (Pyhäjärvi)",32,34161,21605,15,14,3,1093143
"87100 Kajaani Keskus  (Kajaani)",3852,26238,20352,1501,1977,374,101068412
"87150 Purola  (Kajaani)",1056,35223,32018,290,633,133,37195934
"87200 Teppana  (Kajaani)",2103,35940,30600,484,1292,327,75582246
"87250 Kättö-Kätönlahti  (Kajaani)",1909,37234,34628,442,1189,278,71080321
"87300 Palokangas  (Kajaani)",671,27167,23399,253,367,51,18228728
"87400 Petäisenniska  (Kajaani)",893,33556,31114,197,601,95,29965171
"87500 Lehtikangas  (Kajaani)",2759,37960,32005,617,1819,323,104730280
"87700 Lohtaja-Kettu  (Kajaani)",2065,31493,26521,791,1063,211,65033788
"87800 Vuoreslahti  (Kajaani)",391,43029,40485,69,249,73,16824476
"87830 Nakertaja  (Kajaani)",626,37989,36556,150,398,78,23780916
"87850 Paltaniemi  (Kajaani)",180,48000,45188,33,111,36,8640005
"87900 Karankalahti  (Kajaani)",212,39471,36877,42,141,29,8367942
"87910 Linnantaus  (Kajaani)",194,43657,44362,28,119,47,8469372
"87930 Salmijärvi  (Kajaani)",116,37798,34899,19,81,16,4384561
"87950 Kuluntalahti  (Kajaani)",312,48077,46565,46,202,64,14999989
"87970 Jormua  (Kajaani)",188,41571,39384,38,120,30,7815441
"88120 Tuhkakylä  (Sotkamo)",51,32641,25869,15,27,9,1664689
"88200 Otanmäki-Kytökoski  (Kajaani)",554,29113,26162,176,336,42,16128499
"88270 Vuolijoki Keskus  (Kajaani)",448,35121,29525,131,259,58,15734042
"88300 Paltamo Keskus  (Paltamo)",1239,30729,25729,440,712,87,38072931
"88310 Melalahti  (Paltamo)",107,34227,29880,24,74,9,3662316
"88340 Manamansalo  (Vaala)",57,30232,25532,22,30,5,1723240
"88350 Kivesjärvi  (Paltamo)",50,41346,32075,13,30,7,2067288
"88380 Mieslahti  (Paltamo)",108,33885,31278,31,66,11,3659539
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",652,32760,26462,230,358,64,21359489
"88440 Jokikylä  (Ristijärvi)",37,34863,30644,8,25,4,1289929
"88460 Hiisijärvi  (Ristijärvi)",21,..,..,..,..,..,..
"88470 Kontiomäki  (Paltamo)",280,29800,25787,95,165,20,8343974
"88490 Pohjavaara  (Sotkamo)",108,43460,38900,25,66,17,4693635
"88530 Paakki  (Sotkamo)",50,34551,26562,13,35,2,1727571
"88600 Sotkamo Keskus  (Sotkamo)",3205,34735,29038,947,1843,415,111326335
"88610 Vuokatti  (Sotkamo)",1130,38749,34496,264,665,201,43786069
"88615 Vuokatin Urheiluopisto  (Sotkamo)",.,.,.,.,.,.,.
"88620 Korholanmäki  (Sotkamo)",202,43747,38858,38,131,33,8836879
"88640 Ontojoki  (Sotkamo)",42,34987,25423,12,25,5,1469451
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",79,41940,33603,21,49,9,3313242
"88690 Maanselkä  (Sotkamo)",30,32802,27573,10,18,2,984047
"88730 Ylä-Vieksi  (Kuhmo)",72,32460,28782,26,39,7,2337135
"88740 Härmänkylä-Iivantiira  (Kuhmo)",44,30189,27544,16,23,5,1328324
"88760 Iivantiira  (Kuhmo)",74,33345,25532,31,37,6,2467539
"88820 Katerma  (Kuhmo)",4,..,..,..,..,..,..
"88900 Kuhmo Keskus  (Kuhmo)",4208,31381,26148,1519,2322,367,132052912
"88930 Lentiira-Kuumu  (Kuhmo)",155,33224,26758,52,87,16,5149748
"88940 Kuumu  (Kuhmo)",11,..,..,..,..,..,..
"89110 Törmänmäki  (Puolanka)",29,..,..,..,..,..,..
"89140 Kotila-Törmänmäki  (Puolanka)",35,32823,26817,14,19,2,1148793
"89200 Puolanka Keskus  (Puolanka)",1270,29950,25397,461,720,89,38036011
"89210 Puokiovaara  (Puolanka)",25,..,..,..,..,..,..
"89320 Joukokylä  (Puolanka)",63,26972,23761,32,29,2,1699252
"89330 Suolijärvi  (Puolanka)",33,36991,37307,5,26,2,1220704
"89400 Hyrynsalmi Keskus  (Hyrynsalmi)",1139,30655,25617,433,623,83,34916219
"89430 Hoikka  (Hyrynsalmi)",19,..,..,..,..,..,..
"89440 Sakara  (Suomussalmi)",43,37037,32959,13,27,3,1592570
"89540 Moisiovaara  (Hyrynsalmi)",108,29733,26068,47,56,5,3211171
"89560 Karhuvaara  (Hyrynsalmi)",39,30118,25295,12,26,1,1174592
"89600 Ämmänsaari  (Suomussalmi)",2813,31841,26779,875,1676,262,89567330
"89610 Jumaliskylä  (Suomussalmi)",27,..,..,..,..,..,..
"89640 Pesiökylä  (Suomussalmi)",59,35501,30396,16,39,4,2094573
"89660 Takalo  (Suomussalmi)",57,26964,24762,23,31,3,1536921
"89670 Näljänkä  (Suomussalmi)",121,30320,27642,55,58,8,3668772
"89680 Vaaranniva  (Suomussalmi)",55,30415,21959,28,20,7,1672850
"89730 Ahjola  (Suomussalmi)",17,..,..,..,..,..,..
"89740 Kianta  (Suomussalmi)",34,36506,34986,10,19,5,1241204
"89760 Piispajärvi-Peranka-Kaikkoinen  (Suomussalmi)",48,28633,24693,21,26,1,1374364
"89770 Peranka  (Suomussalmi)",22,..,..,..,..,..,..
"89780 Kaikkonen  (Suomussalmi)",29,..,..,..,..,..,..
"89800 Suomussalmi Keskus  (Suomussalmi)",707,34906,30032,237,383,87,24678482
"89830 Ala-Vuokki  (Suomussalmi)",28,..,..,..,..,..,..
"89840 Ylä-Vuokki  (Suomussalmi)",42,26270,22931,18,24,0,1103332
"89920 Ruhtinansalmi  (Suomussalmi)",208,29216,25171,76,122,10,6076877
"90100 Oulu Keskus  (Oulu)",5416,29341,22498,1939,2644,833,158908626
"90120 Heinäpää  (Oulu)",4307,26675,22013,1534,2300,473,114889359
"90130 Raksila  (Oulu)",3615,29840,24516,1135,1944,536,107872048
"90140 Karjasilta  (Oulu)",1729,35313,26213,466,934,329,61056230
"90150 Höyhtyä  (Oulu)",3055,33225,27408,886,1707,462,101501932
"90220 Kontinkangas  (Oulu)",409,22487,18104,207,170,32,9197216
"90230 Värttö-Maikkula  (Oulu)",3770,42307,31927,848,1947,975,159496919
"90240 Iinatti  (Oulu)",2969,42171,34992,616,1657,696,125204802
"90250 Kaukovainio  (Oulu)",3793,26241,21869,1551,1931,311,99532471
"90310 Madekoski  (Oulu)",1029,50335,43366,184,603,242,51794333
"90400 Äimärautio  (Oulu)",361,29995,24205,104,203,54,10828290
"90410 Kaakkuri  (Oulu)",1772,48174,43883,271,1014,487,85364139
"90420 Metsokangas  (Oulu)",3472,42864,37272,772,1999,701,148823240
"90440 Kempele Keskus  (Kempele)",3772,40988,34848,734,2410,628,154608588
"90450 Honkanen  (Kempele)",2525,48593,45197,320,1631,574,122698383
"90460 Oulunsalo Keskus  (Oulu)",3120,44514,40518,538,1975,607,138883886
"90470 Varjakka  (Oulu)",413,47871,43905,69,276,68,19770753
"90480 Hailuoto  (Hailuoto)",481,36023,30681,120,285,76,17327116
"90500 Tuira  (Oulu)",5179,24491,18979,2336,2421,422,126840967
"90510 Hietasaari  (Oulu)",938,36363,29003,234,481,223,34108179
"90520 Taskila-Toppila  (Oulu)",2483,27229,21366,1155,1089,239,67609148
"90530 Välivainio  (Oulu)",3132,28153,23254,1186,1575,371,88176372
"90540 Kuivasjärvi  (Oulu)",3356,51951,50017,352,2026,978,174348296
"90550 Pyykkösjärvi-Puolivälikangas  (Oulu)",2356,32197,26496,747,1292,317,75856525
"90560 Koskela-Oulu  (Oulu)",1618,32346,27152,472,917,229,52336549
"90570 Kaijonharju-Linnanmaa  (Oulu)",3853,26353,21029,1879,1573,401,101538909
"90580 Rajakylä  (Oulu)",2276,33937,29012,751,1185,340,77241404
"90590 Teknologiakylä  (Oulu)",.,.,.,.,.,.,.
"90620 Rusko-Heikinharju  (Oulu)",229,39110,34787,53,146,30,8956208
"90630 Korvensuora  (Oulu)",2510,44741,42227,327,1618,565,112300030
"90650 Haapalehto  (Oulu)",4719,43143,35647,898,2722,1099,203593263
"90660 Sanginsuu  (Oulu)",259,52334,45197,32,149,78,13554411
"90670 Hiukkavaara  (Oulu)",118,29633,27718,32,74,12,3496689
"90800 Pateniemi  (Oulu)",3407,45077,40711,575,2053,779,153578780
"90810 Kiviniemi  (Oulu)",1112,47804,44547,150,702,260,53157613
"90820 Kello  (Oulu)",1193,44030,41763,231,737,225,52527356
"90830 Haukipudas Keskus  (Oulu)",3306,38952,34221,805,1998,503,128775430
"90840 Haukipudas Asemanseutu  (Oulu)",640,45821,44474,144,386,110,29325701
"90850 Martinniemi  (Oulu)",873,37256,34758,214,549,110,32524846
"90860 Halosenniemi  (Oulu)",209,42000,41946,40,129,40,8778075
"90900 Kiiminki Keskus  (Oulu)",2325,43193,41562,412,1528,385,100423450
"90910 Kontio  (Oulu)",476,51074,50268,72,299,105,24311234
"90940 Jääli  (Oulu)",1928,45995,42318,266,1252,410,88678683
"91100 Ii Keskus  (Ii)",2433,39100,35246,582,1513,338,95130261
"91110 Ii Asemanseutu  (Ii)",310,43627,38912,67,200,43,13524470
"91140 Olhava  (Ii)",191,33220,28996,61,110,20,6344993
"91150 Yli-Olhava  (Ii)",84,28838,23038,37,38,9,2422364
