"Postal code area","Inhabitants, total, 2016 (HE)","Females, 2016 (HE)","Males, 2016 (HE)","Average age of inhabitants, 2016 (HE)","0-2 years, 2016 (HE)","3-6 years, 2016 (HE)","7-12 years, 2016 (HE)","13-15 years, 2016 (HE)","16-17 years, 2016 (HE)","18-19 years, 2016 (HE)","20-24 years, 2016 (HE)","25-29 years, 2016 (HE)","30-34 years, 2016 (HE)","35-39 years, 2016 (HE)","40-44 years, 2016 (HE)","45-49 years, 2016 (HE)","50-54 years, 2016 (HE)","55-59 years, 2016 (HE)","60-64 years, 2016 (HE)","65-69 years, 2016 (HE)","70-74 years, 2016 (HE)","75-79 years, 2016 (HE)","80-84 years, 2016 (HE)","85 years or over, 2016 (HE)"
"86870 Vesikoski   (Pyhäjärvi )",263,119,144,50,6,11,13,4,0,2,7,11,15,11,13,13,20,22,25,36,20,18,13,3
"86900 Pyhäkumpu   (Pyhäjärvi )",496,237,259,46,13,15,28,21,10,11,26,19,21,23,15,30,31,49,62,46,28,26,18,4
"86980 Väliaho   (Pyhäjärvi )",61,28,33,55,0,0,3,3,1,1,2,1,0,1,4,1,6,6,8,11,4,3,2,4
"87100 Kajaani Keskus   (Kajaani )",5926,3343,2583,49,79,82,123,79,67,201,825,491,297,203,162,199,328,400,434,418,367,379,374,418
"87150 Purola   (Kajaani )",2325,1156,1169,40,71,117,171,75,58,68,173,131,168,134,120,131,157,169,180,170,96,55,35,46
"87200 Teppana   (Kajaani )",4040,2150,1890,44,111,152,223,108,95,87,256,236,278,210,189,226,297,281,352,286,214,211,141,87
"87250 Kättö-Kätönlahti   (Kajaani )",4388,2195,2193,40,169,255,385,158,97,102,174,216,317,317,260,257,298,274,276,297,203,149,103,81
"87300 Palokangas   (Kajaani )",1093,570,523,43,28,36,54,27,19,29,106,114,67,63,32,43,58,82,89,79,55,49,37,26
"87400 Petäisenniska   (Kajaani )",1802,891,911,42,62,98,86,43,28,44,131,163,122,88,73,81,101,115,131,145,117,94,49,31
"87500 Lehtikangas   (Kajaani )",5919,2964,2955,40,195,276,476,224,147,154,366,338,370,308,326,379,426,400,415,435,287,215,103,79
"87700 Lohtaja-Kettu   (Kajaani )",4141,1948,2193,37,151,207,294,122,91,127,392,350,284,243,207,234,264,352,348,235,109,66,31,34
"87800 Vuoreslahti   (Kajaani )",930,434,496,42,37,49,59,35,25,13,29,42,67,53,46,71,74,79,76,63,53,24,21,14
"87830 Nakertaja   (Kajaani )",1536,748,788,37,68,98,155,67,34,27,49,85,123,123,109,96,102,114,112,74,33,33,18,16
"87850 Paltaniemi   (Kajaani )",513,241,272,39,10,31,63,32,17,11,17,18,20,28,37,28,41,34,35,29,14,25,15,8
"87900 Karankalahti   (Kajaani )",452,203,249,43,15,30,21,14,14,9,6,15,41,28,22,26,39,43,44,41,18,13,6,7
"87910 Linnantaus   (Kajaani )",505,240,265,38,18,30,56,27,18,12,8,16,30,47,32,27,42,44,39,25,11,11,7,5
"87930 Salmijärvi   (Kajaani )",367,207,160,57,5,8,24,10,7,4,9,9,6,21,12,18,15,19,24,24,31,23,39,59
"87950 Kuluntalahti   (Kajaani )",961,473,488,34,47,70,120,67,29,21,19,35,65,78,80,59,50,58,59,49,17,25,7,6
"87970 Jormua   (Kajaani )",478,232,246,38,19,35,42,21,19,12,9,24,27,30,35,32,27,31,42,25,18,22,5,3
"88120 Tuhkakylä   (Sotkamo )",84,37,47,53,1,1,4,4,2,1,2,0,2,3,7,4,8,6,7,13,8,4,5,2
"88200 Otanmäki-Kytökoski   (Kajaani )",981,453,528,50,21,28,48,20,18,14,41,41,39,26,44,58,70,106,121,99,64,60,32,31
"88270 Vuolijoki Keskus   (Kajaani )",897,441,456,50,23,20,41,35,19,15,21,33,29,19,54,53,72,81,100,82,60,50,43,47
"88300 Paltamo Keskus   (Paltamo )",2287,1120,1167,50,42,69,118,71,66,53,82,56,81,91,78,136,190,220,225,211,161,138,91,108
"88310 Melalahti   (Paltamo )",222,107,115,48,3,12,15,4,1,3,9,5,17,11,10,9,14,22,27,13,14,11,13,9
"88340 Manamansalo   (Vaala )",91,33,58,59,0,0,0,1,2,0,6,0,1,0,1,7,8,15,13,18,4,7,4,4
"88350 Kivesjärvi   (Paltamo )",110,52,58,49,2,3,7,5,1,5,2,2,3,2,7,3,9,13,14,11,10,8,3,0
"88380 Mieslahti   (Paltamo )",237,112,125,48,4,8,20,8,5,6,10,6,7,9,10,14,13,26,19,25,15,14,6,12
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",1247,604,643,53,24,33,51,33,19,14,39,39,50,45,40,53,97,138,120,136,93,62,68,93
"88440 Jokikylä   (Ristijärvi )",57,28,29,54,0,0,1,0,1,1,4,1,2,0,0,6,11,8,6,6,2,3,4,1
"88460 Hiisijärvi   (Ristijärvi )",49,21,28,49,0,1,6,2,0,0,2,1,3,1,2,3,0,8,7,4,2,4,1,2
"88470 Kontiomäki   (Paltamo )",538,261,277,44,21,29,32,16,10,7,16,29,35,30,22,30,44,39,55,47,35,14,14,13
"88490 Pohjavaara   (Sotkamo )",253,126,127,46,3,18,12,12,5,2,3,9,18,11,17,10,13,24,29,26,19,7,7,8
"88530 Paakki   (Sotkamo )",105,44,61,45,0,4,10,7,3,1,0,2,4,6,6,10,12,11,6,7,6,5,3,2
"88600 Sotkamo Keskus   (Sotkamo )",6439,3316,3123,47,167,241,374,187,130,120,241,242,346,324,303,368,488,522,563,568,362,333,265,295
"88610 Vuokatti   (Sotkamo )",2568,1249,1319,39,92,132,215,99,77,67,115,105,158,200,162,172,199,191,181,164,101,70,36,32
"88615 Vuokatin Urheiluopisto   (Sotkamo )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88620 Korholanmäki   (Sotkamo )",498,234,264,41,23,29,38,17,11,13,12,29,21,30,26,31,30,49,55,36,19,15,11,3
"88640 Ontojoki   (Sotkamo )",79,41,38,48,1,3,2,4,4,0,1,6,2,3,5,7,11,6,5,1,4,9,4,1
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",187,90,97,45,4,7,17,9,5,5,4,7,9,9,6,11,7,15,26,16,12,11,3,4
"88690 Maanselkä   (Sotkamo )",54,22,32,52,3,1,1,1,0,0,0,2,7,1,3,1,5,6,7,1,6,3,3,3
"88730 Ylä-Vieksi   (Kuhmo )",133,58,75,55,2,4,1,1,3,1,3,2,4,6,8,9,9,11,15,19,18,12,3,2
"88740 Härmänkylä-Iivantiira   (Kuhmo )",84,33,51,53,0,2,5,0,2,2,1,0,2,3,4,5,8,9,16,7,10,5,2,1
"88760 Iivantiira   (Kuhmo )",151,59,92,52,2,1,5,3,1,3,4,7,3,6,4,11,18,26,18,12,13,6,5,3
"88820 Katerma   (Kuhmo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",7896,3878,4018,50,140,236,452,222,150,113,236,285,300,333,364,422,603,695,811,783,535,539,364,313
"88930 Lentiira-Kuumu   (Kuhmo )",292,119,173,57,0,5,9,5,2,3,5,3,7,4,14,22,32,32,31,44,25,20,23,6
"88940 Kuumu   (Kuhmo )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",49,21,28,55,0,0,0,0,0,0,1,0,2,2,6,4,6,13,6,3,1,4,1,0
"89140 Kotila-Törmänmäki   (Puolanka )",86,31,55,44,3,2,5,3,3,1,1,4,1,7,8,11,6,7,12,6,2,1,1,2
"89200 Puolanka Keskus   (Puolanka )",2296,1136,1160,53,26,55,96,55,53,41,78,48,67,75,86,130,187,223,256,247,200,154,109,110
"89210 Puokiovaara   (Puolanka )",60,26,34,44,1,5,5,0,3,1,0,1,8,0,1,3,8,2,8,3,4,3,3,1
"89320 Joukokylä   (Puolanka )",121,48,73,53,2,6,2,4,2,1,1,5,3,2,2,10,10,15,12,14,9,7,10,4
"89330 Suolijärvi   (Puolanka )",67,30,37,57,1,0,1,1,0,1,4,1,2,0,0,4,1,8,20,12,4,4,3,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",2095,1011,1084,53,44,46,81,53,32,24,75,80,60,61,62,126,181,182,242,226,160,148,109,103
"89430 Hoikka   (Hyrynsalmi )",44,18,26,48,1,0,5,3,0,1,0,1,2,2,3,2,1,6,3,5,5,2,1,1
"89440 Sakara   (Suomussalmi )",97,45,52,43,6,4,9,4,2,1,3,2,5,6,5,5,5,7,10,11,6,3,0,3
"89540 Moisiovaara   (Hyrynsalmi )",200,86,114,56,2,2,5,8,2,2,5,4,4,5,10,2,13,28,27,24,23,15,11,8
"89560 Karhuvaara   (Hyrynsalmi )",75,40,35,56,1,3,2,2,0,0,1,1,2,0,1,6,6,9,13,10,6,4,4,4
"89600 Ämmänsaari   (Suomussalmi )",5266,2690,2576,50,101,150,249,158,94,87,161,152,204,231,230,329,420,488,563,498,342,297,244,268
"89610 Jumaliskylä   (Suomussalmi )",57,25,32,56,1,1,1,0,0,1,0,2,1,2,5,4,6,5,5,6,6,8,1,2
"89640 Pesiökylä   (Suomussalmi )",115,52,63,43,4,6,5,7,3,2,3,2,8,5,5,10,12,11,12,11,5,0,3,1
"89660 Takalo   (Suomussalmi )",103,48,55,52,3,2,5,3,0,1,1,3,3,5,4,4,10,13,13,17,2,9,3,2
"89670 Näljänkä   (Suomussalmi )",224,92,132,56,4,2,2,6,6,4,5,7,7,2,5,15,20,19,29,29,19,22,12,9
"89680 Vaaranniva   (Suomussalmi )",95,39,56,59,0,2,3,1,0,0,3,4,1,1,2,4,5,13,11,14,11,11,7,2
"89730 Ahjola   (Suomussalmi )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89740 Kianta   (Suomussalmi )",47,21,26,57,0,0,1,0,0,1,1,2,0,1,0,4,11,2,4,12,3,3,0,2
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",102,42,60,53,1,3,4,2,3,2,3,3,4,3,7,2,6,5,16,11,6,12,6,3
"89770 Peranka   (Suomussalmi )",41,23,18,55,0,1,0,2,0,0,1,0,3,1,1,2,7,3,6,4,3,7,0,0
"89780 Kaikkonen   (Suomussalmi )",59,24,35,56,0,2,0,1,0,1,0,4,1,0,2,6,7,7,7,7,4,5,4,1
"89800 Suomussalmi Keskus   (Suomussalmi )",1423,651,772,48,26,44,91,52,33,23,38,37,60,68,49,98,109,134,170,148,83,74,36,50
"89830 Ala-Vuokki   (Suomussalmi )",51,21,30,64,0,0,0,0,0,0,0,1,0,1,4,2,5,4,3,11,8,7,3,2
"89840 Ylä-Vuokki   (Suomussalmi )",61,23,38,62,0,0,0,0,1,0,0,1,2,2,3,2,6,5,9,10,9,4,2,5
"89920 Ruhtinansalmi   (Suomussalmi )",363,171,192,56,5,9,12,3,5,6,6,3,9,12,11,23,28,36,40,45,38,34,19,19
"90100 Oulu Keskus   (Oulu )",8211,4451,3760,43,103,102,140,88,93,202,1605,1147,625,416,289,279,365,400,485,487,406,356,302,321
"90120 Heinäpää   (Oulu )",6763,3611,3152,41,96,104,144,79,65,166,1170,1044,590,386,254,271,331,347,378,373,264,288,212,201
"90130 Raksila   (Oulu )",6200,3361,2839,41,138,169,160,50,84,167,958,891,563,363,226,226,260,312,341,363,279,269,200,181
"90140 Karjasilta   (Oulu )",3185,1758,1427,45,53,84,171,97,55,78,317,254,191,186,161,153,203,193,191,185,149,136,141,187
"90150 Höyhtyä   (Oulu )",5817,2919,2898,41,156,218,334,131,130,149,618,431,422,399,288,305,357,392,386,319,269,224,140,149
"90220 Kontinkangas   (Oulu )",666,366,300,35,10,11,19,12,21,24,169,102,42,27,36,25,27,46,31,26,13,14,6,5
"90230 Värttö-Maikkula   (Oulu )",7341,3885,3456,41,191,274,421,187,172,176,648,658,494,399,378,425,516,545,480,435,337,302,177,126
"90240 Iinatti   (Oulu )",6246,3152,3094,39,225,285,436,200,153,172,357,403,426,429,374,382,475,525,541,393,221,148,66,35
"90250 Kaukovainio   (Oulu )",6795,3455,3340,39,217,226,267,134,141,229,1086,706,476,330,316,318,367,410,394,350,249,238,177,164
"90310 Madekoski   (Oulu )",2876,1383,1493,35,122,172,348,174,94,96,114,106,188,207,207,236,221,140,155,120,59,61,38,18
"90400 Äimärautio   (Oulu )",1146,612,534,35,12,7,8,4,12,62,359,217,89,45,18,40,40,51,48,48,39,22,22,3
"90410 Kaakkuri   (Oulu )",4174,2066,2108,37,168,238,342,181,128,115,202,255,286,288,248,328,407,341,233,165,101,79,42,27
"90420 Metsokangas   (Oulu )",10566,5301,5265,28,600,1026,1469,472,256,287,748,740,866,1043,946,596,464,270,251,230,122,91,52,37
"90440 Kempele Keskus   (Kempele )",9283,4699,4584,39,355,541,803,373,237,251,502,515,578,554,565,610,586,587,495,580,413,384,209,145
"90450 Honkanen   (Kempele )",7748,3849,3899,33,366,643,965,419,247,192,247,305,513,673,655,569,505,385,327,301,218,114,70,34
"90460 Oulunsalo Keskus   (Oulu )",8790,4359,4431,34,439,622,1027,457,285,263,362,402,589,633,686,602,503,427,424,407,283,188,108,83
"90470 Varjakka   (Oulu )",1235,587,648,34,63,88,163,80,40,41,42,37,60,89,92,69,65,71,85,50,38,36,18,8
"90480 Hailuoto   (Hailuoto )",985,478,507,50,25,39,53,22,9,17,22,31,34,41,49,64,63,78,86,106,109,66,39,32
"90500 Tuira   (Oulu )",8223,4408,3815,44,177,183,171,87,85,222,1216,902,655,443,337,328,393,467,521,548,452,377,339,320
"90510 Hietasaari   (Oulu )",1779,946,833,40,81,59,59,30,31,42,145,190,191,156,92,95,105,130,89,105,73,38,27,41
"90520 Taskila-Toppila   (Oulu )",5404,2604,2800,35,188,232,279,131,88,180,739,599,500,364,320,337,308,327,285,252,149,64,42,20
"90530 Välivainio   (Oulu )",5739,2859,2880,39,126,139,165,66,63,162,1065,723,477,298,233,267,310,355,357,322,268,155,110,78
"90540 Kuivasjärvi   (Oulu )",11731,5826,5905,29,744,1108,1607,591,323,185,418,694,1019,1283,1081,694,548,407,388,340,161,80,28,32
"90550 Pyykösjärvi-Puolivälikangas   (Oulu )",4456,2318,2138,42,143,183,274,110,84,116,371,296,316,282,218,187,268,277,333,315,217,166,153,147
"90560 Koskela-Oulu   (Oulu )",2934,1495,1439,43,67,112,149,68,60,72,268,206,201,166,163,173,200,216,194,154,154,151,92,68
"90570 Kaijonharju-Linnanmaa   (Oulu )",7507,3291,4216,32,260,281,277,111,63,162,1668,1373,980,542,300,246,235,279,264,200,128,69,36,33
"90580 Rajakylä   (Oulu )",4388,2107,2281,41,143,165,249,141,103,124,308,266,272,294,302,302,310,311,297,267,204,162,90,78
"90590 Teknologiakylä   (Oulu )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"90620 Rusko-Heikinharju   (Oulu )",560,241,319,41,28,27,44,16,4,8,18,32,37,41,37,44,40,35,42,42,26,24,6,9
"90630 Korvensuora   (Oulu )",7339,3595,3744,34,356,565,756,307,206,167,270,440,618,657,642,533,472,363,350,295,147,100,49,46
"90650 Haapalehto   (Oulu )",10473,5273,5200,40,340,499,793,390,278,257,556,588,702,670,696,702,818,667,626,659,500,347,197,188
"90660 Sanginsuu   (Oulu )",629,289,340,45,11,22,54,26,14,13,16,15,27,27,37,50,55,65,58,63,30,20,12,14
"90670 Hiukkavaara   (Oulu )",1644,808,836,27,201,194,114,28,22,20,94,199,220,175,85,59,61,49,41,30,19,8,8,17
"90800 Pateniemi   (Oulu )",8084,4016,4068,40,254,438,656,350,243,199,283,326,445,507,534,625,703,661,541,453,327,249,168,122
"90810 Kiviniemi   (Oulu )",2883,1438,1445,38,87,153,311,153,104,76,86,74,153,177,262,251,221,193,180,179,121,59,32,11
"90820 Kello   (Oulu )",3373,1642,1731,36,144,231,400,191,118,75,90,111,178,262,269,257,196,174,211,201,101,81,49,34
"90830 Haukipudas Keskus   (Oulu )",8300,4231,4069,37,333,586,870,409,256,196,321,286,457,628,627,579,479,465,465,462,293,247,189,152
"90840 Haukipudas Asemanseutu   (Oulu )",1942,914,1028,33,81,145,262,124,85,61,65,73,112,136,153,98,117,101,103,107,67,30,12,10
"90850 Martinniemi   (Oulu )",2323,1134,1189,36,107,183,261,100,64,45,58,109,164,202,172,140,140,136,133,93,94,55,43,24
"90860 Halosenniemi   (Oulu )",537,254,283,40,22,35,60,29,18,12,11,13,17,36,33,31,34,35,53,43,22,11,14,8
"90900 Kiiminki Keskus   (Oulu )",6791,3370,3421,35,312,485,832,399,216,173,249,285,387,542,483,414,399,327,333,355,237,183,93,87
"90910 Kontio   (Oulu )",1722,821,901,31,95,177,244,113,87,42,45,61,85,136,141,109,88,94,69,64,26,20,18,8
"90940 Jääli   (Oulu )",5110,2516,2594,37,197,285,538,270,149,140,170,218,301,357,419,423,379,292,294,291,206,98,48,35
"91100 Ii Keskus   (Ii )",6532,3209,3323,36,327,465,743,301,185,155,273,335,429,413,394,349,394,389,352,349,214,175,164,126
"91110 Ii Asemanseutu   (Ii )",869,419,450,37,40,57,94,51,32,23,31,31,37,64,49,46,58,51,64,53,31,34,16,7
"91140 Olhava   (Ii )",375,159,216,49,4,9,25,13,4,7,14,10,14,13,24,21,35,34,36,38,22,18,15,19
"91150 Yli-Olhava   (Ii )",165,74,91,47,4,9,8,8,4,4,3,8,6,5,7,9,13,16,17,14,8,8,7,7
"91200 Yli-Ii Keskus   (Oulu )",1265,616,649,41,61,84,118,70,41,26,44,49,66,57,43,74,72,92,88,75,52,54,53,46
"91210 Jakkukylä   (Oulu )",467,214,253,37,22,37,56,25,17,12,26,13,23,28,12,20,34,36,20,18,18,20,12,18
"91240 Tannila   (Oulu )",193,90,103,51,1,5,15,6,4,5,4,2,7,6,13,7,16,18,23,22,7,10,14,8
"91260 Pahkakoski-Räinä   (Oulu )",118,51,67,53,2,6,4,0,0,0,2,0,7,4,5,2,17,12,22,14,7,12,1,1
"91300 Ylikiiminki Keskus   (Oulu )",3257,1509,1748,39,131,261,379,151,78,37,75,134,183,212,176,194,196,210,239,228,145,100,66,62
"91310 Arkala   (Oulu )",212,97,115,36,10,19,20,11,4,2,5,16,14,13,14,12,14,20,14,14,2,5,0,3
"91410 Jokirinne   (Muhos )",1030,501,529,32,54,94,145,62,35,30,25,45,57,62,75,64,64,78,48,40,20,14,13,5
"91430 Leppiniemi   (Muhos )",131,63,68,33,7,6,16,8,5,4,8,7,9,11,6,6,12,13,7,5,0,0,1,0
"91500 Muhos Keskus   (Muhos )",7254,3543,3711,39,299,484,723,377,188,181,283,320,423,481,416,414,437,482,469,410,256,247,165,199
"91510 Rova   (Muhos )",466,243,223,40,18,28,42,26,10,7,10,20,31,40,37,21,33,26,31,29,23,11,11,12
"91560 Kylmälänkylä   (Muhos )",125,56,69,40,3,10,7,10,4,4,1,4,6,4,7,8,14,14,13,4,3,3,4,2
"91600 Utajärvi Keskus   (Utajärvi )",2084,1015,1069,45,53,106,160,95,51,39,84,76,88,90,101,102,155,169,174,160,110,92,92,87
"91620 Sanginkylä   (Utajärvi )",186,78,108,45,4,13,10,10,5,4,0,6,11,7,9,10,14,18,12,24,18,5,5,1
"91630 Juorkuna   (Utajärvi )",96,43,53,64,0,0,1,0,1,0,1,1,0,0,2,5,12,7,14,20,12,7,7,6
"91640 Särkijärvi   (Utajärvi )",99,48,51,59,2,0,2,1,1,0,2,1,3,0,2,6,6,15,14,12,12,10,6,4
"91660 Ahmas   (Utajärvi )",276,120,156,48,0,6,16,7,11,8,16,12,7,9,9,10,32,30,33,26,12,13,11,8
"91670 Rokua   (Muhos )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1543,790,753,51,31,43,86,60,35,30,55,44,40,43,56,72,106,150,143,142,122,105,83,97
"91710 Jylhämä   (Vaala )",55,25,30,51,1,3,1,2,0,0,2,0,0,2,3,7,7,2,10,8,3,3,1,0
"91720 Oterma   (Vaala )",65,24,41,55,0,0,3,1,2,1,3,0,1,0,2,7,7,9,5,5,8,5,2,4
"91730 Kankari   (Vaala )",108,50,58,53,1,2,7,3,2,3,2,0,1,4,5,9,9,7,9,18,10,9,5,2
"91740 Jaalanka-Liminpuro   (Vaala )",123,50,73,56,3,4,4,0,0,2,4,1,1,5,1,8,13,12,19,11,8,14,8,5
"91750 Liminpuro   (Vaala )",61,24,37,51,2,2,4,1,1,2,1,0,5,2,2,3,2,2,7,8,4,5,7,1
"91760 Säräisniemi   (Vaala )",289,141,148,55,4,5,9,8,4,4,7,4,6,10,10,16,25,33,23,52,30,19,11,9
"91780 Neittävä   (Vaala )",114,51,63,45,4,2,7,5,3,4,8,6,2,3,1,8,12,16,8,3,3,11,5,3
"91790 Nuojua   (Vaala )",160,74,86,38,8,12,13,6,7,9,6,6,5,10,9,10,12,14,6,8,6,5,4,4
"91800 Tyrnävä   (Tyrnävä )",5842,2853,2989,32,333,566,826,314,200,138,215,284,411,397,329,320,313,287,267,219,142,110,89,82
"91900 Liminka Keskus   (Liminka )",6191,2992,3199,33,345,597,799,340,189,138,227,282,432,484,461,347,312,266,241,231,168,132,100,100
"91910 Tupos   (Liminka )",3276,1622,1654,26,171,350,624,271,154,88,84,96,202,278,347,211,132,83,78,53,27,17,4,6
"91930 Ala-Temmes   (Liminka )",438,202,236,40,14,21,48,27,11,8,3,20,21,29,43,21,25,32,33,27,21,14,13,7
"91950 Temmes   (Liminka )",665,334,331,43,19,33,68,23,14,13,24,34,31,42,32,40,31,54,56,48,30,34,17,22
"91980 Lumijoki   (Lumijoki )",2051,993,1058,35,96,169,278,105,53,54,91,87,130,125,108,84,110,113,119,118,60,64,47,40
"92100 Raahe Keskus   (Raahe )",4078,2163,1915,47,97,135,171,83,70,139,278,242,234,201,200,197,234,303,310,339,287,216,165,177
"92120 Ollinsaari-Mestauskallio   (Raahe )",3009,1400,1609,40,105,161,226,98,62,74,157,178,215,182,192,178,190,214,247,226,157,94,32,21
"92130 Isoholmi-Antinkangas   (Raahe )",3158,1569,1589,44,92,152,230,109,73,61,120,125,181,179,196,187,175,190,301,281,223,158,80,45
"92140 Pattijoki Keskus   (Raahe )",6283,3071,3212,37,280,436,681,310,208,159,221,268,368,438,377,399,345,356,392,394,273,181,101,96
"92150 Kummatti-Junnilanmäki   (Raahe )",1303,642,661,45,24,42,74,41,24,32,76,78,90,69,89,90,86,71,95,111,61,69,43,38
"92160 Saloinen   (Raahe )",1770,853,917,42,65,102,158,67,53,24,42,55,90,111,116,102,91,108,154,187,122,74,32,17
"92180 Lapaluoto   (Raahe )",136,64,72,53,1,2,3,1,1,1,4,5,7,8,3,9,10,19,16,22,12,5,4,3
"92210 Arkkukari   (Raahe )",925,451,474,34,46,75,144,64,34,27,22,24,47,58,61,48,36,50,63,49,28,24,9,16
"92220 Piehinki   (Raahe )",662,318,344,42,16,28,51,26,23,13,26,25,26,44,56,57,38,42,59,52,35,20,11,14
"92230 Mattilanperä   (Raahe )",229,112,117,39,7,12,19,15,13,5,3,14,11,9,24,15,25,10,11,9,6,12,7,2
"92240 Lasikangas   (Raahe )",297,136,161,41,19,19,25,9,4,3,5,13,15,22,14,25,14,30,24,22,16,7,7,4
"92260 Kopsa   (Raahe )",307,144,163,45,8,20,21,8,6,3,7,9,26,11,16,19,17,24,38,32,14,9,10,9
"92320 Siikajoki Keskus   (Siikajoki )",1001,473,528,41,28,60,104,55,30,29,36,34,43,57,49,43,55,84,78,80,50,37,18,31
"92330 Karinkanta   (Siikajoki )",229,99,130,44,9,13,19,8,3,4,4,10,11,12,9,6,22,26,25,12,13,8,7,8
"92350 Revonlahti   (Siikajoki )",796,377,419,35,40,61,84,51,22,27,30,31,51,56,58,33,37,47,68,38,35,11,6,10
"92400 Ruukki Keskus   (Siikajoki )",1690,839,851,42,49,105,134,65,48,34,70,70,94,90,96,100,103,130,140,140,74,54,41,53
"92430 Paavola-Huumola   (Siikajoki )",968,461,507,42,30,52,87,46,31,25,31,42,60,41,34,42,69,65,81,72,51,39,36,34
"92440 Saarikoski   (Siikajoki )",40,16,24,45,2,1,2,1,0,0,2,1,3,2,0,2,9,5,5,2,2,1,0,0
"92450 Luohua   (Siikajoki )",347,167,180,36,22,28,43,21,10,8,10,12,20,19,19,12,19,17,28,23,6,6,16,8
"92470 Tuomioja   (Siikajoki )",255,119,136,40,17,16,23,9,3,0,7,9,15,28,10,18,11,14,26,12,15,12,6,4
"92500 Rantsila Keskus   (Siikalatva )",1503,683,820,45,42,84,124,51,43,31,39,57,71,73,75,69,105,121,117,89,87,94,68,63
"92520 Sipola   (Siikalatva )",72,31,41,50,0,2,4,2,4,1,2,0,3,2,3,8,9,5,6,4,6,5,4,2
"92530 Mankila   (Siikalatva )",167,80,87,44,2,7,14,10,4,4,7,5,1,9,9,14,15,14,16,10,4,10,9,3
"92600 Pulkkila Keskus   (Siikalatva )",1176,582,594,47,34,48,76,36,30,14,37,48,60,55,48,84,72,84,83,119,75,74,44,55
"92610 Vorna   (Siikalatva )",90,41,49,43,2,4,8,6,4,3,1,2,1,9,4,3,9,7,6,7,3,5,3,3
"92620 Piippola Keskus   (Siikalatva )",917,434,483,45,28,36,65,22,19,24,49,40,52,39,41,57,64,69,80,66,53,45,37,31
"92640 Leskelä   (Siikalatva )",190,81,109,48,4,4,7,3,4,4,9,5,13,7,14,18,19,12,13,18,7,22,4,3
"92650 Laakkola   (Siikalatva )",178,79,99,44,5,6,16,7,4,4,11,10,10,4,4,10,11,22,16,14,5,6,3,10
"92700 Kestilä   (Siikalatva )",1263,598,665,50,28,31,62,44,37,18,52,38,41,44,50,78,104,110,125,113,80,80,64,64
"92810 Pelsonsuo   (Vaala )",161,79,82,43,5,6,17,6,5,2,6,7,10,6,7,13,9,9,22,8,7,8,5,3
"92830 Veneheitto   (Vaala )",268,113,155,45,8,10,18,6,6,6,6,8,15,21,19,13,19,19,37,23,15,9,5,5
"92910 Tavastkenkä   (Pyhäntä )",280,118,162,43,8,7,26,7,7,10,14,14,14,14,12,13,16,34,18,27,13,14,4,8
"92920 Ahokylä   (Pyhäntä )",70,27,43,43,2,4,4,2,1,1,3,3,4,4,2,3,6,15,10,6,0,0,0,0
"92930 Pyhäntä   (Pyhäntä )",1206,592,614,41,49,80,112,56,30,32,50,53,49,64,59,49,71,106,92,86,52,53,36,27
"93100 Pudasjärvi Keskus   (Pudasjärvi )",4994,2503,2491,46,165,227,340,173,114,127,203,220,206,205,201,255,329,379,402,410,283,307,229,219
"93140 Kipinä   (Pudasjärvi )",475,202,273,44,18,26,32,19,13,13,15,16,28,16,13,21,38,50,44,31,27,26,16,13
"93160 Hetejärvi   (Pudasjärvi )",241,96,145,44,9,12,22,9,6,4,5,11,12,9,16,13,22,19,6,21,11,13,10,11
"93170 Yli-Kollaja   (Pudasjärvi )",102,45,57,41,8,7,6,1,3,6,5,3,4,4,5,5,3,12,6,8,8,5,2,1
"93180 Ikosenniemi   (Pudasjärvi )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",137,62,75,50,1,4,7,5,3,2,3,6,2,4,9,7,16,15,16,11,10,9,4,3
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",116,47,69,55,2,3,3,2,1,3,0,2,2,6,4,6,11,10,17,11,15,9,7,2
"93195 Kokkokylä   (Pudasjärvi )",59,22,37,55,1,1,1,0,2,1,0,1,1,3,4,5,5,5,5,14,5,1,1,3
"93220 Livo   (Pudasjärvi )",94,48,46,50,1,5,5,5,2,1,3,0,2,6,3,3,5,10,13,11,5,3,9,2
