"Postal code area","Inhabitants, 2014 (PT)","Labour force, 2014 (PT)","Employed, 2014 (PT)","Unemployed, 2014 (PT)","Persons outside the labour force, 2014 (PT)","Children aged 0 to 14, 2014 (PT)","Students, 2014 (PT)","Pensioners, 2014 (PT)","Others, 2014 (PT)"
"34550 Itä-Aure   (Ylöjärvi )",166,68,51,17,98,11,5,82,0
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",2675,1047,921,126,1628,341,128,1081,78
"34640 Mustajärvi   (Ruovesi )",216,92,83,9,124,32,14,72,6
"34710 Vaskivesi   (Virrat )",387,162,143,19,225,61,18,138,8
"34730 Vaskuu   (Virrat )",104,40,32,8,64,13,5,43,3
"34740 Koro   (Virrat )",82,29,..,..,53,6,4,40,3
"34770 Kurjenkylä   (Virrat )",244,102,81,21,142,35,25,74,8
"34800 Virrat Keskus   (Virrat )",4645,1853,1534,319,2792,602,265,1777,148
"34870 Visuvesi   (Ruovesi )",594,224,184,40,370,71,32,247,20
"34910 Äijänneva   (Virrat )",113,55,48,7,58,12,10,31,5
"34930 Liedenpohja   (Virrat )",336,137,121,16,199,48,23,118,10
"34950 Ohtola   (Virrat )",217,86,73,13,131,38,7,81,5
"34970 Toisvesi   (Virrat )",110,43,36,7,67,17,6,39,5
"34980 Killinkoski   (Virrat )",373,157,121,36,216,43,13,143,17
"35100 Orivesi Asemanseutu   (Orivesi )",3103,1471,1242,229,1632,610,204,737,81
"35220 Eräjärvi   (Orivesi )",522,205,170,35,317,67,23,211,16
"35240 Ristakallio   (Orivesi )",197,92,74,18,105,22,10,71,2
"35260 Leväslahti   (Orivesi )",13,7,..,..,6,..,..,..,..
"35270 Västilä   (Orivesi )",159,73,55,18,86,15,10,57,4
"35300 Orivesi Keskus   (Orivesi )",4670,1979,1657,322,2691,633,269,1652,137
"35320 Hirsilä   (Orivesi )",590,255,220,35,335,119,39,158,19
"35400 Länkipohja   (Jämsä )",948,369,293,76,579,101,47,408,23
"35420 Talviainen   (Orivesi )",115,51,46,5,64,14,4,42,4
"35480 Längelmäki   (Orivesi )",66,29,..,..,37,5,4,27,1
"35500 Korkeakoski   (Juupajoki )",1112,478,394,84,634,182,59,365,28
"35520 Pirttikangas   (Juupajoki )",76,31,28,3,45,11,4,30,0
"35530 Lyly   (Juupajoki )",279,107,90,17,172,44,7,112,9
"35540 Juupajoki   (Juupajoki )",458,218,199,19,240,90,30,104,16
"35550 Salokunta   (Juupajoki )",162,69,61,8,93,21,12,57,3
"35600 Halli   (Jämsä )",1378,598,499,99,780,139,72,545,24
"35610 Pihlaisto   (Jämsä )",92,33,29,4,59,18,2,38,1
"35630 Suinula-Valkamanperä   (Jämsä )",174,56,47,9,118,28,10,76,4
"35700 Vilppula Keskus   (Mänttä-Vilppula )",3468,1516,1274,242,1952,450,186,1173,143
"35740 Ylä-Vääri   (Ruovesi )",114,49,47,2,65,11,6,44,4
"35750 Väärinmaja   (Ruovesi )",298,122,110,12,176,36,23,111,6
"35800 Mänttä   (Mänttä-Vilppula )",4250,1705,1412,293,2545,490,235,1691,129
"35820 Asemakulma-Mustalahti   (Jämsä )",2146,956,833,123,1190,358,115,650,67
"35990 Kolho   (Mänttä-Vilppula )",1147,435,339,96,712,149,48,472,43
"36100 Kangasala Asemanseutu   (Kangasala )",1172,620,549,71,552,307,101,124,20
"36110 Ruutana   (Kangasala )",2814,1517,1380,137,1297,762,169,303,63
"36120 Suinula-Haviseva   (Kangasala )",1130,557,484,73,573,263,71,221,18
"36200 Kangasala Keskus   (Kangasala )",10024,4586,4015,571,5438,1842,641,2716,239
"36220 Suorama   (Kangasala )",4931,2461,2050,411,2470,1013,315,1026,116
"36240 Nattari   (Kangasala )",4554,2358,2083,275,2196,972,295,845,84
"36270 Huutijärvi   (Kangasala )",1419,714,613,101,705,311,78,286,30
"36280 Pikonlinna   (Kangasala )",115,30,27,3,85,8,1,73,3
"36340 Tohkala   (Kangasala )",258,124,109,15,134,54,17,59,4
"36420 Sahalahti Keskus   (Kangasala )",1752,865,725,140,887,332,100,418,37
"36430 Pakkala   (Kangasala )",465,222,191,31,243,83,30,123,7
"36450 Salmentaka   (Pälkäne )",226,113,98,15,113,27,9,72,5
"36520 Raikku   (Kangasala )",373,184,167,17,189,42,18,123,6
"36570 Kaivanto   (Kangasala )",307,140,124,16,167,67,14,77,9
"36600 Pälkäne Keskus   (Pälkäne )",3491,1603,1392,211,1888,599,212,977,100
"36640 Iltasmäki   (Pälkäne )",397,190,165,25,207,72,26,97,12
"36660 Laitikkala   (Pälkäne )",215,102,93,9,113,34,19,55,5
"36720 Aitoo   (Pälkäne )",588,257,217,40,331,96,43,182,10
"36760 Luopioinen Keskus   (Pälkäne )",829,328,268,60,501,112,27,346,16
"36810 Kuhmalahti Keskus   (Kangasala )",555,274,230,44,281,87,29,154,11
"36840 Kuhmajärvi   (Kangasala )",346,164,137,27,182,36,15,128,3
"36880 Vehkajärvi   (Kangasala )",142,52,42,10,90,8,6,71,5
"36910 Rautajärvi   (Pälkäne )",380,163,142,21,217,44,16,149,8
"36930 Kyynärö   (Pälkäne )",184,72,56,16,112,22,8,71,11
"37100 Nokia Keskus   (Nokia )",6553,2675,2094,581,3878,729,394,2532,223
"37120 Koskenmäki   (Nokia )",10172,5168,4460,708,5004,2275,669,1787,273
"37130 Alhoniitty   (Nokia )",4697,2373,1946,427,2324,1018,330,840,136
"37140 Harjuniitty   (Nokia )",2359,1180,1030,150,1179,670,86,369,54
"37150 Kankaantaka   (Nokia )",4140,2000,1646,354,2140,816,233,942,149
"37180 Sarkola   (Nokia )",386,179,159,20,207,89,17,87,14
"37200 Siuro   (Nokia )",2518,1263,1101,162,1255,511,133,537,74
"37210 Kulovesi   (Nokia )",24,9,..,..,15,..,..,..,..
"37240 Linnavuori   (Nokia )",797,382,292,90,415,167,48,146,54
"37310 Tottijärvi   (Nokia )",872,428,368,60,444,195,54,173,22
"37350 Rämsöö   (Vesilahti )",162,81,66,15,81,31,5,44,1
"37370 Narva   (Vesilahti )",1066,439,383,56,627,215,63,312,37
"37380 Krääkkiö   (Vesilahti )",183,87,76,11,96,27,10,58,1
"37420 Valkkinen   (Vesilahti )",813,412,371,41,401,175,50,161,15
"37470 Vesilahti Keskus   (Vesilahti )",2007,964,855,109,1043,539,156,307,41
"37500 Lempäälä Keskus   (Lempäälä )",7975,3594,3151,443,4381,1700,510,1941,230
"37530 Säijä   (Lempäälä )",528,261,240,21,267,105,36,114,12
"37550 Kuivaspää   (Lempäälä )",4826,2361,2115,246,2465,1332,348,659,126
"37560 Kulju   (Lempäälä )",4512,2311,2070,241,2201,1230,344,481,146
"37570 Koivuniemi   (Lempäälä )",426,214,194,20,212,111,16,69,16
"37600 Valkeakoski Keskus   (Valkeakoski )",11418,4937,4134,803,6481,1699,656,3720,406
"37630 Vääräkoivu   (Valkeakoski )",7125,3258,2787,471,3867,1274,565,1757,271
"37700 Sääksmäki   (Valkeakoski )",492,212,182,30,280,83,30,153,14
"37720 Ritvala   (Valkeakoski )",207,92,81,11,115,42,10,57,6
"37740 Haukila   (Valkeakoski )",300,142,118,24,158,44,28,72,14
"37770 Tarttila   (Valkeakoski )",484,226,190,36,258,86,28,126,18
"37800 Toijala keskus   (Akaa )",9392,4466,3801,665,4926,1660,569,2397,300
"37830 Viiala Keskus   (Akaa )",5700,2662,2268,394,3038,1197,344,1325,172
"37850 Metsäkansa   (Valkeakoski )",353,175,158,17,178,52,18,98,10
"37860 Kärjenniemi   (Valkeakoski )",868,414,367,47,454,223,54,149,28
"37900 Kylmäkoski Asemanseutu   (Akaa )",316,140,121,19,176,47,17,105,7
"37910 Kylmäkoski Keskus   (Akaa )",1327,634,537,97,693,216,74,368,35
"37960 Sotkia   (Akaa )",275,115,94,21,160,45,13,97,5
"38100 Karkku   (Sastamala )",887,433,369,64,454,154,70,205,25
"38120 Kutala   (Sastamala )",230,104,91,13,126,28,18,79,1
"38130 Ellivuori   (Sastamala )",19,12,..,..,7,..,..,..,..
"38140 Kärppälä   (Sastamala )",373,176,155,21,197,66,27,90,14
"38200 Vammala Keskus   (Sastamala )",6377,2547,2250,297,3830,892,350,2366,222
"38210 Vammala Asemanseutu   (Sastamala )",4328,1883,1594,289,2445,676,299,1299,171
"38220 Stormi   (Sastamala )",850,376,333,43,474,144,66,240,24
"38250 Roismala   (Sastamala )",1378,687,610,77,691,269,110,288,24
"38270 Sammaljoki   (Sastamala )",359,150,133,17,209,43,38,122,6
"38280 Illo   (Sastamala )",463,220,192,28,243,93,22,114,14
"38300 Kiikka   (Sastamala )",1913,805,697,108,1108,336,121,595,56
"38360 Kiikoinen   (Sastamala )",1206,527,468,59,679,197,80,352,50
"38420 Häijää   (Sastamala )",1035,539,466,73,496,197,63,215,21
"38460 Mouhijärvi Keskus   (Sastamala )",1749,816,715,101,933,306,115,454,58
"38470 Hyynilä   (Sastamala )",283,132,116,16,151,53,19,71,8
"38490 Haukijärvi   (Hämeenkyrö )",73,27,..,..,46,10,3,31,2
"38510 Suodenniemi   (Sastamala )",1237,544,454,90,693,173,65,417,38
"38600 Lavia Keskus   (Pori )",1525,649,569,80,876,192,89,553,42
"38650 Yli-Putto   (Pori )",158,64,55,9,94,25,2,59,8
"38670 Kalliala-Haunia   (Pori )",187,75,62,13,112,24,5,76,7
"38680 Tuunajärvi   (Pomarkku )",90,33,29,4,57,10,4,43,0
"38700 Kankaanpää Keskus   (Kankaanpää )",6129,2863,2500,363,3266,953,452,1656,205
"38710 Myllymäki   (Kankaanpää )",2161,905,730,175,1256,265,157,732,102
"38720 Vihteljärvi   (Kankaanpää )",464,209,185,24,255,67,26,151,11
"38740 Hapuoja   (Kankaanpää )",425,198,177,21,227,68,25,129,5
"38750 Veneskoski   (Kankaanpää )",265,126,109,17,139,36,13,89,1
"38760 Venesjärvi   (Kankaanpää )",376,170,159,11,206,70,28,92,16
"38770 Lohikko   (Kankaanpää )",493,211,186,25,282,105,34,133,10
"38800 Jämijärvi Keskus   (Jämijärvi )",1713,711,614,97,1002,250,114,585,53
"38840 Niinisalo   (Kankaanpää )",902,397,342,55,505,144,64,263,34
"38860 Suurimaa   (Jämijärvi )",222,98,89,9,124,45,19,53,7
"38910 Ala-Honkajoki   (Kankaanpää )",557,269,228,41,288,82,32,156,18
"38920 Vatajankoski   (Honkajoki )",244,112,90,22,132,33,9,83,7
"38950 Honkajoki Keskus   (Honkajoki )",1337,623,539,84,714,187,83,397,47
"38970 Lauhala   (Honkajoki )",279,134,121,13,145,35,9,91,10
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",3399,1535,1302,233,1864,551,223,1004,86
"39110 Simuna   (Hämeenkyrö )",224,95,86,9,129,40,17,67,5
"39130 Sasi   (Hämeenkyrö )",798,394,349,45,404,183,52,151,18
"39150 Pinsiö   (Hämeenkyrö )",871,460,391,69,411,228,53,102,28
"39160 Julkujärvi   (Ylöjärvi )",3509,1810,1613,197,1699,1113,216,294,76
"39170 Jumesniemi   (Hämeenkyrö )",182,97,85,12,85,33,15,33,4
"39180 Herttuala   (Hämeenkyrö )",96,48,41,7,48,14,13,20,1
"39195 Kaipio   (Hämeenkyrö )",184,86,74,12,98,33,7,50,8
"39200 Kyröskoski   (Hämeenkyrö )",4895,2269,1910,359,2626,922,252,1304,148
"39230 Osara   (Hämeenkyrö )",209,99,85,14,110,27,16,63,4
"39290 Vesajärvi   (Hämeenkyrö )",170,70,58,12,100,20,7,66,7
"39310 Viljakkala Keskus   (Ylöjärvi )",1031,457,374,83,574,221,45,282,26
"39340 Karhe   (Ylöjärvi )",293,144,123,21,149,61,10,67,11
"39360 Komi   (Ylöjärvi )",239,122,110,12,117,48,15,49,5
"39380 Lavajärvi   (Hämeenkyrö )",175,88,74,14,87,44,9,32,2
"39410 Luhalahti   (Ikaalinen )",314,123,111,12,191,32,16,137,6
"39430 Röyhiö   (Ikaalinen )",166,76,59,17,90,25,5,52,8
"39450 Sisättö   (Ikaalinen )",125,57,47,10,68,14,2,49,3
"39500 Ikaalinen Keskus   (Ikaalinen )",4717,2039,1693,346,2678,650,353,1545,130
"39530 Kilvakkala   (Ikaalinen )",1040,477,390,87,563,212,53,265,33
"39580 Riitiala   (Ikaalinen )",379,171,134,37,208,46,20,134,8
"39590 Tevaniemi   (Ikaalinen )",249,104,87,17,145,50,14,74,7
"39610 Kovelahti   (Ikaalinen )",213,90,81,9,123,33,9,76,5
"39620 Kovesjoki   (Parkano )",198,87,77,10,111,24,7,69,11
"39660 Lapinneva   (Parkano )",260,124,104,20,136,30,14,86,6
"39700 Parkano Keskus   (Parkano )",5604,2380,2017,363,3224,821,286,1952,165
"39750 Vatajanjärvi   (Parkano )",387,165,139,26,222,68,20,120,14
"39770 Aureskoski   (Parkano )",75,26,..,..,49,12,2,31,4
"39780 Alaskylä   (Parkano )",215,108,87,21,107,34,17,51,5
"39810 Linnankylä   (Kihniö )",355,156,138,18,199,50,19,120,10
"39820 Kihniö Keskus   (Kihniö )",1613,697,609,88,916,224,76,564,52
"39880 Kihniö Asemanseutu   (Kihniö )",144,62,48,14,82,12,9,45,16
"39920 Suomijärvi   (Karvia )",161,70,61,9,91,24,7,55,5
"39930 Karvia Keskus   (Karvia )",1113,461,380,81,652,118,61,428,45
"39940 Kantti   (Karvia )",264,111,100,11,153,36,15,98,4
"39960 Sarvela   (Karvia )",445,212,183,29,233,58,21,141,13
"39965 Karviankylä   (Karvia )",184,74,64,10,110,29,9,70,2
"39980 Sara   (Karvia )",181,76,69,7,105,21,17,60,7
"39990 Alkkia   (Karvia )",110,49,35,14,61,17,3,37,4
"40100 Jyväskylä Keskus   (Jyväskylä )",13748,7123,6027,1096,6625,641,2176,3459,349
"40200 Mannila-Taulumäki   (Jyväskylä )",3594,2001,1728,273,1593,468,417,643,65
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",6119,3043,2594,449,3076,1084,495,1350,147
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",10983,5378,4587,791,5605,2394,786,2175,250
"40320 Seppälän Teollisuusalue   (Jyväskylä )",4840,2501,2016,485,2339,654,391,1133,161
"40340 Huhtasuo   (Jyväskylä )",6248,2858,1911,947,3390,974,546,1569,301
"40400 Halssila   (Jyväskylä )",4203,2158,1833,325,2045,835,307,803,100
"40420 Jyskä   (Jyväskylä )",4805,2598,2134,464,2207,973,348,758,128
"40500 Keljo-Ristonmaa   (Jyväskylä )",3403,1734,1442,292,1669,435,478,581,175
"40520 Kuokkala-Ristikivi   (Jyväskylä )",15820,8312,6765,1547,7508,2665,2039,2357,447
"40530 Keljonkangas   (Jyväskylä )",5332,2774,2371,403,2558,1253,399,800,106
"40600 Mattilanpelto   (Jyväskylä )",2263,1114,956,158,1149,275,313,503,58
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",380,231,182,49,149,50,45,42,12
"40630 Kypärämäki   (Jyväskylä )",3823,1774,1464,310,2049,658,333,952,106
"40640 Keltinmäki   (Jyväskylä )",6763,3254,2562,692,3509,1104,902,1282,221
"40660 Länsi-Palokka   (Jyväskylä )",680,336,289,47,344,147,46,132,19
"40700 Mäki-Matti   (Jyväskylä )",4777,2464,2039,425,2313,401,844,943,125
"40720 Nisula   (Jyväskylä )",2684,1297,1086,211,1387,216,311,808,52
"40740 Kortepohja   (Jyväskylä )",7135,3404,2831,573,3731,950,1374,1183,224
"40800 Vaajakoski   (Jyväskylä )",8142,3871,3187,684,4271,1615,517,1964,175
"40820 Vuoritsalo   (Jyväskylä )",933,474,363,111,459,175,51,207,26
"40900 Säynätsalo   (Jyväskylä )",3340,1627,1338,289,1713,585,233,805,90
"40930 Kinkomaa   (Muurame )",1318,666,587,79,652,326,79,216,31
"40950 Muurame Keskus   (Muurame )",7936,3897,3393,504,4039,1757,605,1484,193
"41120 Puuppola   (Jyväskylä )",2049,927,821,106,1122,660,127,281,54
"41140 Kuikka   (Jyväskylä )",632,299,267,32,333,182,44,100,7
"41160 Tikkakoski   (Jyväskylä )",4789,2183,1859,324,2606,1144,327,1011,124
"41180 Vehniä   (Laukaa )",764,364,325,39,400,179,60,145,16
"41210 Jokihaara   (Uurainen )",430,191,157,34,239,126,22,74,17
"41220 Höytiä   (Uurainen )",317,137,116,21,180,63,16,93,8
"41230 Uurainen Keskus   (Uurainen )",1673,781,624,157,892,335,85,436,36
"41240 Kyynämöinen   (Uurainen )",248,120,92,28,128,31,16,78,3
"41260 Hoikankylä   (Saarijärvi )",158,69,65,4,89,31,12,42,4
"41270 Lannevesi   (Saarijärvi )",561,250,204,46,311,113,33,154,11
"41290 Kangashäkki   (Uurainen )",797,333,291,42,464,300,51,92,21
"41310 Leppävesi   (Laukaa )",3044,1538,1330,208,1506,849,190,400,67
"41325 Laukkavirta   (Laukaa )",305,147,120,27,158,58,14,75,11
"41330 Vihtavuori   (Laukaa )",2603,1237,1047,190,1366,657,185,434,90
"41340 Laukaa Keskus   (Laukaa )",5493,2313,1952,361,3180,1176,340,1532,132
"41350 Laukaa Asemanseutu   (Laukaa )",750,371,298,73,379,185,54,122,18
"41360 Valkola   (Laukaa )",483,222,198,24,261,84,55,114,8
"41370 Kuusa   (Laukaa )",1107,507,446,61,600,263,84,230,23
"41390 Äijälä   (Laukaa )",457,209,178,31,248,110,27,99,12
"41400 Lievestuore   (Laukaa )",3405,1605,1302,303,1800,602,179,936,83
"41410 Kankainen   (Toivakka )",206,95,80,15,111,50,12,43,6
"41440 Ruuhimäki   (Toivakka )",237,121,102,19,116,51,8,53,4
"41450 Leppälahti   (Jyväskylä )",682,343,285,58,339,121,39,168,11
"41490 Niemisjärvi   (Hankasalmi )",808,371,306,65,437,144,43,221,29
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1468,663,519,144,805,214,76,462,53
"41520 Hankasalmi Keskus   (Hankasalmi )",1987,797,688,109,1190,314,114,717,45
"41530 Veneranta   (Hankasalmi )",162,70,57,13,92,17,9,59,7
"41540 Ristimäki   (Hankasalmi )",257,112,93,19,145,27,16,96,6
"41550 Hannula   (Hankasalmi )",168,70,61,9,98,28,7,58,5
"41560 Säkinmäki   (Hankasalmi )",184,72,63,9,112,23,16,69,4
"41580 Sauvamäki   (Hankasalmi )",290,117,93,24,173,53,16,92,12
"41630 Oravasaari   (Jyväskylä )",392,161,138,23,231,92,25,103,11
"41660 Toivakka Keskus   (Toivakka )",1923,854,719,135,1069,355,81,592,41
"41710 Rutalahti-Kivisuo   (Jyväskylä )",285,124,106,18,161,47,14,96,4
"41730 Kivisuo   (Joutsa )",31,17,..,..,14,..,..,..,..
"41750 Havumäki   (Joutsa )",87,41,32,9,46,6,5,32,3
"41770 Leivonmäki   (Joutsa )",663,265,215,50,398,64,28,286,20
"41800 Korpilahti Keskus   (Jyväskylä )",3610,1610,1332,278,2000,623,217,1074,86
"41820 Saakoski   (Jyväskylä )",316,158,138,20,158,64,19,68,7
"41840 Moksi   (Jyväskylä )",86,41,32,9,45,10,2,32,1
"41860 Rannila   (Jyväskylä )",253,127,112,15,126,68,10,41,7
"41870 Putkilahti   (Jyväskylä )",181,73,58,15,108,16,14,73,5
"41880 Oittila   (Jyväskylä )",130,55,45,10,75,18,4,51,2
"41900 Petäjävesi Keskus   (Petäjävesi )",2791,1207,1018,189,1584,503,204,819,58
"41920 Kintaus   (Petäjävesi )",623,272,221,51,351,197,30,106,18
"41925 Ylä-Kintaus   (Petäjävesi )",180,66,53,13,114,46,8,53,7
"41930 Kuohu   (Jyväskylä )",875,411,354,57,464,227,55,161,21
"41940 Vesanka   (Jyväskylä )",1400,715,613,102,685,300,83,261,41
"41970 Huttula   (Keuruu )",49,22,..,..,27,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",192,89,75,14,103,31,9,54,9
"42100 Jämsä Keskus   (Jämsä )",10553,4756,3938,818,5797,1548,698,3326,225
"42140 Juokslahti   (Jämsä )",279,132,121,11,147,37,16,87,7
"42220 Kaipola   (Jämsä )",1118,503,394,109,615,202,81,296,36
"42300 Jämsänkoski Keskus   (Jämsä )",5570,2417,1863,554,3153,801,377,1835,140
"42330 Haavisto   (Jämsä )",438,228,203,25,210,69,43,88,10
"42440 Koskenpää   (Jämsä )",663,273,213,60,390,74,31,262,23
"42520 Asunta   (Keuruu )",156,67,55,12,89,21,4,64,0
"42560 Pohjoisjärvi   (Keuruu )",41,21,..,..,20,..,..,..,..
"42600 Multia Keskus-Väätäiskylä   (Multia )",1499,588,498,90,911,230,77,555,49
"42660 Sahrajärvi   (Multia )",128,57,41,16,71,19,10,36,6
"42700 Keuruu Keskus   (Keuruu )",8052,3357,2803,554,4695,1114,448,2895,238
"42720 Valkealahti   (Keuruu )",12,6,..,..,6,..,..,..,..
"42800 Haapamäki   (Keuruu )",1235,492,407,85,743,188,60,428,67
"42820 Riiho   (Keuruu )",85,41,36,5,44,10,6,24,4
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",55,26,..,..,29,..,..,..,..
"42840 Kolkki   (Mänttä-Vilppula )",127,56,52,4,71,12,3,52,4
"42850 Pohjaslahti   (Mänttä-Vilppula )",148,65,58,7,83,12,6,58,7
"42870 Kotala   (Virrat )",439,191,160,31,248,62,15,158,13
"42910 Pihlajavesi   (Keuruu )",315,125,98,27,190,49,13,117,11
"42930 Katajamäki   (Keuruu )",110,45,39,6,65,12,10,39,4
"43100 Saarijärvi Keskus   (Saarijärvi )",6407,2746,2126,620,3661,943,413,2156,149
"43130 Tarvaala   (Saarijärvi )",438,226,186,40,212,93,30,79,10
"43170 Häkkilä   (Saarijärvi )",260,116,77,39,144,25,10,103,6
"43220 Mahlu   (Saarijärvi )",447,212,159,53,235,38,36,156,5
"43240 Lehtola   (Saarijärvi )",167,81,59,22,86,18,7,59,2
"43250 Kolkanlahti   (Saarijärvi )",374,180,134,46,194,34,26,127,7
"43270 Kalmari   (Saarijärvi )",532,229,188,41,303,84,31,180,8
"43300 Kannonkoski Keskus   (Kannonkoski )",1242,503,393,110,739,177,59,477,26
"43340 Kannonjärvi   (Kannonkoski )",177,74,60,14,103,33,14,52,4
"43390 Lokakylä   (Kivijärvi )",83,30,25,5,53,11,2,36,4
"43420 Kukko   (Saarijärvi )",69,32,25,7,37,13,2,20,2
"43430 Väätäiskylä   (Multia )",39,18,..,..,21,..,..,..,..
"43440 Pylkönmäki Keskus   (Saarijärvi )",535,215,157,58,320,73,21,212,14
"43480 Pääjärvi   (Saarijärvi )",156,55,43,12,101,26,16,55,4
"43490 Kangasaho   (Karstula )",168,84,65,19,84,23,9,50,2
"43500 Karstula Keskus   (Karstula )",2942,1221,940,281,1721,437,157,1058,69
"43520 Kiminki   (Karstula )",232,94,75,19,138,20,12,102,4
"43540 Rantakylä-Pirttilahti   (Karstula )",154,62,53,9,92,30,15,43,4
"43560 Vahanka   (Karstula )",188,78,51,27,110,22,7,78,3
"43610 Aho   (Karstula )",95,39,30,9,56,9,5,39,3
"43640 Humppi   (Karstula )",148,64,45,19,84,25,6,49,4
"43660 Vastinki   (Karstula )",250,104,79,25,146,34,19,85,8
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1253,522,433,89,731,203,67,428,33
"43720 Kumpulainen   (Kyyjärvi )",114,42,27,15,72,7,1,60,4
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",1070,398,322,76,672,149,66,431,26
"43840 Sompala   (Kivijärvi )",41,13,..,..,28,..,..,..,..
"43900 Kinnula Keskus   (Kinnula )",1436,590,479,111,846,246,98,472,30
"43940 Muhola-Saarensalmi   (Kinnula )",245,84,59,25,161,35,14,102,10
"43960 Saarensalmi   (Kinnula )",81,28,..,..,53,14,5,33,1
"44100 Äänekoski Keskus   (Äänekoski )",4290,1833,1413,420,2457,650,288,1398,121
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",2609,1160,973,187,1449,476,220,693,60
"44150 Likolahti-Karhunlähde   (Äänekoski )",3405,1630,1225,405,1775,635,260,750,130
"44160 Huutomäki   (Äänekoski )",486,230,196,34,256,112,40,93,11
"44170 Hietama   (Äänekoski )",540,263,221,42,277,134,39,91,13
"44190 Parantala   (Äänekoski )",266,120,96,24,146,57,15,69,5
"44200 Suolahti Keskus   (Äänekoski )",4687,1957,1542,415,2730,728,269,1593,140
"44220 Sörkänmäki   (Äänekoski )",429,201,171,30,228,75,23,116,14
"44250 Äänekoivisto   (Äänekoski )",541,255,224,31,286,142,21,110,13
"44260 Vihijärvi   (Äänekoski )",294,126,110,16,168,61,19,80,8
"44280 Sumiainen Keskus   (Äänekoski )",901,376,300,76,525,122,39,348,16
"44300 Konnevesi Keskus   (Konnevesi )",1799,766,645,121,1033,248,96,653,36
"44320 Sirkkamäki   (Konnevesi )",132,57,48,9,75,19,6,48,2
"44330 Hytölä   (Konnevesi )",315,146,126,20,169,59,21,83,6
"44350 Istunmäki   (Konnevesi )",373,157,131,26,216,50,14,142,10
"44370 Mäntymäki   (Konnevesi )",192,73,59,14,119,14,11,88,6
"44400 Konginkangas Keskus   (Äänekoski )",676,274,199,75,402,98,30,262,12
"44420 Liimattala   (Äänekoski )",375,169,138,31,206,74,33,92,7
"44440 Räihä   (Äänekoski )",129,60,37,23,69,23,7,37,2
"44460 Kalaniemi   (Äänekoski )",149,68,48,20,81,18,2,57,4
"44480 Niinilahti   (Viitasaari )",161,68,57,11,93,19,9,65,0
"44500 Viitasaari Keskus   (Viitasaari )",4408,1806,1467,339,2602,552,287,1674,89
"44530 Ilmolahti   (Viitasaari )",180,81,72,9,99,25,10,58,6
"44580 Huopanankoski   (Viitasaari )",230,94,62,32,136,30,14,87,5
"44590 Vuorilahti   (Viitasaari )",68,28,..,..,40,5,3,30,2
"44610 Kärnä   (Viitasaari )",186,84,63,21,102,14,17,63,8
"44630 Kumpumäki   (Viitasaari )",194,92,71,21,102,9,10,79,4
"44640 Kymönkoski   (Viitasaari )",376,176,146,30,200,48,22,120,10
"44670 Suovanlahti   (Viitasaari )",162,69,59,10,93,15,11,66,1
"44680 Lahnanen   (Viitasaari )",68,20,..,..,48,11,5,29,3
"44730 Löytänä   (Viitasaari )",101,58,49,9,43,7,6,27,3
"44740 Keitelepohja-Kotvala   (Viitasaari )",207,92,70,22,115,27,10,71,7
