"Postal code area","Inhabitants, 2014 (PT)","Labour force, 2014 (PT)","Employed, 2014 (PT)","Unemployed, 2014 (PT)","Persons outside the labour force, 2014 (PT)","Children aged 0 to 14, 2014 (PT)","Students, 2014 (PT)","Pensioners, 2014 (PT)","Others, 2014 (PT)"
"50670 Otava   (Mikkeli )",1908,918,781,137,990,396,119,429,46
"50700 Syysjärvi   (Mikkeli )",535,259,233,26,276,98,50,117,11
"50770 Korpikoski   (Mikkeli )",254,126,111,15,128,43,16,63,6
"50800 Annilanselkä   (Mikkeli )",541,250,235,15,291,78,35,170,8
"50970 Ihastjärvi   (Mikkeli )",2486,1224,1084,140,1262,551,258,401,52
"51130 Vanhamäki   (Mikkeli )",174,71,61,10,103,27,7,62,7
"51200 Kangasniemi Keskus   (Kangasniemi )",3947,1518,1289,229,2429,475,185,1661,108
"51260 Tahkomäki   (Kangasniemi )",160,62,58,4,98,32,5,55,6
"51270 Kutemajärvi   (Kangasniemi )",230,114,93,21,116,20,18,75,3
"51310 Levä   (Kangasniemi )",142,53,41,12,89,15,5,66,3
"51335 Kaihlamäki   (Kangasniemi )",41,22,..,..,19,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",320,129,107,22,191,48,25,111,7
"51360 Koivula-Synsiö   (Kangasniemi )",188,86,64,22,102,18,9,72,3
"51380 Synsiö   (Kangasniemi )",53,23,..,..,30,6,3,18,3
"51420 Harjumaa-Pajulankylä   (Mikkeli )",251,117,99,18,134,37,23,72,2
"51430 Läsäkoski   (Kangasniemi )",79,46,37,9,33,3,1,29,0
"51440 Vuojalahti   (Kangasniemi )",250,120,110,10,130,21,18,81,10
"51450 Pajulankylä   (Mikkeli )",64,25,..,..,39,5,6,26,2
"51460 Luusniemi   (Kangasniemi )",221,99,81,18,122,29,17,72,4
"51520 Hiirola   (Mikkeli )",433,209,183,26,224,69,29,120,6
"51540 Kalvitsa   (Mikkeli )",337,154,134,20,183,38,15,119,11
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1460,574,466,108,886,195,54,616,21
"51620 Pitkäaho   (Mikkeli )",18,5,..,..,13,..,..,..,..
"51670 Nykälä   (Mikkeli )",153,59,48,11,94,16,8,67,3
"51720 Rahula   (Mikkeli )",500,258,228,30,242,101,32,95,14
"51740 Huuhanaho   (Mikkeli )",235,110,97,13,125,39,7,76,3
"51760 Nuutilanmäki   (Juva )",314,144,132,12,170,54,19,91,6
"51780 Kuosmala   (Juva )",149,61,54,7,88,18,7,61,2
"51810 Maivala   (Juva )",151,65,60,5,86,22,10,51,3
"51820 Hatsola   (Juva )",285,132,121,11,153,37,22,86,8
"51850 Vuorenmaa   (Juva )",214,94,84,10,120,23,7,84,6
"51860 Narila   (Juva )",80,41,36,5,39,12,1,25,1
"51880 Koikkala   (Juva )",247,105,101,4,142,30,14,91,7
"51890 Risulahti   (Juva )",83,41,38,3,42,9,9,23,1
"51900 Juva Keskus   (Juva )",4537,1870,1625,245,2667,553,263,1752,99
"51930 Paatela   (Juva )",185,82,72,10,103,37,9,47,10
"51940 Härkälä   (Juva )",125,53,47,6,72,11,11,44,6
"51980 Lauteala   (Juva )",248,106,100,6,142,23,21,89,9
"52100 Anttola   (Mikkeli )",1545,654,530,124,891,211,70,580,30
"52110 Majavesi   (Mikkeli )",391,194,166,28,197,56,21,115,5
"52150 Hauhala   (Mikkeli )",132,63,53,10,69,7,6,54,2
"52200 Puumala Keskus   (Puumala )",1886,758,650,108,1128,166,78,845,39
"52230 Hurissalo   (Puumala )",247,115,103,12,132,20,18,89,5
"52270 Ryhälä   (Puumala )",40,16,..,..,24,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",2993,1311,1138,173,1682,461,203,963,55
"52320 Vitsiälä   (Mikkeli )",357,198,179,19,159,61,16,73,9
"52330 Heimari   (Mikkeli )",48,27,..,..,21,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",210,89,79,10,121,26,12,76,7
"52360 Someenjärvi   (Mikkeli )",104,43,35,8,61,9,2,49,1
"52420 Pellosniemi   (Mikkeli )",680,276,201,75,404,80,40,258,26
"52510 Hietanen   (Hirvensalmi )",511,230,191,39,281,78,25,162,16
"52520 Syväsmäki   (Hirvensalmi )",155,74,64,10,81,22,16,36,7
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1664,666,561,105,998,152,107,713,26
"52610 Tuukkalanlahti   (Hirvensalmi )",117,52,42,10,65,13,10,38,4
"52620 Kuitula   (Hirvensalmi )",95,38,29,9,57,10,10,35,2
"52700 Mäntyharju Keskus   (Mäntyharju )",5117,2118,1773,345,2999,678,263,1939,119
"52720 Karankamäki-Koirakivi   (Mäntyharju )",109,51,43,8,58,8,3,43,4
"52730 Koirakivi   (Mäntyharju )",80,30,28,2,50,9,3,36,2
"52740 Tuustaipale   (Mäntyharju )",291,125,106,19,166,44,5,110,7
"52760 Mynttilä   (Mäntyharju )",103,48,44,4,55,13,5,32,5
"52780 Kuomiokoski   (Mikkeli )",114,55,38,17,59,5,0,52,2
"52830 Suomenniemi   (Mikkeli )",683,271,207,64,412,80,29,287,16
"52850 Halmeniemi   (Mäntyharju )",127,42,35,7,85,12,1,66,6
"52890 Käävänkylä   (Mäntyharju )",95,37,34,3,58,7,1,48,2
"52920 Voikoski   (Kouvola )",138,55,45,10,83,13,3,66,1
"52960 Nurmaa   (Mäntyharju )",118,59,48,11,59,11,7,38,3
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",89,48,39,9,41,2,2,36,1
"52980 Ahvenainen   (Mäntyharju )",71,26,..,..,45,7,3,33,2
"53100 Lappeenranta keskus   (Lappeenranta )",10116,4653,3984,669,5463,813,704,3708,238
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",713,409,353,56,304,108,52,118,26
"53200 Kaukas-Tirilä   (Lappeenranta )",1506,755,612,143,751,196,112,397,46
"53300 Lauritsala-Mälkiä   (Lappeenranta )",7975,3880,3250,630,4095,1296,543,2021,235
"53400 Laihia   (Lappeenranta )",1956,960,859,101,996,459,126,368,43
"53420 Mustola   (Lappeenranta )",579,275,228,47,304,110,34,143,17
"53500 Parkkarila-Harapainen-Reijola   (Lappee",5548,2881,2436,445,2667,1087,466,947,167
"53550 Kourulanmäki   (Lappeenranta )",1117,552,495,57,565,228,79,236,22
"53600 Kesämäki   (Lappeenranta )",2440,1096,953,143,1344,236,213,833,62
"53650 Mattila-Kuusela   (Lappeenranta )",2073,977,807,170,1096,321,155,560,60
"53810 Kuusimäki-Lavola   (Lappeenranta )",3816,1787,1480,307,2029,394,405,1137,93
"53830 Rutola   (Lappeenranta )",685,360,328,32,325,169,45,99,12
"53850 Skinnarila   (Lappeenranta )",10926,5022,4197,825,5904,1874,1672,1966,392
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2780,1598,1377,221,1182,233,240,637,72
"53920 Voisalmi   (Lappeenranta )",3252,1583,1219,364,1669,442,231,875,121
"53950 Kivisalmi   (Lappeenranta )",2151,1061,856,205,1090,334,141,506,109
"54100 Joutseno Keskus   (Lappeenranta )",5390,2398,2039,359,2992,804,305,1759,124
"54110 Lampikangas   (Lappeenranta )",1121,563,490,73,558,194,60,274,30
"54120 Pulp   (Lappeenranta )",1824,932,770,162,892,337,123,379,53
"54190 Konnunsuo   (Lappeenranta )",74,42,33,9,32,9,3,18,2
"54230 Nuijamaa   (Lappeenranta )",685,321,274,47,364,84,43,217,20
"54250 Rapattila   (Lappeenranta )",170,74,69,5,96,22,3,64,7
"54260 Hanhijärvi   (Lappeenranta )",806,376,348,28,430,197,52,166,15
"54270 Vainikkala   (Lappeenranta )",468,209,169,40,259,58,30,158,13
"54300 Vilkjärvi   (Lappeenranta )",615,287,260,27,328,124,38,150,16
"54310 Hytti   (Lappeenranta )",443,226,201,25,217,105,30,67,15
"54330 Simola   (Lappeenranta )",431,222,182,40,209,75,16,108,10
"54390 Pulsa   (Lappeenranta )",160,70,62,8,90,16,3,65,6
"54410 Ylämaa Keskus   (Lappeenranta )",980,410,345,65,570,140,37,364,29
"54430 Hujakkala   (Lappeenranta )",164,70,59,11,94,28,4,62,0
"54460 Ylijärvi   (Lappeenranta )",88,37,34,3,51,16,2,31,2
"54490 Ahomäki   (Miehikkälä )",176,71,60,11,105,5,6,80,14
"54500 Taavetti-Somerharju   (Luumäki )",2814,1126,974,152,1688,332,136,1147,73
"54510 Uro   (Luumäki )",448,210,190,20,238,86,29,114,9
"54530 Luumäki   (Luumäki )",1230,619,546,73,611,190,71,315,35
"54550 Suo-Anttila   (Luumäki )",90,31,24,7,59,13,7,34,5
"54580 Somerharju   (Luumäki )",34,10,..,..,24,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",135,53,46,7,82,23,4,51,4
"54710 Lemi Keskus   (Lemi )",1350,571,482,89,779,191,55,511,22
"54720 Laksiainen   (Lemi )",154,72,63,9,82,20,12,45,5
"54750 Välijoki   (Savitaipale )",294,139,121,18,155,37,19,95,4
"54770 Heituinlahti   (Savitaipale )",542,242,206,36,300,55,23,206,16
"54800 Savitaipale Keskus   (Savitaipale )",2649,1060,941,119,1589,319,136,1081,53
"54820 Kotimäki   (Lemi )",263,115,106,9,148,46,17,76,9
"54850 Kuukanniemi   (Lemi )",1155,593,517,76,562,255,85,199,23
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1831,957,831,126,874,349,131,355,39
"54920 Taipalsaari   (Taipalsaari )",1502,686,604,82,816,262,102,419,33
"54930 Levänen   (Taipalsaari )",317,143,127,16,174,53,20,91,10
"54940 Solkei   (Taipalsaari )",117,54,45,9,63,12,5,44,2
"54950 Pettilä   (Savitaipale )",102,52,39,13,50,7,4,38,1
"54960 Vehkataipale   (Taipalsaari )",595,283,249,34,312,112,25,152,23
"55100 Imatra Keskus   (Imatra )",10237,4729,3982,747,5508,1277,673,3304,254
"55120 Mansikkala-Tuulikallio   (Imatra )",3222,1374,1121,253,1848,360,229,1155,104
"55300 Rauha-Tiuruniemi   (Lappeenranta )",978,441,369,72,537,144,55,317,21
"55320 Rauha   (Lappeenranta )",546,285,247,38,261,88,38,122,13
"55330 Tiuruniemi   (Lappeenranta )",65,35,24,11,30,7,7,12,4
"55400 Tainionkoski-Mustalampi   (Imatra )",1391,701,596,105,690,209,86,362,33
"55420 Karhumäki-Karhukallio   (Imatra )",2116,985,861,124,1131,305,123,657,46
"55510 Sotkulampi-Linnasuo   (Imatra )",1327,494,346,148,833,153,92,516,72
"55610 Rajapatsas-Teppanala   (Imatra )",2945,1325,1066,259,1620,427,182,911,100
"55700 Vintteri-Virasoja   (Imatra )",1453,743,635,108,710,228,95,353,34
"55800 Vuoksenniska-Saarlampi   (Imatra )",4263,1624,1249,375,2639,469,196,1802,172
"55910 Rautio-Kurkvuori   (Imatra )",1677,748,584,164,929,234,115,512,68
"56100 Ruokolahti Keskus   (Ruokolahti )",2162,767,663,104,1395,279,97,968,51
"56120 Salosaari   (Ruokolahti )",845,431,386,45,414,150,49,199,16
"56140 Äitsaari   (Ruokolahti )",257,109,89,20,148,32,8,102,6
"56210 Virmutjoki   (Ruokolahti )",423,196,170,26,227,64,23,132,8
"56310 Syyspohja   (Ruokolahti )",209,81,73,8,128,22,2,101,3
"56330 Utula   (Ruokolahti )",33,16,..,..,17,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",18,8,..,..,10,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",151,59,48,11,92,22,7,59,4
"56440 Pohja-Lankila   (Ruokolahti )",231,100,82,18,131,34,7,86,4
"56510 Puntala   (Ruokolahti )",431,198,173,25,233,68,22,137,6
"56550 Niska-Pietilä   (Rautjärvi )",150,69,57,12,81,25,6,46,4
"56610 Rautjärvi   (Rautjärvi )",632,276,221,55,356,60,33,248,15
"56640 Purnujärvi   (Rautjärvi )",105,40,35,5,65,12,7,40,6
"56710 Miettilä   (Rautjärvi )",133,58,48,10,75,8,1,62,4
"56730 Laikko   (Rautjärvi )",310,140,120,20,170,26,9,131,4
"56800 Simpele   (Rautjärvi )",2512,976,810,166,1536,278,138,1077,43
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3852,1495,1205,290,2357,223,377,1679,78
"57120 Savonlinna   (Savonlinna )",29,19,..,..,10,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1958,757,644,113,1201,90,172,894,45
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",2054,785,663,122,1269,157,182,881,49
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2631,1272,1021,251,1359,341,225,704,89
"57210 Nojanmaa   (Savonlinna )",2728,1358,1149,209,1370,497,200,603,70
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1589,647,474,173,942,220,99,549,74
"57230 Inkerinkylä   (Savonlinna )",3413,1590,1232,358,1823,444,260,988,131
"57310 Rinkilä   (Savonlinna )",738,322,270,52,416,128,47,226,15
"57510 Laitaatsilta   (Savonlinna )",508,236,206,30,272,89,36,134,13
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",2004,1010,863,147,994,407,151,374,62
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",3006,1487,1248,239,1519,530,211,695,83
"57810 Aholahti   (Savonlinna )",332,165,129,36,167,45,19,92,11
"58130 Oravi   (Savonlinna )",150,46,40,6,104,37,8,54,5
"58140 Ahvensalmi   (Savonlinna )",79,32,25,7,47,6,5,34,2
"58150 Makkola   (Savonlinna )",226,107,94,13,119,42,7,62,8
"58160 Karvila   (Enonkoski )",182,89,74,15,93,17,7,63,6
"58170 Simanala   (Enonkoski )",269,126,105,21,143,53,15,70,5
"58175 Enonkoski Keskus   (Enonkoski )",925,340,257,83,585,105,48,415,17
"58180 Ihamaniemi   (Enonkoski )",153,57,45,12,96,17,6,68,5
"58200 Kerimäki Keskus   (Savonlinna )",3364,1370,1133,237,1994,441,174,1316,63
"58220 Louhi   (Savonlinna )",427,208,175,33,219,57,35,114,13
"58260 Kumpuranta   (Savonlinna )",188,84,66,18,104,20,14,65,5
"58300 Savonranta Keskus   (Savonlinna )",715,274,223,51,441,71,26,319,25
"58320 Raikuu   (Savonlinna )",177,92,73,19,85,9,7,62,7
"58350 Villala   (Kitee )",218,87,64,23,131,19,5,97,10
"58360 Säimen   (Savonlinna )",221,80,56,24,141,19,10,103,9
"58390 Rönkönvaara   (Savonlinna )",66,26,..,..,40,5,3,31,1
"58410 Haapakallio   (Savonlinna )",630,329,296,33,301,134,42,114,11
"58420 Silvola   (Savonlinna )",329,159,136,23,170,65,15,81,9
"58430 Kulennoinen   (Savonlinna )",496,247,212,35,249,96,24,119,10
"58450 Punkaharju   (Savonlinna )",432,207,186,21,225,56,31,126,12
"58500 Punkasalmi   (Savonlinna )",1643,628,523,105,1015,208,68,712,27
"58520 Hiukkajoki   (Savonlinna )",308,138,117,21,170,30,16,120,4
"58550 Putikko   (Savonlinna )",428,200,163,37,228,47,20,146,15
"58570 Ruhvana   (Savonlinna )",76,32,24,8,44,10,4,30,0
"58580 Vuoriniemi   (Savonlinna )",108,48,38,10,60,8,7,43,2
"58610 Telakanava   (Sulkava )",155,65,56,9,90,20,9,51,10
"58620 Lohilahti   (Sulkava )",290,97,84,13,193,27,16,140,10
"58650 Kiviapaja   (Savonlinna )",110,44,37,7,66,9,9,47,1
"58680 Piojärvi   (Savonlinna )",39,22,..,..,17,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",90,40,34,6,50,10,2,36,2
"58700 Sulkava Keskus   (Sulkava )",2184,874,738,136,1310,229,120,912,49
"58720 Kaartilankoski   (Sulkava )",312,132,120,12,180,40,23,109,8
"58770 Pihlajalahti   (Savonlinna )",235,100,76,24,135,19,12,101,3
"58810 Kallislahti   (Savonlinna )",325,144,118,26,181,56,27,94,4
"58830 Parkumäki   (Rantasalmi )",320,132,108,24,188,53,20,108,7
"58850 Hiltula   (Rantasalmi )",107,51,38,13,56,15,5,34,2
"58900 Rantasalmi Keskus   (Rantasalmi )",2505,1012,835,177,1493,299,127,1014,53
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",197,87,70,17,110,31,9,63,7
"58920 Kolkontaipale   (Rantasalmi )",329,158,132,26,171,50,18,99,4
"58940 Tuusmäki   (Rantasalmi )",248,125,114,11,123,32,13,70,8
"59100 Parikkala Keskus   (Parikkala )",2302,910,770,140,1392,223,108,1000,61
"59130 Koitsanlahti   (Parikkala )",178,73,66,7,105,21,7,72,5
"59210 Melkoniemi   (Parikkala )",153,60,53,7,93,14,7,61,11
"59310 Särkisalmi   (Parikkala )",941,418,352,66,523,116,59,335,13
"59320 Haapaoja   (Parikkala )",89,31,25,6,58,5,1,49,3
"59410 Kirjavala   (Parikkala )",429,174,153,21,255,40,14,194,7
"59510 Maironiemi   (Parikkala )",425,165,131,34,260,27,11,208,14
"59520 Saari   (Parikkala )",125,52,42,10,73,8,3,57,5
"59530 Mikkolanniemi   (Parikkala )",87,32,26,6,55,4,2,46,3
"59610 Tarnala   (Parikkala )",190,82,64,18,108,14,17,72,5
"59710 Kummunkylä   (Parikkala )",113,51,41,10,62,18,8,31,5
"59720 Niukkala   (Parikkala )",151,54,48,6,97,21,11,62,3
"59730 Uukuniemi   (Parikkala )",116,26,..,..,90,17,1,66,6
"59800 Kesälahti Keskus   (Kitee )",1628,627,472,155,1001,200,95,660,46
"59810 Suurikylä   (Kitee )",85,39,36,3,46,5,2,35,4
"59820 Purujärvi-Rajavaara   (Kitee )",154,76,63,13,78,17,8,47,6
"60100 Seinäjoki Keskus   (Seinäjoki )",9616,4295,3575,720,5321,694,1014,3386,227
"60120 Pohja   (Seinäjoki )",2523,1316,1127,189,1207,363,163,608,73
"60150 Kasperi   (Seinäjoki )",4606,2258,1842,416,2348,841,335,1072,100
"60200 Törnävä   (Seinäjoki )",10782,5896,5276,620,4886,2374,890,1374,248
"60220 Huhtala   (Seinäjoki )",1914,926,805,121,988,175,145,619,49
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",9,0,0,0,9,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",6992,3554,3169,385,3438,1413,608,1249,168
"60420 Impivaara   (Seinäjoki )",1242,616,559,57,626,344,104,149,29
"60450 Munakka   (Ilmajoki )",444,209,185,24,235,100,29,99,7
"60510 Hyllykallio   (Seinäjoki )",8109,4433,4036,397,3676,1780,605,1120,171
"60550 Nurmo Keskus   (Seinäjoki )",4460,2129,1942,187,2331,1031,320,886,94
"60560 Halkosaari   (Seinäjoki )",712,396,360,36,316,212,36,52,16
"60640 Kurjenneva   (Seinäjoki )",676,334,299,35,342,183,49,96,14
"60720 Tuomikylä   (Ilmajoki )",2012,1017,930,87,995,595,120,249,31
"60760 Pohjanluoma   (Ilmajoki )",1027,521,482,39,506,243,67,175,21
"60800 Ilmajoki Keskus   (Ilmajoki )",5856,2599,2322,277,3257,1050,415,1676,116
"61100 Peräseinäjoki Keskus   (Seinäjoki )",2050,874,723,151,1176,303,125,704,44
"61110 Vuolle   (Seinäjoki )",186,83,77,6,103,35,9,58,1
"61120 Louko   (Seinäjoki )",711,350,311,39,361,176,49,121,15
"61140 Pasto   (Seinäjoki )",133,62,55,7,71,27,10,31,3
"61150 Sydänmaa   (Alavus )",73,30,28,2,43,17,6,16,4
"61160 Koura   (Seinäjoki )",599,277,239,38,322,125,28,158,11
"61170 Sääskiniemi   (Alavus )",293,137,119,18,156,38,26,83,9
"61180 Haapaluoma   (Seinäjoki )",225,113,94,19,112,31,16,59,6
"61220 Myllysalo   (Kurikka )",254,116,105,11,138,54,19,59,6
"61230 Luopa   (Kurikka )",737,344,305,39,393,131,58,185,19
"61250 Jalasto   (Kurikka )",295,145,132,13,150,60,13,71,6
"61270 Luopajärvi   (Kurikka )",642,320,296,24,322,141,46,122,13
"61280 Jokipii   (Kurikka )",562,260,234,26,302,83,41,157,21
"61290 Taivalmaa   (Kurikka )",116,57,48,9,59,17,3,37,2
"61300 Kurikka Keskus   (Kurikka )",6761,2901,2448,453,3860,1049,439,2153,219
"61310 Panttila   (Kurikka )",763,377,318,59,386,131,51,176,28
"61330 Koskenkorva   (Ilmajoki )",2097,996,845,151,1101,336,162,554,49
"61340 Nopankylä   (Ilmajoki )",270,116,99,17,154,50,11,88,5
"61350 Huissi   (Ilmajoki )",405,203,175,28,202,67,20,107,8
"61360 Mieto   (Kurikka )",1098,543,459,84,555,187,95,234,39
"61370 Lohiluoma   (Kurikka )",358,154,135,19,204,54,23,118,9
"61380 Polvenkylä   (Kurikka )",178,85,74,11,93,43,9,38,3
"61400 Ylistaro Keskus   (Seinäjoki )",2064,861,732,129,1203,308,115,734,46
"61410 Ylistaro Asemanseutu   (Seinäjoki )",840,407,335,72,433,155,56,205,17
"61430 Isorehto   (Seinäjoki )",392,185,161,24,207,77,24,97,9
"61440 Untamala   (Seinäjoki )",189,88,84,4,101,27,8,64,2
"61450 Kylänpää   (Seinäjoki )",609,251,217,34,358,94,38,212,14
"61460 Hanhikoski   (Seinäjoki )",227,100,90,10,127,42,8,73,4
"61470 Kitinoja   (Seinäjoki )",427,220,192,28,207,117,15,69,6
"61500 Isokyrö Keskus   (Isokyrö )",2786,1207,1068,139,1579,462,193,868,56
"61520 Lehmäjoki   (Isokyrö )",237,117,109,8,120,32,15,70,3
"61550 Orismala   (Isokyrö )",685,319,286,33,366,120,42,189,15
"61560 Orisberg   (Isokyrö )",59,29,..,..,30,11,5,13,1
"61600 Jalasjärvi Keskus   (Kurikka )",3984,1657,1463,194,2327,619,227,1385,96
"61630 Hirvijärvi   (Kurikka )",304,143,126,17,161,42,18,92,9
"61640 Ala-Valli   (Kurikka )",202,105,92,13,97,19,6,67,5
"61650 Kalakoski   (Seinäjoki )",380,182,156,26,198,55,20,112,11
"61680 Mantila   (Kurikka )",259,118,108,10,141,50,9,77,5
"61710 Pentinmäki   (Kurikka )",295,141,121,20,154,52,22,73,7
"61720 Koskue   (Kurikka )",569,259,226,33,310,73,38,193,6
"61730 Yli-Valli   (Kurikka )",254,108,96,12,146,29,15,90,12
"61760 Ilvesjoki   (Kurikka )",365,156,141,15,209,57,25,113,14
"61800 Kauhajoki Keskus   (Kauhajoki )",8391,3834,3307,527,4557,1295,595,2427,240
"61810 Luomankylä   (Kauhajoki )",302,146,123,23,156,53,21,80,2
"61820 Kainasto   (Kauhajoki )",611,290,260,30,321,105,39,161,16
"61840 Norinkylä   (Teuva )",294,145,125,20,149,32,12,95,10
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",2265,1008,853,155,1257,413,146,619,79
"61860 Harja   (Kauhajoki )",229,110,97,13,119,44,17,55,3
"61880 Ikkeläjärvi   (Kauhajoki )",189,80,66,14,109,30,12,61,6
"61910 Nummijärvi   (Kauhajoki )",295,129,109,20,166,41,9,106,10
"61920 Nummikoski   (Kauhajoki )",72,33,28,5,39,7,7,23,2
"61940 Hyyppä   (Kauhajoki )",315,132,116,16,183,58,20,103,2
"61950 Juonikylä   (Kauhajoki )",159,65,51,14,94,15,11,63,5
"61960 Kyrönlatva   (Kauhajoki )",148,56,46,10,92,17,5,66,4
"61980 Päntäne   (Kauhajoki )",922,401,340,61,521,134,63,294,30
"62100 Lapua Keskus   (Lapua )",10948,4935,4371,564,6013,2144,733,2836,300
"62130 Hellanmaa   (Lapua )",584,245,219,26,339,108,48,167,16
"62150 Rintakangas   (Kauhava )",150,70,62,8,80,30,9,36,5
"62160 Karhunkylä   (Lapua )",622,269,246,23,353,137,39,166,11
"62165 Tiisteenjoki   (Lapua )",359,154,144,10,205,69,25,109,2
"62170 Lakaluoma   (Lapua )",286,135,119,16,151,36,14,95,6
"62175 Ylikylä-Mäenpää   (Lapua )",146,59,54,5,87,15,5,66,1
"62185 Mäki-Paavola   (Lapua )",149,70,58,12,79,23,10,46,0
"62190 Ruha   (Lapua )",621,305,277,28,316,124,53,129,10
"62200 Kauhava Keskus   (Kauhava )",5864,2573,2316,257,3291,1009,394,1722,166
"62220 Pernaa   (Kauhava )",489,225,200,25,264,88,37,128,11
"62230 Jylhä   (Kauhava )",403,170,162,8,233,66,38,121,8
"62240 Huhmarkoski   (Kauhava )",560,228,206,22,332,63,26,233,10
"62260 Hirvijoki   (Kauhava )",197,84,76,8,113,30,12,70,1
"62280 Mustamaa   (Lapua )",127,64,60,4,63,16,6,37,4
"62290 Hirvikylä   (Lapua )",289,121,113,8,168,48,16,97,7
"62295 Kauhajärvi   (Lapua )",438,191,159,32,247,59,24,158,6
"62300 Härmä   (Kauhava )",2468,1070,993,77,1398,469,130,732,67
"62310 Voltti   (Kauhava )",1184,506,468,38,678,197,75,382,24
"62340 Kuoppa-Vakkuri   (Kauhava )",103,46,43,3,57,10,6,36,5
"62350 Ekola   (Kauhava )",116,54,52,2,62,17,6,35,4
"62370 Kangasto   (Kauhava )",235,85,79,6,150,49,10,88,3
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2649,1174,1070,104,1475,452,172,775,76
"62380 Kosolankylä   (Kauhava )",221,86,80,6,135,36,11,85,3
"62395 Petterinmäki   (Vöyri )",131,53,47,6,78,13,10,53,2
"62410 Rintala   (Kauhava )",336,150,147,3,186,56,23,100,7
"62420 Kortesjärvi Keskus   (Kauhava )",1037,443,404,39,594,129,65,376,24
"62430 Peltotupa   (Kauhava )",142,66,58,8,76,23,10,41,2
"62435 Pirttinen   (Kauhava )",116,61,58,3,55,9,11,35,0
"62440 Perkiömäki   (Kauhava )",111,45,42,3,66,6,8,49,3
"62470 Purmojärvi   (Kauhava )",436,181,165,16,255,72,37,135,11
"62500 Evijärvi Keskus   (Evijärvi )",1551,682,617,65,869,251,77,504,37
"62510 Kuoppa-aho   (Evijärvi )",359,168,157,11,191,55,33,94,9
"62520 Kautiainen   (Evijärvi )",164,64,63,1,100,22,17,58,3
"62540 Vasikka-aho   (Evijärvi )",308,137,126,11,171,48,15,99,9
"62570 Särkilä   (Evijärvi )",233,103,88,15,130,47,24,52,7
"62600 Lappajärvi Keskus   (Lappajärvi )",1863,743,662,81,1120,261,143,664,52
"62610 Tarvola   (Lappajärvi )",135,65,54,11,70,5,5,57,3
"62620 Ala-Seppä   (Lappajärvi )",198,81,73,8,117,26,16,69,6
"62630 Karvala   (Lappajärvi )",334,138,125,13,196,29,18,144,5
"62640 Savonkylä   (Lappajärvi )",134,51,41,10,83,19,10,52,2
"62660 Itäkylä   (Lappajärvi )",607,265,240,25,342,80,39,216,7
"62710 Kurejoki   (Alajärvi )",812,306,261,45,506,187,102,188,29
"62720 Sissala   (Alajärvi )",327,146,130,16,181,70,25,73,13
"62730 Haukkala   (Alajärvi )",241,92,85,7,149,51,23,63,12
"62740 Koskenvarsi   (Alajärvi )",226,98,91,7,128,52,18,53,5
"62750 Saukonkylä   (Alajärvi )",205,81,64,17,124,28,11,81,4
"62760 Menkijärvi   (Alajärvi )",247,94,80,14,153,50,12,77,14
"62800 Vimpeli Keskus   (Vimpeli )",2399,1033,903,130,1366,398,155,757,56
"62810 Savonjoki   (Vimpeli )",117,56,43,13,61,20,4,31,6
"62830 Luoma-Aho   (Alajärvi )",337,149,135,14,188,80,22,79,7
"62840 Lakaniemi-Pokela   (Vimpeli )",53,29,..,..,24,..,..,..,..
"62860 Sahi   (Vimpeli )",213,94,80,14,119,39,15,59,6
"62870 Vinni   (Vimpeli )",68,32,26,6,36,12,3,17,4
"62880 Sääksvesi-Vinni   (Vimpeli )",287,123,111,12,164,39,20,92,13
"62900 Alajärvi Keskus   (Alajärvi )",4795,1950,1648,302,2845,877,340,1471,157
"62920 Levijoki   (Alajärvi )",77,33,28,5,44,13,3,28,0
"62940 Hoisko   (Alajärvi )",573,253,212,41,320,109,42,158,11
"62950 Paalijärvi   (Alajärvi )",450,195,172,23,255,83,37,123,12
