"Postal code area","Households, total, 2014 (TR)","Average income of households, 2014 (TR)","Median income of households, 2014 (TR)","Households belonging to the lowest income category, 2014 (TR)","Households belonging to the middle income category, 2014 (TR)","Households belonging to the highest income category, 2014 (TR)","Accumulated purchasing power of households, 2014 (TR)"
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",1356,32898,27340,403,792,161,44610142
"34640 Mustajärvi   (Ruovesi )",100,36557,33245,30,57,13,3655742
"34710 Vaskivesi   (Virrat )",161,40058,31965,47,93,21,6449393
"34730 Vaskuu   (Virrat )",51,33215,26513,16,29,6,1693975
"34740 Koro   (Virrat )",42,41014,26803,15,19,8,1722583
"34770 Kurjenkylä   (Virrat )",106,33864,29481,40,56,10,3589589
"34800 Virrat Keskus   (Virrat )",2473,32039,26299,856,1339,278,79231283
"34870 Visuvesi   (Ruovesi )",295,32254,27724,107,163,25,9515072
"34910 Äijänneva   (Virrat )",46,38964,33271,18,20,8,1792345
"34930 Liedenpohja   (Virrat )",135,39086,32125,49,67,19,5276648
"34950 Ohtola   (Virrat )",94,36519,30022,27,58,9,3432756
"34970 Toisvesi   (Virrat )",50,34867,25465,18,28,4,1743361
"34980 Killinkoski   (Virrat )",198,29794,25655,80,102,16,5899210
"35100 Orivesi Asemanseutu   (Orivesi )",1315,38689,35711,306,820,189,50875582
"35220 Eräjärvi   (Orivesi )",259,34038,28658,95,125,39,8815789
"35240 Ristakallio   (Orivesi )",90,39004,30188,27,51,12,3510367
"35260 Leväslahti   (Orivesi )",8,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",83,33948,27052,31,38,14,2817674
"35300 Orivesi Keskus   (Orivesi )",2452,33279,27166,785,1367,300,81600387
"35320 Hirsilä   (Orivesi )",239,36969,33102,67,150,22,8835704
"35400 Länkipohja   (Jämsä )",504,31589,25612,195,243,66,15920712
"35420 Talviainen   (Orivesi )",57,37624,34141,13,35,9,2144560
"35480 Längelmäki   (Orivesi )",37,31381,27550,17,13,7,1161088
"35500 Korkeakoski   (Juupajoki )",530,33270,29287,174,311,45,17633276
"35520 Pirttikangas   (Juupajoki )",38,34596,28884,11,23,4,1314641
"35530 Lyly   (Juupajoki )",140,34146,30467,39,80,21,4780432
"35540 Juupajoki   (Juupajoki )",184,46148,37392,36,105,43,8491182
"35550 Salokunta   (Juupajoki )",63,48205,44991,14,33,16,3036920
"35600 Halli   (Jämsä )",722,35589,31838,167,444,111,25694963
"35610 Pihlaisto   (Jämsä )",43,36274,28850,13,24,6,1559793
"35630 Suinula-Valkamanperä   (Jämsä )",79,37489,32502,20,46,13,2961667
"35700 Vilppula Keskus   (Mänttä-Vilppula )",1719,33774,28486,534,985,200,58057155
"35740 Ylä-Vääri   (Ruovesi )",51,49961,42097,11,22,18,2547992
"35750 Väärinmaja   (Ruovesi )",133,38905,29592,36,79,18,5174425
"35800 Mänttä   (Mänttä-Vilppula )",2331,32104,27221,673,1390,268,74833472
"35820 Asemakulma-Mustalahti   (Jämsä )",1026,36656,32353,225,656,145,37608948
"35990 Kolho   (Mänttä-Vilppula )",574,34071,28532,167,347,60,19556795
"36100 Kangasala Asemanseutu   (Kangasala )",411,53385,50026,50,239,122,21941420
"36110 Ruutana   (Kangasala )",1016,50554,48293,103,644,269,51363277
"36120 Suinula-Haviseva   (Kangasala )",421,47897,44938,62,267,92,20164725
"36200 Kangasala Keskus   (Kangasala )",4566,40628,34560,983,2756,827,185506333
"36220 Suorama   (Kangasala )",2256,38108,33555,443,1489,324,85971876
"36240 Nattari   (Kangasala )",1983,42867,37511,315,1263,405,85005251
"36270 Huutijärvi   (Kangasala )",578,46162,41144,114,329,135,26681793
"36280 Pikonlinna   (Kangasala )",32,53893,42285,4,13,15,1724573
"36340 Tohkala   (Kangasala )",111,40501,35007,28,60,23,4495586
"36420 Sahalahti Keskus   (Kangasala )",796,41378,33577,203,468,125,32937175
"36430 Pakkala   (Kangasala )",202,42769,35460,41,127,34,8639238
"36450 Salmentaka   (Pälkäne )",113,35923,28674,35,59,19,4059280
"36520 Raikku   (Kangasala )",167,46161,39702,28,108,31,7708930
"36570 Kaivanto   (Kangasala )",111,46934,43385,23,65,23,5209660
"36600 Pälkäne Keskus   (Pälkäne )",1563,38532,33232,388,933,242,60225016
"36640 Iltasmäki   (Pälkäne )",169,42363,39755,37,98,34,7159346
"36660 Laitikkala   (Pälkäne )",93,43812,39853,23,47,23,4074481
"36720 Aitoo   (Pälkäne )",282,33982,27802,85,168,29,9582915
"36760 Luopioinen Keskus   (Pälkäne )",421,33449,28068,119,247,55,14082190
"36810 Kuhmalahti Keskus   (Kangasala )",260,35902,31882,72,151,37,9334533
"36840 Kuhmajärvi   (Kangasala )",174,35861,29406,53,101,20,6239798
"36880 Vehkajärvi   (Kangasala )",75,30552,26541,28,38,9,2291430
"36910 Rautajärvi   (Pälkäne )",192,33733,24897,73,91,28,6476754
"36930 Kyynärö   (Pälkäne )",94,34406,25982,35,49,10,3234175
"37100 Nokia Keskus   (Nokia )",3824,30909,24583,1232,2170,422,118197563
"37120 Koskenmäki   (Nokia )",4311,45203,40386,699,2711,901,194870664
"37130 Alhoniitty   (Nokia )",1963,42438,39216,376,1197,390,83305953
"37140 Harjuniitty   (Nokia )",906,45933,44576,116,585,205,41615027
"37150 Kankaantaka   (Nokia )",1827,39533,36189,410,1094,323,72227060
"37180 Sarkola   (Nokia )",150,43346,39675,37,82,31,6501913
"37200 Siuro   (Nokia )",1044,44051,41339,161,681,202,45989233
"37210 Kulovesi   (Nokia )",11,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",364,33507,30007,117,208,39,12196566
"37310 Tottijärvi   (Nokia )",359,44202,42260,87,178,94,15868541
"37350 Rämsöö   (Vesilahti )",74,41633,39366,12,50,12,3080808
"37370 Narva   (Vesilahti )",467,38314,33129,143,246,78,17892520
"37380 Krääkkiö   (Vesilahti )",81,35633,30096,26,46,9,2886262
"37420 Valkkinen   (Vesilahti )",326,44224,40692,64,199,63,14417040
"37470 Vesilahti Keskus   (Vesilahti )",712,48393,46294,106,450,156,34455971
"37500 Lempäälä Keskus   (Lempäälä )",3562,40170,33488,858,2045,659,143085905
"37530 Säijä   (Lempäälä )",227,43330,40420,36,135,56,9836000
"37550 Kuivaspää   (Lempäälä )",1798,47603,44433,245,1150,403,85589301
"37560 Kulju   (Lempäälä )",1578,52788,50452,202,941,435,83299515
"37570 Koivuniemi   (Lempäälä )",156,52062,47660,29,89,38,8121621
"37600 Valkeakoski Keskus   (Valkeakoski )",5876,34344,29839,1532,3592,752,201808132
"37630 Vääräkoivu   (Valkeakoski )",3345,39515,34471,722,2004,619,132178444
"37700 Sääksmäki   (Valkeakoski )",202,40687,33321,43,127,32,8218802
"37720 Ritvala   (Valkeakoski )",78,46147,40467,15,45,18,3599433
"37740 Haukila   (Valkeakoski )",129,37768,34945,29,82,18,4872045
"37770 Tarttila   (Valkeakoski )",206,40852,37159,49,124,33,8415495
"37800 Toijala keskus   (Akaa )",4429,37185,30991,1129,2638,662,164690264
"37830 Viiala Keskus   (Akaa )",2507,37514,32949,666,1508,333,94047009
"37850 Metsäkansa   (Valkeakoski )",159,43028,40338,28,96,35,6841483
"37860 Kärjenniemi   (Valkeakoski )",311,48661,45612,32,208,71,15133561
"37900 Kylmäkoski Asemanseutu   (Akaa )",149,36759,29487,38,93,18,5477121
"37910 Kylmäkoski Keskus   (Akaa )",610,37041,30652,158,363,89,22595007
"37960 Sotkia   (Akaa )",121,39285,33729,29,75,17,4753535
"38100 Karkku   (Sastamala )",382,40371,35246,84,231,67,15421866
"38120 Kutala   (Sastamala )",100,47842,35441,23,54,23,4784189
"38130 Ellivuori   (Sastamala )",9,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",157,44388,36289,36,90,31,6968897
"38200 Vammala Keskus   (Sastamala )",3398,33402,26206,1079,1899,420,113499465
"38210 Vammala Asemanseutu   (Sastamala )",2121,34389,29170,652,1224,245,72939890
"38220 Stormi   (Sastamala )",357,44442,33601,78,239,40,15865930
"38250 Roismala   (Sastamala )",546,41424,39279,125,344,77,22617659
"38270 Sammaljoki   (Sastamala )",155,39921,31849,39,92,24,6187686
"38280 Illo   (Sastamala )",193,38902,34520,54,107,32,7508062
"38300 Kiikka   (Sastamala )",862,36634,29906,254,497,111,31578471
"38360 Kiikoinen   (Sastamala )",547,35571,30810,180,293,74,19457314
"38420 Häijää   (Sastamala )",439,43338,40174,86,253,100,19025412
"38460 Mouhijärvi Keskus   (Sastamala )",785,37061,31535,225,440,120,29092983
"38470 Hyynilä   (Sastamala )",118,37060,34767,37,66,15,4373122
"38490 Haukijärvi   (Hämeenkyrö )",37,32727,29326,11,24,2,1210917
"38510 Suodenniemi   (Sastamala )",584,36014,29173,187,311,86,21032019
"38600 Lavia Keskus   (Pori )",744,33494,27651,261,393,90,24919687
"38650 Yli-Putto   (Pori )",74,35167,29701,23,39,12,2602362
"38670 Kalliala-Haunia   (Pori )",91,32512,26971,38,46,7,2958602
"38680 Tuunajärvi   (Pomarkku )",48,36243,25793,19,21,8,1739681
"38700 Kankaanpää Keskus   (Kankaanpää )",3068,33876,27670,1014,1660,394,103930874
"38710 Myllymäki   (Kankaanpää )",1213,27882,23636,504,622,87,33820553
"38720 Vihteljärvi   (Kankaanpää )",205,37047,29708,77,97,31,7594561
"38740 Hapuoja   (Kankaanpää )",188,37840,37165,45,115,28,7113869
"38750 Veneskoski   (Kankaanpää )",113,42630,38119,29,65,19,4817134
"38760 Venesjärvi   (Kankaanpää )",141,42114,36657,37,87,17,5938089
"38770 Lohikko   (Kankaanpää )",166,42425,40745,40,108,18,7042494
"38800 Jämijärvi Keskus   (Jämijärvi )",770,34885,29014,269,428,73,26861506
"38840 Niinisalo   (Kankaanpää )",424,34660,29605,126,251,47,14695662
"38860 Suurimaa   (Jämijärvi )",85,41258,34935,27,48,10,3506949
"38910 Ala-Honkajoki   (Kankaanpää )",238,38312,34412,78,129,31,9118336
"38920 Vatajankoski   (Honkajoki )",109,36529,33768,25,73,11,3981689
"38950 Honkajoki Keskus   (Honkajoki )",629,34126,28609,227,340,62,21465561
"38970 Lauhala   (Honkajoki )",129,35292,28514,48,67,14,4552633
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",1596,36485,31047,429,927,240,58230365
"39110 Simuna   (Hämeenkyrö )",96,41208,34471,29,49,18,3955969
"39130 Sasi   (Hämeenkyrö )",285,48241,45810,51,173,61,13748575
"39150 Pinsiö   (Hämeenkyrö )",316,47317,47179,55,193,68,14952034
"39160 Julkujärvi   (Ylöjärvi )",1192,48566,48433,129,817,246,57890890
"39170 Jumesniemi   (Hämeenkyrö )",68,47709,39667,13,39,16,3244186
"39180 Herttuala   (Hämeenkyrö )",39,43231,42106,7,23,9,1685993
"39195 Kaipio   (Hämeenkyrö )",72,41077,33917,17,43,12,2957544
"39200 Kyröskoski   (Hämeenkyrö )",2295,36175,31808,567,1426,302,83021159
"39230 Osara   (Hämeenkyrö )",92,42154,33493,23,56,13,3878155
"39290 Vesajärvi   (Hämeenkyrö )",74,42991,38482,14,45,15,3181326
"39310 Viljakkala Keskus   (Ylöjärvi )",447,35907,30341,131,269,47,16050496
"39340 Karhe   (Ylöjärvi )",123,44668,40288,32,64,27,5494112
"39360 Komi   (Ylöjärvi )",107,39027,35874,30,56,21,4175906
"39380 Lavajärvi   (Hämeenkyrö )",68,40498,40810,16,40,12,2753872
"39410 Luhalahti   (Ikaalinen )",151,39287,33842,36,89,26,5932272
"39430 Röyhiö   (Ikaalinen )",72,40112,34742,13,46,13,2888030
"39450 Sisättö   (Ikaalinen )",67,31971,26087,21,39,7,2142049
"39500 Ikaalinen Keskus   (Ikaalinen )",2447,33029,27470,778,1394,275,80823155
"39530 Kilvakkala   (Ikaalinen )",431,37715,33879,126,258,47,16255205
"39580 Riitiala   (Ikaalinen )",177,36349,33591,51,103,23,6433751
"39590 Tevaniemi   (Ikaalinen )",99,40687,34285,27,56,16,4027989
"39610 Kovelahti   (Ikaalinen )",90,40274,35993,24,52,14,3624683
"39620 Kovesjoki   (Parkano )",82,42427,39488,19,45,18,3478989
"39660 Lapinneva   (Parkano )",125,33405,28630,43,72,10,4175576
"39700 Parkano Keskus   (Parkano )",2761,33904,28423,844,1626,291,93608086
"39750 Vatajanjärvi   (Parkano )",162,40401,33710,50,86,26,6544888
"39770 Aureskoski   (Parkano )",35,35913,32185,9,22,4,1256958
"39780 Alaskylä   (Parkano )",88,41062,36206,19,56,13,3613422
"39810 Linnankylä   (Kihniö )",151,36071,34783,48,86,17,5446775
"39820 Kihniö Keskus   (Kihniö )",747,34118,28302,260,408,79,25486152
"39880 Kihniö Asemanseutu   (Kihniö )",65,33700,27072,25,32,8,2190494
"39920 Suomijärvi   (Karvia )",78,34346,27384,29,38,11,2678993
"39930 Karvia Keskus   (Karvia )",572,30166,24280,236,283,53,17254890
"39940 Kantti   (Karvia )",119,34644,29643,45,58,16,4122636
"39960 Sarvela   (Karvia )",192,37710,33215,71,99,22,7240289
"39965 Karviankylä   (Karvia )",76,40471,33600,19,45,12,3075830
"39980 Sara   (Karvia )",82,33428,28441,28,45,9,2741061
"39990 Alkkia   (Karvia )",52,33425,25017,15,35,2,1738094
"40100 Jyväskylä Keskus   (Jyväskylä )",8758,29907,23334,3273,4317,1168,261923454
"40200 Mannila-Taulumäki   (Jyväskylä )",2000,35743,26977,605,1034,361,71485171
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",2819,41980,35143,535,1748,536,118340732
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",4755,41471,36644,911,3000,844,197194344
"40320 Seppälän Teollisuusalue   (Jyväskylä )",2629,31601,26514,785,1564,280,83078679
"40340 Huhtasuo   (Jyväskylä )",3539,25793,22202,1513,1869,157,91280096
"40400 Halssila   (Jyväskylä )",1992,36722,31465,468,1235,289,73149587
"40420 Jyskä   (Jyväskylä )",2212,39139,33761,446,1383,383,86576039
"40500 Keljo-Ristonmaa   (Jyväskylä )",1688,33811,27760,576,855,257,57073351
"40520 Kuokkala-Ristikivi   (Jyväskylä )",7855,35118,28242,2547,4071,1237,275852174
"40530 Keljonkangas   (Jyväskylä )",2168,44268,42458,405,1303,460,95972813
"40600 Mattilanpelto   (Jyväskylä )",1168,34784,26208,406,565,197,40628019
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",237,27198,24132,71,146,20,6445892
"40630 Kypärämäki   (Jyväskylä )",1809,38151,31783,489,1021,299,69015196
"40640 Keltinmäki   (Jyväskylä )",3381,31653,25435,1300,1750,331,107018305
"40660 Länsi-Palokka   (Jyväskylä )",260,45385,43383,40,168,52,11800158
"40700 Mäki-Matti   (Jyväskylä )",2971,26932,21426,1308,1375,288,80015006
"40720 Nisula   (Jyväskylä )",1594,31885,25161,493,863,238,50824163
"40740 Kortepohja   (Jyväskylä )",4084,26813,21392,1902,1794,388,109504796
"40800 Vaajakoski   (Jyväskylä )",3737,38542,32243,905,2295,537,144031957
"40820 Vuoritsalo   (Jyväskylä )",473,32750,28001,143,284,46,15490640
"40900 Säynätsalo   (Jyväskylä )",1532,39955,34866,340,900,292,61210996
"40930 Kinkomaa   (Muurame )",502,46829,42888,65,339,98,23508225
"40950 Muurame Keskus   (Muurame )",3276,54017,39752,578,2010,688,176959814
"41120 Puuppola   (Jyväskylä )",633,50625,51363,108,383,142,32045519
"41140 Kuikka   (Jyväskylä )",216,46106,45400,30,154,32,9958855
"41160 Tikkakoski   (Jyväskylä )",2035,39534,36422,441,1258,336,80451166
"41180 Vehniä   (Laukaa )",286,45310,40470,62,190,34,12958745
"41210 Jokihaara   (Uurainen )",152,44395,42524,26,98,28,6748040
"41220 Höytiä   (Uurainen )",128,40309,37586,38,73,17,5159539
"41230 Uurainen Keskus   (Uurainen )",727,36485,31706,201,444,82,26524950
"41240 Kyynämöinen   (Uurainen )",104,38823,33979,30,59,15,4037624
"41260 Hoikankylä   (Saarijärvi )",61,37296,37171,14,46,1,2275057
"41270 Lannevesi   (Saarijärvi )",234,36295,31458,75,135,24,8493066
"41290 Kangashäkki   (Uurainen )",247,43979,42755,49,168,30,10862904
"41310 Leppävesi   (Laukaa )",1094,45905,44527,145,740,209,50220444
"41325 Laukkavirta   (Laukaa )",124,43190,39754,26,73,25,5355506
"41330 Vihtavuori   (Laukaa )",1043,41995,36688,214,678,151,43800648
"41340 Laukaa Keskus   (Laukaa )",2441,37688,31877,614,1504,323,91996249
"41350 Laukaa Asemanseutu   (Laukaa )",293,39521,35287,74,176,43,11579735
"41360 Valkola   (Laukaa )",182,47056,40502,35,120,27,8564106
"41370 Kuusa   (Laukaa )",417,43857,42802,78,257,82,18288534
"41390 Äijälä   (Laukaa )",178,39505,38218,35,125,18,7031903
"41400 Lievestuore   (Laukaa )",1545,36354,32251,371,991,183,56167438
"41410 Kankainen   (Toivakka )",78,39542,35446,16,53,9,3084243
"41440 Ruuhimäki   (Toivakka )",105,39622,37227,23,65,17,4160358
"41450 Leppälahti   (Jyväskylä )",271,45107,42210,36,182,53,12223895
"41490 Niemisjärvi   (Hankasalmi )",364,35599,32099,117,205,42,12957924
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",731,31612,26152,270,389,72,23108620
"41520 Hankasalmi Keskus   (Hankasalmi )",941,33576,27428,315,531,95,31594644
"41530 Veneranta   (Hankasalmi )",74,35780,32591,24,40,10,2647696
"41540 Ristimäki   (Hankasalmi )",117,36584,33715,31,74,12,4280386
"41550 Hannula   (Hankasalmi )",77,33260,29093,30,39,8,2561056
"41560 Säkinmäki   (Hankasalmi )",80,36383,28015,31,38,11,2910612
"41580 Sauvamäki   (Hankasalmi )",123,33360,28361,43,73,7,4103251
"41630 Oravasaari   (Jyväskylä )",151,40014,38552,33,96,22,6042100
"41660 Toivakka Keskus   (Toivakka )",869,36875,30823,234,518,117,32044121
"41710 Rutalahti-Kivisuo   (Jyväskylä )",132,35691,31167,36,82,14,4711188
"41730 Kivisuo   (Joutsa )",17,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",45,32300,25807,18,23,4,1453484
"41770 Leivonmäki   (Joutsa )",352,29968,24347,146,175,31,10548827
"41800 Korpilahti Keskus   (Jyväskylä )",1698,36925,30227,543,891,264,62699272
"41820 Saakoski   (Jyväskylä )",134,40434,36281,22,88,24,5418196
"41840 Moksi   (Jyväskylä )",49,29912,26713,18,27,4,1465671
"41860 Rannila   (Jyväskylä )",96,48793,46275,14,56,26,4684108
"41870 Putkilahti   (Jyväskylä )",91,34887,29488,31,44,16,3174721
"41880 Oittila   (Jyväskylä )",57,37505,31767,21,30,6,2137789
"41900 Petäjävesi Keskus   (Petäjävesi )",1302,34543,29218,424,725,153,44974765
"41920 Kintaus   (Petäjävesi )",236,40164,37139,59,143,34,9478772
"41925 Ylä-Kintaus   (Petäjävesi )",69,35657,31120,22,44,3,2460315
"41930 Kuohu   (Jyväskylä )",327,42723,41973,70,205,52,13970259
"41940 Vesanka   (Jyväskylä )",523,45730,42844,82,347,94,23917023
"41970 Huttula   (Keuruu )",24,..,..,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",82,38676,32643,27,42,13,3171428
"42100 Jämsä Keskus   (Jämsä )",5347,35441,29981,1513,3007,827,189501607
"42140 Juokslahti   (Jämsä )",125,43075,38169,26,69,30,5384352
"42220 Kaipola   (Jämsä )",521,35781,33054,142,298,81,18641838
"42300 Jämsänkoski Keskus   (Jämsä )",2790,34187,30418,789,1652,349,95382530
"42330 Haavisto   (Jämsä )",167,49993,51391,18,103,46,8348899
"42440 Koskenpää   (Jämsä )",340,32502,27077,131,169,40,11050630
"42520 Asunta   (Keuruu )",75,39252,34088,24,38,13,2943898
"42560 Pohjoisjärvi   (Keuruu )",16,..,..,..,..,..,..
"42600 Multia Keskus-Väätäiskylä   (Multia )",708,33280,26685,260,366,82,23562220
"42660 Sahrajärvi   (Multia )",55,33241,28653,23,27,5,1828231
"42700 Keuruu Keskus   (Keuruu )",4073,33754,27937,1211,2408,454,137481519
"42720 Valkealahti   (Keuruu )",4,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",615,32928,27096,203,365,47,20250744
"42820 Riiho   (Keuruu )",35,54690,41988,7,21,7,1914162
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",24,..,..,..,..,..,..
"42840 Kolkki   (Mänttä-Vilppula )",63,37741,34863,18,33,12,2377713
"42850 Pohjaslahti   (Mänttä-Vilppula )",77,36022,32321,20,42,15,2773713
"42870 Kotala   (Virrat )",203,37983,31425,59,112,32,7710613
"42910 Pihlajavesi   (Keuruu )",153,33233,28738,54,84,15,5084606
"42930 Katajamäki   (Keuruu )",53,33281,26429,17,32,4,1763871
"43100 Saarijärvi Keskus   (Saarijärvi )",3226,32164,27105,1108,1796,322,103759672
"43130 Tarvaala   (Saarijärvi )",176,39038,38996,41,107,28,6870702
"43170 Häkkilä   (Saarijärvi )",132,31044,26575,54,65,13,4097808
"43220 Mahlu   (Saarijärvi )",213,36847,29953,70,113,30,7848353
"43240 Lehtola   (Saarijärvi )",76,37433,32787,23,44,9,2844921
"43250 Kolkanlahti   (Saarijärvi )",146,36429,31375,42,81,23,5318667
"43270 Kalmari   (Saarijärvi )",235,35459,28360,87,120,28,8332794
"43300 Kannonkoski Keskus   (Kannonkoski )",594,32243,25848,233,298,63,19152181
"43340 Kannonjärvi   (Kannonkoski )",78,30202,25553,33,43,2,2355781
"43390 Lokakylä   (Kivijärvi )",36,35676,28273,12,21,3,1284346
"43420 Kukko   (Saarijärvi )",30,32863,27482,11,17,2,985880
"43430 Väätäiskylä   (Multia )",17,..,..,..,..,..,..
"43440 Pylkönmäki Keskus   (Saarijärvi )",273,28599,22914,132,120,21,7807600
"43480 Pääjärvi   (Saarijärvi )",66,35130,25068,31,30,5,2318574
"43490 Kangasaho   (Karstula )",75,41162,30339,24,37,14,3087123
"43500 Karstula Keskus   (Karstula )",1411,33520,29304,435,834,142,47297374
"43520 Kiminki   (Karstula )",112,31186,28165,51,51,10,3492862
"43540 Rantakylä-Pirttilahti   (Karstula )",60,36743,35105,16,35,9,2204583
"43560 Vahanka   (Karstula )",85,35467,31702,26,51,8,3014731
"43610 Aho   (Karstula )",49,31315,27563,17,29,3,1534449
"43640 Humppi   (Karstula )",66,36062,28407,22,34,10,2380065
"43660 Vastinki   (Karstula )",115,34034,28174,46,55,14,3913893
"43700 Kyyjärvi Keskus   (Kyyjärvi )",560,36036,29013,187,312,61,20180118
"43720 Kumpulainen   (Kyyjärvi )",60,30490,23984,32,19,9,1829371
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",485,32406,27257,176,270,39,15716743
"43840 Sompala   (Kivijärvi )",17,..,..,..,..,..,..
"43900 Kinnula Keskus   (Kinnula )",591,35829,30263,206,322,63,21174999
"43940 Muhola-Saarensalmi   (Kinnula )",105,31700,25794,48,49,8,3328466
"43960 Saarensalmi   (Kinnula )",37,31170,30782,13,21,3,1153284
"44100 Äänekoski Keskus   (Äänekoski )",2365,31347,24241,811,1292,262,74136046
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1099,40838,37909,171,745,183,44880996
"44150 Likolahti-Karhunlähde   (Äänekoski )",1653,33220,28484,546,918,189,54911879
"44160 Huutomäki   (Äänekoski )",188,45853,42497,35,118,35,8620318
"44170 Hietama   (Äänekoski )",203,42771,42060,37,130,36,8682453
