"Postal code area","Aged 18 or over, total, 2012 (HR)","Average income of inhabitants, 2012 (HR)","Median income of inhabitants, 2012 (HR)","Inhabintants belonging to the lowest income category, 2012 (HR)","Inhabitants belonging to the middle income category, 2012 (HR)","Inhabintants belonging to the highest income category, 2012 (HR)","Accumulated purchasing power of inhabitants, 2012 (HR)"
"92120 Ollinsaari-Mestauskallio  (Raahe)",2515,20792,20094,539,1540,436,52291422
"92130 Isoholmi-Antinkangas  (Raahe)",2615,23495,21886,372,1653,590,61438921
"92140 Pattijoki Keskus  (Raahe)",4353,23171,22442,718,2607,1028,100865517
"92150 Kummatti-Junnilanmäki  (Raahe)",1210,17623,15741,362,733,115,21324226
"92160 Saloinen  (Raahe)",1357,22432,21604,214,863,280,30439885
"92180 Lapaluoto  (Raahe)",131,17835,15978,30,90,11,2336437
"92210 Arkkukari  (Raahe)",555,23762,21991,103,312,140,13188084
"92220 Piehinki  (Raahe)",548,22073,22216,98,332,118,12096253
"92230 Mattilanperä  (Raahe)",166,23292,22917,35,86,45,3866439
"92240 Lasikangas  (Raahe)",238,22218,21116,46,136,56,5287963
"92260 Kopsa  (Raahe)",256,22837,22415,53,136,67,5846238
"92320 Siikajoki Keskus  (Siikajoki)",754,21895,21039,151,449,154,16508863
"92330 Karinkanta  (Siikajoki)",178,21035,16983,45,104,29,3744189
"92350 Revonlahti  (Siikajoki)",537,22450,21869,110,303,124,12055627
"92400 Ruukki Keskus  (Siikajoki)",1394,20181,17578,303,905,186,28132829
"92430 Paavola-Huumola  (Siikajoki)",749,20134,17298,182,469,98,15080227
"92440 Saarikoski  (Siikajoki)",30,19824,19887,4,23,3,594724
"92450 Luohua  (Siikajoki)",226,20918,18278,61,120,45,4727524
"92470 Tuomioja  (Siikajoki)",208,21671,19088,39,131,38,4507538
"92500 Rantsila Keskus  (Siikalatva)",1222,18605,15926,346,741,135,22734828
"92520 Sipola  (Siikalatva)",63,18357,16190,20,37,6,1156511
"92530 Mankila  (Siikalatva)",140,20048,16679,42,75,23,2806741
"92600 Pulkkila Keskus  (Siikalatva)",1025,18723,16606,255,666,104,19191475
"92610 Vorna  (Siikalatva)",68,18173,13746,25,37,6,1235774
"92620 Piippola Keskus  (Siikalatva)",766,19150,17653,180,506,80,14668600
"92640 Leskelä  (Siikalatva)",177,18150,16747,55,109,13,3212599
"92650 Laakkola  (Siikalatva)",148,18604,16359,44,89,15,2753349
"92700 Kestilä  (Siikalatva)",1161,18736,16159,329,692,140,21752362
"92810 Pelsonsuo  (Vaala)",142,20909,18214,37,82,23,2969088
"92830 Veneheitto  (Vaala)",231,19878,16653,70,125,36,4591930
"92910 Tavastkenkä  (Pyhäntä)",217,19647,17733,56,136,25,4263376
"92920 Ahokylä  (Pyhäntä)",63,17363,16934,22,36,5,1093847
"92930 Pyhäntä  (Pyhäntä)",869,20636,18360,187,581,101,17932326
"93100 Pudasjärvi Keskus  (Pudasjärvi)",4056,18903,16656,904,2742,410,76670772
"93140 Kipinä  (Pudasjärvi)",367,18511,16022,107,226,34,6793423
"93160 Hetejärvi  (Pudasjärvi)",205,17516,14080,80,106,19,3590706
"93170 Yli-Kollaja  (Pudasjärvi)",85,17286,15509,29,50,6,1469321
"93180 Ikosenniemi  (Pudasjärvi)",29,..,..,..,..,..,..
"93187 Ala-Siurua  (Pudasjärvi)",127,16292,13316,50,69,8,2069107
"93190 Yli-Siurua-Ikosenniemi  (Pudasjärvi)",117,14962,12247,57,52,8,1750587
"93195 Kokkokylä  (Pudasjärvi)",62,14767,14736,26,35,1,915549
"93220 Livo  (Pudasjärvi)",88,17357,14689,28,51,9,1527445
"93225 Pärjänsuo  (Pudasjärvi)",183,17317,13681,68,98,17,3169046
"93240 Rytinki  (Pudasjärvi)",118,15089,12696,54,60,4,1780559
"93250 Sarajärvi  (Pudasjärvi)",232,15163,13105,102,115,15,3517746
"93270 Sotkajärvi  (Pudasjärvi)",409,18453,15418,132,230,47,7547368
"93277 Iinattijärvi  (Pudasjärvi)",134,17963,15633,39,85,10,2407021
"93280 Syöte  (Pudasjärvi)",219,17909,16460,67,136,16,3922082
"93290 Pintamo  (Pudasjärvi)",76,18732,16237,20,48,8,1423602
"93350 Jaurakkajärvi  (Pudasjärvi)",123,16386,14088,45,67,11,2015496
"93390 Puhoskylä  (Pudasjärvi)",202,14768,12901,90,102,10,2983108
"93400 Taivalkoski Keskus  (Taivalkoski)",2606,18865,17152,624,1719,263,49162833
"93420 Jurmu  (Taivalkoski)",206,16998,15787,65,130,11,3501523
"93440 Loukusa  (Taivalkoski)",54,17052,15269,17,35,2,920791
"93470 Inget  (Taivalkoski)",112,17593,16491,44,57,11,1970458
"93540 Tyrövaara  (Taivalkoski)",245,18155,16136,80,141,24,4447959
"93590 Vanhala  (Taivalkoski)",190,16629,14037,78,93,19,3159513
"93600 Kuusamo Keskus  (Kuusamo)",8734,20425,18769,1705,5930,1099,178391515
"93630 Kuoliovaara  (Kuusamo)",141,17428,15476,40,90,11,2457284
"93680 Vasaraperä  (Kuusamo)",119,19403,14800,39,65,15,2308940
"93730 Poussu  (Kuusamo)",38,18131,15540,12,23,3,688961
"93760 Kemilä-Murtovaara-Teeriranta  (Kuusamo)",34,16292,15403,10,22,2,553929
"93780 Teeriranta  (Kuusamo)",22,..,..,..,..,..,..
"93820 Aikkila-Rukatunturi  (Kuusamo)",124,18843,17788,32,78,14,2336528
"93825 Rukatunturi  (Kuusamo)",188,23674,22537,26,126,36,4450668
"93840 Patoniemi  (Kuusamo)",21,..,..,..,..,..,..
"93850 Käylä-Patoniemi  (Kuusamo)",198,17384,15390,51,134,13,3442006
"93920 Määttälänvaara  (Kuusamo)",94,20146,17926,29,50,15,1893691
"93940 Vuotunki  (Kuusamo)",73,18465,17530,18,48,7,1347919
"93990 Kärpänkylä  (Kuusamo)",16,..,..,..,..,..,..
"93999 Kuusamo  (Kuusamo)",3104,19163,17284,889,1881,334,59482362
"94100 Kemi Keskus  (Kemi)",5825,19207,16625,1321,3823,681,111880563
"94200 Torvinen-Vainio  (Kemi)",2158,20114,17901,421,1422,315,43406660
"94300 Pajusaari  (Kemi)",258,21530,20333,40,171,47,5554628
"94400 Keminmaa Keskus  (Keminmaa)",2312,21932,20118,370,1509,433,50707241
"94430 Kaakamo  (Tornio)",753,23037,21113,142,441,170,17346732
"94450 Lassila-Jokisuu  (Keminmaa)",1701,24833,24383,243,989,469,42241187
"94460 Ruottala  (Tornio)",163,20467,17078,41,95,27,3336118
"94500 Lautiosaari  (Keminmaa)",1745,20969,19326,364,1097,284,36591238
"94600 Ristikangas-Kivikko  (Kemi)",2133,21841,20841,375,1318,440,46587745
"94700 Takajärvi-Haukkari  (Kemi)",4984,20708,18954,1051,3167,766,103211098
"94720 Peurasaari  (Kemi)",894,22159,21757,123,595,176,19809778
"94800 Veitsiluoto  (Kemi)",.,.,.,.,.,.,.
"94830 Pikku Berliini-Hepola  (Kemi)",1636,19574,17994,337,1076,223,32023188
"94900 Ajos  (Kemi)",288,21098,20404,43,192,53,6076092
"95100 Kuivaniemi Keskus  (Ii)",854,19065,16953,222,527,105,16281659
"95110 Kuivaniemi kk  (Ii)",253,19697,17334,61,157,35,4983420
"95130 Hyryoja  (Ii)",120,17950,14260,48,56,16,2154055
"95160 Oijärvi-Lamminperä  (Ii)",206,16180,13605,82,110,14,3333033
"95200 Simo Keskus  (Simo)",1137,20412,17963,243,742,152,23208765
"95210 Filpus  (Simo)",207,22352,20796,44,120,43,4626931
"95220 Simoniemi  (Simo)",243,22303,21415,45,148,50,5419747
"95225 Viantie  (Simo)",194,19844,17382,51,111,32,3849785
"95230 Maksniemi  (Simo)",650,21828,20251,112,413,125,14188208
"95255 Alaniemi  (Simo)",78,17589,14849,25,45,8,1371931
"95260 Tainionjoki  (Simo)",48,20975,19495,15,25,8,1006819
"95270 Yli-Kärppä-Tainionjoki  (Simo)",128,18075,16991,37,81,10,2313626
"95300 Tervola Keskus  (Tervola)",1555,20565,17870,306,1021,228,31978072
"95310 Liedakkala  (Keminmaa)",353,28395,22308,72,202,79,10023299
"95315 Törmä  (Keminmaa)",176,20289,19895,48,101,27,3570933
"95325 Paakkola  (Tervola)",140,22032,19825,37,75,28,3084437
"95330 Tervola  (Tervola)",435,19501,17160,118,259,58,8482968
"95340 Loue  (Tervola)",233,19861,18780,52,148,33,4627625
"95350 Peura  (Tervola)",14,..,..,..,..,..,..
"95355 Koivu-Peura  (Tervola)",246,17131,13897,93,135,18,4214299
"95365 Maula  (Keminmaa)",227,21235,20170,44,148,35,4820432
"95370 Itäkoski  (Keminmaa)",174,19747,18474,37,109,28,3436010
"95375 Yli-Paakkola  (Tervola)",81,21104,17483,20,44,17,1709459
"95400 Tornio Keskus  (Tornio)",2491,18315,16000,653,1576,262,45622358
"95410 Kiviranta  (Tornio)",2486,21655,20381,485,1543,458,53833758
"95420 Miukki-Palosaari-Luotomäki  (Tornio)",3147,20940,18904,703,1945,499,65899674
"95430 Suensaari  (Tornio)",1049,20467,17805,265,622,162,21469602
"95440 Kyläjoki  (Tornio)",691,23113,21345,134,416,141,15971158
"95450 Kirkonmäki  (Tornio)",2493,25256,24686,360,1358,775,62963596
"95460 Kantojärvi  (Tornio)",762,23250,21425,147,445,170,17716422
"95470 Pirkkiö-Röyttä  (Tornio)",743,23189,22291,124,446,173,17229488
"95490 Terästehtaanalue  (Tornio)",.,.,.,.,.,.,.
"95500 Vojakkala-Yli-Liakka  (Tornio)",843,24379,22197,155,493,195,20551851
"95520 Kukkola  (Tornio)",295,19737,18198,65,189,41,5822480
"95530 Karunki  (Tornio)",589,20550,18286,137,361,91,12104007
"95540 Korpikylä  (Tornio)",71,18883,17366,23,38,10,1340692
"95560 Aapajoki  (Tornio)",162,20338,18896,45,90,27,3294703
"95590 Arpela  (Tornio)",694,20010,17913,181,416,97,13886760
"95600 Ylitornio Keskus  (Ylitornio)",1894,20358,17424,419,1238,237,38557607
"95610 Kainuunkylä  (Ylitornio)",222,18821,16480,60,136,26,4178283
"95615 Pekanpää  (Ylitornio)",98,23161,19648,21,56,21,2269778
"95620 Aavasaksa  (Ylitornio)",393,18670,16304,113,239,41,7337208
"95630 Kuivakangas  (Ylitornio)",120,21278,19631,28,72,20,2553400
"95635 Kaulinranta  (Ylitornio)",205,18644,15684,46,138,21,3822078
"95640 Juoksenki  (Pello)",213,17293,14644,66,125,22,3683371
"95645 Turtola  (Pello)",224,17965,16254,54,152,18,4024097
"95655 Etelä-Portimojärvi  (Ylitornio)",100,17468,14820,36,54,10,1746839
"95660 Kantomaanpää  (Ylitornio)",170,17213,14249,53,102,15,2926259
"95670 Pessalompolo  (Ylitornio)",119,16927,13609,44,64,11,2014334
"95675 Meltosjärvi  (Ylitornio)",126,15775,14258,47,72,7,1987664
"95680 Lohijärvi  (Ylitornio)",58,15452,12416,28,25,5,896228
"95690 Mellakoski  (Ylitornio)",169,18230,15317,57,95,17,3080895
"95700 Pello Keskus  (Pello)",2085,19697,17616,416,1429,240,41068942
"95710 Naamijoki  (Pello)",44,15333,14134,17,25,2,674661
"95720 Jarhoinen  (Pello)",29,..,..,..,..,..,..
"95750 Orajärvi  (Pello)",107,17981,14546,32,64,11,1923926
"95760 Konttajärvi  (Pello)",97,17612,14517,29,57,11,1708341
"95770 Lankojärvi  (Pello)",174,17247,14228,53,109,12,3000900
"95780 Sirkkakoski  (Pello)",117,17816,15798,32,75,10,2084448
"95790 Lampsijärvi  (Pello)",87,16588,13494,36,45,6,1443165
"95800 Sieppijärvi-Taapajärvi  (Kolari)",445,17960,15522,121,278,46,7991982
"95830 Vaattojärvi  (Kolari)",146,17345,15437,39,96,11,2532406
"95840 Venejärvenkylä  (Kolari)",65,16075,15331,23,41,1,1044898
"95850 Ruokojärvi  (Kolari)",32,15806,13694,15,16,1,505792
"95860 Pasmajärvi  (Kolari)",41,19341,17693,9,27,5,792997
"95900 Kolari Keskus  (Kolari)",1591,20075,18053,335,1073,183,31938872
"95920 Saaripudas  (Kolari)",147,19827,17879,28,101,18,2914600
"95930 Äkäsjoensuu  (Kolari)",117,18952,16636,30,75,12,2217387
"95940 Tapojärvi  (Muonio)",48,18088,14415,16,26,6,868233
"95950 Kihlanki-Tapojärvi  (Muonio)",36,17368,18234,12,23,1,625265
"95970 Äkäslompolo  (Kolari)",445,21409,19542,99,279,67,9527035
"95980 Ylläsjärvi  (Kolari)",187,22275,20470,37,118,32,4165449
"95990 Kurtakko  (Kolari)",69,17706,14906,19,44,6,1221702
"96100 Rovaniemi Keskus  (Rovaniemi)",8121,19483,17411,1875,5284,962,158225377
"96190 Lapinrinne-Ahokangas  (Rovaniemi)",2673,23089,23012,406,1715,552,61717613
"96200 Sahanperä-Ratantaus  (Rovaniemi)",4312,20411,17433,1017,2708,587,88012611
"96300 Niemelänkangas-Korvanniemi  (Rovaniemi)",4616,18741,16279,1518,2522,576,86506420
"96320 Teollisuuskylä  (Rovaniemi)",33,14283,13966,12,20,1,471340
"96400 Pullinranta-Kiiruna  (Rovaniemi)",2887,23123,20438,656,1541,690,66756905
"96440 Ounasrinne  (Rovaniemi)",2466,19634,18980,584,1589,293,48416721
"96460 Pöykkölä  (Rovaniemi)",1809,24847,24408,234,1107,468,44947863
"96500 Korkalovaara  (Rovaniemi)",4595,20259,19719,871,3199,525,93090441
"96600 Koskenkylä  (Rovaniemi)",903,25895,23781,156,501,246,23383053
"96700 Niskanperä  (Rovaniemi)",539,24402,24356,77,317,145,13152655
"96800 Ylikylä-Patosaari  (Rovaniemi)",1122,24754,22655,184,677,261,27773432
"96900 Saarenkylä  (Rovaniemi)",5321,24662,22999,769,3266,1286,131226715
"96910 Syväsenvaara  (Rovaniemi)",2282,22128,22065,336,1595,351,50495488
"96930 Napapiiri Rovaniemi  (Rovaniemi)",44,19139,18531,10,28,6,842129
"96960 Someroharju  (Rovaniemi)",98,18618,20032,22,70,6,1824611
"97110 Rautionsaari  (Rovaniemi)",386,22816,21545,56,250,80,8806992
"97130 Hirvas  (Rovaniemi)",583,22223,22385,90,389,104,12955918
"97140 Muurola  (Rovaniemi)",1002,19844,17987,185,705,112,19883892
"97145 Totonvaara  (Rovaniemi)",12,..,..,..,..,..,..
"97160 Petäjäinen  (Rovaniemi)",93,20138,18633,14,66,13,1872822
"97170 Jaatila  (Rovaniemi)",133,19854,17514,36,72,25,2640574
"97220 Sinettä  (Rovaniemi)",594,21894,21510,97,408,89,13004750
"97240 Sonka  (Rovaniemi)",273,20303,15886,64,171,38,5542643
"97250 Raanujärvi  (Ylitornio)",187,17597,15052,72,95,20,3290550
"97280 Tapio  (Rovaniemi)",288,19950,18135,66,185,37,5745711
"97290 Marraskoski  (Rovaniemi)",86,20463,18085,20,55,11,1759840
"97310 Patokoski  (Rovaniemi)",134,16948,16195,45,75,14,2271056
"97320 Marrasjärvi  (Rovaniemi)",71,16848,14243,27,40,4,1196219
"97330 Rattosjärvi  (Pello)",55,16021,13826,19,33,3,881164
"97335 Ruuhivaara  (Pello)",76,15797,15126,27,45,4,1200599
"97340 Meltaus-Jääskö-Perttaus  (Rovaniemi)",292,17214,15112,88,176,28,5026595
"97370 Unarin-Luusua  (Sodankylä)",49,14746,12296,23,23,3,722573
"97380 Kukasranta  (Sodankylä)",27,..,..,..,..,..,..
"97390 Kierinki  (Sodankylä)",125,15317,12074,63,57,5,1914570
"97420 Lohiniva  (Kittilä)",391,16801,14856,128,237,26,6569222
"97430 Taapajärvi  (Kolari)",4,..,..,..,..,..,..
"97470 Alakylä-Sailehto  (Kittilä)",127,18384,15627,34,84,9,2334705
"97510 Vikajärvi  (Rovaniemi)",168,20374,18563,40,99,29,3422881
"97520 Nampa  (Rovaniemi)",45,18486,17535,14,27,4,831855
"97530 Nampa-Yli-Nampa  (Rovaniemi)",85,19663,16668,20,56,9,1671384
"97540 Tiainen  (Rovaniemi)",78,16883,15005,29,42,7,1316912
"97580 Misi  (Rovaniemi)",75,16599,14935,20,52,3,1244952
"97590 Raajärvi  (Kemijärvi)",7,..,..,..,..,..,..
"97610 Oikarainen  (Rovaniemi)",378,21334,19695,86,226,66,8064316
"97615 Tennirova  (Rovaniemi)",29,..,..,..,..,..,..
"97620 Viiri-Tennirova  (Rovaniemi)",75,18813,16133,20,45,10,1410938
"97625 Vanttauskoski  (Rovaniemi)",281,18006,15202,76,182,23,5059732
"97630 Pekkala  (Rovaniemi)",94,16201,14743,31,58,5,1522907
"97635 Juuniemi  (Rovaniemi)",81,19218,17186,16,57,8,1556643
"97645 Juujärvi  (Kemijärvi)",113,15736,14931,42,64,7,1778161
"97650 Juotas  (Rovaniemi)",131,17611,14210,52,70,9,2306995
"97655 Autti  (Rovaniemi)",151,17473,15232,45,91,15,2638394
"97665 Pohjasperä  (Ranua)",169,15556,12381,79,81,9,2628977
"97670 Kivitaipale  (Rovaniemi)",212,19336,17715,49,143,20,4099214
"97675 Narkaus-Kämät  (Rovaniemi)",127,18779,17195,33,79,15,2384892
"97680 Saari-Kämä  (Rovaniemi)",60,19068,18817,17,37,6,1144056
"97685 Siika-Kämä  (Rovaniemi)",45,14754,12398,21,21,3,663908
"97690 Sulaoja  (Rovaniemi)",97,18672,19878,26,61,10,1811183
"97700 Ranua Keskus  (Ranua)",2362,19769,16932,580,1469,313,46695235
"97715 Raiskio  (Ranua)",182,17007,14028,67,96,19,3095218
"97720 Yli-Simo-Raiskio  (Ranua)",82,16607,13803,27,48,7,1361807
"97760 Saariharju  (Ranua)",122,18347,16360,32,79,11,2238372
"97765 Kuha-Impiö-Itäranua  (Ranua)",77,17053,14444,31,40,6,1313065
"97770 Petäjäjärvi  (Ranua)",15,..,..,..,..,..,..
"97780 Kuukasjärvi-Petäjäjärvi  (Ranua)",67,19953,17721,14,42,11,1336856
"97785 Kelankylä  (Ranua)",65,18310,16761,22,34,9,1190174
"97810 Suorsa  (Posio)",15,..,..,..,..,..,..
"97815 Pernu-Suorsa  (Posio)",50,17262,16596,15,31,4,863108
"97820 Perä-Posio  (Posio)",103,18138,13336,39,53,11,1868207
"97840 Lehtiniemi  (Posio)",93,17528,16626,28,58,7,1630064
"97850 Ristilä  (Posio)",89,14867,12876,40,46,3,1323168
"97870 Jumisko  (Posio)",46,17834,16502,14,28,4,820344
"97880 Nolimo-Jumisko  (Posio)",45,14734,12479,20,25,0,663047
"97890 Karjalaisenniemi  (Posio)",216,18356,16353,61,131,24,3964814
"97895 Mourujärvi  (Posio)",93,16072,14797,33,55,5,1494730
"97900 Posio Keskus  (Posio)",1741,19019,16185,437,1146,158,33112530
"97920 Suonnankylä  (Posio)",83,16210,14464,34,46,3,1345449
"97925 Tolva  (Posio)",72,16656,12659,36,29,7,1199261
"97940 Lohiranta  (Posio)",77,17230,12990,33,38,6,1326687
"97950 Säikkä  (Posio)",17,..,..,..,..,..,..
"97960 Kuloharju-Säikkä  (Posio)",91,16789,13656,28,58,5,1527794
"97965 Kynsilä  (Posio)",92,16514,15454,29,62,1,1519303
"97970 Sirniö  (Posio)",74,15285,13516,30,43,1,1131100
"97980 Anetjärvi  (Posio)",123,17050,13939,51,60,12,2097136
"97999 Köngäs  (Kittilä)",.,.,.,.,.,.,.
"98100 Kemijärvi Keskus  (Kemijärvi)",2437,19904,17812,444,1724,269,48506757
"98120 Särkikangas  (Kemijärvi)",1638,18032,16827,382,1132,124,29535972
"98230 Luusua-Karsimus  (Kemijärvi)",205,18047,16032,57,134,14,3699561
"98310 Karvakko  (Kemijärvi)",490,20203,18628,79,354,57,9899319
"98350 Tapionniemi  (Kemijärvi)",134,19596,16597,38,81,15,2625798
"98360 Vuostimo  (Kemijärvi)",133,15902,13439,51,73,9,2114955
"98400 Isokylä-Ryti-Lehtola  (Kemijärvi)",547,20968,19129,108,367,72,11469358
"98420 Ryti-Lehtola  (Kemijärvi)",123,17831,17173,26,92,5,2193162
"98440 Kallaanvaara  (Kemijärvi)",644,21047,19946,96,468,80,13554514
"98450 Kostamo  (Kemijärvi)",250,18984,16711,66,156,28,4745966
"98500 Pelkosenniemi Keskus  (Pelkosenniemi)",468,18569,17474,111,326,31,8690123
"98510 Saunavaara  (Pelkosenniemi)",49,17851,15441,16,30,3,874704
"98530 Pyhätunturi  (Pelkosenniemi)",190,21936,20594,36,129,25,4167908
"98550 Suvanto  (Pelkosenniemi)",27,..,..,..,..,..,..
"98560 Kairala-Luiro  (Pelkosenniemi)",82,18221,15427,22,53,7,1494088
"98570 Aapajärvi  (Pelkosenniemi)",40,14269,12146,20,19,1,570772
"98580 Luiro  (Pelkosenniemi)",36,17381,15719,8,26,2,625730
"98600 Kursu  (Salla)",261,17466,15886,68,177,16,4558661
"98620 Pahkakumpu  (Salla)",62,16976,12680,27,28,7,1052509
"98630 Ahvenselkä  (Salla)",69,15990,14794,29,37,3,1103342
"98660 Salmivaara  (Salla)",132,17760,16367,34,88,10,2344350
"98710 Joutsijärvi  (Kemijärvi)",110,19152,16033,28,69,13,2106682
"98720 Suomutunturi  (Kemijärvi)",105,13301,12359,51,49,5,1396631
"98760 Hirvasvaara-Paloperä  (Salla)",75,15472,13533,29,45,1,1160366
"98770 Aholanvaara  (Salla)",46,14115,12145,24,20,2,649284
"98780 Maaninkavaara  (Posio)",72,16792,16192,24,44,4,1209017
"98790 Paloperä  (Salla)",40,15947,13659,18,19,3,637887
"98800 Savukoski Keskus-Värriö  (Savukoski)",495,19219,17413,113,323,59,9513483
"98810 Lunkkaus  (Savukoski)",35,17642,15880,8,26,1,617478
"98820 Värriö  (Savukoski)",48,13423,11933,25,22,1,644313
"98830 Martti-Ruuvaoja  (Savukoski)",151,16983,14783,50,93,8,2564398
"98840 Ruuvaoja  (Savukoski)",12,..,..,..,..,..,..
"98850 Kuosku  (Savukoski)",108,16855,15015,41,59,8,1820382
"98900 Salla Keskus  (Salla)",2018,18695,17012,460,1375,183,37725982
"98920 Kelloselkä  (Salla)",140,17931,16554,45,79,16,2510298
"98930 Kotalankylä  (Salla)",101,17268,15533,32,63,6,1744060
"98950 Saija  (Salla)",139,18092,15198,47,74,18,2514850
"98960 Naruska  (Salla)",40,17914,15013,14,21,5,716556
"98970 Onkamojärvi  (Salla)",72,17148,14926,26,40,6,1234626
"98980 Kallunki-Niemelä  (Salla)",40,15207,12214,19,18,3,608297
"98995 Hautajärvi  (Salla)",236,17245,15205,76,146,14,4069748
"99100 Kittilä Keskus  (Kittilä)",2238,21758,20390,372,1498,368,48694286
"99110 Kaukonen  (Kittilä)",265,20017,18597,57,177,31,5304591
"99120 Kallo  (Kittilä)",123,16799,14653,43,71,9,2066250
"99130 Sirkka-Rauhala  (Kittilä)",1070,25041,22020,176,671,223,26793372
"99135 Rauhala  (Kittilä)",19,..,..,..,..,..,..
"99140 Köngäs-Hanhivaara  (Kittilä)",188,22983,22567,36,114,38,4320747
"99150 Tepasto  (Kittilä)",88,18149,17459,22,59,7,1597074
"99160 Lompolo-Pulju  (Kittilä)",60,15568,13308,24,34,2,934103
"99170 Pulju  (Kittilä)",22,..,..,..,..,..,..
"99180 Rautusjärvi  (Kittilä)",57,17045,14390,20,32,5,971589
"99190 Hanhimaa  (Kittilä)",41,17209,15263,10,28,3,705576
"99195 Pokka  (Kittilä)",9,..,..,..,..,..,..
"99230 Jeesiöjärvi  (Kittilä)",42,19755,16510,13,23,6,829718
"99240 Kuivasalmi  (Kittilä)",27,..,..,..,..,..,..
"99250 Kiistala-Jeesiöjärvi  (Kittilä)",69,16977,15158,21,44,4,1171397
"99270 Hormakumpu  (Kittilä)",29,..,..,..,..,..,..
"99280 Tepsa  (Kittilä)",70,19630,17154,18,41,11,1374083
"99290 Kelontekemä  (Kittilä)",79,19243,16567,22,45,12,1520160
"99300 Muonio Keskus  (Muonio)",1491,21297,19059,311,982,198,31753648
"99310 Yli-Muonio  (Muonio)",139,18493,17553,36,89,14,2570463
"99320 Kätkäsuvanto  (Muonio)",103,19951,18757,27,58,18,2054997
"99330 Pallastunturi  (Muonio)",.,.,.,.,.,.,.
"99340 Raattama-Pallastunturi  (Kittilä)",125,15676,14330,49,68,8,1959474
"99360 Kangosjärvi  (Muonio)",102,18290,17582,24,68,10,1865534
"99400 Enontekiö Keskus  (Enontekiö)",589,18819,17167,149,376,64,11084285
"99410 Vuontisjärvi  (Enontekiö)",96,17913,16289,28,59,9,1719668
"99420 Peltovuoma  (Enontekiö)",143,16898,14193,50,82,11,2416411
"99430 Nunnanen  (Enontekiö)",79,15702,12581,36,38,5,1240465
"99440 Leppäjärvi  (Enontekiö)",125,15790,13922,56,61,8,1973724
"99450 Palojoensuu-Kuttanen  (Enontekiö)",100,17203,14140,37,57,6,1720300
"99460 Kuttanen  (Enontekiö)",48,14105,13345,20,27,1,677061
"99470 Karesuvanto  (Enontekiö)",228,17631,15649,75,131,22,4019862
"99490 Kilpisjärvi  (Enontekiö)",123,23584,21558,20,74,29,2900793
"99510 Raudanjoki-Seipäjärvi  (Sodankylä)",66,21000,18981,17,39,10,1386025
"99520 Seipäjärvi  (Sodankylä)",39,14797,13564,15,24,0,577092
"99530 Vuojärvi  (Sodankylä)",70,17621,16560,26,36,8,1233485
"99540 Torvinen  (Sodankylä)",121,19321,16421,34,71,16,2337868
"99550 Aska-Orakylä  (Sodankylä)",74,19795,18613,19,42,13,1464827
"99555 Luosto  (Sodankylä)",87,26465,20914,14,55,18,2302496
"99560 Orakylä  (Sodankylä)",242,19860,19079,66,148,28,4806139
"99600 Sodankylä Keskus  (Sodankylä)",4552,21385,20170,713,3142,697,97344997
"99610 Siurunmaa  (Sodankylä)",33,19796,19344,6,25,2,653252
"99620 Kelujärvi  (Sodankylä)",201,20819,20022,48,119,34,4184531
"99640 Tanhua  (Savukoski)",82,18783,18019,24,48,10,1540198
"99645 Lokka  (Sodankylä)",76,14052,13217,33,41,2,1067985
"99650 Sattanen  (Sodankylä)",223,23585,22471,43,130,50,5259520
"99655 Sattasvaara  (Sodankylä)",115,17264,14791,42,59,14,1985352
"99660 Kersilö  (Sodankylä)",45,17212,15498,15,24,6,774526
"99665 Moskuvaara  (Sodankylä)",38,22044,18225,7,25,6,837662
"99670 Petkula  (Sodankylä)",36,20817,19591,8,25,3,749400
"99690 Vuotso  (Sodankylä)",232,17039,15446,80,129,23,3953011
"99695 Tankavaara  (Sodankylä)",6,..,..,..,..,..,..
