"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"91500 Muhos Keskus   (Muhos )",5181,23191,20931,983,3326,872,120154637
"91510 Rova   (Muhos )",342,25277,22743,55,198,89,8644742
"91560 Kylmälänkylä   (Muhos )",91,16793,14810,34,50,7,1528182
"91600 Utajärvi Keskus   (Utajärvi )",1621,20405,17661,403,1036,182,33076113
"91620 Sanginkylä   (Utajärvi )",144,18613,17258,51,80,13,2680321
"91630 Juorkuna   (Utajärvi )",94,16879,14719,35,54,5,1586663
"91640 Särkijärvi   (Utajärvi )",93,19938,16556,30,52,11,1854189
"91660 Ahmas   (Utajärvi )",236,19675,18010,67,139,30,4643208
"91670 Rokua   (Utajärvi )",1,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",1288,19670,17611,291,864,133,25335239
"91710 Jylhämä   (Vaala )",48,18502,17560,9,37,2,888118
"91720 Oterma   (Vaala )",56,19822,16550,14,33,9,1110031
"91730 Kankari   (Vaala )",93,18824,16805,27,60,6,1750618
"91740 Jaalanka-Liminpuro   (Vaala )",112,17746,14917,42,60,10,1987590
"91750 Liminpuro   (Vaala )",51,20061,15556,22,23,6,1023134
"91760 Säräisniemi   (Vaala )",259,19996,16394,72,161,26,5179041
"91780 Neittävä   (Vaala )",93,18438,17907,28,57,8,1714778
"91790 Nuojua   (Vaala )",114,19478,19598,28,75,11,2220458
"91800 Tyrnävä   (Tyrnävä )",3627,23879,22776,655,2238,734,86607398
"91900 Liminka Keskus   (Liminka )",3918,24875,23219,614,2377,927,97460371
"91910 Tupos   (Liminka )",1709,27755,26813,246,887,576,47433169
"91930 Ala-Temmes   (Liminka )",317,24453,22337,48,202,67,7751607
"91950 Temmes   (Liminka )",508,20190,19041,114,325,69,10256367
"91980 Lumijoki   (Lumijoki )",1350,22278,20658,287,812,251,30075653
"92100 Raahe Keskus   (Raahe )",3524,21558,19566,715,2278,531,75970816
"92120 Ollinsaari-Mestauskallio   (Raahe )",2357,21603,20849,503,1466,388,50917915
"92130 Isoholmi-Antinkangas   (Raahe )",2500,25452,22563,349,1623,528,63629005
"92140 Pattijoki Keskus   (Raahe )",4368,23829,22909,701,2700,967,104085928
"92150 Kummatti-Junnilanmäki   (Raahe )",1098,18547,16750,300,697,101,20364539
"92160 Saloinen   (Raahe )",1325,22961,22061,210,860,255,30423646
"92180 Lapaluoto   (Raahe )",128,18723,17196,29,91,8,2396598
"92210 Arkkukari   (Raahe )",562,23843,22933,112,317,133,13399738
"92220 Piehinki   (Raahe )",518,22906,22306,104,307,107,11865064
"92230 Mattilanperä   (Raahe )",163,24082,24320,29,92,42,3925363
"92240 Lasikangas   (Raahe )",221,22747,21309,42,132,47,5027061
"92260 Kopsa   (Raahe )",244,23315,23294,45,146,53,5688838
"92320 Siikajoki Keskus   (Siikajoki )",724,22288,20801,153,430,141,16136625
"92330 Karinkanta   (Siikajoki )",177,23249,18389,45,98,34,4115000
"92350 Revonlahti   (Siikajoki )",538,22715,22497,130,287,121,12220768
"92400 Ruukki Keskus   (Siikajoki )",1289,21169,18817,263,844,182,27286888
"92430 Paavola-Huumola   (Siikajoki )",722,22452,18574,189,420,113,16210679
"92440 Saarikoski   (Siikajoki )",34,22067,22218,6,23,5,750272
"92450 Luohua   (Siikajoki )",223,22423,19360,57,125,41,5000305
"92470 Tuomioja   (Siikajoki )",187,22550,21493,28,126,33,4216864
"92500 Rantsila Keskus   (Siikalatva )",1159,19553,17117,297,736,126,22661400
"92520 Sipola   (Siikalatva )",60,18317,17564,16,39,5,1098998
"92530 Mankila   (Siikalatva )",130,21212,18908,32,76,22,2757555
"92600 Pulkkila Keskus   (Siikalatva )",952,20011,18157,204,652,96,19050850
"92610 Vorna   (Siikalatva )",66,18928,15140,24,32,10,1249262
"92620 Piippola Keskus   (Siikalatva )",747,20494,19065,157,511,79,15308793
"92640 Leskelä   (Siikalatva )",168,18371,16589,50,111,7,3086301
"92650 Laakkola   (Siikalatva )",140,19144,17027,42,86,12,2680103
"92700 Kestilä   (Siikalatva )",1061,19563,17347,282,668,111,20756682
"92810 Pelsonsuo   (Vaala )",122,20331,18325,33,77,12,2480334
"92830 Veneheitto   (Vaala )",223,21181,18923,49,146,28,4723367
"92910 Tavastkenkä   (Pyhäntä )",225,20619,19255,52,146,27,4639365
"92920 Ahokylä   (Pyhäntä )",57,19645,20203,16,37,4,1119763
"92930 Pyhäntä   (Pyhäntä )",879,21976,19725,162,607,110,19317233
"93100 Pudasjärvi Keskus   (Pudasjärvi )",3975,19988,18022,833,2763,379,79453407
"93140 Kipinä   (Pudasjärvi )",367,19570,17331,107,223,37,7182029
"93160 Hetejärvi   (Pudasjärvi )",183,18000,15628,69,97,17,3293926
"93170 Yli-Kollaja   (Pudasjärvi )",77,18197,15840,24,51,2,1401172
"93180 Ikosenniemi   (Pudasjärvi )",23,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",117,18928,17118,37,67,13,2214534
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",105,17003,14080,42,53,10,1785300
"93195 Kokkokylä   (Pudasjärvi )",54,14125,11757,32,20,2,762734
"93220 Livo   (Pudasjärvi )",76,17922,15438,27,43,6,1362090
"93225 Pärjänsuo   (Pudasjärvi )",162,19527,15589,51,94,17,3163345
"93240 Rytinki   (Pudasjärvi )",104,16138,13792,43,57,4,1678352
"93250 Sarajärvi   (Pudasjärvi )",198,16584,14472,77,110,11,3283585
"93270 Sotkajärvi   (Pudasjärvi )",377,19898,17756,106,221,50,7501479
"93277 Iinattijärvi   (Pudasjärvi )",130,19420,17832,40,82,8,2524590
"93280 Syöte   (Pudasjärvi )",191,20109,18769,50,120,21,3840811
"93290 Pintamo   (Pudasjärvi )",75,19580,19466,19,47,9,1468467
"93350 Jaurakkajärvi   (Pudasjärvi )",116,17300,15204,39,73,4,2006778
"93390 Puhoskylä   (Pudasjärvi )",189,16645,13701,87,89,13,3145833
"93400 Taivalkoski Keskus   (Taivalkoski )",2524,19818,18083,559,1735,230,50021324
"93420 Jurmu   (Taivalkoski )",211,17775,17064,65,138,8,3750630
"93440 Loukusa   (Taivalkoski )",46,19310,17576,11,32,3,888243
"93470 Inget   (Taivalkoski )",122,18443,15407,47,63,12,2250073
"93540 Tyrövaara   (Taivalkoski )",251,18822,16545,77,146,28,4724443
"93590 Vanhala   (Taivalkoski )",177,18095,15099,69,96,12,3202895
"93600 Kuusamo   (Kuusamo )",8185,21258,19555,1528,5691,966,173993645
"93700 Kurkijärvi - Oijusluoma   (Kuusamo )",1274,19855,18687,338,815,121,25295903
"93800 Muojärvi   (Kuusamo )",1744,21022,19717,416,1104,224,36662486
"93830 Rukatunturi   (Kuusamo )",671,22994,21780,119,448,104,15429308
"93900 Oulangan kansallispuisto   (Kuusamo )",624,18981,16622,196,370,58,11844202
"93999 Lososaari   (Kuusamo )",0,0,0,0,0,0,0
"94100 Kemi Keskus   (Kemi )",5732,20058,17563,1378,3698,656,114974992
"94200 Torvinen-Vainio   (Kemi )",1995,21463,19420,402,1269,324,42819351
"94300 Pajusaari   (Kemi )",253,22560,21144,44,163,46,5707579
"94400 Keminmaa Keskus   (Keminmaa )",2218,22685,20433,349,1482,387,50315202
"94430 Kaakamo   (Tornio )",747,24022,22435,130,445,172,17944785
"94450 Lassila-Jokisuu   (Keminmaa )",1729,25640,24621,248,996,485,44332140
"94460 Ruottala   (Tornio )",148,22558,18953,34,85,29,3338530
"94500 Lautiosaari   (Keminmaa )",1725,21324,20141,356,1102,267,36784056
"94600 Ristikangas-Kivikko   (Kemi )",2098,23306,22516,352,1315,431,48896602
"94700 Takajärvi-Haukkari   (Kemi )",4842,21581,20144,897,3192,753,104494971
"94720 Peurasaari   (Kemi )",863,23483,22307,119,576,168,20265998
"94800 Veitsiluoto   (Kemi )",0,0,0,0,0,0,0
"94830 Pikku Berliini-Hepola   (Kemi )",1530,20134,18701,326,1029,175,30804702
"94900 Ajos   (Kemi )",270,23636,21271,46,165,59,6381640
"95100 Kuivaniemi Keskus   (Ii )",814,19570,17411,205,519,90,15930102
"95110 Kuivaniemi kk   (Ii )",264,21562,20079,56,172,36,5692273
"95130 Hyryoja   (Ii )",102,18213,15930,35,57,10,1857703
"95160 Oijärvi-Lamminperä   (Ii )",184,17950,14938,77,93,14,3302721
"95200 Simo Keskus   (Simo )",1076,21438,18864,207,711,158,23067459
"95210 Filpus   (Simo )",192,23013,20857,37,120,35,4418431
"95220 Simoniemi   (Simo )",247,22268,20735,49,151,47,5500281
"95225 Viantie   (Simo )",174,21381,19364,34,114,26,3720236
"95230 Maksniemi   (Simo )",627,22624,20348,111,401,115,14184968
"95255 Alaniemi   (Simo )",67,17532,14674,25,37,5,1174624
"95260 Tainionjoki   (Simo )",46,20287,17588,16,22,8,933185
"95270 Yli-Kärppä-Tainionjoki   (Simo )",100,19770,18080,20,69,11,1977024
"95300 Tervola Keskus   (Tervola )",1389,21294,18761,266,906,217,29576906
"95310 Liedakkala   (Keminmaa )",348,24843,22922,61,208,79,8645433
"95315 Törmä   (Keminmaa )",174,23505,22094,36,111,27,4089791
"95325 Paakkola   (Tervola )",142,23160,21474,31,93,18,3288764
"95330 Tervola   (Tervola )",407,20048,18178,115,244,48,8159411
"95340 Loue   (Tervola )",209,21157,19130,41,131,37,4421798
"95350 Peura   (Tervola )",13,..,..,..,..,..,..
"95355 Koivu-Peura   (Tervola )",222,19347,16726,70,125,27,4295116
"95365 Maula   (Keminmaa )",216,22915,21876,32,146,38,4949718
"95370 Itäkoski   (Keminmaa )",163,22887,20961,28,106,29,3730589
"95375 Yli-Paakkola   (Tervola )",80,25999,22496,16,38,26,2079942
"95400 Tornio Keskus   (Tornio )",2433,19938,17618,565,1619,249,48508854
"95410 Kiviranta   (Tornio )",2495,23420,22077,443,1543,509,58432059
"95420 Miukki-Palosaari-Luotomäki   (Tornio )",3036,21633,19945,601,1937,498,65678719
"95430 Suensaari   (Tornio )",1029,20784,18369,248,640,141,21386841
"95440 Kyläjoki   (Tornio )",682,25375,21949,139,389,154,17306032
"95450 Kirkonmäki   (Tornio )",2534,26290,25500,340,1388,806,66617798
"95460 Kantojärvi   (Tornio )",764,24371,22654,154,430,180,18619821
"95470 Pirkkiö-Röyttä   (Tornio )",718,24200,23083,119,414,185,17375868
"95490 Terästehtaanalue   (Tornio )",0,0,0,0,0,0,0
"95500 Vojakkala-Yli-Liakka   (Tornio )",859,24436,23142,156,502,201,20990679
"95520 Kukkola   (Tornio )",275,21976,20864,59,171,45,6043537
"95530 Karunki   (Tornio )",585,22037,19195,120,368,97,12891733
"95540 Korpikylä   (Tornio )",61,22083,19636,14,36,11,1347080
"95560 Aapajoki   (Tornio )",152,20310,18863,42,86,24,3087094
"95590 Arpela   (Tornio )",647,21476,19650,156,375,116,13894809
"95600 Ylitornio Keskus   (Ylitornio )",1764,21755,19308,358,1169,237,38375488
"95610 Kainuunkylä   (Ylitornio )",198,19983,18275,43,132,23,3956554
"95615 Pekanpää   (Ylitornio )",86,21593,20192,21,50,15,1856958
"95620 Aavasaksa   (Ylitornio )",359,19823,17514,104,219,36,7116358
"95630 Kuivakangas   (Ylitornio )",122,24244,21676,17,79,26,2957776
"95635 Kaulinranta   (Ylitornio )",200,21263,18370,42,131,27,4252680
"95640 Juoksenki   (Pello )",194,18464,15697,59,121,14,3581920
"95645 Turtola   (Pello )",235,20275,18313,47,161,27,4764606
"95655 Etelä-Portimojärvi   (Ylitornio )",104,19830,17369,32,58,14,2062271
"95660 Kantomaanpää   (Ylitornio )",154,22149,15599,50,83,21,3410944
"95670 Pessalompolo   (Ylitornio )",103,16682,14574,37,58,8,1718234
"95675 Meltosjärvi   (Ylitornio )",125,16849,15082,44,74,7,2106067
"95680 Lohijärvi   (Ylitornio )",53,18921,15869,16,31,6,1002804
"95690 Mellakoski   (Ylitornio )",147,19922,17903,38,94,15,2928607
"95700 Pello Keskus   (Pello )",1960,21592,19166,367,1357,236,42320400
"95710 Naamijoki   (Pello )",42,19638,21252,14,25,3,824814
"95720 Jarhoinen   (Pello )",33,18072,14423,12,18,3,596388
"95750 Orajärvi   (Pello )",101,19818,16281,31,59,11,2001642
"95760 Konttajärvi   (Pello )",90,19571,18040,23,55,12,1761372
"95770 Lankojärvi   (Pello )",157,18111,15758,44,104,9,2843393
"95780 Sirkkakoski   (Pello )",105,18780,17993,28,68,9,1971887
"95790 Lampsijärvi   (Pello )",72,18981,17311,23,44,5,1366619
"95800 Sieppijärvi-Taapajärvi   (Kolari )",416,19331,17307,107,273,36,8041770
"95830 Vaattojärvi   (Kolari )",137,17978,17120,32,96,9,2463039
"95840 Venejärvenkylä   (Kolari )",63,17835,15548,19,40,4,1123627
"95850 Ruokojärvi   (Kolari )",26,..,..,..,..,..,..
"95860 Pasmajärvi   (Kolari )",34,19303,20774,10,20,4,656295
"95900 Kolari Keskus   (Kolari )",1508,21892,19854,262,1074,172,33012410
"95920 Saaripudas   (Kolari )",138,20566,19688,19,109,10,2838118
"95930 Äkäsjoensuu   (Kolari )",109,18627,18757,30,67,12,2030313
"95940 Tapojärvi   (Muonio )",44,21445,21430,13,25,6,943594
"95950 Kihlanki-Tapojärvi   (Muonio )",41,18721,17270,13,24,4,767578
"95970 Äkäslompolo   (Muonio )",432,21797,19971,111,260,61,9416450
"95980 Ylläsjärvi   (Kolari )",193,24206,22119,35,114,44,4671796
"95990 Kurtakko   (Kolari )",72,20960,20169,12,51,9,1509150
"96100 Rovaniemi Keskus   (Rovaniemi )",8930,20400,18603,1982,5912,1036,182168344
"96190 Lapinrinne-Ahokangas   (Rovaniemi )",2832,24767,24086,397,1820,615,70140136
"96200 Sahanperä-Ratantaus   (Rovaniemi )",4308,21654,18695,995,2722,591,93287448
"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )",4900,19552,16853,1619,2716,565,95806091
"96320 Teollisuuskylä   (Rovaniemi )",25,..,..,..,..,..,..
"96400 Pullinranta-Kiiruna   (Rovaniemi )",2951,23969,21572,657,1640,654,70732360
"96440 Ounasrinne   (Rovaniemi )",2430,20965,19884,535,1584,311,50946008
"96460 Pöykkölä   (Rovaniemi )",1981,25496,24602,250,1248,483,50506783
"96500 Korkalovaara   (Rovaniemi )",4582,21056,20664,875,3159,548,96476576
"96600 Koskenkylä   (Rovaniemi )",902,26732,24415,141,507,254,24112395
"96700 Niskanperä   (Rovaniemi )",541,27026,25743,73,310,158,14620922
"96800 Ylikylä-Patosaari   (Rovaniemi )",1229,25744,23943,167,765,297,31638977
"96900 Saarenkylä   (Rovaniemi )",5252,25880,24256,704,3224,1324,135920207
"96910 Syväsenvaara   (Rovaniemi )",2291,22795,22389,342,1604,345,52222995
"96930 Napapiiri Rovaniemi   (Rovaniemi )",49,19972,19284,9,35,5,978614
"96960 Someroharju   (Rovaniemi )",114,22582,21679,12,86,16,2574403
"97110 Rautionsaari   (Rovaniemi )",369,23937,22049,63,233,73,8832626
"97130 Hirvas   (Rovaniemi )",619,23070,22831,95,417,107,14280102
"97140 Muurola   (Rovaniemi )",950,20735,18990,175,677,98,19698070
"97145 Totonvaara   (Rovaniemi )",10,..,..,..,..,..,..
"97160 Petäjäinen   (Rovaniemi )",101,20141,18707,23,65,13,2034226
"97170 Jaatila   (Rovaniemi )",138,21294,19214,31,85,22,2938535
"97220 Sinettä   (Rovaniemi )",618,23367,22234,116,394,108,14440888
"97240 Sonka   (Rovaniemi )",257,20983,17963,48,173,36,5392508
"97250 Raanujärvi   (Ylitornio )",170,20199,16315,54,101,15,3433844
"97280 Tapio   (Rovaniemi )",258,21948,20220,49,178,31,5662645
"97290 Marraskoski   (Rovaniemi )",92,20320,18570,21,58,13,1869458
"97310 Patokoski   (Rovaniemi )",132,18931,17741,36,88,8,2498947
"97320 Marrasjärvi   (Rovaniemi )",63,19719,17666,20,39,4,1242321
"97330 Rattosjärvi   (Pello )",47,19291,15837,13,29,5,906661
"97335 Ruuhivaara   (Pello )",70,18028,15258,28,35,7,1261958
"97340 Meltaus-Jääskö-Perttaus   (Rovaniemi )",257,17932,15900,81,154,22,4608471
"97370 Unarin-Luusua   (Sodankylä )",44,13699,12738,23,21,0,602754
"97380 Kukasranta   (Sodankylä )",26,..,..,..,..,..,..
"97390 Kierinki   (Sodankylä )",121,16678,13641,50,63,8,2018058
"97420 Lohiniva   (Kittilä )",353,17683,15762,121,209,23,6242144
"97430 Taapajärvi   (Kolari )",4,..,..,..,..,..,..
"97470 Alakylä-Sailehto   (Kittilä )",124,21694,17734,33,77,14,2690092
"97510 Vikajärvi   (Rovaniemi )",149,20627,19284,37,89,23,3073426
"97520 Nampa   (Rovaniemi )",41,20687,19466,9,29,3,848167
"97530 Nampa-Yli-Nampa   (Rovaniemi )",76,19762,18971,18,52,6,1501922
"97540 Tiainen   (Rovaniemi )",78,20372,15382,29,41,8,1589005
"97580 Misi   (Rovaniemi )",76,17233,16556,25,47,4,1309743
"97590 Raajärvi   (Kemijärvi )",9,..,..,..,..,..,..
"97610 Oikarainen   (Rovaniemi )",366,22475,21506,80,220,66,8225903
"97615 Tennirova   (Rovaniemi )",27,..,..,..,..,..,..
"97620 Viiri-Tennirova   (Rovaniemi )",68,20581,19532,12,51,5,1399515
"97625 Vanttauskoski   (Rovaniemi )",279,18552,16811,69,190,20,5176059
"97630 Pekkala   (Rovaniemi )",92,16568,15558,34,52,6,1524296
"97635 Juuniemi   (Rovaniemi )",70,20129,19869,13,49,8,1408995
"97645 Juujärvi   (Kemijärvi )",108,16854,15392,40,60,8,1820241
"97650 Juotas   (Rovaniemi )",117,17957,15615,31,81,5,2101018
"97655 Autti   (Rovaniemi )",133,18344,15697,43,76,14,2439726
"97665 Pohjasperä   (Ranua )",160,16866,13815,72,74,14,2698621
"97670 Kivitaipale   (Rovaniemi )",202,21232,19972,41,134,27,4288960
"97675 Narkaus-Kämät   (Rovaniemi )",123,19730,17481,31,80,12,2426849
"97680 Saari-Kämä   (Rovaniemi )",64,19663,17392,20,35,9,1258435
"97685 Siika-Kämä   (Rovaniemi )",36,15630,13704,16,17,3,562677
"97690 Sulaoja   (Rovaniemi )",95,20267,19947,26,61,8,1925386
"97700 Ranua Keskus   (Ranua )",2331,20462,18022,553,1477,301,47696696
"97715 Raiskio   (Ranua )",160,17497,15286,58,90,12,2799555
"97720 Yli-Simo-Raiskio   (Ranua )",79,18252,14745,24,48,7,1441910
"97760 Saariharju   (Ranua )",103,18412,17998,29,66,8,1896439
"97765 Kuha-Impiö-Itäranua   (Ranua )",65,18843,14625,29,27,9,1224801
"97770 Petäjäjärvi   (Ranua )",9,..,..,..,..,..,..
"97780 Kuukasjärvi-Petäjäjärvi   (Ranua )",69,19675,17107,21,38,10,1357586
"97785 Kelankylä   (Ranua )",59,18285,14816,20,36,3,1078838
"97810 Suorsa   (Posio )",14,..,..,..,..,..,..
"97815 Pernu-Suorsa   (Posio )",53,17761,17541,21,31,1,941326
"97820 Perä-Posio   (Posio )",89,17544,14697,26,57,6,1561433
"97840 Lehtiniemi   (Posio )",91,18039,17562,27,56,8,1641548
"97850 Ristilä   (Posio )",82,14845,13942,38,42,2,1217267
"97870 Jumisko   (Posio )",39,21130,19179,11,22,6,824053
"97880 Nolimo-Jumisko   (Posio )",36,13744,12471,21,14,1,494791
"97890 Karjalaisenniemi   (Posio )",196,18847,16583,60,116,20,3693959
"97895 Mourujärvi   (Posio )",92,16727,14912,35,53,4,1538870
"97900 Posio Keskus   (Posio )",1615,19593,17020,378,1085,152,31642647
"97920 Suonnankylä   (Posio )",84,16240,15179,35,48,1,1364132
"97925 Tolva   (Posio )",57,16635,13842,27,27,3,948189
"97940 Lohiranta   (Posio )",75,17167,13898,31,41,3,1287538
"97950 Säikkä   (Posio )",13,..,..,..,..,..,..
"97960 Kuloharju-Säikkä   (Posio )",91,16120,14731,32,58,1,1466890
"97965 Kynsilä   (Posio )",82,18163,17372,23,57,2,1489400
"97970 Sirniö   (Posio )",64,17603,15349,23,38,3,1126609
"97980 Anetjärvi   (Posio )",122,17654,14811,47,60,15,2153848
"97999 Köngäs   (Kittilä )",0,0,0,0,0,0,0
"98100 Kemijärvi Keskus   (Kemijärvi )",2290,20768,18781,407,1629,254,47558203
"98120 Särkikangas   (Kemijärvi )",1558,19175,17918,344,1104,110,29875371
"98230 Luusua-Karsimus   (Kemijärvi )",179,18416,16409,55,113,11,3296475
"98310 Karvakko   (Kemijärvi )",451,21664,20662,57,339,55,9770264
"98350 Tapionniemi   (Kemijärvi )",127,20595,19360,35,77,15,2615564
"98360 Vuostimo   (Kemijärvi )",131,16141,14224,50,78,3,2114478
"98400 Isokylä-Ryti-Lehtola   (Kemijärvi )",542,22317,20421,99,362,81,12095593
"98420 Ryti-Lehtola   (Kemijärvi )",113,19371,19315,28,77,8,2188979
"98440 Kallaanvaara   (Kemijärvi )",678,21850,20667,98,495,85,14814597
"98450 Kostamo   (Kemijärvi )",237,19725,18234,61,151,25,4674854
"98500 Pelkosenniemi Keskus   (Pelkosenniemi )",439,19574,18398,95,307,37,8592930
"98510 Saunavaara   (Pelkosenniemi )",48,19637,18644,14,30,4,942591
"98530 Pyhätunturi   (Pelkosenniemi )",198,21345,21705,36,135,27,4226364
"98550 Suvanto   (Pelkosenniemi )",22,..,..,..,..,..,..
"98560 Kairala-Luiro   (Pelkosenniemi )",78,19795,18008,23,46,9,1544036
"98570 Aapajärvi   (Pelkosenniemi )",33,17211,13362,15,15,3,567959
"98580 Luiro   (Pelkosenniemi )",33,20735,16855,10,19,4,684240
"98600 Kursu   (Salla )",237,19084,17348,50,167,20,4522975
"98620 Pahkakumpu   (Salla )",50,16108,14087,23,23,4,805378
"98630 Ahvenselkä   (Pelkosenniemi )",61,17446,14958,23,35,3,1064189
"98660 Salmivaara   (Salla )",111,19382,18276,25,76,10,2151404
"98710 Joutsijärvi   (Kemijärvi )",95,19821,18316,23,63,9,1883022
"98720 Suomutunturi   (Kemijärvi )",90,17696,14601,39,43,8,1592676
"98760 Hirvasvaara-Paloperä   (Salla )",65,16705,15379,26,37,2,1085830
"98770 Aholanvaara   (Salla )",39,14634,13200,17,21,1,570738
"98780 Maaninkavaara   (Posio )",67,17065,16422,27,38,2,1143331
"98790 Paloperä   (Salla )",39,16771,14500,18,18,3,654059
"98800 Savukoski Keskus-Värriö   (Savukoski )",464,20838,18599,89,315,60,9668774
"98810 Lunkkaus   (Savukoski )",33,19473,17136,5,27,1,642601
"98820 Värriö   (Savukoski )",34,16156,15964,12,20,2,549295
"98830 Martti-Ruuvaoja   (Savukoski )",142,17939,16228,46,86,10,2547349
"98840 Ruuvaoja   (Savukoski )",12,..,..,..,..,..,..
"98850 Kuosku   (Savukoski )",105,17036,17030,41,60,4,1788818
"98900 Salla Keskus   (Salla )",1908,19813,18372,403,1333,172,37802259
"98920 Kelloselkä   (Salla )",130,19234,17482,37,82,11,2500471
"98930 Kotalankylä   (Salla )",82,18378,15480,28,46,8,1506973
"98950 Saija   (Salla )",130,20162,18745,41,70,19,2621090
"98960 Naruska   (Salla )",44,17586,14767,20,19,5,773787
"98970 Onkamojärvi   (Salla )",67,18371,16083,21,42,4,1230848
"98980 Kallunki-Niemelä   (Salla )",36,14933,12861,19,16,1,537592
"98995 Hautajärvi   (Salla )",225,17630,16703,72,144,9,3966817
"99100 Kittilä Keskus   (Kittilä )",2170,23116,21266,335,1470,365,50162073
"99110 Kaukonen   (Kittilä )",285,21158,20055,60,185,40,6030089
"99120 Kallo   (Kittilä )",114,17908,15262,35,73,6,2041521
"99130 Sirkka-Rauhala   (Kittilä )",936,24982,23217,143,583,210,23382890
"99135 Rauhala   (Kittilä )",19,..,..,..,..,..,..
"99140 Köngäs-Hanhivaara   (Kittilä )",174,26567,23704,29,100,45,4622679
"99150 Tepasto   (Kittilä )",82,19516,18885,24,50,8,1600330
"99160 Lompolo-Pulju   (Kittilä )",56,16514,14730,21,33,2,924786
"99170 Pulju   (Kittilä )",20,..,..,..,..,..,..
"99180 Rautusjärvi   (Kittilä )",49,16148,15101,19,29,1,791265
"99190 Hanhimaa   (Kittilä )",36,19453,17530,9,23,4,700310
"99195 Pokka   (Kittilä )",10,..,..,..,..,..,..
"99230 Jeesiöjärvi   (Kittilä )",42,19305,15060,11,27,4,810798
"99240 Kuivasalmi   (Kittilä )",24,..,..,..,..,..,..
"99250 Kiistala-Jeesiöjärvi   (Kittilä )",64,19206,17531,18,39,7,1229156
