"Postal code area","Aged 18 or over, total, 2016 (HR)","Average income of inhabitants, 2016 (HR)","Median income of inhabitants, 2016 (HR)","Inhabintants belonging to the lowest income category, 2016 (HR)","Inhabitants belonging to the middle income category, 2016 (HR)","Inhabintants belonging to the highest income category, 2016 (HR)","Accumulated purchasing power of inhabitants, 2016 (HR)"
"50970 Ihastjärvi   (Mikkeli )",1894,22506,21028,419,1127,348,42626502
"51130 Vanhamäki   (Mikkeli )",140,19651,17029,47,72,21,2751187
"51200 Kangasniemi Keskus   (Kangasniemi )",3320,20596,17682,806,2136,378,68378845
"51260 Tahkomäki   (Kangasniemi )",122,22117,20423,33,68,21,2698330
"51270 Kutemajärvi   (Kangasniemi )",201,21403,16930,64,100,37,4302021
"51310 Levä   (Kangasniemi )",110,23542,19976,33,50,27,2589616
"51335 Kaihlamäki   (Kangasniemi )",33,21810,23152,7,22,4,719727
"51340 Hännilä-Särkiharju   (Kangasniemi )",244,19015,16375,87,131,26,4639734
"51360 Koivula-Synsiö   (Kangasniemi )",155,21506,16904,51,78,26,3333394
"51380 Synsiö   (Kangasniemi )",46,21864,19276,14,26,6,1005748
"51420 Harjumaa-Pajulankylä   (Mikkeli )",192,21865,18473,57,105,30,4198149
"51430 Läsäkoski   (Kangasniemi )",80,23090,20846,20,49,11,1847194
"51440 Vuojalahti   (Kangasniemi )",211,23282,19582,60,106,45,4912587
"51450 Pajulankylä   (Mikkeli )",50,20549,20105,14,29,7,1027462
"51460 Luusniemi   (Kangasniemi )",173,20229,18277,50,101,22,3499647
"51520 Hiirola   (Mikkeli )",341,21882,20394,78,210,53,7461663
"51540 Kalvitsa   (Mikkeli )",283,21258,17669,79,156,48,6015910
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1210,20368,17261,311,754,145,24645401
"51620 Pitkäaho   (Mikkeli )",19,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",124,18653,16564,36,75,13,2312956
"51720 Rahula   (Mikkeli )",379,23764,23280,75,225,79,9006699
"51740 Huuhanaho   (Mikkeli )",189,22994,21333,43,117,29,4345917
"51760 Nuutilanmäki   (Juva )",236,23913,21892,52,134,50,5643451
"51780 Kuosmala   (Juva )",124,21315,18674,34,71,19,2643014
"51810 Maivala   (Juva )",127,21291,17987,37,68,22,2703995
"51820 Hatsola   (Juva )",239,21825,18852,70,127,42,5216102
"51850 Vuorenmaa   (Juva )",179,20905,17749,50,105,24,3742077
"51860 Narila   (Juva )",62,22526,21602,12,39,11,1396607
"51880 Koikkala   (Juva )",210,21891,18191,64,112,34,4597107
"51890 Risulahti   (Juva )",71,22525,18987,21,34,16,1599274
"51900 Juva Keskus   (Juva )",3732,20384,18155,849,2476,407,76072394
"51930 Paatela   (Juva )",133,22320,19195,32,82,19,2968612
"51940 Härkälä   (Juva )",114,20139,17905,42,53,19,2295830
"51980 Lauteala   (Juva )",199,21409,19033,58,109,32,4260304
"52100 Anttola   (Mikkeli )",1247,21192,19534,256,833,158,26426393
"52110 Majavesi   (Mikkeli )",316,22589,21870,71,186,59,7138068
"52150 Hauhala   (Mikkeli )",119,23689,20241,29,64,26,2818935
"52200 Puumala Keskus   (Puumala )",1641,20774,18419,426,1001,214,34090425
"52230 Hurissalo   (Puumala )",206,21231,17545,65,109,32,4373528
"52270 Ryhälä   (Puumala )",36,18876,15647,12,19,5,679552
"52300 Ristiina Keskus   (Mikkeli )",2430,22798,20408,444,1577,409,55399436
"52320 Vitsiälä   (Mikkeli )",280,23134,21697,56,166,58,6477587
"52330 Heimari   (Mikkeli )",40,22129,19345,12,20,8,885142
"52340 Hangastenmaa   (Mikkeli )",170,22452,20902,36,103,31,3816765
"52360 Someenjärvi   (Mikkeli )",92,20607,16649,34,41,17,1895868
"52420 Pellosniemi   (Mikkeli )",552,19675,17911,150,347,55,10860851
"52510 Hietanen   (Hirvensalmi )",406,21163,19194,111,233,62,8592190
"52520 Syväsmäki   (Hirvensalmi )",135,20121,17303,41,77,17,2716381
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1381,21725,17292,351,845,185,30001902
"52610 Tuukkalanlahti   (Hirvensalmi )",99,19586,16140,31,57,11,1939040
"52620 Kuitula   (Hirvensalmi )",86,25961,16978,21,49,16,2232627
"52700 Mäntyharju Keskus   (Mäntyharju )",4207,21711,18745,935,2699,573,91340232
"52720 Karankamäki-Koirakivi   (Mäntyharju )",100,19173,18662,23,69,8,1917250
"52730 Koirakivi   (Mäntyharju )",64,22541,17136,19,33,12,1442611
"52740 Tuustaipale   (Mäntyharju )",228,20333,17707,71,119,38,4636014
"52760 Mynttilä   (Mäntyharju )",87,20227,19871,28,48,11,1759716
"52780 Kuomiokoski   (Mikkeli )",97,22423,16074,23,63,11,2175009
"52830 Suomenniemi   (Mikkeli )",551,20284,16725,164,323,64,11176341
"52850 Halmeniemi   (Mäntyharju )",111,19520,16857,33,64,14,2166724
"52890 Käävänkylä   (Mäntyharju )",79,19342,14387,28,38,13,1528007
"52920 Voikoski   (Kouvola )",119,20980,18630,33,67,19,2496677
"52960 Nurmaa   (Mäntyharju )",104,20409,19947,29,61,14,2122566
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",81,17827,15627,28,44,9,1444018
"52980 Ahvenainen   (Heinola )",61,19549,16509,25,26,10,1192487
"53100 Lappeenranta keskus   (Lappeenranta )",9110,22396,19543,1709,5987,1414,204023762
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",573,27609,22142,81,371,121,15819825
"53200 Kaukas-Tirilä   (Lappeenranta )",1288,21685,20289,242,855,191,27929912
"53300 Lauritsala-Mälkiä   (Lappeenranta )",6373,22253,20539,1212,4143,1018,141815551
"53400 Laihia   (Lappeenranta )",1453,24835,22992,255,855,343,36085969
"53420 Mustola   (Lappeenranta )",442,23441,22363,74,288,80,10360795
"53500 Parkkarila-Harapainen-Reijola   (Lappee",3887,23225,22138,720,2378,789,90274425
"53550 Kourulanmäki   (Lappeenranta )",889,24237,22450,128,568,193,21546657
"53600 Kesämäki   (Lappeenranta )",2131,21972,19556,448,1352,331,46822118
"53650 Mattila-Kuusela   (Lappeenranta )",1615,21837,20239,329,1015,271,35266823
"53810 Kuusimäki-Lavola   (Lappeenranta )",3343,19796,18091,862,2090,391,66177052
"53830 Rutola   (Lappeenranta )",502,24948,23797,93,282,127,12524108
"53850 Skinnarila   (Lappeenranta )",9106,19702,17178,2963,4756,1387,179408743
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",2625,23106,20612,537,1567,521,60651955
"53920 Voisalmi   (Lappeenranta )",2642,21857,18863,603,1662,377,57747480
"53950 Kivisalmi   (Lappeenranta )",1727,22378,19490,385,1072,270,38647312
"54100 Joutseno Keskus   (Lappeenranta )",4407,22065,19933,839,2889,679,97241208
"54110 Lampikangas   (Lappeenranta )",882,22981,22180,144,568,170,20269243
"54120 Pulp   (Lappeenranta )",1401,22209,21138,261,919,221,31114161
"54190 Konnunsuo   (Lappeenranta )",64,20684,18008,16,44,4,1323785
"54230 Nuijamaa   (Lappeenranta )",554,21001,18996,146,318,90,11634333
"54250 Rapattila   (Lappeenranta )",136,20406,16802,36,78,22,2775249
"54260 Hanhijärvi   (Lappeenranta )",554,24900,24043,104,315,135,13794511
"54270 Vainikkala   (Lappeenranta )",386,21099,19517,97,234,55,8144284
"54300 Vilkjärvi   (Lappeenranta )",465,23042,21446,102,273,90,10714752
"54310 Hytti   (Lappeenranta )",315,26004,23393,49,188,78,8191283
"54330 Simola   (Lappeenranta )",335,21179,20508,78,207,50,7094801
"54390 Pulsa   (Lappeenranta )",131,18379,15899,46,76,9,2407619
"54410 Ylämaa Keskus   (Lappeenranta )",790,20488,18496,203,478,109,16185652
"54430 Hujakkala   (Lappeenranta )",136,21882,18225,45,69,22,2975910
"54460 Ylijärvi   (Lappeenranta )",70,19794,17729,22,40,8,1385556
"54490 Ahomäki   (Miehikkälä )",158,19676,17903,57,80,21,3108828
"54500 Taavetti-Somerharju   (Luumäki )",2374,20645,18435,548,1532,294,49010877
"54510 Uro   (Luumäki )",323,22454,19860,90,169,64,7252685
"54530 Luumäki   (Luumäki )",986,24216,21704,197,549,240,23877306
"54550 Suo-Anttila   (Luumäki )",65,18101,15602,26,32,7,1176581
"54580 Somerharju   (Luumäki )",32,18185,15149,14,14,4,581931
"54590 Kaitjärvi   (Luumäki )",104,22508,18098,26,61,17,2340790
"54710 Lemi Keskus   (Lemi )",1098,21132,18397,261,691,146,23202662
"54720 Laksiainen   (Lemi )",131,19555,18045,48,67,16,2561745
"54750 Välijoki   (Savitaipale )",231,20644,16998,76,119,36,4768837
"54770 Heituinlahti   (Savitaipale )",458,20172,17925,132,273,53,9238708
"54800 Savitaipale Keskus   (Savitaipale )",2179,21118,18553,499,1385,295,46016771
"54820 Kotimäki   (Lemi )",205,21301,19689,54,120,31,4366720
"54850 Kuukanniemi   (Lemi )",840,23192,22700,157,506,177,19481228
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",1412,24605,22774,224,886,302,34741860
"54920 Taipalsaari   (Taipalsaari )",1187,24328,22380,217,693,277,28877851
"54930 Levänen   (Taipalsaari )",247,19835,16360,79,141,27,4899348
"54940 Solkei   (Taipalsaari )",100,22387,20027,24,56,20,2238686
"54950 Pettilä   (Savitaipale )",88,19608,16936,25,53,10,1725494
"54960 Vehkataipale   (Taipalsaari )",460,24826,21509,82,259,119,11419917
"55100 Imatra Keskus   (Imatra )",8536,22324,20263,1629,5496,1411,190561852
"55120 Mansikkala-Tuulikallio   (Imatra )",2734,21446,18642,579,1754,401,58634614
"55300 Rauha-Tiuruniemi   (Lappeenranta )",797,22393,20916,141,528,128,17847510
"55320 Rauha   (Lappeenranta )",454,23522,21479,76,291,87,10679189
"55330 Tiuruniemi   (Lappeenranta )",56,22506,20956,17,27,12,1260314
"55400 Tainionkoski-Mustalampi   (Imatra )",1116,24011,22099,189,689,238,26796253
"55420 Karhumäki-Karhukallio   (Imatra )",1705,23247,21451,287,1082,336,39636244
"55510 Sotkulampi-Linnasuo   (Imatra )",1144,18415,16859,317,738,89,21067088
"55610 Rajapatsas-Teppanala   (Imatra )",2398,20081,18891,517,1625,256,48155046
"55700 Vintteri-Virasoja   (Imatra )",1158,23409,22726,207,726,225,27108178
"55800 Vuoksenniska-Saarlampi   (Imatra )",3582,20936,18654,784,2305,493,74993421
"55910 Rautio-Kurkvuori   (Imatra )",1340,21956,20382,303,825,212,29420454
"56100 Ruokolahti Keskus   (Ruokolahti )",1770,21829,19336,318,1170,282,38636677
"56120 Salosaari   (Ruokolahti )",655,25645,23728,80,408,167,16797473
"56140 Äitsaari   (Ruokolahti )",212,21501,18025,62,102,48,4558119
"56210 Virmutjoki   (Ruokolahti )",334,21936,20963,81,195,58,7326494
"56310 Syyspohja   (Ruokolahti )",175,23523,20503,39,105,31,4116592
"56330 Utula   (Ruokolahti )",35,19668,16877,14,16,5,688392
"56350 Kyläniemi   (Taipalsaari )",19,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",122,22033,20571,35,62,25,2688038
"56440 Pohja-Lankila   (Ruokolahti )",182,22442,17985,54,97,31,4084425
"56510 Puntala   (Ruokolahti )",342,21259,20526,77,211,54,7270645
"56550 Niska-Pietilä   (Rautjärvi )",109,21130,19370,27,66,16,2303193
"56610 Rautjärvi   (Rautjärvi )",519,20373,18790,128,330,61,10573377
"56640 Purnujärvi   (Rautjärvi )",88,17534,16171,31,50,7,1543028
"56710 Miettilä   (Rautjärvi )",118,21092,18343,28,75,15,2488845
"56730 Laikko   (Rautjärvi )",279,20683,18096,77,155,47,5770479
"56800 Simpele   (Rautjärvi )",2087,20874,18703,450,1310,327,43565023
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",3614,19435,16883,877,2388,349,70238655
"57120 Savonlinna   (Savonlinna )",24,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1839,20505,17804,425,1200,214,37708553
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1813,18582,16860,461,1217,135,33689610
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",2078,21057,19607,436,1405,237,43755743
"57210 Nojanmaa   (Savonlinna )",2095,21554,20366,392,1428,275,45155709
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",1237,18274,16534,330,833,74,22604583
"57230 Inkerinkylä   (Savonlinna )",2738,19677,17734,670,1829,239,53875407
"57310 Rinkilä   (Savonlinna )",560,21238,19750,118,368,74,11893025
"57510 Laitaatsilta   (Savonlinna )",382,24313,22423,54,247,81,9287484
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",1463,23220,21949,271,912,280,33970850
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",2291,22644,21260,386,1541,364,51877416
"57810 Aholahti   (Savonlinna )",266,20926,19430,63,166,37,5566391
"58130 Oravi   (Savonlinna )",102,21065,18521,26,62,14,2148646
"58140 Ahvensalmi   (Savonlinna )",72,22493,17846,22,40,10,1619487
"58150 Makkola   (Savonlinna )",172,20803,19580,47,102,23,3578050
"58160 Karvila   (Enonkoski )",148,19972,17225,43,88,17,2955922
"58170 Simanala   (Enonkoski )",207,20992,19489,55,114,38,4345249
"58175 Enonkoski Keskus   (Enonkoski )",749,19403,16922,200,473,76,14533107
"58180 Ihamaniemi   (Enonkoski )",134,21167,17472,37,78,19,2836343
"58200 Kerimäki Keskus   (Savonlinna )",2743,20276,18068,629,1818,296,55618073
"58220 Louhi   (Savonlinna )",341,20256,19132,80,221,40,6907370
"58260 Kumpuranta   (Savonlinna )",157,20650,17929,39,99,19,3242089
"58300 Savonranta Keskus   (Savonlinna )",601,18354,15852,181,371,49,11030500
"58320 Raikuu   (Savonlinna )",158,20683,20161,38,102,18,3267900
"58350 Villala   (Kitee )",183,18086,14936,67,100,16,3309813
"58360 Säimen   (Savonlinna )",172,16969,14500,70,86,16,2918636
"58390 Rönkönvaara   (Savonlinna )",55,19397,16847,11,37,7,1066827
"58410 Haapakallio   (Savonlinna )",468,23309,21995,82,307,79,10908474
"58420 Silvola   (Savonlinna )",253,21335,21240,61,160,32,5397704
"58430 Kulennoinen   (Savonlinna )",382,21457,20833,88,231,63,8196747
"58450 Punkaharju   (Savonlinna )",351,23215,22184,59,225,67,8148421
"58500 Punkasalmi   (Savonlinna )",1354,20728,18508,274,929,151,28065112
"58520 Hiukkajoki   (Savonlinna )",269,20900,18730,76,161,32,5622082
"58550 Putikko   (Savonlinna )",363,19457,17998,91,238,34,7062919
"58570 Ruhvana   (Savonlinna )",62,19312,16404,23,29,10,1197322
"58580 Vuoriniemi   (Savonlinna )",80,19127,16113,30,42,8,1530149
"58610 Telakanava   (Sulkava )",123,19436,16429,45,67,11,2390634
"58620 Lohilahti   (Sulkava )",222,19862,14852,75,118,29,4409393
"58650 Kiviapaja   (Savonlinna )",90,18423,15011,37,42,11,1658101
"58680 Piojärvi   (Savonlinna )",37,23656,17384,13,16,8,875276
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",86,22950,19125,22,51,13,1973713
"58700 Sulkava Keskus   (Sulkava )",1848,19546,17113,493,1153,202,36121232
"58720 Kaartilankoski   (Sulkava )",243,19313,15940,88,120,35,4692994
"58770 Pihlajalahti   (Savonlinna )",196,19496,16946,54,120,22,3821211
"58810 Kallislahti   (Savonlinna )",249,20446,19506,58,162,29,5090942
"58830 Parkumäki   (Rantasalmi )",248,18877,15958,82,139,27,4681571
"58850 Hiltula   (Rantasalmi )",92,19452,16940,35,47,10,1789618
"58900 Rantasalmi Keskus   (Rantasalmi )",2033,20251,17622,526,1276,231,41169742
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",164,20561,17507,34,111,19,3372009
"58920 Kolkontaipale   (Rantasalmi )",273,20321,17921,80,165,28,5547750
"58940 Tuusmäki   (Rantasalmi )",199,21761,19401,48,115,36,4330474
"59100 Parikkala Keskus   (Parikkala )",1923,20813,18185,428,1233,262,40022831
"59130 Koitsanlahti   (Parikkala )",156,20824,18280,41,88,27,3248567
"59210 Melkoniemi   (Parikkala )",125,20638,17922,41,67,17,2579793
"59310 Särkisalmi   (Parikkala )",765,22194,19812,153,489,123,16978347
"59320 Haapaoja   (Parikkala )",77,18607,17590,20,49,8,1432752
"59410 Kirjavala   (Parikkala )",359,18789,16309,112,214,33,6745189
"59510 Maironiemi   (Parikkala )",370,19320,15838,110,223,37,7148426
"59520 Saari   (Parikkala )",103,23385,20112,22,62,19,2408666
"59530 Mikkolanniemi   (Parikkala )",78,20427,19077,19,49,10,1593335
"59610 Tarnala   (Parikkala )",155,17487,14840,61,80,14,2710430
"59710 Kummunkylä   (Parikkala )",91,19622,16130,28,51,12,1785612
"59720 Niukkala   (Parikkala )",129,19638,17037,36,81,12,2533289
"59730 Uukuniemi   (Parikkala )",90,19863,17001,29,51,10,1787641
"59800 Kesälahti Keskus   (Kitee )",1343,19927,17339,340,859,144,26761921
"59810 Suurikylä   (Kitee )",74,21111,17702,20,44,10,1562232
"59820 Purujärvi-Rajavaara   (Kitee )",125,21510,18832,29,71,25,2688736
"60100 Seinäjoki Keskus   (Seinäjoki )",8823,21659,18080,2058,5661,1104,191097605
"60120 Pohja   (Seinäjoki )",2240,21429,19612,428,1530,282,48000241
"60150 Kasperi   (Seinäjoki )",3667,20917,19946,712,2561,394,76702837
"60200 Törnävä   (Seinäjoki )",8442,25219,23392,1358,5291,1793,212898051
"60220 Huhtala   (Seinäjoki )",1639,21895,20153,321,1113,205,35886530
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",54,15934,15083,3,51,0,860428
"60320 Alakylä-Jouppi   (Seinäjoki )",5453,24353,22098,977,3354,1122,132799343
"60420 Impivaara   (Seinäjoki )",833,27638,24487,129,479,225,23022590
"60450 Munakka   (Ilmajoki )",323,23778,24210,49,203,71,7680216
"60510 Hyllykallio   (Seinäjoki )",6315,25281,24173,854,4017,1444,159647202
"60550 Nurmo Keskus   (Seinäjoki )",3213,24039,22601,555,2065,593,77236986
"60560 Halkosaari   (Seinäjoki )",472,24856,24476,70,316,86,11732174
"60640 Kurjenneva   (Seinäjoki )",476,23415,23311,86,300,90,11145580
"60720 Tuomikylä   (Ilmajoki )",1424,26266,25040,185,870,369,37402411
"60760 Pohjanluoma   (Ilmajoki )",735,24369,23120,122,474,139,17911186
"60800 Ilmajoki Keskus   (Ilmajoki )",4562,22846,20618,887,2892,783,104221522
"61100 Peräseinäjoki Keskus   (Seinäjoki )",1659,20427,18608,368,1103,188,33888716
"61110 Vuolle   (Seinäjoki )",146,21819,21063,26,101,19,3185587
"61120 Louko   (Seinäjoki )",494,23531,23123,90,309,95,11624286
"61140 Pasto   (Seinäjoki )",103,19607,19364,28,64,11,2019515
"61150 Sydänmaa   (Alavus )",49,17452,15966,17,29,3,855138
"61160 Koura   (Seinäjoki )",441,22787,20565,96,279,66,10049104
"61170 Sääskiniemi   (Alavus )",235,19520,17639,77,126,32,4587171
"61180 Haapaluoma   (Seinäjoki )",183,21375,19773,46,106,31,3911577
"61220 Myllysalo   (Kurikka )",176,23169,19203,40,104,32,4077705
"61230 Luopa   (Kurikka )",560,22325,19160,151,328,81,12501914
"61250 Jalasto   (Kurikka )",223,23926,22244,41,139,43,5335580
"61270 Luopajärvi   (Kurikka )",469,23062,21055,102,281,86,10816100
"61280 Jokipii   (Kurikka )",442,21168,19413,102,281,59,9356178
"61290 Taivalmaa   (Kurikka )",95,19884,16382,28,55,12,1888952
"61300 Kurikka Keskus   (Kurikka )",5395,21375,18773,1135,3565,695,115316709
"61310 Panttila   (Kurikka )",577,23976,19342,122,373,82,13833958
"61330 Koskenkorva   (Ilmajoki )",1634,21239,19851,402,1012,220,34704258
"61340 Nopankylä   (Ilmajoki )",214,21072,18122,62,124,28,4509490
"61350 Huissi   (Ilmajoki )",300,22145,19768,77,185,38,6643644
"61360 Mieto   (Kurikka )",847,21603,20194,198,527,122,18297479
"61370 Lohiluoma   (Kurikka )",279,21496,18952,76,164,39,5997336
"61380 Polvenkylä   (Kurikka )",128,20429,19969,38,76,14,2614849
"61400 Ylistaro Keskus   (Seinäjoki )",1686,22351,19025,374,1067,245,37682981
"61410 Ylistaro Asemanseutu   (Seinäjoki )",630,22612,20942,121,411,98,14245763
"61430 Isorehto   (Seinäjoki )",298,22077,20827,69,183,46,6578919
"61440 Untamala   (Seinäjoki )",150,23907,21215,31,87,32,3586083
"61450 Kylänpää   (Seinäjoki )",483,19890,18001,154,280,49,9607002
"61460 Hanhikoski   (Seinäjoki )",173,21720,20308,49,100,24,3757563
"61470 Kitinoja   (Seinäjoki )",297,25005,24768,36,203,58,7426445
"61500 Isokyrö Keskus   (Isokyrö )",2166,22398,19447,492,1303,371,48514940
"61520 Lehmäjoki   (Isokyrö )",190,19786,17321,50,119,21,3759417
"61550 Orismala   (Isokyrö )",529,21936,20052,132,316,81,11604115
"61560 Orisberg   (Isokyrö )",49,23883,21628,16,24,9,1170288
"61600 Jalasjärvi Keskus   (Kurikka )",3260,21355,18657,688,2160,412,69617304
"61630 Hirvijärvi   (Kurikka )",242,23063,20593,60,134,48,5581302
"61640 Ala-Valli   (Kurikka )",170,21131,17231,44,97,29,3592255
"61650 Kalakoski   (Seinäjoki )",299,20509,18082,75,187,37,6132325
"61680 Mantila   (Kurikka )",189,22393,20581,46,106,37,4232196
"61710 Pentinmäki   (Kurikka )",224,21391,19579,59,127,38,4791489
"61720 Koskue   (Kurikka )",464,20006,17739,146,261,57,9282758
"61730 Yli-Valli   (Kurikka )",206,18762,16706,59,132,15,3865056
"61760 Ilvesjoki   (Kurikka )",280,19949,15929,93,161,26,5585646
"61800 Kauhajoki Keskus   (Kauhajoki )",6726,21607,19062,1517,4336,873,145325847
"61810 Luomankylä   (Kauhajoki )",224,20240,19327,55,145,24,4533707
"61820 Kainasto   (Kauhajoki )",472,20175,18088,141,280,51,9522482
"61840 Norinkylä   (Teuva )",251,18385,16742,84,143,24,4614680
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",1764,21234,18762,419,1105,240,37456625
"61860 Harja   (Kauhajoki )",174,22113,22050,32,121,21,3847735
"61880 Ikkeläjärvi   (Kauhajoki )",145,20066,15965,51,74,20,2909501
"61910 Nummijärvi   (Kauhajoki )",235,20208,17340,70,133,32,4748818
"61920 Nummikoski   (Kauhajoki )",58,16819,14048,25,28,5,975507
"61940 Hyyppä   (Kauhajoki )",245,19487,17563,68,149,28,4774400
"61950 Juonikylä   (Kauhajoki )",137,18058,15006,49,77,11,2473979
"61960 Kyrönlatva   (Kauhajoki )",118,18859,14295,53,51,14,2225348
"61980 Päntäne   (Kauhajoki )",754,19460,17221,216,457,81,14672597
"62100 Lapua Keskus   (Lapua )",8378,22872,20680,1487,5492,1399,191625042
"62130 Hellanmaa   (Lapua )",432,20810,19171,111,256,65,8990083
"62150 Rintakangas   (Kauhava )",106,38200,23173,19,68,19,4049150
"62160 Karhunkylä   (Lapua )",456,22993,21082,94,276,86,10484956
"62165 Tiisteenjoki   (Lapua )",274,22036,19856,64,163,47,6037986
"62170 Lakaluoma   (Lapua )",236,19687,17149,66,142,28,4646058
"62175 Ylikylä-Mäenpää   (Lapua )",116,19164,16363,32,74,10,2222971
"62185 Mäki-Paavola   (Lapua )",112,22473,20544,29,64,19,2516981
"62190 Ruha   (Lapua )",438,23519,22860,71,280,87,10301110
"62200 Kauhava Keskus   (Kauhava )",4586,21659,19658,929,3035,622,99329924
"62220 Pernaa   (Kauhava )",361,21831,21392,85,222,54,7880870
"62230 Jylhä   (Kauhava )",316,22879,20426,92,171,53,7229609
"62240 Huhmarkoski   (Kauhava )",455,19052,16070,160,245,50,8668449
"62260 Hirvijoki   (Kauhava )",153,21089,17977,50,80,23,3226612
"62280 Mustamaa   (Lapua )",102,20197,18179,31,57,14,2060102
"62290 Hirvikylä   (Lapua )",217,20563,17972,58,132,27,4462159
"62295 Kauhajärvi   (Lapua )",354,19386,17552,106,219,29,6862493
"62300 Härmä   (Kauhava )",1914,21609,19816,375,1294,245,41359754
"62310 Voltti   (Kauhava )",910,21194,18835,209,561,140,19286413
"62340 Kuoppa-Vakkuri   (Kauhava )",89,18722,16297,25,57,7,1666240
"62350 Ekola   (Kauhava )",96,23186,18785,29,46,21,2225878
"62370 Kangasto   (Kauhava )",150,21030,19836,19,112,19,3154502
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",2074,21641,19523,439,1370,265,44884402
"62380 Kosolankylä   (Kauhava )",178,20769,16809,50,101,27,3696804
"62395 Petterinmäki   (Vöyri )",107,18225,15552,37,61,9,1950039
"62410 Rintala   (Kauhava )",259,20960,18090,77,143,39,5428578
"62420 Kortesjärvi Keskus   (Kauhava )",857,20646,18011,210,541,106,17693671
"62430 Peltotupa   (Kauhava )",113,19441,17323,29,71,13,2196857
"62435 Pirttinen   (Kauhava )",102,24329,19711,24,63,15,2481513
"62440 Perkiömäki   (Kauhava )",95,21046,19920,26,53,16,1999409
"62470 Purmojärvi   (Kauhava )",346,20013,17213,114,186,46,6924549
"62500 Evijärvi Keskus   (Evijärvi )",1206,21742,19351,288,737,181,26221294
"62510 Kuoppa-aho   (Evijärvi )",276,22541,19959,54,177,45,6221351
"62520 Kautiainen   (Evijärvi )",122,27388,18981,33,69,20,3341362
"62540 Vasikka-aho   (Evijärvi )",240,22255,20435,49,149,42,5341144
"62570 Särkilä   (Evijärvi )",166,20561,19406,42,103,21,3413043
"62600 Lappajärvi Keskus   (Lappajärvi )",1500,20764,18292,358,962,180,31145549
"62610 Tarvola   (Lappajärvi )",121,19110,17523,30,78,13,2312319
"62620 Ala-Seppä   (Lappajärvi )",161,18714,16205,48,98,15,3012943
"62630 Karvala   (Lappajärvi )",284,20163,16333,86,162,36,5726170
"62640 Savonkylä   (Lappajärvi )",108,19470,16698,41,48,19,2102802
"62660 Itäkylä   (Lappajärvi )",485,21821,17931,140,296,49,10583326
"62710 Kurejoki   (Alajärvi )",548,18892,17839,186,305,57,10352620
"62720 Sissala   (Alajärvi )",239,20303,20194,68,143,28,4852375
"62730 Haukkala   (Alajärvi )",161,21197,17678,48,94,19,3412683
"62740 Koskenvarsi   (Alajärvi )",157,22081,20700,38,91,28,3466792
"62750 Saukonkylä   (Alajärvi )",165,19131,16579,50,99,16,3156681
"62760 Menkijärvi   (Alajärvi )",174,18655,15596,61,93,20,3245935
"62800 Vimpeli Keskus   (Vimpeli )",1888,20918,19020,432,1219,237,39492931
"62810 Savonjoki   (Vimpeli )",94,18174,16844,27,59,8,1708363
"62830 Luoma-Aho   (Alajärvi )",241,25848,21525,41,149,51,6229389
"62840 Lakaniemi-Pokela   (Vimpeli )",44,20458,20177,11,26,7,900154
"62860 Sahi   (Vimpeli )",160,21546,17476,50,84,26,3447346
"62870 Vinni   (Vimpeli )",43,19930,20741,14,23,6,856981
"62880 Sääksvesi-Vinni   (Vimpeli )",232,20570,18526,71,130,31,4772287
"62900 Alajärvi Keskus   (Alajärvi )",3656,20658,18395,874,2356,426,75525030
"62920 Levijoki   (Alajärvi )",70,20112,16601,20,40,10,1407806
"62940 Hoisko   (Alajärvi )",446,20969,19021,115,282,49,9352158
"62950 Paalijärvi   (Alajärvi )",337,21487,18610,81,201,55,7240994
"62990 Möksy   (Alajärvi )",125,17805,13672,53,57,15,2225611
"63100 Kuortane Keskus   (Kuortane )",1240,21847,19398,238,833,169,27090147
"63120 Leppälänkylä   (Kuortane )",275,19731,17536,91,151,33,5426072
"63130 Mäyry   (Kuortane )",569,22409,20560,131,350,88,12750717
"63150 Ruona   (Kuortane )",342,19636,17574,105,193,44,6715657
"63160 Salmi   (Kuortane )",116,19457,15844,40,65,11,2257036
"63210 Niinimaa   (Alavus )",86,19225,16853,22,55,9,1653371
