"Postal code area","Inhabitants, total, 2013 (HE)","Females, 2013 (HE)","Males, 2013 (HE)","Average age of inhabitants, 2013 (HE)","0-2 years, 2013 (HE)","3-6 years, 2013 (HE)","7-12 years, 2013 (HE)","13-15 years, 2013 (HE)","16-17 years, 2013 (HE)","18-19 years, 2013 (HE)","20-24 years, 2013 (HE)","25-29 years, 2013 (HE)","30-34 years, 2013 (HE)","35-39 years, 2013 (HE)","40-44 years, 2013 (HE)","45-49 years, 2013 (HE)","50-54 years, 2013 (HE)","55-59 years, 2013 (HE)","60-64 years, 2013 (HE)","65-69 years, 2013 (HE)","70-74 years, 2013 (HE)","75-79 years, 2013 (HE)","80-84 years, 2013 (HE)","85 years or over, 2013 (HE)"
"88300 Paltamo Keskus  (Paltamo)",2392,1178,1214,48,49,78,142,79,62,54,78,71,73,89,112,164,207,233,216,213,148,123,114,87
"88310 Melalahti  (Paltamo)",220,108,112,48,7,9,11,2,2,4,6,9,16,10,9,9,20,26,19,18,11,15,14,3
"88340 Manamansalo  (Vaala)",103,40,63,55,0,0,1,2,2,2,5,2,1,1,6,9,11,16,14,10,8,5,8,0
"88350 Kivesjärvi  (Paltamo)",114,56,58,46,2,4,9,4,4,3,1,5,1,7,4,5,11,13,13,12,10,4,1,1
"88380 Mieslahti  (Paltamo)",243,108,135,47,6,11,18,11,7,5,6,4,6,10,13,11,24,23,24,22,14,7,11,10
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",1311,644,667,52,20,38,54,28,25,28,42,37,48,36,47,73,131,138,130,120,77,72,85,82
"88440 Jokikylä  (Ristijärvi)",69,32,37,51,0,1,0,1,1,3,6,2,2,0,3,9,11,4,11,3,4,5,2,1
"88460 Hiisijärvi  (Ristijärvi)",53,21,32,47,1,3,5,0,1,1,2,3,0,3,0,3,4,9,6,1,3,2,2,4
"88470 Kontiomäki  (Paltamo)",556,258,298,44,18,25,38,11,10,7,19,36,33,21,27,42,46,55,54,49,24,18,10,13
"88490 Pohjavaara  (Sotkamo)",265,126,139,45,13,9,18,6,6,1,6,15,14,15,12,15,23,27,27,25,11,12,5,5
"88530 Paakki  (Sotkamo)",119,52,67,42,2,8,12,3,4,0,6,1,6,7,6,13,12,10,4,7,8,4,5,1
"88600 Sotkamo Keskus  (Sotkamo)",6578,3378,3200,46,173,256,362,194,132,163,261,293,336,300,344,439,488,548,578,489,364,315,278,265
"88610 Vuokatti  (Sotkamo)",2591,1286,1305,38,101,140,218,110,77,74,99,144,183,190,149,193,197,188,191,130,81,52,39,35
"88615 Vuokatin Urheiluopisto  (Sotkamo)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"88620 Korholanmäki  (Sotkamo)",495,241,254,42,16,29,30,23,10,12,14,18,28,32,24,32,45,45,61,27,21,14,9,5
"88640 Ontojoki  (Sotkamo)",80,39,41,47,3,1,5,5,1,0,2,3,2,5,5,10,5,7,4,1,11,6,3,1
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",204,99,105,44,6,11,18,8,4,4,3,11,9,10,9,8,13,23,22,16,12,6,8,3
"88690 Maanselkä  (Sotkamo)",59,27,32,53,2,0,3,1,0,0,0,4,4,2,1,1,9,8,2,9,1,7,3,2
"88730 Ylä-Vieksi  (Kuhmo)",141,59,82,53,3,0,2,6,3,3,1,3,2,7,11,6,13,12,16,22,14,10,4,3
"88740 Härmänkylä-Iivantiira  (Kuhmo)",88,36,52,53,0,1,3,3,3,0,1,2,2,1,6,6,10,13,11,9,10,4,2,1
"88760 Iivantiira  (Kuhmo)",163,65,98,49,0,0,7,5,1,5,11,6,4,5,4,20,14,28,16,14,9,9,5,0
"88820 Katerma  (Kuhmo)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus  (Kuhmo)",8334,4096,4238,48,169,312,431,240,166,152,292,324,338,354,384,531,667,779,844,719,525,491,353,263
"88930 Lentiira-Kuumu  (Kuhmo)",311,129,182,56,2,6,8,2,4,5,4,6,7,8,14,25,33,40,36,37,22,26,22,4
"88940 Kuumu  (Kuhmo)",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki  (Puolanka)",56,24,32,53,0,0,1,1,2,2,1,2,1,2,1,6,11,4,8,2,5,2,5,0
"89140 Kotila-Törmänmäki  (Puolanka)",87,34,53,42,2,2,6,6,3,0,3,2,3,7,8,8,7,9,11,5,1,1,1,2
"89200 Puolanka Keskus  (Puolanka)",2428,1198,1230,51,34,58,105,89,51,49,73,62,70,75,114,161,215,248,239,270,180,123,126,86
"89210 Puokiovaara  (Puolanka)",66,31,35,43,5,4,2,3,1,1,2,7,3,1,1,5,4,7,4,1,5,3,3,4
"89320 Joukokylä  (Puolanka)",128,50,78,51,6,1,5,2,2,1,2,6,4,2,5,10,12,18,14,9,8,10,10,1
"89330 Suolijärvi  (Puolanka)",71,32,39,54,0,0,2,1,4,2,1,3,0,0,0,4,6,15,15,8,3,4,2,1
"89400 Hyrynsalmi Keskus  (Hyrynsalmi)",2246,1109,1137,51,33,52,92,59,42,61,89,67,62,63,93,168,178,232,248,199,166,133,115,94
"89430 Hoikka  (Hyrynsalmi)",48,21,27,46,0,2,6,1,1,0,1,0,3,4,2,3,3,5,4,5,2,5,0,1
"89440 Sakara  (Suomussalmi)",107,56,51,42,5,7,8,5,2,2,4,3,5,3,7,6,5,13,9,12,5,2,1,3
"89540 Moisiovaara  (Hyrynsalmi)",218,90,128,53,2,2,12,3,4,6,8,3,6,8,4,9,22,31,23,28,15,18,8,6
"89560 Karhuvaara  (Hyrynsalmi)",77,39,38,55,0,2,3,0,0,2,3,1,1,0,4,7,5,14,12,7,5,5,2,4
"89600 Ämmänsaari  (Suomussalmi)",5523,2814,2709,49,120,136,293,150,129,112,201,187,235,216,277,369,482,537,539,458,301,307,252,222
"89610 Jumaliskylä  (Suomussalmi)",56,23,33,57,0,0,0,0,1,0,2,2,2,5,0,8,4,2,8,6,5,6,1,4
"89640 Pesiökylä  (Suomussalmi)",125,54,71,42,6,3,9,5,1,4,6,5,7,6,8,9,16,11,13,6,2,3,1,4
"89660 Takalo  (Suomussalmi)",109,51,58,52,1,4,5,2,1,0,2,2,5,6,3,5,10,14,17,10,12,6,2,2
"89670 Näljänkä  (Suomussalmi)",247,105,142,54,1,1,7,9,7,7,5,5,4,5,13,21,22,21,30,30,22,16,14,7
"89680 Vaaranniva  (Suomussalmi)",96,40,56,60,0,1,2,0,1,1,2,2,1,1,3,4,10,10,15,10,16,9,6,2
"89730 Ahjola  (Suomussalmi)",34,14,20,54,0,0,2,2,1,1,0,0,0,1,2,1,3,4,6,3,1,4,2,1
"89740 Kianta  (Suomussalmi)",71,32,39,51,0,1,4,3,2,1,3,1,0,0,3,10,7,4,9,10,5,3,4,1
"89760 Piispajärvi-Peranka-Kaikkoinen  (Suomussalmi)",107,43,64,49,1,4,5,4,3,5,1,4,5,5,4,5,3,8,18,8,11,7,5,1
"89770 Peranka  (Suomussalmi)",37,19,18,56,0,1,1,0,0,1,0,0,1,0,3,4,4,3,7,3,6,2,1,0
"89780 Kaikkonen  (Suomussalmi)",65,30,35,52,1,1,1,1,1,2,3,3,0,2,2,9,5,6,6,9,7,0,4,2
"89800 Suomussalmi Keskus  (Suomussalmi)",1503,710,793,47,31,54,97,56,34,29,45,54,59,68,73,106,120,164,150,120,81,56,51,55
"89830 Ala-Vuokki  (Suomussalmi)",50,21,29,62,0,0,0,0,0,0,0,1,0,2,1,4,5,4,6,13,6,7,1,0
"89840 Ylä-Vuokki  (Suomussalmi)",80,31,49,60,1,1,0,1,0,0,2,2,3,3,3,6,4,8,10,9,9,2,8,8
"89920 Ruhtinansalmi  (Suomussalmi)",397,184,213,57,2,8,8,11,7,6,6,4,7,13,15,35,28,37,48,44,32,38,29,19
"90100 Oulu Keskus  (Oulu)",8009,4343,3666,42,104,104,126,67,92,231,1601,1111,588,376,265,304,366,428,453,482,341,355,288,327
"90120 Heinäpää  (Oulu)",6677,3528,3149,41,107,87,125,76,66,173,1197,993,547,365,238,299,341,376,383,325,301,287,183,208
"90130 Raksila  (Oulu)",6151,3375,2776,41,171,148,127,70,75,186,1016,870,537,313,206,216,314,318,351,333,257,266,209,168
"90140 Karjasilta  (Oulu)",3056,1684,1372,44,54,89,159,70,66,95,289,219,208,176,141,175,203,181,198,166,118,134,146,169
"90150 Höyhtyä  (Oulu)",5878,3008,2870,41,162,233,286,157,125,195,630,418,392,391,281,380,398,421,349,350,244,187,168,111
"90220 Kontinkangas  (Oulu)",642,354,288,30,8,18,22,13,9,49,220,76,33,31,36,18,38,30,11,14,5,5,4,2
"90230 Värttö-Maikkula  (Oulu)",7380,3935,3445,40,254,250,384,202,148,202,750,634,486,361,387,499,543,537,466,417,338,258,178,86
"90240 Iinatti  (Oulu)",6439,3275,3164,38,246,302,439,240,167,219,368,435,448,438,375,490,502,571,491,331,189,106,44,38
"90250 Kaukovainio  (Oulu)",6721,3452,3269,39,234,252,265,159,144,241,962,661,445,364,315,345,437,427,352,320,253,224,162,159
"90310 Madekoski  (Oulu)",2974,1462,1512,33,132,224,368,167,123,99,107,160,168,201,224,256,183,167,151,72,75,45,29,23
"90400 Äimärautio  (Oulu)",710,371,339,36,14,13,3,9,16,28,179,117,53,35,22,25,32,34,39,44,22,16,9,0
"90410 Kaakkuri  (Oulu)",4495,2206,2289,35,220,272,384,187,159,147,241,280,331,264,293,409,433,304,201,149,97,61,45,18
"90420 Metsokangas  (Oulu)",9728,4830,4898,27,775,1053,1156,378,200,240,695,807,1028,1036,729,482,355,222,194,173,101,69,28,7
"90440 Kempele Keskus  (Kempele)",9066,4603,4463,38,391,551,763,373,271,262,513,494,574,553,607,610,555,562,547,475,397,306,150,112
"90450 Honkanen  (Kempele)",7272,3600,3672,32,392,623,898,360,237,164,223,337,581,631,578,571,425,329,323,275,146,113,47,19
"90460 Oulunsalo Keskus  (Oulu)",8590,4271,4319,33,470,670,963,436,284,248,346,470,606,702,583,571,509,405,416,397,205,170,80,59
"90470 Varjakka  (Oulu)",1283,613,670,34,62,94,175,70,58,48,31,35,87,94,77,73,76,73,81,43,34,48,15,9
"90480 Hailuoto  (Hailuoto)",996,477,519,50,21,33,51,22,22,18,20,25,37,48,53,56,76,82,107,121,85,49,35,35
"90500 Tuira  (Oulu)",7741,4222,3519,44,197,165,149,81,100,240,1118,841,565,400,275,320,413,470,526,510,378,366,302,325
"90510 Hietasaari  (Oulu)",1689,865,824,39,70,74,46,22,28,42,149,223,175,143,75,79,116,113,104,95,33,34,30,38
"90520 Taskila-Toppila  (Oulu)",4789,2352,2437,34,243,230,248,119,90,198,671,512,405,329,285,296,285,244,228,193,90,60,46,17
"90530 Välivainio  (Oulu)",5376,2644,2732,38,127,118,139,95,84,165,1087,659,414,255,203,308,322,359,304,276,179,127,88,67
"90540 Kuivasjärvi  (Oulu)",10480,5129,5351,29,817,1068,1322,425,212,197,361,673,1147,1186,791,578,466,399,375,247,109,48,39,20
"90550 Pyykkösjärvi-Puolivälikangas  (Oulu)",4476,2360,2116,42,150,225,232,120,99,99,338,312,350,271,190,253,275,300,339,295,172,183,141,132
"90560 Koskela-Oulu  (Oulu)",3045,1530,1515,42,88,101,142,96,71,103,240,217,178,177,147,214,229,236,178,172,164,149,86,57
"90570 Kaijonharju-Linnanmaa  (Oulu)",6915,3050,3865,31,295,258,246,90,69,148,1543,1284,826,464,232,241,270,308,253,164,96,59,45,24
"90580 Rajakylä  (Oulu)",4643,2285,2358,40,155,191,296,167,141,159,291,286,310,350,292,333,326,321,282,260,186,146,80,71
"90590 Teknologiakylä  (Oulu)",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"90620 Rusko-Heikinharju  (Oulu)",558,247,311,41,14,29,37,17,13,20,25,31,37,35,41,40,39,40,39,41,28,11,11,10
"90630 Korvensuora  (Oulu)",6395,3055,3340,33,360,477,650,293,173,140,248,394,545,625,524,505,379,326,334,201,108,58,33,22
"90650 Haapalehto  (Oulu)",10605,5358,5247,39,427,532,819,395,283,280,577,567,690,749,680,790,795,666,697,614,438,296,160,150
"90660 Sanginsuu  (Oulu)",668,312,356,42,17,37,65,25,18,10,16,24,26,39,41,43,58,72,64,45,24,20,11,13
"90670 Hiukkavaara  (Oulu)",245,113,132,33,11,14,18,13,5,2,13,29,32,17,15,23,17,9,11,11,2,3,0,0
"90800 Pateniemi  (Oulu)",8287,4137,4150,39,321,456,684,358,261,253,274,331,476,556,562,749,713,591,513,445,290,221,138,95
"90810 Kiviniemi  (Oulu)",3004,1513,1491,36,103,203,310,166,113,88,84,114,152,237,284,240,225,180,174,160,92,54,14,11
"90820 Kello  (Oulu)",3287,1600,1687,36,147,232,385,168,105,91,102,101,186,284,251,213,192,221,223,152,93,77,39,25
"90830 Haukipudas Keskus  (Oulu)",8203,4185,4018,36,414,587,847,375,228,207,321,324,557,637,586,550,466,493,463,402,254,211,158,123
"90840 Haukipudas Asemanseutu  (Oulu)",2021,963,1058,32,105,174,276,131,83,49,72,93,137,146,117,118,108,103,128,90,43,23,12,13
"90850 Martinniemi  (Oulu)",2251,1089,1162,35,138,160,220,89,58,49,84,149,166,183,135,146,156,130,102,105,60,69,30,22
"90860 Halosenniemi  (Oulu)",569,281,288,39,35,37,64,24,9,8,15,10,28,42,38,29,40,47,57,26,17,15,16,12
"90900 Kiiminki Keskus  (Oulu)",6670,3299,3371,34,349,555,826,324,214,140,239,299,457,565,411,419,358,338,363,312,200,135,77,89
"90910 Kontio  (Oulu)",1664,791,873,30,110,161,230,118,57,39,51,77,86,156,123,94,100,83,63,45,24,30,12,5
"90940 Jääli  (Oulu)",5180,2538,2642,35,229,349,557,251,168,120,189,258,300,429,449,417,336,296,303,269,132,70,33,25
"91100 Ii Keskus  (Ii)",6379,3141,3238,36,367,504,668,286,154,129,300,375,421,427,375,361,392,372,352,271,195,173,157,100
"91110 Ii Asemanseutu  (Ii)",897,423,474,37,36,73,97,51,21,24,48,30,46,54,42,56,68,58,65,43,26,32,16,11
"91140 Olhava  (Ii)",398,167,231,46,10,12,31,11,8,10,12,18,13,20,18,28,35,30,46,34,15,17,20,10
"91150 Yli-Olhava  (Ii)",162,77,85,47,4,7,9,5,3,4,8,3,7,5,8,11,12,19,14,12,6,11,8,6
"91200 Yli-Ii Keskus  (Oulu)",1308,648,660,40,66,78,132,69,40,20,58,61,64,51,60,67,77,95,85,61,65,63,59,37
"91210 Jakkukylä  (Oulu)",493,227,266,35,25,41,57,28,23,20,23,20,30,18,10,32,38,24,22,20,21,13,16,12
"91240 Tannila  (Oulu)",210,100,110,48,4,8,16,7,5,3,7,4,7,4,14,13,20,15,28,14,10,14,10,7
"91260 Pahkakoski-Räinä  (Oulu)",130,58,72,50,3,5,2,1,1,2,3,5,7,2,4,11,17,20,18,6,14,8,0,1
"91300 Ylikiiminki Keskus  (Oulu)",3358,1558,1800,38,193,261,348,132,67,62,107,157,226,191,175,215,213,222,254,186,120,96,75,58
"91310 Arkala  (Oulu)",214,95,119,37,16,15,22,7,4,3,3,10,11,20,9,16,25,18,11,10,8,1,2,3
"91410 Jokirinne  (Muhos)",994,482,512,31,59,82,139,64,32,34,36,39,65,63,64,68,69,63,44,29,20,16,7,1
"91430 Leppiniemi  (Muhos)",135,67,68,32,6,12,16,8,5,4,7,8,6,13,5,6,16,10,8,3,0,1,1,0
"91500 Muhos Keskus  (Muhos)",7278,3571,3707,38,361,496,752,308,184,180,327,328,464,461,368,447,494,471,454,335,238,228,207,175
"91510 Rova  (Muhos)",469,243,226,38,23,31,46,16,17,8,11,26,31,38,27,29,35,22,27,29,19,16,10,8
"91560 Kylmälänkylä  (Muhos)",136,61,75,39,6,4,16,7,2,3,7,5,3,7,7,16,13,17,7,6,3,2,4,1
"91600 Utajärvi Keskus  (Utajärvi)",2173,1071,1102,44,79,91,184,73,52,51,88,91,94,98,93,141,163,189,174,142,98,103,102,67
"91620 Sanginkylä  (Utajärvi)",183,75,108,44,10,5,14,9,2,5,3,7,8,6,10,14,16,11,21,23,9,4,4,2
"91630 Juorkuna  (Utajärvi)",107,46,61,61,0,1,0,1,1,1,2,2,0,1,4,8,9,13,20,16,6,8,7,7
"91640 Särkijärvi  (Utajärvi)",112,51,61,56,0,1,2,2,3,2,3,6,0,1,3,8,11,12,13,20,9,4,10,2
"91660 Ahmas  (Utajärvi)",296,121,175,45,5,10,18,13,14,8,20,6,9,7,9,25,34,26,33,15,12,15,11,6
"91670 Rokua  (Utajärvi)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma  (Vaala)",1614,817,797,49,35,49,103,63,37,31,53,41,54,46,61,103,131,156,123,137,112,101,93,85
"91710 Jylhämä  (Vaala)",59,30,29,48,2,0,3,2,2,1,1,0,2,6,2,6,4,2,11,8,3,2,2,0
"91720 Oterma  (Vaala)",78,33,45,51,0,2,3,3,4,3,1,1,0,2,2,10,12,4,5,8,5,3,7,3
"91730 Kankari  (Vaala)",114,51,63,50,1,5,6,3,3,3,2,1,5,4,6,8,9,7,15,11,12,8,3,2
"91740 Jaalanka-Liminpuro  (Vaala)",134,55,79,55,3,3,1,2,3,0,3,2,4,3,4,12,15,16,16,7,20,9,7,4
"91750 Liminpuro  (Vaala)",59,25,34,51,1,2,4,2,1,0,1,1,3,3,3,2,1,6,7,6,4,10,1,1
"91760 Säräisniemi  (Vaala)",299,150,149,53,4,4,14,7,3,2,8,7,7,5,10,24,29,29,48,40,22,20,12,4
"91780 Neittävä  (Vaala)",121,54,67,48,2,3,5,3,6,4,8,3,2,2,5,11,20,10,5,6,6,10,7,3
"91790 Nuojua  (Vaala)",166,71,95,37,11,8,15,13,3,6,6,7,7,12,7,12,16,7,8,10,6,5,3,4
"91800 Tyrnävä  (Tyrnävä)",5711,2820,2891,31,396,601,720,324,160,140,215,308,404,377,329,331,289,298,239,183,135,106,83,73
"91900 Liminka Keskus  (Liminka)",5880,2860,3020,32,399,565,713,265,188,146,205,322,475,475,390,330,278,276,245,192,160,103,87,66
"91910 Tupos  (Liminka)",3167,1562,1605,25,230,394,582,232,114,83,72,106,215,359,273,173,107,73,70,36,23,13,8,4
"91930 Ala-Temmes  (Liminka)",459,225,234,42,13,23,53,16,12,7,8,14,34,30,29,26,31,24,40,33,10,16,16,24
"91950 Temmes  (Tyrnävä)",700,349,351,41,33,41,56,31,17,10,25,28,40,49,33,34,54,52,53,42,30,33,16,23
"91980 Lumijoki  (Lumijoki)",2028,989,1039,35,121,170,245,96,58,50,79,90,135,113,99,107,116,128,134,77,63,59,48,40
"92100 Raahe Keskus  (Raahe)",3971,2095,1876,46,102,106,152,96,79,124,322,267,230,185,192,177,259,304,317,323,228,172,165,171
"92120 Ollinsaari-Mestauskallio  (Raahe)",3165,1467,1698,39,129,164,205,105,77,77,217,223,203,199,192,216,202,256,264,214,119,59,28,16
"92130 Isoholmi-Antinkangas  (Raahe)",3261,1624,1637,43,111,160,220,111,68,85,128,146,179,209,167,203,183,271,311,279,197,128,65,40
"92140 Pattijoki Keskus  (Raahe)",6249,3069,3180,36,316,451,643,334,188,152,245,285,394,414,402,378,361,382,417,360,230,130,101,66
"92150 Kummatti-Junnilanmäki  (Raahe)",1443,726,717,42,40,60,80,35,31,45,132,103,90,77,84,85,88,86,116,89,77,48,45,32
"92160 Saloinen  (Raahe)",1781,858,923,42,71,100,141,74,43,27,43,69,91,122,111,97,111,131,199,174,84,57,21,15
"92180 Lapaluoto  (Raahe)",152,73,79,50,1,5,4,4,3,5,4,5,6,6,5,13,15,18,20,20,5,7,3,3
"92210 Arkkukari  (Raahe)",927,457,470,33,51,95,129,58,28,19,32,32,53,61,50,36,45,58,58,43,30,18,13,18
"92220 Piehinki  (Raahe)",694,334,360,40,22,36,56,33,24,20,18,25,32,52,61,43,42,61,57,46,19,22,13,12
"92230 Mattilanperä  (Raahe)",248,115,133,36,9,11,27,15,8,11,12,15,9,14,20,18,24,14,10,4,9,12,6,0
"92240 Lasikangas  (Raahe)",305,145,160,40,15,17,24,8,5,7,8,13,22,19,24,18,20,35,25,21,8,4,9,3
"92260 Kopsa  (Raahe)",313,144,169,44,13,14,23,11,6,3,7,16,17,14,16,18,22,40,35,20,11,13,10,4
"92320 Siikajoki Keskus  (Siikajoki)",1075,530,545,38,49,76,114,56,34,24,35,44,55,64,40,51,87,76,94,57,44,29,21,25
"92330 Karinkanta  (Siikajoki)",218,93,125,46,6,11,16,7,3,1,8,9,12,9,10,12,20,30,9,15,12,8,9,11
"92350 Revonlahti  (Siikajoki)",832,396,436,34,49,61,102,46,19,19,35,36,67,69,34,53,42,53,52,43,19,10,12,11
"92400 Ruukki Keskus  (Siikajoki)",1796,878,918,42,79,89,138,68,44,44,90,82,101,100,94,87,119,144,149,134,61,58,54,61
"92430 Paavola-Huumola  (Siikajoki)",1008,492,516,41,43,59,95,47,33,19,41,47,49,36,38,68,67,81,75,69,39,48,30,24
"92440 Saarikoski  (Siikajoki)",37,13,24,44,1,0,3,0,0,1,1,3,2,2,1,5,6,7,2,2,1,0,0,0
"92450 Luohua  (Siikajoki)",339,163,176,37,21,27,37,15,9,11,10,15,20,19,11,19,22,22,26,10,6,13,18,8
"92470 Tuomioja  (Siikajoki)",250,109,141,44,9,13,18,4,2,1,13,12,20,17,8,15,14,25,25,19,11,8,5,11
"92500 Rantsila Keskus  (Siikalatva)",1570,722,848,44,58,88,121,58,37,33,56,55,80,76,54,108,126,117,104,95,82,97,57,68
"92520 Sipola  (Siikalatva)",82,37,45,48,4,5,2,5,1,0,1,1,2,4,7,10,3,6,6,7,4,8,3,3
"92530 Mankila  (Siikalatva)",181,86,95,43,4,8,17,9,8,6,6,0,8,8,9,18,13,18,11,6,10,7,8,7
"92600 Pulkkila Keskus  (Siikalatva)",1227,599,628,46,38,52,74,50,18,27,50,51,50,51,82,77,75,84,102,117,80,57,55,37
"92610 Vorna  (Siikalatva)",94,43,51,42,2,6,10,5,2,1,3,2,6,6,2,6,7,7,7,7,6,4,3,2
"92620 Piippola Keskus  (Siikalatva)",938,442,496,44,26,37,53,35,26,20,52,46,52,42,47,61,68,78,78,64,50,40,33,30
"92640 Leskelä  (Siikalatva)",200,84,116,48,4,4,4,6,7,5,6,9,9,15,16,13,20,12,16,13,13,20,5,3
"92650 Laakkola  (Siikalatva)",174,78,96,43,6,6,16,3,5,5,7,9,8,4,7,17,12,24,13,7,4,7,8,6
"92700 Kestilä  (Siikalatva)",1372,657,715,48,27,36,77,60,31,35,66,30,52,49,63,99,110,119,115,108,81,73,75,66
"92810 Pelsonsuo  (Vaala)",175,84,91,40,5,9,16,8,4,7,9,9,8,4,14,9,7,23,14,11,6,7,4,1
"92830 Veneheitto  (Vaala)",274,120,154,44,6,8,16,12,9,9,6,13,15,17,15,14,20,29,34,17,13,8,8,5
"92910 Tavastkenkä  (Pyhäntä)",282,121,161,42,5,13,23,11,9,10,16,15,12,16,8,20,29,20,26,17,8,10,8,6
"92920 Ahokylä  (Pyhäntä)",80,35,45,42,3,1,7,3,3,1,3,3,5,3,1,8,8,13,11,3,0,2,1,1
"92930 Pyhäntä  (Pyhäntä)",1175,590,585,40,45,70,107,51,49,34,56,43,50,50,55,49,84,113,98,68,55,43,31,24
"93100 Pudasjärvi Keskus  (Pudasjärvi)",5100,2565,2535,45,162,225,350,172,122,152,254,225,217,200,198,310,368,401,423,339,300,277,202,203
"93140 Kipinä  (Pudasjärvi)",478,199,279,43,22,19,41,27,10,5,14,20,21,10,21,33,52,42,37,33,23,23,14,11
"93160 Hetejärvi  (Pudasjärvi)",262,104,158,42,14,12,21,14,6,5,13,8,9,15,15,17,23,10,13,19,15,13,11,9
"93170 Yli-Kollaja  (Pudasjärvi)",111,51,60,41,5,7,3,6,6,5,7,6,2,4,7,4,7,10,7,8,9,4,1,3
"93180 Ikosenniemi  (Pudasjärvi)",32,9,23,51,1,3,2,0,0,0,0,1,1,1,0,1,2,5,5,2,2,4,1,1
"93187 Ala-Siurua  (Pudasjärvi)",154,69,85,47,2,5,9,6,4,3,7,5,5,4,10,11,17,16,13,12,8,9,6,2
"93190 Yli-Siurua-Ikosenniemi  (Pudasjärvi)",126,54,72,52,2,5,4,2,3,1,2,2,3,6,4,7,14,18,10,15,8,12,7,1
"93195 Kokkokylä  (Pudasjärvi)",71,28,43,51,1,3,1,2,3,0,0,1,3,4,8,4,5,5,10,10,6,0,3,2
"93220 Livo  (Pudasjärvi)",113,55,58,45,3,3,11,6,4,2,3,2,6,3,4,8,6,12,13,7,4,8,6,2
"93225 Pärjänsuo  (Pudasjärvi)",262,115,147,40,9,15,30,17,11,7,8,7,7,12,12,10,27,15,22,23,8,15,4,3
"93240 Rytinki  (Pudasjärvi)",129,53,76,53,3,0,6,3,0,3,5,3,3,5,5,6,7,23,15,10,11,9,5,7
"93250 Sarajärvi  (Pudasjärvi)",266,125,141,50,2,8,16,13,8,9,6,3,5,7,9,12,26,29,29,27,24,23,7,3
"93270 Sotkajärvi  (Pudasjärvi)",492,224,268,46,9,16,33,20,12,9,23,22,11,22,20,40,51,54,41,32,23,25,17,12
"93277 Iinattijärvi  (Pudasjärvi)",156,62,94,50,2,2,7,4,4,3,5,3,5,6,13,10,15,18,25,12,4,7,4,7
"93280 Syöte  (Pudasjärvi)",281,131,150,43,6,16,23,8,5,5,12,7,18,17,14,23,18,28,23,16,21,16,4,1
"93290 Pintamo  (Pudasjärvi)",90,42,48,46,3,3,3,3,2,2,4,5,1,2,4,13,9,13,4,5,4,5,4,1
"93350 Jaurakkajärvi  (Pudasjärvi)",153,68,85,47,7,8,8,4,3,2,6,4,3,7,3,10,11,16,15,16,11,7,9,3
"93390 Puhoskylä  (Pudasjärvi)",223,91,132,51,3,6,3,9,4,6,9,7,4,7,13,9,27,21,29,18,21,15,6,6
"93400 Taivalkoski Keskus  (Taivalkoski)",3230,1555,1675,44,78,158,216,124,93,97,183,128,104,105,148,230,231,300,284,218,199,153,110,71
"93420 Jurmu  (Taivalkoski)",245,101,144,48,4,6,8,8,7,5,14,3,4,9,16,25,30,28,14,22,19,17,5,1
"93440 Loukusa  (Taivalkoski)",56,23,33,53,0,3,0,2,1,1,2,2,1,3,1,4,7,5,6,4,3,3,4,4
"93470 Inget  (Taivalkoski)",136,51,85,47,1,2,8,7,5,2,5,7,3,5,9,12,11,14,16,10,7,8,3,1
"93540 Tyrövaara  (Taivalkoski)",357,153,204,41,16,23,35,16,11,9,13,10,14,11,14,26,27,33,33,15,18,16,13,4
"93590 Vanhala  (Taivalkoski)",215,85,130,47,1,1,12,11,5,7,14,5,7,7,9,24,28,21,19,19,7,9,7,2
"93600 Kuusamo Keskus  (Kuusamo)",10820,5525,5295,44,327,459,659,375,289,323,547,497,550,504,529,768,849,937,788,679,598,508,333,301
"93630 Kuoliovaara  (Kuusamo)",172,80,92,46,5,11,5,10,4,6,2,3,8,9,9,12,12,10,23,12,10,17,2,2
"93680 Vasaraperä  (Kuusamo)",149,72,77,48,3,6,10,6,5,3,6,6,4,2,3,12,13,13,13,10,13,10,4,7
"93730 Poussu  (Kuusamo)",41,19,22,48,4,1,0,0,1,1,0,3,2,4,0,2,2,4,7,2,3,3,1,1
"93760 Kemilä-Murtovaara-Teeriranta  (Kuusamo)",33,12,21,58,1,1,0,0,0,0,0,0,0,1,1,4,3,2,7,7,3,1,1,1
"93780 Teeriranta  (Kuusamo)",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
