"Postal code area","Workplaces, 2014 (TP)","Primary production, 2014 (TP)","Processing, 2014 (TP)","Services, 2014 (TP)","A Agriculture, forestry and fishing, 2014 (TP)","B Mining and quarrying, 2014 (TP)","C Manufacturing, 2014 (TP)","D Electricity, gas, steam and air conditioning supply, 2014 (TP)","E Water supply; sewerage, waste management and remediation activities, 2014 (TP)","F Construction, 2014 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2014 (TP)","H Transportation and storage, 2014 (TP)","I Accommodation and food service activities, 2014 (TP)","J Information and communication, 2014 (TP)","K Financial and insurance activities, 2014 (TP)","L Real estate activities, 2014 (TP)","M Professional, scientific and technical activities, 2014 (TP)","N Administrative and support service activities, 2014 (TP)","O Public administration and defence; compulsory social security, 2014 (TP)","P Education, 2014 (TP)","Q Human health and social work activities, 2014 (TP)","R Arts, entertainment and recreation, 2014 (TP)","S Other service activities, 2014 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2014 (TP)","U Activities of extraterritorial organisations and bodies, 2014 (TP)","X Industry unknown, 2014 (TP)"
"86100 Pyhäjoki Keskus   (Pyhäjoki )",473,18,113,342,18,0,65,0,4,44,42,15,7,2,9,1,43,7,27,44,116,10,18,1,0,0
"86110 Parhalahti   (Pyhäjoki )",109,10,79,20,10,0,78,0,0,1,2,0,0,0,0,0,0,0,0,7,9,0,2,0,0,0
"86160 Pirttikoski   (Pyhäjoki )",22,18,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"86170 Yppäri   (Pyhäjoki )",91,34,24,33,34,4,0,0,0,20,11,6,0,0,0,1,2,0,0,6,6,0,1,0,0,0
"86210 Petäjäskoski   (Oulainen )",33,16,2,15,16,1,0,0,0,1,5,0,2,0,0,0,1,0,0,6,1,0,0,0,0,0
"86220 Merijärvi Keskus   (Merijärvi )",182,36,24,122,36,10,7,0,0,7,8,7,2,0,5,0,1,0,7,30,41,3,18,0,0,0
"86230 Ylipää   (Merijärvi )",18,15,1,2,15,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"86240 Pyhänkoski   (Merijärvi )",13,11,2,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86300 Oulainen Keskus   (Oulainen )",2520,98,531,1891,98,4,336,12,10,169,237,134,40,13,20,18,62,65,64,271,886,17,64,0,0,0
"86350 Kilpua   (Oulainen )",11,7,4,0,7,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86360 Ilveskorpi   (Raahe )",46,18,2,26,18,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,19,0,1,0,0,0
"86400 Vihanti Keskus   (Raahe )",423,27,113,283,27,4,80,0,7,22,37,26,0,0,10,0,0,0,8,21,148,5,28,0,0,0
"86440 Lampinsaari   (Raahe )",21,2,1,18,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,12,4,0,0,0,0,0
"86460 Alpua   (Raahe )",87,31,45,11,31,39,0,0,0,6,3,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"86470 Lumimetsä   (Raahe )",49,35,11,3,35,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"86480 Karhukangas   (Haapavesi )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86510 Matkaniva   (Oulainen )",56,20,4,32,20,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,30,1,0,0,0,0
"86530 Annonen   (Oulainen )",20,12,0,8,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
"86550 Mieluskylä   (Haapavesi )",59,29,18,12,29,0,0,0,0,18,3,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0
"86600 Haapavesi Keskus   (Haapavesi )",2207,145,807,1255,145,11,604,39,10,143,164,68,34,6,20,14,47,52,69,292,410,16,63,0,0,0
"86650 Kytökylä-Joutenniva   (Haapavesi )",92,53,15,24,53,0,1,0,0,14,0,3,0,0,0,0,1,1,0,0,19,0,0,0,0,0
"86680 Vatjusjärvi   (Haapavesi )",55,12,25,18,12,0,1,0,0,24,0,8,0,0,0,0,0,0,0,8,1,0,1,0,0,0
"86690 Karsikas   (Haapavesi )",31,29,1,1,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86710 Kärsämäki Keskus   (Kärsämäki )",729,200,116,413,200,6,31,0,7,72,65,43,20,1,8,1,36,19,13,58,118,9,22,0,0,0
"86790 Venetpalo   (Kärsämäki )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",1317,135,145,1037,135,4,65,0,2,74,131,68,86,8,18,11,21,71,98,90,369,7,59,0,0,0
"86810 Pellikkaperä   (Pyhäjärvi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"86850 Hiidenniemi   (Pyhäjärvi )",20,11,5,4,11,0,0,0,0,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"86870 Vesikoski   (Pyhäjärvi )",57,12,27,18,12,1,3,0,0,23,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"86900 Pyhäkumpu   (Pyhäjärvi )",303,6,278,19,6,278,0,0,0,0,2,1,9,0,0,0,0,0,0,7,0,0,0,0,0,0
"86980 Väliaho   (Pyhäjärvi )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"87100 Kajaani Keskus   (Kajaani )",6492,38,531,5923,38,6,215,38,60,212,793,92,334,259,175,61,474,385,832,705,1280,227,306,0,0,0
"87150 Purola   (Kajaani )",133,3,17,113,3,1,4,0,0,12,24,19,0,0,0,0,13,0,0,0,44,0,13,0,0,0
"87200 Teppana   (Kajaani )",445,6,13,426,6,0,2,0,0,11,29,10,16,7,2,1,34,2,0,159,99,29,38,0,0,0
"87250 Kättö-Kätönlahti   (Kajaani )",762,2,214,546,2,1,3,68,5,137,104,51,2,9,0,2,6,95,0,19,224,16,17,1,0,0
"87300 Palokangas   (Kajaani )",1261,0,8,1253,0,0,6,1,0,1,1,0,2,0,0,0,1,0,0,59,1188,1,1,0,0,0
"87400 Petäisenniska   (Kajaani )",1347,3,610,734,3,0,434,0,8,168,274,197,6,44,0,23,71,48,0,29,23,4,15,0,0,0
"87500 Lehtikangas   (Kajaani )",1066,22,152,892,22,0,72,0,31,49,55,24,37,5,1,5,10,18,516,67,103,10,41,0,0,0
"87700 Lohtaja-Kettu   (Kajaani )",876,54,99,723,54,0,60,0,0,39,167,118,28,27,2,14,80,126,0,68,69,4,20,0,0,0
"87800 Vuoreslahti   (Kajaani )",49,9,22,18,9,0,12,0,0,10,5,6,3,0,0,0,0,1,0,0,1,0,2,0,0,0
"87830 Nakertaja   (Kajaani )",93,0,18,75,0,2,0,0,0,16,9,7,7,0,0,0,5,1,0,20,3,0,23,0,0,0
"87850 Paltaniemi   (Kajaani )",61,8,7,46,8,0,4,0,0,3,10,32,1,0,0,0,0,3,0,0,0,0,0,0,0,0
"87900 Karankalahti   (Kajaani )",98,18,34,46,18,3,15,0,7,9,18,1,0,0,0,0,22,0,4,1,0,0,0,0,0,0
"87910 Linnantaus   (Kajaani )",75,3,7,65,3,0,3,0,0,4,13,2,0,0,0,0,10,0,0,39,1,0,0,0,0,0
"87930 Salmijärvi   (Kajaani )",154,8,0,146,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,10,0,0,0
"87950 Kuluntalahti   (Kajaani )",143,48,37,58,48,0,9,0,0,28,1,33,1,0,0,1,1,1,0,9,5,5,1,0,0,0
"87970 Jormua   (Kajaani )",36,3,12,21,3,0,6,1,1,4,2,4,0,0,0,0,0,8,0,5,1,0,1,0,0,0
"88120 Tuhkakylä   (Sotkamo )",491,3,475,13,3,426,2,0,0,47,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"88200 Otanmäki-Kytökoski   (Kajaani )",481,2,382,97,2,0,380,0,0,2,17,3,4,0,1,0,20,1,1,26,21,1,2,0,0,0
"88270 Vuolijoki Keskus   (Kajaani )",149,51,9,89,51,6,0,0,0,3,20,6,0,0,2,0,0,3,3,8,35,0,12,0,0,0
"88300 Paltamo Keskus   (Paltamo )",482,47,103,332,47,4,25,0,0,74,65,55,11,0,7,2,24,8,24,59,44,7,26,0,0,0
"88310 Melalahti   (Paltamo )",23,13,4,6,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"88340 Manamansalo   (Vaala )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88350 Kivesjärvi   (Paltamo )",25,5,17,3,5,0,0,0,0,17,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"88380 Mieslahti   (Paltamo )",49,3,1,45,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,26,17,0,0,0,0,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",308,43,15,250,43,0,5,0,0,10,25,29,2,0,3,4,7,3,34,17,107,6,13,0,0,0
"88440 Jokikylä   (Ristijärvi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88460 Hiisijärvi   (Ristijärvi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"88470 Kontiomäki   (Paltamo )",126,7,30,89,7,0,15,0,0,15,23,46,1,0,0,0,2,1,0,3,10,0,3,0,0,0
"88490 Pohjavaara   (Sotkamo )",35,27,2,6,27,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0
"88530 Paakki   (Sotkamo )",11,4,6,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88600 Sotkamo Keskus   (Sotkamo )",1864,163,191,1510,163,2,32,11,9,137,273,94,96,19,23,20,101,86,101,134,455,17,91,0,0,0
"88610 Vuokatti   (Sotkamo )",617,48,166,403,48,39,49,3,8,67,42,8,92,1,1,29,38,30,0,21,47,66,28,0,0,0
"88615 Vuokatin Urheiluopisto   (Sotkamo )",105,0,0,105,0,0,0,0,0,0,0,0,30,0,0,0,0,15,0,46,0,14,0,0,0,0
"88620 Korholanmäki   (Sotkamo )",134,18,87,29,18,70,7,0,0,10,8,0,0,2,0,0,0,0,0,5,13,1,0,0,0,0
"88640 Ontojoki   (Sotkamo )",11,3,7,1,3,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",16,14,1,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"88690 Maanselkä   (Sotkamo )",10,2,0,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88730 Ylä-Vieksi   (Kuhmo )",9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88740 Härmänkylä-Iivantiira   (Kuhmo )",17,6,0,11,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88760 Iivantiira   (Kuhmo )",22,19,0,3,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88820 Katerma   (Kuhmo )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",2363,296,417,1650,296,9,305,17,7,79,214,149,86,8,24,16,59,132,189,137,490,25,121,0,0,0
"88930 Lentiira-Kuumu   (Kuhmo )",125,12,9,104,12,1,0,0,0,8,0,11,7,0,0,0,0,1,81,0,0,0,4,0,0,0
"88940 Kuumu   (Kuhmo )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89110 Törmänmäki   (Puolanka )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89140 Kotila-Törmänmäki   (Puolanka )",16,5,1,10,5,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
"89200 Puolanka Keskus   (Puolanka )",648,107,54,487,107,0,22,0,6,26,65,48,10,7,13,7,11,25,40,53,176,4,28,0,0,0
"89210 Puokiovaara   (Puolanka )",11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89320 Joukokylä   (Puolanka )",17,14,2,1,14,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"89330 Suolijärvi   (Puolanka )",16,9,6,1,9,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",497,68,42,387,68,0,11,0,4,27,56,72,26,0,2,9,13,14,37,5,120,14,19,0,0,0
"89430 Hoikka   (Hyrynsalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89440 Sakara   (Suomussalmi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"89540 Moisiovaara   (Hyrynsalmi )",21,10,4,7,10,0,1,0,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0
"89560 Karhuvaara   (Hyrynsalmi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89600 Ämmänsaari   (Suomussalmi )",2068,163,477,1428,163,1,374,7,11,84,220,71,74,8,24,15,22,127,155,101,474,26,111,0,0,0
"89610 Jumaliskylä   (Suomussalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89640 Pesiökylä   (Suomussalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89660 Takalo   (Suomussalmi )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89670 Näljänkä   (Suomussalmi )",19,10,2,7,10,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"89680 Vaaranniva   (Suomussalmi )",10,4,1,5,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"89730 Ahjola   (Suomussalmi )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"89740 Kianta   (Suomussalmi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89770 Peranka   (Suomussalmi )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89780 Kaikkonen   (Suomussalmi )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89800 Suomussalmi Keskus   (Suomussalmi )",142,36,17,89,36,0,2,0,0,15,5,18,6,0,0,0,1,1,0,19,16,3,20,0,0,0
"89830 Ala-Vuokki   (Suomussalmi )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89840 Ylä-Vuokki   (Suomussalmi )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"89920 Ruhtinansalmi   (Suomussalmi )",83,17,39,27,17,0,38,0,0,1,3,1,5,0,0,0,0,1,0,0,0,9,8,0,0,0
"90100 Oulu Keskus   (Oulu )",13762,2,622,13138,2,3,118,15,0,486,1623,182,1083,809,766,256,1219,573,1857,894,2449,533,894,0,0,0
"90120 Heinäpää   (Oulu )",2116,6,1130,980,6,2,1041,0,0,87,71,34,39,41,16,23,100,24,37,167,271,96,61,0,0,0
"90130 Raksila   (Oulu )",4082,81,305,3696,81,0,8,143,79,75,304,58,109,183,11,69,429,314,1310,424,288,150,47,0,0,0
"90140 Karjasilta   (Oulu )",2987,2,364,2621,2,0,93,0,0,271,283,99,54,412,68,5,272,148,865,198,80,87,50,0,0,0
"90150 Höyhtyä   (Oulu )",1006,1,21,984,1,3,3,0,0,15,37,205,30,6,2,8,13,81,0,32,445,20,105,0,0,0
"90220 Kontinkangas   (Oulu )",9364,0,18,9346,0,0,15,0,3,0,78,4,53,607,0,5,418,14,37,826,7106,48,150,0,0,0
"90230 Värttö-Maikkula   (Oulu )",1141,3,373,765,3,1,324,0,0,48,93,54,14,177,12,30,57,105,0,10,178,3,31,1,0,0
"90240 Iinatti   (Oulu )",1391,4,586,801,4,2,443,0,0,141,158,70,36,6,2,9,47,289,0,93,57,3,31,0,0,0
"90250 Kaukovainio   (Oulu )",1877,7,67,1803,7,1,16,0,2,48,132,10,83,37,13,0,199,104,7,659,535,2,22,0,0,0
"90310 Madekoski   (Oulu )",160,17,25,118,17,0,4,0,0,21,16,11,2,1,2,1,20,10,0,24,12,7,12,0,0,0
"90400 Äimärautio   (Oulu )",5572,36,1532,4004,36,0,501,0,0,1031,1964,761,111,90,41,146,518,230,38,23,12,54,16,0,0,0
"90410 Kaakkuri   (Oulu )",1534,13,521,1000,13,0,360,0,0,161,661,75,10,3,1,4,64,46,0,25,63,25,23,0,0,0
"90420 Metsokangas   (Oulu )",952,9,48,895,9,3,1,0,1,43,166,116,29,10,24,4,47,46,0,150,258,13,32,0,0,0
"90440 Kempele Keskus   (Kempele )",3555,18,1493,2044,18,0,819,44,57,573,355,231,105,35,34,20,138,123,51,302,552,17,81,0,0,0
"90450 Honkanen   (Kempele )",1086,15,99,972,15,5,8,6,0,80,329,47,87,2,7,15,38,8,0,106,201,93,39,0,0,0
"90460 Oulunsalo Keskus   (Oulu )",1811,10,466,1335,10,5,222,17,0,222,124,177,55,163,4,11,107,28,4,226,377,12,47,0,0,0
"90470 Varjakka   (Oulu )",158,6,20,132,6,0,1,0,0,19,4,36,4,0,3,0,3,0,0,69,11,0,2,0,0,0
"90480 Hailuoto   (Hailuoto )",196,38,15,143,38,0,7,0,0,8,11,1,3,1,5,0,3,11,18,15,58,11,6,0,0,0
"90500 Tuira   (Oulu )",1720,2,174,1544,2,0,3,0,0,171,176,64,89,21,2,5,51,44,44,241,705,8,94,0,0,0
"90510 Hietasaari   (Oulu )",422,4,16,402,4,0,3,0,0,13,5,5,90,6,2,0,17,1,0,8,212,34,22,0,0,0
"90520 Taskila-Toppila   (Oulu )",972,16,349,607,16,19,142,109,9,70,135,93,12,9,0,2,34,192,0,41,45,21,23,0,0,0
"90530 Välivainio   (Oulu )",1763,9,403,1351,9,11,139,5,0,248,291,330,27,38,165,6,106,182,0,21,106,8,71,0,0,0
"90540 Kuivasjärvi   (Oulu )",876,4,86,785,4,2,9,0,22,53,185,134,46,18,3,1,29,3,0,135,190,18,22,1,0,1
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",243,1,17,225,1,0,1,0,0,16,21,18,21,2,1,0,10,7,0,26,110,5,4,0,0,0
"90560 Koskela-Oulu   (Oulu )",251,1,29,221,1,0,4,0,0,25,13,17,9,4,0,0,9,3,0,29,132,2,3,0,0,0
"90570 Kaijonharju-Linnanmaa   (Oulu )",3361,0,40,3321,0,0,22,0,0,18,292,21,64,13,34,3,510,21,0,2017,230,95,21,0,0,0
"90580 Rajakylä   (Oulu )",575,1,144,430,1,0,72,0,0,72,30,43,39,2,1,1,32,2,22,64,182,2,10,0,0,0
"90590 Teknologiakylä   (Oulu )",3510,0,750,2760,0,26,536,0,0,188,222,9,25,875,173,44,1180,23,58,16,42,11,82,0,0,0
"90620 Rusko-Heikinharju   (Oulu )",7189,0,4680,2509,0,0,3749,35,152,744,509,797,44,106,3,15,285,452,0,25,138,1,134,0,0,0
"90630 Korvensuora   (Oulu )",459,9,68,382,9,0,31,0,0,37,128,37,11,3,6,6,10,38,0,47,79,1,16,0,0,0
"90650 Haapalehto   (Oulu )",1231,4,153,1074,4,0,16,0,10,127,150,86,32,47,2,7,59,115,0,130,338,30,78,0,0,0
"90660 Sanginsuu   (Oulu )",173,28,115,30,28,0,100,0,0,15,8,2,1,0,0,0,15,1,0,0,0,2,1,0,0,0
"90670 Hiukkavaara   (Oulu )",138,0,8,130,0,0,5,0,0,3,1,8,0,0,2,0,8,0,107,0,0,2,2,0,0,0
"90800 Pateniemi   (Oulu )",609,10,117,482,10,0,33,0,0,84,118,40,24,7,4,7,13,18,0,19,218,2,12,0,0,0
"90810 Kiviniemi   (Oulu )",238,11,27,200,11,0,9,0,0,18,18,19,22,5,0,0,15,6,18,44,39,10,4,0,0,0
"90820 Kello   (Oulu )",628,12,253,363,12,0,109,0,10,134,54,68,23,2,1,2,48,13,0,66,60,7,19,0,0,0
"90830 Haukipudas Keskus   (Oulu )",1959,5,456,1498,5,1,316,23,0,116,270,99,89,33,23,19,45,60,51,235,486,18,70,0,0,0
"90840 Haukipudas Asemanseutu   (Oulu )",300,11,46,243,11,0,17,0,0,29,7,23,6,0,2,0,1,7,0,152,44,1,0,0,0,0
"90850 Martinniemi   (Oulu )",276,14,91,171,14,0,53,0,17,21,18,11,1,0,0,0,3,30,0,27,68,0,13,0,0,0
"90860 Halosenniemi   (Oulu )",18,1,8,9,1,0,1,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
"90900 Kiiminki Keskus   (Oulu )",1049,24,103,922,24,19,9,0,8,67,113,95,69,1,12,2,36,51,9,112,346,7,69,0,0,0
"90910 Kontio   (Oulu )",143,14,40,89,14,2,3,0,0,35,14,6,3,0,0,2,5,8,0,28,19,1,3,0,0,0
"90940 Jääli   (Oulu )",918,8,342,568,8,0,150,0,17,175,90,62,25,5,0,3,39,30,0,105,177,10,22,0,0,0
"91100 Ii Keskus   (Ii )",1731,32,429,1270,32,0,258,22,5,144,198,51,55,10,6,13,73,50,152,142,465,18,37,0,0,0
"91110 Ii Asemanseutu   (Ii )",169,47,90,32,47,0,4,0,9,77,3,6,0,0,0,0,4,9,0,8,1,0,1,0,0,0
"91140 Olhava   (Ii )",35,4,6,25,4,0,1,0,0,5,0,6,0,0,0,0,0,0,0,5,11,0,3,0,0,0
"91150 Yli-Olhava   (Ii )",11,7,0,4,7,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"91200 Yli-Ii Keskus   (Oulu )",226,49,23,154,49,10,1,0,1,11,23,5,17,0,0,1,2,6,21,31,39,0,9,0,0,0
"91210 Jakkukylä   (Oulu )",57,15,27,15,15,1,10,0,1,15,1,0,1,0,0,0,0,1,0,6,3,0,3,0,0,0
"91240 Tannila   (Oulu )",17,13,4,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91260 Pahkakoski-Räinä   (Oulu )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91300 Ylikiiminki Keskus   (Oulu )",523,68,173,282,68,6,123,0,0,44,45,50,3,1,2,0,4,15,2,61,82,1,16,0,0,0
"91310 Arkala   (Oulu )",10,0,1,9,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"91410 Jokirinne   (Muhos )",185,3,20,162,3,0,7,0,0,13,9,4,0,0,0,4,3,0,0,18,124,0,0,0,0,0
"91430 Leppiniemi   (Muhos )",56,0,48,8,0,0,18,12,0,18,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"91500 Muhos Keskus   (Muhos )",1824,135,193,1496,135,1,77,0,14,101,183,80,45,17,16,1,41,38,69,294,634,20,58,0,0,0
"91510 Rova   (Muhos )",110,33,7,70,33,0,0,0,0,7,2,20,0,1,0,0,6,0,0,6,35,0,0,0,0,0
"91560 Kylmälänkylä   (Muhos )",26,12,2,12,12,0,0,0,0,2,3,3,0,0,0,0,2,0,0,3,0,0,1,0,0,0
"91600 Utajärvi Keskus   (Utajärvi )",720,70,150,500,70,0,100,1,2,47,51,56,11,2,15,0,4,29,30,48,208,6,40,0,0,0
"91620 Sanginkylä   (Utajärvi )",18,5,10,3,5,0,2,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"91630 Juorkuna   (Utajärvi )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91640 Särkijärvi   (Utajärvi )",13,6,1,6,6,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0
"91660 Ahmas   (Utajärvi )",133,27,11,95,27,4,1,0,4,2,0,7,27,0,1,0,0,5,0,0,54,0,1,0,0,0
"91670 Rokua   (Muhos )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",561,9,101,451,9,0,53,0,3,45,82,17,25,2,3,2,10,26,33,53,173,4,21,0,0,0
"91710 Jylhämä   (Vaala )",4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91720 Oterma   (Vaala )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91730 Kankari   (Vaala )",17,12,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"91740 Jaalanka-Liminpuro   (Vaala )",10,5,2,3,5,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"91750 Liminpuro   (Vaala )",2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91760 Säräisniemi   (Vaala )",21,3,3,15,3,2,0,0,0,1,6,5,0,0,0,0,1,0,0,0,2,0,1,0,0,0
"91780 Neittävä   (Vaala )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"91790 Nuojua   (Vaala )",28,5,3,20,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0
"91800 Tyrnävä   (Tyrnävä )",1171,154,224,792,154,24,103,0,7,90,84,61,27,0,26,4,14,39,54,122,312,21,28,0,0,1
"91900 Liminka Keskus   (Liminka )",1460,93,201,1166,93,7,88,0,9,97,145,72,47,8,11,12,28,71,78,213,409,18,54,0,0,0
"91910 Tupos   (Liminka )",369,20,45,304,20,0,4,0,0,41,40,34,42,0,0,1,25,7,0,72,73,4,6,0,0,0
"91930 Ala-Temmes   (Liminka )",97,23,6,68,23,1,3,0,0,2,4,0,3,0,0,0,0,0,0,4,57,0,0,0,0,0
"91950 Temmes   (Liminka )",76,10,9,57,10,0,2,0,0,7,10,25,0,0,0,0,0,0,0,6,8,2,6,0,0,0
"91980 Lumijoki   (Lumijoki )",392,65,80,247,65,7,7,0,0,66,13,47,6,0,2,0,4,13,37,32,69,7,17,0,0,0
"92100 Raahe Keskus   (Raahe )",3458,4,495,2959,4,0,286,28,7,174,248,270,153,114,74,28,98,250,199,248,1124,20,133,0,0,0
"92120 Ollinsaari-Mestauskallio   (Raahe )",1017,1,600,416,1,0,401,0,3,196,141,25,13,8,0,29,21,81,0,28,41,0,29,0,0,0
"92130 Isoholmi-Antinkangas   (Raahe )",465,3,39,423,3,0,5,0,0,34,141,103,12,5,1,4,9,35,19,42,37,6,9,0,0,0
