"Postal code area","Aged 18 or over, total, 2014 (KO)","Basic level studies, 2014 (KO)","With education, total, 2014 (KO)","Matriculation examination, 2014 (KO)","Vocational diploma, 2014 (KO)","Academic degree - Lower level university degree, 2014 (KO)","Academic degree - Higher level university degree, 2014 (KO)"
"25340 Kanunki   (Salo )",326,119,207,13,167,17,10
"25360 Pertteli Keskus   (Salo )",911,276,635,27,484,86,38
"25370 Hiisi   (Salo )",506,145,361,21,290,30,20
"25380 Rekijoki   (Salo )",422,166,256,20,200,24,12
"25390 Kiikala Keskus   (Salo )",683,292,391,21,311,33,26
"25410 Suomusjärvi Keskus   (Salo )",954,367,587,43,460,46,38
"25420 Lahnajärvi   (Salo )",127,39,88,3,62,15,8
"25430 Kettula   (Salo )",60,19,41,4,27,6,4
"25460 Toija   (Salo )",986,388,598,28,474,53,43
"25470 Kisko kk   (Salo )",242,101,141,3,108,17,13
"25500 Perniö Keskus   (Salo )",2829,1110,1719,106,1345,145,123
"25520 Perniö Asemanseutu   (Salo )",529,165,364,31,271,29,33
"25540 Knaapila   (Salo )",177,58,119,8,89,9,13
"25550 Aijala   (Salo )",78,28,50,2,38,7,3
"25560 Koski Asemanseutu   (Salo )",182,67,115,9,86,10,10
"25570 Teijo-Mathildedal   (Salo )",485,192,293,23,210,33,27
"25610 Ylönkylä   (Salo )",323,108,215,26,152,17,20
"25630 Finby   (Salo )",252,96,156,1,122,18,15
"25640 Förby   (Salo )",213,70,143,11,108,11,13
"25650 Strömma   (Kemiönsaari )",88,31,57,8,37,6,6
"25660 Mathildedal   (Salo )",127,45,82,6,48,14,14
"25700 Kemiö Keskus   (Kemiönsaari )",1914,634,1280,76,951,162,91
"25710 Vreta-Vestlax   (Kemiönsaari )",249,63,186,14,130,24,18
"25730 Mjösund   (Kemiönsaari )",84,28,56,3,42,7,4
"25760 Kiila   (Kemiönsaari )",108,33,75,3,55,11,6
"25810 Mark   (Kemiönsaari )",57,16,41,1,34,4,2
"25820 Vestlax   (Kemiönsaari )",85,25,60,7,39,8,6
"25830 Västanfjärd Keskus   (Kemiönsaari )",403,119,284,26,201,32,25
"25840 Nivelax   (Kemiönsaari )",232,78,154,9,113,19,13
"25860 Björkboda   (Kemiönsaari )",281,117,164,15,118,19,12
"25870 Dragsfjärd   (Kemiönsaari )",813,335,478,31,356,53,38
"25900 Taalintehdas   (Kemiönsaari )",1236,605,631,46,470,72,43
"25910 Vänoxa   (Kemiönsaari )",8,..,..,..,..,..,..
"25930 Kasnäs   (Kemiönsaari )",60,27,33,3,22,6,2
"25940 Hiittinen   (Kemiönsaari )",65,18,47,4,30,9,4
"25950 Rosala-Kasnäs-Hitis   (Kemiönsaari )",100,36,64,9,47,5,3
"25960 Högsåra   (Kemiönsaari )",40,12,28,2,15,6,5
"26100 Rauma Keskus   (Rauma )",13707,3985,9722,1181,5976,1539,1026
"26200 Merirauma-Kappelinluhta   (Rauma )",4096,938,3158,214,1941,561,442
"26410 Kaaro   (Rauma )",1114,250,864,47,577,171,69
"26510 Uotila   (Rauma )",2120,625,1495,92,1133,158,112
"26560 Kolla   (Rauma )",571,144,427,28,326,57,16
"26660 Paroalho   (Rauma )",4119,1166,2953,202,2182,384,185
"26720 Monnanummi   (Rauma )",286,65,221,12,148,43,18
"26740 Vasarainen   (Rauma )",431,110,321,15,255,38,13
"26820 Sampaanala   (Rauma )",1336,450,886,51,715,89,31
"26840 Kortela   (Rauma )",639,165,474,26,352,66,30
"26910 Unaja   (Rauma )",504,123,381,22,287,52,20
"26930 Vermuntila   (Rauma )",487,163,324,14,256,32,22
"26950 Voiluoto   (Rauma )",316,75,241,14,182,30,15
"27100 Eurajoki Keskus   (Eurajoki )",2608,843,1765,87,1284,245,149
"27110 Irjanne   (Eurajoki )",459,151,308,20,229,43,16
"27130 Eurajoki asemanseutu   (Eurajoki )",273,80,193,12,146,25,10
"27150 Lapijoki   (Eurajoki )",997,291,706,37,553,81,35
"27160 Olkiluoto   (Eurajoki )",.,.,.,.,.,.,.
"27170 Kuivalahti   (Eurajoki )",310,106,204,16,161,19,8
"27220 Ala-Kieri   (Rauma )",479,128,351,17,271,51,12
"27230 Lappi   (Rauma )",1672,565,1107,68,843,143,53
"27250 Kodiksami   (Rauma )",110,37,73,3,60,5,5
"27260 Kuolimaa   (Rauma )",157,52,105,7,81,8,9
"27310 Kodisjoki   (Rauma )",396,114,282,7,230,33,12
"27320 Ihode   (Pyhäranta )",592,204,388,24,298,50,16
"27340 Reila   (Pyhäranta )",398,109,289,10,237,25,17
"27400 Kiukainen Keskus   (Eura )",1120,416,704,35,559,73,37
"27420 Panelia Asemanseutu   (Eura )",221,80,141,8,114,8,11
"27430 Panelia   (Eura )",1011,376,635,23,512,77,23
"27450 Harola   (Eura )",175,58,117,7,88,15,7
"27500 Kauttua   (Eura )",2579,796,1783,112,1330,225,116
"27510 Eura Keskus   (Eura )",3470,1244,2226,118,1714,249,145
"27600 Hinnerjoki   (Eura )",597,228,369,16,288,45,20
"27640 Honkilahti kk   (Eura )",258,125,133,7,107,14,5
"27650 Honkilahti   (Eura )",263,111,152,8,121,17,6
"27670 Mannila   (Eura )",148,68,80,1,73,4,2
"27710 Köyliö Keskus   (Säkylä )",900,321,579,28,472,57,22
"27730 Tuiskula   (Säkylä )",166,57,109,8,88,9,4
"27740 Voitoinen   (Säkylä )",146,53,93,6,77,9,1
"27750 Yttilä   (Säkylä )",284,102,182,7,149,17,9
"27800 Säkylä Keskus   (Säkylä )",2631,828,1803,114,1311,219,159
"27820 Iso-Vimma   (Säkylä )",627,203,424,15,334,48,27
"27840 Kakkuri   (Säkylä )",393,141,252,11,189,37,15
"27860 Vuori   (Säkylä )",283,97,186,14,146,21,5
"27910 Huovinrinne   (Säkylä )",152,31,121,9,80,19,13
"27920 Otajoki   (Säkylä )",227,71,156,5,133,13,5
"28100 Pori Keskus   (Pori )",11510,3068,8442,1144,5198,1200,900
"28120 Käppärä-Isomäki   (Pori )",3177,852,2325,236,1554,316,219
"28130 Impola   (Pori )",5236,1409,3827,429,2560,534,304
"28190 Pormestarinluoto   (Pori )",3245,1119,2126,135,1618,251,122
"28200 Toejoki   (Pori )",3793,882,2911,142,2069,469,231
"28220 Ruosniemi   (Pori )",3658,838,2820,152,1999,445,224
"28240 Isojoenranta   (Pori )",575,136,439,23,325,61,30
"28260 Harjunpää   (Ulvila )",748,203,545,20,410,78,37
"28300 Kalaholma-Väinölä   (Pori )",1992,361,1631,116,994,286,235
"28330 Koivistonluoto   (Pori )",2261,669,1592,103,1182,196,111
"28360 Vanhakoivisto   (Pori )",3592,1052,2540,155,1819,348,218
"28370 Sampola   (Pori )",2772,1114,1658,91,1358,135,74
"28400 Ulvila Keskus   (Ulvila )",4473,1207,3266,156,2338,477,295
"28430 Kartano-Harmaalinna   (Pori )",1304,277,1027,60,701,176,90
"28450 Vanha-Ulvila   (Ulvila )",3360,827,2533,108,1797,397,231
"28500 Keskussairaala-alue-Tiilimäki   (Pori )",759,258,501,72,334,71,24
"28540 Pinomäki   (Pori )",509,87,422,32,273,74,43
"28560 Lattomeri   (Pori )",383,100,283,8,214,45,16
"28580 Niittymaa   (Pori )",460,122,338,11,262,47,18
"28600 Vähärauma   (Pori )",3711,729,2982,219,1757,626,380
"28610 Musa-Tiiliruukki   (Pori )",3280,704,2576,218,1699,372,287
"28660 Pietniemi-Leppäkorpi   (Pori )",3004,592,2412,152,1637,398,225
"28760 Kyläsaari   (Pori )",1817,476,1341,72,986,197,86
"28800 Pihlava   (Pori )",3552,1134,2418,144,1896,268,110
"28840 Yyteri-Kaanaa   (Pori )",762,225,537,28,424,54,31
"28880 Mäntyluoto   (Pori )",360,112,248,14,187,30,17
"28900 Tahkoluoto-Reposaari   (Pori )",880,317,563,21,454,48,40
"29100 Luvia Keskus   (Eurajoki )",2362,633,1729,69,1243,247,170
"29180 Peränkylä   (Eurajoki )",225,88,137,5,109,18,5
"29200 Harjavalta Keskus   (Harjavalta )",5994,1943,4051,191,3174,452,234
"29250 Nakkila Keskus   (Nakkila )",3846,1227,2619,116,1991,339,173
"29270 Hormisto   (Nakkila )",371,144,227,7,188,20,12
"29280 Järvimaa   (Nakkila )",233,79,154,4,127,13,10
"29310 Kaasmarkku   (Ulvila )",463,128,335,10,256,43,26
"29320 Leineperi   (Ulvila )",181,44,137,3,110,16,8
"29340 Kullaa Keskus   (Ulvila )",761,249,512,18,411,58,25
"29350 Palus   (Ulvila )",243,92,151,4,124,15,8
"29570 Söörmarkku   (Pori )",702,159,543,18,385,102,38
"29600 Noormarkku Keskus   (Pori )",3861,1100,2761,117,2031,397,216
"29630 Pomarkku Keskus   (Pomarkku )",1564,609,955,45,763,86,61
"29640 Honkakoski   (Pomarkku )",247,101,146,10,116,15,5
"29680 Kairila   (Pori )",268,117,151,8,125,12,6
"29700 Ahlainen   (Pori )",681,271,410,20,335,35,20
"29720 Lamppi   (Pori )",157,68,89,1,79,7,2
"29740 Etelämaa   (Merikarvia )",90,37,53,6,41,3,3
"29750 Pohjansaha   (Merikarvia )",95,41,54,4,42,5,3
"29760 Köörtilä   (Merikarvia )",74,25,49,2,37,7,3
"29790 Tuorila   (Merikarvia )",271,117,154,10,123,15,6
"29810 Siikainen Keskus   (Siikainen )",787,322,465,17,405,24,19
"29830 Sammi   (Siikainen )",165,64,101,3,86,7,5
"29860 Otamo   (Siikainen )",113,32,81,5,68,7,1
"29880 Leväsjoki-Saarineva   (Siikainen )",179,68,111,8,80,18,5
"29900 Merikarvia Keskus-Rannikko   (Merikarvia )",1907,776,1131,66,864,138,63
"29940 Kuvaskangas   (Merikarvia )",226,88,138,8,112,9,9
"30100 Forssa Keskus   (Tammela )",8781,2692,6089,388,4512,736,453
"30300 Viksberg   (Forssa )",2250,954,1296,91,1074,102,29
"30420 Tölö   (Forssa )",4044,1348,2696,161,2135,262,138
"31110 Matku   (Forssa )",482,162,320,21,261,25,13
"31130 Koijärvi   (Forssa )",212,54,158,5,125,16,12
"31140 Menonen   (Urjala )",159,63,96,5,74,11,6
"31160 Nuutajärvi   (Urjala )",256,102,154,7,123,18,6
"31170 Savijoki   (Forssa )",171,51,120,7,93,14,6
"31230 Susikas   (Tammela )",176,65,111,8,91,8,4
"31250 Teuro   (Tammela )",175,48,127,7,89,21,10
"31300 Tammela Keskus   (Tammela )",2579,770,1809,112,1313,234,150
"31310 Mustiala   (Tammela )",85,11,74,10,57,4,3
"31340 Porras   (Tammela )",465,150,315,19,242,35,19
"31350 Vistinkoski   (Tammela )",203,82,121,7,93,17,4
"31370 Eerikkilän Urheiluopisto   (Tammela )",.,.,.,.,.,.,.
"31380 Letku-Torro   (Tammela )",258,82,176,13,132,16,15
"31400 Somero Keskus   (Somero )",5228,2077,3151,175,2489,306,181
"31410 Ylöpirtti   (Somero )",313,94,219,18,158,25,18
"31450 Häntälä   (Somero )",280,72,208,12,166,17,13
"31460 Hirsjärvi   (Somero )",218,79,139,9,104,16,10
"31470 Somerniemi   (Somero )",590,229,361,26,268,26,41
"31490 Terttilä   (Somero )",200,72,128,8,100,13,7
"31500 Koski Tl   (Koski Tl )",2006,723,1283,88,987,127,81
"31520 Pitkäjärvi   (Somero )",397,128,269,19,207,32,11
"31530 Pyöli   (Somero )",284,99,185,11,148,14,12
"31600 Jokioinen Keskus   (Jokioinen )",2999,897,2102,103,1570,220,209
"31610 Vaulammi   (Jokioinen )",378,111,267,6,210,25,26
"31620 Latovainio   (Jokioinen )",342,99,243,16,192,23,12
"31630 Minkiö   (Jokioinen )",447,150,297,14,243,23,17
"31640 Humppila Keskus   (Humppila )",1767,634,1133,49,944,81,59
"31650 Venäjänkangas   (Humppila )",160,39,121,7,93,13,8
"31700 Urjala Asemanseutu-Hanhisuo   (Urjala )",1171,374,797,33,650,71,43
"31720 Urjalankylä-Kehro   (Urjala )",316,107,209,8,164,26,11
"31730 Honkola   (Urjala )",110,47,63,2,48,9,4
"31750 Kehro   (Urjala )",54,29,25,2,19,2,2
"31760 Urjala Keskus   (Urjala )",1583,624,959,52,760,90,57
"31810 Oriniemi   (Punkalaidun )",329,106,223,19,165,29,10
"31830 Halkivaha   (Urjala )",248,102,146,10,118,15,3
"31850 Koskioinen   (Punkalaidun )",119,38,81,7,62,9,3
"31860 Tursa   (Urjala )",266,95,171,15,138,10,8
"31900 Punkalaidun Keskus   (Punkalaidun )",1653,640,1013,59,773,115,66
"31930 Vanttila   (Punkalaidun )",91,25,66,4,52,8,2
"31950 Sadonmaa   (Punkalaidun )",148,53,95,4,75,10,6
"31960 Orisuo   (Loimaa )",65,26,39,2,32,3,2
"31970 Kanteenmaa   (Punkalaidun )",134,48,86,4,69,9,4
"32100 Ypäjä Keskus   (Ypäjä )",1736,540,1196,75,944,111,66
"32140 Ypäjä Asemanseutu   (Ypäjä )",251,69,182,9,148,15,10
"32200 Loimaa Keskus   (Loimaa )",6900,2133,4767,292,3603,528,344
"32210 Loimaa kk   (Loimaa )",1995,590,1405,70,1099,158,78
"32250 Kojonkulma   (Loimaa )",229,69,160,7,124,21,8
"32260 Kojonperä   (Loimaa )",145,50,95,5,75,12,3
"32270 Metsämaa-Murto   (Loimaa )",388,128,260,15,202,28,15
"32280 Metsäkorpi   (Loimaa )",136,43,93,4,76,7,6
"32300 Mellilä   (Loimaa )",1102,390,712,46,568,62,36
"32410 Niinijoki   (Loimaa )",464,126,338,20,246,32,40
"32430 Ylhäinen   (Loimaa )",78,22,56,3,42,8,3
"32440 Alastaro Keskus   (Loimaa )",1544,560,984,42,811,89,42
"32450 Tammiainen   (Loimaa )",218,76,142,5,123,7,7
"32500 Oripää Keskus   (Oripää )",920,372,548,30,445,48,25
"32520 Latva   (Oripää )",122,40,82,2,69,5,6
"32560 Virttaa   (Loimaa )",369,125,244,10,198,23,13
"32610 Vampula Keskus   (Huittinen )",873,329,544,33,433,52,26
"32620 Rutava   (Huittinen )",327,119,208,10,172,20,6
"32700 Huittinen Keskus   (Huittinen )",6547,2151,4396,255,3325,539,277
"32710 Sampu   (Huittinen )",467,110,357,21,275,39,22
"32730 Keikyä   (Sastamala )",625,207,418,23,322,44,29
"32740 Äetsä Keskus   (Sastamala )",1515,611,904,48,707,102,47
"32760 Suttila   (Huittinen )",154,56,98,6,81,5,6
"32770 Huhtamo   (Huittinen )",194,57,137,12,109,10,6
"32800 Kokemäki Keskus   (Kokemäki )",3461,1184,2277,115,1738,260,164
"32810 Peipohja   (Kokemäki )",1588,515,1073,54,850,114,55
"32830 Riste   (Kokemäki )",402,139,263,17,218,21,7
"32860 Korkeaoja   (Kokemäki )",133,35,98,7,75,10,6
"32910 Kauvatsa Asemanseutu   (Kokemäki )",254,77,177,19,142,11,5
"32920 Kauvatsa   (Kokemäki )",501,212,289,19,226,32,12
"33100 Tampere Keskus   (Tampere )",15226,2312,12914,2667,5021,2630,2596
"33180 Lapinniemi-Käpylä   (Tampere )",2049,615,1434,218,639,247,330
"33200 Tampere Keskus Läntinen   (Tampere )",6060,984,5076,956,2073,939,1108
"33210 Itä-Amuri-Tammerkoski   (Tampere )",5545,1099,4446,834,1977,831,804
"33230 Länsi-Amuri   (Tampere )",5210,892,4318,516,1874,833,1095
"33240 Tahmela   (Tampere )",1349,182,1167,157,437,186,387
"33250 Pispala   (Tampere )",1932,310,1622,209,729,302,382
"33270 Epilä   (Tampere )",6114,1232,4882,499,2662,824,897
"33300 Rahola   (Tampere )",4032,834,3198,304,1803,520,571
"33310 Tesoma   (Tampere )",5899,1902,3997,313,2956,397,331
"33330 Myllypuro-Kalkku   (Tampere )",2643,619,2024,167,1343,305,209
"33340 Haukiluoma-Ikuri   (Tampere )",4051,855,3196,256,2077,452,411
"33380 Pitkäniemi   (Nokia )",28,..,..,..,..,..,..
"33400 Luoteis-Tampere   (Tampere )",6002,1321,4681,448,2827,692,714
"33410 Lentävänniemi   (Tampere )",3843,962,2881,237,1977,370,297
"33420 Lamminpää   (Tampere )",1674,400,1274,111,767,185,211
"33430 Vuorentausta   (Ylöjärvi )",2270,468,1802,121,1218,266,197
"33450 Siivikkala   (Ylöjärvi )",2111,347,1764,135,1057,306,266
"33470 Ylöjärvi Keskus   (Ylöjärvi )",4877,1400,3477,232,2452,443,350
"33480 Manninmäki-Haavisto   (Ylöjärvi )",5098,967,4131,264,2594,685,588
"33500 Osmonmäki-Petsamo   (Tampere )",9965,1963,8002,1473,3404,1486,1639
"33520 Keskussairaala-alue-Kauppi   (Tampere )",818,150,668,95,303,112,158
"33530 Kissanmaa   (Tampere )",4201,815,3386,540,1712,576,558
"33540 Kaleva   (Tampere )",7820,1471,6349,1442,2811,1120,976
"33560 Takahuhti   (Tampere )",8219,1787,6432,728,3493,1018,1193
"33580 Atala-Linnainmaa   (Tampere )",11482,2192,9290,742,5441,1620,1487
"33610 Olkahinen-Tasanne   (Tampere )",3000,522,2478,192,1430,398,458
"33680 Aitolahti   (Tampere )",1333,303,1030,66,665,169,130
"33700 Messukylä   (Tampere )",1429,217,1212,178,517,228,289
"33710 Kaukajärvi   (Tampere )",14108,3240,10868,1164,6227,1625,1852
"33720 Hervanta   (Tampere )",20782,5414,15368,3693,7145,2126,2404
"33730 Leinola-Vehmainen   (Tampere )",1436,258,1178,82,706,181,209
"33800 Nekala   (Tampere )",4267,961,3306,427,1688,552,639
"33820 Koivistonkylä   (Tampere )",7229,1455,5774,613,3002,928,1231
"33840 Peltolammi   (Tampere )",2992,744,2248,263,1425,358,202
"33850 Multisilta   (Pirkkala )",2023,580,1443,126,1051,155,111
"33870 Vuores   (Lempäälä )",1125,173,952,103,430,179,240
"33880 Höytämö   (Lempäälä )",2917,688,2229,169,1352,358,350
"33900 Härmälä-Rantaperkiö   (Tampere )",8925,1872,7053,897,3782,1274,1100
"33920 Toivio   (Pirkkala )",856,128,728,44,399,120,165
"33950 Killo   (Pirkkala )",4206,739,3467,293,1865,621,688
"33960 Suuppa   (Pirkkala )",7759,1531,6228,452,3537,1054,1185
"33980 Pirkkala kk   (Pirkkala )",1015,177,838,55,535,125,123
"34110 Lakiala   (Ylöjärvi )",813,158,655,42,430,97,86
"34130 Ylinen   (Ylöjärvi )",952,182,770,58,520,105,87
"34140 Mutala   (Ylöjärvi )",543,128,415,24,294,67,30
"34150 Kyrönlahti   (Ylöjärvi )",329,97,232,12,189,20,11
"34180 Länsi-Teisko   (Ylöjärvi )",128,40,88,4,67,9,8
"34240 Kämmenteisko   (Tampere )",1203,264,939,56,629,142,112
"34260 Terälahti   (Tampere )",710,195,515,34,337,73,71
"34270 Velaatta   (Tampere )",255,85,170,9,135,15,11
"34300 Kuru Keskus   (Ylöjärvi )",1277,451,826,39,640,93,54
"34320 Parkkuu   (Ylöjärvi )",189,57,132,4,109,11,8
"34330 Poikelus   (Ylöjärvi )",212,63,149,6,124,13,6
"34410 Murole   (Ruovesi )",141,50,91,11,63,10,7
"34420 Muroleen Kanava   (Ruovesi )",38,7,31,2,25,3,1
"34430 Kekkonen   (Ruovesi )",112,30,82,6,63,11,2
"34450 Jäminkipohja   (Ruovesi )",306,115,191,11,164,10,6
"34510 Luode   (Ylöjärvi )",82,32,50,2,39,7,2
"34530 Länsi-Aure   (Ylöjärvi )",58,24,34,0,32,1,1
"34550 Itä-Aure   (Ylöjärvi )",152,79,73,2,63,4,4
"34600 Ruovesi Keskus-Nenonen   (Ruovesi )",2251,783,1468,77,1157,144,90
"34640 Mustajärvi   (Ruovesi )",174,59,115,7,88,6,14
"34710 Vaskivesi   (Virrat )",314,96,218,7,167,28,16
"34730 Vaskuu   (Virrat )",88,31,57,0,51,4,2
"34740 Koro   (Virrat )",75,13,62,2,51,9,0
"34770 Kurjenkylä   (Virrat )",193,66,127,6,109,6,6
"34800 Virrat Keskus   (Virrat )",3904,1325,2579,93,2016,297,173
"34870 Visuvesi   (Ruovesi )",504,215,289,15,246,18,10
"34910 Äijänneva   (Virrat )",99,43,56,5,48,2,1
"34930 Liedenpohja   (Virrat )",275,107,168,10,142,9,7
"34950 Ohtola   (Virrat )",174,57,117,2,101,8,6
"34970 Toisvesi   (Virrat )",90,25,65,3,51,7,4
"34980 Killinkoski   (Virrat )",322,147,175,7,154,11,3
"35100 Orivesi Asemanseutu   (Orivesi )",2370,668,1702,110,1263,194,135
"35220 Eräjärvi   (Orivesi )",439,156,283,19,209,34,21
"35240 Ristakallio   (Orivesi )",169,49,120,3,103,9,5
"35260 Leväslahti   (Orivesi )",13,..,..,..,..,..,..
"35270 Västilä   (Orivesi )",140,49,91,2,67,12,10
"35300 Orivesi Keskus   (Orivesi )",3886,1237,2649,169,1910,343,227
"35320 Hirsilä   (Orivesi )",445,175,270,14,212,29,15
"35400 Länkipohja   (Jämsä )",822,302,520,20,416,45,39
"35420 Talviainen   (Orivesi )",98,28,70,3,53,7,7
"35480 Längelmäki   (Orivesi )",59,20,39,1,31,3,4
"35500 Korkeakoski   (Juupajoki )",892,378,514,23,440,30,21
"35520 Pirttikangas   (Juupajoki )",63,29,34,0,27,3,4
"35530 Lyly   (Juupajoki )",232,78,154,7,121,16,10
"35540 Juupajoki   (Juupajoki )",350,93,257,18,178,40,21
"35550 Salokunta   (Juupajoki )",135,33,102,4,72,21,5
"35600 Halli   (Jämsä )",1199,368,831,34,652,95,50
"35610 Pihlaisto   (Jämsä )",74,31,43,1,38,3,1
"35630 Suinula-Valkamanperä   (Jämsä )",140,53,87,5,64,8,10
"35700 Vilppula Keskus   (Mänttä-Vilppula )",2899,976,1923,90,1604,151,78
"35740 Ylä-Vääri   (Ruovesi )",100,25,75,5,52,7,11
"35750 Väärinmaja   (Ruovesi )",245,76,169,7,140,18,4
"35800 Mänttä   (Mänttä-Vilppula )",3646,1216,2430,93,1970,234,133
"35820 Asemakulma-Mustalahti   (Jämsä )",1706,493,1213,48,998,112,55
"35990 Kolho   (Mänttä-Vilppula )",967,407,560,24,475,45,16
"36100 Kangasala Asemanseutu   (Kangasala )",807,117,690,44,393,100,153
"36110 Ruutana   (Kangasala )",1954,301,1653,91,930,312,320
"36120 Suinula-Haviseva   (Kangasala )",820,163,657,39,436,106,76
"36200 Kangasala Keskus   (Kangasala )",7828,1857,5971,448,3700,858,965
"36220 Suorama   (Kangasala )",3760,862,2898,166,2002,416,314
"36240 Nattari   (Kangasala )",3418,660,2758,184,1683,475,416
"36270 Huutijärvi   (Kangasala )",1064,234,830,45,530,116,139
"36280 Pikonlinna   (Kangasala )",106,50,56,2,28,11,15
"36340 Tohkala   (Kangasala )",195,47,148,5,102,17,24
"36420 Sahalahti Keskus   (Kangasala )",1364,369,995,42,754,127,72
"36430 Pakkala   (Kangasala )",361,111,250,16,184,27,23
"36450 Salmentaka   (Pälkäne )",195,63,132,7,105,9,11
"36520 Raikku   (Kangasala )",320,86,234,19,167,27,21
"36570 Kaivanto   (Kangasala )",233,54,179,15,110,23,31
"36600 Pälkäne Keskus   (Pälkäne )",2770,766,2004,130,1450,237,187
"36640 Iltasmäki   (Pälkäne )",308,92,216,7,173,16,20
"36660 Laitikkala   (Pälkäne )",169,35,134,11,99,11,13
"36720 Aitoo   (Pälkäne )",472,149,323,26,239,34,24
"36760 Luopioinen Keskus   (Pälkäne )",700,261,439,14,352,34,39
"36810 Kuhmalahti Keskus   (Kangasala )",449,144,305,15,239,30,21
"36840 Kuhmajärvi   (Kangasala )",300,119,181,7,154,13,7
"36880 Vehkajärvi   (Kangasala )",130,55,75,0,62,11,2
"36910 Rautajärvi   (Pälkäne )",321,135,186,5,149,20,12
"36930 Kyynärö   (Pälkäne )",158,64,94,5,80,5,4
"37100 Nokia Keskus   (Nokia )",5610,1989,3621,220,2656,437,308
"37120 Koskenmäki   (Nokia )",7513,1616,5897,340,3888,948,721
"37130 Alhoniitty   (Nokia )",3495,816,2679,154,1818,392,315
"37140 Harjuniitty   (Nokia )",1642,314,1328,69,829,236,194
"37150 Kankaantaka   (Nokia )",3194,863,2331,160,1530,342,299
"37180 Sarkola   (Nokia )",283,54,229,12,163,38,16
"37200 Siuro   (Nokia )",1919,454,1465,89,1062,193,121
"37210 Kulovesi   (Nokia )",20,..,..,..,..,..,..
"37240 Linnavuori   (Nokia )",603,168,435,28,332,53,22
"37310 Tottijärvi   (Nokia )",637,147,490,19,350,67,54
"37350 Rämsöö   (Vesilahti )",129,34,95,3,71,12,9
"37370 Narva   (Vesilahti )",811,237,574,24,429,62,59
"37380 Krääkkiö   (Vesilahti )",148,61,87,7,74,4,2
"37420 Valkkinen   (Vesilahti )",605,135,470,24,323,67,56
"37470 Vesilahti Keskus   (Vesilahti )",1357,260,1097,60,623,205,209
"37500 Lempäälä Keskus   (Lempäälä )",6002,1476,4526,289,2922,637,678
"37530 Säijä   (Lempäälä )",399,99,300,23,202,40,35
"37550 Kuivaspää   (Lempäälä )",3298,518,2780,181,1625,447,527
"37560 Kulju   (Lempäälä )",3058,483,2575,167,1462,442,504
"37570 Koivuniemi   (Lempäälä )",302,55,247,14,146,44,43
"37600 Valkeakoski Keskus   (Valkeakoski )",9367,2689,6678,309,5131,802,436
"37630 Vääräkoivu   (Valkeakoski )",5617,1348,4269,246,2947,652,424
"37700 Sääksmäki   (Valkeakoski )",390,98,292,20,205,36,31
"37720 Ritvala   (Valkeakoski )",158,30,128,2,99,13,14
"37740 Haukila   (Valkeakoski )",235,72,163,8,135,10,10
"37770 Tarttila   (Valkeakoski )",382,110,272,13,202,35,22
"37800 Toijala keskus   (Akaa )",7406,2146,5260,337,3733,645,545
"37830 Viiala Keskus   (Akaa )",4299,1269,3030,151,2231,373,275
"37850 Metsäkansa   (Valkeakoski )",293,78,215,5,168,21,21
"37860 Kärjenniemi   (Valkeakoski )",609,109,500,35,349,79,37
"37900 Kylmäkoski Asemanseutu   (Akaa )",260,95,165,5,134,12,14
"37910 Kylmäkoski Keskus   (Akaa )",1062,300,762,34,589,82,57
"37960 Sotkia   (Akaa )",221,74,147,5,119,15,8
"38100 Karkku   (Sastamala )",696,166,530,28,375,67,60
"38120 Kutala   (Sastamala )",193,49,144,7,109,17,11
"38130 Ellivuori   (Sastamala )",17,..,..,..,..,..,..
"38140 Kärppälä   (Sastamala )",293,66,227,11,174,27,15
"38200 Vammala Keskus   (Sastamala )",5299,1765,3534,212,2608,438,276
"38210 Vammala Asemanseutu   (Sastamala )",3507,1134,2373,121,1834,253,165
"38220 Stormi   (Sastamala )",667,194,473,31,374,36,32
"38250 Roismala   (Sastamala )",1041,269,772,37,603,88,44
"38270 Sammaljoki   (Sastamala )",294,93,201,5,162,22,12
"38280 Illo   (Sastamala )",358,95,263,15,210,23,15
"38300 Kiikka   (Sastamala )",1511,482,1029,61,810,100,58
"38360 Kiikoinen   (Sastamala )",962,316,646,24,501,78,43
"38420 Häijää   (Sastamala )",797,206,591,32,437,82,40
"38460 Mouhijärvi Keskus   (Sastamala )",1372,439,933,58,689,114,72
"38470 Hyynilä   (Sastamala )",222,61,161,7,135,12,7
"38490 Haukijärvi   (Hämeenkyrö )",62,16,46,3,35,5,3
"38510 Suodenniemi   (Sastamala )",1025,329,696,35,577,55,29
"38600 Lavia Keskus   (Pori )",1295,465,830,37,655,89,49
"38650 Yli-Putto   (Pori )",131,46,85,3,72,7,3
"38670 Kalliala-Haunia   (Pori )",159,67,92,3,81,2,6
"38680 Tuunajärvi   (Pomarkku )",77,38,39,2,28,7,2
"38700 Kankaanpää Keskus   (Kankaanpää )",4971,1362,3609,194,2611,473,331
"38710 Myllymäki   (Kankaanpää )",1845,635,1210,73,991,93,53
"38720 Vihteljärvi   (Kankaanpää )",382,133,249,15,202,17,15
"38740 Hapuoja   (Kankaanpää )",343,126,217,12,168,26,11
"38750 Veneskoski   (Kankaanpää )",220,65,155,3,129,15,8
"38760 Venesjärvi   (Kankaanpää )",290,97,193,10,149,23,11
