"Postal code area","Inhabitants, 2012 (PT)","Labour force, 2012 (PT)","Employed, 2012 (PT)","Unemployed, 2012 (PT)","Persons outside the labour force, 2012 (PT)","Children aged 0 to 14, 2012 (PT)","Students, 2012 (PT)","Pensioners, 2012 (PT)","Others, 2012 (PT)"
"79330 Näädänmaa  (Leppävirta)",103,49,42,7,54,2,7,42,3
"79350 Itä-Soisalo  (Leppävirta)",109,45,41,4,64,8,3,46,7
"79410 Niinimäki  (Leppävirta)",162,80,67,13,82,23,10,45,4
"79480 Kangaslampi Keskus  (Varkaus)",660,265,221,44,395,81,28,269,17
"79520 Viljolahti  (Varkaus)",166,59,49,10,107,11,8,81,7
"79600 Joroinen Keskus  (Joroinen)",2607,1043,896,147,1564,343,157,982,82
"79620 Huutokoski  (Joroinen)",235,108,92,16,127,31,16,70,10
"79630 Kolma  (Joroinen)",243,107,97,10,136,42,13,72,9
"79660 Kerisalo  (Joroinen)",198,89,78,11,109,34,24,41,10
"79680 Lahnalahti  (Joroinen)",139,54,49,5,85,18,12,52,3
"79690 Kaitainen  (Joroinen)",205,87,80,7,118,28,11,75,4
"79700 Heinävesi Keskus  (Heinävesi)",2467,938,812,126,1529,317,119,1019,74
"79810 Karvion kanava  (Heinävesi)",227,100,91,9,127,30,11,78,8
"79820 Varistaipale  (Heinävesi)",117,43,36,7,74,16,6,47,5
"79830 Palokki  (Heinävesi)",86,24,..,..,62,10,5,42,5
"79850 Uusi-Valamo  (Heinävesi)",.,.,.,.,.,.,.,.,.
"79860 Suuraho - Uusi-Valamo  (Heinävesi)",186,59,51,8,127,16,11,86,14
"79885 Etelä-Petruma  (Heinävesi)",68,32,29,3,36,6,1,25,4
"79895 Sarvikumpu  (Heinävesi)",128,53,36,17,75,12,3,57,3
"79910 Kerma  (Heinävesi)",290,122,106,16,168,46,17,94,11
"79940 Vihtari-Poikiinaho  (Heinävesi)",174,68,60,8,106,13,8,81,4
"80100 Joensuu Keskus, Pohjoinen  (Joensuu)",8860,4059,3481,578,4801,681,1372,2523,225
"80110 Joensuu Keskus Eteläinen  (Joensuu)",4578,2091,1804,287,2487,222,688,1469,108
"80130 Kanervala  (Joensuu)",2417,1194,1063,131,1223,398,393,397,35
"80140 Noljakka  (Joensuu)",8135,4079,3365,714,4056,1623,995,1131,307
"80160 Rantakylä-Latola  (Joensuu)",10252,4814,3866,948,5438,1550,1089,2440,359
"80170 Utra  (Joensuu)",3832,2098,1721,377,1734,692,349,557,136
"80200 Niinivaara  (Joensuu)",4151,1895,1662,233,2256,376,575,1215,90
"80210 Sairaala-alue  (Joensuu)",.,.,.,.,.,.,.,.,.
"80220 Penttilä  (Joensuu)",2786,1370,1195,175,1416,378,491,466,81
"80230 Hukanhauta  (Joensuu)",4796,2355,2083,272,2441,739,444,1154,104
"80260 Kettuvaara  (Joensuu)",4697,2417,2094,323,2280,729,460,944,147
"80330 Reijola  (Joensuu)",2354,1213,1097,116,1141,499,190,407,45
"80400 Ylämylly  (Liperi)",5332,2712,2428,284,2620,1289,388,822,121
"80510 Onttola-Kunnasniemi  (Kontiolahti)",1167,586,522,64,581,269,68,203,41
"80710 Lehmo  (Kontiolahti)",5241,2738,2511,227,2503,1318,387,679,119
"80770 Kontiolahti as  (Kontiolahti)",672,324,283,41,348,188,35,102,23
"80780 Kontioniemi  (Kontiolahti)",378,191,174,17,187,111,35,36,5
"80790 Kontioranta-Kontioniemi  (Kontiolahti)",84,48,40,8,36,16,6,11,3
"80850 Paihola  (Kontiolahti)",514,240,198,42,274,107,51,99,17
"80910 Kulho  (Kontiolahti)",1568,775,692,83,793,406,126,234,27
"81100 Kontiolahti  (Kontiolahti)",2889,1238,1055,183,1651,528,230,821,72
"81120 Katajaranta  (Kontiolahti)",430,179,153,26,251,90,28,123,10
"81160 Romppala-Riihikangas  (Kontiolahti)",252,113,84,29,139,27,25,81,6
"81200 Eno Keskus  (Joensuu)",2979,1236,977,259,1743,420,171,1033,119
"81210 Louhioja  (Joensuu)",285,123,103,20,162,79,13,57,13
"81220 Jakokoski  (Kontiolahti)",720,366,320,46,354,170,66,105,13
"81230 Mönni  (Kontiolahti)",159,84,67,17,75,18,7,46,4
"81235 Lehtoi  (Kontiolahti)",260,138,121,17,122,55,20,37,10
"81260 Ahveninen  (Joensuu)",165,83,70,13,82,22,6,46,8
"81270 Paukkaja  (Joensuu)",117,52,41,11,65,15,4,44,2
"81280 Uimaharju  (Joensuu)",1847,728,565,163,1119,221,94,739,65
"81290 Ukkola  (Joensuu)",277,122,88,34,155,38,12,96,9
"81295 Haapalahti  (Joensuu)",152,71,56,15,81,17,6,56,2
"81320 Kuismavaara  (Joensuu)",46,17,..,..,29,..,..,..,..
"81330 Luhtapohja  (Joensuu)",97,45,30,15,52,6,6,37,3
"81350 Tokrajärvi  (Ilomantsi)",154,54,45,9,100,15,14,64,7
"81360 Sarvinki  (Joensuu)",117,48,41,7,69,6,4,53,6
"81390 Revonkylä  (Joensuu)",90,33,28,5,57,10,7,36,4
"81420 Tyrjänsaari  (Ilomantsi)",86,31,27,4,55,4,6,44,1
"81430 Kivilahti  (Ilomantsi)",97,32,20,12,65,7,2,55,1
"81450 Huhus-Käenkoski  (Ilomantsi)",110,38,33,5,72,7,8,54,3
"81460 Käenkoski  (Ilomantsi)",30,9,..,..,21,..,..,..,..
"81470 Naarva  (Ilomantsi)",67,24,..,..,43,9,1,29,4
"81560 Vuonisjärvi  (Lieksa)",213,93,72,21,120,33,14,68,5
"81570 Kelvä  (Lieksa)",111,44,33,11,67,15,5,43,4
"81590 Vuonislahti  (Lieksa)",160,62,49,13,98,13,7,76,2
"81650 Hattuvaara  (Lieksa)",161,68,58,10,93,10,7,73,3
"81660 Lehmikylä  (Lieksa)",12,4,..,..,8,..,..,..,..
"81700 Lieksa Keskus  (Lieksa)",5914,2245,1774,471,3669,640,378,2486,165
"81720 Mähkö-Timitra  (Lieksa)",3038,1237,978,259,1801,375,237,1016,173
"81750 Pankakoski  (Lieksa)",944,421,319,102,523,101,44,357,21
"81810 Jamali  (Lieksa)",346,176,133,43,170,54,22,84,10
"81820 Kylänlahti  (Lieksa)",343,154,128,26,189,25,13,134,17
"81850 Mätäsvaara  (Lieksa)",165,46,32,14,119,9,15,84,11
"81860 Viekijärvi  (Lieksa)",394,160,120,40,234,35,19,168,12
"81950 Pankajärvi  (Lieksa)",92,47,37,10,45,11,5,26,3
"81970 Jongunjoki-Pankajärvi  (Lieksa)",198,76,58,18,122,19,5,89,9
"82110 Heinävaara  (Joensuu)",1117,533,444,89,584,297,81,158,48
"82120 Keskijärvi  (Joensuu)",233,96,84,12,137,36,21,70,10
"82140 Kiihtelysvaara Keskus  (Joensuu)",981,373,324,49,608,131,40,403,34
"82160 Oskola  (Joensuu)",69,24,..,..,45,12,5,26,2
"82170 Uskali  (Joensuu)",57,26,..,..,31,5,3,22,1
"82180 Huhtilampi  (Joensuu)",87,43,31,12,44,6,7,27,4
"82200 Hammaslahti  (Joensuu)",3245,1455,1216,239,1790,633,243,790,124
"82210 Suhmura  (Joensuu)",562,244,215,29,318,115,48,137,18
"82220 Niittylahti  (Joensuu)",1962,938,834,104,1024,560,179,228,57
"82290 Nieminen  (Rääkkylä)",422,186,152,34,236,51,22,143,20
"82300 Rääkkylä Keskus  (Rääkkylä)",1067,359,302,57,708,120,63,486,39
"82310 Oravisalo-Varpasalo  (Rääkkylä)",297,110,95,15,187,32,20,126,9
"82335 Rasivaara  (Rääkkylä)",689,295,244,51,394,89,39,236,30
"82350 Tikkala  (Tohmajärvi)",364,158,135,23,206,70,26,101,9
"82360 Onkamo  (Tohmajärvi)",429,191,153,38,238,68,34,122,14
"82380 Tolosenmäki  (Kitee)",485,217,185,32,268,73,29,152,14
"82395 Haarajärvi  (Kitee)",176,82,73,9,94,34,10,45,5
"82430 Puhos-Leinovaara  (Kitee)",936,391,319,72,545,124,81,308,32
"82460 Hummovaara  (Kitee)",129,54,40,14,75,24,10,36,5
"82490 Heinoniemi  (Kitee)",132,45,34,11,87,9,5,68,5
"82500 Kitee Keskus  (Kitee)",6356,2668,2261,407,3688,816,479,2171,222
"82510 Kiteenlahti  (Kitee)",285,140,128,12,145,46,22,66,11
"82580 Juurikka  (Kitee)",408,176,155,21,232,53,18,153,8
"82590 Närsäkkälä  (Kitee)",132,57,47,10,75,12,6,56,1
"82600 Tohmajärvi Keskus  (Tohmajärvi)",2982,1283,1056,227,1699,365,171,1056,107
"82655 Värtsilä Keskus  (Tohmajärvi)",366,150,122,28,216,52,31,117,16
"82660 Uusi-Värtsilä  (Tohmajärvi)",226,98,62,36,128,32,16,67,13
"82670 Kaurila  (Tohmajärvi)",113,46,40,6,67,16,4,40,7
"82675 Niirala-Jänisjoki  (Tohmajärvi)",134,46,35,11,88,29,7,44,8
"82685 Littilä  (Tohmajärvi)",205,94,82,12,111,29,15,57,10
"82710 Kovero  (Joensuu)",477,213,171,42,264,52,36,162,14
"82730 Tuupovaara Keskus-Pirttiaho  (Joensuu)",820,336,248,88,484,77,49,332,26
"82750 Öllölä  (Joensuu)",129,42,32,10,87,17,4,60,6
"82760 Hoilola  (Joensuu)",103,41,35,6,62,3,3,50,6
"82770 Kaustajärvi  (Tohmajärvi)",33,13,..,..,20,..,..,..,..
"82815 Marjovaara  (Joensuu)",161,72,58,14,89,12,15,54,8
"82820 Maukkula  (Ilomantsi)",269,100,83,17,169,29,10,122,8
"82830 Haukivaara  (Ilomantsi)",100,52,44,8,48,14,2,30,2
"82840 Pirttiaho  (Joensuu)",38,13,..,..,25,..,..,..,..
"82850 Kinnasniemi  (Joensuu)",74,32,26,6,42,9,1,27,5
"82865 Kokinvaara-Mannervaara  (Joensuu)",41,16,..,..,25,..,..,..,..
"82870 Luutalahti  (Joensuu)",38,20,..,..,18,..,..,..,..
"82880 Mannervaara  (Joensuu)",24,12,..,..,12,..,..,..,..
"82900 Ilomantsi Keskus  (Ilomantsi)",4054,1590,1325,265,2464,444,203,1712,105
"82915 Sonkaja  (Ilomantsi)",215,88,79,9,127,24,11,88,4
"82960 Lehtovaara-Kuikkalampi  (Ilomantsi)",149,72,56,16,77,20,6,48,3
"82967 Hattu  (Ilomantsi)",93,38,33,5,55,3,3,49,0
"82980 Möhkö  (Ilomantsi)",87,34,25,9,53,9,3,39,2
"83100 Liperi Keskus  (Liperi)",2637,1066,896,170,1571,368,161,962,80
"83130 Salokylä  (Liperi)",379,185,171,14,194,78,31,78,7
"83140 Puromäki  (Liperi)",137,67,56,11,70,36,5,24,5
"83150 Roukalahti  (Liperi)",229,106,94,12,123,31,12,69,11
"83160 Tutjunniemi  (Liperi)",150,61,55,6,89,12,8,63,6
"83320 Risti-Juojärvi  (Liperi)",82,36,30,6,46,8,12,21,5
"83330 Kaatamo  (Liperi)",257,99,78,21,158,52,11,90,5
"83340 Kaarnalampi  (Liperi)",88,38,34,4,50,13,5,29,3
"83400 Viinijärvi  (Liperi)",1545,691,580,111,854,205,118,474,57
"83430 Käsämä  (Liperi)",607,301,272,29,306,131,40,127,8
"83450 Vaivio  (Liperi)",342,182,159,23,160,69,20,60,11
"83460 Harinjärvi  (Liperi)",279,138,125,13,141,42,18,76,5
"83480 Ahonkylä  (Liperi)",213,101,88,13,112,31,12,65,4
"83500 Outokumpu Keskus  (Outokumpu)",6358,2572,2155,417,3786,894,509,2155,228
"83550 Kokonvaara  (Outokumpu)",152,83,72,11,69,14,6,45,4
"83630 Kuusjärvi  (Outokumpu)",449,203,167,36,246,64,18,146,18
"83660 Varislahti  (Outokumpu)",278,105,90,15,173,41,18,101,13
"83700 Polvijärvi Keskus  (Polvijärvi)",2635,1076,887,189,1559,330,169,985,75
"83720 Kuorevaara  (Polvijärvi)",298,141,122,19,157,57,27,66,7
"83750 Sotkuma  (Polvijärvi)",516,268,239,29,248,124,28,89,7
"83760 Sola  (Polvijärvi)",83,38,31,7,45,12,1,29,3
"83780 Horsmanaho  (Polvijärvi)",240,117,97,20,123,36,10,71,6
"83825 Kinahmo  (Polvijärvi)",300,142,123,19,158,38,16,94,10
"83830 Hukkala  (Polvijärvi)",135,65,49,16,70,14,11,43,2
"83835 Ruvaslahti  (Polvijärvi)",231,83,76,7,148,34,12,95,7
"83840 Saarivaara  (Polvijärvi)",63,32,28,4,31,4,7,18,2
"83855 Martonvaara-Sammakkovaara  (Polvijärvi)",164,61,47,14,103,19,4,78,2
"83870 Polvela-Timovaara  (Juuka)",221,96,79,17,125,21,10,83,11
"83880 Kajoo  (Juuka)",204,76,56,20,128,28,14,73,13
"83900 Juuka Keskus  (Juuka)",3878,1538,1316,222,2340,492,227,1472,149
"83910 Paalasmaa  (Juuka)",87,27,..,..,60,4,1,51,4
"83915 Vihtasuo  (Juuka)",9,3,..,..,6,..,..,..,..
"83940 Nunnanlahti  (Juuka)",364,137,102,35,227,50,15,148,14
"83950 Ahmovaara  (Juuka)",480,181,148,33,299,49,28,194,28
"83960 Koli  (Lieksa)",270,131,109,22,139,30,14,89,6
"83985 Tuopanjoki  (Juuka)",3,1,..,..,2,..,..,..,..
"84100 Ylivieska Keskus  (Ylivieska)",12771,5954,5343,611,6817,2629,1123,2721,344
"84460 Tuomiperä  (Ylivieska)",219,92,80,12,127,44,17,55,11
"84540 Vähäkangas  (Ylivieska)",533,250,226,24,283,129,37,105,12
"84650 Kantokylä  (Ylivieska)",213,101,79,22,112,36,12,63,1
"84770 Isokoski  (Ylivieska)",108,41,36,5,67,26,5,34,2
"84880 Raudaskylä  (Ylivieska)",682,314,277,37,368,162,53,135,18
"85100 Kalajoki Keskus  (Kalajoki)",6898,3202,2857,345,3696,1294,487,1728,187
"85120 Metsä  (Kalajoki)",325,108,96,12,217,109,33,69,6
"85140 Tynkä  (Kalajoki)",868,406,371,35,462,198,75,166,23
"85150 Typpö  (Kalajoki)",333,121,108,13,212,76,22,105,9
"85160 Rautio  (Kalajoki)",617,258,233,25,359,151,42,141,25
"85180 Rahja  (Kalajoki)",481,216,192,24,265,90,37,125,13
"85200 Alavieska Keskus  (Alavieska)",2201,934,820,114,1267,467,179,575,46
"85210 Kähtävä  (Alavieska)",253,131,119,12,122,35,20,58,9
"85230 Talus  (Alavieska)",278,113,96,17,165,48,31,75,11
"85310 Sievi Asemanseutu  (Sievi)",567,229,207,22,338,146,53,121,18
"85320 Markkula  (Sievi)",280,127,115,12,153,44,18,87,4
"85340 Jyrinki  (Sievi)",748,268,242,26,480,288,75,94,23
"85410 Sievi Keskus  (Sievi)",2091,837,739,98,1254,537,142,505,70
"85430 Koivisto  (Sievi)",618,265,237,28,353,148,47,146,12
"85450 Joenkylä  (Sievi)",290,112,98,14,178,93,25,52,8
"85470 Kiiskilampi  (Sievi)",555,219,194,25,336,140,52,128,16
"85500 Nivala Keskus  (Nivala)",7520,3169,2842,327,4351,1773,560,1797,221
"85540 Mönkö  (Nivala)",575,245,228,17,330,176,39,98,17
"85560 Ainastalo  (Nivala)",489,194,172,22,295,114,42,127,12
"85580 Karvoskylä  (Nivala)",704,296,269,27,408,115,51,225,17
"85620 Sarja  (Nivala)",298,134,116,18,164,65,18,71,10
"85630 Sarjanahde  (Nivala)",618,217,200,17,401,234,55,99,13
"85640 Maliskylä  (Nivala)",558,241,207,34,317,94,55,151,17
"85660 Ruuskankylä  (Nivala)",178,76,71,5,102,36,12,47,7
"85710 Parkkila  (Haapajärvi)",387,154,135,19,233,79,26,115,13
"85730 Tulppo  (Haapajärvi)",140,63,56,7,77,23,6,45,3
"85800 Haapajärvi Keskus  (Haapajärvi)",5886,2424,2195,229,3462,1214,451,1597,200
"85820 Oksava  (Haapajärvi)",951,415,371,44,536,194,80,237,25
"85840 Kuona  (Haapajärvi)",310,120,114,6,190,80,27,72,11
"85900 Reisjärvi Keskus  (Reisjärvi)",2078,818,751,67,1260,412,141,651,56
"85930 Kangaskylä-Tolpankangas  (Reisjärvi)",182,79,71,8,103,25,13,62,3
"85940 Räisälänmäki  (Reisjärvi)",275,127,118,9,148,67,22,53,6
"85980 Köyhänperä  (Reisjärvi)",376,181,167,14,195,71,32,81,11
"86100 Pyhäjoki Keskus  (Pyhäjoki)",1958,813,715,98,1145,347,135,601,62
"86110 Parhalahti  (Pyhäjoki)",379,173,159,14,206,66,35,94,11
"86160 Pirttikoski  (Pyhäjoki)",318,130,120,10,188,35,30,120,3
"86170 Yppäri  (Pyhäjoki)",584,243,229,14,341,140,48,138,15
"86210 Petäjäskoski  (Oulainen)",215,73,70,3,142,75,22,32,13
"86220 Merijärvi Keskus  (Merijärvi)",862,339,295,44,523,221,81,191,30
"86230 Ylipää  (Merijärvi)",156,58,50,8,98,21,10,63,4
"86240 Pyhänkoski  (Merijärvi)",210,99,88,11,111,39,16,52,4
"86300 Oulainen Keskus  (Oulainen)",6998,2941,2581,360,4057,1391,537,1948,181
"86350 Kilpua  (Oulainen)",143,65,58,7,78,21,14,42,1
"86360 Ilveskorpi  (Raahe)",234,107,101,6,127,34,18,65,10
"86400 Vihanti Keskus  (Raahe)",1815,697,617,80,1118,319,128,607,64
"86440 Lampinsaari  (Raahe)",312,104,85,19,208,62,28,104,14
"86460 Alpua  (Raahe)",425,156,147,9,269,84,35,135,15
"86470 Lumimetsä  (Raahe)",220,94,89,5,126,47,17,56,6
"86480 Karhukangas  (Haapavesi)",50,25,..,..,25,..,..,..,..
"86510 Matkaniva  (Oulainen)",308,132,116,16,176,53,25,94,4
"86530 Annonen  (Oulainen)",190,84,70,14,106,25,20,56,5
"86550 Mieluskylä  (Haapavesi)",405,154,145,9,251,118,38,86,9
"86600 Haapavesi Keskus  (Haapavesi)",5520,2348,2068,280,3172,1115,468,1433,156
"86650 Kytökylä-Joutenniva  (Haapavesi)",500,225,201,24,275,100,40,126,9
"86680 Vatjusjärvi  (Haapavesi)",515,222,193,29,293,114,38,122,19
"86690 Karsikas  (Haapavesi)",193,78,64,14,115,15,8,81,11
"86710 Kärsämäki Keskus  (Kärsämäki)",2727,1119,969,150,1608,520,186,845,57
"86790 Venetpalo  (Kärsämäki)",24,6,..,..,18,..,..,..,..
"86800 Pyhäsalmi  (Pyhäjärvi)",4505,1703,1490,213,2802,645,336,1698,123
"86810 Pellikkaperä  (Pyhäjärvi)",190,75,70,5,115,49,17,46,3
"86850 Hiidenniemi  (Pyhäjärvi)",251,100,79,21,151,37,16,91,7
"86870 Vesikoski  (Pyhäjärvi)",296,131,104,27,165,32,15,105,13
"86900 Pyhäkumpu  (Pyhäjärvi)",528,225,192,33,303,78,40,169,16
"86980 Väliaho  (Pyhäjärvi)",68,29,..,..,39,7,6,25,1
"87100 Kajaani Keskus  (Kajaani)",5905,2469,2114,355,3436,353,589,2341,153
"87150 Purola  (Kajaani)",2288,1104,962,142,1184,394,229,492,69
"87200 Teppana  (Kajaani)",4108,1988,1744,244,2120,624,302,1087,107
"87250 Kättö-Kätönlahti  (Kajaani)",4397,2017,1764,253,2380,918,299,1020,143
"87300 Palokangas  (Kajaani)",1149,484,385,99,665,166,141,307,51
"87400 Petäisenniska  (Kajaani)",1822,827,720,107,995,266,156,524,49
"87500 Lehtikangas  (Kajaani)",6108,2907,2538,369,3201,1161,499,1351,190
"87700 Lohtaja-Kettu  (Kajaani)",4243,2148,1772,376,2095,778,503,607,207
"87800 Vuoreslahti  (Kajaani)",943,469,413,56,474,170,61,225,18
"87830 Nakertaja  (Kajaani)",1516,764,672,92,752,344,118,252,38
"87850 Paltaniemi  (Kajaani)",522,224,203,21,298,141,39,101,17
"87900 Karankalahti  (Kajaani)",498,250,215,35,248,80,36,117,15
"87910 Linnantaus  (Kajaani)",513,263,242,21,250,120,38,82,10
"87930 Salmijärvi  (Kajaani)",383,121,106,15,262,54,13,187,8
"87950 Kuluntalahti  (Kajaani)",905,432,390,42,473,264,56,133,20
"87970 Jormua  (Kajaani)",484,240,209,31,244,119,30,88,7
"88120 Tuhkakylä  (Sotkamo)",96,40,30,10,56,12,4,39,1
"88200 Otanmäki-Kytökoski  (Kajaani)",1018,409,318,91,609,121,66,389,33
"88270 Vuolijoki Keskus  (Kajaani)",941,400,339,61,541,117,62,342,20
"88300 Paltamo Keskus  (Paltamo)",2478,994,943,51,1484,339,161,921,63
"88310 Melalahti  (Paltamo)",227,99,90,9,128,27,13,81,7
"88340 Manamansalo  (Vaala)",109,51,34,17,58,3,4,48,3
"88350 Kivesjärvi  (Paltamo)",115,38,38,0,77,19,8,46,4
"88380 Mieslahti  (Paltamo)",248,100,97,3,148,46,14,78,10
"88400 Ristijärvi Keskus-Hiisijärvi  (Ristijärvi)",1330,519,467,52,811,139,80,547,45
"88440 Jokikylä  (Ristijärvi)",77,38,36,2,39,2,7,27,3
"88460 Hiisijärvi  (Ristijärvi)",52,22,..,..,30,9,1,18,2
"88470 Kontiomäki  (Paltamo)",572,244,225,19,328,91,46,168,23
"88490 Pohjavaara  (Sotkamo)",266,127,111,16,139,39,18,73,9
"88530 Paakki  (Sotkamo)",118,52,41,11,66,25,7,30,4
"88600 Sotkamo Keskus  (Sotkamo)",6575,2872,2534,338,3703,895,422,2216,170
"88610 Vuokatti  (Sotkamo)",2592,1297,1136,161,1295,512,215,489,79
"88615 Vuokatin Urheiluopisto  (Sotkamo)",.,.,.,.,.,.,.,.,.
"88620 Korholanmäki  (Sotkamo)",499,238,218,20,261,93,32,119,17
"88640 Ontojoki  (Sotkamo)",88,39,37,2,49,19,3,26,1
"88670 Juurikkalahti-Maanselkä  (Sotkamo)",213,100,84,16,113,40,9,58,6
"88690 Maanselkä  (Sotkamo)",63,27,..,..,36,5,2,29,0
"88730 Ylä-Vieksi  (Kuhmo)",144,57,40,17,87,10,4,68,5
"88740 Härmänkylä-Iivantiira  (Kuhmo)",89,38,32,6,51,7,4,39,1
"88760 Iivantiira  (Kuhmo)",162,82,67,15,80,11,11,53,5
"88820 Katerma  (Kuhmo)",8,2,..,..,6,..,..,..,..
"88900 Kuhmo Keskus  (Kuhmo)",8462,3590,2881,709,4872,1108,478,3056,230
"88930 Lentiira-Kuumu  (Kuhmo)",315,139,103,36,176,18,10,135,13
"88940 Kuumu  (Kuhmo)",18,8,..,..,10,..,..,..,..
"89110 Törmänmäki  (Puolanka)",56,23,..,..,33,2,4,25,2
"89140 Kotila-Törmänmäki  (Puolanka)",88,49,43,6,39,15,6,17,1
"89200 Puolanka Keskus  (Puolanka)",2471,946,777,169,1525,269,152,1028,76
"89210 Puokiovaara  (Puolanka)",65,27,..,..,38,12,3,19,4
"89320 Joukokylä  (Puolanka)",133,58,48,10,75,14,4,51,6
"89330 Suolijärvi  (Puolanka)",72,33,28,5,39,3,7,28,1
"89400 Hyrynsalmi Keskus  (Hyrynsalmi)",2269,879,735,144,1390,224,149,954,63
"89430 Hoikka  (Hyrynsalmi)",49,21,..,..,28,..,..,..,..
"89440 Sakara  (Suomussalmi)",114,48,39,9,66,25,8,29,4
"89540 Moisiovaara  (Hyrynsalmi)",229,90,60,30,139,19,10,100,10
"89560 Karhuvaara  (Hyrynsalmi)",77,32,28,4,45,5,3,35,2
"89600 Ämmänsaari  (Suomussalmi)",5571,2387,1990,397,3184,643,354,2040,147
"89610 Jumaliskylä  (Suomussalmi)",56,28,..,..,28,..,..,..,..
"89640 Pesiökylä  (Suomussalmi)",136,72,56,16,64,24,9,24,7
"89660 Takalo  (Suomussalmi)",109,45,27,18,64,11,2,43,8
"89670 Näljänkä  (Suomussalmi)",256,91,70,21,165,18,15,124,8
"89680 Vaaranniva  (Suomussalmi)",101,31,22,9,70,3,4,60,3
"89730 Ahjola  (Suomussalmi)",36,13,..,..,23,..,..,..,..
"89740 Kianta  (Suomussalmi)",76,26,..,..,50,8,4,35,3
"89760 Piispajärvi-Peranka-Kaikkoinen  (Suomussalmi)",106,40,29,11,66,12,7,38,9
"89770 Peranka  (Suomussalmi)",39,12,..,..,27,..,..,..,..
"89780 Kaikkonen  (Suomussalmi)",63,27,..,..,36,3,3,28,2
"89800 Suomussalmi Keskus  (Suomussalmi)",1540,655,548,107,885,217,105,506,57
"89830 Ala-Vuokki  (Suomussalmi)",54,19,..,..,35,0,1,33,1
"89840 Ylä-Vuokki  (Suomussalmi)",81,21,..,..,60,3,1,54,2
"89920 Ruhtinansalmi  (Suomussalmi)",419,132,111,21,287,31,27,210,19
"90100 Oulu Keskus  (Oulu)",7959,4152,3528,624,3807,347,1058,2160,242
"90120 Heinäpää  (Oulu)",6466,3561,2993,568,2905,384,696,1651,174
"90130 Raksila  (Oulu)",5897,2963,2560,403,2934,467,821,1499,147
"90140 Karjasilta  (Oulu)",3090,1466,1310,156,1624,350,308,903,63
"90150 Höyhtyä  (Oulu)",5822,2870,2492,378,2952,793,662,1335,162
"90220 Kontinkangas  (Oulu)",630,326,291,35,304,69,172,46,17
"90230 Värttö-Maikkula  (Oulu)",7359,3761,3428,333,3598,987,860,1595,156
"90240 Iinatti  (Oulu)",6391,3492,3082,410,2899,1154,593,984,168
"90250 Kaukovainio  (Oulu)",6636,3032,2397,635,3604,877,915,1611,201
"90310 Madekoski  (Oulu)",3004,1385,1248,137,1619,870,308,350,91
"90400 Äimärautio  (Oulu)",544,333,298,35,211,35,57,107,12
"90410 Kaakkuri  (Oulu)",4458,2440,2178,262,2018,967,431,497,123
"90420 Metsokangas  (Oulu)",9128,4552,4001,551,4576,3048,711,565,252
"90440 Kempele Keskus  (Kempele)",8965,4210,3706,504,4755,1988,751,1803,213
"90450 Honkanen  (Kempele)",7178,3475,3135,340,3703,2126,580,833,164
"90460 Oulunsalo Keskus  (Oulu)",8544,3993,3602,391,4551,2388,728,1176,259
"90470 Varjakka  (Oulu)",1287,537,482,55,750,379,123,209,39
"90480 Hailuoto  (Hailuoto)",983,405,353,52,578,114,43,400,21
"90500 Tuira  (Oulu)",7736,3491,2705,786,4245,531,1005,2447,262
"90510 Hietasaari  (Oulu)",1727,974,856,118,753,208,186,314,45
"90520 Taskila-Toppila  (Oulu)",4583,2199,1644,555,2384,748,701,692,243
"90530 Välivainio  (Oulu)",5185,2828,2315,513,2357,467,742,966,182
"90540 Kuivasjärvi  (Oulu)",9898,5064,4682,382,4834,3249,722,638,225
"90550 Pyykkösjärvi-Puolivälikangas  (Oulu)",4467,2032,1632,400,2435,673,439,1170,153
"90560 Koskela-Oulu  (Oulu)",3025,1447,1237,210,1578,408,304,783,83
"90570 Kaijonharju-Linnanmaa  (Oulu)",6874,3391,2874,517,3483,841,1732,622,288
"90580 Rajakylä  (Oulu)",4713,2250,1796,454,2463,761,524,1016,162
"90590 Teknologiakylä  (Oulu)",.,.,.,.,.,.,.,.,.
"90620 Rusko-Heikinharju  (Oulu)",575,258,206,52,317,105,44,144,24
"90630 Korvensuora  (Oulu)",6413,3405,3050,355,3008,1717,502,637,152
"90650 Haapalehto  (Oulu)",10570,5180,4547,633,5390,2041,936,2169,244
"90660 Sanginsuu  (Oulu)",665,325,284,41,340,135,45,149,11
"90670 Hiukkavaara  (Oulu)",212,121,103,18,91,46,14,25,6
"90800 Pateniemi  (Oulu)",8373,4129,3640,489,4244,1765,778,1501,200
"90810 Kiviniemi  (Oulu)",2954,1452,1308,144,1502,747,264,434,57
"90820 Kello  (Oulu)",3257,1493,1286,207,1764,853,265,541,105
"90830 Haukipudas Keskus  (Oulu)",8020,3610,3136,474,4410,2026,589,1577,218
"90840 Haukipudas Asemanseutu  (Oulu)",2007,855,734,121,1152,645,176,266,65
"90850 Martinniemi  (Oulu)",2197,1044,860,184,1153,542,154,391,66
"90860 Halosenniemi  (Oulu)",564,245,213,32,319,148,20,125,26
"90900 Kiiminki Keskus  (Oulu)",6547,2927,2578,349,3620,1927,483,1044,166
"90910 Kontio  (Oulu)",1642,694,631,63,948,581,141,178,48
"90940 Jääli  (Oulu)",5094,2501,2190,311,2593,1306,408,757,122
