"Postal code area","Workplaces, 2012 (TP)","Primary production, 2012 (TP)","Processing, 2012 (TP)","Services, 2012 (TP)","A Agriculture, forestry and fishing, 2012 (TP)","B Mining and quarrying, 2012 (TP)","C Manufacturing, 2012 (TP)","D Electricity, gas, steam and air conditioning supply, 2012 (TP)","E Water supply; sewerage, waste management and remediation activities, 2012 (TP)","F Construction, 2012 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2012 (TP)","H Transportation and storage, 2012 (TP)","I Accommodation and food service activities, 2012 (TP)","J Information and communication, 2012 (TP)","K Financial and insurance activities, 2012 (TP)","L Real estate activities, 2012 (TP)","M Professional, scientific and technical activities, 2012 (TP)","N Administrative and support service activities, 2012 (TP)","O Public administration and defence; compulsory social security, 2012 (TP)","P Education, 2012 (TP)","Q Human health and social work activities, 2012 (TP)","R Arts, entertainment and recreation, 2012 (TP)","S Other service activities, 2012 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2012 (TP)","U Activities of extraterritorial organisations and bodies, 2012 (TP)","X Industry unknown, 2012 (TP)"
"02580 Siuntio Asemanseutu  (Siuntio)",718,32,94,592,32,0,23,0,2,69,90,61,30,3,8,6,37,48,29,111,125,24,20,0,0,0
"02590 Lappers  (Siuntio)",52,12,12,28,12,0,0,0,0,12,8,2,0,1,0,0,0,2,0,0,14,1,0,0,0,0
"02600 Etelä-Leppävaara  (Espoo)",12778,1,3012,9765,1,0,2260,1,0,751,2556,26,369,2327,314,132,2172,322,49,469,677,189,163,0,0,0
"02610 Kilo  (Espoo)",4548,0,2918,1630,0,0,2791,0,0,127,310,558,147,37,0,6,93,18,0,182,218,30,31,0,0,0
"02620 Karakallio  (Espoo)",572,1,42,529,1,0,5,0,0,37,66,45,13,20,0,48,31,56,0,110,98,20,22,0,0,0
"02630 Nihtisilta  (Espoo)",8404,2,1119,7283,2,0,770,0,0,349,2947,28,181,1714,542,115,415,260,561,103,229,137,51,0,0,0
"02650 Pohjois-Leppävaara  (Espoo)",4107,2,487,3618,2,0,40,0,13,434,455,55,135,116,195,56,175,113,78,801,586,633,220,0,0,0
"02660 Lintuvaara  (Espoo)",567,2,98,467,2,0,8,0,0,90,52,48,20,15,4,2,32,16,0,99,165,5,9,0,0,0
"02680 Uusmäki  (Espoo)",36,0,14,22,0,0,2,0,0,12,2,1,3,1,0,6,6,0,0,0,1,1,1,0,0,0
"02700 Suur-Kauniainen  (Kauniainen)",2043,6,128,1909,6,0,99,0,0,29,187,11,33,24,52,23,116,59,71,384,747,90,112,0,0,0
"02710 Viherlaakso  (Espoo)",1083,5,117,961,5,0,50,0,0,67,187,67,30,13,1,7,62,37,0,117,396,12,32,0,0,0
"02720 Laaksolahti-Lähderanta  (Espoo)",238,3,8,227,3,0,0,0,0,8,67,8,8,2,1,4,17,11,0,21,71,2,15,0,0,0
"02730 Laaksolahti  (Espoo)",411,5,47,359,5,0,1,0,0,46,47,22,21,15,1,10,36,45,0,48,66,41,7,0,0,0
"02740 Karvasmäki-Kunnarla  (Espoo)",3026,6,144,2876,6,0,2,0,0,142,362,54,202,5,0,11,21,14,0,25,2137,6,39,0,0,0
"02750 Sepänkylä  (Espoo)",522,0,25,497,0,0,0,0,0,25,23,52,40,10,1,2,42,7,132,64,94,26,4,0,0,0
"02760 Espoon Keskus Itäinen  (Espoo)",1103,4,114,985,4,0,16,0,0,98,94,40,75,29,5,3,51,68,0,204,361,22,33,0,0,0
"02770 Espoon Keskus Läntinen  (Espoo)",6927,1,443,6483,1,2,40,0,33,368,1282,157,208,53,43,16,501,503,1239,816,1206,129,330,0,0,0
"02780 Kauklahti  (Espoo)",2063,12,616,1435,12,4,435,0,52,125,503,151,55,39,2,14,47,100,5,157,278,26,58,0,0,0
"02810 Kumpyöli-Karhusuo  (Espoo)",262,0,96,166,0,0,6,0,1,89,25,45,13,8,0,2,6,2,0,17,25,19,4,0,0,0
"02820 Nupuri-Nuuksio  (Espoo)",438,1,137,300,1,2,11,0,61,63,11,46,15,3,1,2,15,25,0,19,139,17,7,0,0,0
"02860 Siikajärvi  (Espoo)",89,0,21,68,0,0,0,0,0,21,2,11,21,3,1,0,7,2,0,13,4,0,4,0,0,0
"02880 Veikkola  (Kirkkonummi)",1041,8,344,689,8,0,161,0,0,183,151,46,22,15,5,9,51,16,0,101,211,24,36,2,0,0
"02920 Niipperi  (Espoo)",3574,6,1612,1956,6,0,646,0,184,782,1175,257,43,8,4,10,75,108,0,74,138,23,41,0,0,0
"02940 Lippajärvi  (Espoo)",1467,37,221,1209,37,0,57,1,0,163,148,98,28,25,4,27,40,50,0,142,599,20,28,0,0,0
"02970 Kalajärvi  (Espoo)",544,2,95,447,2,0,8,0,0,87,54,63,49,4,0,8,13,53,0,63,96,31,13,0,0,0
"02980 Lakisto  (Espoo)",712,0,36,676,0,0,31,2,0,3,6,3,2,0,0,1,0,0,0,0,645,6,13,0,0,0
"03100 Nummela  (Vihti)",4757,30,1349,3378,30,0,927,1,14,407,778,206,226,33,23,70,261,156,188,423,792,101,121,0,0,0
"03150 Huhmari  (Vihti)",174,4,72,98,4,0,39,0,0,33,3,21,0,22,1,0,2,2,0,31,15,1,0,0,0,0
"03220 Tervalampi  (Vihti)",156,1,5,150,1,0,0,0,0,5,4,5,0,2,0,0,18,3,0,10,105,1,2,0,0,0
"03250 Ojakkala  (Vihti)",342,27,131,184,27,2,34,0,0,95,34,21,6,5,24,2,9,8,0,26,29,14,6,0,0,0
"03300 Otalampi  (Vihti)",410,21,142,247,21,0,59,0,0,83,32,22,26,3,0,0,20,18,0,55,60,8,3,0,0,0
"03320 Selki  (Vihti)",73,2,17,54,2,1,2,0,0,14,31,1,0,0,0,0,8,1,0,0,4,0,9,0,0,0
"03400 Vihti Kirkonkylä  (Vihti)",1480,77,266,1137,77,3,40,0,2,221,132,166,58,10,24,14,82,28,0,117,406,24,74,2,0,0
"03430 Jokikunta  (Vihti)",92,19,41,32,19,0,1,0,0,40,3,2,1,0,0,0,6,1,0,5,0,12,2,0,0,0
"03600 Karkkila Keskus  (Karkkila)",2748,35,1297,1416,35,0,1118,0,9,170,355,110,61,34,52,24,90,63,109,120,303,28,67,0,0,0
"03620 Polari  (Karkkila)",337,25,113,199,25,0,47,0,1,65,62,13,3,0,1,0,9,7,0,8,71,0,25,0,0,0
"03710 Uusitalo  (Karkkila)",56,12,9,35,12,0,2,0,0,7,2,10,0,0,0,0,1,4,0,0,11,6,1,0,0,0
"03790 Vihtijärvi  (Vihti)",42,7,5,30,7,0,0,0,0,5,4,1,1,0,0,0,3,2,0,5,10,0,4,0,0,0
"03810 Ikkala  (Lohja)",181,13,133,35,13,1,111,0,0,21,4,3,1,2,0,0,7,3,0,5,5,4,1,0,0,0
"03850 Pusula  (Lohja)",365,43,69,253,43,0,12,0,0,57,33,38,1,1,4,1,16,0,0,23,121,5,10,0,0,0
"03870 Hyönölä  (Lohja)",28,5,7,16,5,0,2,0,0,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04130 Nikkilä  (Sipoo)",2144,44,256,1844,44,0,106,0,3,147,224,116,65,21,36,14,91,50,169,252,667,36,103,0,0,0
"04150 Martinkylä  (Sipoo)",149,5,61,83,5,0,1,0,0,60,14,23,0,0,0,0,23,5,0,1,17,0,0,0,0,0
"04170 Paippinen  (Sipoo)",166,23,55,88,23,0,4,0,0,51,15,21,5,4,0,1,7,6,0,13,15,0,1,0,0,0
"04200 Kerava Keskus  (Kerava)",5187,0,534,4653,0,1,237,110,0,186,1444,316,216,25,129,56,204,85,527,469,1014,66,102,0,0,0
"04220 Ahjo-Kaskela  (Kerava)",1038,12,354,672,12,0,186,0,0,168,360,19,10,6,3,3,63,41,0,39,114,7,7,0,0,0
"04230 Pihkaniitty  (Kerava)",422,3,85,334,3,0,4,0,0,81,49,55,3,7,1,3,29,14,0,35,117,9,12,0,0,0
"04240 Talma  (Sipoo)",291,4,104,182,4,0,56,0,0,48,31,19,3,0,0,0,9,30,0,16,36,37,1,0,0,1
"04250 Alikerava  (Kerava)",3260,4,1492,1764,4,0,1174,17,10,291,578,263,48,86,3,10,98,121,35,60,92,57,309,4,0,0
"04260 Savio  (Kerava)",1600,3,434,1163,3,0,223,0,65,146,555,45,27,32,23,25,137,86,0,56,156,7,14,0,0,0
"04300 Hyrylä  (Tuusula)",6239,34,1897,4308,34,29,1185,4,97,582,1033,645,215,96,74,52,279,282,219,364,835,93,121,0,0,0
"04310 Tuusula Keskus  (Tuusula)",754,4,157,593,4,0,23,0,0,134,29,32,106,3,2,1,21,11,4,98,209,39,38,0,0,0
"04320 Riihikallio  (Tuusula)",603,8,155,440,8,0,32,0,0,123,149,48,5,6,2,0,23,28,0,60,97,5,17,0,0,0
"04330 Lahela  (Tuusula)",136,5,38,93,5,0,9,0,0,29,29,17,0,3,0,0,12,18,0,0,5,1,8,0,0,0
"04340 Mattila  (Tuusula)",245,0,50,195,0,0,21,0,0,29,18,32,0,4,2,0,10,23,0,0,92,5,9,0,0,0
"04350 Nahkela  (Tuusula)",82,8,35,39,8,0,4,0,0,31,3,20,0,0,1,0,7,2,0,5,1,0,0,0,0,0
"04360 Ruotsinkylä-Kiilinmäki  (Tuusula)",1582,4,619,959,4,0,245,0,0,374,391,397,5,9,14,16,48,53,0,13,11,0,2,0,0,0
"04370 Rusutjärvi  (Tuusula)",160,10,70,80,10,0,2,0,0,68,5,6,0,2,0,1,6,18,0,14,4,4,20,0,0,0
"04380 Tuomala  (Tuusula)",94,8,11,75,8,0,1,0,0,10,1,0,0,2,2,0,11,15,0,38,2,4,0,0,0,0
"04390 Jäniksenlinna  (Tuusula)",73,5,34,34,5,0,19,0,0,15,3,10,0,1,1,0,4,2,0,11,1,0,1,0,0,0
"04400 Loutti  (Järvenpää)",3617,4,103,3510,4,0,23,3,7,70,531,51,238,46,225,111,181,137,457,768,505,49,211,0,0,0
"04410 Järvenpää Keskus  (Järvenpää)",3211,0,459,2752,0,0,219,0,0,240,362,191,141,16,2,22,189,186,409,307,784,62,81,0,0,0
"04420 Kyrölä  (Järvenpää)",371,2,62,307,2,0,7,0,0,55,63,3,13,3,0,1,34,3,46,26,102,2,11,0,0,0
"04430 Kinnari-Mikonkorpi  (Järvenpää)",1439,2,339,1098,2,0,162,1,15,161,513,65,60,21,2,15,83,64,3,93,127,32,20,0,0,0
"04440 Jamppa  (Järvenpää)",2463,1,1905,557,1,0,1663,0,1,241,167,27,31,5,2,6,61,85,2,70,88,3,10,0,0,0
"04460 Nummenkylä  (Järvenpää)",178,1,46,131,1,0,2,0,0,44,20,8,0,0,1,1,4,19,0,0,73,3,2,0,0,0
"04480 Haarajoki  (Järvenpää)",275,9,103,163,9,13,5,0,6,79,28,36,9,6,1,2,18,13,0,21,21,3,5,0,0,0
"04500 Kellokoski  (Tuusula)",1745,13,367,1365,13,0,161,0,19,187,92,79,34,13,3,5,30,55,0,115,895,10,34,0,0,0
"04530 Ohkola  (Mäntsälä)",122,11,44,67,11,3,2,0,0,39,2,15,5,2,0,0,4,7,0,7,16,0,8,1,0,0
"04600 Mäntsälä Keskus  (Mäntsälä)",3351,36,531,2784,36,0,204,55,24,248,703,278,119,26,64,33,119,65,110,270,786,29,182,0,0,0
"04620 Kaunismäki  (Mäntsälä)",183,4,72,107,4,0,36,0,0,36,18,5,0,2,0,0,6,1,0,0,72,0,3,0,0,0
"04630 Sääksjärvi  (Mäntsälä)",143,27,54,62,27,0,2,0,0,52,10,1,1,1,0,0,7,9,0,11,19,0,3,0,0,0
"04660 Numminen  (Mäntsälä)",360,29,101,230,29,0,5,0,0,96,124,37,1,1,2,3,0,8,0,16,25,8,5,0,0,0
"04680 Hirvihaara  (Mäntsälä)",154,9,64,81,9,0,21,0,0,43,9,1,17,0,0,9,10,11,0,8,6,6,4,0,0,0
"04740 Sälinkää  (Mäntsälä)",179,47,58,74,47,0,35,0,0,23,13,27,4,1,0,0,6,2,0,14,5,1,1,0,0,0
"04770 Sahakylä  (Mäntsälä)",36,28,5,3,28,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"04820 Kaukalampi  (Mäntsälä)",30,13,8,9,13,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04840 Hautjärvi  (Mäntsälä)",37,11,1,25,11,0,0,0,0,1,1,21,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"04920 Saarentaus  (Mäntsälä)",174,7,17,150,7,0,1,0,3,13,5,19,0,0,1,2,0,0,0,121,2,0,0,0,0,0
"04940 Levanto  (Mäntsälä)",41,10,9,22,10,0,3,0,0,6,2,12,1,2,0,0,0,0,0,5,0,0,0,0,0,0
"05100 Röykkä  (Nurmijärvi)",316,25,111,180,25,0,27,0,0,84,38,46,9,3,0,1,7,7,0,21,28,11,9,0,0,0
"05200 Rajamäki  (Nurmijärvi)",2121,35,907,1179,35,0,789,0,31,87,161,312,35,5,11,6,83,36,0,270,181,32,47,0,0,0
"05250 Kiljava  (Nurmijärvi)",95,4,1,90,4,0,0,0,0,1,2,2,17,0,0,0,0,0,0,64,3,0,2,0,0,0
"05400 Jokela  (Tuusula)",872,40,178,654,40,6,97,6,0,69,130,69,30,2,8,1,32,43,34,102,156,15,32,0,0,0
"05430 Nuppulinna  (Tuusula)",123,8,72,43,8,0,7,0,0,65,12,6,0,0,0,0,4,12,0,2,3,2,2,0,0,0
"05450 Nukari  (Nurmijärvi)",201,26,44,131,26,0,14,0,0,30,18,31,0,2,0,0,10,2,0,8,50,1,9,0,0,0
"05460 Hakalanmäki-Hakala  (Hyvinkää)",1357,1,247,1109,1,0,120,0,0,127,332,83,11,6,0,9,146,74,1,70,366,2,9,0,0,0
"05470 Palopuro  (Hyvinkää)",52,6,6,40,6,0,1,0,0,5,11,7,0,0,0,1,1,4,0,0,14,0,2,0,0,0
"05510 Päivärinta  (Hyvinkää)",94,4,29,61,4,0,22,0,0,7,7,17,2,0,0,0,8,3,0,9,12,0,3,0,0,0
"05620 Noppo  (Nurmijärvi)",377,4,71,302,4,0,7,0,0,64,196,72,2,0,4,0,4,6,0,12,2,1,3,0,0,0
"05720 Kytäjä  (Hyvinkää)",105,25,39,41,25,0,16,0,0,23,4,6,3,0,0,1,2,0,0,4,2,15,4,0,0,0
"05800 Hyvinkää Keskus  (Hyvinkää)",6814,22,1524,5268,22,0,813,30,23,658,1380,227,422,72,190,133,249,380,209,608,964,149,285,0,0,0
"05810 Martti  (Hyvinkää)",722,0,109,613,0,0,9,0,0,100,212,40,22,3,1,10,64,10,0,62,139,6,44,0,0,0
"05820 Mustamännistö  (Hyvinkää)",865,11,452,402,11,0,328,0,0,124,75,59,28,6,0,3,33,27,0,52,97,4,18,0,0,0
"05830 Kirjavatolppa-Kruununpuisto  (Hyvinkää)",3727,4,2540,1183,4,14,1992,0,0,534,399,131,67,15,6,1,265,40,60,98,72,10,19,0,0,0
"05840 Hyvinkäänkylä-Vehkoja  (Hyvinkää)",2407,11,380,2016,11,0,150,0,9,221,315,51,25,19,1,4,47,18,0,78,1436,1,21,0,0,0
"05850 Hyvinkää, sairaala-alue  (Hyvinkää)",29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"05860 Talvisilta  (Hyvinkää)",67,0,13,54,0,0,3,0,0,10,8,9,13,0,0,0,9,3,0,3,2,0,7,0,0,0
"05880 Paavola-Vaivero  (Hyvinkää)",370,1,78,291,1,0,35,0,21,22,76,73,5,1,1,3,24,8,0,19,48,22,11,0,0,0
"05900 Vieremä  (Hyvinkää)",1469,1,168,1300,1,1,6,0,35,126,57,38,29,3,0,1,158,128,169,76,567,63,11,0,0,0
"05950 Ridasjärvi  (Hyvinkää)",223,7,101,115,7,0,93,0,0,8,4,34,0,1,0,0,2,0,0,5,67,1,1,0,0,0
"06100 Porvoo Keskus  (Porvoo)",7684,40,388,7256,40,0,90,74,34,190,1177,373,605,132,222,129,327,479,702,978,1504,210,418,0,0,0
"06150 Kevätkumpu  (Porvoo)",4301,22,1912,2367,22,3,1556,0,52,301,728,418,40,34,3,4,83,62,3,29,913,23,27,0,0,0
"06200 Porvoo itäinen  (Porvoo)",437,50,136,251,50,0,17,0,10,109,9,19,15,3,2,2,13,15,0,5,155,8,5,0,0,0
"06400 Gammelbacka  (Porvoo)",746,0,81,665,0,0,13,0,7,61,54,37,162,5,1,0,21,37,0,190,102,5,51,0,0,0
"06450 Eestinmäki-Ernestas  (Porvoo)",899,3,412,484,3,0,186,0,0,226,152,40,8,3,0,12,40,35,0,158,34,0,2,0,0,0
"06500 Saksala-Suomenkylä  (Porvoo)",236,28,114,94,28,1,6,0,0,107,16,23,3,1,0,0,12,6,0,12,13,6,2,0,0,0
"06530 Kerkkoo  (Porvoo)",101,19,19,63,19,0,6,0,0,13,14,22,1,1,1,0,3,3,0,8,7,2,1,0,0,0
"06650 Hamari  (Porvoo)",113,1,39,73,1,0,13,0,0,26,9,2,10,0,0,0,10,1,0,13,19,0,9,0,0,0
"06750 Tolkkinen  (Porvoo)",133,1,41,91,1,0,13,0,0,28,3,17,1,2,0,1,7,2,1,40,16,0,1,0,0,0
"06830 Kulloonkylä  (Porvoo)",129,14,24,91,14,0,11,0,0,13,9,26,14,3,0,0,3,2,0,16,8,6,4,0,0,0
"06850 Kulloo  (Porvoo)",3419,0,2792,627,0,0,2551,0,0,241,9,32,10,0,0,0,489,59,0,1,27,0,0,0,0,0
"06880 Kärrby  (Sipoo)",51,4,22,25,4,0,2,0,0,20,4,6,5,1,0,0,7,1,0,0,0,0,1,0,0,0
"06950 Emäsalo  (Porvoo)",90,7,58,25,7,0,10,0,0,48,6,0,11,1,0,0,1,1,0,0,0,5,0,0,0,0
"07110 Hinthaara  (Porvoo)",173,13,37,123,13,0,14,0,0,23,28,5,9,0,0,1,5,10,0,31,31,2,1,0,0,0
"07130 Anttila  (Porvoo)",46,13,29,4,13,0,0,0,0,29,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
"07150 Laukkoski  (Pornainen)",134,13,46,75,13,0,0,0,1,45,4,25,0,1,0,1,8,19,0,12,0,4,1,0,0,0
"07170 Keski-Pornainen  (Pornainen)",556,26,108,422,26,0,6,0,0,102,46,44,17,7,8,5,11,35,34,77,120,10,8,0,0,0
"07190 Halkia  (Pornainen)",209,37,74,98,37,0,5,0,1,68,5,19,0,1,0,2,9,4,0,21,29,5,3,0,0,0
"07220 Kaarenkylä  (Porvoo)",39,11,11,17,11,0,4,0,0,7,1,2,0,2,0,2,1,1,0,0,8,0,0,0,0,0
"07230 Monninkylä  (Askola)",557,27,359,171,27,0,220,0,0,139,32,21,1,0,6,0,5,2,0,72,29,0,3,0,0,0
"07280 Ilola  (Porvoo)",98,25,18,55,25,0,1,0,0,17,2,7,8,5,0,1,6,4,0,7,14,0,1,0,0,0
"07310 Sannainen  (Porvoo)",75,7,15,53,7,0,1,0,0,14,5,23,9,0,0,0,1,1,0,13,0,0,1,0,0,0
"07320 Jakari-Sannäs  (Porvoo)",48,4,28,16,4,0,9,0,0,19,3,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"07350 Gäddrag  (Porvoo)",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07360 Tirmo  (Porvoo)",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"07370 Pellinki  (Porvoo)",12,2,6,4,2,0,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"07390 Suurpellinki  (Porvoo)",34,8,6,20,8,0,3,0,0,3,2,2,0,0,0,0,1,0,15,0,0,0,0,0,0,0
"07410 Kråkö  (Porvoo)",28,0,9,19,0,0,3,0,0,6,6,0,0,0,0,0,4,1,0,5,2,1,0,0,0,0
"07450 Voolahti  (Porvoo)",121,0,15,106,0,0,4,0,1,10,2,39,0,0,0,1,3,1,0,12,47,0,1,0,0,0
"07500 Askola Kirkonkylä  (Askola)",318,14,24,280,14,0,1,0,1,22,25,1,2,0,5,1,3,9,34,13,154,7,26,0,0,0
"07510 Vakkola  (Askola)",169,11,79,79,11,0,7,0,0,72,5,9,5,0,1,0,7,1,1,44,6,0,0,0,0,0
"07530 Onkimaa  (Askola)",26,17,3,6,17,0,1,0,1,1,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"07550 Torpinkylä  (Pukkila)",36,8,6,22,8,1,0,0,0,5,6,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"07560 Pukkila Keskus  (Pukkila)",367,46,99,222,46,0,22,0,0,77,27,43,8,0,5,1,19,12,20,27,44,3,13,0,0,0
"07565 Kantele  (Pukkila)",27,15,9,3,15,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"07580 Tiilää  (Askola)",27,1,19,7,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"07590 Huuvari-Tiilää  (Askola)",132,31,17,84,31,0,4,0,0,13,6,34,3,0,0,0,12,10,0,12,5,0,2,0,0,0
"07600 Myrskylä Keskus  (Myrskylä)",401,68,100,233,68,3,56,0,0,41,42,20,6,0,12,4,12,9,15,28,66,4,15,0,0,0
"07680 Juornaankylä  (Askola)",54,24,12,18,24,0,0,0,0,12,1,3,0,0,0,1,0,2,0,10,1,0,0,0,0,0
"07690 Kankkila  (Myrskylä)",14,11,1,2,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"07700 Koskenkylän saha-alue  (Loviisa)",159,26,47,86,26,0,18,0,0,29,10,12,0,0,3,0,3,0,0,22,32,2,2,0,0,0
"07720 Malmgård  (Loviisa)",17,9,4,4,9,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"07740 Gammelby  (Loviisa)",120,16,25,79,16,0,1,0,0,24,47,13,12,0,0,0,2,0,0,0,5,0,0,0,0,0
"07750 Isnäs  (Loviisa)",73,15,19,39,15,0,0,0,0,19,1,5,7,0,0,0,3,2,0,10,5,6,0,0,0,0
"07780 Härkäpää  (Loviisa)",26,7,8,11,7,0,1,0,0,7,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"07800 Lapinjärvi Keskus  (Lapinjärvi)",357,18,63,276,18,0,29,1,1,32,40,8,8,1,5,1,6,7,18,20,143,2,17,0,0,0
"07810 Ingermaninkylä  (Lapinjärvi)",105,5,21,79,5,0,12,0,3,6,30,2,0,0,0,0,5,0,0,33,9,0,0,0,0,0
"07820 Porlammi  (Lapinjärvi)",143,42,38,63,42,0,29,0,0,9,5,9,0,0,0,1,3,5,0,37,0,1,2,0,0,0
"07830 Pukaro  (Lapinjärvi)",126,49,15,62,49,0,1,0,0,14,30,5,22,0,0,0,0,0,0,4,1,0,0,0,0,0
"07840 Lindkoski  (Lapinjärvi)",36,18,2,16,18,0,1,0,0,1,6,5,0,0,0,0,0,2,0,0,1,0,2,0,0,0
"07850 Heikinkylä  (Lapinjärvi)",42,22,6,14,22,0,4,0,0,2,1,8,1,0,1,0,0,1,0,0,0,0,2,0,0,0
"07870 Skinnarby  (Loviisa)",72,29,23,20,29,0,6,0,0,17,1,7,0,1,0,0,0,1,0,0,6,0,4,0,0,0
"07880 Liljendal Keskus  (Loviisa)",329,36,65,228,36,0,48,0,0,17,10,58,25,0,1,1,5,61,0,8,30,3,26,0,0,0
"07890 Mickelspiltom  (Loviisa)",34,23,4,7,23,0,0,0,0,4,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0
"07900 Loviisa Keskus  (Loviisa)",3045,52,1133,1860,52,0,481,560,19,73,374,103,139,56,35,13,92,131,194,228,388,21,86,0,0,0
"07910 Valko  (Loviisa)",286,5,97,184,5,0,74,0,0,23,6,114,0,0,0,5,2,3,0,8,46,0,0,0,0,0
"07920 Etelä-Harju  (Loviisa)",114,0,43,71,0,0,7,0,0,36,6,19,2,0,0,0,2,2,0,0,26,12,2,0,0,0
"07930 Pernaja Kirkonkylä  (Loviisa)",158,10,16,132,10,0,10,0,0,6,4,8,24,1,0,0,11,1,0,5,68,3,7,0,0,0
"07940 Määrlahti  (Loviisa)",113,1,21,91,1,0,6,0,0,15,10,3,3,0,0,0,3,2,0,0,69,0,0,1,0,0
"07945 Kuggom  (Loviisa)",132,12,31,89,12,0,11,0,0,20,20,25,0,2,0,1,0,0,0,28,11,1,1,0,0,0
"07955 Tesjoki  (Loviisa)",288,11,95,182,11,1,54,0,5,35,33,34,4,0,0,2,9,3,0,7,87,2,1,0,0,0
"07960 Ahvenkoski  (Loviisa)",15,1,6,8,1,0,5,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,2,0,0,0
"07970 Ruotsinpyhtää Keskus  (Loviisa)",296,3,238,55,3,0,231,0,0,7,0,6,7,0,10,1,2,2,1,4,11,1,10,0,0,0
"07980 Kuninkaankylä  (Loviisa)",30,8,16,6,8,0,0,0,0,16,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"07990 Ruotsinkylä-Koskisto  (Loviisa)",54,29,1,24,29,0,0,0,0,1,7,8,2,0,0,0,1,1,0,4,1,0,0,0,0,0
"08100 Lohja Keskus  (Lohja)",4912,15,596,4301,15,2,483,5,16,90,453,78,310,60,179,68,253,391,482,548,1123,130,226,0,0,0
"08150 Keskilohja  (Lohja)",1673,27,833,813,27,0,658,0,20,155,173,249,19,13,2,3,70,27,0,42,146,41,28,0,0,0
"08200 Ojamo  (Lohja)",1645,3,82,1560,3,0,27,0,0,55,403,5,38,8,0,5,21,62,83,37,848,5,45,0,0,0
"08350 Routio  (Lohja)",251,5,45,201,5,0,8,0,0,37,90,8,2,1,1,0,9,6,0,46,23,3,12,0,0,0
"08360 Kisakallio  (Lohja)",94,0,13,81,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
"08450 Hormajärvi  (Lohja)",278,1,38,239,1,0,31,0,0,7,6,13,2,0,0,1,2,0,0,48,167,0,0,0,0,0
"08480 Karstu  (Lohja)",31,4,12,15,4,0,1,0,0,11,10,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0
"08500 Ventelä-Millola  (Lohja)",1942,35,743,1164,35,1,428,11,29,274,504,55,40,9,4,7,96,28,0,101,285,9,26,0,0,0
"08680 Muijala  (Lohja)",655,6,401,248,6,0,297,0,0,104,51,57,2,30,0,1,4,3,0,22,70,1,7,0,0,0
"08700 Virkkala  (Lohja)",1058,41,257,760,41,0,74,1,7,175,161,121,31,8,12,11,35,40,0,142,164,7,28,0,0,0
"08800 Kirkniemi  (Lohja)",849,13,711,125,13,0,639,0,0,72,3,40,5,3,0,0,7,8,0,17,39,3,0,0,0,0
"09120 Karjalohja  (Lohja)",395,28,43,324,28,0,7,0,0,36,22,14,81,0,2,0,14,27,9,9,130,2,14,0,0,0
"09220 Sammatti  (Lohja)",249,21,69,159,21,0,20,0,0,49,29,9,7,2,5,0,11,7,11,28,40,2,8,0,0,0
"09430 Saukkola  (Lohja)",465,46,172,247,46,0,132,0,0,40,60,57,11,6,10,1,8,12,0,9,61,6,6,0,0,0
"09520 Millola  (Lohja)",14,9,3,2,9,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"09630 Koisjärvi  (Lohja)",63,13,10,40,13,0,1,0,0,9,6,6,12,1,0,0,3,9,0,2,1,0,0,0,0,0
"09810 Nummi-Oinola  (Lohja)",362,27,35,300,27,0,0,0,0,35,32,5,0,0,1,0,29,27,29,101,68,2,6,0,0,0
"09930 Leppäkorpi  (Lohja)",38,13,8,17,13,0,2,0,0,6,3,5,0,0,0,0,1,2,0,0,6,0,0,0,0,0
