"Postal code area","Aged 18 or over, total, 2012 (KO)","Basic level studies, 2012 (KO)","With education, total, 2012 (KO)","Matriculation examination, 2012 (KO)","Vocational diploma, 2012 (KO)","Academic degree - Lower level university degree, 2012 (KO)","Academic degree - Higher level university degree, 2012 (KO)"
"00710 Pihlajamäki  (Helsinki)",9824,3477,6347,943,3569,900,935
"00720 Pukinmäki-Savela  (Helsinki)",6985,2194,4791,703,2591,766,731
"00730 Tapanila  (Helsinki)",8716,2105,6611,923,3226,1105,1357
"00740 Siltamäki  (Helsinki)",7886,2422,5464,903,3030,822,709
"00750 Puistola  (Helsinki)",7202,2138,5064,773,2685,799,807
"00760 Suurmetsä  (Helsinki)",5834,1396,4438,587,2328,675,848
"00770 Jakomäki  (Helsinki)",4825,2224,2601,381,1812,235,173
"00780 Tapaninvainio  (Helsinki)",5689,1464,4225,555,2121,685,864
"00790 Viikki  (Helsinki)",7584,1592,5992,1311,2004,1213,1464
"00800 Länsi-Herttoniemi  (Helsinki)",6016,1842,4174,768,1788,655,963
"00810 Herttoniemi  (Helsinki)",8990,2282,6708,1100,2957,1175,1476
"00820 Roihuvuori  (Helsinki)",6090,2005,4085,722,1941,666,756
"00830 Tammisalo  (Helsinki)",1721,282,1439,220,416,224,579
"00840 Laajasalo  (Helsinki)",6745,1475,5270,764,2219,872,1415
"00850 Jollas  (Helsinki)",2279,405,1874,279,656,269,670
"00860 Santahamina  (Helsinki)",333,29,304,29,133,54,88
"00870 Etelä-Laajasalo  (Helsinki)",3864,1306,2558,459,1265,349,485
"00880 Roihupellon teollisuusalue  (Helsinki)",52,23,29,2,22,3,2
"00890 Itäsalmi  (Helsinki)",1410,276,1134,140,501,166,327
"00900 Puotinharju  (Helsinki)",3383,1255,2128,369,1144,311,304
"00910 Puotila  (Helsinki)",5149,1740,3409,598,1753,518,540
"00920 Myllypuro  (Helsinki)",8866,3231,5635,769,3164,765,937
"00930 Itäkeskus-Marjaniemi  (Helsinki)",5306,1785,3521,588,1678,485,770
"00940 Kontula  (Helsinki)",20334,8465,11869,1808,7433,1404,1224
"00950 Vartioharju  (Helsinki)",4326,1030,3296,453,1599,472,772
"00960 Pohjois-Vuosaari  (Helsinki)",5643,1864,3779,536,2232,508,503
"00970 Mellunkylä  (Helsinki)",8565,3028,5537,810,3507,656,564
"00980 Etelä-Vuosaari  (Helsinki)",17353,5889,11464,1665,6390,1658,1751
"00990 Aurinkolahti  (Helsinki)",5939,1376,4563,619,2054,813,1077
"01120 Västerskog  (Sipoo)",1010,285,725,82,400,115,128
"01150 Söderkulla  (Sipoo)",3289,832,2457,254,1282,462,459
"01180 Kalkkiranta  (Sipoo)",366,101,265,24,150,46,45
"01190 Box  (Sipoo)",776,236,540,59,336,79,66
"01200 Hakunila  (Vantaa)",9168,3641,5527,627,3758,640,502
"01230 Vaarala  (Vantaa)",2259,579,1680,215,957,280,228
"01260 Itä-Hakkila  (Vantaa)",3536,902,2634,306,1595,363,370
"01280 Länsimäki  (Vantaa)",7501,2551,4950,591,3149,701,509
"01300 Tikkurila  (Vantaa)",14378,4241,10137,1381,5782,1647,1327
"01340 Leinelä  (Vantaa)",329,93,236,39,142,34,21
"01350 Hiekkaharju  (Vantaa)",7069,2042,5027,666,3045,734,582
"01360 Koivukylä-Havukoski  (Vantaa)",9816,3522,6294,853,3994,900,547
"01370 Jokiniemi  (Vantaa)",4601,1213,3388,694,1769,554,371
"01380 Kuusikko-Hakkila  (Vantaa)",1445,371,1074,122,613,178,161
"01390 Ruskeasanta-Ilola  (Vantaa)",6312,1554,4758,581,2806,813,558
"01400 Rekola  (Vantaa)",5950,1775,4175,432,2600,599,544
"01420 Päiväkumpu  (Vantaa)",2273,591,1682,180,995,249,258
"01450 Korso  (Vantaa)",14129,4418,9711,1187,6089,1473,962
"01480 Mikkola  (Vantaa)",4966,1702,3264,395,2126,442,301
"01490 Nikinmäki  (Vantaa)",2577,609,1968,184,1129,335,320
"01510 Kirkonkylä-Veromäki  (Vantaa)",4070,1115,2955,407,1629,584,335
"01520 Tammisto  (Vantaa)",5436,873,4563,606,1897,1056,1004
"01530 Veromiehenkylä  (Vantaa)",456,162,294,44,179,51,20
"01600 Myyrmäki  (Vantaa)",13171,4087,9084,1341,5045,1491,1207
"01610 Kaivoksela  (Vantaa)",3402,924,2478,349,1349,418,362
"01620 Martinlaakso  (Vantaa)",9637,3043,6594,908,3822,1031,833
"01630 Hämeenkylä  (Vantaa)",1571,293,1278,142,637,255,244
"01640 Hämevaara  (Vantaa)",2149,533,1616,182,812,303,319
"01650 Vapaala  (Vantaa)",3276,822,2454,328,1297,379,450
"01660 Varisto  (Vantaa)",1868,559,1309,160,735,208,206
"01670 Vantaanlaakso  (Vantaa)",2119,480,1639,165,845,327,302
"01680 Askisto  (Vantaa)",1466,381,1085,138,594,175,178
"01690 Ylästö  (Vantaa)",3063,536,2527,266,1142,520,599
"01700 Kivistö  (Vantaa)",2061,454,1607,148,840,327,292
"01710 Pähkinärinne  (Vantaa)",3842,1091,2751,356,1488,505,402
"01720 Petikko  (Vantaa)",58,15,43,3,35,1,4
"01730 Vantaanpuisto  (Vantaa)",1763,534,1229,138,757,196,138
"01740 Tuupakan teollisuusalue  (Vantaa)",164,50,114,10,68,15,21
"01750 Keimola  (Vantaa)",623,162,461,55,269,77,60
"01760 Seutula  (Vantaa)",1613,564,1049,98,716,126,109
"01770 Martinlaakson teollisuusalue  (Vantaa)",.,.,.,.,.,.,.
"01800 Klaukkala Keskus  (Nurmijärvi)",5443,1536,3907,421,2352,606,528
"01810 Luhtajoki  (Nurmijärvi)",481,140,341,38,212,51,40
"01820 Haikala  (Nurmijärvi)",2416,492,1924,214,1052,351,307
"01830 Lepsämä  (Nurmijärvi)",1653,423,1230,108,816,159,147
"01840 Klaukkala  (Nurmijärvi)",2849,559,2290,225,1218,422,425
"01860 Perttula  (Nurmijärvi)",1550,441,1109,109,733,133,134
"01900 Nurmijärvi Keskus  (Nurmijärvi)",6588,1932,4656,413,2992,649,602
"01940 Palojoki  (Nurmijärvi)",575,169,406,32,261,67,46
"02100 Tapiola  (Espoo)",3383,592,2791,513,817,466,995
"02110 Otsolahti  (Espoo)",2253,308,1945,346,454,347,798
"02120 Länsikorkee-Hakalehto  (Espoo)",2368,391,1977,356,528,320,773
"02130 Pohjois-Tapiola  (Espoo)",4619,722,3897,599,1013,588,1697
"02140 Laajalahti-Friisinmäki  (Espoo)",2695,537,2158,301,682,335,840
"02150 Otaniemi  (Espoo)",3595,547,3048,2016,158,422,452
"02160 Westend  (Espoo)",2324,283,2041,320,467,320,934
"02170 Haukilahti  (Espoo)",4571,689,3882,615,1139,621,1507
"02180 Mankkaa  (Espoo)",4692,736,3956,499,1159,609,1689
"02200 Niittykumpu  (Espoo)",7017,1090,5927,866,1943,1109,2009
"02210 Olari-Kuitinmäki  (Espoo)",9022,1867,7155,1160,2697,1262,2036
"02230 Matinkylä  (Espoo)",15367,3825,11542,1954,4588,1959,3041
"02240 Friisilä  (Espoo)",1454,173,1281,165,400,193,523
"02260 Iivisniemi  (Espoo)",2815,637,2178,319,943,333,583
"02270 Suomenoja  (Espoo)",1614,307,1307,182,480,215,430
"02280 Puolarmetsä  (Espoo)",3167,738,2429,306,1109,412,602
"02290 Puolarmetsän sairaala  (Espoo)",26,..,..,..,..,..,..
"02300 Nöykkiö  (Espoo)",1779,316,1463,226,528,203,506
"02320 Kivenlahti  (Espoo)",12635,3351,9284,1318,4469,1460,2037
"02330 Kattilalaakso  (Espoo)",5651,994,4657,628,1758,774,1497
"02340 Latokaski  (Espoo)",3507,598,2909,364,1220,571,754
"02360 Espoonlahti  (Espoo)",7355,1854,5501,749,2420,860,1472
"02380 Suvisaaristo  (Espoo)",485,85,400,66,127,62,145
"02400 Kirkkonummi Keskus  (Kirkkonummi)",9221,2483,6738,796,3570,1127,1245
"02410 Gesterby  (Kirkkonummi)",1806,659,1147,141,748,149,109
"02420 Jorvas  (Kirkkonummi)",1335,266,1069,128,469,205,267
"02430 Masala  (Kirkkonummi)",2879,760,2119,218,1151,376,374
"02440 Luoma  (Kirkkonummi)",486,109,377,42,176,57,102
"02450 Sundsberg  (Kirkkonummi)",1046,102,944,102,289,204,349
"02460 Kantvik  (Kirkkonummi)",1246,298,948,114,467,160,207
"02470 Upinniemi  (Kirkkonummi)",266,63,203,23,148,22,10
"02480 Porkkala  (Kirkkonummi)",2918,580,2338,254,1112,423,549
"02490 Pikkala  (Siuntio)",254,80,174,17,96,20,41
"02510 Oitmäki  (Kirkkonummi)",370,96,274,31,155,33,55
"02520 Lapinkylä  (Kirkkonummi)",624,170,454,39,267,68,80
"02540 Kylmälä  (Kirkkonummi)",505,146,359,46,204,51,58
"02550 Evitskog  (Kirkkonummi)",656,190,466,50,276,71,69
"02570 Siuntio Kirkonkylä  (Siuntio)",1032,308,724,83,441,92,108
"02580 Siuntio Asemanseutu  (Siuntio)",2443,603,1840,191,1045,267,337
"02590 Lappers  (Siuntio)",184,56,128,13,66,24,25
"02600 Etelä-Leppävaara  (Espoo)",8433,1713,6720,1261,2408,1405,1646
"02610 Kilo  (Espoo)",4403,1063,3340,589,1195,645,911
"02620 Karakallio  (Espoo)",5967,1650,4317,550,2043,754,970
"02630 Nihtisilta  (Espoo)",2217,486,1731,212,653,338,528
"02650 Pohjois-Leppävaara  (Espoo)",8172,1823,6349,1054,2394,1324,1577
"02660 Lintuvaara  (Espoo)",4439,924,3515,566,1308,613,1028
"02680 Uusmäki  (Espoo)",476,79,397,50,167,54,126
"02700 Suur-Kauniainen  (Kauniainen)",6725,982,5743,935,1583,921,2304
"02710 Viherlaakso  (Espoo)",4804,1062,3742,471,1614,662,995
"02720 Laaksolahti-Lähderanta  (Espoo)",2087,458,1629,248,753,245,383
"02730 Laaksolahti  (Espoo)",3345,510,2835,369,1064,459,943
"02740 Karvasmäki-Kunnarla  (Espoo)",1897,412,1485,136,714,299,336
"02750 Sepänkylä  (Espoo)",4138,732,3406,412,1234,650,1110
"02760 Espoon Keskus Itäinen  (Espoo)",11039,3157,7882,1101,3733,1448,1600
"02770 Espoon Keskus Läntinen  (Espoo)",7675,2325,5350,805,2699,864,982
"02780 Kauklahti  (Espoo)",5536,1378,4158,540,1864,744,1010
"02810 Kumpyöli-Karhusuo  (Espoo)",1187,232,955,110,435,191,219
"02820 Nupuri-Nuuksio  (Espoo)",1110,321,789,98,408,116,167
"02860 Siikajärvi  (Espoo)",532,132,400,63,228,51,58
"02880 Veikkola  (Kirkkonummi)",4066,895,3171,317,1621,545,688
"02920 Niipperi  (Espoo)",3394,803,2591,262,1359,426,544
"02940 Lippajärvi  (Espoo)",7362,1562,5800,624,2742,1044,1390
"02970 Kalajärvi  (Espoo)",2607,675,1932,190,1075,332,335
"02980 Lakisto  (Espoo)",368,156,212,19,155,28,10
"03100 Nummela  (Vihti)",11151,3025,8126,786,5079,1275,986
"03150 Huhmari  (Vihti)",618,161,457,39,280,62,76
"03220 Tervalampi  (Vihti)",482,139,343,28,208,53,54
"03250 Ojakkala  (Vihti)",1432,372,1060,94,656,163,147
"03300 Otalampi  (Vihti)",1767,479,1288,113,838,201,136
"03320 Selki  (Vihti)",255,68,187,14,133,24,16
"03400 Vihti Kirkonkylä  (Vihti)",4929,1471,3458,319,2321,451,367
"03430 Jokikunta  (Vihti)",378,100,278,27,193,33,25
"03600 Karkkila Keskus  (Karkkila)",5380,2022,3358,235,2546,356,221
"03620 Polari  (Karkkila)",1663,650,1013,71,772,118,52
"03710 Uusitalo  (Karkkila)",157,49,108,9,78,14,7
"03790 Vihtijärvi  (Vihti)",407,137,270,28,168,44,30
"03810 Ikkala  (Lohja)",507,185,322,17,269,27,9
"03850 Pusula  (Lohja)",1396,536,860,76,655,74,55
"03870 Hyönölä  (Lohja)",156,59,97,9,71,6,11
"04130 Nikkilä  (Sipoo)",5325,1435,3890,404,2331,513,642
"04150 Martinkylä  (Sipoo)",491,118,373,44,226,50,53
"04170 Paippinen  (Sipoo)",922,272,650,57,429,93,71
"04200 Kerava Keskus  (Kerava)",9243,2852,6391,717,3758,986,930
"04220 Ahjo-Kaskela  (Kerava)",3618,1017,2601,289,1580,413,319
"04230 Pihkaniitty  (Kerava)",5631,1227,4404,434,2495,811,664
"04240 Talma  (Sipoo)",941,250,691,78,447,88,78
"04250 Alikerava  (Kerava)",3853,1103,2750,344,1754,398,254
"04260 Savio  (Kerava)",4861,1473,3388,357,2193,480,358
"04300 Hyrylä  (Tuusula)",7717,2104,5613,514,3322,892,885
"04310 Tuusula Keskus  (Tuusula)",1945,397,1548,171,794,242,341
"04320 Riihikallio  (Tuusula)",3400,934,2466,276,1540,382,268
"04330 Lahela  (Tuusula)",1545,325,1220,123,644,221,232
"04340 Mattila  (Tuusula)",1734,431,1303,129,753,228,193
"04350 Nahkela  (Tuusula)",388,110,278,26,182,43,27
"04360 Ruotsinkylä-Kiilinmäki  (Tuusula)",923,293,630,61,431,82,56
"04370 Rusutjärvi  (Tuusula)",584,146,438,40,300,60,38
"04380 Tuomala  (Tuusula)",439,89,350,31,217,51,51
"04390 Jäniksenlinna  (Tuusula)",340,84,256,20,194,31,11
"04400 Loutti  (Järvenpää)",7657,1969,5688,678,3354,848,808
"04410 Järvenpää Keskus  (Järvenpää)",7664,2208,5456,585,3485,740,646
"04420 Kyrölä  (Järvenpää)",3084,610,2474,252,1427,418,377
"04430 Kinnari-Mikonkorpi  (Järvenpää)",6796,1421,5375,517,3198,896,764
"04440 Jamppa  (Järvenpää)",3553,1299,2254,227,1567,274,186
"04460 Nummenkylä  (Järvenpää)",1338,272,1066,76,674,195,121
"04480 Haarajoki  (Järvenpää)",1500,371,1129,84,722,174,149
"04500 Kellokoski  (Tuusula)",4170,1117,3053,231,2118,459,245
"04530 Ohkola  (Mäntsälä)",659,156,503,34,354,79,36
"04600 Mäntsälä Keskus  (Mäntsälä)",7141,2412,4729,364,3312,641,412
"04620 Kaunismäki  (Mäntsälä)",1127,199,928,75,520,172,161
"04630 Sääksjärvi  (Mäntsälä)",641,208,433,31,330,40,32
"04660 Numminen  (Mäntsälä)",1245,399,846,65,633,103,45
"04680 Hirvihaara  (Mäntsälä)",475,149,326,27,233,40,26
"04740 Sälinkää  (Mäntsälä)",915,328,587,39,460,62,26
"04770 Sahakylä  (Mäntsälä)",163,54,109,13,80,7,9
"04820 Kaukalampi  (Mäntsälä)",234,72,162,12,124,10,16
"04840 Hautjärvi  (Mäntsälä)",198,80,118,9,87,11,11
"04920 Saarentaus  (Mäntsälä)",244,68,176,13,145,14,4
"04940 Levanto  (Mäntsälä)",202,72,130,12,100,11,7
"05100 Röykkä  (Nurmijärvi)",1634,455,1179,100,825,157,97
"05200 Rajamäki  (Nurmijärvi)",4697,1352,3345,254,2247,462,382
"05250 Kiljava  (Nurmijärvi)",147,47,100,11,68,13,8
"05400 Jokela  (Tuusula)",4782,1323,3459,337,2183,536,403
"05430 Nuppulinna  (Tuusula)",797,235,562,47,398,54,63
"05450 Nukari  (Nurmijärvi)",803,216,587,51,403,72,61
"05460 Hakalanmäki-Hakala  (Hyvinkää)",2705,660,2045,150,1433,304,158
"05470 Palopuro  (Hyvinkää)",249,74,175,17,128,15,15
"05510 Päivärinta  (Hyvinkää)",364,124,240,13,177,26,24
"05620 Noppo  (Nurmijärvi)",961,255,706,47,498,85,76
"05720 Kytäjä  (Hyvinkää)",355,105,250,15,178,27,30
"05800 Hyvinkää Keskus  (Hyvinkää)",7864,2557,5307,553,3479,730,545
"05810 Martti  (Hyvinkää)",3606,687,2919,238,1705,520,456
"05820 Mustamännistö  (Hyvinkää)",3876,1093,2783,222,1882,399,280
"05830 Kirjavatolppa-Kruununpuisto  (Hyvinkää)",5817,1467,4350,348,2797,694,511
"05840 Hyvinkäänkylä-Vehkoja  (Hyvinkää)",2982,750,2232,156,1558,292,226
"05850 Hyvinkää, sairaala-alue  (Hyvinkää)",.,.,.,.,.,.,.
"05860 Talvisilta  (Hyvinkää)",1112,304,808,55,578,115,60
"05880 Paavola-Vaivero  (Hyvinkää)",2956,1131,1825,160,1405,161,99
"05900 Vieremä  (Hyvinkää)",3401,1068,2333,214,1448,341,330
"05950 Ridasjärvi  (Hyvinkää)",314,81,233,14,186,21,12
"06100 Porvoo Keskus  (Porvoo)",14668,4126,10542,1183,5912,1640,1807
"06150 Kevätkumpu  (Porvoo)",4593,1555,3038,293,2148,371,226
"06200 Porvoo itäinen  (Porvoo)",2023,610,1413,114,967,194,138
"06400 Gammelbacka  (Porvoo)",5202,1638,3564,271,2442,474,377
"06450 Eestinmäki-Ernestas  (Porvoo)",1613,432,1181,86,784,175,136
"06500 Saksala-Suomenkylä  (Porvoo)",1685,511,1174,92,804,158,120
"06530 Kerkkoo  (Porvoo)",617,154,463,30,326,56,51
"06650 Hamari  (Porvoo)",1143,331,812,63,550,98,101
"06750 Tolkkinen  (Porvoo)",1221,317,904,67,572,156,109
"06830 Kulloonkylä  (Porvoo)",795,221,574,46,379,77,72
"06850 Kulloo  (Porvoo)",18,..,..,..,..,..,..
"06880 Kärrby  (Sipoo)",282,84,198,21,125,23,29
"06950 Emäsalo  (Porvoo)",313,93,220,16,157,28,19
"07110 Hinthaara  (Porvoo)",1043,273,770,52,518,119,81
"07130 Anttila  (Porvoo)",472,158,314,28,192,57,37
"07150 Laukkoski  (Pornainen)",697,213,484,32,345,47,60
"07170 Keski-Pornainen  (Pornainen)",1763,524,1239,78,912,160,89
"07190 Halkia  (Pornainen)",1044,306,738,63,524,95,56
"07220 Kaarenkylä  (Porvoo)",250,72,178,10,131,16,21
"07230 Monninkylä  (Askola)",1186,342,844,59,611,105,69
"07280 Ilola  (Porvoo)",681,224,457,40,319,58,40
"07310 Sannainen  (Porvoo)",295,63,232,18,165,28,21
"07320 Jakari-Sannäs  (Porvoo)",350,119,231,13,171,29,18
"07350 Gäddrag  (Porvoo)",77,28,49,5,33,7,4
"07360 Tirmo  (Porvoo)",40,14,26,3,18,2,3
"07370 Pellinki  (Porvoo)",129,51,78,7,55,12,4
"07390 Suurpellinki  (Porvoo)",98,30,68,5,49,11,3
"07410 Kråkö  (Porvoo)",271,108,163,14,101,28,20
"07450 Voolahti  (Porvoo)",323,103,220,7,181,25,7
"07500 Askola Kirkonkylä  (Askola)",841,293,548,34,405,72,37
"07510 Vakkola  (Askola)",500,155,345,23,267,35,20
"07530 Onkimaa  (Askola)",251,97,154,17,108,24,5
"07550 Torpinkylä  (Pukkila)",242,74,168,11,135,12,10
"07560 Pukkila Keskus  (Pukkila)",1086,357,729,46,571,75,37
"07565 Kantele  (Pukkila)",221,66,155,14,120,13,8
"07580 Tiilää  (Askola)",55,20,35,2,27,4,2
"07590 Huuvari-Tiilää  (Askola)",482,141,341,25,260,35,21
"07600 Myrskylä Keskus  (Myrskylä)",1405,531,874,59,701,70,44
"07680 Juornaankylä  (Askola)",406,126,280,15,235,19,11
"07690 Kankkila  (Myrskylä)",114,34,80,6,63,8,3
"07700 Koskenkylän saha-alue  (Loviisa)",914,301,613,54,443,66,50
"07720 Malmgård  (Loviisa)",72,32,40,2,29,6,3
"07740 Gammelby  (Loviisa)",329,104,225,18,170,17,20
"07750 Isnäs  (Loviisa)",420,166,254,17,195,25,17
"07780 Härkäpää  (Loviisa)",156,62,94,7,74,7,6
"07800 Lapinjärvi Keskus  (Lapinjärvi)",757,321,436,25,326,52,33
"07810 Ingermaninkylä  (Lapinjärvi)",220,94,126,5,112,6,3
"07820 Porlammi  (Lapinjärvi)",452,182,270,16,207,22,25
"07830 Pukaro  (Lapinjärvi)",244,95,149,12,113,12,12
"07840 Lindkoski  (Lapinjärvi)",162,59,103,7,78,13,5
"07850 Heikinkylä  (Lapinjärvi)",253,84,169,10,125,16,18
"07870 Skinnarby  (Loviisa)",378,142,236,19,178,23,16
"07880 Liljendal Keskus  (Loviisa)",831,300,531,42,402,46,41
"07890 Mickelspiltom  (Loviisa)",171,59,112,6,91,10,5
"07900 Loviisa Keskus  (Loviisa)",3426,1302,2124,183,1450,288,203
"07910 Valko  (Loviisa)",949,363,586,45,446,69,26
"07920 Etelä-Harju  (Loviisa)",1187,432,755,56,541,105,53
"07930 Pernaja Kirkonkylä  (Loviisa)",543,179,364,31,257,45,31
"07940 Määrlahti  (Loviisa)",841,356,485,32,367,52,34
"07945 Kuggom  (Loviisa)",401,151,250,18,191,25,16
"07955 Tesjoki  (Loviisa)",977,366,611,36,451,70,54
"07960 Ahvenkoski  (Loviisa)",122,48,74,1,60,6,7
"07970 Ruotsinpyhtää Keskus  (Loviisa)",490,202,288,19,234,14,21
"07980 Kuninkaankylä  (Loviisa)",269,106,163,12,126,16,9
"07990 Ruotsinkylä-Koskisto  (Loviisa)",258,91,167,12,133,14,8
"08100 Lohja Keskus  (Lohja)",6587,2243,4344,380,2923,528,513
"08150 Keskilohja  (Lohja)",3917,1086,2831,197,1854,442,338
"08200 Ojamo  (Lohja)",3174,1146,2028,147,1576,188,117
"08350 Routio  (Lohja)",1974,629,1345,93,949,178,125
"08360 Kisakallio  (Lohja)",.,.,.,.,.,.,.
"08450 Hormajärvi  (Lohja)",271,107,164,12,114,22,16
"08480 Karstu  (Lohja)",201,64,137,9,100,18,10
"08500 Ventelä-Millola  (Lohja)",4914,1452,3462,262,2362,488,350
"08680 Muijala  (Lohja)",1288,299,989,68,595,174,152
"08700 Virkkala  (Lohja)",5786,1792,3994,242,2944,487,321
"08800 Kirkniemi  (Lohja)",1241,325,916,59,643,139,75
"09120 Karjalohja  (Lohja)",973,353,620,61,430,68,61
"09220 Sammatti  (Lohja)",1192,375,817,54,627,94,42
"09430 Saukkola  (Lohja)",1330,436,894,77,631,113,73
"09520 Millola  (Lohja)",101,36,65,10,47,4,4
"09630 Koisjärvi  (Lohja)",398,135,263,13,204,29,17
"09810 Nummi-Oinola  (Lohja)",815,315,500,47,331,58,64
"09930 Leppäkorpi  (Lohja)",243,92,151,17,112,13,9
"10120 Tähtelä  (Inkoo)",520,139,381,44,237,56,44
"10140 Päivölä  (Inkoo)",235,51,184,24,103,29,28
"10160 Degerby  (Inkoo)",654,178,476,56,277,67,76
"10210 Inkoo Keskus  (Inkoo)",2145,664,1481,136,907,227,211
"10230 Inkoo Asemanseutu  (Inkoo)",301,69,232,29,151,23,29
"10250 Fagervik  (Inkoo)",115,44,71,7,47,9,8
"10270 Barösund  (Inkoo)",123,46,77,5,56,8,8
"10300 Karjaa Keskus  (Raasepori)",6009,2139,3870,370,2530,507,463
"10320 Bäljars  (Raasepori)",1041,398,643,62,454,69,58
"10330 Pinjainen  (Raasepori)",484,140,344,27,222,57,38
"10350 Meltolan sairaala-alue  (Raasepori)",86,53,33,3,26,3,1
"10360 Mustio  (Raasepori)",1055,310,745,49,572,72,52
"10380 Kaunislahti  (Raasepori)",93,29,64,3,51,6,4
"10410 Åminnefors  (Raasepori)",333,148,185,19,131,21,14
"10420 Pohjankuru  (Raasepori)",1514,689,825,54,627,84,60
"10440 Bollsta  (Raasepori)",285,97,188,18,131,24,15
"10470 Fiskari  (Raasepori)",388,126,262,36,126,36,64
