"Postal code area","Aged 18 or over, total, 2012 (KO)","Basic level studies, 2012 (KO)","With education, total, 2012 (KO)","Matriculation examination, 2012 (KO)","Vocational diploma, 2012 (KO)","Academic degree - Lower level university degree, 2012 (KO)","Academic degree - Higher level university degree, 2012 (KO)"
"25730 Mjösund  (Kemiönsaari)",87,33,54,2,40,8,4
"25760 Kiila  (Kemiönsaari)",103,30,73,4,59,5,5
"25810 Mark  (Kemiönsaari)",55,17,38,1,32,3,2
"25820 Vestlax  (Kemiönsaari)",92,28,64,12,43,6,3
"25830 Västanfjärd Keskus  (Kemiönsaari)",414,139,275,20,209,28,18
"25840 Nivelax  (Kemiönsaari)",230,82,148,6,105,23,14
"25860 Björkboda  (Kemiönsaari)",281,118,163,15,115,21,12
"25870 Dragsfjärd  (Kemiönsaari)",823,361,462,36,343,47,36
"25900 Taalintehdas  (Kemiönsaari)",1261,632,629,49,464,75,41
"25910 Vänoxa  (Kemiönsaari)",8,..,..,..,..,..,..
"25930 Kasnäs  (Kemiönsaari)",59,25,34,3,23,6,2
"25940 Hiittinen  (Kemiönsaari)",68,19,49,4,31,10,4
"25950 Rosala-Kasnäs-Hitis  (Kemiönsaari)",105,43,62,10,45,4,3
"25960 Högsåra  (Kemiönsaari)",39,11,28,2,15,6,5
"26100 Rauma Keskus  (Rauma)",13363,4107,9256,1138,5749,1398,971
"26200 Merirauma-Kappelinluhta  (Rauma)",4093,980,3113,197,1939,556,421
"26410 Kaaro  (Rauma)",1114,266,848,52,584,150,62
"26510 Uotila  (Rauma)",2132,659,1473,81,1127,161,104
"26560 Kolla  (Rauma)",569,159,410,24,322,48,16
"26660 Paroalho  (Rauma)",4116,1221,2895,237,2128,355,175
"26720 Monnanummi  (Rauma)",286,78,208,9,141,44,14
"26740 Vasarainen  (Rauma)",435,128,307,15,246,36,10
"26820 Sampaanala  (Rauma)",1321,469,852,44,700,79,29
"26840 Kortela  (Rauma)",645,165,480,27,359,66,28
"26910 Unaja  (Rauma)",495,133,362,18,276,49,19
"26930 Vermuntila  (Rauma)",517,178,339,24,262,34,19
"26950 Voiluoto  (Rauma)",313,79,234,16,178,26,14
"27100 Eurajoki Keskus  (Eurajoki)",2566,879,1687,95,1247,214,131
"27110 Irjanne  (Eurajoki)",434,140,294,18,221,38,17
"27130 Eurajoki asemanseutu  (Eurajoki)",277,89,188,14,144,23,7
"27150 Lapijoki  (Eurajoki)",1012,321,691,40,536,81,34
"27160 Olkiluoto  (Eurajoki)",.,.,.,.,.,.,.
"27170 Kuivalahti  (Eurajoki)",299,106,193,15,148,19,11
"27220 Ala-Kieri  (Rauma)",497,145,352,20,273,49,10
"27230 Lappi  (Rauma)",1725,612,1113,73,850,138,52
"27250 Kodiksami  (Rauma)",109,36,73,1,62,5,5
"27260 Kuolimaa  (Rauma)",160,57,103,7,79,7,10
"27310 Kodisjoki  (Rauma)",411,120,291,8,239,33,11
"27320 Ihode  (Pyhäranta)",600,224,376,18,299,47,12
"27340 Reila  (Pyhäranta)",411,120,291,11,242,24,14
"27400 Kiukainen Keskus  (Eura)",1117,441,676,33,539,71,33
"27420 Panelia Asemanseutu  (Eura)",221,87,134,9,107,7,11
"27430 Panelia  (Eura)",1033,402,631,31,509,68,23
"27450 Harola  (Eura)",175,63,112,9,80,15,8
"27500 Kauttua  (Eura)",2571,832,1739,108,1320,204,107
"27510 Eura Keskus  (Eura)",3459,1348,2111,118,1623,230,140
"27600 Hinnerjoki  (Eura)",606,246,360,14,289,39,18
"27640 Honkilahti kk  (Eura)",260,139,121,6,99,12,4
"27650 Honkilahti  (Eura)",272,126,146,11,118,14,3
"27670 Mannila  (Eura)",152,68,84,2,75,4,3
"27710 Köyliö Keskus  (Köyliö)",924,345,579,28,475,51,25
"27730 Tuiskula  (Köyliö)",158,56,102,6,84,10,2
"27740 Voitoinen  (Köyliö)",153,62,91,3,81,6,1
"27750 Yttilä  (Köyliö)",295,114,181,8,149,16,8
"27800 Säkylä Keskus  (Säkylä)",2676,901,1775,113,1305,204,153
"27820 Iso-Vimma  (Säkylä)",654,220,434,26,329,50,29
"27840 Kakkuri  (Köyliö)",398,144,254,16,185,33,20
"27860 Vuori  (Köyliö)",283,100,183,16,145,17,5
"27910 Huovinrinne  (Säkylä)",152,29,123,14,75,20,14
"27920 Otajoki  (Säkylä)",240,79,161,10,136,11,4
"28100 Pori Keskus  (Pori)",11370,3218,8152,1173,4980,1145,854
"28120 Käppärä-Isomäki  (Pori)",3196,924,2272,253,1479,314,226
"28130 Impola  (Pori)",5058,1477,3581,420,2410,468,283
"28190 Pormestarinluoto  (Pori)",3246,1186,2060,143,1582,222,113
"28200 Toejoki  (Pori)",3828,947,2881,168,2054,442,217
"28220 Ruosniemi  (Pori)",3452,856,2596,121,1896,382,197
"28240 Isojoenranta  (Pori)",579,147,432,18,323,66,25
"28260 Harjunpää  (Ulvila)",757,221,536,23,418,61,34
"28300 Kalaholma-Väinölä  (Pori)",1962,377,1585,105,978,281,221
"28330 Koivistonluoto  (Pori)",2234,710,1524,100,1152,177,95
"28360 Vanhakoivisto  (Pori)",3616,1138,2478,136,1793,343,206
"28370 Sampola  (Pori)",2811,1211,1600,92,1327,120,61
"28400 Ulvila Keskus  (Ulvila)",4537,1274,3263,162,2353,458,290
"28430 Kartano-Harmaalinna  (Pori)",1340,299,1041,69,718,167,87
"28450 Vanha-Ulvila  (Ulvila)",3387,860,2527,126,1782,387,232
"28500 Keskussairaala-alue-Tiilimäki  (Pori)",694,237,457,66,296,67,28
"28540 Pinomäki  (Pori)",505,94,411,38,277,60,36
"28560 Lattomeri  (Pori)",382,113,269,11,202,43,13
"28580 Niittymaa  (Pori)",451,124,327,11,260,42,14
"28600 Vähärauma  (Pori)",3555,747,2808,231,1710,538,329
"28610 Musa-Tiiliruukki  (Pori)",3350,736,2614,230,1736,380,268
"28660 Pietniemi-Leppäkorpi  (Pori)",3014,643,2371,149,1623,386,213
"28760 Kyläsaari  (Pori)",1824,525,1299,62,978,178,81
"28800 Pihlava  (Pori)",3602,1239,2363,147,1856,256,104
"28840 Yyteri-Kaanaa  (Pori)",754,239,515,22,415,46,32
"28880 Mäntyluoto  (Pori)",373,118,255,20,190,31,14
"28900 Tahkoluoto-Reposaari  (Pori)",891,342,549,24,445,45,35
"29100 Luvia Keskus  (Luvia)",2428,691,1737,87,1247,241,162
"29180 Peränkylä  (Luvia)",204,85,119,3,93,19,4
"29200 Harjavalta Keskus  (Harjavalta)",6117,2117,4000,198,3159,421,222
"29250 Nakkila Keskus  (Nakkila)",3881,1317,2564,127,1934,329,174
"29270 Hormisto  (Nakkila)",375,154,221,11,177,22,11
"29280 Järvimaa  (Nakkila)",241,85,156,4,131,11,10
"29310 Kaasmarkku  (Ulvila)",470,144,326,15,247,44,20
"29320 Leineperi  (Ulvila)",182,49,133,4,105,17,7
"29340 Kullaa Keskus  (Ulvila)",789,286,503,18,405,58,22
"29350 Palus  (Ulvila)",235,92,143,3,118,15,7
"29570 Söörmarkku  (Pori)",687,176,511,12,378,86,35
"29600 Noormarkku Keskus  (Pori)",3818,1121,2697,118,2001,370,208
"29630 Pomarkku Keskus  (Pomarkku)",1643,646,997,53,801,83,60
"29640 Honkakoski  (Pomarkku)",251,109,142,10,115,13,4
"29680 Kairila  (Pori)",269,127,142,8,119,11,4
"29700 Ahlainen  (Pori)",666,278,388,21,323,29,15
"29720 Lamppi  (Pori)",164,69,95,2,81,8,4
"29740 Etelämaa  (Merikarvia)",95,39,56,8,43,3,2
"29750 Pohjansaha  (Pori)",96,43,53,4,40,6,3
"29760 Köörtilä  (Merikarvia)",73,28,45,2,35,6,2
"29790 Tuorila  (Merikarvia)",275,127,148,9,120,15,4
"29810 Siikainen Keskus  (Siikainen)",797,346,451,17,399,19,16
"29830 Sammi  (Siikainen)",177,77,100,2,85,8,5
"29860 Otamo  (Siikainen)",115,33,82,7,69,5,1
"29880 Leväsjoki-Saarineva  (Siikainen)",186,73,113,10,82,16,5
"29900 Merikarvia Keskus-Rannikko  (Merikarvia)",1924,820,1104,77,853,115,59
"29940 Kuvaskangas  (Merikarvia)",250,107,143,5,121,8,9
"30100 Forssa Keskus  (Forssa)",8860,2852,6008,413,4476,681,438
"30300 Viksberg  (Forssa)",2285,1017,1268,96,1057,86,29
"30420 Tölö  (Forssa)",4009,1412,2597,155,2058,250,134
"31110 Matku  (Forssa)",489,182,307,16,257,24,10
"31130 Koijärvi  (Forssa)",216,60,156,4,127,16,9
"31140 Menonen  (Urjala)",173,72,101,7,77,11,6
"31160 Nuutajärvi  (Urjala)",274,113,161,13,126,16,6
"31170 Savijoki  (Forssa)",168,51,117,4,95,13,5
"31230 Susikas  (Tammela)",177,67,110,6,93,7,4
"31250 Teuro  (Tammela)",177,52,125,8,88,20,9
"31300 Tammela Keskus  (Tammela)",2609,805,1804,107,1325,230,142
"31310 Mustiala  (Tammela)",101,17,84,13,64,3,4
"31340 Porras  (Tammela)",474,170,304,13,235,35,21
"31350 Vistinkoski  (Tammela)",198,85,113,7,88,14,4
"31370 Eerikkilän Urheiluopisto  (Tammela)",.,.,.,.,.,.,.
"31380 Letku-Torro  (Tammela)",264,98,166,14,126,14,12
"31400 Somero Keskus  (Somero)",5189,2182,3007,173,2372,293,169
"31410 Ylöpirtti  (Somero)",319,97,222,22,161,23,16
"31450 Häntälä  (Somero)",289,84,205,11,164,17,13
"31460 Hirsjärvi  (Somero)",220,88,132,12,99,11,10
"31470 Somerniemi  (Somero)",577,238,339,20,253,26,40
"31490 Terttilä  (Somero)",207,80,127,4,102,14,7
"31500 Koski Tl  (Koski Tl)",2021,780,1241,86,951,123,81
"31520 Pitkäjärvi  (Somero)",408,143,265,20,209,23,13
"31530 Pyöli  (Somero)",310,113,197,11,159,15,12
"31600 Jokioinen Keskus  (Jokioinen)",3038,946,2092,105,1563,205,219
"31610 Vaulammi  (Jokioinen)",377,117,260,10,206,22,22
"31620 Latovainio  (Jokioinen)",338,106,232,16,187,19,10
"31630 Minkiö  (Jokioinen)",445,151,294,16,238,26,14
"31640 Humppila Keskus  (Humppila)",1808,687,1121,49,939,78,55
"31650 Venäjänkangas  (Humppila)",161,43,118,4,94,11,9
"31700 Urjala Asemanseutu-Hanhisuo  (Urjala)",1189,407,782,33,645,65,39
"31720 Urjalankylä-Kehro  (Urjala)",334,117,217,12,169,25,11
"31730 Honkola  (Urjala)",109,46,63,5,46,7,5
"31750 Kehro  (Urjala)",54,30,24,1,20,1,2
"31760 Urjala Keskus  (Urjala)",1691,712,979,69,753,95,62
"31810 Oriniemi  (Punkalaidun)",341,115,226,19,175,24,8
"31830 Halkivaha  (Urjala)",253,114,139,9,115,11,4
"31850 Koskioinen  (Punkalaidun)",130,46,84,8,64,10,2
"31860 Tursa  (Urjala)",270,99,171,17,137,9,8
"31900 Punkalaidun Keskus  (Punkalaidun)",1693,684,1009,71,768,111,59
"31930 Vanttila  (Punkalaidun)",88,25,63,3,51,7,2
"31950 Sadonmaa  (Punkalaidun)",151,57,94,10,69,8,7
"31960 Orisuo  (Loimaa)",67,30,37,0,32,3,2
"31970 Kanteenmaa  (Punkalaidun)",139,50,89,4,73,9,3
"32100 Ypäjä Keskus  (Ypäjä)",1748,594,1154,72,920,98,64
"32140 Ypäjä Asemanseutu  (Ypäjä)",254,73,181,8,148,15,10
"32200 Loimaa Keskus  (Loimaa)",6873,2265,4608,301,3499,488,320
"32210 Loimaa kk  (Loimaa)",2039,643,1396,68,1099,155,74
"32250 Kojonkulma  (Loimaa)",240,71,169,11,132,19,7
"32260 Kojonperä  (Loimaa)",151,52,99,7,78,11,3
"32270 Metsämaa-Murto  (Loimaa)",401,137,264,11,212,26,15
"32280 Metsäkorpi  (Loimaa)",138,49,89,5,72,8,4
"32300 Mellilä  (Loimaa)",1099,407,692,39,563,59,31
"32410 Niinijoki  (Loimaa)",462,135,327,19,242,31,35
"32430 Ylhäinen  (Loimaa)",78,25,53,2,41,7,3
"32440 Alastaro Keskus  (Loimaa)",1561,594,967,43,795,87,42
"32450 Tammiainen  (Loimaa)",227,81,146,2,129,8,7
"32500 Oripää Keskus  (Oripää)",932,391,541,29,442,45,25
"32520 Latva  (Oripää)",132,47,85,4,73,1,7
"32560 Virttaa  (Loimaa)",369,130,239,8,200,20,11
"32610 Vampula Keskus  (Huittinen)",898,358,540,28,436,48,28
"32620 Rutava  (Huittinen)",350,131,219,18,173,21,7
"32700 Huittinen Keskus  (Huittinen)",6574,2304,4270,290,3245,484,251
"32710 Sampu  (Huittinen)",484,136,348,25,263,41,19
"32730 Keikyä  (Sastamala)",645,218,427,18,330,52,27
"32740 Äetsä Keskus  (Sastamala)",1567,670,897,53,706,95,43
"32760 Suttila  (Huittinen)",159,58,101,7,82,7,5
"32770 Huhtamo  (Huittinen)",202,63,139,13,110,12,4
"32800 Kokemäki Keskus  (Kokemäki)",3530,1280,2250,127,1716,246,161
"32810 Peipohja  (Kokemäki)",1570,521,1049,65,825,105,54
"32830 Riste  (Kokemäki)",421,152,269,16,224,20,9
"32860 Korkeaoja  (Kokemäki)",141,46,95,5,71,14,5
"32910 Kauvatsa Asemanseutu  (Kokemäki)",254,87,167,20,132,10,5
"32920 Kauvatsa  (Kokemäki)",532,232,300,24,237,28,11
"33100 Tampere Keskus  (Tampere)",14856,2420,12436,2823,4909,2337,2367
"33180 Lapinniemi-Käpylä  (Tampere)",2169,685,1484,244,671,249,320
"33200 Tampere Keskus Läntinen  (Tampere)",6022,1099,4923,1063,2006,881,973
"33210 Itä-Amuri-Tammerkoski  (Tampere)",5364,1156,4208,803,1913,747,745
"33230 Länsi-Amuri  (Tampere)",5162,956,4206,579,1786,773,1068
"33240 Tahmela  (Tampere)",1363,205,1158,145,444,186,383
"33250 Pispala  (Tampere)",1907,328,1579,209,695,293,382
"33270 Epilä  (Tampere)",6033,1287,4746,518,2578,801,849
"33300 Rahola  (Tampere)",3686,813,2873,276,1626,445,526
"33310 Tesoma  (Tampere)",6006,1996,4010,345,2964,388,313
"33330 Myllypuro-Kalkku  (Tampere)",2671,655,2016,188,1331,284,213
"33340 Haukiluoma-Ikuri  (Tampere)",3978,938,3040,230,1995,430,385
"33380 Pitkäniemi  (Nokia)",18,..,..,..,..,..,..
"33400 Luoteis-Tampere  (Tampere)",5421,1267,4154,388,2549,581,636
"33410 Lentävänniemi  (Tampere)",3714,1039,2675,209,1885,328,253
"33420 Lamminpää  (Tampere)",1668,424,1244,112,784,157,191
"33430 Vuorentausta  (Ylöjärvi)",2261,497,1764,134,1187,247,196
"33450 Siivikkala  (Ylöjärvi)",2076,389,1687,126,1034,270,257
"33470 Ylöjärvi Keskus  (Ylöjärvi)",4762,1444,3318,224,2367,409,318
"33480 Manninmäki-Haavisto  (Ylöjärvi)",4950,1021,3929,250,2478,662,539
"33500 Osmonmäki-Petsamo  (Tampere)",9843,2175,7668,1523,3381,1270,1494
"33520 Keskussairaala-alue-Kauppi  (Tampere)",789,156,633,95,276,101,161
"33530 Kissanmaa  (Tampere)",4036,861,3175,532,1670,498,475
"33540 Kaleva  (Tampere)",7539,1561,5978,1416,2685,1022,855
"33560 Takahuhti  (Tampere)",8230,1951,6279,739,3439,974,1127
"33580 Atala-Linnainmaa  (Tampere)",11113,2314,8799,730,5259,1480,1330
"33610 Olkahinen-Tasanne  (Tampere)",2976,529,2447,175,1425,404,443
"33680 Aitolahti  (Tampere)",1360,349,1011,71,662,156,122
"33700 Messukylä  (Tampere)",1403,227,1176,165,527,201,283
"33710 Kaukajärvi  (Tampere)",13860,3366,10494,1268,6049,1488,1689
"33720 Hervanta  (Tampere)",19995,5500,14495,3670,6760,1919,2146
"33730 Leinola-Vehmainen  (Tampere)",1404,280,1124,84,698,163,179
"33800 Nekala  (Tampere)",4130,1009,3121,441,1630,495,555
"33820 Koivistonkylä  (Tampere)",7269,1537,5732,670,2987,894,1181
"33840 Peltolammi  (Tampere)",3003,822,2181,316,1374,306,185
"33850 Multisilta  (Tampere)",2023,607,1416,129,1057,137,93
"33870 Vuores  (Tampere)",583,101,482,56,226,90,110
"33880 Höytämö  (Lempäälä)",2852,697,2155,161,1325,350,319
"33900 Härmälä-Rantaperkiö  (Tampere)",8435,1896,6539,876,3542,1123,998
"33920 Toivio  (Pirkkala)",836,147,689,52,370,117,150
"33950 Killo  (Pirkkala)",3955,732,3223,283,1736,560,644
"33960 Suuppa  (Pirkkala)",7597,1601,5996,435,3421,1008,1132
"33980 Pirkkala kk  (Pirkkala)",975,202,773,57,498,108,110
"34110 Lakiala  (Ylöjärvi)",800,160,640,43,422,95,80
"34130 Ylinen  (Ylöjärvi)",934,215,719,51,482,95,91
"34140 Mutala  (Ylöjärvi)",520,120,400,24,288,60,28
"34150 Kyrönlahti  (Ylöjärvi)",309,94,215,10,181,16,8
"34180 Länsi-Teisko  (Ylöjärvi)",132,43,89,6,67,8,8
"34240 Kämmenteisko  (Tampere)",1141,262,879,47,616,119,97
"34260 Terälahti  (Tampere)",711,205,506,29,343,64,70
"34270 Velaatta  (Tampere)",259,93,166,9,135,14,8
"34300 Kuru Keskus  (Ylöjärvi)",1300,498,802,31,636,86,49
"34320 Parkkuu  (Ylöjärvi)",194,59,135,6,113,8,8
"34330 Poikelus  (Ylöjärvi)",219,69,150,8,123,12,7
"34410 Murole  (Ruovesi)",144,55,89,10,63,10,6
"34420 Muroleen Kanava  (Ruovesi)",38,9,29,3,24,2,0
"34430 Kekkonen  (Ruovesi)",119,34,85,7,65,10,3
"34450 Jäminkipohja  (Ruovesi)",325,137,188,11,165,7,5
"34510 Luode  (Ylöjärvi)",85,34,51,2,43,5,1
"34530 Länsi-Aure  (Ylöjärvi)",56,23,33,1,30,1,1
"34550 Itä-Aure  (Ylöjärvi)",162,83,79,2,70,3,4
"34600 Ruovesi Keskus-Nenonen  (Ruovesi)",2299,850,1449,78,1142,137,92
"34640 Mustajärvi  (Ruovesi)",187,69,118,8,91,3,16
"34710 Vaskivesi  (Virrat)",315,102,213,3,169,27,14
"34730 Vaskuu  (Virrat)",88,34,54,0,49,4,1
"34740 Koro  (Virrat)",77,14,63,2,53,8,0
"34770 Kurjenkylä  (Virrat)",197,72,125,8,104,7,6
"34800 Virrat Keskus  (Virrat)",4116,1480,2636,170,2009,286,171
"34870 Visuvesi  (Ruovesi)",540,244,296,16,254,15,11
"34910 Äijänneva  (Virrat)",101,45,56,3,50,2,1
"34930 Liedenpohja  (Virrat)",285,109,176,12,143,13,8
"34950 Ohtola  (Virrat)",165,54,111,2,97,9,3
"34970 Toisvesi  (Virrat)",95,28,67,3,53,8,3
"34980 Killinkoski  (Virrat)",339,162,177,7,154,12,4
"35100 Orivesi Asemanseutu  (Orivesi)",2371,715,1656,108,1241,185,122
"35220 Eräjärvi  (Orivesi)",453,164,289,20,216,32,21
"35240 Ristakallio  (Orivesi)",169,54,115,3,99,9,4
"35260 Leväslahti  (Orivesi)",14,..,..,..,..,..,..
"35270 Västilä  (Orivesi)",144,55,89,2,67,12,8
"35300 Orivesi Keskus  (Orivesi)",3887,1302,2585,190,1857,316,222
"35320 Hirsilä  (Orivesi)",454,191,263,16,210,21,16
"35400 Länkipohja  (Jämsä)",838,328,510,24,407,43,36
"35420 Talviainen  (Orivesi)",102,35,67,3,51,6,7
"35480 Längelmäki  (Orivesi)",57,23,34,1,26,3,4
"35500 Korkeakoski  (Juupajoki)",883,386,497,19,434,25,19
"35520 Pirttikangas  (Juupajoki)",64,31,33,0,26,4,3
"35530 Lyly  (Juupajoki)",237,83,154,7,124,15,8
"35540 Juupajoki  (Juupajoki)",350,101,249,16,170,40,23
"35550 Salokunta  (Juupajoki)",137,39,98,5,70,17,6
"35600 Halli  (Jämsä)",1227,383,844,39,667,93,45
"35610 Pihlaisto  (Jämsä)",78,35,43,0,39,3,1
"35630 Suinula-Valkamanperä  (Jämsä)",140,57,83,4,63,8,8
"35700 Vilppula Keskus  (Mänttä-Vilppula)",3004,1092,1912,98,1587,156,71
"35740 Ylä-Vääri  (Ruovesi)",101,31,70,3,52,6,9
"35750 Väärinmaja  (Ruovesi)",250,74,176,7,147,16,6
"35800 Mänttä  (Mänttä-Vilppula)",3727,1302,2425,103,1961,233,128
"35820 Asemakulma-Mustalahti  (Jämsä)",1726,532,1194,38,989,109,58
"35990 Kolho  (Mänttä-Vilppula)",989,439,550,24,466,42,18
"36100 Kangasala Asemanseutu  (Kangasala)",795,137,658,41,385,91,141
"36110 Ruutana  (Kangasala)",1848,325,1523,91,877,281,274
"36120 Suinula-Haviseva  (Kangasala)",807,179,628,38,420,100,70
"36200 Kangasala Keskus  (Kangasala)",7712,1912,5800,416,3647,816,921
"36220 Suorama  (Kangasala)",3694,882,2812,168,1934,402,308
"36240 Nattari  (Kangasala)",3387,697,2690,189,1669,434,398
"36270 Huutijärvi  (Kangasala)",1018,230,788,51,513,106,118
"36280 Pikonlinna  (Kangasala)",68,47,21,0,9,5,7
"36340 Tohkala  (Kangasala)",197,44,153,8,109,15,21
"36420 Sahalahti Keskus  (Kangasala)",1393,412,981,40,742,133,66
"36430 Pakkala  (Kangasala)",382,135,247,20,183,21,23
"36450 Salmentaka  (Pälkäne)",206,76,130,6,108,8,8
"36520 Raikku  (Kangasala)",315,86,229,21,163,23,22
"36570 Kaivanto  (Kangasala)",233,60,173,11,104,28,30
"36600 Pälkäne Keskus  (Pälkäne)",2737,794,1943,133,1410,218,182
"36640 Iltasmäki  (Pälkäne)",306,101,205,8,165,13,19
"36660 Laitikkala  (Pälkäne)",170,37,133,14,97,10,12
"36720 Aitoo  (Pälkäne)",486,165,321,27,242,26,26
"36760 Luopioinen Keskus  (Pälkäne)",706,271,435,25,338,33,39
"36810 Kuhmalahti Keskus  (Kangasala)",444,150,294,14,232,26,22
"36840 Kuhmajärvi  (Kangasala)",306,125,181,6,154,15,6
"36880 Vehkajärvi  (Kangasala)",136,58,78,4,66,6,2
"36910 Rautajärvi  (Pälkäne)",328,149,179,6,143,19,11
"36930 Kyynärö  (Pälkäne)",162,68,94,6,80,4,4
"37100 Nokia Keskus  (Nokia)",5497,2075,3422,235,2493,422,272
"37120 Koskenmäki  (Nokia)",7457,1663,5794,377,3843,899,675
"37130 Alhoniitty  (Nokia)",3529,876,2653,160,1813,378,302
"37140 Harjuniitty  (Nokia)",1517,339,1178,65,734,212,167
"37150 Kankaantaka  (Nokia)",3038,861,2177,141,1462,297,277
"37180 Sarkola  (Nokia)",284,67,217,15,152,33,17
"37200 Siuro  (Nokia)",1902,480,1422,91,1040,181,110
"37210 Kulovesi  (Nokia)",22,..,..,..,..,..,..
"37240 Linnavuori  (Nokia)",585,167,418,28,321,46,23
"37310 Tottijärvi  (Nokia)",640,159,481,24,346,62,49
"37350 Rämsöö  (Vesilahti)",132,38,94,3,71,11,9
"37370 Narva  (Vesilahti)",816,260,556,32,424,51,49
"37380 Krääkkiö  (Vesilahti)",150,69,81,3,73,3,2
"37420 Valkkinen  (Vesilahti)",610,144,466,34,322,64,46
"37470 Vesilahti Keskus  (Vesilahti)",1316,277,1039,63,608,182,186
"37500 Lempäälä Keskus  (Lempäälä)",5805,1501,4304,288,2819,571,626
"37530 Säijä  (Lempäälä)",383,95,288,27,202,29,30
"37550 Kuivaspää  (Lempäälä)",3237,547,2690,198,1586,436,470
"37560 Kulju  (Lempäälä)",2831,512,2319,161,1347,396,415
"37570 Koivuniemi  (Lempäälä)",292,60,232,13,141,40,38
"37600 Valkeakoski Keskus  (Valkeakoski)",9454,2885,6569,352,5054,758,405
"37630 Vääräkoivu  (Valkeakoski)",5558,1432,4126,259,2842,607,418
"37700 Sääksmäki  (Valkeakoski)",398,110,288,21,203,39,25
"37720 Ritvala  (Valkeakoski)",156,28,128,3,99,11,15
"37740 Haukila  (Valkeakoski)",235,81,154,10,125,9,10
"37770 Tarttila  (Valkeakoski)",393,125,268,14,203,31,20
"37800 Toijala keskus  (Akaa)",7412,2284,5128,337,3654,627,510
"37830 Viiala Keskus  (Akaa)",4368,1353,3015,182,2223,346,264
"37850 Metsäkansa  (Valkeakoski)",294,82,212,6,167,20,19
"37860 Kärjenniemi  (Valkeakoski)",556,113,443,28,320,64,31
"37900 Kylmäkoski Asemanseutu  (Akaa)",255,109,146,7,120,9,10
"37910 Kylmäkoski Keskus  (Akaa)",1058,316,742,35,581,75,51
"37960 Sotkia  (Akaa)",219,80,139,7,109,15,8
"38100 Karkku  (Sastamala)",684,177,507,31,361,59,56
"38120 Kutala  (Sastamala)",187,49,138,7,105,16,10
"38130 Ellivuori  (Sastamala)",16,..,..,..,..,..,..
"38140 Kärppälä  (Sastamala)",297,74,223,11,169,26,17
"38200 Vammala Keskus  (Sastamala)",5260,1850,3410,222,2514,406,268
"38210 Vammala Asemanseutu  (Sastamala)",3592,1218,2374,148,1817,260,149
"38220 Stormi  (Sastamala)",663,206,457,31,370,29,27
"38250 Roismala  (Sastamala)",1024,289,735,30,572,91,42
"38270 Sammaljoki  (Sastamala)",298,103,195,3,160,18,14
"38280 Illo  (Sastamala)",360,105,255,14,208,22,11
"38300 Kiikka  (Sastamala)",1532,516,1016,54,806,97,59
"38360 Kiikoinen  (Sastamala)",989,361,628,34,483,69,42
"38370 Tervahauta  (Sastamala)",1,..,..,..,..,..,..
"38420 Häijää  (Sastamala)",786,214,572,31,419,82,40
"38460 Mouhijärvi Keskus  (Sastamala)",1399,472,927,65,683,115,64
"38470 Hyynilä  (Sastamala)",225,70,155,11,126,13,5
"38490 Haukijärvi  (Hämeenkyrö)",63,16,47,3,37,4,3
"38510 Suodenniemi  (Sastamala)",1034,359,675,31,559,50,35
"38600 Lavia Keskus  (Lavia)",1294,499,795,41,614,88,52
"38650 Yli-Putto  (Lavia)",131,54,77,3,68,4,2
"38670 Kalliala-Haunia  (Lavia)",159,72,87,3,74,4,6
"38680 Tuunajärvi  (Pomarkku)",84,44,40,3,29,6,2
"38700 Kankaanpää Keskus  (Kankaanpää)",4930,1423,3507,189,2569,444,305
"38710 Myllymäki  (Kankaanpää)",1825,630,1195,88,963,93,51
"38720 Vihteljärvi  (Kankaanpää)",403,158,245,14,199,16,16
"38740 Hapuoja  (Kankaanpää)",344,133,211,10,168,25,8
"38750 Veneskoski  (Kankaanpää)",227,82,145,2,122,14,7
"38760 Venesjärvi  (Kankaanpää)",291,108,183,7,145,20,11
"38770 Lohikko  (Kankaanpää)",396,153,243,3,200,25,15
"38800 Jämijärvi Keskus  (Jämijärvi)",1408,535,873,30,726,90,27
"38840 Niinisalo  (Kankaanpää)",747,232,515,13,441,39,22
"38860 Suurimaa  (Jämijärvi)",161,56,105,2,98,4,1
"38910 Ala-Honkajoki  (Kankaanpää)",450,176,274,5,236,27,6
"38920 Vatajankoski  (Honkajoki)",207,80,127,5,116,2,4
"38950 Honkajoki Keskus  (Honkajoki)",1138,478,660,44,533,46,37
"38970 Lauhala  (Honkajoki)",232,123,109,8,88,9,4
"39100 Hämeenkyrö Keskus  (Hämeenkyrö)",2693,814,1879,100,1436,193,150
"39110 Simuna  (Hämeenkyrö)",167,45,122,6,90,16,10
"39130 Sasi  (Hämeenkyrö)",548,136,412,19,303,50,40
"39150 Pinsiö  (Hämeenkyrö)",592,130,462,36,326,68,32
"39160 Julkujärvi  (Ylöjärvi)",2079,380,1699,104,1081,330,184
"39170 Jumesniemi  (Hämeenkyrö)",134,42,92,5,64,14,9
"39180 Herttuala  (Hämeenkyrö)",70,18,52,6,38,5,3
"39195 Kaipio  (Hämeenkyrö)",135,57,78,4,66,8,0
"39200 Kyröskoski  (Hämeenkyrö)",3849,1226,2623,135,2104,243,141
"39230 Osara  (Hämeenkyrö)",169,57,112,5,98,8,1
"39290 Vesajärvi  (Hämeenkyrö)",149,43,106,6,84,9,7
