"Postal code area","Aged 18 or over, total, 2017 (KO)","Basic level studies, 2017 (KO)","With education, total, 2017 (KO)","Matriculation examination, 2017 (KO)","Vocational diploma, 2017 (KO)","Academic degree - Lower level university degree, 2017 (KO)","Academic degree - Higher level university degree, 2017 (KO)"
"39290 Vesajärvi   (Hämeenkyrö )",130,29,101,3,80,10,8
"39310 Viljakkala Keskus   (Ylöjärvi )",786,224,562,24,457,47,34
"39340 Karhe   (Ylöjärvi )",210,52,158,0,105,36,17
"39360 Komi   (Ylöjärvi )",182,41,141,3,107,18,13
"39380 Lavajärvi   (Hämeenkyrö )",130,25,105,3,78,18,6
"39410 Luhalahti   (Ikaalinen )",270,97,173,8,135,23,7
"39430 Röyhiö   (Ikaalinen )",141,28,113,5,92,10,6
"39450 Sisättö   (Ikaalinen )",105,44,61,2,49,5,5
"39500 Ikaalinen Keskus   (Ikaalinen )",3803,1064,2739,143,2049,341,206
"39530 Kilvakkala   (Ikaalinen )",778,222,556,22,435,63,36
"39580 Riitiala   (Ikaalinen )",312,88,224,7,179,22,16
"39590 Tevaniemi   (Ikaalinen )",179,49,130,6,106,10,8
"39610 Kovelahti   (Ikaalinen )",165,46,119,2,92,15,10
"39620 Kovesjoki   (Parkano )",160,52,108,6,92,7,3
"39660 Lapinneva   (Parkano )",211,78,133,3,118,9,3
"39700 Parkano Keskus   (Parkano )",4478,1433,3045,107,2456,315,167
"39750 Vatajanjärvi   (Parkano )",288,97,191,5,172,12,2
"39770 Aureskoski   (Parkano )",66,26,40,2,29,7,2
"39780 Alaskylä   (Parkano )",171,46,125,7,100,11,7
"39810 Linnankylä   (Kihniö )",269,90,179,5,151,15,8
"39820 Kihniö Keskus   (Kihniö )",1271,457,814,34,659,80,41
"39880 Kihniö Asemanseutu   (Kihniö )",126,44,82,12,61,9,0
"39920 Suomijärvi   (Karvia )",127,44,83,6,61,9,7
"39930 Karvia Keskus   (Karvia )",925,352,573,20,491,42,20
"39940 Kantti   (Karvia )",211,70,141,3,127,9,2
"39960 Sarvela   (Karvia )",360,142,218,6,187,20,5
"39965 Karviankylä   (Karvia )",151,59,92,0,88,3,1
"39980 Sara   (Karvia )",151,50,101,8,86,4,3
"39990 Alkkia   (Karvia )",86,34,52,1,44,2,5
"40100 Jyväskylä Keskus   (Jyväskylä )",13373,1843,11530,2642,4616,2504,1768
"40200 Mannila-Taulumäki   (Jyväskylä )",3541,416,3125,414,1445,658,608
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",4757,773,3984,249,2198,750,787
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",8868,1576,7292,378,4541,1310,1063
"40320 Seppälän Teollisuusalue   (Jyväskylä )",4581,945,3636,349,2227,620,440
"40340 Huhtasuo   (Jyväskylä )",5299,1769,3530,262,2707,345,216
"40400 Halssila   (Jyväskylä )",3285,611,2674,175,1542,531,426
"40420 Jyskä   (Jyväskylä )",3640,639,3001,151,1942,506,402
"40500 Keljo-Ristonmaa   (Jyväskylä )",2788,553,2235,234,1074,441,486
"40520 Kuokkala-Ristikivi   (Jyväskylä )",13540,2069,11471,1598,5569,2122,2182
"40530 Keljonkangas   (Jyväskylä )",4507,681,3826,265,2130,753,678
"40600 Mattilanpelto   (Jyväskylä )",1941,271,1670,296,672,311,391
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",362,51,311,55,183,45,28
"40630 Kypärämäki   (Jyväskylä )",2972,570,2402,161,1294,378,569
"40640 Keltinmäki   (Jyväskylä )",5231,1191,4040,429,2347,678,586
"40660 Länsi-Palokka   (Jyväskylä )",511,115,396,19,258,81,38
"40700 Mäki-Matti   (Jyväskylä )",4686,602,4084,847,1659,854,724
"40720 Nisula   (Jyväskylä )",2378,413,1965,280,927,378,380
"40740 Kortepohja   (Jyväskylä )",6190,997,5193,1122,1993,1022,1056
"40800 Vaajakoski   (Jyväskylä )",6272,1349,4923,256,3211,767,689
"40820 Vuoritsalo   (Jyväskylä )",713,159,554,27,387,80,60
"40900 Säynätsalo   (Jyväskylä )",2692,576,2116,113,1299,340,364
"40930 Kinkomaa   (Muurame )",1058,139,919,38,528,189,164
"40950 Muurame Keskus   (Muurame )",6044,1081,4963,302,3075,769,817
"41120 Puuppola   (Jyväskylä )",1240,187,1053,42,696,184,131
"41140 Kuikka   (Jyväskylä )",428,80,348,15,251,53,29
"41160 Tikkakoski   (Jyväskylä )",3464,709,2755,129,1910,423,293
"41180 Vehniä   (Laukaa )",553,127,426,12,329,55,30
"41210 Jokihaara   (Uurainen )",295,59,236,10,171,31,24
"41220 Höytiä   (Uurainen )",242,72,170,10,129,20,11
"41230 Uurainen Keskus   (Uurainen )",1295,350,945,35,726,103,81
"41240 Kyynämöinen   (Uurainen )",199,67,132,2,107,16,7
"41260 Hoikankylä   (Saarijärvi )",115,35,80,4,66,6,4
"41270 Lannevesi   (Saarijärvi )",409,105,304,10,234,29,31
"41290 Kangashäkki   (Uurainen )",506,106,400,12,294,69,25
"41310 Leppävesi   (Laukaa )",2154,337,1817,69,1247,303,198
"41325 Laukkavirta   (Laukaa )",233,50,183,8,143,17,15
"41330 Vihtavuori   (Laukaa )",1867,366,1501,59,1027,257,158
"41340 Laukaa Keskus   (Laukaa )",4203,1000,3203,130,2187,509,377
"41350 Laukaa Asemanseutu   (Laukaa )",556,108,448,19,338,47,44
"41360 Valkola   (Laukaa )",348,80,268,17,209,24,18
"41370 Kuusa   (Laukaa )",782,181,601,24,431,86,60
"41390 Äijälä   (Laukaa )",303,90,213,6,173,22,12
"41400 Lievestuore   (Laukaa )",2636,713,1923,73,1526,199,125
"41410 Kankainen   (Toivakka )",140,39,101,3,75,15,8
"41440 Ruuhimäki   (Toivakka )",171,40,131,2,100,21,8
"41450 Leppälahti   (Jyväskylä )",504,107,397,9,278,69,41
"41490 Niemisjärvi   (Hankasalmi )",611,142,469,26,368,50,25
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1121,358,763,37,625,65,36
"41520 Hankasalmi Keskus   (Hankasalmi )",1572,523,1049,68,765,126,90
"41530 Veneranta   (Hankasalmi )",137,40,97,1,85,7,4
"41540 Ristimäki   (Hankasalmi )",198,69,129,11,104,8,6
"41550 Hannula   (Hankasalmi )",129,48,81,4,65,8,4
"41560 Säkinmäki   (Hankasalmi )",128,47,81,6,70,2,3
"41580 Sauvamäki   (Hankasalmi )",209,60,149,3,129,14,3
"41630 Oravasaari   (Jyväskylä )",296,61,235,17,159,33,26
"41660 Toivakka Keskus   (Toivakka )",1456,438,1018,37,757,146,78
"41710 Rutalahti-Kivisuo   (Jyväskylä )",220,71,149,7,111,20,11
"41730 Kivisuo   (Joutsa )",25,..,..,..,..,..,..
"41750 Havumäki   (Joutsa )",76,27,49,2,39,4,4
"41770 Leivonmäki   (Joutsa )",554,218,336,18,270,29,19
"41800 Korpilahti Keskus   (Jyväskylä )",2887,792,2095,100,1541,232,222
"41820 Saakoski   (Jyväskylä )",242,63,179,5,144,17,13
"41840 Moksi   (Jyväskylä )",71,18,53,4,37,6,6
"41860 Rannila   (Jyväskylä )",194,42,152,1,88,33,30
"41870 Putkilahti   (Jyväskylä )",147,38,109,7,86,8,8
"41880 Oittila   (Jyväskylä )",104,45,59,3,40,8,8
"41900 Petäjävesi Keskus   (Petäjävesi )",2061,550,1511,58,1106,206,141
"41920 Kintaus   (Petäjävesi )",406,91,315,9,209,48,49
"41925 Ylä-Kintaus   (Petäjävesi )",120,38,82,7,60,11,4
"41930 Kuohu   (Jyväskylä )",600,127,473,13,332,79,49
"41940 Vesanka   (Jyväskylä )",1027,188,839,40,568,133,98
"41970 Huttula   (Keuruu )",47,13,34,3,28,2,1
"41980 Kuivasmäki   (Petäjävesi )",138,41,97,3,72,11,11
"42100 Jämsä Keskus   (Jämsä )",8340,2258,6082,205,4778,641,458
"42140 Juokslahti   (Jämsä )",234,57,177,6,136,25,10
"42220 Kaipola   (Jämsä )",831,246,585,19,486,49,31
"42300 Jämsänkoski Keskus   (Jämsä )",4518,1322,3196,106,2669,251,170
"42330 Haavisto   (Jämsä )",325,52,273,15,213,28,17
"42440 Koskenpää   (Jämsä )",537,178,359,9,302,32,16
"42520 Asunta   (Keuruu )",129,35,94,0,79,6,9
"42560 Pohjoisjärvi   (Keuruu )",58,13,45,3,32,6,4
"42600 Multia Keskus-Väätäiskylä   (Multia )",1133,359,774,31,636,67,40
"42660 Sahrajärvi   (Multia )",105,38,67,1,59,6,1
"42700 Keuruu Keskus   (Keuruu )",6545,1871,4674,192,3650,487,345
"42720 Valkealahti   (Keuruu )",23,..,..,..,..,..,..
"42800 Haapamäki   (Keuruu )",937,283,654,25,557,48,24
"42820 Riiho   (Keuruu )",68,12,56,4,37,9,6
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",49,21,28,0,22,6,0
"42840 Kolkki   (Mänttä-Vilppula )",114,36,78,9,57,6,6
"42850 Pohjaslahti   (Mänttä-Vilppula )",121,32,89,0,78,5,6
"42870 Kotala   (Virrat )",345,116,229,8,193,17,11
"42910 Pihlajavesi   (Keuruu )",250,81,169,7,140,17,5
"42930 Katajamäki   (Keuruu )",90,27,63,1,54,5,3
"43100 Saarijärvi Keskus   (Saarijärvi )",5092,1586,3506,158,2745,354,249
"43130 Tarvaala   (Saarijärvi )",304,67,237,9,179,26,23
"43170 Häkkilä   (Saarijärvi )",205,77,128,7,115,6,0
"43220 Mahlu   (Saarijärvi )",360,125,235,5,200,19,11
"43240 Lehtola   (Saarijärvi )",147,43,104,2,85,11,6
"43250 Kolkanlahti   (Saarijärvi )",264,80,184,8,142,19,15
"43270 Kalmari   (Saarijärvi )",402,150,252,8,215,22,7
"43300 Kannonkoski Keskus   (Kannonkoski )",990,371,619,21,509,54,35
"43340 Kannonjärvi   (Kannonkoski )",125,54,71,0,64,5,2
"43390 Lokakylä   (Kivijärvi )",67,27,40,1,35,1,3
"43420 Kukko   (Saarijärvi )",47,19,28,1,21,5,1
"43430 Väätäiskylä   (Multia )",37,18,19,1,17,1,0
"43440 Pylkönmäki Keskus   (Saarijärvi )",417,178,239,6,209,13,11
"43480 Pääjärvi   (Saarijärvi )",110,34,76,4,67,5,0
"43490 Kangasaho   (Karstula )",132,39,93,4,80,8,1
"43500 Karstula Keskus   (Karstula )",2368,744,1624,72,1278,176,98
"43520 Kiminki   (Karstula )",193,80,113,5,94,11,3
"43540 Rantakylä-Pirttilahti   (Karstula )",111,45,66,4,50,10,2
"43560 Vahanka   (Karstula )",158,64,94,1,85,7,1
"43610 Aho   (Karstula )",73,26,47,2,43,1,1
"43640 Humppi   (Karstula )",115,29,86,0,71,11,4
"43660 Vastinki   (Karstula )",201,71,130,2,109,10,9
"43700 Kyyjärvi Keskus   (Kyyjärvi )",965,371,594,27,485,55,27
"43720 Kumpulainen   (Kyyjärvi )",97,51,46,2,40,0,4
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",826,332,494,16,431,34,13
"43840 Sompala   (Kivijärvi )",36,16,20,0,20,0,0
"43900 Kinnula Keskus   (Kinnula )",1067,404,663,23,522,69,49
"43940 Muhola-Saarensalmi   (Kinnula )",192,92,100,6,85,6,3
"43960 Saarensalmi   (Kinnula )",55,26,29,1,23,3,2
"44100 Äänekoski Keskus   (Äänekoski )",3428,1094,2334,89,1819,239,187
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",1950,459,1491,68,1142,161,120
"44150 Likolahti-Karhunlähde   (Äänekoski )",2543,663,1880,74,1548,166,92
"44160 Huutomäki   (Äänekoski )",381,86,295,9,233,30,23
"44170 Hietama   (Äänekoski )",370,72,298,13,224,29,32
"44190 Parantala   (Äänekoski )",186,44,142,2,101,28,11
"44200 Suolahti Keskus   (Äänekoski )",3628,1151,2477,88,2067,213,109
"44220 Sörkänmäki   (Äänekoski )",326,85,241,6,204,14,17
"44250 Äänekoivisto   (Äänekoski )",387,94,293,5,229,42,17
"44260 Vihijärvi   (Äänekoski )",213,51,162,6,133,11,12
"44280 Sumiainen Keskus   (Äänekoski )",728,221,507,15,418,37,37
"44300 Konnevesi Keskus   (Konnevesi )",1477,490,987,36,807,84,60
"44320 Sirkkamäki   (Konnevesi )",111,36,75,1,57,11,6
"44330 Hytölä   (Konnevesi )",224,59,165,6,130,18,11
"44350 Istunmäki   (Konnevesi )",303,102,201,10,169,19,3
"44370 Mäntymäki   (Konnevesi )",149,55,94,5,77,9,3
"44400 Konginkangas Keskus   (Äänekoski )",551,215,336,9,285,24,18
"44420 Liimattala   (Äänekoski )",284,76,208,8,166,24,10
"44440 Räihä   (Äänekoski )",98,36,62,1,57,3,1
"44460 Kalaniemi   (Äänekoski )",115,33,82,3,68,8,3
"44480 Niinilahti   (Viitasaari )",126,36,90,5,69,9,7
"44500 Viitasaari Keskus   (Viitasaari )",3570,1163,2407,98,1898,253,158
"44530 Ilmolahti   (Viitasaari )",143,44,99,3,75,11,10
"44580 Huopanankoski   (Viitasaari )",179,58,121,3,105,8,5
"44590 Vuorilahti   (Viitasaari )",62,11,51,2,40,5,4
"44610 Kärnä   (Viitasaari )",145,36,109,3,96,7,3
"44630 Kumpumäki   (Viitasaari )",162,73,89,1,82,4,2
"44640 Kymönkoski   (Viitasaari )",308,90,218,11,185,16,6
"44670 Suovanlahti   (Viitasaari )",134,39,95,6,75,7,7
"44680 Lahnanen   (Viitasaari )",49,18,31,1,24,4,2
"44730 Löytänä   (Viitasaari )",87,24,63,4,53,3,3
"44740 Keitelepohja-Kotvala   (Viitasaari )",165,59,106,3,92,8,3
"44760 Keihärinkoski   (Viitasaari )",246,94,152,9,126,11,6
"44770 Valkeisjärvi   (Viitasaari )",20,..,..,..,..,..,..
"44790 Kotvala   (Viitasaari )",36,15,21,0,20,1,0
"44800 Pihtipudas Keskus   (Pihtipudas )",2031,697,1334,71,1078,118,67
"44860 Alvajärvi   (Pihtipudas )",192,69,123,7,106,8,2
"44880 Muurasjärvi   (Pihtipudas )",460,166,294,14,248,21,11
"44910 Elämäjärvi   (Pihtipudas )",183,71,112,3,101,7,1
"44920 Peninki   (Pihtipudas )",156,56,100,4,84,10,2
"44950 Kärväsjärvi   (Pihtipudas )",148,51,97,3,80,8,6
"44970 Korppinen   (Pihtipudas )",141,50,91,5,73,9,4
"45100 Kouvola Keskus   (Kouvola )",8223,2128,6095,480,3908,974,733
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3063,555,2508,152,1535,481,340
"45130 Korjala-Kaunisnurmi   (Kouvola )",1544,337,1207,143,744,218,102
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",4035,1177,2858,168,2010,441,239
"45160 Lehtomäki   (Kouvola )",4227,1140,3087,171,2188,455,273
"45200 Tornionmäki   (Kouvola )",5155,1420,3735,274,2584,520,357
"45330 Harju   (Kouvola )",246,46,200,5,154,24,17
"45360 Kukkuramäki   (Kouvola )",2889,560,2329,92,1598,383,256
"45370 Valkeala kk   (Kouvola )",2120,574,1546,82,1055,229,180
"45410 Utti   (Kouvola )",682,183,499,25,384,58,32
"45460 Savero   (Kouvola )",154,44,110,7,90,6,7
"45610 Koria   (Kouvola )",3963,979,2984,139,2292,386,167
"45700 Kuusankoski Keskus   (Kouvola )",7679,2122,5557,257,4245,655,400
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",2186,455,1731,93,1257,231,150
"45740 Maunuksela   (Iitti )",2265,627,1638,79,1255,181,123
"45750 Kuusankosken Sairaala-alue   (Kouvola )",65,24,41,1,34,3,3
"45810 Pilkanmaa   (Kouvola )",1210,274,936,44,753,94,45
"45910 Voikkaa   (Kouvola )",2153,624,1529,69,1250,158,52
"45940 Oravala   (Kouvola )",243,64,179,7,145,14,13
"46110 Tuohikotti   (Kouvola )",317,127,190,5,168,10,7
"46140 Vekaranjärvi   (Kouvola )",126,33,93,9,64,14,6
"46230 Aro   (Kouvola )",392,126,266,14,214,33,5
"46400 Kaipiainen   (Kouvola )",400,142,258,5,219,24,10
"46430 Tirva-Inkerilä   (Kouvola )",218,62,156,7,118,19,12
"46450 Enäjärvi   (Kouvola )",137,57,80,1,68,8,3
"46530 Kannuskoski   (Luumäki )",139,55,84,2,68,9,5
"46570 Saaramaa   (Kouvola )",37,10,27,2,23,2,0
"46710 Sippola   (Kouvola )",618,218,400,19,317,37,27
"46730 Ruotila   (Kouvola )",99,31,68,4,54,8,2
"46750 Liikkala   (Kouvola )",239,67,172,2,146,11,13
"46800 Myllykoski   (Kouvola )",3882,1126,2756,127,2211,272,146
"46810 Ummeljoki   (Kouvola )",1159,311,848,38,692,88,30
"46860 Anjalankoski Keskus   (Kouvola )",473,141,332,14,278,21,19
"46900 Inkeroinen   (Kouvola )",3080,959,2121,86,1706,215,114
"46910 Anjala   (Kouvola )",1540,470,1070,34,882,104,50
"46930 Huruksela   (Kotka )",183,53,130,6,105,17,2
"46950 Ahvio   (Kouvola )",56,19,37,3,29,3,2
"46960 Muhniemi   (Kouvola )",265,72,193,3,158,23,9
"47110 Löytty   (Kouvola )",79,24,55,3,42,7,3
"47150 Raussila   (Kouvola )",123,33,90,2,77,7,4
"47200 Elimäki kk   (Kouvola )",1961,667,1294,60,1006,151,77
"47260 Ratula   (Kouvola )",111,34,77,6,63,5,3
"47310 Haapa-Kimola   (Iitti )",205,51,154,5,116,20,13
"47350 Kimonkylä   (Lapinjärvi )",106,39,67,1,55,7,4
"47400 Kausala   (Iitti )",3827,1205,2622,133,1988,324,177
"47440 Sääskjärvi   (Iitti )",108,28,80,4,55,16,5
"47450 Perheniemi   (Iitti )",217,71,146,9,106,22,9
"47460 Hiisiö   (Iitti )",55,8,47,6,35,3,3
"47490 Mankala-Hiisiö   (Iitti )",276,87,189,14,141,14,20
"47520 Iitti kk   (Iitti )",137,21,116,5,64,19,28
"47540 Löyttilä   (Iitti )",151,41,110,6,79,17,8
"47610 Kymentaka   (Iitti )",123,36,87,12,61,4,10
"47650 Kimola   (Kouvola )",168,40,128,7,99,10,12
"47710 Jaala kk   (Kouvola )",921,329,592,28,454,72,38
"47760 Huhdasjärvi   (Kouvola )",113,41,72,4,55,8,5
"47810 Selänpää   (Kouvola )",242,61,181,7,146,20,8
"47830 Hasula   (Kouvola )",89,30,59,0,43,8,8
"47850 Verla   (Kouvola )",121,38,83,6,65,6,6
"47900 Vuohijärvi   (Kouvola )",230,95,135,2,119,10,4
"47910 Hillosensalmi   (Kouvola )",27,..,..,..,..,..,..
"48100 Kotkansaari   (Kotka )",9517,2598,6919,674,4697,922,626
"48130 Katariina   (Kotka )",563,110,453,35,276,75,67
"48200 Hovinsaari   (Kotka )",1495,514,981,86,751,88,56
"48210 Toukolan Sairaala-Alue   (Kotka )",238,43,195,6,130,32,27
"48220 Metsola   (Kotka )",1139,314,825,79,549,125,72
"48230 Korela-Jylppy   (Kotka )",1218,330,888,118,627,92,51
"48300 Ruonala   (Kotka )",994,213,781,38,540,118,85
"48310 Mussalo   (Kotka )",3365,519,2846,177,1687,593,389
"48350 Karhuvuori   (Kotka )",2878,1174,1704,118,1374,147,65
"48400 Sutela   (Kotka )",3365,702,2663,175,1843,418,227
"48410 Kaukola   (Kotka )",1306,259,1047,51,778,148,70
"48600 Karhula   (Kotka )",6158,1913,4245,216,3192,522,315
"48700 Kyminlinna   (Kotka )",2019,567,1452,83,1099,173,97
"48710 Koivula   (Kotka )",1035,215,820,52,572,123,73
"48720 Kymi   (Kotka )",1387,296,1091,37,848,141,65
"48750 Nikeli   (Kotka )",147,34,113,2,91,18,2
"48770 Ristinkallio   (Kotka )",1532,420,1112,54,880,124,54
"48800 Otsola-Mäntykangas   (Kotka )",1709,322,1387,54,967,259,107
"48810 Rantahaka   (Kotka )",575,133,442,23,324,52,43
"48900 Sunila   (Kotka )",1113,309,804,40,624,99,41
"48910 Suulisniemi   (Kotka )",1186,293,893,51,661,120,61
"48930 Tiutinen   (Kotka )",264,45,219,12,148,32,27
"49200 Heinlahti   (Pyhtää )",573,109,464,30,270,100,64
"49210 Huutjärvi   (Pyhtää )",786,185,601,34,410,104,53
"49220 Siltakylä   (Pyhtää )",1420,373,1047,63,752,139,93
"49240 Purolanlahti   (Pyhtää )",294,97,197,13,144,21,19
"49270 Pyhtää kk   (Pyhtää )",722,267,455,20,365,49,21
"49290 Vastila   (Pyhtää )",359,106,253,6,207,29,11
"49300 Tavastila   (Kotka )",537,149,388,21,316,36,15
"49340 Juurikorpi   (Kotka )",97,29,68,6,52,7,3
"49400 Hamina Keskus   (Hamina )",8403,2371,6032,304,4481,702,545
"49410 Poitsila   (Hamina )",1572,424,1148,34,920,131,63
"49420 Uusi-Summa   (Hamina )",1594,385,1209,53,959,133,64
"49460 Hillo   (Hamina )",990,306,684,36,545,70,33
"49480 Vanha-Summa   (Hamina )",375,101,274,17,203,36,18
"49490 Neuvoton   (Hamina )",1124,280,844,26,658,101,59
"49510 Husula   (Hamina )",958,302,656,12,540,61,43
"49520 Reitkalli   (Hamina )",231,68,163,6,135,15,7
"49540 Metsäkylä   (Hamina )",379,123,256,9,209,28,10
"49570 Kannusjärvi   (Hamina )",339,109,230,7,191,19,13
"49610 Sivatti   (Hamina )",81,27,54,3,43,5,3
"49630 Vehkajoki   (Hamina )",86,30,56,6,43,4,3
"49640 Paijärvi   (Hamina )",139,48,91,3,74,7,7
"49660 Pyhältö   (Hamina )",476,166,310,16,252,31,11
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",742,302,440,15,369,35,21
"49720 Hurttala   (Miehikkälä )",51,26,25,0,23,1,1
"49730 Muurikkala   (Miehikkälä )",237,98,139,1,123,9,6
"49750 Kalliokoski   (Miehikkälä )",122,54,68,4,55,9,0
"49760 Suur-Miehikkälä   (Miehikkälä )",180,69,111,6,94,6,5
"49770 Salo-Miehikkälä   (Miehikkälä )",199,66,133,4,110,10,9
"49780 Onkamaa   (Hamina )",87,26,61,5,50,4,2
"49840 Mäntlahti   (Hamina )",132,49,83,2,64,6,11
"49860 Klamila   (Virolahti )",557,170,387,20,315,32,20
"49900 Virolahti Keskus   (Virolahti )",1573,530,1043,67,822,92,62
"49930 Vaalimaa   (Virolahti )",130,52,78,5,65,8,0
"49960 Ala-Pihlaja   (Virolahti )",180,54,126,3,107,13,3
"49980 Ravijoki   (Virolahti )",210,49,161,6,131,17,7
"50100 Mikkeli Keskus   (Mikkeli )",8710,1784,6926,770,4104,1197,855
"50120 Siekkilä   (Mikkeli )",1342,321,1021,83,694,145,99
"50130 Nuijamies   (Mikkeli )",2562,536,2026,141,1238,338,309
"50150 Karkialampi   (Mikkeli )",1051,194,857,47,595,135,80
"50160 Kattilansilta   (Mikkeli )",2098,567,1531,106,1145,172,108
"50170 Peitsari   (Mikkeli )",4612,1044,3568,147,2457,627,337
"50180 Visulahti   (Mikkeli )",569,77,492,18,315,86,73
"50190 Tuppurala   (Mikkeli )",4089,1009,3080,190,2116,459,315
"50200 Kovala   (Mikkeli )",458,88,370,9,268,67,26
"50300 Rämälä   (Mikkeli )",249,66,183,7,138,23,15
"50350 Norola   (Mikkeli )",250,54,196,3,152,20,21
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",1260,256,1004,47,712,164,81
"50520 Moision Sairaala-alue   (Mikkeli )",114,25,89,6,50,16,17
"50600 Karikko   (Mikkeli )",3620,689,2931,145,1819,580,387
"50670 Otava   (Mikkeli )",1424,346,1078,37,792,167,82
"50700 Syysjärvi   (Mikkeli )",473,80,393,28,243,69,53
"50770 Korpikoski   (Mikkeli )",200,48,152,5,117,24,6
"50800 Annilanselkä   (Mikkeli )",457,92,365,17,220,73,55
"50970 Ihastjärvi   (Mikkeli )",1861,355,1506,103,922,304,177
"51130 Vanhamäki   (Mikkeli )",134,42,92,3,81,4,4
"51200 Kangasniemi Keskus   (Kangasniemi )",3299,1142,2157,91,1644,276,146
"51260 Tahkomäki   (Kangasniemi )",123,41,82,1,65,10,6
"51270 Kutemajärvi   (Kangasniemi )",189,52,137,6,111,9,11
"51310 Levä   (Kangasniemi )",117,48,69,3,52,5,9
"51335 Kaihlamäki   (Kangasniemi )",34,8,26,0,20,3,3
"51340 Hännilä-Särkiharju   (Kangasniemi )",244,87,157,7,129,15,6
"51360 Koivula-Synsiö   (Kangasniemi )",154,46,108,3,88,10,7
"51380 Synsiö   (Kangasniemi )",45,14,31,1,25,3,2
"51420 Harjumaa-Pajulankylä   (Mikkeli )",197,56,141,4,115,10,12
"51430 Läsäkoski   (Kangasniemi )",80,28,52,1,41,9,1
"51440 Vuojalahti   (Kangasniemi )",207,70,137,4,113,12,8
"51450 Pajulankylä   (Mikkeli )",49,20,29,1,23,3,2
"51460 Luusniemi   (Kangasniemi )",175,57,118,8,86,14,10
"51520 Hiirola   (Mikkeli )",348,102,246,6,193,27,20
"51540 Kalvitsa   (Mikkeli )",270,97,173,7,133,24,9
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",1192,434,758,29,607,73,49
"51620 Pitkäaho   (Mikkeli )",18,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",120,34,86,4,74,5,3
"51720 Rahula   (Mikkeli )",375,69,306,16,222,46,22
"51740 Huuhanaho   (Mikkeli )",181,57,124,8,82,23,11
"51760 Nuutilanmäki   (Juva )",233,69,164,7,129,12,16
"51780 Kuosmala   (Juva )",116,43,73,1,53,10,9
"51810 Maivala   (Juva )",122,43,79,4,63,9,3
"51820 Hatsola   (Juva )",234,64,170,3,133,18,16
"51850 Vuorenmaa   (Juva )",173,63,110,4,87,12,7
"51860 Narila   (Juva )",56,16,40,0,33,4,3
"51880 Koikkala   (Juva )",197,58,139,3,109,13,14
"51890 Risulahti   (Juva )",72,19,53,3,41,6,3
"51900 Juva Keskus   (Juva )",3704,1220,2484,119,1953,255,157
"51930 Paatela   (Juva )",128,45,83,1,70,6,6
"51940 Härkälä   (Juva )",102,25,77,4,61,6,6
"51980 Lauteala   (Juva )",193,62,131,6,105,14,6
"52100 Anttola   (Mikkeli )",1220,353,867,28,666,96,77
"52110 Majavesi   (Mikkeli )",320,76,244,10,191,26,17
"52150 Hauhala   (Mikkeli )",116,27,89,2,66,12,9
"52200 Puumala Keskus   (Puumala )",1624,556,1068,66,811,114,77
"52230 Hurissalo   (Puumala )",205,68,137,5,107,17,8
"52270 Ryhälä   (Puumala )",37,13,24,1,19,2,2
"52300 Ristiina Keskus   (Mikkeli )",2395,709,1686,64,1258,227,137
"52320 Vitsiälä   (Mikkeli )",275,57,218,12,152,35,19
"52330 Heimari   (Mikkeli )",47,12,35,1,27,6,1
"52340 Hangastenmaa   (Mikkeli )",171,50,121,1,100,15,5
"52360 Someenjärvi   (Mikkeli )",85,32,53,1,45,4,3
"52420 Pellosniemi   (Mikkeli )",571,209,362,13,311,27,11
"52510 Hietanen   (Hirvensalmi )",405,120,285,12,224,36,13
"52520 Syväsmäki   (Hirvensalmi )",132,41,91,3,68,16,4
"52550 Hirvensalmi Keskus   (Hirvensalmi )",1366,519,847,41,655,98,53
"52610 Tuukkalanlahti   (Hirvensalmi )",97,40,57,3,46,6,2
"52620 Kuitula   (Hirvensalmi )",81,32,49,4,39,2,4
"52700 Mäntyharju Keskus   (Mäntyharju )",4164,1450,2714,167,2032,324,191
"52720 Karankamäki-Koirakivi   (Mäntyharju )",103,38,65,2,53,8,2
"52730 Koirakivi   (Mäntyharju )",64,29,35,0,28,5,2
"52740 Tuustaipale   (Mäntyharju )",228,77,151,4,128,8,11
"52760 Mynttilä   (Mäntyharju )",79,27,52,4,40,4,4
"52780 Kuomiokoski   (Mikkeli )",98,39,59,2,47,8,2
"52830 Suomenniemi   (Mikkeli )",541,203,338,15,271,32,20
"52850 Halmeniemi   (Mäntyharju )",110,47,63,5,49,5,4
"52890 Käävänkylä   (Mäntyharju )",80,28,52,2,42,5,3
