"Postal code area","Free-time residences, 2014 (RA)","Buildings, total, 2014 (RA)","Other buildings, 2014 (RA)","Residential buildings, 2014 (RA)","Dwellings, 2014 (RA)","Average floor area, 2014 (RA)","Dwellings in small houses, 2014 (RA)","Dwellings in blocks of flats, 2014 (RA)"
"79520 Viljolahti   (Varkaus )",285,131,22,109,98,98.9,98,0
"79600 Joroinen Keskus   (Joroinen )",446,1045,157,888,1495,83.3,1223,272
"79620 Huutokoski   (Joroinen )",101,133,16,117,116,109.7,109,7
"79630 Kolma   (Joroinen )",36,137,14,123,116,108.6,116,0
"79660 Kerisalo   (Joroinen )",63,107,16,91,81,111.4,81,0
"79680 Lahnalahti   (Joroinen )",57,94,14,80,67,103.8,67,0
"79690 Kaitainen   (Joroinen )",101,122,14,108,99,112.5,99,0
"79700 Heinävesi Keskus   (Heinävesi )",838,1191,219,972,1545,78.2,1166,379
"79810 Karvion kanava   (Heinävesi )",165,209,55,154,153,80.8,153,0
"79820 Varistaipale   (Heinävesi )",107,89,19,70,54,103.5,54,0
"79830 Palokki   (Heinävesi )",40,65,18,47,42,98.2,42,0
"79850 Uusi-Valamo   (Heinävesi )",1,1,0,1,..,..,..,..
"79860 Suuraho - Uusi-Valamo   (Heinävesi )",112,161,35,126,163,66.3,157,6
"79885 Etelä-Petruma   (Heinävesi )",118,57,6,51,38,96.4,38,0
"79895 Sarvikumpu   (Heinävesi )",115,102,11,91,79,83.6,79,0
"79910 Kerma   (Heinävesi )",201,183,25,158,145,96.7,145,0
"79940 Vihtari-Poikiinaho   (Heinävesi )",92,138,19,119,101,84.8,101,0
"80100 Joensuu Keskus, Pohjoinen   (Joensuu )",0,1471,559,912,6163,59.7,1082,5081
"80110 Joensuu Keskus Eteläinen   (Joensuu )",70,369,47,322,3350,58.4,320,3030
"80130 Kanervala   (Kontiolahti )",1,968,227,741,1163,86.4,845,318
"80140 Noljakka   (Joensuu )",14,1467,80,1387,4269,74.0,1917,2352
"80160 Rantakylä-Latola   (Joensuu )",0,1639,56,1583,5713,71.1,2945,2768
"80170 Utra   (Joensuu )",85,854,35,819,1861,80.6,1081,780
"80200 Niinivaara   (Joensuu )",0,660,46,614,2742,64.1,866,1876
"80210 Sairaala-alue   (Joensuu )",0,3,3,0,0,0.0,0,0
"80220 Penttilä   (Joensuu )",6,421,70,351,1915,67.4,449,1466
"80230 Hukanhauta   (Joensuu )",23,1342,51,1291,2519,87.8,2076,443
"80260 Kettuvaara   (Joensuu )",5,1188,96,1092,2374,79.7,1631,743
"80330 Reijola   (Joensuu )",65,762,61,701,1055,93.1,1017,38
"80400 Ylämylly   (Liperi )",403,1841,248,1593,2398,94.3,2112,286
"80510 Onttola-Kunnasniemi   (Kontiolahti )",304,544,67,477,534,113.5,481,53
"80710 Lehmo   (Kontiolahti )",52,1814,197,1617,2252,96.7,2187,65
"80770 Kontiolahti as   (Kontiolahti )",55,317,58,259,283,109.1,283,0
"80780 Kontioniemi   (Kontiolahti )",13,114,10,104,159,102.7,135,24
"80790 Kontioranta-Kontioniemi   (Kontiolahti )",0,36,18,18,63,63.0,39,24
"80850 Paihola   (Kontiolahti )",36,214,26,188,273,87.8,193,80
"80910 Kulho   (Kontiolahti )",96,680,58,622,616,115.8,616,0
"81100 Kontiolahti   (Kontiolahti )",294,920,96,824,1438,83.7,1368,70
"81120 Katajaranta   (Kontiolahti )",152,197,14,183,172,101.4,172,0
"81160 Romppala-Riihikangas   (Kontiolahti )",293,202,34,168,144,91.2,144,0
"81200 Eno Keskus   (Joensuu )",384,1268,175,1093,1680,78.3,1517,163
"81210 Louhioja   (Joensuu )",11,136,15,121,127,93.0,127,0
"81220 Jakokoski   (Kontiolahti )",71,316,39,277,276,110.7,276,0
"81230 Mönni   (Kontiolahti )",57,93,6,87,83,96.1,83,0
"81235 Lehtoi   (Kontiolahti )",106,142,19,123,116,103.4,116,0
"81260 Ahveninen   (Joensuu )",217,137,33,104,89,102.4,89,0
"81270 Paukkaja   (Joensuu )",14,79,14,65,59,87.3,59,0
"81280 Uimaharju   (Joensuu )",139,890,177,713,1036,80.6,955,81
"81290 Ukkola   (Joensuu )",33,177,31,146,148,81.0,148,0
"81295 Haapalahti   (Joensuu )",144,127,30,97,79,99.8,79,0
"81320 Kuismavaara   (Joensuu )",48,42,5,37,26,73.4,26,0
"81330 Luhtapohja   (Joensuu )",39,93,12,81,65,80.5,65,0
"81350 Tokrajärvi   (Ilomantsi )",116,151,18,133,100,85.0,100,0
"81360 Sarvinki   (Joensuu )",69,95,15,80,72,86.0,72,0
"81390 Revonkylä   (Joensuu )",79,73,13,60,47,86.9,47,0
"81420 Tyrjänsaari   (Ilomantsi )",186,84,12,72,57,77.5,57,0
"81430 Kivilahti   (Ilomantsi )",229,106,32,74,63,77.7,63,0
"81450 Huhus-Käenkoski   (Ilomantsi )",147,76,7,69,66,85.4,66,0
"81460 Käenkoski   (Ilomantsi )",70,35,4,31,25,70.4,25,0
"81470 Naarva   (Ilomantsi )",70,67,11,56,38,78.5,38,0
"81560 Vuonisjärvi   (Lieksa )",55,123,14,109,101,96.1,101,0
"81570 Kelvä   (Lieksa )",127,105,12,93,69,84.4,69,0
"81590 Vuonislahti   (Lieksa )",195,147,36,111,94,92.3,94,0
"81650 Hattuvaara   (Lieksa )",172,172,23,149,103,91.1,103,0
"81660 Lehmikylä   (Lieksa )",7,11,2,9,..,..,..,..
"81700 Lieksa Keskus   (Lieksa )",306,2027,273,1754,3536,72.3,2050,1486
"81720 Mähkö-Timitra   (Lieksa )",303,1224,243,981,1810,77.4,1225,585
"81750 Pankakoski   (Lieksa )",226,558,72,486,546,79.9,513,33
"81810 Jamali   (Lieksa )",118,206,8,198,176,91.7,176,0
"81820 Kylänlahti   (Lieksa )",445,282,28,254,199,94.0,198,1
"81850 Mätäsvaara   (Lieksa )",111,162,13,149,118,79.5,114,4
"81860 Viekijärvi   (Lieksa )",166,337,31,306,263,83.6,263,0
"81950 Pankajärvi   (Lieksa )",56,67,7,60,46,92.1,46,0
"81970 Jongunjoki-Pankajärvi   (Lieksa )",162,152,25,127,123,83.1,123,0
"82110 Heinävaara   (Joensuu )",151,444,59,385,451,96.9,451,0
"82120 Keskijärvi   (Joensuu )",255,145,24,121,116,87.5,116,0
"82140 Kiihtelysvaara Keskus   (Joensuu )",251,444,95,349,498,80.6,498,0
"82160 Oskola   (Joensuu )",77,57,3,54,43,81.2,42,1
"82170 Uskali   (Joensuu )",52,37,4,33,33,85.8,33,0
"82180 Huhtilampi   (Joensuu )",53,55,5,50,49,93.2,49,0
"82200 Hammaslahti   (Joensuu )",389,1313,162,1151,1549,87.0,1549,0
"82210 Suhmura   (Joensuu )",84,221,19,202,201,104.8,201,0
"82220 Niittylahti   (Joensuu )",114,739,51,688,758,110.7,751,7
"82290 Nieminen   (Rääkkylä )",412,320,33,287,264,86.0,264,0
"82300 Rääkkylä Keskus   (Rääkkylä )",233,483,76,407,656,74.7,655,1
"82310 Oravisalo-Varpasalo   (Rääkkylä )",337,211,23,188,167,100.0,167,0
"82335 Rasivaara   (Rääkkylä )",310,461,30,431,381,92.3,376,5
"82350 Tikkala   (Tohmajärvi )",156,206,28,178,166,108.7,166,0
"82360 Onkamo   (Tohmajärvi )",287,289,69,220,202,94.5,202,0
"82380 Tolosenmäki   (Kitee )",285,321,69,252,230,104.4,230,0
"82395 Haarajärvi   (Kitee )",18,96,11,85,81,95.4,81,0
"82430 Puhos-Leinovaara   (Kitee )",642,620,142,478,525,90.0,431,94
"82460 Hummovaara   (Kitee )",52,72,14,58,58,94.8,58,0
"82490 Heinoniemi   (Kitee )",117,91,11,80,76,91.6,76,0
"82500 Kitee Keskus   (Kitee )",351,2066,285,1781,3619,77.7,2202,1417
"82510 Kiteenlahti   (Kitee )",67,162,10,152,127,111.6,127,0
"82580 Juurikka   (Kitee )",205,243,17,226,191,106.6,191,0
"82590 Närsäkkälä   (Kitee )",189,117,12,105,85,96.0,85,0
"82600 Tohmajärvi Keskus   (Tohmajärvi )",276,1375,200,1175,1661,83.0,1475,186
"82655 Värtsilä Keskus   (Tohmajärvi )",86,176,19,157,206,87.6,196,10
"82660 Uusi-Värtsilä   (Tohmajärvi )",43,151,23,128,139,81.0,109,30
"82670 Kaurila   (Tohmajärvi )",45,76,4,72,69,86.8,69,0
"82675 Niirala-Jänisjoki   (Tohmajärvi )",11,78,24,54,70,84.2,69,1
"82685 Littilä   (Tohmajärvi )",64,116,10,106,97,105.9,97,0
"82710 Kovero   (Joensuu )",96,291,42,249,253,88.1,253,0
"82730 Tuupovaara Keskus-Pirttiaho   (Joensuu )",136,351,68,283,479,75.9,458,21
"82750 Öllölä   (Joensuu )",137,87,9,78,79,79.0,79,0
"82760 Hoilola   (Joensuu )",94,84,15,69,64,83.6,64,0
"82770 Kaustajärvi   (Tohmajärvi )",56,27,3,24,21,71.2,21,0
"82815 Marjovaara   (Joensuu )",99,111,9,102,90,87.9,90,0
"82820 Maukkula   (Ilomantsi )",85,180,22,158,146,95.5,146,0
"82830 Haukivaara   (Ilomantsi )",32,76,12,64,55,80.1,55,0
"82840 Pirttiaho   (Joensuu )",57,22,0,22,22,98.4,22,0
"82850 Kinnasniemi   (Joensuu )",68,61,2,59,50,85.5,50,0
"82865 Kokinvaara-Mannervaara   (Joensuu )",60,31,2,29,28,83.8,28,0
"82870 Luutalahti   (Joensuu )",67,31,5,26,25,70.5,22,3
"82880 Mannervaara   (Joensuu )",23,29,5,24,18,65.9,18,0
"82900 Ilomantsi Keskus   (Ilomantsi )",622,1743,360,1383,2420,74.7,1944,476
"82915 Sonkaja   (Ilomantsi )",54,149,16,133,114,97.4,114,0
"82960 Lehtovaara-Kuikkalampi   (Ilomantsi )",115,112,21,91,80,81.0,80,0
"82967 Hattu   (Ilomantsi )",53,95,25,70,74,82.1,74,0
"82980 Möhkö   (Ilomantsi )",109,100,38,62,46,75.2,46,0
"83100 Liperi Keskus   (Liperi )",769,1145,164,981,1395,83.8,1245,150
"83130 Salokylä   (Liperi )",33,179,16,163,165,105.0,165,0
"83140 Puromäki   (Liperi )",28,67,4,63,58,96.8,58,0
"83150 Roukalahti   (Liperi )",126,138,14,124,114,98.9,114,0
"83160 Tutjunniemi   (Liperi )",325,111,22,89,77,96.5,77,0
"83320 Risti-Juojärvi   (Liperi )",6,47,9,38,39,94.2,39,0
"83330 Kaatamo   (Liperi )",179,170,16,154,131,89.7,131,0
"83340 Kaarnalampi   (Liperi )",12,62,5,57,50,92.4,50,0
"83400 Viinijärvi   (Liperi )",225,788,79,709,828,80.5,785,43
"83430 Käsämä   (Liperi )",326,325,56,269,253,113.0,253,0
"83450 Vaivio   (Liperi )",225,182,23,159,149,112.5,149,0
"83460 Harinjärvi   (Liperi )",164,167,30,137,130,118.8,130,0
"83480 Ahonkylä   (Liperi )",54,143,11,132,108,85.9,108,0
"83500 Outokumpu Keskus   (Outokumpu )",592,2366,384,1982,3605,78.8,2584,1021
"83550 Kokonvaara   (Outokumpu )",60,100,7,93,81,104.5,81,0
"83630 Kuusjärvi   (Outokumpu )",125,265,31,234,217,89.9,212,5
"83660 Varislahti   (Outokumpu )",263,193,23,170,150,105.2,150,0
"83700 Polvijärvi Keskus   (Polvijärvi )",295,1302,207,1095,1537,75.9,1440,97
"83720 Kuorevaara   (Polvijärvi )",129,197,59,138,149,98.4,149,0
"83750 Sotkuma   (Polvijärvi )",360,281,48,233,222,107.9,222,0
"83760 Sola   (Polvijärvi )",36,48,7,41,42,85.1,42,0
"83780 Horsmanaho   (Polvijärvi )",38,138,19,119,118,87.7,115,3
"83825 Kinahmo   (Polvijärvi )",298,217,30,187,172,87.1,172,0
"83830 Hukkala   (Polvijärvi )",46,102,14,88,75,86.8,75,0
"83835 Ruvaslahti   (Polvijärvi )",147,167,31,136,122,101.6,122,0
"83840 Saarivaara   (Polvijärvi )",19,45,4,41,33,91.5,33,0
"83855 Martonvaara-Sammakkovaara   (Polvijärvi )",95,123,18,105,85,88.2,85,0
"83870 Polvela-Timovaara   (Juuka )",151,173,15,158,132,77.8,127,5
"83880 Kajoo   (Juuka )",126,144,13,131,101,95.8,101,0
"83900 Juuka Keskus   (Juuka )",687,1808,262,1546,2172,79.0,1900,272
"83910 Paalasmaa   (Juuka )",204,84,13,71,56,87.9,56,0
"83915 Vihtasuo   (Juuka )",0,3,0,3,..,..,..,..
"83940 Nunnanlahti   (Juuka )",342,299,53,246,205,95.2,205,0
"83950 Ahmovaara   (Juuka )",332,390,39,351,299,90.7,299,0
"83960 Koli   (Lieksa )",430,344,150,194,162,86.3,162,0
"83985 Tuopanjoki   (Juuka )",2,1,0,1,..,..,..,..
"84100 Ylivieska Keskus   (Ylivieska )",124,3997,486,3511,6518,85.4,4487,2031
"84460 Tuomiperä   (Ylivieska )",51,121,8,113,105,99.4,105,0
"84540 Vähäkangas   (Ylivieska )",29,245,21,224,228,110.0,228,0
"84650 Kantokylä   (Ylivieska )",17,133,9,124,107,91.9,107,0
"84770 Isokoski   (Ylivieska )",4,68,13,55,51,98.8,51,0
"84880 Raudaskylä   (Ylivieska )",41,331,38,293,290,104.0,290,0
"85100 Kalajoki Keskus   (Kalajoki )",1128,3147,614,2533,3371,95.2,3072,299
"85120 Metsä   (Kalajoki )",11,129,13,116,105,113.4,105,0
"85140 Tynkä   (Kalajoki )",37,390,42,348,337,107.9,337,0
"85150 Typpö   (Kalajoki )",45,148,11,137,135,110.5,135,0
"85160 Rautio   (Kalajoki )",46,309,39,270,266,102.1,266,0
"85180 Rahja   (Kalajoki )",182,254,54,200,200,109.5,200,0
"85200 Alavieska Keskus   (Alavieska )",68,894,118,776,1005,94.7,982,23
"85210 Kähtävä   (Alavieska )",18,125,6,119,106,112.3,106,0
"85230 Talus   (Alavieska )",15,149,15,134,127,102.0,127,0
"85310 Sievi Asemanseutu   (Sievi )",38,228,42,186,225,96.8,225,0
"85320 Markkula   (Sievi )",15,167,24,143,141,95.5,141,0
"85340 Jyrinki   (Sievi )",24,279,50,229,217,123.1,217,0
"85410 Sievi Keskus   (Sievi )",37,724,163,561,961,87.1,891,70
"85430 Koivisto   (Sievi )",34,293,36,257,247,112.3,247,0
"85450 Joenkylä   (Sievi )",23,103,11,92,91,116.6,91,0
"85470 Kiiskilampi   (Sievi )",85,291,58,233,207,105.8,207,0
"85500 Nivala Keskus   (Nivala )",70,2557,284,2273,3505,91.4,3111,394
"85540 Mönkö   (Nivala )",25,235,13,222,219,112.4,219,0
"85560 Ainastalo   (Nivala )",28,243,24,219,216,100.2,216,0
"85580 Karvoskylä   (Nivala )",36,388,29,359,342,98.7,342,0
"85620 Sarja   (Nivala )",23,146,8,138,119,111.1,119,0
"85630 Sarjanahde   (Nivala )",5,193,5,188,181,116.8,181,0
"85640 Maliskylä   (Nivala )",14,262,14,248,240,105.3,240,0
"85660 Ruuskankylä   (Nivala )",4,80,5,75,72,102.8,72,0
"85710 Parkkila   (Haapajärvi )",24,204,14,190,176,103.7,176,0
"85730 Tulppo   (Haapajärvi )",17,77,6,71,67,102.6,67,0
"85800 Haapajärvi Keskus   (Haapajärvi )",97,2058,277,1781,2912,85.8,2296,616
"85820 Oksava   (Haapajärvi )",37,452,26,426,392,105.6,392,0
"85840 Kuona   (Haapajärvi )",23,131,11,120,115,103.4,115,0
"85900 Reisjärvi Keskus   (Reisjärvi )",159,778,99,679,990,91.8,984,6
"85930 Kangaskylä-Tolpankangas   (Reisjärvi )",163,108,7,101,86,103.2,86,0
"85940 Räisälänmäki   (Reisjärvi )",67,119,8,111,99,108.6,99,0
"85980 Köyhänperä   (Reisjärvi )",26,177,7,170,152,108.8,152,0
"86100 Pyhäjoki Keskus   (Pyhäjoki )",336,887,111,776,982,90.8,970,12
"86110 Parhalahti   (Pyhäjoki )",73,193,18,175,169,99.9,169,0
"86160 Pirttikoski   (Pyhäjoki )",36,183,15,168,148,112.7,148,0
"86170 Yppäri   (Pyhäjoki )",271,265,26,239,239,109.3,239,0
"86210 Petäjäskoski   (Oulainen )",17,86,9,77,68,117.8,68,0
"86220 Merijärvi Keskus   (Merijärvi )",56,332,39,293,341,91.6,341,0
"86230 Ylipää   (Merijärvi )",38,115,14,101,84,96.9,84,0
"86240 Pyhänkoski   (Merijärvi )",59,131,27,104,93,101.3,93,0
"86300 Oulainen Keskus   (Oulainen )",240,2484,318,2166,3541,87.0,2912,629
"86350 Kilpua   (Oulainen )",25,84,7,77,69,90.1,69,0
"86360 Ilveskorpi   (Raahe )",10,133,11,122,111,102.6,111,0
"86400 Vihanti Keskus   (Raahe )",106,863,170,693,918,87.8,888,30
"86440 Lampinsaari   (Raahe )",0,125,18,107,159,99.6,129,30
"86460 Alpua   (Raahe )",19,257,43,214,191,99.6,191,0
"86470 Lumimetsä   (Raahe )",9,111,12,99,90,108.0,90,0
"86480 Karhukangas   (Haapavesi )",2,39,7,32,26,110.3,26,0
"86510 Matkaniva   (Oulainen )",46,169,18,151,140,107.5,140,0
"86530 Annonen   (Oulainen )",31,109,7,102,91,99.3,91,0
"86550 Mieluskylä   (Haapavesi )",33,195,32,163,151,108.1,145,6
"86600 Haapavesi Keskus   (Haapavesi )",309,2464,572,1892,2679,89.3,2427,252
"86650 Kytökylä-Joutenniva   (Haapavesi )",33,293,61,232,211,98.7,206,5
"86680 Vatjusjärvi   (Haapavesi )",114,271,43,228,217,102.8,217,0
"86690 Karsikas   (Haapavesi )",19,137,16,121,101,99.2,101,0
"86710 Kärsämäki Keskus   (Kärsämäki )",107,1288,178,1110,1341,87.8,1331,10
"86790 Venetpalo   (Kärsämäki )",7,7,1,6,..,..,..,..
"86800 Pyhäsalmi   (Pyhäjärvi )",726,1964,268,1696,2440,80.7,1925,515
"86810 Pellikkaperä   (Pyhäjärvi )",28,87,10,77,72,105.8,72,0
"86850 Hiidenniemi   (Pyhäjärvi )",220,156,32,124,118,94.2,118,0
"86870 Vesikoski   (Pyhäjärvi )",33,184,23,161,150,92.9,150,0
"86900 Pyhäkumpu   (Pyhäjärvi )",5,242,31,211,271,89.8,271,0
"86980 Väliaho   (Pyhäjärvi )",42,56,14,42,38,87.1,38,0
"87100 Kajaani Keskus   (Kajaani )",25,771,313,458,4435,55.3,396,4039
"87150 Purola   (Kajaani )",0,786,70,716,1061,87.1,895,166
"87200 Teppana   (Kajaani )",1,739,63,676,2252,77.3,906,1346
"87250 Kättö-Kätönlahti   (Kajaani )",66,1385,159,1226,2016,90.5,1761,255
"87300 Palokangas   (Kajaani )",0,83,16,67,813,59.2,52,761
"87400 Petäisenniska   (Kajaani )",2,457,113,344,922,81.7,601,321
"87500 Lehtikangas   (Kajaani )",57,1269,128,1141,2968,82.7,1469,1499
"87700 Lohtaja-Kettu   (Kajaani )",0,966,92,874,2145,74.6,1351,794
"87800 Vuoreslahti   (Kajaani )",483,539,76,463,419,111.7,419,0
"87830 Nakertaja   (Kajaani )",19,574,34,540,670,91.5,598,72
"87850 Paltaniemi   (Kajaani )",66,222,31,191,189,116.8,189,0
"87900 Karankalahti   (Kajaani )",256,363,59,304,235,106.1,235,0
"87910 Linnantaus   (Kajaani )",5,221,28,193,203,106.2,198,5
"87930 Salmijärvi   (Kajaani )",101,135,19,116,143,91.4,106,37
"87950 Kuluntalahti   (Kajaani )",146,398,44,354,333,117.5,333,0
"87970 Jormua   (Kajaani )",123,244,30,214,201,115.1,201,0
"88120 Tuhkakylä   (Sotkamo )",112,148,73,75,63,95.1,63,0
"88200 Otanmäki-Kytökoski   (Kajaani )",110,358,70,288,698,71.7,328,370
"88270 Vuolijoki Keskus   (Kajaani )",309,491,71,420,510,87.2,499,11
"88300 Paltamo Keskus   (Paltamo )",789,1216,200,1016,1395,80.5,1338,57
"88310 Melalahti   (Paltamo )",121,188,20,168,120,93.2,120,0
"88340 Manamansalo   (Vaala )",389,138,53,85,68,84.0,68,0
"88350 Kivesjärvi   (Paltamo )",184,96,12,84,63,89.7,63,0
"88380 Mieslahti   (Paltamo )",68,155,19,136,112,95.0,112,0
"88400 Ristijärvi Keskus-Hiisijärvi   (Ristijärvi )",536,838,145,693,761,87.5,719,42
"88440 Jokikylä   (Ristijärvi )",24,56,6,50,44,95.1,44,0
"88460 Hiisijärvi   (Ristijärvi )",56,34,3,31,29,98.9,29,0
"88470 Kontiomäki   (Paltamo )",81,255,37,218,307,80.2,252,55
"88490 Pohjavaara   (Sotkamo )",99,131,11,120,113,117.8,113,0
"88530 Paakki   (Sotkamo )",22,67,3,64,55,106.6,55,0
"88600 Sotkamo Keskus   (Sotkamo )",882,2508,251,2257,3565,85.0,2570,995
"88610 Vuokatti   (Sotkamo )",275,1420,516,904,1355,89.8,1198,157
"88615 Vuokatin Urheiluopisto   (Sotkamo )",0,14,12,2,0,0.0,0,0
"88620 Korholanmäki   (Sotkamo )",219,303,50,253,222,116.0,222,0
"88640 Ontojoki   (Sotkamo )",21,65,4,61,52,96.9,52,0
"88670 Juurikkalahti-Maanselkä   (Sotkamo )",88,104,6,98,91,107.9,91,0
"88690 Maanselkä   (Sotkamo )",29,53,10,43,32,90.6,32,0
"88730 Ylä-Vieksi   (Kuhmo )",118,112,11,101,85,95.2,85,0
"88740 Härmänkylä-Iivantiira   (Kuhmo )",39,67,12,55,52,93.1,52,0
"88760 Iivantiira   (Kuhmo )",129,108,13,95,86,99.0,86,0
"88820 Katerma   (Kuhmo )",4,5,1,4,..,..,..,..
"88900 Kuhmo Keskus   (Kuhmo )",1848,3502,502,3000,4606,83.8,3476,1130
"88930 Lentiira-Kuumu   (Kuhmo )",279,275,52,223,197,99.1,196,1
"88940 Kuumu   (Kuhmo )",62,29,6,23,13,100.7,13,0
"89110 Törmänmäki   (Puolanka )",159,59,1,58,35,94.3,35,0
"89140 Kotila-Törmänmäki   (Puolanka )",85,120,60,60,44,115.4,44,0
"89200 Puolanka Keskus   (Puolanka )",912,1243,201,1042,1413,79.3,1273,140
"89210 Puokiovaara   (Puolanka )",187,58,5,53,35,102.2,35,0
"89320 Joukokylä   (Puolanka )",50,105,6,99,80,90.6,80,0
"89330 Suolijärvi   (Puolanka )",96,62,12,50,36,104.6,36,0
"89400 Hyrynsalmi Keskus   (Hyrynsalmi )",552,1230,201,1029,1315,84.2,1177,138
"89430 Hoikka   (Hyrynsalmi )",25,29,1,28,21,103.8,21,0
"89440 Sakara   (Suomussalmi )",25,52,3,49,43,106.5,43,0
"89540 Moisiovaara   (Hyrynsalmi )",99,160,12,148,121,106.5,121,0
"89560 Karhuvaara   (Hyrynsalmi )",32,64,4,60,47,97.4,47,0
"89600 Ämmänsaari   (Suomussalmi )",598,2013,266,1747,2947,81.6,2146,801
"89610 Jumaliskylä   (Suomussalmi )",57,31,2,29,28,95.1,28,0
"89640 Pesiökylä   (Suomussalmi )",74,68,9,59,62,85.2,62,0
"89660 Takalo   (Suomussalmi )",59,90,10,80,63,100.8,63,0
"89670 Näljänkä   (Suomussalmi )",71,176,11,165,135,87.2,135,0
"89680 Vaaranniva   (Suomussalmi )",75,80,7,73,67,89.2,67,0
"89730 Ahjola   (Suomussalmi )",9,29,3,26,17,84.0,17,0
"89740 Kianta   (Suomussalmi )",84,56,8,48,32,94.7,32,0
"89760 Piispajärvi-Peranka-Kaikkoinen   (Suomus",89,85,13,72,58,86.4,58,0
"89770 Peranka   (Suomussalmi )",50,53,19,34,23,91.4,23,0
"89780 Kaikkonen   (Suomussalmi )",112,50,6,44,36,103.7,36,0
"89800 Suomussalmi Keskus   (Suomussalmi )",531,730,55,675,771,91.4,761,10
"89830 Ala-Vuokki   (Suomussalmi )",45,41,5,36,37,89.0,37,0
"89840 Ylä-Vuokki   (Suomussalmi )",104,97,14,83,55,95.0,55,0
"89920 Ruhtinansalmi   (Suomussalmi )",306,354,76,278,248,94.5,248,0
"90100 Oulu Keskus   (Oulu )",0,500,193,307,6363,56.7,163,6200
"90120 Heinäpää   (Oulu )",0,305,100,205,5023,52.4,68,4955
"90130 Raksila   (Oulu )",0,265,86,179,4052,56.9,103,3949
"90140 Karjasilta   (Oulu )",0,636,61,575,1949,62.9,533,1416
"90150 Höyhtyä   (Oulu )",0,798,60,738,3208,70.1,1205,2003
"90220 Kontinkangas   (Oulu )",0,57,40,17,613,49.6,3,610
"90230 Värttö-Maikkula   (Oulu )",1,1385,87,1298,4076,78.5,1941,2135
"90240 Iinatti   (Oulu )",14,1464,119,1345,3159,85.4,1956,1203
"90250 Kaukovainio   (Oulu )",0,320,55,265,4329,60.0,370,3959
"90310 Madekoski   (Oulu )",179,921,83,838,1077,112.2,1005,72
"90400 Äimärautio   (Oulu )",0,196,184,12,602,53.0,0,602
"90410 Kaakkuri   (Oulu )",11,1168,125,1043,1846,96.3,1540,306
"90420 Metsokangas   (Oulu )",155,1657,128,1529,4124,89.0,2184,1940
"90440 Kempele Keskus   (Kempele )",12,2390,324,2066,4238,88.2,3060,1178
"90450 Honkanen   (Kempele )",14,1986,96,1890,2699,105.8,2518,181
"90460 Oulunsalo Keskus   (Oulu )",242,2303,246,2057,3309,100.7,2992,317
"90470 Varjakka   (Oulu )",135,500,43,457,426,115.8,426,0
"90480 Hailuoto   (Hailuoto )",547,704,156,548,535,94.5,535,0
"90500 Tuira   (Oulu )",0,300,69,231,6026,54.9,126,5900
"90510 Hietasaari   (Oulu )",47,236,96,140,1014,66.2,186,828
"90520 Taskila-Toppila   (Oulu )",1,661,135,526,3047,64.5,581,2466
"90530 Välivainio   (Oulu )",0,646,100,546,3676,59.3,616,3060
"90540 Kuivasjärvi   (Oulu )",5,2378,117,2261,3834,106.7,3443,391
"90550 Pyykkösjärvi-Puolivälikangas   (Oulu )",0,508,27,481,2521,74.2,902,1619
"90560 Koskela-Oulu   (Oulu )",1,456,23,433,1734,73.5,686,1048
"90570 Kaijonharju-Linnanmaa   (Oulu )",2,633,78,555,4335,60.4,817,3518
"90580 Rajakylä   (Oulu )",3,744,42,702,2421,81.9,1408,1013
"90590 Teknologiakylä   (Oulu )",0,46,46,0,0,0.0,0,0
"90620 Rusko-Heikinharju   (Oulu )",1,606,382,224,243,92.8,239,4
"90630 Korvensuora   (Oulu )",4,1502,76,1426,2644,94.1,2212,432
"90650 Haapalehto   (Oulu )",165,2298,147,2151,5083,87.7,3358,1725
"90660 Sanginsuu   (Oulu )",204,374,89,285,286,116.0,286,0
"90670 Hiukkavaara   (Oulu )",52,130,16,114,298,88.8,168,130
"90800 Pateniemi   (Oulu )",8,2516,127,2389,3551,96.7,3097,454
"90810 Kiviniemi   (Oulu )",155,959,69,890,1183,109.2,1104,79
"90820 Kello   (Oulu )",140,1348,192,1156,1247,110.4,1231,16
"90830 Haukipudas Keskus   (Oulu )",132,2325,245,2080,3531,92.9,2953,578
"90840 Haukipudas Asemanseutu   (Oulu )",296,674,61,613,692,110.0,688,4
"90850 Martinniemi   (Oulu )",31,847,46,801,961,92.3,854,107
"90860 Halosenniemi   (Oulu )",54,254,18,236,230,102.2,230,0
"90900 Kiiminki Keskus   (Oulu )",539,2100,237,1863,2594,103.0,2347,247
"90910 Kontio   (Oulu )",261,584,54,530,518,127.5,517,1
"90940 Jääli   (Oulu )",102,1513,169,1344,2097,102.0,2041,56
"91100 Ii Keskus   (Ii )",736,2492,385,2107,2674,96.7,2587,87
"91110 Ii Asemanseutu   (Ii )",85,396,41,355,335,107.8,335,0
"91140 Olhava   (Ii )",404,314,48,266,219,84.0,219,0
"91150 Yli-Olhava   (Ii )",30,125,11,114,90,93.8,90,0
"91200 Yli-Ii Keskus   (Oulu )",196,565,92,473,524,100.6,524,0
"91210 Jakkukylä   (Oulu )",80,197,16,181,167,113.7,167,0
"91240 Tannila   (Oulu )",212,157,18,139,112,91.3,112,0
"91260 Pahkakoski-Räinä   (Oulu )",78,103,8,95,71,84.7,71,0
