"Postal code area","Households, total, 2016 (TE)","Average size of households, 2016 (TE)","Occupancy rate, 2016 (TE)","Young single persons, 2016 (TE)","Young couples without children, 2016 (TE)","Households with children, 2016 (TE)","Households with small children, 2016 (TE)","Households with children under school age, 2016 (TE)","Households with school-age children, 2016 (TE)","Households with teenagers, 2016 (TE)","Adult households, 2016 (TE)","Pensioner households, 2016 (TE)","Households living in owner-occupied dwellings, 2016 (TE)","Households living in rented dwellings, 2016 (TE)","Households living in other dwellings, 2016 (TE)"
"48810 Rantahaka   (Kotka )",319,2.5,42.5,10,3,100,25,49,47,39,111,110,286,23,10
"48900 Sunila   (Kotka )",736,1.9,37.8,83,19,143,27,64,61,64,396,197,424,298,14
"48910 Suulisniemi   (Kotka )",700,2.0,40.7,45,17,146,30,65,65,64,337,217,528,162,10
"48930 Tiutinen   (Kotka )",144,2.3,48.0,1,3,39,9,16,22,16,59,46,132,5,7
"49200 Heinlahti   (Pyhtää )",308,2.5,49.2,2,5,103,27,58,59,28,94,113,295,8,5
"49210 Huutjärvi   (Pyhtää )",462,2.2,46.2,18,9,114,26,53,54,50,176,174,393,66,3
"49220 Siltakylä   (Pyhtää )",796,2.2,47.3,18,11,208,40,93,91,89,309,285,699,76,21
"49240 Purolanlahti   (Pyhtää )",169,2.2,50.0,1,1,29,8,17,14,11,70,71,157,4,8
"49270 Pyhtää kk   (Pyhtää )",436,2.0,44.8,25,10,80,18,42,38,28,198,160,339,84,13
"49290 Vastila   (Pyhtää )",184,2.3,49.2,4,3,35,7,15,15,14,74,76,170,10,4
"49300 Tavastila   (Kotka )",299,2.3,42.0,6,8,83,12,33,39,44,115,106,282,6,11
"49340 Juurikorpi   (Kotka )",60,2.2,41.3,1,1,16,1,5,8,9,21,23,58,2,0
"49400 Hamina Keskus   (Hamina )",5237,1.9,43.9,359,136,943,191,409,411,420,2172,2136,3812,1322,103
"49410 Poitsila   (Hamina )",981,2.0,40.9,93,32,203,49,98,95,73,488,291,648,323,10
"49420 Uusi-Summa   (Hamina )",949,2.1,43.9,59,27,229,61,124,97,68,424,297,776,158,15
"49460 Hillo   (Hamina )",682,1.7,42.9,69,23,93,17,38,45,37,352,242,402,270,10
"49480 Vanha-Summa   (Hamina )",207,2.3,49.0,6,3,54,7,15,27,31,91,62,194,5,8
"49490 Neuvoton   (Hamina )",636,2.2,44.6,25,11,162,32,63,78,82,260,216,527,94,15
"49510 Husula   (Hamina )",617,1.8,43.1,44,14,108,22,53,49,34,266,243,439,170,8
"49520 Reitkalli   (Hamina )",126,2.1,51.3,5,3,21,4,6,4,15,54,51,119,1,6
"49540 Metsäkylä   (Hamina )",206,2.3,47.8,4,2,53,9,19,32,21,65,91,192,10,4
"49570 Kannusjärvi   (Hamina )",192,2.2,51.1,4,4,45,4,12,19,28,67,84,183,7,2
"49610 Sivatti   (Hamina )",43,2.4,44.0,1,2,10,3,6,6,1,16,19,42,1,0
"49630 Vehkajoki   (Hamina )",39,1.9,55.7,1,0,6,2,2,2,2,16,17,33,5,1
"49640 Paijärvi   (Hamina )",87,2.0,49.5,4,1,18,5,9,7,4,30,41,85,1,1
"49660 Pyhältö   (Hamina )",258,2.2,49.6,3,2,51,6,18,23,28,97,112,240,13,5
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",449,1.9,45.3,16,4,67,7,25,35,35,156,227,289,149,11
"49720 Hurttala   (Miehikkälä )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"49730 Muurikkala   (Miehikkälä )",144,2.1,49.0,2,3,32,5,9,17,17,50,65,122,21,1
"49750 Kalliokoski   (Miehikkälä )",73,1.9,55.5,3,1,10,2,7,6,4,26,37,68,1,4
"49760 Suur-Miehikkälä   (Miehikkälä )",105,2.1,47.4,2,2,22,3,7,10,9,39,48,87,14,4
"49770 Salo-Miehikkälä   (Miehikkälä )",112,2.1,50.5,2,1,19,4,6,6,8,39,55,105,5,2
"49780 Onkamaa   (Hamina )",50,1.8,60.5,2,2,5,0,2,2,2,28,17,45,2,3
"49840 Mäntlahti   (Hamina )",81,1.7,58.1,3,2,3,0,0,3,0,30,49,73,4,4
"49860 Klamila   (Virolahti )",345,1.9,50.9,10,9,54,11,23,30,24,147,146,293,42,10
"49900 Virolahti Keskus   (Virolahti )",951,2.0,47.1,46,14,171,28,69,83,70,389,394,710,227,14
"49930 Vaalimaa   (Virolahti )",72,2.3,54.5,1,0,14,4,7,9,5,24,35,65,7,0
"49960 Ala-Pihlaja   (Virolahti )",103,2.0,53.5,4,2,12,1,3,4,8,45,46,97,3,3
"49980 Ravijoki   (Virolahti )",117,2.2,50.4,1,1,21,8,13,8,7,48,51,104,11,2
"50100 Mikkeli Keskus   (Mikkeli )",6020,1.6,39.1,1261,392,548,131,258,219,185,3310,2173,3129,2760,131
"50120 Siekkilä   (Mikkeli )",881,1.8,40.2,141,46,146,20,60,67,53,436,303,567,304,10
"50130 Nuijamies   (Mikkeli )",1614,1.9,39.7,191,86,265,75,137,104,109,794,560,991,592,31
"50150 Karkialampi   (Mikkeli )",630,2.2,38.8,64,20,192,49,86,78,78,335,104,297,329,4
"50160 Kattilansilta   (Mikkeli )",1503,1.7,40.2,214,63,198,59,96,83,62,779,530,794,693,16
"50170 Peitsari   (Mikkeli )",2913,2.0,39.7,258,112,680,172,349,326,258,1362,876,1872,1013,28
"50180 Visulahti   (Mikkeli )",291,2.8,41.1,4,7,124,30,50,60,63,106,63,267,23,1
"50190 Tuppurala   (Mikkeli )",2593,1.8,39.8,301,105,453,123,221,189,179,1305,842,1386,1182,25
"50200 Kovala   (Mikkeli )",246,2.6,44.5,3,7,72,24,41,43,33,89,85,238,2,6
"50300 Rämälä   (Mikkeli )",138,2.4,48.0,4,3,40,10,17,21,17,51,50,134,3,1
"50350 Norola   (Mikkeli )",132,2.5,46.6,0,4,41,6,19,16,21,53,38,126,6,0
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",730,2.0,42.2,48,37,151,45,82,65,47,391,190,475,248,7
"50520 Moision Sairaala-alue   (Mikkeli )",81,1.4,47.1,26,2,7,1,3,2,2,54,21,47,34,0
"50600 Karikko   (Mikkeli )",1991,2.4,42.3,96,77,632,131,282,311,270,791,575,1640,329,22
"50670 Otava   (Mikkeli )",850,2.2,40.8,39,23,219,66,110,111,87,366,270,656,178,16
"50700 Syysjärvi   (Mikkeli )",214,2.5,50.3,6,8,57,9,22,28,30,96,63,185,21,8
"50770 Korpikoski   (Mikkeli )",113,2.2,51.1,4,1,28,7,14,9,12,45,42,109,2,2
"50800 Annilanselkä   (Mikkeli )",238,2.3,55.1,4,5,55,8,24,27,21,80,107,232,4,2
"50970 Ihastjärvi   (Mikkeli )",1105,2.2,37.7,167,68,341,86,157,180,148,576,190,639,458,8
"51130 Vanhamäki   (Mikkeli )",78,2.1,54.1,2,0,10,2,5,5,6,32,36,70,5,3
"51200 Kangasniemi Keskus   (Kangasniemi )",2098,1.8,46.0,128,36,299,64,142,144,116,793,1017,1486,556,56
"51260 Tahkomäki   (Kangasniemi )",66,2.5,44.8,2,2,17,5,8,11,9,19,31,61,2,3
"51270 Kutemajärvi   (Kangasniemi )",108,2.1,56.4,2,0,16,4,5,6,8,41,52,101,4,3
"51310 Levä   (Kangasniemi )",69,1.8,62.1,1,0,9,0,2,6,6,23,39,66,2,1
"51335 Kaihlamäki   (Kangasniemi )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",133,2.2,48.1,1,0,28,3,9,15,15,39,66,129,0,4
"51360 Koivula-Synsiö   (Kangasniemi )",90,2.1,53.0,4,1,14,6,8,5,6,34,43,83,3,4
"51380 Synsiö   (Kangasniemi )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",103,2.3,49.2,2,1,24,6,7,11,16,40,47,97,5,1
"51430 Läsäkoski   (Kangasniemi )",45,1.8,57.5,1,0,2,0,0,2,1,21,22,45,0,0
"51440 Vuojalahti   (Kangasniemi )",114,2.1,50.5,2,1,16,4,5,9,8,49,49,110,3,1
"51450 Pajulankylä   (Mikkeli )",22,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51460 Luusniemi   (Kangasniemi )",95,2.2,51.8,2,3,15,4,6,10,7,43,37,88,3,4
"51520 Hiirola   (Mikkeli )",196,2.2,44.9,7,5,45,13,22,21,19,74,78,185,9,2
"51540 Kalvitsa   (Mikkeli )",157,2.2,48.1,3,4,28,9,19,11,8,58,74,142,11,4
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",734,1.9,46.4,17,6,120,21,57,58,54,246,371,531,187,16
"51620 Pitkäaho   (Mikkeli )",13,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",74,1.9,62.2,1,1,9,3,3,3,6,25,41,69,1,4
"51720 Rahula   (Mikkeli )",192,2.6,47.8,5,4,56,14,29,27,21,74,63,189,0,3
"51740 Huuhanaho   (Mikkeli )",104,2.2,47.8,2,1,17,3,7,8,7,43,44,100,3,1
"51760 Nuutilanmäki   (Juva )",133,2.2,51.7,2,1,31,4,9,17,17,53,51,124,6,3
"51780 Kuosmala   (Juva )",68,2.0,50.7,0,0,11,1,4,5,4,21,40,61,6,1
"51810 Maivala   (Juva )",73,2.1,49.0,1,0,16,2,9,7,6,21,37,67,2,4
"51820 Hatsola   (Juva )",132,2.1,51.5,1,2,22,5,10,9,10,63,48,124,6,2
"51850 Vuorenmaa   (Juva )",102,2.0,54.7,3,4,14,1,5,8,5,39,51,93,5,4
"51860 Narila   (Juva )",35,2.1,49.5,0,0,7,1,4,3,3,12,16,32,1,2
"51880 Koikkala   (Juva )",119,2.1,52.0,2,1,22,4,6,13,12,39,59,110,6,3
"51890 Risulahti   (Juva )",35,2.3,55.2,1,1,5,1,1,3,3,15,16,34,0,1
"51900 Juva Keskus   (Juva )",2327,1.9,44.5,148,46,354,90,161,156,158,907,1079,1642,626,59
"51930 Paatela   (Juva )",71,2.4,44.8,1,0,17,4,7,9,9,26,29,66,2,3
"51940 Härkälä   (Juva )",59,2.2,52.8,3,1,10,5,5,4,4,25,25,56,0,3
"51980 Lauteala   (Juva )",101,2.3,56.4,1,0,14,3,6,4,11,40,51,92,4,5
"52100 Anttola   (Mikkeli )",746,2.0,48.0,12,9,141,33,60,68,55,237,372,597,130,19
"52110 Majavesi   (Mikkeli )",175,2.2,52.5,3,4,36,12,18,14,14,70,71,170,3,2
"52150 Hauhala   (Mikkeli )",65,2.0,52.9,4,0,6,1,2,2,4,28,32,58,5,2
"52200 Puumala Keskus   (Puumala )",982,1.8,50.0,21,11,105,16,39,57,50,339,541,742,218,22
"52230 Hurissalo   (Puumala )",113,2.0,56.9,0,1,12,3,5,5,7,45,56,109,1,3
"52270 Ryhälä   (Puumala )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1450,2.0,45.1,72,23,319,70,123,143,159,522,610,1107,307,36
"52320 Vitsiälä   (Mikkeli )",157,2.2,47.1,8,4,36,8,17,20,12,76,48,143,6,8
"52330 Heimari   (Mikkeli )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",103,1.9,52.9,3,2,17,1,4,9,9,39,47,97,4,2
"52360 Someenjärvi   (Mikkeli )",53,1.9,56.2,1,1,5,1,1,2,3,17,34,52,0,1
"52420 Pellosniemi   (Mikkeli )",338,1.9,44.6,13,2,47,9,22,22,22,137,158,231,96,11
"52510 Hietanen   (Hirvensalmi )",240,2.1,49.4,0,4,46,13,24,23,24,88,107,222,6,12
"52520 Syväsmäki   (Hirvensalmi )",68,2.4,42.5,2,2,20,6,8,3,10,27,23,63,2,3
"52550 Hirvensalmi Keskus   (Hirvensalmi )",874,1.8,48.3,19,13,105,23,41,41,55,337,441,639,208,27
"52610 Tuukkalanlahti   (Hirvensalmi )",59,2.0,46.2,0,0,8,2,4,3,3,25,27,54,3,2
"52620 Kuitula   (Hirvensalmi )",51,1.9,53.2,0,0,7,2,3,2,5,19,27,47,2,2
"52700 Mäntyharju Keskus   (Mäntyharju )",2642,1.9,45.0,141,35,417,90,179,195,186,999,1236,1891,697,54
"52720 Karankamäki-Koirakivi   (Mäntyharju )",56,1.9,48.9,2,1,6,1,4,3,1,25,26,52,2,2
"52730 Koirakivi   (Mäntyharju )",38,1.9,56.2,0,1,6,1,3,4,1,13,20,37,0,1
"52740 Tuustaipale   (Mäntyharju )",139,2.0,54.4,3,0,20,4,7,9,13,57,63,124,8,7
"52760 Mynttilä   (Mäntyharju )",47,2.1,44.3,1,2,6,3,4,1,3,18,24,46,0,1
"52780 Kuomiokoski   (Mikkeli )",63,1.6,50.9,2,0,3,0,0,0,3,26,34,42,18,3
"52830 Suomenniemi   (Mikkeli )",334,1.9,48.7,6,5,43,8,16,20,22,124,170,279,47,8
"52850 Halmeniemi   (Mäntyharju )",65,1.9,54.1,0,0,6,3,5,1,0,21,38,63,0,2
"52890 Käävänkylä   (Mäntyharju )",48,1.8,60.7,0,0,3,2,2,2,1,20,26,44,2,2
"52920 Voikoski   (Kouvola )",70,1.9,52.3,2,0,5,1,3,5,2,23,42,63,2,5
"52960 Nurmaa   (Mäntyharju )",62,2.0,50.6,2,0,9,1,3,5,5,30,23,59,2,1
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",40,2.1,52.1,0,0,3,2,2,0,1,20,18,38,2,0
"52980 Ahvenainen   (Mäntyharju )",36,2.0,52.8,0,0,5,1,1,2,4,9,22,34,2,0
"53100 Lappeenranta keskus   (Lappeenranta )",6599,1.5,39.2,1110,377,622,136,277,250,237,3338,2651,3604,2848,147
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",390,1.8,35.4,60,24,82,29,45,20,29,232,77,96,293,1
"53200 Kaukas-Tirilä   (Lappeenranta )",867,1.8,38.7,83,33,155,41,68,56,64,438,277,416,438,13
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3923,2.0,40.4,326,118,882,209,406,406,356,1888,1161,2625,1249,49
"53400 Laihia   (Lappeenranta )",775,2.6,42.4,11,16,271,58,120,136,118,286,220,743,15,17
"53420 Mustola   (Lappeenranta )",249,2.3,43.4,7,15,74,20,38,29,28,99,77,199,46,4
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2206,2.3,39.4,155,99,715,176,335,312,295,982,515,1650,529,27
"53550 Kourulanmäki   (Lappeenranta )",433,2.5,38.7,20,22,164,37,77,83,60,177,94,339,86,8
"53600 Kesämäki   (Lappeenranta )",1418,1.7,38.2,236,76,177,51,81,67,71,745,497,751,639,28
"53650 Mattila-Kuusela   (Lappeenranta )",928,2.2,41.9,50,18,219,51,94,93,98,378,335,718,196,14
"53810 Kuusimäki-Lavola   (Lappeenranta )",2183,1.7,39.0,387,144,318,85,151,125,114,1166,700,1274,883,26
"53830 Rutola   (Lappeenranta )",257,2.8,43.4,2,6,111,28,57,49,45,93,53,253,0,4
"53850 Skinnarila   (Lappeenranta )",5619,2.0,38.3,1151,365,1223,325,650,553,403,3325,1086,2576,3005,38
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1827,1.6,36.8,393,155,199,69,107,62,52,1197,433,819,980,28
"53920 Voisalmi   (Lappeenranta )",1787,1.8,39.3,220,82,302,89,155,116,106,927,563,986,775,26
"53950 Kivisalmi   (Lappeenranta )",1084,2.0,40.8,100,31,239,65,110,99,93,536,315,616,455,13
"54100 Joutseno Keskus   (Lappeenranta )",2586,2.0,44.1,126,66,512,120,242,238,218,1054,1027,2009,532,45
"54110 Lampikangas   (Lappeenranta )",526,2.1,42.0,24,24,130,38,68,50,37,238,159,407,112,7
"54120 Pulp   (Lappeenranta )",831,2.1,40.4,30,24,214,61,103,91,79,395,226,592,231,8
"54190 Konnunsuo   (Lappeenranta )",39,1.9,50.1,2,2,6,1,3,1,3,22,12,29,8,2
"54230 Nuijamaa   (Lappeenranta )",300,2.2,48.1,7,5,56,16,27,29,23,122,127,257,34,9
"54250 Rapattila   (Lappeenranta )",78,2.1,60.9,3,1,14,2,7,6,5,28,37,70,1,7
"54260 Hanhijärvi   (Lappeenranta )",286,2.7,47.9,3,1,98,17,44,64,42,104,85,279,1,6
"54270 Vainikkala   (Lappeenranta )",212,2.1,49.1,2,4,39,5,16,17,21,75,102,189,20,3
"54300 Vilkjärvi   (Lappeenranta )",249,2.5,47.4,8,6,74,20,32,31,39,88,93,233,5,11
"54310 Hytti   (Lappeenranta )",163,2.7,45.5,5,6,63,18,31,30,24,59,43,154,3,6
"54330 Simola   (Lappeenranta )",184,2.3,45.2,4,2,48,11,27,25,20,78,58,171,7,6
"54390 Pulsa   (Lappeenranta )",72,2.0,47.1,3,1,8,2,3,3,4,32,33,71,0,1
"54410 Ylämaa Keskus   (Lappeenranta )",447,2.0,48.5,13,12,68,11,33,37,36,173,208,355,71,21
"54430 Hujakkala   (Lappeenranta )",76,2.2,49.4,1,0,13,2,6,11,2,28,35,70,5,1
"54460 Ylijärvi   (Lappeenranta )",44,2.0,52.2,1,1,8,0,4,4,4,16,20,42,0,2
"54490 Ahomäki   (Miehikkälä )",90,1.9,54.0,2,2,5,1,1,4,3,43,43,83,3,4
"54500 Taavetti-Somerharju   (Luumäki )",1513,1.8,47.6,63,26,212,48,94,93,100,560,746,1062,421,30
"54510 Uro   (Luumäki )",177,2.3,52.4,6,3,46,10,21,27,20,72,62,163,8,6
"54530 Luumäki   (Luumäki )",575,2.1,49.5,18,13,128,27,52,63,54,246,205,466,101,8
"54550 Suo-Anttila   (Luumäki )",36,2.2,51.5,0,0,6,1,2,3,5,8,22,32,2,2
"54580 Somerharju   (Luumäki )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",60,2.1,50.2,3,0,11,2,5,4,6,21,29,60,0,0
"54710 Lemi Keskus   (Lemi )",682,1.9,47.0,31,7,130,38,65,50,49,242,314,514,150,18
"54720 Laksiainen   (Lemi )",66,2.3,48.7,3,0,15,5,8,5,6,24,28,59,2,5
"54750 Välijoki   (Savitaipale )",128,2.1,50.6,4,1,23,4,9,11,10,47,60,120,3,5
"54770 Heituinlahti   (Savitaipale )",258,2.1,50.8,7,2,42,12,20,12,24,100,118,239,12,7
"54800 Savitaipale Keskus   (Savitaipale )",1302,1.9,45.7,54,17,196,41,82,91,91,449,665,1009,265,28
"54820 Kotimäki   (Lemi )",110,2.3,44.0,3,1,25,9,15,10,11,41,45,107,1,2
"54850 Kuukanniemi   (Lemi )",439,2.6,42.4,7,8,147,31,71,66,68,174,120,405,30,4
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",783,2.3,43.8,27,27,214,47,88,108,96,355,218,673,107,3
"54920 Taipalsaari   (Taipalsaari )",666,2.3,45.6,15,11,180,42,73,95,83,233,257,548,103,15
"54930 Levänen   (Taipalsaari )",133,2.3,44.5,2,3,23,7,13,13,10,57,55,124,5,4
"54940 Solkei   (Taipalsaari )",59,2.0,52.3,1,0,11,0,1,6,5,18,32,55,1,3
"54950 Pettilä   (Savitaipale )",56,1.8,50.8,0,0,8,2,2,2,4,16,32,53,1,2
"54960 Vehkataipale   (Taipalsaari )",248,2.4,48.8,5,4,63,17,29,36,23,91,95,236,1,11
"55100 Imatra Keskus   (Imatra )",5427,1.8,42.3,500,159,896,175,378,405,374,2427,2119,3858,1472,97
"55120 Mansikkala-Tuulikallio   (Imatra )",1904,1.7,41.7,264,45,271,50,114,119,113,901,737,1022,847,35
"55300 Rauha-Tiuruniemi   (Lappeenranta )",493,2.0,46.5,28,12,94,20,45,42,39,198,202,412,58,23
"55320 Rauha   (Lappeenranta )",273,2.1,40.6,11,11,63,9,31,33,25,142,69,180,85,8
"55330 Tiuruniemi   (Lappeenranta )",35,1.8,39.7,4,0,6,2,3,1,3,17,12,11,24,0
"55400 Tainionkoski-Mustalampi   (Imatra )",647,2.1,42.3,30,15,146,22,56,74,59,287,219,550,92,5
"55420 Karhumäki-Karhukallio   (Imatra )",968,2.1,43.1,32,23,211,60,109,85,76,370,390,879,73,16
"55510 Sotkulampi-Linnasuo   (Imatra )",826,1.5,41.3,102,25,99,24,49,30,42,392,338,413,403,10
"55610 Rajapatsas-Teppanala   (Imatra )",1526,1.9,40.8,125,39,298,65,134,132,127,689,541,1010,476,40
"55700 Vintteri-Virasoja   (Imatra )",679,2.1,40.9,43,28,159,34,75,73,60,331,193,622,45,12
"55800 Vuoksenniska-Saarlampi   (Imatra )",2295,1.7,44.0,175,34,332,81,162,149,124,1009,959,1477,773,45
"55910 Rautio-Kurkvuori   (Imatra )",792,2.0,44.0,36,10,141,27,63,67,61,347,305,664,109,19
"56100 Ruokolahti Keskus   (Ruokolahti )",1102,1.8,44.2,50,11,166,29,75,84,77,363,577,770,308,24
"56120 Salosaari   (Ruokolahti )",357,2.3,46.5,6,10,98,20,43,49,41,141,120,329,24,4
"56140 Äitsaari   (Ruokolahti )",117,2.0,51.9,0,0,17,1,2,10,10,42,60,112,3,2
"56210 Virmutjoki   (Ruokolahti )",192,2.1,46.4,8,3,40,11,15,17,24,83,71,182,4,6
"56310 Syyspohja   (Ruokolahti )",97,2.1,53.8,3,0,12,0,6,7,5,36,53,91,2,4
"56330 Utula   (Ruokolahti )",24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",15,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",65,2.2,48.6,2,1,13,2,2,5,11,21,32,62,1,2
"56440 Pohja-Lankila   (Ruokolahti )",103,2.0,50.7,2,0,13,0,6,10,6,42,48,93,8,2
"56510 Puntala   (Ruokolahti )",188,2.2,43.2,6,4,41,8,17,23,18,75,74,159,26,3
"56550 Niska-Pietilä   (Rautjärvi )",60,2.3,48.2,1,1,13,6,8,6,2,21,26,56,2,2
"56610 Rautjärvi   (Rautjärvi )",315,1.9,44.5,3,6,43,5,15,22,25,139,133,262,46,7
"56640 Purnujärvi   (Rautjärvi )",48,2.1,43.2,1,0,8,3,5,1,3,14,26,46,2,0
"56710 Miettilä   (Rautjärvi )",71,1.8,57.7,1,0,5,1,2,3,0,30,36,61,9,1
"56730 Laikko   (Rautjärvi )",159,1.9,51.4,2,1,17,4,8,5,7,64,80,154,2,3
"56800 Simpele   (Rautjärvi )",1309,1.8,46.6,53,18,171,34,63,87,82,505,638,1004,278,27
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2623,1.5,39.3,424,133,189,38,65,70,94,1259,1178,1314,1244,65
"57120 Savonlinna   (Savonlinna )",13,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1313,1.5,42.5,228,54,82,26,37,27,28,613,621,693,579,41
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1265,1.6,39.8,222,47,128,19,42,50,62,594,547,691,544,30
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1329,1.9,40.9,171,55,255,50,98,109,106,646,434,904,399,26
"57210 Nojanmaa   (Savonlinna )",1281,2.1,40.0,117,55,318,60,125,171,142,588,377,923,319,39
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",791,1.8,38.5,75,16,135,32,59,72,56,365,292,435,347,9
"57230 Inkerinkylä   (Savonlinna )",1716,1.9,43.2,137,31,310,63,129,143,129,842,567,1089,595,32
"57310 Rinkilä   (Savonlinna )",319,2.2,47.8,10,7,72,13,31,37,30,123,129,293,18,8
"57510 Laitaatsilta   (Savonlinna )",216,2.2,44.7,6,5,56,11,22,29,26,76,84,193,20,3
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",809,2.3,42.6,55,21,250,63,118,111,111,347,214,602,189,18
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1302,2.2,42.2,64,45,336,81,158,158,137,573,396,1005,284,13
"57810 Aholahti   (Savonlinna )",150,2.1,46.2,6,3,30,9,14,13,14,72,53,120,20,10
"58130 Oravi   (Savonlinna )",62,2.3,41.2,0,1,14,4,8,10,7,18,30,52,7,3
"58140 Ahvensalmi   (Savonlinna )",40,2.0,53.4,1,0,6,1,1,2,4,16,19,37,1,2
"58150 Makkola   (Savonlinna )",93,2.3,47.4,2,2,23,4,9,9,13,35,35,88,1,4
"58160 Karvila   (Enonkoski )",78,2.2,46.5,1,0,15,4,8,2,6,30,37,73,0,5
"58170 Simanala   (Enonkoski )",111,2.4,47.5,3,2,33,9,18,14,13,36,43,105,4,2
"58175 Enonkoski Keskus   (Enonkoski )",451,1.9,48.2,15,7,60,10,31,30,25,157,239,312,125,14
"58180 Ihamaniemi   (Enonkoski )",73,2.1,47.5,0,1,10,4,7,3,4,19,46,72,1,0
"58200 Kerimäki Keskus   (Savonlinna )",1677,1.9,45.7,53,11,291,61,138,141,117,580,815,1244,391,42
"58220 Louhi   (Savonlinna )",192,2.1,43.2,9,3,37,6,18,17,20,90,65,172,15,5
"58260 Kumpuranta   (Savonlinna )",83,2.2,51.6,3,2,13,3,5,5,5,33,37,78,2,3
"58300 Savonranta Keskus   (Savonlinna )",377,1.8,44.2,11,2,49,13,20,12,29,132,200,266,101,10
"58320 Raikuu   (Savonlinna )",90,1.9,58.1,2,0,9,0,3,4,3,44,38,84,2,4
"58350 Villala   (Kitee )",117,1.8,51.5,1,1,14,2,4,4,10,51,53,104,9,4
"58360 Säimen   (Savonlinna )",86,2.1,45.7,1,2,14,3,6,7,6,28,46,79,4,3
"58390 Rönkönvaara   (Savonlinna )",35,1.6,60.9,0,0,2,0,0,0,2,13,20,30,0,5
"58410 Haapakallio   (Savonlinna )",244,2.6,43.6,10,4,89,19,42,34,36,91,64,240,3,1
"58420 Silvola   (Savonlinna )",134,2.5,44.0,1,4,42,12,25,21,13,47,47,125,5,4
"58430 Kulennoinen   (Savonlinna )",200,2.4,46.0,4,5,54,15,32,31,19,81,65,191,4,5
"58450 Punkaharju   (Savonlinna )",193,2.2,45.7,5,6,46,13,21,20,20,68,81,153,34,6
"58500 Punkasalmi   (Savonlinna )",857,1.8,44.7,35,9,120,27,59,60,50,322,419,549,288,20
"58520 Hiukkajoki   (Savonlinna )",149,2.1,49.9,4,1,21,7,13,8,8,57,73,133,8,8
"58550 Putikko   (Savonlinna )",204,2.0,44.3,5,4,37,6,15,19,17,87,81,179,14,11
"58570 Ruhvana   (Savonlinna )",32,2.3,50.4,1,0,5,0,2,2,5,10,17,30,1,1
"58580 Vuoriniemi   (Savonlinna )",49,1.8,60.2,1,0,5,1,3,1,2,24,20,46,1,2
"58610 Telakanava   (Sulkava )",61,2.3,48.1,0,0,12,3,3,4,8,20,33,53,2,6
"58620 Lohilahti   (Sulkava )",136,1.9,52.3,1,1,13,2,5,8,7,49,76,105,25,6
"58650 Kiviapaja   (Savonlinna )",52,1.9,54.1,3,0,8,0,1,2,7,22,23,44,3,5
"58680 Piojärvi   (Savonlinna )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",48,2.1,55.4,1,1,10,2,4,6,3,17,22,45,2,1
"58700 Sulkava Keskus   (Sulkava )",1095,1.9,48.3,36,19,153,30,61,61,75,395,558,835,223,37
"58720 Kaartilankoski   (Sulkava )",126,2.3,51.9,3,2,22,3,7,10,16,54,55,116,8,2
"58770 Pihlajalahti   (Savonlinna )",110,2.0,53.9,2,1,13,4,5,6,8,36,62,103,4,3
"58810 Kallislahti   (Savonlinna )",137,2.3,46.1,3,4,34,10,16,15,17,47,56,128,4,5
"58830 Parkumäki   (Rantasalmi )",126,2.4,45.7,1,2,32,11,13,10,17,38,57,114,3,9
