"Postal code area","Households, total, 2016 (TE)","Average size of households, 2016 (TE)","Occupancy rate, 2016 (TE)","Young single persons, 2016 (TE)","Young couples without children, 2016 (TE)","Households with children, 2016 (TE)","Households with small children, 2016 (TE)","Households with children under school age, 2016 (TE)","Households with school-age children, 2016 (TE)","Households with teenagers, 2016 (TE)","Adult households, 2016 (TE)","Pensioner households, 2016 (TE)","Households living in owner-occupied dwellings, 2016 (TE)","Households living in rented dwellings, 2016 (TE)","Households living in other dwellings, 2016 (TE)"
"58850 Hiltula   (Rantasalmi )",49,2.2,53.0,0,0,10,4,6,3,1,20,20,38,7,4
"58900 Rantasalmi Keskus   (Rantasalmi )",1236,1.9,47.0,63,28,184,35,75,83,82,492,574,887,323,26
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",93,2.1,46.8,2,2,19,5,9,8,8,36,39,71,18,4
"58920 Kolkontaipale   (Rantasalmi )",151,2.1,49.8,6,3,29,3,10,13,19,63,61,135,10,6
"58940 Tuusmäki   (Rantasalmi )",96,2.4,49.2,3,1,19,3,10,8,9,40,39,90,3,3
"59100 Parikkala Keskus   (Parikkala )",1221,1.7,47.5,49,10,147,33,68,68,59,439,637,869,326,26
"59130 Koitsanlahti   (Parikkala )",91,2.1,52.3,3,0,15,5,8,5,6,29,48,86,4,1
"59210 Melkoniemi   (Parikkala )",69,2.0,49.3,2,0,9,3,3,4,4,25,35,63,3,3
"59310 Särkisalmi   (Parikkala )",448,2.0,46.9,22,9,78,15,33,33,35,167,207,363,73,12
"59320 Haapaoja   (Parikkala )",43,1.9,58.9,0,1,3,0,1,1,2,10,30,41,2,0
"59410 Kirjavala   (Parikkala )",199,2.1,48.3,3,2,27,7,13,13,9,65,110,187,6,6
"59510 Maironiemi   (Parikkala )",229,1.7,46.5,8,2,20,6,11,7,8,100,109,121,101,7
"59520 Saari   (Parikkala )",61,2.0,52.5,0,0,9,4,7,0,2,20,33,53,7,1
"59530 Mikkolanniemi   (Parikkala )",44,1.9,54.1,0,0,2,0,0,2,1,15,28,44,0,0
"59610 Tarnala   (Parikkala )",85,2.0,51.4,2,0,10,3,5,1,5,39,37,72,8,5
"59710 Kummunkylä   (Parikkala )",50,2.3,42.4,0,0,11,2,5,8,3,24,17,48,2,0
"59720 Niukkala   (Parikkala )",88,1.7,46.3,3,1,10,2,4,4,7,34,44,63,20,5
"59730 Uukuniemi   (Parikkala )",58,1.9,45.8,0,0,6,2,4,5,4,13,41,50,3,5
"59800 Kesälahti Keskus   (Kitee )",820,1.9,46.4,21,9,116,28,49,56,55,313,396,603,183,34
"59810 Suurikylä   (Kitee )",45,1.8,60.2,2,0,3,0,1,2,1,18,25,44,0,1
"59820 Purujärvi-Rajavaara   (Kitee )",71,2.1,49.3,2,1,10,1,2,6,5,34,28,71,0,0
"60100 Seinäjoki Keskus   (Seinäjoki )",6324,1.5,42.2,1439,380,522,143,249,198,210,3554,2256,3010,3211,103
"60120 Pohja   (Seinäjoki )",1471,1.8,40.5,252,108,252,72,138,90,86,864,358,765,679,27
"60150 Kasperi   (Seinäjoki )",2343,2.0,41.6,343,125,513,139,277,238,189,1181,653,1332,988,23
"60200 Törnävä   (Seinäjoki )",4978,2.3,39.8,724,391,1572,468,856,687,569,2651,771,3381,1523,74
"60220 Huhtala   (Seinäjoki )",1093,1.7,43.3,183,75,137,46,72,51,53,611,346,591,489,13
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",17,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",3250,2.2,40.8,440,219,892,234,435,407,372,1628,736,2100,1111,39
"60420 Impivaara   (Seinäjoki )",417,3.0,42.3,9,13,189,38,79,104,94,147,83,398,12,7
"60450 Munakka   (Ilmajoki )",171,2.5,45.5,4,9,56,18,25,26,22,59,58,159,2,10
"60510 Hyllykallio   (Seinäjoki )",3682,2.3,40.9,393,302,1230,397,693,540,414,1774,681,2875,759,48
"60550 Nurmo Keskus   (Seinäjoki )",1765,2.5,41.7,95,62,563,166,273,279,248,678,528,1486,247,32
"60560 Halkosaari   (Seinäjoki )",247,2.9,38.0,10,17,113,39,71,55,39,102,32,215,29,3
"60640 Kurjenneva   (Seinäjoki )",241,2.9,40.9,3,5,105,25,53,58,34,87,52,237,1,3
"60720 Tuomikylä   (Ilmajoki )",767,2.8,41.8,30,35,349,97,199,185,119,279,140,686,73,8
"60760 Pohjanluoma   (Ilmajoki )",379,2.7,42.1,4,10,138,33,65,75,62,135,110,359,2,18
"60800 Ilmajoki Keskus   (Ilmajoki )",2645,2.2,43.8,196,100,645,160,307,305,273,1042,976,1948,618,79
"61100 Peräseinäjoki Keskus   (Seinäjoki )",990,2.0,44.9,59,21,175,53,94,89,65,374,443,713,258,19
"61110 Vuolle   (Seinäjoki )",83,2.3,42.9,2,2,21,6,13,14,8,32,31,80,2,1
"61120 Louko   (Seinäjoki )",250,2.7,43.9,6,6,93,23,44,50,38,92,66,241,3,6
"61140 Pasto   (Seinäjoki )",52,2.6,34.2,2,1,13,3,4,9,5,21,18,50,2,0
"61150 Sydänmaa   (Alavus )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61160 Koura   (Seinäjoki )",247,2.4,41.1,5,3,66,20,32,32,28,89,92,228,13,6
"61170 Sääskiniemi   (Alavus )",126,2.2,45.6,3,5,30,4,11,12,13,48,49,113,7,6
"61180 Haapaluoma   (Seinäjoki )",100,2.3,43.1,2,1,20,3,10,13,8,44,37,95,3,2
"61220 Myllysalo   (Kurikka )",97,2.4,44.9,5,0,23,3,9,14,13,42,34,92,3,2
"61230 Luopa   (Kurikka )",290,2.5,41.7,8,4,80,17,36,44,37,105,109,264,9,17
"61250 Jalasto   (Kurikka )",124,2.4,46.2,4,1,35,6,11,17,19,49,43,117,0,7
"61270 Luopajärvi   (Kurikka )",239,2.6,43.2,10,6,74,17,36,31,31,102,67,221,14,4
"61280 Jokipii   (Kurikka )",233,2.3,44.6,8,8,53,10,21,22,32,93,88,215,5,13
"61290 Taivalmaa   (Kurikka )",55,2.0,44.3,1,2,8,2,4,3,3,30,18,46,4,5
"61300 Kurikka Keskus   (Kurikka )",3151,2.1,43.4,195,78,653,168,313,310,274,1221,1294,2343,752,56
"61310 Panttila   (Kurikka )",326,2.3,45.1,15,7,87,23,37,35,38,138,104,279,37,10
"61330 Koskenkorva   (Ilmajoki )",908,2.3,44.3,44,30,213,55,98,107,91,387,311,756,132,20
"61340 Nopankylä   (Ilmajoki )",115,2.3,44.9,2,3,27,12,17,11,9,42,46,107,5,3
"61350 Huissi   (Ilmajoki )",165,2.3,47.9,9,2,38,8,18,17,22,73,55,151,4,10
"61360 Mieto   (Kurikka )",440,2.4,43.1,13,9,117,26,54,52,52,188,140,412,18,10
"61370 Lohiluoma   (Kurikka )",142,2.4,44.7,2,4,34,8,14,16,16,47,62,136,1,5
"61380 Polvenkylä   (Kurikka )",66,2.7,35.4,2,2,21,9,12,14,8,25,23,64,0,2
"61400 Ylistaro Keskus   (Seinäjoki )",1001,2.0,46.7,50,17,189,49,94,89,76,374,439,721,258,22
"61410 Ylistaro Asemanseutu   (Seinäjoki )",346,2.3,44.5,7,14,91,19,41,47,44,138,122,307,27,12
"61430 Isorehto   (Seinäjoki )",161,2.4,45.5,5,2,49,8,16,23,28,58,55,154,1,6
"61440 Untamala   (Seinäjoki )",84,2.2,51.0,1,0,14,4,6,10,5,32,39,72,1,11
"61450 Kylänpää   (Seinäjoki )",268,2.2,47.3,6,6,50,7,26,27,26,98,121,243,17,8
"61460 Hanhikoski   (Seinäjoki )",100,2.3,51.2,2,1,24,8,17,10,6,36,41,97,2,1
"61470 Kitinoja   (Seinäjoki )",164,2.6,46.9,4,3,57,18,32,26,25,68,41,143,15,6
"61500 Isokyrö Keskus   (Isokyrö )",1276,2.1,44.9,72,28,274,72,133,131,114,473,534,956,278,42
"61520 Lehmäjoki   (Isokyrö )",113,2.0,49.7,4,0,19,7,11,8,7,48,47,107,2,4
"61550 Orismala   (Isokyrö )",305,2.2,48.8,7,4,58,17,25,31,27,124,125,281,10,14
"61560 Orisberg   (Isokyrö )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1993,1.9,45.3,137,43,371,83,180,169,154,767,861,1398,558,37
"61630 Hirvijärvi   (Kurikka )",133,2.2,50.2,5,5,27,11,17,11,10,58,50,118,7,8
"61640 Ala-Valli   (Kurikka )",99,2.0,51.9,6,2,14,5,8,6,6,48,38,88,7,4
"61650 Kalakoski   (Seinäjoki )",170,2.1,43.8,5,1,28,10,18,14,10,78,65,158,8,4
"61680 Mantila   (Kurikka )",106,2.3,49.5,4,0,25,7,10,14,12,36,46,102,3,1
"61710 Pentinmäki   (Kurikka )",119,2.4,47.8,2,2,32,11,18,13,12,45,43,114,0,5
"61720 Koskue   (Kurikka )",255,2.2,47.7,10,5,48,8,18,22,26,99,110,238,8,9
"61730 Yli-Valli   (Kurikka )",116,2.0,48.1,2,1,12,2,4,7,9,55,50,109,3,4
"61760 Ilvesjoki   (Kurikka )",139,2.5,42.9,2,2,36,8,12,17,19,40,66,131,2,6
"61800 Kauhajoki Keskus   (Kauhajoki )",4074,2.0,46.7,385,131,853,232,435,382,328,1815,1418,2904,1100,70
"61810 Luomankylä   (Kauhajoki )",123,2.3,46.0,6,3,32,8,16,12,18,39,53,121,1,1
"61820 Kainasto   (Kauhajoki )",258,2.3,43.6,6,5,63,16,30,23,34,101,96,239,12,7
"61840 Norinkylä   (Teuva )",148,2.0,51.3,5,6,21,2,8,10,8,60,68,131,13,4
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",996,2.2,45.0,48,27,244,67,123,129,96,409,350,787,188,21
"61860 Harja   (Kauhajoki )",87,2.6,40.9,2,5,27,7,13,16,11,24,38,86,1,0
"61880 Ikkeläjärvi   (Kauhajoki )",80,2.4,41.1,1,2,19,5,9,9,10,30,32,72,6,2
"61910 Nummijärvi   (Kauhajoki )",129,2.2,44.6,1,0,20,4,6,11,12,46,65,114,11,4
"61920 Nummikoski   (Kauhajoki )",30,2.2,46.6,1,2,6,1,2,1,4,16,9,27,1,2
"61940 Hyyppä   (Kauhajoki )",125,2.4,42.1,3,3,35,7,13,15,19,35,56,121,2,2
"61950 Juonikylä   (Kauhajoki )",83,1.9,52.3,1,2,12,3,5,4,6,33,38,70,10,3
"61960 Kyrönlatva   (Kauhajoki )",68,2.0,52.5,0,0,7,3,4,2,5,21,41,64,1,3
"61980 Päntäne   (Kauhajoki )",434,2.1,44.7,17,8,86,24,43,37,45,175,177,383,45,6
"62100 Lapua Keskus   (Lapua )",4869,2.2,43.4,338,176,1302,357,682,627,504,1942,1646,3573,1201,95
"62130 Hellanmaa   (Lapua )",219,2.6,44.8,3,2,66,13,30,32,36,65,92,202,9,8
"62150 Rintakangas   (Kauhava )",54,2.6,45.0,1,1,14,5,9,10,3,24,16,50,1,3
"62160 Karhunkylä   (Lapua )",239,2.6,46.9,4,5,72,20,31,39,38,71,100,226,8,5
"62165 Tiisteenjoki   (Lapua )",149,2.4,46.4,3,0,36,12,19,20,17,43,72,139,7,3
"62170 Lakaluoma   (Lapua )",121,2.3,41.7,2,2,27,9,15,8,13,39,57,117,0,4
"62175 Ylikylä-Mäenpää   (Lapua )",62,2.1,51.4,1,0,7,2,4,6,4,26,31,57,0,5
"62185 Mäki-Paavola   (Lapua )",53,2.7,45.5,0,0,15,2,4,9,7,16,23,49,3,1
"62190 Ruha   (Lapua )",232,2.5,45.6,8,6,70,16,29,40,34,102,62,216,10,6
"62200 Kauhava Keskus   (Kauhava )",2748,2.1,45.3,214,70,605,156,299,315,234,1144,1011,1966,715,67
"62220 Pernaa   (Kauhava )",200,2.3,48.3,4,5,49,10,19,26,21,77,74,187,10,3
"62230 Jylhä   (Kauhava )",163,2.4,45.9,5,1,41,8,15,21,18,56,68,155,2,6
"62240 Huhmarkoski   (Kauhava )",253,2.1,51.4,2,2,39,5,14,18,22,85,131,236,5,12
"62260 Hirvijoki   (Kauhava )",78,2.4,46.7,4,2,17,4,7,9,8,26,36,76,1,1
"62280 Mustamaa   (Lapua )",51,2.5,44.6,0,0,15,7,11,4,4,17,20,49,0,2
"62290 Hirvikylä   (Lapua )",109,2.4,44.7,2,1,21,3,12,8,9,43,47,102,5,2
"62295 Kauhajärvi   (Lapua )",200,2.2,47.8,1,1,36,6,16,23,13,72,95,181,13,6
"62300 Härmä   (Kauhava )",1132,2.1,45.4,63,36,255,61,123,135,109,429,451,815,281,36
"62310 Voltti   (Kauhava )",494,2.3,48.0,13,14,112,21,46,57,49,162,225,446,32,16
"62340 Kuoppa-Vakkuri   (Kauhava )",49,2.1,48.0,2,2,10,4,4,2,5,18,21,44,4,1
"62350 Ekola   (Kauhava )",50,2.4,49.9,2,1,10,3,7,5,4,18,22,44,5,1
"62370 Kangasto   (Kauhava )",70,2.4,36.3,5,0,28,7,18,15,7,27,15,40,30,0
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1168,2.2,44.4,54,34,267,72,117,124,136,443,462,904,232,32
"62380 Kosolankylä   (Kauhava )",105,2.1,46.6,2,3,18,3,10,11,8,40,48,97,2,6
"62395 Petterinmäki   (Vöyri )",64,1.9,47.6,3,2,9,3,3,3,4,24,32,50,13,1
"62410 Rintala   (Kauhava )",128,2.6,44.7,2,0,34,8,15,16,19,36,59,114,3,11
"62420 Kortesjärvi Keskus   (Kauhava )",481,2.1,46.0,30,11,82,21,40,43,34,176,225,352,114,15
"62430 Peltotupa   (Kauhava )",54,2.6,43.2,0,2,13,6,8,4,6,18,23,53,1,0
"62435 Pirttinen   (Kauhava )",54,2.2,44.0,0,1,8,2,4,5,3,24,22,48,0,6
"62440 Perkiömäki   (Kauhava )",51,2.1,54.6,2,1,7,2,2,1,5,18,26,42,3,6
"62470 Purmojärvi   (Kauhava )",186,2.4,44.9,5,0,41,9,20,19,23,66,80,167,12,7
"62500 Evijärvi Keskus   (Evijärvi )",669,2.2,45.3,22,14,151,36,86,75,59,244,281,524,127,18
"62510 Kuoppa-aho   (Evijärvi )",148,2.3,46.9,8,6,30,9,16,12,14,66,52,118,29,1
"62520 Kautiainen   (Evijärvi )",65,2.2,51.0,3,1,12,1,3,5,8,22,32,63,0,2
"62540 Vasikka-aho   (Evijärvi )",132,2.2,48.8,4,2,25,5,14,11,9,60,49,114,14,4
"62570 Särkilä   (Evijärvi )",85,2.5,42.8,5,1,27,3,11,11,15,29,30,75,9,1
"62600 Lappajärvi Keskus   (Lappajärvi )",836,2.1,45.8,46,10,161,49,88,70,65,301,380,608,202,26
"62610 Tarvola   (Lappajärvi )",62,2.0,58.6,0,1,4,2,2,1,1,23,35,60,0,2
"62620 Ala-Seppä   (Lappajärvi )",83,2.3,48.0,2,2,15,3,4,5,10,27,43,80,1,2
"62630 Karvala   (Lappajärvi )",160,2.0,54.4,4,1,20,6,9,9,7,52,89,150,3,7
"62640 Savonkylä   (Lappajärvi )",51,2.6,44.7,1,0,10,4,6,5,3,14,27,47,0,4
"62660 Itäkylä   (Lappajärvi )",244,2.4,45.1,8,2,43,8,17,22,22,90,117,230,7,7
"62710 Kurejoki   (Alajärvi )",266,2.7,40.5,10,1,76,18,36,43,44,88,107,216,33,17
"62720 Sissala   (Alajärvi )",106,3.1,38.1,1,4,33,9,17,17,22,39,39,104,0,2
"62730 Haukkala   (Alajärvi )",75,3.1,38.2,0,1,26,12,14,11,14,22,27,70,0,5
"62740 Koskenvarsi   (Alajärvi )",81,2.6,47.2,2,1,23,3,8,13,11,29,30,78,3,0
"62750 Saukonkylä   (Alajärvi )",91,2.3,46.0,2,0,15,4,6,11,9,34,42,80,4,7
"62760 Menkijärvi   (Alajärvi )",91,2.5,43.0,0,1,22,5,8,8,14,24,45,84,3,4
"62800 Vimpeli Keskus   (Vimpeli )",1039,2.2,44.9,46,23,218,47,101,116,98,402,432,800,211,28
"62810 Savonjoki   (Vimpeli )",51,2.4,42.8,0,3,16,6,10,6,5,16,19,47,1,3
"62830 Luoma-Aho   (Alajärvi )",123,2.6,43.0,5,3,38,10,25,21,16,44,43,109,12,2
"62840 Lakaniemi-Pokela   (Vimpeli )",23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",83,2.4,44.7,4,0,17,4,9,8,8,27,39,77,1,5
"62870 Vinni   (Vimpeli )",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",126,2.1,48.6,3,0,18,3,8,12,7,52,57,118,5,3
"62900 Alajärvi Keskus   (Alajärvi )",2045,2.2,43.1,109,41,441,128,221,228,208,765,852,1494,490,61
"62920 Levijoki   (Alajärvi )",37,2.4,49.2,1,0,11,3,3,4,6,11,17,35,2,0
"62940 Hoisko   (Alajärvi )",224,2.5,46.3,5,3,59,12,29,33,26,73,95,203,7,14
"62950 Paalijärvi   (Alajärvi )",177,2.5,44.9,4,5,50,10,23,28,25,63,69,161,12,4
"62990 Möksy   (Alajärvi )",60,2.4,43.3,0,0,9,2,5,6,3,25,28,55,0,5
"63100 Kuortane Keskus   (Kuortane )",769,1.9,47.8,37,10,143,25,65,63,70,248,381,527,233,9
"63120 Leppälänkylä   (Kuortane )",146,2.4,43.4,3,3,39,7,14,24,19,42,66,129,11,6
"63130 Mäyry   (Kuortane )",297,2.4,48.3,9,5,75,14,23,42,34,105,118,268,20,9
"63150 Ruona   (Kuortane )",183,2.3,48.1,3,2,36,6,16,24,14,77,74,163,11,9
"63160 Salmi   (Kuortane )",60,2.3,50.6,2,0,12,1,3,6,7,20,29,58,1,1
"63210 Niinimaa   (Alavus )",47,2.2,44.5,4,0,8,4,6,4,3,15,24,44,0,3
"63230 Lentilä   (Kuortane )",131,2.3,48.9,1,1,28,10,13,12,12,50,53,120,8,3
"63250 Rantala   (Kuortane )",43,2.4,44.3,1,1,10,4,6,3,3,23,11,41,0,2
"63300 Alavus Keskus   (Alavus )",2298,2.1,43.3,158,55,457,112,223,240,181,890,957,1665,588,45
"63320 Kattelus   (Alavus )",26,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63330 Pahajoki   (Alavus )",72,2.2,47.7,3,1,11,4,5,5,4,27,34,67,1,4
"63340 Sapsalampi   (Alavus )",89,2.3,44.3,2,0,16,3,4,8,11,31,42,85,1,3
"63350 Sulkavankylä   (Alavus )",77,2.9,38.2,4,2,26,6,11,7,16,23,29,71,2,4
"63355 Seinäjärvi   (Alavus )",48,2.6,45.6,2,0,12,3,4,7,7,19,19,44,2,2
"63360 Kuivaskylä   (Alavus )",107,2.5,41.3,2,3,19,6,10,7,13,42,46,99,2,6
"63370 Taipalus   (Alavus )",198,2.7,38.7,7,2,60,12,25,30,27,69,77,181,11,6
"63400 Alavus Asemanseutu   (Alavus )",598,2.2,43.6,24,13,140,34,58,67,58,243,220,455,123,20
"63410 Rantatöysä   (Alavus )",206,2.2,42.3,9,6,46,18,22,19,23,84,79,162,42,2
"63430 Kätkänjoki   (Alavus )",64,2.3,46.1,1,2,11,0,6,9,5,24,30,59,2,3
"63450 Löyä   (Kuortane )",27,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63500 Lehtimäki Keskus   (Alajärvi )",454,2.0,44.2,27,12,84,21,36,38,41,176,198,336,96,22
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",132,2.0,51.6,0,0,15,4,5,9,5,41,76,122,7,3
"63530 Länsikylä   (Alajärvi )",72,2.3,47.5,0,4,14,1,4,8,6,30,30,63,2,7
"63540 Hernesmaa   (Alajärvi )",95,2.2,47.6,2,1,16,3,7,9,11,38,41,89,2,4
"63600 Töysä Keskus   (Alavus )",608,2.0,44.2,34,7,114,31,54,59,53,240,254,435,161,12
"63610 Tuuri   (Alavus )",484,2.3,40.8,46,18,136,46,80,70,51,219,132,331,149,4
"63640 Ritola   (Alavus )",140,2.4,46.0,3,2,33,8,12,19,18,52,61,127,8,5
"63660 Ähtärinranta   (Ähtäri )",84,2.2,45.8,1,1,18,1,6,12,10,27,42,77,4,3
"63680 Hakojärvi   (Alavus )",132,2.6,41.3,6,3,41,9,17,20,20,48,45,121,8,3
"63700 Ähtäri Keskus   (Ähtäri )",2131,2.0,44.5,175,44,385,99,168,168,173,847,911,1571,515,45
"63770 Peränne   (Ähtäri )",88,2.3,50.6,3,1,23,6,11,14,11,29,37,80,1,7
"63780 Alastaipale   (Ähtäri )",82,1.9,53.2,0,3,13,2,2,5,9,30,40,75,3,4
"63800 Soini Keskus   (Soini )",774,2.2,41.5,27,19,163,45,87,70,78,274,345,588,158,28
"63830 Keisala   (Soini )",30,2.6,33.1,0,0,6,1,2,4,1,10,14,29,1,0
"63880 Kukonkylä   (Soini )",84,2.0,48.8,0,1,13,4,7,4,5,32,42,74,5,5
"63890 Hautakylä   (Soini )",47,2.7,41.5,1,1,12,1,5,6,7,18,19,43,2,2
"63900 Myllymäki-Vehunkylä   (Ähtäri )",239,2.3,42.1,4,3,49,11,23,33,22,95,98,221,12,6
"63910 Inhan Tehtaat   (Ähtäri )",100,2.0,49.0,5,3,16,3,6,8,8,44,40,78,19,3
"63920 Inha   (Ähtäri )",159,2.2,48.6,5,3,33,7,17,15,14,60,66,140,15,4
"63950 Vehunkylä   (Ähtäri )",30,1.8,58.4,3,0,2,1,1,2,2,13,15,27,1,2
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",1474,2.0,49.3,65,31,243,52,111,111,108,563,676,1087,349,38
"64140 Tiukka   (Kristiinankaupunki )",230,2.3,47.4,6,1,55,17,26,23,24,75,100,199,22,9
"64200 Närpiö Keskus   (Närpiö )",1391,2.0,42.4,116,42,292,101,167,121,95,524,582,863,488,40
"64210 Kalax   (Närpiö )",176,2.4,49.8,6,3,53,16,26,27,23,57,69,169,4,3
"64220 Yttermark   (Närpiö )",399,2.3,47.4,24,15,86,27,44,45,33,173,143,362,23,14
"64230 Närpiön Asemanseutu   (Närpiö )",409,2.4,48.0,21,12,114,33,62,53,41,140,158,347,47,15
"64240 Böle   (Närpiö )",105,2.4,46.4,3,3,26,11,14,11,10,35,45,99,4,2
"64250 Pjelax   (Närpiö )",158,2.3,51.3,2,6,38,13,22,16,15,58,64,138,13,7
"64260 Kaskinen   (Närpiö )",698,1.9,49.9,28,6,101,31,48,45,48,263,335,553,125,20
"64300 Lapväärtti   (Kristiinankaupunki )",812,2.1,51.1,38,14,143,37,70,67,52,300,377,668,123,21
"64320 Dagsmark   (Kristiinankaupunki )",207,2.2,49.3,2,4,38,11,16,15,20,63,108,192,10,5
"64350 Karijoki Keskus   (Karijoki )",545,2.0,47.4,27,12,84,25,41,37,31,227,238,453,81,11
"64370 Myrkky   (Karijoki )",148,1.9,50.6,1,2,17,1,4,11,12,50,81,131,12,5
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",96,2.2,49.5,0,0,13,5,7,5,6,30,54,90,4,2
"64450 Kallträsk   (Kristiinankaupunki )",29,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64460 Härkmeri   (Kristiinankaupunki )",157,2.2,50.5,7,1,22,5,8,12,11,59,77,139,9,9
"64480 Skaftung   (Kristiinankaupunki )",124,2.0,50.0,7,2,16,7,10,2,7,39,70,108,13,3
"64490 Siipyy   (Kristiinankaupunki )",93,1.8,54.1,2,1,9,2,5,4,3,28,58,80,10,3
"64510 Nämpnäs   (Närpiö )",179,2.3,48.0,8,4,49,11,25,21,19,69,61,171,6,2
"64530 Norrnäs   (Närpiö )",132,2.1,54.2,2,2,25,9,13,7,9,40,67,123,6,3
"64550 Rangsby   (Närpiö )",125,2.1,53.3,12,4,22,6,11,8,11,48,56,105,15,5
"64610 Övermark   (Närpiö )",495,2.2,47.6,24,18,110,22,51,52,45,174,217,431,43,21
"64700 Teuva Keskus   (Teuva )",1586,2.1,47.6,76,21,303,71,134,154,145,559,734,1259,294,33
"64720 Perälä   (Teuva )",275,2.2,45.7,11,5,49,15,26,20,28,117,112,259,10,6
"64740 Horo   (Teuva )",120,2.1,48.2,3,1,18,2,5,7,14,27,77,107,9,4
"64760 Peltola   (Teuva )",160,2.1,50.2,5,4,23,4,7,12,13,65,72,151,5,4
"64770 Äystö   (Teuva )",213,2.5,42.7,11,8,62,26,39,27,24,78,73,197,11,5
"64810 Vanhakylä   (Isojoki )",123,1.9,52.5,6,2,16,5,8,8,5,36,72,103,11,9
"64820 Kärjenkoski   (Isojoki )",88,2.1,47.8,1,0,13,3,4,3,9,30,45,80,5,3
"64830 Villamo   (Isojoki )",84,2.1,50.2,3,1,12,1,5,5,6,31,41,81,0,3
"64840 Heikkilänjoki   (Isojoki )",25,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64850 Möykky   (Isojoki )",61,2.1,49.8,5,0,12,0,2,7,11,28,21,56,4,1
"64900 Isojoki Keskus   (Isojoki )",558,1.9,46.5,32,13,93,23,43,39,40,221,246,394,153,11
"64930 Kodesjärvi   (Isojoki )",84,2.3,42.7,2,0,21,2,9,14,13,32,32,80,0,4
"65100 Vaasa Keskus   (Vaasa )",11353,1.6,37.7,3064,1012,1023,357,579,355,320,7091,3259,4455,6670,228
"65130 Hietalahti   (Vaasa )",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"65170 Vaskiluoto   (Vaasa )",160,2.1,37.0,14,12,32,6,15,22,12,94,35,68,87,5
"65200 Palosaari   (Vaasa )",3517,1.6,37.4,1013,264,321,103,174,106,103,2313,889,1339,2107,71
"65230 Vetokannas   (Vaasa )",2415,2.4,39.1,221,86,779,190,379,368,332,1041,604,1605,762,48
"65280 Gerby   (Vaasa )",2840,2.5,41.3,177,132,1080,331,584,497,374,1238,531,2333,471,36
"65300 Asevelikylä   (Vaasa )",1867,2.7,39.7,84,93,794,210,399,405,298,707,377,1583,238,46
"65320 Huutoniemi   (Vaasa )",2950,2.1,39.1,369,131,776,225,390,324,301,1408,770,2003,887,60
"65350 Suvilahti   (Vaasa )",2037,1.9,37.0,291,103,429,112,220,180,140,1000,616,1172,824,41
"65370 Ristinummi   (Vaasa )",2322,1.9,39.8,261,71,464,115,220,189,204,1161,701,1335,937,50
"65380 Vanha Vaasa   (Vaasa )",1516,2.2,40.0,145,41,433,107,191,206,181,711,381,1014,464,38
"65410 Sundom   (Vaasa )",949,2.6,45.8,27,20,364,82,180,186,142,284,304,855,64,30
"65450 Sulva   (Mustasaari )",799,2.5,46.3,37,25,281,72,141,139,102,252,269,699,82,18
"65460 Tölby-Rimal   (Mustasaari )",128,2.7,44.3,4,2,55,14,34,28,19,37,36,118,7,3
"65470 Rimal   (Mustasaari )",20,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"65480 Vikby   (Mustasaari )",104,2.5,44.1,4,1,33,8,16,18,14,37,34,92,9,3
"65520 Helsingby   (Mustasaari )",613,2.4,47.9,28,23,176,40,94,93,70,250,192,559,39,15
"65610 Mustasaari Keskus   (Mustasaari )",2568,2.2,43.5,143,113,763,207,380,317,302,967,845,2038,453,77
"65630 Karperö   (Mustasaari )",487,2.8,41.0,12,12,222,64,124,97,70,154,114,451,26,10
"65650 Koskö   (Mustasaari )",118,2.4,43.5,4,3,39,10,20,17,13,45,34,110,4,4
"65710 Singsby   (Mustasaari )",237,2.6,48.8,4,6,75,16,39,51,25,79,83,231,2,4
"65730 Jungsund   (Mustasaari )",179,2.4,45.8,13,7,52,13,24,25,18,81,46,152,20,7
"65760 Iskmo   (Mustasaari )",125,2.4,48.3,2,1,30,10,14,15,13,54,41,113,8,4
"65800 Raippaluoto   (Mustasaari )",339,2.5,45.2,9,5,101,28,49,48,39,112,133,302,21,16
"65870 Björköby   (Mustasaari )",166,2.1,50.5,6,1,28,6,12,10,13,66,73,152,8,6
