"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"91670 Rokua   (Muhos )",1,..,..,..,..,..,..
"91700 Vaala Keskus-Oterma   (Vaala )",847,30154,24997,301,480,66,25540847
"91710 Jylhämä   (Vaala )",32,27439,19293,11,19,2,878053
"91720 Oterma   (Vaala )",35,32970,27613,13,17,5,1153944
"91730 Kankari   (Vaala )",52,34748,27956,14,31,7,1806909
"91740 Jaalanka-Liminpuro   (Vaala )",65,29919,27169,26,32,7,1944713
"91750 Liminpuro   (Vaala )",29,..,..,..,..,..,..
"91760 Säräisniemi   (Vaala )",167,34562,26802,57,93,17,5771829
"91780 Neittävä   (Vaala )",47,36129,33021,17,27,3,1698071
"91790 Nuojua   (Vaala )",55,36668,35035,20,29,6,2016739
"91800 Tyrnävä   (Tyrnävä )",1902,44113,42400,471,1156,275,83903872
"91900 Liminka Keskus   (Liminka )",2097,44946,43567,399,1360,338,94252601
"91910 Tupos   (Liminka )",831,56046,54964,109,576,146,46574198
"91930 Ala-Temmes   (Liminka )",171,45526,42511,33,97,41,7784877
"91950 Temmes   (Liminka )",299,34527,31475,97,168,34,10323463
"91980 Lumijoki   (Lumijoki )",743,39030,33595,230,408,105,28999156
"92100 Raahe Keskus   (Raahe )",2346,32723,24949,734,1316,296,76768511
"92120 Ollinsaari-Mestauskallio   (Raahe )",1480,35248,32533,429,854,197,52167394
"92130 Isoholmi-Antinkangas   (Raahe )",1483,40826,36986,226,982,275,60544836
"92140 Pattijoki Keskus   (Raahe )",2386,43603,41283,369,1618,399,104036135
"92150 Kummatti-Junnilanmäki   (Raahe )",810,26013,21206,360,401,49,21070528
"92160 Saloinen   (Raahe )",726,41891,40339,93,516,117,30412836
"92180 Lapaluoto   (Raahe )",77,31383,28793,18,55,4,2416481
"92210 Arkkukari   (Raahe )",282,48380,46706,58,171,53,13643155
"92220 Piehinki   (Raahe )",277,42904,39672,42,177,58,11884387
"92230 Mattilanperä   (Raahe )",86,45483,44229,10,62,14,3911577
"92240 Lasikangas   (Raahe )",126,41113,40090,18,86,22,5180211
"92260 Kopsa   (Raahe )",134,42825,42201,22,76,36,5738572
"92320 Siikajoki Keskus   (Siikajoki )",415,39990,35558,111,239,65,16596008
"92330 Karinkanta   (Siikajoki )",93,39929,34008,28,46,19,3713439
"92350 Revonlahti   (Siikajoki )",307,40236,37665,74,185,48,12352581
"92400 Ruukki Keskus   (Siikajoki )",748,35299,30466,229,442,77,26403453
"92430 Paavola-Huumola   (Siikajoki )",423,86781,31278,127,255,41,36708375
"92440 Saarikoski   (Siikajoki )",16,..,..,..,..,..,..
"92450 Luohua   (Siikajoki )",126,37896,31293,48,63,15,4774872
"92470 Tuomioja   (Siikajoki )",113,38137,31557,31,64,18,4309503
"92500 Rantsila Keskus   (Siikalatva )",704,32095,27076,273,377,54,22594721
"92520 Sipola   (Siikalatva )",35,31453,28428,15,17,3,1100869
"92530 Mankila   (Siikalatva )",69,41247,35198,17,42,10,2846021
"92600 Pulkkila Keskus   (Siikalatva )",582,32957,28127,195,330,57,19180861
"92610 Vorna   (Siikalatva )",37,37286,32062,7,26,4,1379585
"92620 Piippola Keskus   (Siikalatva )",433,34367,29987,133,255,45,14881018
"92640 Leskelä   (Siikalatva )",86,35488,28598,25,58,3,3051926
"92650 Laakkola   (Siikalatva )",78,34715,30077,24,48,6,2707756
"92700 Kestilä   (Siikalatva )",639,32083,26831,222,358,59,20500775
"92810 Pelsonsuo   (Vaala )",67,40611,37056,20,37,10,2720937
"92830 Veneheitto   (Vaala )",120,37387,33380,33,74,13,4486389
"92910 Tavastkenkä   (Pyhäntä )",122,37727,32993,29,78,15,4602673
"92920 Ahokylä   (Pyhäntä )",31,34919,36595,14,15,2,1082485
"92930 Pyhäntä   (Pyhäntä )",493,38231,32160,125,322,46,18847835
"93100 Pudasjärvi Keskus   (Pudasjärvi )",2372,32823,27433,822,1336,214,77855075
"93140 Kipinä   (Pudasjärvi )",206,32815,29046,72,118,16,6759921
"93160 Hetejärvi   (Pudasjärvi )",103,32756,26835,42,60,1,3373840
"93170 Yli-Kollaja   (Pudasjärvi )",40,37069,33386,12,24,4,1482771
"93180 Ikosenniemi   (Pudasjärvi )",14,..,..,..,..,..,..
"93187 Ala-Siurua   (Pudasjärvi )",64,33312,31315,26,31,7,2131954
"93190 Yli-Siurua-Ikosenniemi   (Pudasjärvi )",62,28226,23891,29,28,5,1750005
"93195 Kokkokylä   (Pudasjärvi )",27,..,..,..,..,..,..
"93220 Livo   (Pudasjärvi )",46,28668,25880,20,24,2,1318705
"93225 Pärjänsuo   (Pudasjärvi )",99,33775,26397,48,37,14,3343718
"93240 Rytinki   (Pudasjärvi )",60,28663,25306,26,33,1,1719780
"93250 Sarajärvi   (Pudasjärvi )",125,26389,23805,59,63,3,3298670
"93270 Sotkajärvi   (Pudasjärvi )",198,38880,34712,60,112,26,7698177
"93277 Iinattijärvi   (Pudasjärvi )",71,36861,30536,22,41,8,2617153
"93280 Syöte   (Pudasjärvi )",110,35322,30201,32,65,13,3885469
"93290 Pintamo   (Pudasjärvi )",42,36387,30658,17,20,5,1528247
"93350 Jaurakkajärvi   (Pudasjärvi )",64,31168,30406,27,35,2,1994725
"93390 Puhoskylä   (Pudasjärvi )",108,28003,24305,51,54,3,3024326
"93400 Taivalkoski Keskus   (Taivalkoski )",1424,34464,30124,451,842,131,49076356
"93420 Jurmu   (Taivalkoski )",109,33703,29101,38,65,6,3673595
"93440 Loukusa   (Taivalkoski )",28,..,..,..,..,..,..
"93470 Inget   (Taivalkoski )",62,35149,31947,18,38,6,2179232
"93540 Tyrövaara   (Taivalkoski )",127,35989,29779,47,72,8,4570594
"93590 Vanhala   (Taivalkoski )",93,33951,28131,38,48,7,3157424
"93600 Kuusamo   (Kuusamo )",4987,34176,28971,1466,2987,534,170433439
"93700 Kurkijärvi - Oijusluoma   (Kuusamo )",680,36782,35194,180,445,55,25011622
"93800 Muojärvi   (Kuusamo )",907,40434,37062,244,538,125,36673983
"93830 Rukatunturi   (Kuusamo )",367,40688,37925,74,230,63,14932454
"93900 Oulangan kansallispuisto   (Kuusamo )",357,33276,28788,119,204,34,11879706
"93999 Lososaari   (Kuusamo )",2,..,..,..,..,..,..
"94100 Kemi Keskus   (Kemi )",4229,26995,20916,1720,2081,428,114162620
"94200 Torvinen-Vainio   (Kemi )",1231,34083,30840,355,689,187,41956434
"94300 Pajusaari   (Kemi )",151,37275,35010,28,97,26,5628565
"94400 Keminmaa Keskus   (Keminmaa )",1404,35843,30558,372,821,211,50323675
"94430 Kaakamo   (Tornio )",405,43140,38673,76,251,78,17471626
"94450 Lassila-Jokisuu   (Keminmaa )",934,47308,46232,117,602,215,44185596
"94460 Ruottala   (Tornio )",80,38024,32403,23,47,10,3041926
"94500 Lautiosaari   (Keminmaa )",997,36974,34442,244,615,138,36863009
"94600 Ristikangas-Kivikko   (Kemi )",1194,40799,38279,213,775,206,48713563
"94700 Takajärvi-Haukkari   (Kemi )",2919,35276,31898,776,1750,393,102971326
"94720 Peurasaari   (Kemi )",540,36620,33335,116,329,95,19774730
"94800 Veitsiluoto   (Kemi )",.,.,.,.,.,.,.
"94830 Pikku Berliini-Hepola   (Kemi )",1029,30054,26195,332,600,97,30925416
"94900 Ajos   (Kemi )",153,41438,39100,20,107,26,6339958
"95100 Kuivaniemi Keskus   (Ii )",494,31676,26439,174,273,47,15647815
"95110 Kuivaniemi kk   (Ii )",157,34995,30548,42,94,21,5494207
"95130 Hyryoja   (Ii )",56,34050,27242,24,27,5,1906791
"95160 Oijärvi-Lamminperä   (Ii )",121,28002,24792,52,54,15,3388238
"95200 Simo Keskus   (Simo )",612,37304,32335,163,366,83,22829883
"95210 Filpus   (Simo )",109,40329,34191,25,65,19,4395812
"95220 Simoniemi   (Simo )",141,40232,38094,27,90,24,5672645
"95225 Viantie   (Simo )",103,36897,35339,26,61,16,3800377
"95230 Maksniemi   (Simo )",339,42180,38496,48,224,67,14299051
"95255 Alaniemi   (Simo )",44,29204,23953,18,22,4,1284986
"95260 Tainionjoki   (Simo )",27,..,..,..,..,..,..
"95270 Yli-Kärppä-Tainionjoki   (Simo )",60,32912,30541,17,37,6,1974722
"95300 Tervola Keskus   (Tervola )",841,35366,29594,259,478,104,29742393
"95310 Liedakkala   (Keminmaa )",186,45569,41962,21,121,44,8475759
"95315 Törmä   (Keminmaa )",94,39074,36952,19,57,18,3672985
"95325 Paakkola   (Tervola )",76,42056,36285,16,46,14,3196280
"95330 Tervola   (Tervola )",242,39673,29983,73,146,23,9600893
"95340 Loue   (Tervola )",133,33628,29868,37,81,15,4472479
"95350 Peura   (Tervola )",7,..,..,..,..,..,..
"95355 Koivu-Peura   (Tervola )",140,31583,26226,50,76,14,4421624
"95365 Maula   (Keminmaa )",118,40595,39214,20,77,21,4790174
"95370 Itäkoski   (Keminmaa )",85,39332,41921,18,50,17,3343251
"95375 Yli-Paakkola   (Tervola )",48,41414,28237,11,28,9,1987856
"95400 Tornio Keskus   (Tornio )",1656,25869,19880,681,823,152,42838752
"95410 Kiviranta   (Tornio )",1489,38681,34435,350,894,245,57596205
"95420 Miukki-Palosaari-Luotomäki   (Tornio )",1941,34049,29405,604,1088,249,66088779
"95430 Suensaari   (Tornio )",715,30315,24005,266,365,84,21675476
"95440 Kyläjoki   (Tornio )",345,50001,44467,57,213,75,17250233
"95450 Kirkonmäki   (Tornio )",1343,48971,46713,123,893,327,65768406
"95460 Kantojärvi   (Tornio )",394,47688,43656,58,273,63,18789063
"95470 Pirkkiö-Röyttä   (Tornio )",392,45568,42518,55,257,80,17862673
"95490 Terästehtaanalue   (Tornio )",.,.,.,.,.,.,.
"95500 Vojakkala-Yli-Liakka   (Tornio )",456,46173,43215,67,291,98,21054768
"95520 Kukkola   (Tornio )",157,37894,36925,36,92,29,5949344
"95530 Karunki   (Tornio )",322,37917,34010,91,186,45,12209182
"95540 Korpikylä   (Tornio )",42,34561,31128,16,19,7,1451570
"95560 Aapajoki   (Tornio )",83,37684,32332,25,48,10,3127782
"95590 Arpela   (Tornio )",368,37262,32113,104,205,59,13712401
"95600 Ylitornio Keskus   (Ylitornio )",1019,36619,30230,295,593,131,37315144
"95610 Kainuunkylä   (Ylitornio )",114,35295,26741,37,61,16,4023658
"95615 Pekanpää   (Ylitornio )",47,44898,40640,10,27,10,2110208
"95620 Aavasaksa   (Ylitornio )",205,34804,26563,63,123,19,7134922
"95630 Kuivakangas   (Ylitornio )",69,39914,35181,13,47,9,2754083
"95635 Kaulinranta   (Ylitornio )",117,35203,30277,32,65,20,4118781
"95640 Juoksenki   (Pello )",119,29715,25705,51,56,12,3536045
"95645 Turtola   (Pello )",128,33940,32160,28,87,13,4344374
"95655 Etelä-Portimojärvi   (Ylitornio )",59,35338,29314,23,32,4,2084961
"95660 Kantomaanpää   (Ylitornio )",90,33363,26826,33,45,12,3002628
"95670 Pessalompolo   (Ylitornio )",67,27272,22100,32,31,4,1827241
"95675 Meltosjärvi   (Ylitornio )",78,26100,22636,33,42,3,2035778
"95680 Lohijärvi   (Ylitornio )",34,28414,25041,13,19,2,966074
"95690 Mellakoski   (Ylitornio )",93,31933,27518,31,53,9,2969740
"95700 Pello Keskus   (Pello )",1136,35833,31090,287,706,143,40706808
"95710 Naamijoki   (Pello )",23,..,..,..,..,..,..
"95720 Jarhoinen   (Pello )",18,..,..,..,..,..,..
"95750 Orajärvi   (Pello )",59,33884,28112,23,28,8,1999157
"95760 Konttajärvi   (Pello )",52,34382,29128,15,30,7,1787859
"95770 Lankojärvi   (Pello )",95,30923,25518,36,50,9,2937694
"95780 Sirkkakoski   (Pello )",59,34625,31553,15,41,3,2042850
"95790 Lampsijärvi   (Pello )",47,29163,22971,21,22,4,1370673
"95800 Sieppijärvi-Taapajärvi   (Kolari )",243,31769,28182,85,132,26,7719884
"95830 Vaattojärvi   (Kolari )",76,32753,27842,27,47,2,2489198
"95840 Venejärvenkylä   (Kolari )",32,30261,27073,15,16,1,968341
"95850 Ruokojärvi   (Kolari )",17,..,..,..,..,..,..
"95860 Pasmajärvi   (Kolari )",22,..,..,..,..,..,..
"95900 Kolari Keskus   (Kolari )",896,36444,30460,223,570,103,32654011
"95920 Saaripudas   (Kolari )",77,36517,34157,19,50,8,2811831
"95930 Äkäsjoensuu   (Kolari )",57,35612,33206,13,37,7,2029911
"95940 Tapojärvi   (Muonio )",25,..,..,..,..,..,..
"95950 Kihlanki-Tapojärvi   (Muonio )",20,..,..,..,..,..,..
"95970 Äkäslompolo   (Muonio )",238,39434,31109,63,144,31,9385252
"95980 Ylläsjärvi   (Kolari )",109,42175,38158,19,69,21,4597107
"95990 Kurtakko   (Kolari )",35,41858,39881,7,22,6,1465016
"96100 Rovaniemi Keskus   (Rovaniemi )",6133,28626,22992,2078,3423,632,175563993
"96190 Lapinrinne-Ahokangas   (Rovaniemi )",1540,44803,43076,244,1008,288,68997233
"96200 Sahanperä-Ratantaus   (Rovaniemi )",3095,30314,24123,1047,1692,356,93821617
"96300 Niemelänkangas-Korvanniemi   (Rovaniemi )",3188,29189,22587,1381,1484,323,93055863
"96320 Teollisuuskylä   (Rovaniemi )",18,..,..,..,..,..,..
"96400 Pullinranta-Kiiruna   (Rovaniemi )",1606,40415,33672,387,890,329,64905804
"96440 Ounasrinne   (Rovaniemi )",1580,32393,26166,546,881,153,51181275
"96460 Pöykkölä   (Rovaniemi )",1050,47768,45930,97,724,229,50156300
"96500 Korkalovaara   (Rovaniemi )",2935,32673,28184,798,1847,290,95893868
"96600 Koskenkylä   (Rovaniemi )",478,50944,47028,65,287,126,24351310
"96700 Niskanperä   (Rovaniemi )",280,50163,50522,28,176,76,14045606
"96800 Ylikylä-Patosaari   (Rovaniemi )",673,44697,41078,137,408,128,30081178
"96900 Saarenkylä   (Rovaniemi )",2833,46535,43562,347,1845,641,131832600
"96910 Syväsenvaara   (Rovaniemi )",1329,38911,36409,210,929,190,51712453
"96930 Napapiiri Rovaniemi   (Rovaniemi )",27,..,..,..,..,..,..
"96960 Someroharju   (Rovaniemi )",76,32136,29133,10,58,8,2442340
"97110 Rautionsaari   (Rovaniemi )",167,48419,44461,24,113,30,8085902
"97130 Hirvas   (Rovaniemi )",333,42186,40283,45,233,55,14047824
"97140 Muurola   (Rovaniemi )",572,33342,29671,180,339,53,19071731
"97145 Totonvaara   (Rovaniemi )",.,.,.,.,.,.,.
"97160 Petäjäinen   (Rovaniemi )",63,34622,30831,13,43,7,2181193
"97170 Jaatila   (Rovaniemi )",79,35326,31939,25,45,9,2790790
"97220 Sinettä   (Rovaniemi )",337,44524,41385,71,218,48,15004601
"97240 Sonka   (Rovaniemi )",136,36862,33629,35,77,24,5013174
"97250 Raanujärvi   (Ylitornio )",97,33348,27896,33,56,8,3234749
"97280 Tapio   (Rovaniemi )",148,37249,33312,35,93,20,5512796
"97290 Marraskoski   (Rovaniemi )",53,35296,31081,16,29,8,1870671
"97310 Patokoski   (Rovaniemi )",81,30999,24821,30,44,7,2510914
"97320 Marrasjärvi   (Rovaniemi )",46,28279,23532,17,24,5,1300822
"97330 Rattosjärvi   (Pello )",32,27522,22720,14,14,4,880689
"97335 Ruuhivaara   (Pello )",38,30756,28273,14,22,2,1168731
"97340 Meltaus-Jääskö-Perttaus   (Rovaniemi )",157,28695,25898,55,91,11,4505108
"97370 Unarin-Luusua   (Sodankylä )",25,..,..,..,..,..,..
"97380 Kukasranta   (Sodankylä )",14,..,..,..,..,..,..
"97390 Kierinki   (Sodankylä )",75,30721,24726,33,31,11,2304041
"97420 Lohiniva   (Kittilä )",206,30538,25797,86,110,10,6290746
"97430 Taapajärvi   (Kolari )",2,..,..,..,..,..,..
"97470 Alakylä-Sailehto   (Kittilä )",74,36617,28337,24,44,6,2709686
"97510 Vikajärvi   (Rovaniemi )",93,33965,27800,28,55,10,3158702
"97520 Nampa   (Rovaniemi )",23,..,..,..,..,..,..
"97530 Nampa-Yli-Nampa   (Rovaniemi )",45,36609,33577,9,30,6,1647390
"97540 Tiainen   (Rovaniemi )",52,24580,23426,23,26,3,1278164
"97580 Misi   (Rovaniemi )",50,26542,20121,23,23,4,1327085
"97590 Raajärvi   (Kemijärvi )",7,..,..,..,..,..,..
"97610 Oikarainen   (Rovaniemi )",201,39658,33198,47,122,32,7971239
"97615 Tennirova   (Rovaniemi )",20,..,..,..,..,..,..
"97620 Viiri-Tennirova   (Rovaniemi )",46,33101,32264,15,28,3,1522643
"97625 Vanttauskoski   (Rovaniemi )",155,30979,26132,59,83,13,4801695
"97630 Pekkala   (Rovaniemi )",55,29708,25981,17,34,4,1633938
"97635 Juuniemi   (Rovaniemi )",51,29104,23506,18,27,6,1484316
"97645 Juujärvi   (Kemijärvi )",65,27735,26128,22,39,4,1802788
"97650 Juotas   (Rovaniemi )",77,26782,23549,31,40,6,2062190
"97655 Autti   (Rovaniemi )",82,28418,26663,29,43,10,2330275
"97665 Pohjasperä   (Ranua )",87,31062,26915,39,39,9,2702366
"97670 Kivitaipale   (Rovaniemi )",109,39139,35963,30,65,14,4266143
"97675 Narkaus-Kämät   (Rovaniemi )",76,30367,25854,26,43,7,2307893
"97680 Saari-Kämä   (Rovaniemi )",31,42334,37296,6,20,5,1312360
"97685 Siika-Kämä   (Rovaniemi )",25,..,..,..,..,..,..
"97690 Sulaoja   (Rovaniemi )",49,36281,33043,13,28,8,1777791
"97700 Ranua Keskus   (Ranua )",1302,35271,29184,451,720,131,45923209
"97715 Raiskio   (Ranua )",94,30760,27331,39,47,8,2891453
"97720 Yli-Simo-Raiskio   (Ranua )",49,27501,23032,25,23,1,1347537
"97760 Saariharju   (Ranua )",61,34156,29693,21,38,2,2083538
"97765 Kuha-Impiö-Itäranua   (Ranua )",37,37218,28149,15,20,2,1377067
"97770 Petäjäjärvi   (Ranua )",7,..,..,..,..,..,..
"97780 Kuukasjärvi-Petäjäjärvi   (Ranua )",36,38299,31736,9,23,4,1378778
"97785 Kelankylä   (Ranua )",31,35787,28416,14,11,6,1109393
"97810 Suorsa   (Posio )",8,..,..,..,..,..,..
"97815 Pernu-Suorsa   (Posio )",25,..,..,..,..,..,..
"97820 Perä-Posio   (Posio )",54,29155,26310,20,33,1,1574390
"97840 Lehtiniemi   (Posio )",48,32527,27832,17,28,3,1561295
"97850 Ristilä   (Posio )",44,28454,25264,15,28,1,1251992
"97870 Jumisko   (Posio )",24,..,..,..,..,..,..
"97880 Nolimo-Jumisko   (Posio )",18,..,..,..,..,..,..
"97890 Karjalaisenniemi   (Posio )",99,39271,33157,32,56,11,3887867
"97895 Mourujärvi   (Posio )",42,36133,34800,9,32,1,1517565
"97900 Posio Keskus   (Posio )",935,32778,27058,315,527,93,30647256
"97920 Suonnankylä   (Posio )",39,34033,32059,15,23,1,1327286
"97925 Tolva   (Posio )",30,34793,29708,10,17,3,1043787
"97940 Lohiranta   (Posio )",40,33221,24583,19,15,6,1328826
"97950 Säikkä   (Posio )",6,..,..,..,..,..,..
"97960 Kuloharju-Säikkä   (Posio )",49,30790,26634,17,31,1,1508703
"97965 Kynsilä   (Posio )",44,36302,29116,16,22,6,1597286
"97970 Sirniö   (Posio )",33,30763,24582,13,18,2,1015195
"97980 Anetjärvi   (Posio )",60,34867,29960,22,30,8,2092018
"97999 Köngäs   (Kittilä )",.,.,.,.,.,.,.
"98100 Kemijärvi Keskus   (Kemijärvi )",1538,31154,25330,476,909,153,47915300
"98120 Särkikangas   (Kemijärvi )",1001,29363,25480,349,586,66,29392592
"98230 Luusua-Karsimus   (Kemijärvi )",110,31404,30091,36,63,11,3454479
"98310 Karvakko   (Kemijärvi )",209,41010,40549,43,126,40,8571069
"98350 Tapionniemi   (Kemijärvi )",76,34956,28411,31,34,11,2656677
"98360 Vuostimo   (Kemijärvi )",77,26949,24225,36,38,3,2075062
"98400 Isokylä-Ryti-Lehtola   (Kemijärvi )",289,41385,36570,56,189,44,11960155
"98420 Ryti-Lehtola   (Kemijärvi )",63,35404,34640,15,42,6,2230428
"98440 Kallaanvaara   (Kemijärvi )",389,37881,35090,69,270,50,14735795
"98450 Kostamo   (Kemijärvi )",147,32641,28229,55,77,15,4798297
"98500 Pelkosenniemi Keskus   (Pelkosenniemi )",266,31279,27920,76,164,26,8320310
"98510 Saunavaara   (Pelkosenniemi )",26,..,..,..,..,..,..
"98530 Pyhätunturi   (Pelkosenniemi )",122,36601,33985,19,76,27,4465380
"98550 Suvanto   (Pelkosenniemi )",17,..,..,..,..,..,..
"98560 Kairala-Luiro   (Pelkosenniemi )",49,33988,28501,17,24,8,1665404
"98570 Aapajärvi   (Pelkosenniemi )",22,..,..,..,..,..,..
"98580 Luiro   (Pelkosenniemi )",17,..,..,..,..,..,..
"98600 Kursu   (Salla )",143,31366,27495,42,88,13,4485272
"98620 Pahkakumpu   (Salla )",28,..,..,..,..,..,..
"98630 Ahvenselkä   (Pelkosenniemi )",34,31400,27740,16,15,3,1067591
"98660 Salmivaara   (Salla )",68,31381,28076,19,44,5,2133937
"98710 Joutsijärvi   (Kemijärvi )",59,33501,29624,18,33,8,1976548
"98720 Suomutunturi   (Kemijärvi )",55,27921,21847,27,22,6,1535660
"98760 Hirvasvaara-Paloperä   (Salla )",35,30704,26933,14,20,1,1074637
"98770 Aholanvaara   (Salla )",28,..,..,..,..,..,..
"98780 Maaninkavaara   (Posio )",35,31758,26215,12,22,1,1111542
"98790 Paloperä   (Salla )",20,..,..,..,..,..,..
"98800 Savukoski Keskus-Värriö   (Savukoski )",272,33846,29196,83,150,39,9206021
"98810 Lunkkaus   (Savukoski )",18,..,..,..,..,..,..
"98820 Värriö   (Savukoski )",23,..,..,..,..,..,..
"98830 Martti-Ruuvaoja   (Savukoski )",79,29953,23067,37,37,5,2366282
"98840 Ruuvaoja   (Savukoski )",7,..,..,..,..,..,..
"98850 Kuosku   (Savukoski )",54,32486,31153,19,32,3,1754219
"98900 Salla Keskus   (Salla )",1102,31969,27543,332,676,94,35229824
"98920 Kelloselkä   (Salla )",73,35676,32143,25,42,6,2604353
"98930 Kotalankylä   (Salla )",51,29868,27712,19,28,4,1523284
"98950 Saija   (Salla )",76,32204,22459,30,40,6,2447513
"98960 Naruska   (Salla )",23,..,..,..,..,..,..
"98970 Onkamojärvi   (Salla )",40,32910,27707,13,24,3,1316384
"98980 Kallunki-Niemelä   (Salla )",22,..,..,..,..,..,..
"98995 Hautajärvi   (Salla )",126,30810,27328,45,70,11,3882003
"99100 Kittilä Keskus   (Kittilä )",1300,36984,31942,320,774,206,48078759
"99110 Kaukonen   (Kittilä )",159,36637,32747,41,101,17,5825286
"99120 Kallo   (Kittilä )",69,29873,26691,25,39,5,2061219
"99130 Sirkka-Rauhala   (Kittilä )",595,39167,33075,102,365,128,23304326
"99135 Rauhala   (Kittilä )",9,..,..,..,..,..,..
"99140 Köngäs-Hanhivaara   (Kittilä )",97,44049,37561,18,60,19,4272734
"99150 Tepasto   (Kittilä )",42,38378,36760,11,22,9,1611879
"99160 Lompolo-Pulju   (Kittilä )",34,29611,28407,11,22,1,1006766
"99170 Pulju   (Kittilä )",12,..,..,..,..,..,..
"99180 Rautusjärvi   (Kittilä )",30,30557,28499,11,17,2,916700
"99190 Hanhimaa   (Kittilä )",19,..,..,..,..,..,..
"99195 Pokka   (Kittilä )",6,..,..,..,..,..,..
"99230 Jeesiöjärvi   (Kittilä )",23,..,..,..,..,..,..
"99240 Kuivasalmi   (Kittilä )",14,..,..,..,..,..,..
"99250 Kiistala-Jeesiöjärvi   (Kittilä )",37,35146,33620,13,20,4,1300386
"99270 Hormakumpu   (Kittilä )",17,..,..,..,..,..,..
"99280 Tepsa   (Kittilä )",40,34103,24250,11,26,3,1364134
"99290 Kelontekemä   (Kittilä )",42,36436,28566,12,25,5,1530314
"99300 Muonio Keskus   (Muonio )",825,40814,33603,182,516,127,33671309
"99310 Yli-Muonio   (Muonio )",70,37737,33133,11,50,9,2641599
"99320 Kätkäsuvanto   (Muonio )",60,35318,28835,17,34,9,2119066
"99330 Pallastunturi   (Muonio )",.,.,.,.,.,.,.
"99340 Raattama-Pallastunturi   (Kittilä )",69,29758,26784,29,34,6,2053309
"99360 Kangosjärvi   (Muonio )",54,38057,34804,13,37,4,2055065
"99400 Enontekiö Keskus   (Enontekiö )",322,35217,29655,109,174,39,11339858
"99410 Vuontisjärvi   (Enontekiö )",50,34005,31634,16,28,6,1700250
"99420 Peltovuoma   (Enontekiö )",67,37186,35963,21,40,6,2491450
"99430 Nunnanen   (Enontekiö )",40,32211,29318,13,25,2,1288442
"99440 Leppäjärvi   (Enontekiö )",69,28805,24441,33,33,3,1987574
"99450 Palojoensuu-Kuttanen   (Enontekiö )",62,31388,26493,20,32,10,1946028
"99460 Kuttanen   (Enontekiö )",27,..,..,..,..,..,..
"99470 Karesuvanto   (Enontekiö )",120,34577,31106,34,77,9,4149290
"99490 Kilpisjärvi   (Enontekiö )",70,43478,39741,8,42,20,3043436
