"Postal code area","Households, total, 2015 (TR)","Average income of households, 2015 (TR)","Median income of households, 2015 (TR)","Households belonging to the lowest income category, 2015 (TR)","Households belonging to the middle income category, 2015 (TR)","Households belonging to the highest income category, 2015 (TR)","Accumulated purchasing power of households, 2015 (TR)"
"49480 Vanha-Summa   (Hamina )",204,42675,39272,34,127,43,8705663
"49490 Neuvoton   (Hamina )",639,39166,35723,143,384,112,25027203
"49510 Husula   (Hamina )",621,32100,26413,201,357,63,19934100
"49520 Reitkalli   (Hamina )",126,38430,35390,31,74,21,4842200
"49540 Metsäkylä   (Hamina )",207,38270,34625,45,133,29,7921908
"49570 Kannusjärvi   (Hamina )",190,39656,34124,47,111,32,7534679
"49610 Sivatti   (Hamina )",42,37754,34580,11,26,5,1585654
"49630 Vehkajoki   (Hamina )",40,32617,27087,8,28,4,1304660
"49640 Paijärvi   (Hamina )",83,35623,30042,22,53,8,2956697
"49660 Pyhältö   (Hamina )",264,39219,36239,69,152,43,10353899
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",452,31932,26322,170,242,40,14433292
"49720 Hurttala   (Miehikkälä )",29,..,..,..,..,..,..
"49730 Muurikkala   (Miehikkälä )",150,33467,25690,61,71,18,5019996
"49750 Kalliokoski   (Miehikkälä )",72,37113,30535,19,41,12,2672135
"49760 Suur-Miehikkälä   (Miehikkälä )",104,35970,31228,33,61,10,3740850
"49770 Salo-Miehikkälä   (Miehikkälä )",110,35924,31240,32,66,12,3951633
"49780 Onkamaa   (Hamina )",50,40047,38939,12,25,13,2002345
"49840 Mäntlahti   (Hamina )",80,33974,31728,17,53,10,2717904
"49860 Klamila   (Virolahti )",340,34426,30629,112,178,50,11704831
"49900 Virolahti Keskus   (Virolahti )",964,34412,30282,285,567,112,33172858
"49930 Vaalimaa   (Virolahti )",73,39327,32113,22,41,10,2870900
"49960 Ala-Pihlaja   (Virolahti )",106,36805,29724,31,63,12,3901330
"49980 Ravijoki   (Virolahti )",121,40608,35545,20,78,23,4913563
"50100 Mikkeli Keskus   (Mikkeli )",5926,30286,23551,2004,3157,765,179472476
"50120 Siekkilä   (Mikkeli )",875,30887,25770,281,511,83,27026269
"50130 Nuijamies   (Mikkeli )",1608,36030,30460,422,913,273,57936248
"50150 Karkialampi   (Mikkeli )",628,36808,32295,166,376,86,23115494
"50160 Kattilansilta   (Mikkeli )",1514,27515,22552,604,805,105,41657510
"50170 Peitsari   (Mikkeli )",2894,35018,29940,817,1729,348,101343066
"50180 Visulahti   (Mikkeli )",291,51585,50448,33,192,66,15011183
"50190 Tuppurala   (Mikkeli )",2653,32956,27363,809,1495,349,87432656
"50200 Kovala   (Mikkeli )",245,42510,42698,45,162,38,10414945
"50300 Rämälä   (Mikkeli )",142,40366,36211,36,84,22,5732011
"50350 Norola   (Mikkeli )",133,45199,44658,18,95,20,6011499
"50500 Tuukkala-Kaituenmäki   (Mikkeli )",739,38046,33674,152,469,118,28115694
"50520 Moision Sairaala-alue   (Mikkeli )",83,30862,24263,26,39,18,2561581
"50600 Karikko   (Mikkeli )",1975,43657,40824,304,1320,351,86222184
"50670 Otava   (Mikkeli )",866,36934,31876,228,534,104,31984462
"50700 Syysjärvi   (Mikkeli )",212,50655,46010,23,126,63,10738953
"50770 Korpikoski   (Mikkeli )",113,37717,34063,20,79,14,4262077
"50800 Annilanselkä   (Mikkeli )",241,51164,43683,35,133,73,12330539
"50970 Ihastjärvi   (Mikkeli )",1087,37633,33207,322,621,144,40907610
"51130 Vanhamäki   (Mikkeli )",80,33096,29306,31,39,10,2647710
"51200 Kangasniemi Keskus   (Kangasniemi )",2087,31677,25793,745,1118,224,66110599
"51260 Tahkomäki   (Kangasniemi )",66,37483,33717,18,39,9,2473900
"51270 Kutemajärvi   (Kangasniemi )",107,39876,34707,33,53,21,4266707
"51310 Levä   (Kangasniemi )",70,35318,31392,24,33,13,2472244
"51335 Kaihlamäki   (Kangasniemi )",21,..,..,..,..,..,..
"51340 Hännilä-Särkiharju   (Kangasniemi )",137,34985,29486,47,79,11,4792980
"51360 Koivula-Synsiö   (Kangasniemi )",89,39431,28412,29,46,14,3509390
"51380 Synsiö   (Kangasniemi )",22,..,..,..,..,..,..
"51420 Harjumaa-Pajulankylä   (Mikkeli )",106,39441,33588,33,56,17,4180726
"51430 Läsäkoski   (Kangasniemi )",44,36186,32496,11,24,9,1592189
"51440 Vuojalahti   (Kangasniemi )",114,42832,30966,30,60,24,4882826
"51450 Pajulankylä   (Mikkeli )",23,..,..,..,..,..,..
"51460 Luusniemi   (Kangasniemi )",98,36429,28506,34,52,12,3570055
"51520 Hiirola   (Mikkeli )",199,37375,32545,55,117,27,7437591
"51540 Kalvitsa   (Mikkeli )",158,37006,32532,43,93,22,5846997
"51600 Haukivuori Keskus-Piitkäaho   (Mikkeli )",749,31692,26366,289,391,69,23737642
"51620 Pitkäaho   (Mikkeli )",13,..,..,..,..,..,..
"51670 Nykälä   (Mikkeli )",75,30469,26842,30,37,8,2285176
"51720 Rahula   (Mikkeli )",192,48481,44144,32,122,38,9308301
"51740 Huuhanaho   (Mikkeli )",104,40311,36033,19,66,19,4192304
"51760 Nuutilanmäki   (Juva )",133,41232,37631,37,68,28,5483829
"51780 Kuosmala   (Juva )",69,36829,34009,19,42,8,2541178
"51810 Maivala   (Juva )",72,38943,30814,25,37,10,2803897
"51820 Hatsola   (Juva )",131,36594,31936,41,73,17,4793825
"51850 Vuorenmaa   (Juva )",105,35283,30246,34,55,16,3704733
"51860 Narila   (Juva )",35,40055,33499,9,19,7,1401930
"51880 Koikkala   (Juva )",117,36063,30047,43,57,17,4219372
"51890 Risulahti   (Juva )",35,45039,45356,8,22,5,1576375
"51900 Juva Keskus   (Juva )",2347,32196,26129,805,1285,257,75563260
"51930 Paatela   (Juva )",75,40466,36500,14,51,10,3034947
"51940 Härkälä   (Juva )",58,37594,28695,20,28,10,2180439
"51980 Lauteala   (Juva )",106,41983,33534,34,54,18,4450181
"52100 Anttola   (Mikkeli )",754,35295,30534,220,438,96,26612548
"52110 Majavesi   (Mikkeli )",177,41354,37793,43,90,44,7319571
"52150 Hauhala   (Mikkeli )",63,44833,34772,11,38,14,2824505
"52200 Puumala Keskus   (Puumala )",987,33313,27689,302,554,131,32880009
"52230 Hurissalo   (Puumala )",113,39830,32469,37,59,17,4500762
"52270 Ryhälä   (Puumala )",21,..,..,..,..,..,..
"52300 Ristiina Keskus   (Mikkeli )",1455,37070,31992,369,876,210,53937380
"52320 Vitsiälä   (Mikkeli )",158,39898,38590,34,89,35,6303874
"52330 Heimari   (Mikkeli )",26,..,..,..,..,..,..
"52340 Hangastenmaa   (Mikkeli )",103,35689,31150,25,67,11,3675923
"52360 Someenjärvi   (Mikkeli )",54,36109,25441,21,20,13,1949900
"52420 Pellosniemi   (Mikkeli )",351,33001,26128,132,174,45,11583290
"52510 Hietanen   (Hirvensalmi )",240,35197,32709,65,142,33,8447342
"52520 Syväsmäki   (Hirvensalmi )",65,39454,34234,18,38,9,2564520
"52550 Hirvensalmi Keskus   (Hirvensalmi )",893,32656,27192,311,455,127,29161831
"52610 Tuukkalanlahti   (Hirvensalmi )",61,30870,24720,26,30,5,1883058
"52620 Kuitula   (Hirvensalmi )",47,47483,28577,16,21,10,2231716
"52700 Mäntyharju Keskus   (Mäntyharju )",2678,33869,27449,849,1515,314,90701438
"52720 Karankamäki-Koirakivi   (Mäntyharju )",57,31202,26988,20,30,7,1778486
"52730 Koirakivi   (Mäntyharju )",39,38722,29144,14,16,9,1510145
"52740 Tuustaipale   (Mäntyharju )",141,32848,28416,56,64,21,4631618
"52760 Mynttilä   (Mäntyharju )",46,37630,29397,14,24,8,1730989
"52780 Kuomiokoski   (Mikkeli )",67,33454,27718,24,35,8,2241400
"52830 Suomenniemi   (Mikkeli )",339,32200,25779,135,166,38,10915756
"52850 Halmeniemi   (Mäntyharju )",67,31191,27339,23,37,7,2089801
"52890 Käävänkylä   (Mäntyharju )",50,34354,26243,20,23,7,1717721
"52920 Voikoski   (Kouvola )",66,36643,33016,24,30,12,2418430
"52960 Nurmaa   (Mäntyharju )",60,34488,29933,20,32,8,2069305
"52970 Pankalahti-Ahvenainen   (Mäntyharju )",41,33861,31566,14,25,2,1388310
"52980 Ahvenainen   (Mäntyharju )",36,30560,22164,15,17,4,1100144
"53100 Lappeenranta keskus   (Lappeenranta )",6599,30782,23634,1999,3713,887,203132864
"53130 Keskussairaala-alue-Kimpinen   (Lappeenr",397,37368,28567,90,230,77,14835276
"53200 Kaukas-Tirilä   (Lappeenranta )",863,31996,27648,245,511,107,27612141
"53300 Lauritsala-Mälkiä   (Lappeenranta )",3921,35637,30239,1019,2337,565,139731121
"53400 Laihia   (Lappeenranta )",774,45761,43035,107,498,169,35418751
"53420 Mustola   (Lappeenranta )",247,41839,39322,27,179,41,10334181
"53500 Parkkarila-Harapainen-Reijola   (Lappee",2205,40652,37472,471,1369,365,89636741
"53550 Kourulanmäki   (Lappeenranta )",419,44456,41001,67,264,88,18626987
"53600 Kesämäki   (Lappeenranta )",1388,31385,25029,422,774,192,43561880
"53650 Mattila-Kuusela   (Lappeenranta )",923,38599,34472,205,584,134,35627219
"53810 Kuusimäki-Lavola   (Lappeenranta )",2170,29468,24698,755,1202,213,63946346
"53830 Rutola   (Lappeenranta )",253,48563,48821,36,155,62,12286336
"53850 Skinnarila   (Lappeenranta )",5438,32002,25205,2317,2439,682,174028750
"53900 Pallo-Tysterniemi-Leiri   (Lappeenranta )",1797,32928,27218,527,929,341,59172348
"53920 Voisalmi   (Lappeenranta )",1795,32518,25652,595,972,228,58369919
"53950 Kivisalmi   (Lappeenranta )",1076,36561,28929,339,585,152,39339702
"54100 Joutseno Keskus   (Lappeenranta )",2606,36080,30906,658,1554,394,94025291
"54110 Lampikangas   (Lappeenranta )",530,38340,35628,94,331,105,20320101
"54120 Pulp   (Lappeenranta )",826,37721,33495,217,480,129,31157816
"54190 Konnunsuo   (Lappeenranta )",37,35198,29566,12,22,3,1302330
"54230 Nuijamaa   (Lappeenranta )",306,37845,33431,81,175,50,11580439
"54250 Rapattila   (Lappeenranta )",77,35458,30087,20,49,8,2730281
"54260 Hanhijärvi   (Lappeenranta )",291,48686,47415,45,184,62,14167684
"54270 Vainikkala   (Lappeenranta )",218,37352,33251,59,133,26,8142709
"54300 Vilkjärvi   (Lappeenranta )",248,42599,40554,47,165,36,10564536
"54310 Hytti   (Lappeenranta )",163,47744,47385,27,99,37,7782317
"54330 Simola   (Lappeenranta )",183,37650,35771,53,102,28,6889921
"54390 Pulsa   (Lappeenranta )",74,33612,28012,27,40,7,2487302
"54410 Ylämaa Keskus   (Lappeenranta )",455,34330,29065,137,255,63,15620154
"54430 Hujakkala   (Lappeenranta )",76,37162,31174,26,41,9,2824331
"54460 Ylijärvi   (Lappeenranta )",47,31243,30050,20,19,8,1468439
"54490 Ahomäki   (Miehikkälä )",95,33569,28855,26,58,11,3189009
"54500 Taavetti-Somerharju   (Luumäki )",1517,31662,26628,505,845,167,48031779
"54510 Uro   (Luumäki )",179,38821,35711,52,95,32,6948911
"54530 Luumäki   (Luumäki )",572,41753,36169,125,324,123,23882572
"54550 Suo-Anttila   (Luumäki )",37,35742,31496,17,13,7,1322441
"54580 Somerharju   (Luumäki )",17,..,..,..,..,..,..
"54590 Kaitjärvi   (Luumäki )",59,36659,32774,18,35,6,2162894
"54710 Lemi Keskus   (Lemi )",679,34174,29583,209,386,84,23203887
"54720 Laksiainen   (Lemi )",69,36454,35429,25,35,9,2515329
"54750 Välijoki   (Savitaipale )",127,37580,31085,49,56,22,4772684
"54770 Heituinlahti   (Savitaipale )",255,35655,29614,78,142,35,9092138
"54800 Savitaipale Keskus   (Savitaipale )",1311,34518,27529,414,722,175,45252664
"54820 Kotimäki   (Lemi )",110,39839,35695,28,59,23,4382328
"54850 Kuukanniemi   (Lemi )",438,43877,39976,73,284,81,19218116
"54915 Saimaanharju-Kyläniemi   (Taipalsaari )",782,43790,40101,106,499,177,34243414
"54920 Taipalsaari   (Taipalsaari )",656,42045,39363,149,381,126,27581530
"54930 Levänen   (Taipalsaari )",133,36340,30679,50,64,19,4833224
"54940 Solkei   (Taipalsaari )",60,36494,32056,17,31,12,2189619
"54950 Pettilä   (Savitaipale )",55,31498,30476,11,38,6,1732380
"54960 Vehkataipale   (Taipalsaari )",246,45689,39754,41,144,61,11239535
"55100 Imatra Keskus   (Imatra )",5458,35302,29611,1373,3246,839,192676288
"55120 Mansikkala-Tuulikallio   (Imatra )",1908,30677,22582,711,956,241,58531897
"55300 Rauha-Tiuruniemi   (Lappeenranta )",494,38002,32769,88,329,77,18772834
"55320 Rauha   (Lappeenranta )",276,38444,35121,62,172,42,10610431
"55330 Tiuruniemi   (Lappeenranta )",34,37723,24342,12,16,6,1282598
"55400 Tainionkoski-Mustalampi   (Imatra )",646,41089,36351,120,408,118,26543756
"55420 Karhumäki-Karhukallio   (Imatra )",964,41355,37919,145,645,174,39866611
"55510 Sotkulampi-Linnasuo   (Imatra )",829,25383,21388,366,409,54,21042438
"55610 Rajapatsas-Teppanala   (Imatra )",1525,31290,27671,456,940,129,47717339
"55700 Vintteri-Virasoja   (Imatra )",674,40014,37309,77,469,128,26969407
"55800 Vuoksenniska-Saarlampi   (Imatra )",2294,31607,25547,757,1239,298,72507351
"55910 Rautio-Kurkvuori   (Imatra )",806,36981,34461,169,515,122,29806708
"56100 Ruokolahti Keskus   (Ruokolahti )",1104,35214,29451,319,615,170,38875977
"56120 Salosaari   (Ruokolahti )",357,45848,42179,40,228,89,16367605
"56140 Äitsaari   (Ruokolahti )",116,42831,35449,29,63,24,4968452
"56210 Virmutjoki   (Ruokolahti )",197,38417,34964,49,116,32,7568171
"56310 Syyspohja   (Ruokolahti )",97,40977,32760,22,49,26,3974729
"56330 Utula   (Ruokolahti )",23,..,..,..,..,..,..
"56350 Kyläniemi   (Taipalsaari )",15,..,..,..,..,..,..
"56410 Kaiturinpää   (Ruokolahti )",65,43285,38800,15,34,16,2813523
"56440 Pohja-Lankila   (Ruokolahti )",105,38674,32208,34,50,21,4060761
"56510 Puntala   (Ruokolahti )",192,38981,37023,31,137,24,7484386
"56550 Niska-Pietilä   (Rautjärvi )",61,38053,36216,11,41,9,2321229
"56610 Rautjärvi   (Rautjärvi )",321,35028,30068,92,185,44,11243843
"56640 Purnujärvi   (Rautjärvi )",47,33872,32574,18,24,5,1591992
"56710 Miettilä   (Rautjärvi )",72,37172,31833,22,37,13,2676371
"56730 Laikko   (Rautjärvi )",161,35469,30873,45,91,25,5710541
"56800 Simpele   (Rautjärvi )",1315,32885,27748,424,711,180,43243344
"57100 Heikinpohja-Piispanmäki   (Savonlinna )",2596,26446,21318,1050,1316,230,68653172
"57120 Savonlinna   (Savonlinna )",9,..,..,..,..,..,..
"57130 Savonlinna Keskus   (Savonlinna )",1327,29144,22593,460,707,160,38673758
"57170 Sortteerinlahti-Talvisalo   (Savonlinna )",1250,26103,21850,491,674,85,32628998
"57200 Miekonniemi-Venäjänniemi   (Savonlinna )",1336,33561,28135,404,781,151,44837936
"57210 Nojanmaa   (Savonlinna )",1272,35684,30688,337,799,136,45390284
"57220 Haka-alue-Viuhonmäki   (Savonlinna )",834,27599,22491,365,426,43,23017651
"57230 Inkerinkylä   (Savonlinna )",1731,31280,26857,603,980,148,54144905
"57310 Rinkilä   (Savonlinna )",323,36733,33501,84,194,45,11864769
"57510 Laitaatsilta   (Savonlinna )",216,44515,39529,33,150,33,9615135
"57600 Poukkusilta-Pihlajaniemi   (Savonlinna )",812,41638,38412,187,467,158,33809709
"57710 Kellarpelto-Rantakoivikko   (Savonlinna )",1315,39034,35685,291,829,195,51329859
"57810 Aholahti   (Savonlinna )",155,35852,33038,52,77,26,5557117
"58130 Oravi   (Savonlinna )",65,33273,30493,17,41,7,2162728
"58140 Ahvensalmi   (Savonlinna )",39,39986,32157,12,21,6,1559441
"58150 Makkola   (Savonlinna )",94,39057,36687,23,63,8,3671339
"58160 Karvila   (Enonkoski )",80,37589,32664,26,44,10,3007094
"58170 Simanala   (Enonkoski )",109,37753,36626,29,66,14,4115114
"58175 Enonkoski Keskus   (Enonkoski )",451,31604,27662,153,262,36,14253368
"58180 Ihamaniemi   (Enonkoski )",73,41321,32141,23,37,13,3016461
"58200 Kerimäki Keskus   (Savonlinna )",1688,32938,27679,577,959,152,55599442
"58220 Louhi   (Savonlinna )",195,35326,30914,46,126,23,6888633
"58260 Kumpuranta   (Savonlinna )",83,36858,32970,21,55,7,3059227
"58300 Savonranta Keskus   (Savonlinna )",385,28646,22825,167,187,31,11028776
"58320 Raikuu   (Savonlinna )",92,34993,29805,27,53,12,3219316
"58350 Villala   (Kitee )",119,28790,23988,52,58,9,3425959
"58360 Säimen   (Savonlinna )",90,32541,28800,30,55,5,2928721
"58390 Rönkönvaara   (Savonlinna )",35,30302,29788,11,21,3,1060574
"58410 Haapakallio   (Savonlinna )",243,43871,44320,29,180,34,10660606
"58420 Silvola   (Savonlinna )",136,38523,35651,32,86,18,5239062
"58430 Kulennoinen   (Savonlinna )",201,41018,38484,44,125,32,8244691
"58450 Punkaharju   (Savonlinna )",192,41082,37991,29,125,38,7887683
"58500 Punkasalmi   (Savonlinna )",860,32508,27377,256,524,80,27956478
"58520 Hiukkajoki   (Savonlinna )",151,34641,29605,45,86,20,5230738
"58550 Putikko   (Savonlinna )",203,33612,30171,61,121,21,6823264
"58570 Ruhvana   (Savonlinna )",30,36819,33769,9,19,2,1104565
"58580 Vuoriniemi   (Savonlinna )",51,30934,26657,20,26,5,1577616
"58610 Telakanava   (Sulkava )",62,37076,31144,19,38,5,2298714
"58620 Lohilahti   (Sulkava )",145,30915,23464,59,75,11,4482720
"58650 Kiviapaja   (Savonlinna )",53,31549,25734,17,32,4,1672102
"58680 Piojärvi   (Savonlinna )",22,..,..,..,..,..,..
"58690 Ala-Särkilahti-Piojärvi   (Savonlinna )",44,40771,36609,8,28,8,1793927
"58700 Sulkava Keskus   (Sulkava )",1111,31639,26941,389,621,101,35150678
"58720 Kaartilankoski   (Sulkava )",130,34591,29608,48,69,13,4496788
"58770 Pihlajalahti   (Savonlinna )",112,33111,28377,39,64,9,3708449
"58810 Kallislahti   (Savonlinna )",141,38364,35100,32,86,23,5409293
"58830 Parkumäki   (Rantasalmi )",125,39055,37862,35,74,16,4881851
"58850 Hiltula   (Rantasalmi )",49,34241,33712,16,28,5,1677790
"58900 Rantasalmi Keskus   (Rantasalmi )",1250,32529,26346,437,686,127,40661165
"58910 Rantasalmi Asemanseutu   (Rantasalmi )",90,34051,30876,21,59,10,3064570
"58920 Kolkontaipale   (Rantasalmi )",152,35790,32273,44,92,16,5440124
"58940 Tuusmäki   (Rantasalmi )",100,42540,35263,25,60,15,4253988
"59100 Parikkala Keskus   (Parikkala )",1232,32211,26084,403,684,145,39684097
"59130 Koitsanlahti   (Parikkala )",91,36607,29853,26,50,15,3331259
"59210 Melkoniemi   (Parikkala )",71,36038,32000,22,37,12,2558691
"59310 Särkisalmi   (Parikkala )",452,37672,32529,114,263,75,17027643
"59320 Haapaoja   (Parikkala )",44,34266,29391,14,25,5,1507719
"59410 Kirjavala   (Parikkala )",204,34456,27431,64,118,22,7028946
"59510 Maironiemi   (Parikkala )",227,29666,24179,89,116,22,6734274
"59520 Saari   (Parikkala )",66,38080,34250,23,29,14,2513280
"59530 Mikkolanniemi   (Parikkala )",43,36943,32592,9,24,10,1588557
"59610 Tarnala   (Parikkala )",88,36846,27685,41,36,11,3242455
"59710 Kummunkylä   (Parikkala )",48,35730,31061,16,27,5,1715050
"59720 Niukkala   (Parikkala )",81,29125,21448,36,37,8,2359092
"59730 Uukuniemi   (Parikkala )",60,30666,23788,23,31,6,1839948
"59800 Kesälahti Keskus   (Kitee )",831,31901,25984,317,438,76,26509433
"59810 Suurikylä   (Kitee )",45,33574,29627,14,24,7,1510827
"59820 Purujärvi-Rajavaara   (Kitee )",74,37324,33624,18,47,9,2762000
"60100 Seinäjoki Keskus   (Seinäjoki )",6328,30423,22483,2280,3332,716,192519032
"60120 Pohja   (Seinäjoki )",1411,33212,26992,390,864,157,46862247
"60150 Kasperi   (Seinäjoki )",2340,33111,28061,678,1438,224,77479032
"60200 Törnävä   (Seinäjoki )",4809,42330,36362,948,3010,851,203566819
"60220 Huhtala   (Seinäjoki )",1089,32608,27298,280,676,133,35510587
"60280 Eskoon Keskuslaitosalue   (Seinäjoki )",24,..,..,..,..,..,..
"60320 Alakylä-Jouppi   (Seinäjoki )",3097,41844,35381,647,1876,574,129591554
"60420 Impivaara   (Seinäjoki )",414,53173,50299,57,261,96,22013722
"60450 Munakka   (Ilmajoki )",168,44211,44193,26,107,35,7427423
"60510 Hyllykallio   (Seinäjoki )",3624,43812,39345,534,2415,675,158775478
"60550 Nurmo Keskus   (Seinäjoki )",1744,43791,39651,324,1149,271,76372159
"60560 Halkosaari   (Seinäjoki )",251,46488,46408,39,163,49,11668440
"60640 Kurjenneva   (Seinäjoki )",241,47067,46662,21,187,33,11343192
"60720 Tuomikylä   (Ilmajoki )",744,48010,46164,95,508,141,35719379
"60760 Pohjanluoma   (Ilmajoki )",379,46284,46667,71,233,75,17541715
"60800 Ilmajoki Keskus   (Ilmajoki )",2625,38579,32625,702,1530,393,101269172
"61100 Peräseinäjoki Keskus   (Seinäjoki )",998,33020,27788,339,556,103,32954361
"61110 Vuolle   (Seinäjoki )",84,37176,31565,17,56,11,3122804
"61120 Louko   (Seinäjoki )",249,47712,45702,34,182,33,11880171
"61140 Pasto   (Seinäjoki )",53,37842,35315,13,36,4,2005606
"61150 Sydänmaa   (Alavus )",27,..,..,..,..,..,..
"61160 Koura   (Seinäjoki )",243,40805,37815,65,133,45,9915675
"61170 Sääskiniemi   (Alavus )",128,37679,32198,42,66,20,4822958
"61180 Haapaluoma   (Seinäjoki )",99,37884,32245,25,62,12,3750500
"61220 Myllysalo   (Kurikka )",100,43464,33658,27,56,17,4346383
"61230 Luopa   (Kurikka )",297,41839,35687,85,171,41,12426183
"61250 Jalasto   (Kurikka )",122,40047,33402,27,77,18,4885749
"61270 Luopajärvi   (Kurikka )",238,43438,39377,59,134,45,10338351
"61280 Jokipii   (Kurikka )",235,39847,36620,47,155,33,9363960
"61290 Taivalmaa   (Kurikka )",52,32555,29123,18,27,7,1692862
"61300 Kurikka Keskus   (Kurikka )",3181,36171,30546,925,1837,419,115059278
"61310 Panttila   (Kurikka )",330,42625,34964,86,189,55,14066318
"61330 Koskenkorva   (Ilmajoki )",926,37525,33523,262,551,113,34748265
"61340 Nopankylä   (Ilmajoki )",118,38929,31763,40,62,16,4593650
"61350 Huissi   (Ilmajoki )",168,38973,31608,51,94,23,6547534
"61360 Mieto   (Kurikka )",439,41915,37377,110,266,63,18400859
"61370 Lohiluoma   (Kurikka )",143,42479,34525,33,87,23,6074450
"61380 Polvenkylä   (Kurikka )",69,39265,36326,18,40,11,2709308
"61400 Ylistaro Keskus   (Seinäjoki )",1006,35787,28052,343,533,130,36001766
"61410 Ylistaro Asemanseutu   (Seinäjoki )",350,40883,35155,87,205,58,14309171
"61430 Isorehto   (Seinäjoki )",164,39082,33671,42,99,23,6409417
"61440 Untamala   (Seinäjoki )",85,42673,36742,16,51,18,3627226
"61450 Kylänpää   (Seinäjoki )",269,36115,29010,94,147,28,9715069
"61460 Hanhikoski   (Seinäjoki )",103,37911,35577,28,62,13,3904831
"61470 Kitinoja   (Seinäjoki )",163,44255,46505,32,102,29,7213604
"61500 Isokyrö Keskus   (Isokyrö )",1280,37175,30658,389,703,188,47584576
"61520 Lehmäjoki   (Isokyrö )",115,34643,28196,38,65,12,3983889
"61550 Orismala   (Isokyrö )",303,37912,31731,91,169,43,11487306
"61560 Orisberg   (Isokyrö )",26,..,..,..,..,..,..
"61600 Jalasjärvi Keskus   (Kurikka )",1969,33852,27162,653,1116,200,66654312
"61630 Hirvijärvi   (Kurikka )",131,41061,35192,37,68,26,5378951
"61640 Ala-Valli   (Kurikka )",97,35258,31504,28,56,13,3419982
"61650 Kalakoski   (Seinäjoki )",173,34909,29718,50,105,18,6039171
"61680 Mantila   (Kurikka )",107,40644,37445,25,65,17,4348933
"61710 Pentinmäki   (Kurikka )",117,40549,36547,32,69,16,4744229
"61720 Koskue   (Kurikka )",256,35390,32133,71,165,20,9059715
"61730 Yli-Valli   (Kurikka )",119,30858,26372,46,67,6,3672075
"61760 Ilvesjoki   (Kurikka )",140,37771,30770,53,76,11,5287958
"61800 Kauhajoki Keskus   (Kauhajoki )",4089,34721,28470,1301,2311,477,141972886
"61810 Luomankylä   (Kauhajoki )",126,36913,32148,40,69,17,4651074
"61820 Kainasto   (Kauhajoki )",270,35434,29182,96,151,23,9567138
"61840 Norinkylä   (Teuva )",149,31396,26406,57,76,16,4678034
"61850 Kauhajoki Asemanseutu   (Kauhajoki )",999,35160,29671,329,554,116,35124802
"61860 Harja   (Kauhajoki )",88,43048,45881,17,57,14,3788181
"61880 Ikkeläjärvi   (Kauhajoki )",83,33047,26279,32,44,7,2742860
"61910 Nummijärvi   (Kauhajoki )",132,35810,28677,46,64,22,4726883
"61920 Nummikoski   (Kauhajoki )",31,33000,31642,13,17,1,1023004
"61940 Hyyppä   (Kauhajoki )",129,35950,32042,43,74,12,4637540
"61950 Juonikylä   (Kauhajoki )",84,30122,26278,35,40,9,2530276
"61960 Kyrönlatva   (Kauhajoki )",70,31255,27098,29,36,5,2187824
"61980 Päntäne   (Kauhajoki )",443,33353,26828,167,238,38,14775467
"62100 Lapua Keskus   (Lapua )",4834,37985,32744,1209,2971,654,183617270
"62130 Hellanmaa   (Lapua )",217,41627,38198,48,139,30,9033089
"62150 Rintakangas   (Kauhava )",55,74128,41363,7,35,13,4077042
"62160 Karhunkylä   (Lapua )",242,42446,38293,55,153,34,10272010
"62165 Tiisteenjoki   (Lapua )",148,39263,33529,36,93,19,5810891
"62170 Lakaluoma   (Lapua )",121,37962,35582,26,82,13,4593388
"62175 Ylikylä-Mäenpää   (Lapua )",64,35179,30793,24,35,5,2251430
"62185 Mäki-Paavola   (Lapua )",53,47558,38624,12,31,10,2520585
"62190 Ruha   (Lapua )",244,43228,43422,47,156,41,10547727
"62200 Kauhava Keskus   (Kauhava )",2736,35186,30178,793,1626,317,96268793
"62220 Pernaa   (Kauhava )",201,41150,36421,49,126,26,8271235
"62230 Jylhä   (Kauhava )",164,41382,35868,42,104,18,6786592
"62240 Huhmarkoski   (Kauhava )",260,35155,28882,84,144,32,9140301
"62260 Hirvijoki   (Kauhava )",76,40259,32876,24,44,8,3059646
"62280 Mustamaa   (Lapua )",51,39638,36121,15,28,8,2021550
"62290 Hirvikylä   (Lapua )",113,39087,37204,34,65,14,4416809
"62295 Kauhajärvi   (Lapua )",201,32838,30028,70,119,12,6600502
"62300 Härmä   (Kauhava )",1123,36511,31608,307,680,136,41002401
"62310 Voltti   (Kauhava )",505,39554,33000,129,308,68,19974891
"62340 Kuoppa-Vakkuri   (Kauhava )",47,34846,31966,15,28,4,1637775
"62350 Ekola   (Kauhava )",48,49785,37933,11,28,9,2389667
"62370 Kangasto   (Kauhava )",68,37810,35647,16,45,7,2571089
"62375 Ylihärmä Keskus-Vesiluoma   (Kauhava )",1187,37208,32437,317,742,128,44165345
"62380 Kosolankylä   (Kauhava )",106,36937,26909,37,51,18,3915296
"62395 Petterinmäki   (Vöyri )",63,33733,29344,18,39,6,2125194
"62410 Rintala   (Kauhava )",130,42249,39534,36,77,17,5492407
"62420 Kortesjärvi Keskus   (Kauhava )",482,36108,29197,146,277,59,17404239
"62430 Peltotupa   (Kauhava )",55,40434,35481,14,35,6,2223863
"62435 Pirttinen   (Kauhava )",54,46054,38098,11,35,8,2486894
