"Postal code area","Workplaces, 2015 (TP)","Primary production, 2015 (TP)","Processing, 2015 (TP)","Services, 2015 (TP)","A Agriculture, forestry and fishing, 2015 (TP)","B Mining and quarrying, 2015 (TP)","C Manufacturing, 2015 (TP)","D Electricity, gas, steam and air conditioning supply, 2015 (TP)","E Water supply; sewerage, waste management and remediation activities, 2015 (TP)","F Construction, 2015 (TP)","G Wholesale and retail trade; repair of motor vehicles and motorcycles, 2015 (TP)","H Transportation and storage, 2015 (TP)","I Accommodation and food service activities, 2015 (TP)","J Information and communication, 2015 (TP)","K Financial and insurance activities, 2015 (TP)","L Real estate activities, 2015 (TP)","M Professional, scientific and technical activities, 2015 (TP)","N Administrative and support service activities, 2015 (TP)","O Public administration and defence; compulsory social security, 2015 (TP)","P Education, 2015 (TP)","Q Human health and social work activities, 2015 (TP)","R Arts, entertainment and recreation, 2015 (TP)","S Other service activities, 2015 (TP)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use, 2015 (TP)","U Activities of extraterritorial organisations and bodies, 2015 (TP)","X Industry unknown, 2015 (TP)"
"62800 Vimpeli Keskus   (Vimpeli )",868,54,355,459,54,19,264,12,6,54,76,36,28,0,14,6,5,25,13,54,170,8,24,0,0,0
"62810 Savonjoki   (Vimpeli )",10,6,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"62830 Luoma-Aho   (Alajärvi )",339,3,323,13,3,0,322,0,0,1,1,0,0,0,0,0,0,3,0,3,5,1,0,0,0,0
"62840 Lakaniemi-Pokela   (Vimpeli )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62860 Sahi   (Vimpeli )",15,6,1,8,6,0,1,0,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0
"62870 Vinni   (Vimpeli )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"62880 Sääksvesi-Vinni   (Vimpeli )",27,20,3,4,20,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"62900 Alajärvi Keskus   (Alajärvi )",1812,73,296,1443,73,12,145,24,9,106,280,88,53,64,48,21,52,82,65,161,440,22,67,0,0,0
"62920 Levijoki   (Alajärvi )",17,5,5,7,5,0,0,0,0,5,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0
"62940 Hoisko   (Alajärvi )",76,14,8,54,14,0,5,0,0,3,12,9,2,0,0,2,0,1,0,15,13,0,0,0,0,0
"62950 Paalijärvi   (Alajärvi )",82,44,23,15,44,2,8,0,2,11,2,1,0,0,0,0,0,5,0,4,3,0,0,0,0,0
"62990 Möksy   (Alajärvi )",31,6,18,7,6,5,9,0,1,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63100 Kuortane Keskus   (Kuortane )",715,24,142,549,24,12,59,0,1,70,64,31,50,2,13,5,27,24,28,51,207,15,32,0,0,0
"63120 Leppälänkylä   (Kuortane )",102,24,61,17,24,0,47,0,0,14,7,1,0,0,0,1,0,1,0,4,1,0,2,0,0,0
"63130 Mäyry   (Kuortane )",173,46,55,72,46,1,44,0,4,6,10,37,8,0,0,2,7,2,0,0,2,1,3,0,0,0
"63150 Ruona   (Kuortane )",56,25,8,23,25,0,6,1,1,0,0,3,0,0,0,0,5,3,0,4,4,0,4,0,0,0
"63160 Salmi   (Kuortane )",17,15,0,2,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"63210 Niinimaa   (Alavus )",12,6,1,5,6,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63230 Lentilä   (Kuortane )",74,17,27,30,17,0,25,0,0,2,1,7,0,0,0,0,0,3,0,5,11,2,1,0,0,0
"63250 Rantala   (Kuortane )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63300 Alavus Keskus   (Alavus )",2042,63,271,1708,63,4,116,0,11,140,250,56,24,26,31,19,68,60,142,201,725,21,85,0,0,0
"63320 Kattelus   (Alavus )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63330 Pahajoki   (Alavus )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63340 Sapsalampi   (Alavus )",23,15,4,4,15,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"63350 Sulkavankylä   (Alavus )",43,33,2,8,33,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0
"63355 Seinäjärvi   (Alavus )",22,16,4,2,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"63360 Kuivaskylä   (Alavus )",50,26,7,17,26,2,0,0,0,5,9,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0
"63370 Taipalus   (Alavus )",73,40,6,27,40,0,3,0,0,3,2,18,0,0,0,0,0,0,0,0,3,0,0,4,0,0
"63400 Alavus Asemanseutu   (Alavus )",352,16,215,121,16,0,175,2,0,38,19,34,2,1,2,0,6,2,0,18,32,0,5,0,0,0
"63410 Rantatöysä   (Alavus )",241,17,201,23,17,0,178,0,0,23,1,10,0,0,0,0,0,9,0,0,0,0,3,0,0,0
"63430 Kätkänjoki   (Alavus )",20,15,1,4,15,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"63450 Löyä   (Kuortane )",14,9,1,4,9,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"63500 Lehtimäki Keskus   (Alajärvi )",330,62,62,206,62,1,41,8,0,12,20,11,10,0,10,1,1,8,0,103,38,0,4,0,0,0
"63510 Lehtimäki Kirkonkylä   (Alajärvi )",46,13,2,31,13,0,2,0,0,0,6,9,1,0,0,0,0,0,0,0,15,0,0,0,0,0
"63530 Länsikylä   (Alajärvi )",36,17,10,9,17,5,1,0,0,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"63540 Hernesmaa   (Alajärvi )",16,4,3,9,4,0,0,0,0,3,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0
"63600 Töysä Keskus   (Alavus )",289,39,113,137,39,0,91,0,0,22,37,1,5,0,10,1,2,1,10,30,29,0,11,0,0,0
"63610 Tuuri   (Alavus )",759,20,44,695,20,2,31,0,2,9,596,17,2,22,3,4,12,2,0,12,15,2,8,0,0,0
"63640 Ritola   (Alavus )",110,33,51,26,33,0,48,0,0,3,10,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"63660 Ähtärinranta   (Ähtäri )",20,7,6,7,7,1,0,0,0,5,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
"63680 Hakojärvi   (Alavus )",38,12,10,16,12,0,4,0,0,6,1,1,0,0,0,0,1,0,0,5,3,0,5,0,0,0
"63700 Ähtäri Keskus   (Ähtäri )",1505,87,357,1061,87,5,239,19,1,93,153,86,69,8,15,23,41,40,56,112,408,8,42,0,0,0
"63770 Peränne   (Ähtäri )",24,19,1,4,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
"63780 Alastaipale   (Ähtäri )",24,12,1,11,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0
"63800 Soini Keskus   (Soini )",583,55,153,375,55,1,107,1,1,43,38,104,10,0,5,2,17,30,24,24,86,6,29,0,0,0
"63830 Keisala   (Soini )",5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"63880 Kukonkylä   (Soini )",32,26,5,1,26,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"63890 Hautakylä   (Soini )",38,11,25,2,11,0,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63900 Myllymäki-Vehunkylä   (Ähtäri )",75,38,15,22,38,8,1,0,0,6,4,11,0,0,0,0,0,1,0,5,0,0,1,0,0,0
"63910 Inhan Tehtaat   (Ähtäri )",151,18,128,5,18,0,128,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0
"63920 Inha   (Ähtäri )",172,5,30,137,5,0,2,0,0,28,2,4,29,0,0,0,2,4,76,0,1,19,0,0,0,0
"63950 Vehunkylä   (Ähtäri )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64100 Kristiinankaupunki Keskus   (Kristiinankaupunki",1333,41,112,1180,41,0,52,20,5,35,150,66,38,13,31,6,56,66,91,100,502,17,44,0,0,0
"64140 Tiukka   (Kristiinankaupunki )",144,21,102,21,21,0,67,0,1,34,5,4,2,0,0,0,3,1,0,6,0,0,0,0,0,0
"64200 Närpiö Keskus   (Närpiö )",1950,141,434,1375,141,0,381,0,13,40,229,53,90,31,39,8,84,104,113,42,512,6,59,5,0,0
"64210 Kalax   (Närpiö )",49,18,19,12,18,0,0,0,0,19,1,2,0,0,0,1,0,1,0,0,1,5,1,0,0,0
"64220 Yttermark   (Närpiö )",183,85,10,88,85,0,5,0,0,5,8,18,0,0,5,0,2,0,0,48,1,3,3,0,0,0
"64230 Närpiön Asemanseutu   (Närpiö )",899,133,409,357,133,0,331,3,9,66,208,55,10,2,0,2,13,20,0,33,11,1,2,0,0,0
"64240 Böle   (Närpiö )",55,40,3,12,40,0,1,0,0,2,3,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0
"64250 Pjelax   (Närpiö )",187,140,24,23,140,0,6,2,14,2,12,5,0,1,2,0,1,0,0,0,1,0,1,0,0,0
"64260 Kaskinen   (Närpiö )",375,31,108,236,31,0,65,3,2,38,18,60,14,1,6,2,17,6,31,19,54,0,8,0,0,0
"64300 Lapväärtti   (Kristiinankaupunki )",497,79,57,361,79,0,27,0,1,29,133,102,2,0,13,0,12,1,0,22,56,3,17,0,0,0
"64320 Dagsmark   (Kristiinankaupunki )",77,48,8,21,48,0,7,0,0,1,9,2,0,0,0,0,4,0,0,0,5,0,1,0,0,0
"64350 Karijoki Keskus   (Karijoki )",343,91,86,166,91,2,41,0,1,42,37,3,7,1,6,0,7,2,11,7,70,1,14,0,0,0
"64370 Myrkky   (Karijoki )",41,17,12,12,17,0,5,0,0,7,0,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"64440 Metsälä-Kallträsk   (Kristiinankaupunki )",116,27,46,43,27,0,43,0,0,3,3,33,4,0,0,0,1,0,0,0,1,0,1,0,0,0
"64450 Kallträsk   (Kristiinankaupunki )",10,6,4,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64460 Härkmeri   (Kristiinankaupunki )",55,29,6,20,29,0,0,0,0,6,3,8,0,0,0,0,0,0,0,6,3,0,0,0,0,0
"64480 Skaftung   (Kristiinankaupunki )",44,15,18,11,15,0,3,0,0,15,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"64490 Siipyy   (Kristiinankaupunki )",24,6,6,12,6,0,1,0,0,5,2,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0
"64510 Nämpnäs   (Närpiö )",63,34,9,20,34,0,2,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"64530 Norrnäs   (Närpiö )",56,15,18,23,15,0,9,0,0,9,3,11,0,0,1,0,0,0,0,8,0,0,0,0,0,0
"64550 Rangsby   (Närpiö )",29,9,4,16,9,0,3,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,6,0,0
"64610 Övermark   (Närpiö )",270,143,59,68,143,0,40,0,2,17,21,21,0,0,9,0,3,4,0,5,0,0,5,0,0,0
"64700 Teuva Keskus   (Teuva )",1225,107,308,810,107,1,200,2,5,100,117,26,42,6,16,4,34,41,18,131,319,20,36,0,0,0
"64720 Perälä   (Teuva )",157,29,75,53,29,0,60,0,1,14,5,28,0,0,0,0,6,6,0,4,3,0,1,0,0,0
"64740 Horo   (Teuva )",40,11,24,5,11,0,22,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"64760 Peltola   (Teuva )",61,20,19,22,20,0,13,0,1,5,9,5,0,0,0,3,4,0,0,0,0,0,1,0,0,0
"64770 Äystö   (Teuva )",170,117,33,20,117,5,13,0,0,15,4,1,0,0,0,0,1,0,0,4,10,0,0,0,0,0
"64810 Vanhakylä   (Isojoki )",78,33,11,34,33,0,0,0,0,11,10,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"64820 Kärjenkoski   (Isojoki )",40,18,20,2,18,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"64830 Villamo   (Isojoki )",42,20,18,4,20,0,17,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"64840 Heikkilänjoki   (Isojoki )",3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"64850 Möykky   (Isojoki )",31,29,0,2,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"64900 Isojoki Keskus   (Isojoki )",470,47,111,312,47,4,79,0,1,27,35,33,25,0,7,1,9,4,16,32,128,6,16,0,0,0
"64930 Kodesjärvi   (Isojoki )",19,15,3,1,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"65100 Vaasa Keskus   (Vaasa )",16047,38,2632,13376,38,0,1589,195,47,801,1661,403,680,892,667,182,1077,779,1865,1362,2756,486,564,0,2,1
"65130 Hietalahti   (Vaasa )",2248,0,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,0,1,0,0,0
"65170 Vaskiluoto   (Vaasa )",524,0,190,334,0,0,88,47,0,55,47,165,49,2,0,1,9,3,47,0,1,6,4,0,0,0
"65200 Palosaari   (Vaasa )",2348,5,91,2252,5,0,26,0,21,44,79,10,61,323,13,23,163,67,266,812,268,88,79,0,0,0
"65230 Vetokannas   (Vaasa )",919,9,453,457,9,2,394,0,0,57,53,7,16,5,2,18,15,11,0,111,204,6,9,0,0,0
"65280 Gerby   (Vaasa )",448,4,46,398,4,0,4,0,0,42,50,35,39,6,5,2,19,44,0,65,113,9,11,0,0,0
"65300 Asevelikylä   (Vaasa )",1245,0,219,1026,0,0,14,0,0,205,634,34,63,3,2,3,26,67,0,27,114,26,27,0,0,0
"65320 Huutoniemi   (Vaasa )",3407,0,2504,903,0,0,2326,0,0,178,100,110,6,17,0,7,168,42,9,96,322,0,26,0,0,0
"65350 Suvilahti   (Vaasa )",1210,1,331,878,1,0,155,0,5,171,218,204,33,50,1,11,84,86,0,45,131,9,6,0,0,0
"65370 Ristinummi   (Vaasa )",647,1,390,256,1,0,365,0,17,8,28,8,9,2,0,39,3,14,0,34,101,9,9,0,0,0
"65380 Vanha Vaasa   (Vaasa )",4749,19,3055,1675,19,0,2924,0,1,130,221,138,84,208,8,5,346,26,41,208,327,2,61,0,0,0
"65410 Sundom   (Vaasa )",267,22,20,225,22,0,4,0,0,16,41,40,6,1,0,2,20,5,0,27,67,6,10,0,0,0
"65450 Sulva   (Mustasaari )",297,56,55,186,56,0,24,0,0,31,15,10,31,5,3,3,15,5,0,16,43,23,17,0,0,0
"65460 Tölby-Rimal   (Mustasaari )",30,14,1,15,14,0,0,0,0,1,2,0,0,1,1,0,1,0,0,5,4,1,0,0,0,0
"65470 Rimal   (Mustasaari )",6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"65480 Vikby   (Mustasaari )",31,8,2,21,8,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,1,15,1,0,0,0
"65520 Helsingby   (Mustasaari )",426,32,220,174,32,0,147,0,43,30,36,47,1,0,0,1,6,22,0,12,44,1,4,0,0,0
"65610 Mustasaari Keskus   (Mustasaari )",2532,16,548,1968,16,0,386,0,26,136,237,96,139,25,14,10,103,136,108,301,685,22,58,34,0,0
"65630 Karperö   (Mustasaari )",118,6,17,95,6,0,1,0,4,12,5,25,0,2,1,1,5,0,0,18,36,0,2,0,0,0
"65650 Koskö   (Mustasaari )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"65710 Singsby   (Mustasaari )",81,8,27,46,8,0,26,0,0,1,3,4,0,0,0,0,4,2,0,0,30,0,3,0,0,0
"65730 Jungsund   (Mustasaari )",27,3,10,14,3,0,0,0,0,10,7,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"65760 Iskmo   (Mustasaari )",38,3,15,20,3,0,0,0,0,15,1,1,0,0,0,0,4,1,4,0,5,0,4,0,0,0
"65800 Raippaluoto   (Mustasaari )",172,8,65,99,8,0,45,0,0,20,14,5,8,1,0,0,4,0,0,6,48,4,9,0,0,0
"65870 Björköby   (Mustasaari )",44,11,16,17,11,0,12,0,0,4,1,6,2,0,0,3,0,1,0,0,0,0,4,0,0,0
"65920 Norra Vallgrund-Söderudden   (Mustasaari )",19,2,1,16,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0
"65930 Södra Vallgrund   (Mustasaari )",49,6,5,38,6,0,1,0,0,4,5,2,0,0,0,0,0,0,20,10,0,0,1,0,0,0
"65970 Söderudden   (Mustasaari )",34,5,10,19,5,0,6,0,0,4,1,2,12,0,0,0,3,0,0,0,0,0,1,0,0,0
"66100 Maalahti   (Maalahti )",1035,56,292,687,56,0,220,0,11,61,56,12,15,11,14,7,27,25,80,26,383,0,31,0,0,0
"66140 Övermalax   (Maalahti )",237,55,55,127,55,0,5,0,0,50,38,20,0,1,6,2,2,1,0,20,29,0,8,0,0,0
"66160 Långåminne   (Maalahti )",20,1,4,15,1,0,3,0,1,0,1,10,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"66200 Korsnäs Keskus   (Korsnäs )",434,62,71,301,62,0,54,0,0,17,98,11,7,0,11,0,18,9,23,14,96,3,11,0,0,0
"66210 Moikipää   (Korsnäs )",103,23,23,57,23,0,10,0,0,13,14,5,14,0,0,0,9,9,0,0,0,1,5,0,0,0
"66220 Bergö   (Maalahti )",38,6,6,26,6,0,1,0,0,5,5,1,0,0,1,0,0,0,0,6,7,0,6,0,0,0
"66230 Korsbäck   (Korsnäs )",8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"66240 Petolahti   (Maalahti )",339,67,77,195,67,0,33,0,3,41,23,55,4,1,1,2,4,3,0,78,13,1,10,0,0,0
"66260 Svarvar   (Maalahti )",22,5,13,4,5,0,12,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"66270 Pirttikylä-Sorvari   (Närpiö )",161,89,19,53,89,1,1,0,1,16,14,14,7,2,2,0,2,0,0,5,0,0,7,0,0,0
"66280 Taklax   (Korsnäs )",67,44,9,14,44,0,3,0,0,6,0,2,0,0,0,0,1,1,0,9,0,0,1,0,0,0
"66290 Harrström   (Korsnäs )",30,27,2,1,27,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"66295 Töjby   (Närpiö )",109,87,4,18,87,0,0,0,2,2,3,6,0,0,4,0,1,0,0,0,0,0,4,0,0,0
"66300 Jurva Keskus   (Kurikka )",568,35,167,366,35,0,146,0,1,20,78,21,6,3,8,7,31,1,8,48,124,5,26,0,0,0
"66320 Niemenkylä   (Kurikka )",36,16,14,6,16,0,12,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"66330 Hakko   (Kurikka )",18,12,2,4,12,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66340 Sarvijoki   (Kurikka )",17,5,7,5,5,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"66350 Tainus   (Kurikka )",22,9,11,2,9,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"66360 Kesti   (Kurikka )",104,24,32,48,24,0,5,0,13,14,5,1,0,0,0,0,33,8,0,0,0,0,1,0,0,0
"66370 Närvijoki   (Kurikka )",46,18,14,14,18,0,12,0,0,2,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"66400 Laihia Keskus   (Laihia )",1264,68,337,859,68,0,214,4,8,111,160,64,47,11,29,17,23,17,51,84,291,12,53,0,0,0
"66420 Ruto   (Laihia )",42,14,13,15,14,0,2,0,1,10,7,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0
"66430 Vedenoja   (Vaasa )",12,1,8,3,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"66440 Tervajoki   (Isokyrö )",495,45,145,305,45,0,94,2,0,49,145,24,8,0,0,1,15,3,0,40,57,0,12,0,0,0
"66450 Jakkula   (Laihia )",82,27,32,23,27,0,9,0,0,23,2,7,0,0,0,0,4,0,0,10,0,0,0,0,0,0
"66460 Haapala   (Laihia )",39,16,3,20,16,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5,11,0,2,0,0,0
"66470 Jukaja-Jokisalo   (Laihia )",46,23,20,3,23,0,17,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66500 Vähäkyrö Keskus   (Vaasa )",445,40,70,335,40,0,30,0,1,39,42,7,3,1,8,5,4,4,17,53,163,4,24,0,0,0
"66510 Merikaarto   (Vaasa )",129,0,57,72,0,0,47,0,0,10,7,11,0,2,0,0,3,1,0,12,34,0,2,0,0,0
"66520 Veikkaala   (Mustasaari )",51,9,12,30,9,0,5,0,0,7,6,0,0,10,1,1,2,0,0,4,1,0,5,0,0,0
"66530 Koivulahti   (Mustasaari )",468,37,255,176,37,0,154,0,81,20,49,10,2,0,18,1,6,4,0,13,52,0,21,0,0,0
"66540 Petsmo   (Mustasaari )",59,13,16,30,13,0,2,0,0,14,9,0,0,0,0,2,4,0,0,6,9,0,0,0,0,0
"66550 Västerhankmo   (Mustasaari )",52,15,15,22,15,0,3,0,0,12,1,13,0,0,0,0,0,0,0,3,4,0,1,0,0,0
"66560 Österhankmo   (Mustasaari )",29,10,7,12,10,0,2,0,1,4,0,7,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"66580 Kuni   (Mustasaari )",58,15,14,29,15,0,2,0,0,12,1,1,10,1,0,0,5,0,0,4,6,0,1,0,0,0
"66590 Vassor   (Mustasaari )",24,13,2,9,13,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0
"66600 Vöyri Keskus   (Vöyri )",980,118,213,649,118,0,165,0,2,46,100,46,8,0,11,3,45,13,48,110,206,12,47,0,0,0
"66640 Maksamaa   (Vöyri )",263,59,80,124,59,0,63,0,0,17,26,6,0,0,1,0,6,4,0,20,55,2,4,0,0,0
"66660 Bertby   (Vöyri )",10,2,7,1,2,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66680 Kaurajärvi   (Vöyri )",31,12,12,7,12,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66710 Kaitsor   (Vöyri )",84,18,36,30,18,0,10,0,0,26,5,2,0,0,0,0,0,0,0,12,7,0,4,0,0,0
"66730 Oxkangar   (Vöyri )",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"66800 Oravainen Keskus   (Vöyri )",661,30,235,396,30,3,201,1,2,28,50,30,18,0,13,1,14,3,34,52,174,1,6,0,0,0
"66810 Kimo   (Vöyri )",77,45,15,17,45,0,13,0,0,2,0,1,0,0,1,0,0,0,0,9,5,0,1,0,0,0
"66820 Komossa   (Vöyri )",62,38,17,7,38,6,5,0,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66830 Oravaisten Tehdas   (Vöyri )",143,11,58,74,11,0,37,0,0,21,1,0,2,0,0,0,1,13,0,0,57,0,0,0,0,0
"66840 Pensala   (Uusikaarlepyy )",80,62,6,12,62,0,5,0,0,1,4,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"66850 Jepua   (Uusikaarlepyy )",658,104,476,78,104,0,456,14,1,5,22,4,18,0,1,0,8,4,0,11,9,1,0,0,0,0
"66900 Uusikaarlepyy Keskus   (Uusikaarlepyy )",1864,163,530,1171,163,0,400,11,10,109,154,67,55,0,26,9,76,106,48,199,367,11,52,1,0,0
"66910 Soklot   (Uusikaarlepyy )",115,77,3,35,77,0,0,0,0,3,1,8,0,1,0,0,0,2,0,7,10,4,1,1,0,0
"66930 Kovjoki   (Uusikaarlepyy )",80,23,37,20,23,0,24,0,0,13,3,0,0,0,0,0,0,4,0,5,5,0,3,0,0,0
"66950 Munsala   (Uusikaarlepyy )",306,149,41,116,149,0,29,0,0,12,35,12,0,0,0,6,15,0,16,14,12,2,2,2,0,0
"66970 Hirvlax   (Uusikaarlepyy )",134,63,29,42,63,0,13,0,6,10,2,14,0,0,0,1,6,0,0,7,9,0,3,0,0,0
"66980 Monå   (Uusikaarlepyy )",11,6,0,5,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66999 Kaukaluoto   (Mustasaari )",1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"67100 Kokkola Keskus   (Kokkola )",7398,15,924,6459,15,0,395,75,39,415,1153,130,254,534,220,84,439,365,704,711,1263,245,357,0,0,0
"67200 Kiviniitty-Tullimäki   (Kokkola )",2585,4,33,2548,4,2,0,1,0,30,29,11,30,0,5,10,48,9,46,186,2163,6,5,0,0,0
"67300 Halkokari   (Kokkola )",244,4,30,210,4,0,1,0,0,29,37,35,5,0,0,0,3,0,0,48,63,9,10,0,0,0
"67400 Rytimäki   (Kokkola )",257,9,81,167,9,0,12,0,0,69,19,26,4,2,3,2,13,2,0,28,61,1,5,1,0,0
"67410 Vitsari   (Kokkola )",91,26,10,55,26,0,7,0,0,3,14,10,10,3,0,0,0,7,0,7,1,0,3,0,0,0
"67500 Sokoja   (Kokkola )",220,32,90,98,32,0,41,0,9,40,0,58,0,0,1,3,0,3,0,13,15,0,5,0,0,0
"67600 Linnusperä-Kaustari   (Kokkola )",1143,13,286,844,13,0,157,0,22,107,348,137,9,1,0,3,17,3,0,254,69,1,2,0,0,0
"67700 Kirkonmäki-Isokylä   (Kokkola )",1340,16,204,1120,16,0,68,0,0,136,517,183,62,0,3,0,56,27,0,93,144,16,19,0,0,0
"67800 Koivuhaka   (Kokkola )",1214,4,432,778,4,0,303,0,22,107,350,94,29,1,4,3,5,57,0,40,157,16,22,0,0,0
"67900 Ykspihjala   (Kokkola )",2293,0,1825,468,0,0,1735,51,6,33,16,187,22,4,0,3,95,93,11,8,16,0,13,0,0,0
"68100 Himanka Keskus   (Kalajoki )",628,115,183,330,115,0,127,4,2,50,49,50,12,3,14,5,6,9,7,49,102,5,19,0,0,0
"68150 Hillilä   (Kalajoki )",88,60,1,27,60,0,1,0,0,0,18,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"68210 Marinkainen   (Kokkola )",218,61,20,137,61,0,4,0,0,16,4,45,0,0,1,0,0,0,8,15,63,0,1,0,0,0
"68220 Karhi   (Kokkola )",19,16,1,2,16,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"68230 Lohtaja Keskus   (Kokkola )",277,67,50,160,67,0,34,0,3,13,24,8,1,0,6,0,3,6,13,31,46,5,17,0,0,0
"68240 Ala-Viirre   (Kokkola )",61,38,9,14,38,0,0,1,0,8,0,5,0,1,0,0,4,0,0,4,0,0,0,0,0,0
