"Postal code area","Free-time residences, 2015 (RA)","Buildings, total, 2015 (RA)","Other buildings, 2015 (RA)","Residential buildings, 2015 (RA)","Dwellings, 2015 (RA)","Average floor area, 2015 (RA)","Dwellings in small houses, 2015 (RA)","Dwellings in blocks of flats, 2015 (RA)"
"38120 Kutala   (Sastamala )",262,141,17,124,111,98.4,103,8
"38130 Ellivuori   (Sastamala )",38,18,11,7,..,..,..,..
"38140 Kärppälä   (Sastamala )",223,223,17,206,179,110.9,179,0
"38200 Vammala Keskus   (Sastamala )",46,1690,232,1458,3821,77.6,1708,2113
"38210 Vammala Asemanseutu   (Sastamala )",300,1726,223,1503,2317,85.2,1564,753
"38220 Stormi   (Sastamala )",152,494,69,425,397,108.0,381,16
"38250 Roismala   (Sastamala )",300,707,120,587,593,108.3,572,21
"38270 Sammaljoki   (Sastamala )",71,218,25,193,176,102.7,171,5
"38280 Illo   (Sastamala )",55,243,15,228,211,110.6,209,2
"38300 Kiikka   (Sastamala )",249,905,123,782,912,100.5,886,26
"38360 Kiikoinen   (Sastamala )",258,671,90,581,639,100.4,636,3
"38420 Häijää   (Sastamala )",397,501,41,460,467,105.5,467,0
"38460 Mouhijärvi Keskus   (Sastamala )",509,825,108,717,856,92.5,831,25
"38470 Hyynilä   (Sastamala )",193,153,14,139,124,96.5,124,0
"38490 Haukijärvi   (Hämeenkyrö )",55,51,6,45,42,97.9,42,0
"38510 Suodenniemi   (Sastamala )",501,703,77,626,674,95.2,674,0
"38600 Lavia Keskus   (Pori )",643,906,132,774,886,91.5,818,68
"38650 Yli-Putto   (Pori )",47,119,19,100,84,105.7,84,0
"38670 Kalliala-Haunia   (Pori )",165,132,7,125,111,102.7,110,1
"38680 Tuunajärvi   (Pomarkku )",41,78,6,72,59,96.1,59,0
"38700 Kankaanpää Keskus   (Kankaanpää )",251,2127,379,1748,3342,86.7,2325,1017
"38710 Myllymäki   (Kankaanpää )",4,585,42,543,1338,76.4,891,447
"38720 Vihteljärvi   (Kankaanpää )",91,270,23,247,244,108.1,244,0
"38740 Hapuoja   (Kankaanpää )",39,239,21,218,209,107.9,209,0
"38750 Veneskoski   (Kankaanpää )",48,158,15,143,129,102.6,129,0
"38760 Venesjärvi   (Kankaanpää )",190,190,18,172,168,105.6,168,0
"38770 Lohikko   (Kankaanpää )",24,210,24,186,181,113.8,181,0
"38800 Jämijärvi Keskus   (Jämijärvi )",347,984,155,829,897,95.1,847,50
"38840 Niinisalo   (Kankaanpää )",47,475,50,425,525,92.1,399,126
"38860 Suurimaa   (Jämijärvi )",6,120,15,105,95,114.2,95,0
"38910 Ala-Honkajoki   (Kankaanpää )",68,307,18,289,259,103.8,259,0
"38920 Vatajankoski   (Honkajoki )",39,147,16,131,122,96.6,122,0
"38950 Honkajoki Keskus   (Honkajoki )",115,781,161,620,721,89.8,712,9
"38970 Lauhala   (Honkajoki )",55,183,28,155,157,90.8,157,0
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",217,1352,168,1184,1796,86.1,1496,300
"39110 Simuna   (Hämeenkyrö )",91,137,9,128,109,101.5,109,0
"39130 Sasi   (Hämeenkyrö )",261,352,35,317,309,117.9,309,0
"39150 Pinsiö   (Hämeenkyrö )",112,380,41,339,337,117.9,337,0
"39160 Julkujärvi   (Ylöjärvi )",36,1031,59,972,1280,106.6,1271,9
"39170 Jumesniemi   (Hämeenkyrö )",73,89,10,79,72,122.5,72,0
"39180 Herttuala   (Hämeenkyrö )",26,54,4,50,39,104.7,39,0
"39195 Kaipio   (Hämeenkyrö )",18,104,7,97,85,104.9,85,0
"39200 Kyröskoski   (Hämeenkyrö )",164,1829,229,1600,2468,84.9,2027,441
"39230 Osara   (Hämeenkyrö )",110,133,24,109,108,99.8,108,0
"39290 Vesajärvi   (Hämeenkyrö )",62,128,18,110,90,104.2,90,0
"39310 Viljakkala Keskus   (Ylöjärvi )",472,530,79,451,523,92.3,523,0
"39340 Karhe   (Ylöjärvi )",325,170,14,156,140,107.4,140,0
"39360 Komi   (Ylöjärvi )",87,150,13,137,127,110.3,127,0
"39380 Lavajärvi   (Hämeenkyrö )",68,97,14,83,75,114.6,75,0
"39410 Luhalahti   (Ikaalinen )",502,213,25,188,170,98.0,170,0
"39430 Röyhiö   (Ikaalinen )",228,115,11,104,88,102.5,88,0
"39450 Sisättö   (Ikaalinen )",314,121,17,104,86,99.0,86,0
"39500 Ikaalinen Keskus   (Ikaalinen )",490,1744,273,1471,2839,83.0,1885,954
"39530 Kilvakkala   (Ikaalinen )",297,619,93,526,484,103.7,484,0
"39580 Riitiala   (Ikaalinen )",315,259,27,232,206,103.4,206,0
"39590 Tevaniemi   (Ikaalinen )",156,135,18,117,108,106.1,104,4
"39610 Kovelahti   (Ikaalinen )",113,145,15,130,111,111.3,111,0
"39620 Kovesjoki   (Parkano )",142,164,22,142,106,101.0,106,0
"39660 Lapinneva   (Parkano )",24,197,38,159,147,97.3,147,0
"39700 Parkano Keskus   (Parkano )",623,2442,567,1875,3080,87.8,2322,758
"39750 Vatajanjärvi   (Parkano )",226,264,56,208,202,100.6,202,0
"39770 Aureskoski   (Parkano )",175,69,18,51,42,90.5,42,0
"39780 Alaskylä   (Parkano )",37,122,20,102,106,115.4,106,0
"39810 Linnankylä   (Kihniö )",249,251,53,198,166,103.6,166,0
"39820 Kihniö Keskus   (Kihniö )",581,909,175,734,858,89.0,836,22
"39880 Kihniö Asemanseutu   (Kihniö )",105,96,4,92,76,95.1,74,2
"39920 Suomijärvi   (Karvia )",54,115,6,109,97,99.7,97,0
"39930 Karvia Keskus   (Karvia )",24,523,117,406,638,85.6,600,38
"39940 Kantti   (Karvia )",37,185,18,167,142,105.4,142,0
"39960 Sarvela   (Karvia )",111,281,40,241,216,104.5,216,0
"39965 Karviankylä   (Karvia )",61,107,13,94,88,96.1,88,0
"39980 Sara   (Karvia )",57,113,14,99,103,89.3,103,0
"39990 Alkkia   (Karvia )",39,79,7,72,66,84.3,66,0
"40100 Jyväskylä Keskus   (Jyväskylä )",0,571,261,310,9693,55.4,47,9646
"40200 Mannila-Taulumäki   (Jyväskylä )",9,455,59,396,2204,68.4,675,1529
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",25,1142,114,1028,3003,83.6,1822,1181
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",228,2379,135,2244,5098,87.7,3482,1616
"40320 Seppälän Teollisuusalue   (Jyväskylä )",9,1030,424,606,2950,67.4,832,2118
"40340 Huhtasuo   (Jyväskylä )",1,371,60,311,3989,62.0,404,3585
"40400 Halssila   (Jyväskylä )",1,638,64,574,2134,74.4,1145,989
"40420 Jyskä   (Jyväskylä )",4,1068,52,1016,2361,79.9,1648,713
"40500 Keljo-Ristonmaa   (Jyväskylä )",39,623,87,536,1872,70.0,805,1067
"40520 Kuokkala-Ristikivi   (Jyväskylä )",152,2159,263,1896,8787,69.7,2504,6283
"40530 Keljonkangas   (Jyväskylä )",44,1501,133,1368,2392,93.4,1806,586
"40600 Mattilanpelto   (Jyväskylä )",0,378,50,328,1306,67.8,514,792
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",0,26,17,9,294,50.2,0,294
"40630 Kypärämäki   (Jyväskylä )",1,946,77,869,1994,80.3,1071,923
"40640 Keltinmäki   (Jyväskylä )",1,935,73,862,3666,72.6,1080,2586
"40660 Länsi-Palokka   (Jyväskylä )",60,296,10,286,284,108.1,284,0
"40700 Mäki-Matti   (Jyväskylä )",0,407,100,307,3601,53.1,241,3360
"40720 Nisula   (Jyväskylä )",0,237,45,192,1792,61.5,299,1493
"40740 Kortepohja   (Jyväskylä )",8,421,77,344,4766,54.4,477,4289
"40800 Vaajakoski   (Jyväskylä )",284,2200,220,1980,3987,81.6,2478,1509
"40820 Vuoritsalo   (Jyväskylä )",105,147,14,133,511,73.3,163,348
"40900 Säynätsalo   (Jyväskylä )",53,964,78,886,1659,86.3,1068,591
"40930 Kinkomaa   (Muurame )",103,407,23,384,581,93.1,508,73
"40950 Muurame Keskus   (Muurame )",682,2364,228,2136,3510,96.6,2631,879
"41120 Puuppola   (Jyväskylä )",110,668,30,638,674,121.9,655,19
"41140 Kuikka   (Jyväskylä )",57,259,15,244,230,116.2,230,0
"41160 Tikkakoski   (Jyväskylä )",45,1289,97,1192,2275,85.8,1700,575
"41180 Vehniä   (Laukaa )",81,363,62,301,302,103.5,302,0
"41210 Jokihaara   (Uurainen )",131,189,12,177,163,110.3,163,0
"41220 Höytiä   (Uurainen )",117,170,12,158,153,98.5,153,0
"41230 Uurainen Keskus   (Uurainen )",219,674,99,575,802,88.2,744,58
"41240 Kyynämöinen   (Uurainen )",132,148,21,127,114,107.1,114,0
"41260 Hoikankylä   (Saarijärvi )",23,77,2,75,70,102.3,70,0
"41270 Lannevesi   (Saarijärvi )",222,317,35,282,255,99.3,255,0
"41290 Kangashäkki   (Uurainen )",59,300,33,267,265,116.1,265,0
"41310 Leppävesi   (Laukaa )",76,1057,144,913,1131,104.5,1131,0
"41325 Laukkavirta   (Laukaa )",179,170,27,143,133,116.1,133,0
"41330 Vihtavuori   (Laukaa )",116,1012,209,803,1147,94.6,1015,132
"41340 Laukaa Keskus   (Laukaa )",119,1488,180,1308,2646,85.4,1903,743
"41350 Laukaa Asemanseutu   (Laukaa )",63,366,96,270,317,100.4,317,0
"41360 Valkola   (Laukaa )",99,241,34,207,206,110.1,206,0
"41370 Kuusa   (Laukaa )",456,580,97,483,442,115.7,442,0
"41390 Äijälä   (Laukaa )",146,243,54,189,186,100.1,186,0
"41400 Lievestuore   (Laukaa )",279,1452,198,1254,1659,89.9,1558,101
"41410 Kankainen   (Toivakka )",80,98,7,91,88,94.1,88,0
"41440 Ruuhimäki   (Toivakka )",51,141,22,119,112,95.5,112,0
"41450 Leppälahti   (Jyväskylä )",335,322,20,302,291,105.4,291,0
"41490 Niemisjärvi   (Hankasalmi )",243,403,34,369,396,98.8,395,1
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",233,711,112,599,821,80.2,707,114
"41520 Hankasalmi Keskus   (Hankasalmi )",548,862,118,744,1051,86.4,1051,0
"41530 Veneranta   (Hankasalmi )",115,92,10,82,82,107.8,82,0
"41540 Ristimäki   (Hankasalmi )",122,152,9,143,128,104.7,128,0
"41550 Hannula   (Hankasalmi )",107,102,9,93,82,111.9,82,0
"41560 Säkinmäki   (Hankasalmi )",114,106,8,98,93,101.8,93,0
"41580 Sauvamäki   (Hankasalmi )",98,162,14,148,133,110.3,133,0
"41630 Oravasaari   (Jyväskylä )",262,186,9,177,166,111.6,166,0
"41660 Toivakka Keskus   (Toivakka )",911,927,136,791,950,91.4,950,0
"41710 Rutalahti-Kivisuo   (Jyväskylä )",239,198,28,170,155,91.6,155,0
"41730 Kivisuo   (Joutsa )",34,28,2,26,22,75.5,22,0
"41750 Havumäki   (Joutsa )",49,75,7,68,57,90.2,57,0
"41770 Leivonmäki   (Joutsa )",301,375,73,302,430,82.2,430,0
"41800 Korpilahti Keskus   (Jyväskylä )",806,1528,182,1346,1930,87.2,1681,249
"41820 Saakoski   (Jyväskylä )",108,186,12,174,153,97.1,153,0
"41840 Moksi   (Jyväskylä )",70,74,13,61,53,93.8,53,0
"41860 Rannila   (Jyväskylä )",160,122,6,116,104,107.8,104,0
"41870 Putkilahti   (Jyväskylä )",309,140,21,119,101,100.2,97,4
"41880 Oittila   (Jyväskylä )",237,96,9,87,69,114.9,69,0
"41900 Petäjävesi Keskus   (Petäjävesi )",336,1198,165,1033,1442,89.0,1267,175
"41920 Kintaus   (Petäjävesi )",160,286,29,257,260,102.4,260,0
"41925 Ylä-Kintaus   (Petäjävesi )",73,93,9,84,75,102.5,75,0
"41930 Kuohu   (Jyväskylä )",141,382,25,357,345,101.9,345,0
"41940 Vesanka   (Jyväskylä )",468,612,51,561,545,111.7,545,0
"41970 Huttula   (Keuruu )",16,49,14,35,27,102.7,27,0
"41980 Kuivasmäki   (Petäjävesi )",99,121,17,104,92,105.1,92,0
"42100 Jämsä Keskus   (Jämsä )",1615,4316,1101,3215,5996,82.2,3768,2228
"42140 Juokslahti   (Jämsä )",138,194,34,160,135,111.5,132,3
"42220 Kaipola   (Jämsä )",3,460,91,369,616,79.5,376,240
"42300 Jämsänkoski Keskus   (Jämsä )",95,2133,257,1876,3189,79.3,2251,938
"42330 Haavisto   (Jämsä )",169,237,40,197,178,119.0,178,0
"42440 Koskenpää   (Jämsä )",543,458,53,405,388,88.1,373,15
"42520 Asunta   (Keuruu )",107,126,17,109,91,100.0,91,0
"42560 Pohjoisjärvi   (Keuruu )",19,26,3,23,17,104.5,17,0
"42600 Multia Keskus-Väätäiskylä   (Multia )",519,791,132,659,841,86.2,810,31
"42660 Sahrajärvi   (Multia )",50,103,15,88,71,91.1,71,0
"42700 Keuruu Keskus   (Keuruu )",937,2776,488,2288,4625,80.4,2779,1846
"42720 Valkealahti   (Keuruu )",0,8,3,5,74,66.9,12,62
"42800 Haapamäki   (Keuruu )",187,625,83,542,766,80.9,594,172
"42820 Riiho   (Keuruu )",83,65,12,53,43,120.1,43,0
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",67,45,4,41,33,98.3,33,0
"42840 Kolkki   (Mänttä-Vilppula )",268,117,13,104,80,100.2,80,0
"42850 Pohjaslahti   (Mänttä-Vilppula )",361,139,20,119,102,94.5,99,3
"42870 Kotala   (Virrat )",335,297,37,260,224,98.6,224,0
"42910 Pihlajavesi   (Keuruu )",398,252,29,223,196,85.1,189,7
"42930 Katajamäki   (Keuruu )",128,103,11,92,68,101.2,68,0
"43100 Saarijärvi Keskus   (Saarijärvi )",514,2375,348,2027,3556,83.0,2561,995
"43130 Tarvaala   (Saarijärvi )",44,244,53,191,191,114.7,191,0
"43170 Häkkilä   (Saarijärvi )",164,214,36,178,150,88.8,150,0
"43220 Mahlu   (Saarijärvi )",87,296,23,273,244,100.9,244,0
"43240 Lehtola   (Saarijärvi )",90,123,17,106,90,95.2,90,0
"43250 Kolkanlahti   (Saarijärvi )",73,297,137,160,148,106.6,148,0
"43270 Kalmari   (Saarijärvi )",182,320,40,280,275,100.5,270,5
"43300 Kannonkoski Keskus   (Kannonkoski )",587,739,152,587,663,90.3,653,10
"43340 Kannonjärvi   (Kannonkoski )",179,126,17,109,94,82.3,94,0
"43390 Lokakylä   (Kivijärvi )",88,53,7,46,40,104.7,40,0
"43420 Kukko   (Saarijärvi )",64,48,9,39,33,95.5,33,0
"43430 Väätäiskylä   (Multia )",51,36,8,28,24,104.1,24,0
"43440 Pylkönmäki Keskus   (Saarijärvi )",254,324,71,253,346,73.8,342,4
"43480 Pääjärvi   (Saarijärvi )",116,134,35,99,78,107.4,78,0
"43490 Kangasaho   (Karstula )",113,116,13,103,89,96.5,89,0
"43500 Karstula Keskus   (Karstula )",243,1267,216,1051,1668,83.4,1563,105
"43520 Kiminki   (Karstula )",65,157,19,138,136,97.5,136,0
"43540 Rantakylä-Pirttilahti   (Karstula )",66,85,16,69,70,105.4,70,0
"43560 Vahanka   (Karstula )",98,119,8,111,94,97.4,94,0
"43610 Aho   (Karstula )",168,75,3,72,52,92.4,52,0
"43640 Humppi   (Karstula )",12,142,68,74,71,103.3,71,0
"43660 Vastinki   (Karstula )",118,189,20,169,142,97.8,142,0
"43700 Kyyjärvi Keskus   (Kyyjärvi )",223,721,176,545,644,93.1,634,10
"43720 Kumpulainen   (Kyyjärvi )",19,96,9,87,70,102.6,70,0
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",485,576,125,451,581,89.2,529,52
"43840 Sompala   (Kivijärvi )",77,41,7,34,33,80.1,33,0
"43900 Kinnula Keskus   (Kinnula )",187,613,94,519,659,97.6,653,6
"43940 Muhola-Saarensalmi   (Kinnula )",171,144,12,132,116,109.5,116,0
"43960 Saarensalmi   (Kinnula )",116,62,14,48,40,94.9,40,0
"44100 Äänekoski Keskus   (Äänekoski )",38,993,189,804,2652,69.0,924,1728
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",14,961,17,944,1138,99.5,1052,86
"44150 Likolahti-Karhunlähde   (Äänekoski )",349,1018,136,882,1830,77.4,1061,769
"44160 Huutomäki   (Äänekoski )",40,210,6,204,207,108.7,199,8
"44170 Hietama   (Äänekoski )",89,265,27,238,213,112.2,213,0
"44190 Parantala   (Äänekoski )",133,130,8,122,114,100.6,114,0
"44200 Suolahti Keskus   (Äänekoski )",162,1559,258,1301,2782,74.5,1627,1155
"44220 Sörkänmäki   (Äänekoski )",47,237,22,215,203,93.8,201,2
"44250 Äänekoivisto   (Äänekoski )",60,257,25,232,222,114.0,222,0
"44260 Vihijärvi   (Äänekoski )",257,149,11,138,128,104.3,128,0
"44280 Sumiainen Keskus   (Äänekoski )",641,487,57,430,486,91.6,486,0
"44300 Konnevesi Keskus   (Konnevesi )",441,884,148,736,973,84.8,900,73
"44320 Sirkkamäki   (Konnevesi )",132,96,16,80,67,106.4,67,0
"44330 Hytölä   (Konnevesi )",186,163,24,139,133,105.9,133,0
"44350 Istunmäki   (Konnevesi )",252,240,33,207,198,96.7,193,5
"44370 Mäntymäki   (Konnevesi )",250,129,16,113,97,93.7,97,0
"44400 Konginkangas Keskus   (Äänekoski )",308,340,45,295,381,85.5,356,25
"44420 Liimattala   (Äänekoski )",116,187,16,171,159,103.2,159,0
"44440 Räihä   (Äänekoski )",126,84,9,75,57,106.9,57,0
"44460 Kalaniemi   (Äänekoski )",201,108,9,99,82,96.0,82,0
"44480 Niinilahti   (Viitasaari )",163,119,12,107,98,102.3,98,0
"44500 Viitasaari Keskus   (Viitasaari )",273,1514,315,1199,2636,76.5,1743,893
"44530 Ilmolahti   (Viitasaari )",184,119,22,97,91,114.6,91,0
"44580 Huopanankoski   (Viitasaari )",138,145,15,130,126,91.4,126,0
"44590 Vuorilahti   (Viitasaari )",103,76,22,54,43,97.5,43,0
"44610 Kärnä   (Viitasaari )",134,123,14,109,91,110.7,91,0
"44630 Kumpumäki   (Viitasaari )",145,145,19,126,115,87.6,115,0
"44640 Kymönkoski   (Viitasaari )",239,267,44,223,197,99.4,197,0
"44670 Suovanlahti   (Viitasaari )",261,143,22,121,92,109.3,92,0
"44680 Lahnanen   (Viitasaari )",64,58,6,52,41,97.1,41,0
"44730 Löytänä   (Viitasaari )",52,72,10,62,53,92.1,53,0
"44740 Keitelepohja-Kotvala   (Viitasaari )",162,140,16,124,112,100.6,112,0
"44760 Keihärinkoski   (Viitasaari )",444,250,25,225,191,90.9,191,0
"44770 Valkeisjärvi   (Viitasaari )",6,23,5,18,12,91.5,12,0
"44790 Kotvala   (Viitasaari )",27,38,4,34,34,89.4,34,0
"44800 Pihtipudas Keskus   (Pihtipudas )",454,1098,190,908,1489,79.8,1399,90
"44860 Alvajärvi   (Pihtipudas )",192,174,15,159,124,104.6,124,0
"44880 Muurasjärvi   (Pihtipudas )",140,360,34,326,300,92.7,300,0
"44910 Elämäjärvi   (Pihtipudas )",33,164,25,139,128,97.9,128,0
"44920 Peninki   (Pihtipudas )",22,123,10,113,111,95.4,111,0
"44950 Kärväsjärvi   (Pihtipudas )",97,131,17,114,95,99.5,95,0
"44970 Korppinen   (Pihtipudas )",94,130,12,118,93,93.3,93,0
"45100 Kouvola Keskus   (Kouvola )",139,1947,281,1666,5908,72.0,1956,3952
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",1,1207,33,1174,1858,95.9,1582,276
"45130 Korjala-Kaunisnurmi   (Kouvola )",0,540,204,336,1213,60.8,364,849
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",1,844,27,817,2679,76.8,1203,1476
"45160 Lehtomäki   (Kouvola )",0,819,79,740,3147,72.3,1165,1982
"45200 Tornionmäki   (Kouvola )",4,1316,254,1062,3846,68.4,1341,2505
"45330 Harju   (Kouvola )",90,164,6,158,154,110.1,150,4
"45360 Kukkuramäki   (Kouvola )",74,1151,112,1039,1751,95.3,1541,210
"45370 Valkeala kk   (Kouvola )",259,923,94,829,1204,99.2,1015,189
"45410 Utti   (Kouvola )",269,443,56,387,407,109.5,388,19
"45460 Savero   (Kouvola )",7,105,16,89,94,101.8,94,0
"45610 Koria   (Kouvola )",69,1910,224,1686,2459,93.8,2072,387
"45700 Kuusankoski Keskus   (Kouvola )",6,2321,286,2035,5453,72.7,2532,2921
"45720 Kotiharju-Ruhjonmäki   (Kouvola )",8,1113,124,989,1390,84.9,1123,267
"45740 Maunuksela   (Iitti )",130,1156,155,1001,1482,89.0,1239,243
"45750 Kuusankosken Sairaala-alue   (Kouvola )",0,14,8,6,78,58.0,6,72
"45810 Pilkanmaa   (Kouvola )",160,782,48,734,717,88.8,715,2
"45910 Voikkaa   (Kouvola )",245,1173,127,1046,1528,75.4,1045,483
"45940 Oravala   (Kouvola )",97,164,8,156,146,107.3,146,0
"46110 Tuohikotti   (Kouvola )",316,222,25,197,198,110.3,198,0
"46140 Vekaranjärvi   (Kouvola )",30,89,26,63,129,73.0,66,63
"46230 Aro   (Kouvola )",164,273,25,248,230,114.9,230,0
"46400 Kaipiainen   (Kouvola )",189,341,86,255,268,93.5,268,0
"46430 Tirva-Inkerilä   (Kouvola )",325,186,19,167,140,116.7,140,0
"46450 Enäjärvi   (Kouvola )",95,101,11,90,89,108.9,89,0
"46530 Kannuskoski   (Luumäki )",332,132,18,114,88,105.7,88,0
"46570 Saaramaa   (Kouvola )",129,47,20,27,22,102.9,22,0
"46710 Sippola   (Kouvola )",115,436,58,378,402,98.4,400,2
"46730 Ruotila   (Kouvola )",25,73,8,65,63,113.4,63,0
"46750 Liikkala   (Kouvola )",33,166,7,159,156,112.2,156,0
"46800 Myllykoski   (Kouvola )",20,1747,148,1599,2665,82.4,1821,844
"46810 Ummeljoki   (Kouvola )",62,726,58,668,752,91.7,698,54
"46860 Anjalankoski Keskus   (Kouvola )",5,284,60,224,323,81.1,273,50
"46900 Inkeroinen   (Kouvola )",27,1435,177,1258,2085,80.4,1327,758
"46910 Anjala   (Kouvola )",52,825,62,763,1013,83.8,870,143
"46930 Huruksela   (Kotka )",164,161,20,141,122,105.4,122,0
"46950 Ahvio   (Kouvola )",26,42,3,39,32,115.2,32,0
"46960 Muhniemi   (Kouvola )",33,179,17,162,151,119.8,151,0
"47110 Löytty   (Kouvola )",0,52,5,47,47,106.0,47,0
"47150 Raussila   (Kouvola )",19,100,12,88,80,116.6,80,0
"47200 Elimäki kk   (Kouvola )",65,1013,136,877,1304,90.4,1094,210
"47260 Ratula   (Kouvola )",23,75,4,71,62,116.8,62,0
"47310 Haapa-Kimola   (Iitti )",38,148,11,137,121,117.2,121,0
"47350 Kimonkylä   (Lapinjärvi )",18,83,12,71,62,119.7,62,0
"47400 Kausala   (Iitti )",298,1737,272,1465,2692,81.4,2092,600
"47440 Sääskjärvi   (Iitti )",37,82,9,73,65,119.4,65,0
"47450 Erottaja   (Iitti )",55,163,17,146,135,107.8,132,3
"47460 Hiisiö   (Iitti )",3,43,7,36,40,100.6,40,0
"47490 Mankala-Hiisiö   (Iitti )",374,225,24,201,176,105.8,176,0
"47520 Iitti kk   (Iitti )",129,104,12,92,82,120.5,82,0
"47540 Löyttilä   (Iitti )",259,133,15,118,94,121.7,94,0
"47610 Kymentaka   (Iitti )",275,115,19,96,73,114.5,73,0
"47650 Kimola   (Kouvola )",130,132,15,117,102,108.1,102,0
"47710 Jaala kk   (Kouvola )",1580,650,98,552,651,85.3,650,1
"47760 Huhdasjärvi   (Kouvola )",705,161,54,107,81,103.3,81,0
"47810 Selänpää   (Kouvola )",242,204,20,184,160,105.8,160,0
"47830 Hasula   (Kouvola )",72,72,4,68,62,100.0,62,0
"47850 Verla   (Kouvola )",659,144,23,121,95,84.0,95,0
"47900 Vuohijärvi   (Kouvola )",510,189,24,165,209,71.7,143,66
"47910 Hillosensalmi   (Kouvola )",402,47,15,32,21,94.0,21,0
"48100 Kotkansaari   (Kotka )",845,704,309,395,7836,55.9,227,7609
"48130 Katariina   (Kotka )",0,235,47,188,476,71.7,217,259
"48200 Hovinsaari   (Kotka )",0,268,130,138,1339,52.3,138,1201
"48210 Toukolan Sairaala-Alue   (Kotka )",0,58,29,29,266,59.6,84,182
"48220 Metsola   (Kotka )",33,459,104,355,713,73.3,426,287
"48230 Korela-Jylppy   (Kotka )",92,537,142,395,725,69.5,482,243
"48300 Ruonala   (Kotka )",118,528,42,486,569,98.8,557,12
"48310 Mussalo   (Kotka )",238,1627,437,1190,1947,101.0,1640,307
"48350 Karhuvuori   (Kotka )",0,121,25,96,2324,57.9,0,2324
"48400 Sutela   (Kotka )",3,1172,154,1018,2034,89.9,1792,242
"48410 Kaukola   (Kotka )",47,653,73,580,741,105.4,724,17
"48600 Karhula   (Kotka )",6,1510,339,1171,4463,67.0,1397,3066
"48700 Kyminlinna   (Kotka )",2,471,46,425,1412,71.0,583,829
"48710 Koivula   (Kotka )",4,545,47,498,554,98.7,554,0
"48720 Kymi   (Kotka )",24,939,117,822,850,97.6,842,8
"48750 Nikeli   (Kotka )",13,93,11,82,89,103.2,89,0
"48770 Ristinkallio   (Kotka )",0,705,118,587,970,88.3,752,218
"48800 Otsola-Mäntykangas   (Kotka )",0,787,31,756,971,97.3,971,0
"48810 Rantahaka   (Kotka )",74,373,62,311,352,101.1,348,4
"48900 Sunila   (Kotka )",9,347,82,265,832,68.8,332,500
"48910 Suulisniemi   (Kotka )",68,542,44,498,769,80.2,551,218
"48930 Tiutinen   (Kotka )",13,190,24,166,175,103.6,163,12
"49200 Heinlahti   (Pyhtää )",206,415,87,328,330,122.0,330,0
"49210 Huutjärvi   (Pyhtää )",11,319,20,299,481,99.6,432,49
"49220 Siltakylä   (Pyhtää )",624,948,197,751,872,104.2,830,42
"49240 Purolanlahti   (Pyhtää )",268,248,45,203,199,104.4,199,0
"49270 Pyhtää kk   (Pyhtää )",294,542,121,421,522,85.6,471,51
"49290 Vastila   (Pyhtää )",255,258,31,227,223,109.2,223,0
"49300 Tavastila   (Kotka )",23,365,45,320,314,95.9,313,1
"49340 Juurikorpi   (Kotka )",14,78,15,63,66,89.8,66,0
"49400 Hamina Keskus   (Hamina )",424,3283,356,2927,5831,80.5,3781,2050
"49410 Poitsila   (Hamina )",0,459,45,414,1080,79.1,681,399
"49420 Uusi-Summa   (Hamina )",3,709,107,602,992,91.1,848,144
"49460 Hillo   (Hamina )",9,596,276,320,786,72.2,345,441
"49480 Vanha-Summa   (Hamina )",142,275,45,230,220,113.3,215,5
"49490 Neuvoton   (Hamina )",314,595,88,507,689,96.9,680,9
"49510 Husula   (Hamina )",5,385,39,346,687,78.1,443,244
"49520 Reitkalli   (Hamina )",29,174,17,157,136,104.3,136,0
"49540 Metsäkylä   (Hamina )",98,256,31,225,216,110.6,216,0
"49570 Kannusjärvi   (Hamina )",336,256,28,228,215,110.5,215,0
"49610 Sivatti   (Hamina )",6,55,4,51,45,101.9,45,0
"49630 Vehkajoki   (Hamina )",6,69,22,47,59,99.8,58,1
"49640 Paijärvi   (Hamina )",57,109,12,97,90,100.1,90,0
"49660 Pyhältö   (Hamina )",459,391,50,341,302,106.2,296,6
"49700 Miehikkälä Kirkonkylä   (Miehikkälä )",241,476,82,394,519,82.0,500,19
"49720 Hurttala   (Miehikkälä )",43,46,6,40,34,96.8,34,0
