"Postal code area","Inhabitants, 2015 (PT)","Labour force, 2015 (PT)","Employed, 2015 (PT)","Unemployed, 2015 (PT)","Persons outside the labour force, 2015 (PT)","Children aged 0 to 14, 2015 (PT)","Students, 2015 (PT)","Pensioners, 2015 (PT)","Others, 2015 (PT)"
"35240 Ristakallio   (Orivesi )",190,92,76,16,98,26,6,63,3
"35260 Leväslahti   (Orivesi )",13,7,..,..,6,..,..,..,..
"35270 Västilä   (Orivesi )",155,69,55,14,86,16,8,57,5
"35300 Orivesi Keskus   (Orivesi )",4641,1955,1638,317,2686,629,262,1661,134
"35320 Hirsilä   (Orivesi )",578,253,209,44,325,113,38,157,17
"35400 Länkipohja   (Jämsä )",907,360,285,75,547,92,40,395,20
"35420 Talviainen   (Orivesi )",109,46,39,7,63,14,5,40,4
"35480 Längelmäki   (Orivesi )",60,25,..,..,35,3,2,29,1
"35500 Korkeakoski   (Juupajoki )",1079,465,384,81,614,173,47,367,27
"35520 Pirttikangas   (Juupajoki )",71,31,27,4,40,11,1,27,1
"35530 Lyly   (Juupajoki )",284,118,97,21,166,46,2,113,5
"35540 Juupajoki   (Juupajoki )",448,209,194,15,239,87,26,113,13
"35550 Salokunta   (Juupajoki )",157,66,61,5,91,20,11,56,4
"35600 Halli   (Jämsä )",1355,581,480,101,774,137,63,541,33
"35610 Pihlaisto   (Jämsä )",91,34,29,5,57,15,4,37,1
"35630 Suinula-Valkamanperä   (Jämsä )",179,57,48,9,122,35,9,75,3
"35700 Vilppula Keskus   (Mänttä-Vilppula )",3413,1470,1231,239,1943,452,171,1186,134
"35740 Ylä-Vääri   (Ruovesi )",108,48,44,4,60,8,7,41,4
"35750 Väärinmaja   (Ruovesi )",291,120,100,20,171,37,23,105,6
"35800 Mänttä   (Mänttä-Vilppula )",4175,1635,1364,271,2540,474,233,1694,139
"35820 Asemakulma-Mustalahti   (Jämsä )",2127,953,808,145,1174,342,110,665,57
"35990 Kolho   (Mänttä-Vilppula )",1140,435,349,86,705,145,36,488,36
"36100 Kangasala Asemanseutu   (Kangasala )",1180,618,549,69,562,301,94,136,31
"36110 Ruutana   (Kangasala )",2836,1517,1370,147,1319,782,156,323,58
"36120 Suinula-Haviseva   (Kangasala )",1113,556,478,78,557,244,76,222,15
"36200 Kangasala Keskus   (Kangasala )",9941,4567,3998,569,5374,1796,620,2717,241
"36220 Suorama   (Kangasala )",4933,2425,2054,371,2508,1024,305,1054,125
"36240 Nattari   (Kangasala )",4703,2437,2158,279,2266,986,320,873,87
"36270 Huutijärvi   (Kangasala )",1420,705,607,98,715,311,75,295,34
"36280 Pikonlinna   (Kangasala )",153,48,45,3,105,15,3,83,4
"36340 Tohkala   (Kangasala )",258,119,107,12,139,57,15,61,6
"36420 Sahalahti Keskus   (Kangasala )",1778,851,712,139,927,348,91,428,60
"36430 Pakkala   (Kangasala )",469,213,183,30,256,87,31,127,11
"36450 Salmentaka   (Pälkäne )",224,118,97,21,106,31,6,66,3
"36520 Raikku   (Kangasala )",369,181,167,14,188,45,14,121,8
"36570 Kaivanto   (Kangasala )",304,139,122,17,165,62,12,85,6
"36600 Pälkäne Keskus   (Pälkäne )",3484,1596,1399,197,1888,601,194,994,99
"36640 Iltasmäki   (Pälkäne )",398,188,164,24,210,79,23,97,11
"36660 Laitikkala   (Pälkäne )",214,104,95,9,110,33,18,52,7
"36720 Aitoo   (Pälkäne )",569,241,188,53,328,93,33,180,22
"36760 Luopioinen Keskus   (Pälkäne )",826,310,250,60,516,106,30,364,16
"36810 Kuhmalahti Keskus   (Kangasala )",540,265,225,40,275,80,26,161,8
"36840 Kuhmajärvi   (Kangasala )",326,144,114,30,182,32,12,134,4
"36880 Vehkajärvi   (Kangasala )",138,56,47,9,82,8,2,67,5
"36910 Rautajärvi   (Pälkäne )",382,155,136,19,227,49,18,149,11
"36930 Kyynärö   (Pälkäne )",179,68,58,10,111,18,7,72,14
"37100 Nokia Keskus   (Nokia )",6572,2676,2123,553,3896,743,411,2537,205
"37120 Koskenmäki   (Nokia )",10264,5268,4535,733,4996,2279,642,1810,265
"37130 Alhoniitty   (Nokia )",4712,2349,1985,364,2363,1022,321,883,137
"37140 Harjuniitty   (Nokia )",2553,1279,1121,158,1274,728,92,390,64
"37150 Kankaantaka   (Nokia )",4121,1987,1666,321,2134,816,242,945,131
"37180 Sarkola   (Nokia )",393,178,155,23,215,87,22,94,12
"37200 Siuro   (Nokia )",2519,1264,1097,167,1255,500,153,533,69
"37210 Kulovesi   (Nokia )",25,13,..,..,12,..,..,..,..
"37240 Linnavuori   (Nokia )",793,390,298,92,403,170,41,144,48
"37310 Tottijärvi   (Nokia )",859,432,381,51,427,183,51,174,19
"37350 Rämsöö   (Vesilahti )",152,74,62,12,78,32,5,37,4
"37370 Narva   (Vesilahti )",1067,460,396,64,607,212,56,309,30
"37380 Krääkkiö   (Vesilahti )",185,82,65,17,103,33,8,59,3
"37420 Valkkinen   (Vesilahti )",812,412,363,49,400,172,53,159,16
"37470 Vesilahti Keskus   (Vesilahti )",1995,957,842,115,1038,523,165,304,46
"37500 Lempäälä Keskus   (Lempäälä )",8090,3638,3194,444,4452,1724,486,1984,258
"37530 Säijä   (Lempäälä )",541,274,249,25,267,109,32,113,13
"37550 Kuivaspää   (Lempäälä )",4933,2416,2136,280,2517,1364,353,669,131
"37560 Kulju   (Lempäälä )",4557,2396,2103,293,2161,1224,333,477,127
"37570 Koivuniemi   (Lempäälä )",438,223,199,24,215,115,21,68,11
"37600 Valkeakoski Keskus   (Valkeakoski )",11489,4895,4122,773,6594,1698,674,3786,436
"37630 Vääräkoivu   (Valkeakoski )",7209,3245,2813,432,3964,1277,616,1777,294
"37700 Sääksmäki   (Valkeakoski )",459,209,183,26,250,83,35,119,13
"37720 Ritvala   (Valkeakoski )",208,92,82,10,116,41,12,57,6
"37740 Haukila   (Valkeakoski )",300,140,125,15,160,49,24,73,14
"37770 Tarttila   (Valkeakoski )",478,231,192,39,247,87,30,119,11
"37800 Toijala keskus   (Akaa )",9416,4417,3719,698,4999,1667,567,2431,334
"37830 Viiala Keskus   (Akaa )",5668,2616,2237,379,3052,1176,322,1342,212
"37850 Metsäkansa   (Valkeakoski )",348,174,159,15,174,53,12,96,13
"37860 Kärjenniemi   (Valkeakoski )",892,432,378,54,460,233,56,149,22
"37900 Kylmäkoski Asemanseutu   (Akaa )",297,136,111,25,161,40,12,100,9
"37910 Kylmäkoski Keskus   (Akaa )",1343,634,538,96,709,216,78,363,52
"37960 Sotkia   (Akaa )",263,109,94,15,154,39,11,97,7
"38100 Karkku   (Sastamala )",865,428,364,64,437,143,66,211,17
"38120 Kutala   (Sastamala )",228,105,93,12,123,27,12,82,2
"38130 Ellivuori   (Sastamala )",21,14,..,..,7,..,..,..,..
"38140 Kärppälä   (Sastamala )",370,166,145,21,204,66,31,92,15
"38200 Vammala Keskus   (Sastamala )",6303,2540,2199,341,3763,834,338,2393,198
"38210 Vammala Asemanseutu   (Sastamala )",4271,1827,1571,256,2444,660,279,1332,173
"38220 Stormi   (Sastamala )",844,366,322,44,478,148,63,243,24
"38250 Roismala   (Sastamala )",1386,679,605,74,707,271,94,309,33
"38270 Sammaljoki   (Sastamala )",355,156,136,20,199,42,33,115,9
"38280 Illo   (Sastamala )",453,208,182,26,245,94,30,104,17
"38300 Kiikka   (Sastamala )",1912,782,679,103,1130,336,133,602,59
"38360 Kiikoinen   (Sastamala )",1186,517,453,64,669,197,79,346,47
"38420 Häijää   (Sastamala )",1054,535,466,69,519,196,68,226,29
"38460 Mouhijärvi Keskus   (Sastamala )",1750,801,696,105,949,316,104,463,66
"38470 Hyynilä   (Sastamala )",271,124,104,20,147,50,17,72,8
"38490 Haukijärvi   (Hämeenkyrö )",74,31,26,5,43,14,3,26,0
"38510 Suodenniemi   (Sastamala )",1236,531,446,85,705,171,58,432,44
"38600 Lavia Keskus   (Pori )",1514,635,527,108,879,194,73,569,43
"38650 Yli-Putto   (Pori )",154,61,51,10,93,24,2,60,7
"38670 Kalliala-Haunia   (Pori )",183,74,62,12,109,23,8,75,3
"38680 Tuunajärvi   (Pomarkku )",97,38,33,5,59,10,6,43,0
"38700 Kankaanpää Keskus   (Kankaanpää )",6158,2861,2472,389,3297,942,435,1717,203
"38710 Myllymäki   (Kankaanpää )",2101,878,708,170,1223,250,137,731,105
"38720 Vihteljärvi   (Kankaanpää )",439,191,169,22,248,64,20,148,16
"38740 Hapuoja   (Kankaanpää )",421,190,170,20,231,68,22,133,8
"38750 Veneskoski   (Kankaanpää )",269,118,102,16,151,36,15,90,10
"38760 Venesjärvi   (Kankaanpää )",365,171,153,18,194,71,19,87,17
"38770 Lohikko   (Kankaanpää )",471,207,183,24,264,98,35,119,12
"38800 Jämijärvi Keskus   (Jämijärvi )",1662,682,598,84,980,241,104,583,52
"38840 Niinisalo   (Kankaanpää )",874,382,323,59,492,128,68,263,33
"38860 Suurimaa   (Jämijärvi )",214,90,78,12,124,39,19,57,9
"38910 Ala-Honkajoki   (Kankaanpää )",551,256,216,40,295,85,25,158,27
"38920 Vatajankoski   (Honkajoki )",234,99,88,11,135,28,11,85,11
"38950 Honkajoki Keskus   (Honkajoki )",1355,619,531,88,736,204,73,414,45
"38970 Lauhala   (Honkajoki )",267,130,117,13,137,30,10,87,10
"39100 Hämeenkyrö Keskus   (Hämeenkyrö )",3410,1538,1329,209,1872,556,217,1013,86
"39110 Simuna   (Hämeenkyrö )",223,92,81,11,131,36,22,70,3
"39130 Sasi   (Hämeenkyrö )",785,378,340,38,407,175,63,148,21
"39150 Pinsiö   (Hämeenkyrö )",900,473,405,68,427,238,54,110,25
"39160 Julkujärvi   (Ylöjärvi )",3678,1893,1692,201,1785,1169,226,312,78
"39170 Jumesniemi   (Hämeenkyrö )",178,89,80,9,89,37,11,34,7
"39180 Herttuala   (Hämeenkyrö )",91,48,42,6,43,13,9,18,3
"39195 Kaipio   (Hämeenkyrö )",157,75,66,9,82,26,9,40,7
"39200 Kyröskoski   (Hämeenkyrö )",4958,2273,1925,348,2685,934,258,1341,152
"39230 Osara   (Hämeenkyrö )",201,98,82,16,103,21,14,65,3
"39290 Vesajärvi   (Hämeenkyrö )",164,69,58,11,95,15,11,64,5
"39310 Viljakkala Keskus   (Ylöjärvi )",1040,470,388,82,570,218,46,282,24
"39340 Karhe   (Ylöjärvi )",302,142,120,22,160,69,8,70,13
"39360 Komi   (Ylöjärvi )",233,122,106,16,111,41,16,50,4
"39380 Lavajärvi   (Hämeenkyrö )",182,84,75,9,98,50,11,33,4
"39410 Luhalahti   (Ikaalinen )",313,122,112,10,191,35,13,133,10
"39430 Röyhiö   (Ikaalinen )",182,81,63,18,101,30,5,55,11
"39450 Sisättö   (Ikaalinen )",125,52,43,9,73,14,2,52,5
"39500 Ikaalinen Keskus   (Ikaalinen )",4598,1952,1606,346,2646,612,332,1566,136
"39530 Kilvakkala   (Ikaalinen )",1039,482,406,76,557,210,58,265,24
"39580 Riitiala   (Ikaalinen )",375,163,132,31,212,43,21,136,12
"39590 Tevaniemi   (Ikaalinen )",247,104,90,14,143,47,15,76,5
"39610 Kovelahti   (Ikaalinen )",214,82,73,9,132,37,10,77,8
"39620 Kovesjoki   (Parkano )",197,81,68,13,116,27,8,69,12
"39660 Lapinneva   (Parkano )",256,116,100,16,140,27,18,84,11
"39700 Parkano Keskus   (Parkano )",5571,2302,1942,360,3269,827,290,1962,190
"39750 Vatajanjärvi   (Parkano )",376,158,117,41,218,63,23,118,14
"39770 Aureskoski   (Parkano )",79,24,..,..,55,12,2,37,4
"39780 Alaskylä   (Parkano )",210,106,87,19,104,32,13,51,8
"39810 Linnankylä   (Kihniö )",344,152,127,25,192,49,15,115,13
"39820 Kihniö Keskus   (Kihniö )",1582,676,566,110,906,220,67,565,54
"39880 Kihniö Asemanseutu   (Kihniö )",134,59,50,9,75,12,5,44,14
"39920 Suomijärvi   (Karvia )",162,68,57,11,94,29,5,51,9
"39930 Karvia Keskus   (Karvia )",1121,462,366,96,659,116,61,442,40
"39940 Kantti   (Karvia )",261,111,104,7,150,37,10,97,6
"39960 Sarvela   (Karvia )",441,207,176,31,234,60,22,140,12
"39965 Karviankylä   (Karvia )",182,72,63,9,110,32,8,68,2
"39980 Sara   (Karvia )",173,74,64,10,99,18,13,61,7
"39990 Alkkia   (Karvia )",110,50,33,17,60,18,1,36,5
"40100 Jyväskylä Keskus   (Jyväskylä )",13827,7250,6103,1147,6577,680,2106,3475,316
"40200 Mannila-Taulumäki   (Jyväskylä )",3689,2018,1720,298,1671,529,429,644,69
"40250 Ritoniemi-Lohikoski   (Jyväskylä )",6096,2980,2577,403,3116,1086,514,1374,142
"40270 Pappilanrinne-Pappilanvuori   (Jyväskylä )",11136,5373,4589,784,5763,2442,783,2277,261
"40320 Seppälän Teollisuusalue   (Jyväskylä )",5103,2656,2140,516,2447,719,422,1154,152
"40340 Huhtasuo   (Jyväskylä )",6159,2762,1844,918,3397,941,557,1637,262
"40400 Halssila   (Jyväskylä )",4240,2150,1813,337,2090,839,306,841,104
"40420 Jyskä   (Jyväskylä )",4821,2587,2106,481,2234,964,351,802,117
"40500 Keljo-Ristonmaa   (Jyväskylä )",3340,1697,1404,293,1643,403,472,586,182
"40520 Kuokkala-Ristikivi   (Jyväskylä )",16090,8382,6847,1535,7708,2708,2086,2443,471
"40530 Keljonkangas   (Jyväskylä )",5535,2869,2474,395,2666,1276,418,854,118
"40600 Mattilanpelto   (Jyväskylä )",2262,1134,961,173,1128,272,330,490,36
"40620 Keskussairaala-alue-Kukkumäki   (Jyväskylä )",373,219,177,42,154,43,53,45,13
"40630 Kypärämäki   (Jyväskylä )",3799,1772,1468,304,2027,654,327,943,103
"40640 Keltinmäki   (Jyväskylä )",6654,3147,2505,642,3507,1095,891,1310,211
"40660 Länsi-Palokka   (Jyväskylä )",703,349,301,48,354,160,45,134,15
"40700 Mäki-Matti   (Jyväskylä )",5198,2723,2248,475,2475,440,925,990,120
"40720 Nisula   (Jyväskylä )",2712,1332,1087,245,1380,203,320,792,65
"40740 Kortepohja   (Jyväskylä )",7391,3445,2838,607,3946,989,1488,1255,214
"40800 Vaajakoski   (Jyväskylä )",8135,3855,3207,648,4280,1592,533,1974,181
"40820 Vuoritsalo   (Jyväskylä )",893,451,348,103,442,157,49,207,29
"40900 Säynätsalo   (Jyväskylä )",3318,1610,1341,269,1708,586,221,817,84
"40930 Kinkomaa   (Muurame )",1396,695,615,80,701,370,71,230,30
"40950 Muurame Keskus   (Muurame )",7943,3890,3383,507,4053,1724,606,1538,185
"41120 Puuppola   (Jyväskylä )",2044,926,810,116,1118,669,121,278,50
"41140 Kuikka   (Jyväskylä )",642,293,260,33,349,193,37,109,10
"41160 Tikkakoski   (Jyväskylä )",4855,2223,1853,370,2632,1169,342,1022,99
"41180 Vehniä   (Laukaa )",785,374,328,46,411,190,55,151,15
"41210 Jokihaara   (Uurainen )",447,199,168,31,248,135,24,77,12
"41220 Höytiä   (Uurainen )",309,133,112,21,176,54,19,92,11
"41230 Uurainen Keskus   (Uurainen )",1699,752,612,140,947,358,105,440,44
"41240 Kyynämöinen   (Uurainen )",248,119,97,22,129,34,13,79,3
"41260 Hoikankylä   (Saarijärvi )",162,70,67,3,92,33,8,45,6
"41270 Lannevesi   (Saarijärvi )",537,236,195,41,301,100,36,155,10
"41290 Kangashäkki   (Uurainen )",815,332,295,37,483,304,62,90,27
"41310 Leppävesi   (Laukaa )",3073,1523,1335,188,1550,845,206,421,78
"41325 Laukkavirta   (Laukaa )",306,140,120,20,166,61,17,80,8
"41330 Vihtavuori   (Laukaa )",2629,1257,1055,202,1372,648,182,465,77
"41340 Laukaa Keskus   (Laukaa )",5572,2296,1953,343,3276,1217,363,1551,145
"41350 Laukaa Asemanseutu   (Laukaa )",784,370,304,66,414,203,57,131,23
"41360 Valkola   (Laukaa )",472,216,188,28,256,82,50,112,12
"41370 Kuusa   (Laukaa )",1083,506,442,64,577,250,81,230,16
"41390 Äijälä   (Laukaa )",463,220,179,41,243,117,24,93,9
"41400 Lievestuore   (Laukaa )",3395,1569,1270,299,1826,611,177,951,87
"41410 Kankainen   (Toivakka )",196,88,69,19,108,44,14,44,6
"41440 Ruuhimäki   (Toivakka )",230,121,99,22,109,45,10,52,2
"41450 Leppälahti   (Jyväskylä )",682,327,273,54,355,123,45,174,13
"41490 Niemisjärvi   (Hankasalmi )",784,346,291,55,438,134,47,226,31
"41500 Hankasalmi Asemanseutu   (Hankasalmi )",1458,632,505,127,826,199,82,479,66
"41520 Hankasalmi Keskus   (Hankasalmi )",1998,762,643,119,1236,310,123,743,60
"41530 Veneranta   (Hankasalmi )",165,67,55,12,98,18,10,64,6
"41540 Ristimäki   (Hankasalmi )",251,109,91,18,142,29,14,94,5
"41550 Hannula   (Hankasalmi )",162,65,54,11,97,26,8,58,5
"41560 Säkinmäki   (Hankasalmi )",168,68,56,12,100,18,15,66,1
"41580 Sauvamäki   (Hankasalmi )",277,108,83,25,169,50,14,92,13
"41630 Oravasaari   (Jyväskylä )",404,169,140,29,235,96,19,109,11
"41660 Toivakka Keskus   (Toivakka )",1887,822,703,119,1065,343,80,607,35
"41710 Rutalahti-Kivisuo   (Jyväskylä )",277,117,94,23,160,46,9,100,5
"41730 Kivisuo   (Joutsa )",32,15,..,..,17,..,..,..,..
"41750 Havumäki   (Joutsa )",92,46,35,11,46,8,3,32,3
"41770 Leivonmäki   (Joutsa )",644,265,211,54,379,69,26,264,20
"41800 Korpilahti Keskus   (Jyväskylä )",3643,1629,1352,277,2014,602,236,1101,75
"41820 Saakoski   (Jyväskylä )",320,156,135,21,164,61,24,73,6
"41840 Moksi   (Jyväskylä )",87,43,36,7,44,12,0,31,1
"41860 Rannila   (Jyväskylä )",261,131,116,15,130,77,7,38,8
"41870 Putkilahti   (Jyväskylä )",164,65,52,13,99,16,10,69,4
"41880 Oittila   (Jyväskylä )",129,52,43,9,77,18,8,50,1
"41900 Petäjävesi Keskus   (Petäjävesi )",2652,1164,976,188,1488,456,195,786,51
"41920 Kintaus   (Petäjävesi )",618,261,212,49,357,204,30,106,17
"41925 Ylä-Kintaus   (Petäjävesi )",194,71,59,12,123,51,13,54,5
"41930 Kuohu   (Jyväskylä )",870,417,350,67,453,219,50,165,19
"41940 Vesanka   (Jyväskylä )",1381,688,594,94,693,297,86,270,40
"41970 Huttula   (Keuruu )",54,25,..,..,29,..,..,..,..
"41980 Kuivasmäki   (Petäjävesi )",172,86,71,15,86,24,8,53,1
"42100 Jämsä Keskus   (Jämsä )",10384,4630,3801,829,5754,1502,660,3361,231
"42140 Juokslahti   (Jämsä )",291,140,120,20,151,41,12,88,10
"42220 Kaipola   (Jämsä )",1104,500,388,112,604,190,80,304,30
"42300 Jämsänkoski Keskus   (Jämsä )",5560,2405,1884,521,3155,782,378,1859,136
"42330 Haavisto   (Jämsä )",417,222,201,21,195,61,41,86,7
"42440 Koskenpää   (Jämsä )",667,282,212,70,385,83,29,257,16
"42520 Asunta   (Keuruu )",163,65,56,9,98,27,5,63,3
"42560 Pohjoisjärvi   (Keuruu )",39,21,..,..,18,..,..,..,..
"42600 Multia Keskus-Väätäiskylä   (Multia )",1451,554,460,94,897,223,79,544,51
"42660 Sahrajärvi   (Multia )",124,57,46,11,67,13,7,41,6
"42700 Keuruu Keskus   (Keuruu )",8031,3232,2715,517,4799,1131,474,2934,260
"42720 Valkealahti   (Keuruu )",17,10,..,..,7,..,..,..,..
"42800 Haapamäki   (Keuruu )",1184,474,381,93,710,176,53,424,57
"42820 Riiho   (Keuruu )",85,39,32,7,46,12,8,23,3
"42830 Ylä-Kolkki   (Mänttä-Vilppula )",56,23,..,..,33,5,3,23,2
"42840 Kolkki   (Mänttä-Vilppula )",124,52,47,5,72,10,5,54,3
"42850 Pohjaslahti   (Mänttä-Vilppula )",143,64,61,3,79,11,4,59,5
"42870 Kotala   (Virrat )",434,186,150,36,248,60,20,160,8
"42910 Pihlajavesi   (Keuruu )",321,131,103,28,190,45,13,122,10
"42930 Katajamäki   (Keuruu )",108,41,34,7,67,12,8,42,5
"43100 Saarijärvi Keskus   (Saarijärvi )",6298,2674,2035,639,3624,936,392,2142,154
"43130 Tarvaala   (Saarijärvi )",414,205,169,36,209,95,23,78,13
"43170 Häkkilä   (Saarijärvi )",249,112,80,32,137,17,13,100,7
"43220 Mahlu   (Saarijärvi )",450,205,154,51,245,43,40,152,10
"43240 Lehtola   (Saarijärvi )",173,78,54,24,95,25,6,61,3
"43250 Kolkanlahti   (Saarijärvi )",351,173,133,40,178,32,22,115,9
"43270 Kalmari   (Saarijärvi )",511,217,178,39,294,81,25,178,10
"43300 Kannonkoski Keskus   (Kannonkoski )",1229,492,387,105,737,168,66,474,29
"43340 Kannonjärvi   (Kannonkoski )",173,73,56,17,100,30,16,50,4
"43390 Lokakylä   (Kivijärvi )",77,26,..,..,51,9,3,35,4
"43420 Kukko   (Saarijärvi )",63,27,..,..,36,10,1,23,2
"43430 Väätäiskylä   (Multia )",39,18,..,..,21,..,..,..,..
"43440 Pylkönmäki Keskus   (Saarijärvi )",528,209,145,64,319,78,22,205,14
"43480 Pääjärvi   (Saarijärvi )",150,59,42,17,91,23,13,54,1
"43490 Kangasaho   (Karstula )",170,82,66,16,88,26,10,48,4
"43500 Karstula Keskus   (Karstula )",2921,1200,922,278,1721,418,163,1070,70
"43520 Kiminki   (Karstula )",231,94,80,14,137,24,13,96,4
"43540 Rantakylä-Pirttilahti   (Karstula )",160,64,51,13,96,30,14,48,4
"43560 Vahanka   (Karstula )",187,78,52,26,109,19,11,78,1
"43610 Aho   (Karstula )",91,36,27,9,55,8,5,40,2
"43640 Humppi   (Karstula )",150,68,49,19,82,25,6,47,4
"43660 Vastinki   (Karstula )",245,105,84,21,140,31,17,86,6
"43700 Kyyjärvi Keskus   (Kyyjärvi )",1229,506,415,91,723,194,65,435,29
"43720 Kumpulainen   (Kyyjärvi )",110,38,28,10,72,7,2,58,5
"43800 Kivijärvi Keskus-Sompala   (Kivijärvi )",1036,397,318,79,639,136,55,425,23
"43840 Sompala   (Kivijärvi )",43,13,..,..,30,7,3,18,2
"43900 Kinnula Keskus   (Kinnula )",1417,560,437,123,857,245,92,486,34
"43940 Muhola-Saarensalmi   (Kinnula )",254,84,63,21,170,38,12,109,11
"43960 Saarensalmi   (Kinnula )",71,30,23,7,41,7,3,31,0
"44100 Äänekoski Keskus   (Äänekoski )",4224,1742,1347,395,2482,612,285,1441,144
"44120 Mämmensalmi-Mustaniemi   (Äänekoski )",2593,1151,958,193,1442,483,197,691,71
"44150 Likolahti-Karhunlähde   (Äänekoski )",3368,1592,1229,363,1776,613,245,771,147
"44160 Huutomäki   (Äänekoski )",495,235,196,39,260,114,38,99,9
"44170 Hietama   (Äänekoski )",541,262,212,50,279,136,38,93,12
"44190 Parantala   (Äänekoski )",253,112,93,19,141,52,15,70,4
"44200 Suolahti Keskus   (Äänekoski )",4622,1888,1501,387,2734,709,258,1600,167
"44220 Sörkänmäki   (Äänekoski )",411,195,164,31,216,64,19,122,11
"44250 Äänekoivisto   (Äänekoski )",544,250,211,39,294,141,27,113,13
"44260 Vihijärvi   (Äänekoski )",299,123,102,21,176,61,25,83,7
"44280 Sumiainen Keskus   (Äänekoski )",863,364,292,72,499,109,38,341,11
"44300 Konnevesi Keskus   (Konnevesi )",1760,761,640,121,999,226,86,647,40
"44320 Sirkkamäki   (Konnevesi )",129,53,46,7,76,16,6,52,2
"44330 Hytölä   (Konnevesi )",306,149,123,26,157,60,18,75,4
"44350 Istunmäki   (Konnevesi )",369,143,122,21,226,51,14,145,16
"44370 Mäntymäki   (Konnevesi )",177,69,56,13,108,13,12,79,4
"44400 Konginkangas Keskus   (Äänekoski )",697,277,202,75,420,97,38,272,13
"44420 Liimattala   (Äänekoski )",376,168,131,37,208,73,38,90,7
"44440 Räihä   (Äänekoski )",122,62,41,21,60,15,9,35,1
"44460 Kalaniemi   (Äänekoski )",143,63,50,13,80,14,3,59,4
"44480 Niinilahti   (Viitasaari )",152,64,52,12,88,16,10,61,1
"44500 Viitasaari Keskus   (Viitasaari )",4381,1794,1416,378,2587,547,282,1688,70
"44530 Ilmolahti   (Viitasaari )",167,78,67,11,89,19,10,58,2
"44580 Huopanankoski   (Viitasaari )",217,86,62,24,131,29,17,79,6
"44590 Vuorilahti   (Viitasaari )",72,32,23,9,40,6,3,30,1
"44610 Kärnä   (Viitasaari )",181,77,61,16,104,15,12,70,7
"44630 Kumpumäki   (Viitasaari )",181,78,49,29,103,10,8,80,5
"44640 Kymönkoski   (Viitasaari )",374,182,150,32,192,48,20,117,7
"44670 Suovanlahti   (Viitasaari )",161,69,56,13,92,11,8,70,3
"44680 Lahnanen   (Viitasaari )",66,21,..,..,45,10,4,28,3
"44730 Löytänä   (Viitasaari )",99,51,43,8,48,9,6,29,4
"44740 Keitelepohja-Kotvala   (Viitasaari )",203,88,68,20,115,24,10,73,8
"44760 Keihärinkoski   (Viitasaari )",337,126,86,40,211,44,25,129,13
"44770 Valkeisjärvi   (Viitasaari )",18,9,..,..,9,..,..,..,..
"44790 Kotvala   (Viitasaari )",43,21,..,..,22,..,..,..,..
"44800 Pihtipudas Keskus   (Pihtipudas )",2493,1023,817,206,1470,368,162,884,56
"44860 Alvajärvi   (Pihtipudas )",252,103,93,10,149,34,19,91,5
"44880 Muurasjärvi   (Pihtipudas )",625,238,207,31,387,128,41,201,17
"44910 Elämäjärvi   (Pihtipudas )",230,105,85,20,125,29,17,77,2
"44920 Peninki   (Pihtipudas )",206,83,74,9,123,45,8,64,6
"44950 Kärväsjärvi   (Pihtipudas )",195,82,69,13,113,33,10,63,7
"44970 Korppinen   (Pihtipudas )",184,78,67,11,106,29,12,62,3
"45100 Kouvola Keskus   (Kouvola )",9509,4040,3409,631,5469,965,737,3519,248
"45120 Kotkankallio-Vahteranmäki   (Kouvola )",3957,1904,1722,182,2053,718,285,969,81
"45130 Korjala-Kaunisnurmi   (Kouvola )",1728,896,730,166,832,142,166,473,51
"45150 Kankaronmäki-Eskolanmäki   (Kouvola )",4922,2182,1701,481,2740,726,362,1437,215
"45160 Lehtomäki   (Kouvola )",5168,2492,1902,590,2676,708,358,1398,212
