"Year","Quarter","Building type","Postal code","Year of construction","Mean"
"2010","Whole year","Building types total","33700","Year of construction, total",2504
"2010","Whole year","Building types total","33710","Year of construction, total",1947
"2010","Whole year","Building types total","33720","Year of construction, total",1732
"2010","Whole year","Building types total","33730","Year of construction, total",1982
"2010","Whole year","Building types total","33800","Year of construction, total",1830
"2010","Whole year","Building types total","33820","Year of construction, total",2118
"2010","Whole year","Building types total","33840","Year of construction, total",1596
"2010","Whole year","Building types total","33850","Year of construction, total",1301
"2010","Whole year","Building types total","33880","Year of construction, total",1426
"2010","Whole year","Building types total","33900","Year of construction, total",2184
"2010","Whole year","Building types total","33920","Year of construction, total",.
"2010","Whole year","Building types total","33950","Year of construction, total",1963
"2010","Whole year","Building types total","33960","Year of construction, total",2059
"2010","Whole year","Building types total","33980","Year of construction, total",.
"2010","Whole year","Building types total","34110","Year of construction, total",.
"2010","Whole year","Building types total","34130","Year of construction, total",1156
"2010","Whole year","Building types total","34140","Year of construction, total",.
"2010","Whole year","Building types total","34240","Year of construction, total",.
"2010","Whole year","Building types total","34260","Year of construction, total",.
"2010","Whole year","Building types total","34300","Year of construction, total",1058
"2010","Whole year","Building types total","34450","Year of construction, total",.
"2010","Whole year","Building types total","34600","Year of construction, total",882
"2010","Whole year","Building types total","34800","Year of construction, total",930
"2010","Whole year","Building types total","34870","Year of construction, total",.
"2010","Whole year","Building types total","34980","Year of construction, total",.
"2010","Whole year","Building types total","35100","Year of construction, total",1160
"2010","Whole year","Building types total","35220","Year of construction, total",.
"2010","Whole year","Building types total","35300","Year of construction, total",1176
"2010","Whole year","Building types total","35320","Year of construction, total",.
"2010","Whole year","Building types total","35400","Year of construction, total",.
"2010","Whole year","Building types total","35420","Year of construction, total",.
"2010","Whole year","Building types total","35500","Year of construction, total",.
"2010","Whole year","Building types total","35530","Year of construction, total",.
"2010","Whole year","Building types total","35540","Year of construction, total",.
"2010","Whole year","Building types total","35600","Year of construction, total",.
"2010","Whole year","Building types total","35630","Year of construction, total",.
"2010","Whole year","Building types total","35700","Year of construction, total",909
"2010","Whole year","Building types total","35800","Year of construction, total",800
"2010","Whole year","Building types total","35990","Year of construction, total",.
"2010","Whole year","Building types total","36100","Year of construction, total",.
"2010","Whole year","Building types total","36110","Year of construction, total",1834
"2010","Whole year","Building types total","36200","Year of construction, total",1897
"2010","Whole year","Building types total","36220","Year of construction, total",1647
"2010","Whole year","Building types total","36240","Year of construction, total",1764
"2010","Whole year","Building types total","36270","Year of construction, total",1696
"2010","Whole year","Building types total","36280","Year of construction, total",.
"2010","Whole year","Building types total","36420","Year of construction, total",1490
"2010","Whole year","Building types total","36430","Year of construction, total",.
"2010","Whole year","Building types total","36450","Year of construction, total",.
"2010","Whole year","Building types total","36600","Year of construction, total",1358
"2010","Whole year","Building types total","36720","Year of construction, total",.
"2010","Whole year","Building types total","36760","Year of construction, total",1291
"2010","Whole year","Building types total","36810","Year of construction, total",.
"2010","Whole year","Building types total","36840","Year of construction, total",.
"2010","Whole year","Building types total","36910","Year of construction, total",.
"2010","Whole year","Building types total","36930","Year of construction, total",.
"2010","Whole year","Building types total","37100","Year of construction, total",1617
"2010","Whole year","Building types total","37120","Year of construction, total",1751
"2010","Whole year","Building types total","37130","Year of construction, total",1638
"2010","Whole year","Building types total","37140","Year of construction, total",1953
"2010","Whole year","Building types total","37150","Year of construction, total",1565
"2010","Whole year","Building types total","37200","Year of construction, total",1171
"2010","Whole year","Building types total","37240","Year of construction, total",907
"2010","Whole year","Building types total","37370","Year of construction, total",.
"2010","Whole year","Building types total","37380","Year of construction, total",.
"2010","Whole year","Building types total","37420","Year of construction, total",.
"2010","Whole year","Building types total","37470","Year of construction, total",1376
"2010","Whole year","Building types total","37500","Year of construction, total",1695
"2010","Whole year","Building types total","37550","Year of construction, total",1909
"2010","Whole year","Building types total","37560","Year of construction, total",2123
"2010","Whole year","Building types total","37600","Year of construction, total",1242
"2010","Whole year","Building types total","37630","Year of construction, total",1406
"2010","Whole year","Building types total","37700","Year of construction, total",.
"2010","Whole year","Building types total","37800","Year of construction, total",1152
"2010","Whole year","Building types total","37830","Year of construction, total",1142
"2010","Whole year","Building types total","37850","Year of construction, total",.
"2010","Whole year","Building types total","37860","Year of construction, total",.
"2010","Whole year","Building types total","37900","Year of construction, total",.
"2010","Whole year","Building types total","37910","Year of construction, total",.
"2010","Whole year","Building types total","37960","Year of construction, total",.
"2010","Whole year","Building types total","38100","Year of construction, total",.
"2010","Whole year","Building types total","38200","Year of construction, total",1429
"2010","Whole year","Building types total","38210","Year of construction, total",1091
"2010","Whole year","Building types total","38220","Year of construction, total",.
"2010","Whole year","Building types total","38250","Year of construction, total",.
"2010","Whole year","Building types total","38270","Year of construction, total",.
"2010","Whole year","Building types total","38300","Year of construction, total",965
"2010","Whole year","Building types total","38420","Year of construction, total",.
"2010","Whole year","Building types total","38460","Year of construction, total",1058
"2010","Whole year","Building types total","38510","Year of construction, total",.
"2010","Whole year","Building types total","38600","Year of construction, total",672
"2010","Whole year","Building types total","38700","Year of construction, total",1166
"2010","Whole year","Building types total","38710","Year of construction, total",963
"2010","Whole year","Building types total","38800","Year of construction, total",.
"2010","Whole year","Building types total","38840","Year of construction, total",.
"2010","Whole year","Building types total","38950","Year of construction, total",.
"2010","Whole year","Building types total","39100","Year of construction, total",1415
"2010","Whole year","Building types total","39130","Year of construction, total",.
"2010","Whole year","Building types total","39150","Year of construction, total",.
"2010","Whole year","Building types total","39160","Year of construction, total",1831
"2010","Whole year","Building types total","39200","Year of construction, total",1171
"2010","Whole year","Building types total","39310","Year of construction, total",.
"2010","Whole year","Building types total","39340","Year of construction, total",.
"2010","Whole year","Building types total","39500","Year of construction, total",1076
"2010","Whole year","Building types total","39530","Year of construction, total",.
"2010","Whole year","Building types total","39580","Year of construction, total",.
"2010","Whole year","Building types total","39700","Year of construction, total",926
"2010","Whole year","Building types total","39820","Year of construction, total",.
"2010","Whole year","Building types total","39930","Year of construction, total",.
"2010","Whole year","Building types total","40100","Year of construction, total",2366
"2010","Whole year","Building types total","40200","Year of construction, total",2150
"2010","Whole year","Building types total","40250","Year of construction, total",1633
"2010","Whole year","Building types total","40270","Year of construction, total",1795
"2010","Whole year","Building types total","40320","Year of construction, total",1642
"2010","Whole year","Building types total","40340","Year of construction, total",1236
"2010","Whole year","Building types total","40400","Year of construction, total",1614
"2010","Whole year","Building types total","40420","Year of construction, total",1792
"2010","Whole year","Building types total","40500","Year of construction, total",2037
"2010","Whole year","Building types total","40520","Year of construction, total",2076
"2010","Whole year","Building types total","40530","Year of construction, total",1921
"2010","Whole year","Building types total","40600","Year of construction, total",1843
"2010","Whole year","Building types total","40620","Year of construction, total",2306
"2010","Whole year","Building types total","40630","Year of construction, total",1593
"2010","Whole year","Building types total","40640","Year of construction, total",1279
"2010","Whole year","Building types total","40700","Year of construction, total",2052
"2010","Whole year","Building types total","40720","Year of construction, total",2112
"2010","Whole year","Building types total","40740","Year of construction, total",1539
"2010","Whole year","Building types total","40800","Year of construction, total",1473
"2010","Whole year","Building types total","40820","Year of construction, total",1111
"2010","Whole year","Building types total","40900","Year of construction, total",1220
"2010","Whole year","Building types total","40930","Year of construction, total",1337
"2010","Whole year","Building types total","40950","Year of construction, total",1399
"2010","Whole year","Building types total","41120","Year of construction, total",.
"2010","Whole year","Building types total","41140","Year of construction, total",.
"2010","Whole year","Building types total","41160","Year of construction, total",1359
"2010","Whole year","Building types total","41180","Year of construction, total",.
"2010","Whole year","Building types total","41210","Year of construction, total",.
"2010","Whole year","Building types total","41220","Year of construction, total",.
"2010","Whole year","Building types total","41230","Year of construction, total",.
"2010","Whole year","Building types total","41270","Year of construction, total",.
"2010","Whole year","Building types total","41290","Year of construction, total",.
"2010","Whole year","Building types total","41310","Year of construction, total",1695
"2010","Whole year","Building types total","41330","Year of construction, total",1270
"2010","Whole year","Building types total","41340","Year of construction, total",1356
"2010","Whole year","Building types total","41350","Year of construction, total",.
"2010","Whole year","Building types total","41360","Year of construction, total",.
"2010","Whole year","Building types total","41390","Year of construction, total",.
"2010","Whole year","Building types total","41400","Year of construction, total",1176
"2010","Whole year","Building types total","41440","Year of construction, total",.
"2010","Whole year","Building types total","41490","Year of construction, total",.
"2010","Whole year","Building types total","41500","Year of construction, total",.
"2010","Whole year","Building types total","41520","Year of construction, total",954
"2010","Whole year","Building types total","41530","Year of construction, total",.
"2010","Whole year","Building types total","41560","Year of construction, total",.
"2010","Whole year","Building types total","41580","Year of construction, total",.
"2010","Whole year","Building types total","41660","Year of construction, total",957
"2010","Whole year","Building types total","41710","Year of construction, total",.
"2010","Whole year","Building types total","41770","Year of construction, total",737
"2010","Whole year","Building types total","41800","Year of construction, total",1163
"2010","Whole year","Building types total","41820","Year of construction, total",.
"2010","Whole year","Building types total","41870","Year of construction, total",.
"2010","Whole year","Building types total","41900","Year of construction, total",1063
"2010","Whole year","Building types total","41930","Year of construction, total",.
"2010","Whole year","Building types total","42100","Year of construction, total",1230
"2010","Whole year","Building types total","42220","Year of construction, total",.
"2010","Whole year","Building types total","42300","Year of construction, total",912
"2010","Whole year","Building types total","42440","Year of construction, total",.
"2010","Whole year","Building types total","42600","Year of construction, total",764
"2010","Whole year","Building types total","42700","Year of construction, total",1035
"2010","Whole year","Building types total","42720","Year of construction, total",.
"2010","Whole year","Building types total","42800","Year of construction, total",542
"2010","Whole year","Building types total","42850","Year of construction, total",.
"2010","Whole year","Building types total","42910","Year of construction, total",.
"2010","Whole year","Building types total","43100","Year of construction, total",1059
"2010","Whole year","Building types total","43220","Year of construction, total",.
"2010","Whole year","Building types total","43270","Year of construction, total",.
"2010","Whole year","Building types total","43300","Year of construction, total",.
"2010","Whole year","Building types total","43440","Year of construction, total",.
"2010","Whole year","Building types total","43500","Year of construction, total",890
"2010","Whole year","Building types total","43520","Year of construction, total",.
"2010","Whole year","Building types total","43610","Year of construction, total",.
"2010","Whole year","Building types total","43700","Year of construction, total",.
"2010","Whole year","Building types total","43800","Year of construction, total",.
"2010","Whole year","Building types total","43900","Year of construction, total",785
"2010","Whole year","Building types total","44100","Year of construction, total",1010
"2010","Whole year","Building types total","44120","Year of construction, total",969
"2010","Whole year","Building types total","44150","Year of construction, total",897
"2010","Whole year","Building types total","44160","Year of construction, total",.
"2010","Whole year","Building types total","44200","Year of construction, total",795
"2010","Whole year","Building types total","44220","Year of construction, total",.
"2010","Whole year","Building types total","44260","Year of construction, total",.
"2010","Whole year","Building types total","44280","Year of construction, total",.
"2010","Whole year","Building types total","44300","Year of construction, total",994
"2010","Whole year","Building types total","44400","Year of construction, total",.
"2010","Whole year","Building types total","44420","Year of construction, total",.
"2010","Whole year","Building types total","44500","Year of construction, total",1152
"2010","Whole year","Building types total","44670","Year of construction, total",.
"2010","Whole year","Building types total","44800","Year of construction, total",981
"2010","Whole year","Building types total","44880","Year of construction, total",.
"2010","Whole year","Building types total","44920","Year of construction, total",.
"2010","Whole year","Building types total","44950","Year of construction, total",.
"2010","Whole year","Building types total","45100","Year of construction, total",1403
"2010","Whole year","Building types total","45120","Year of construction, total",1457
"2010","Whole year","Building types total","45130","Year of construction, total",1296
"2010","Whole year","Building types total","45150","Year of construction, total",1086
"2010","Whole year","Building types total","45160","Year of construction, total",1192
"2010","Whole year","Building types total","45200","Year of construction, total",1163
"2010","Whole year","Building types total","45360","Year of construction, total",1325
"2010","Whole year","Building types total","45370","Year of construction, total",1260
"2010","Whole year","Building types total","45410","Year of construction, total",.
"2010","Whole year","Building types total","45460","Year of construction, total",.
"2010","Whole year","Building types total","45610","Year of construction, total",1207
"2010","Whole year","Building types total","45700","Year of construction, total",1101
"2010","Whole year","Building types total","45720","Year of construction, total",1052
"2010","Whole year","Building types total","45740","Year of construction, total",1124
"2010","Whole year","Building types total","45810","Year of construction, total",.
"2010","Whole year","Building types total","45910","Year of construction, total",797
"2010","Whole year","Building types total","46110","Year of construction, total",.
"2010","Whole year","Building types total","46140","Year of construction, total",.
"2010","Whole year","Building types total","46400","Year of construction, total",.
"2010","Whole year","Building types total","46710","Year of construction, total",.
"2010","Whole year","Building types total","46800","Year of construction, total",983
"2010","Whole year","Building types total","46810","Year of construction, total",.
"2010","Whole year","Building types total","46860","Year of construction, total",.
"2010","Whole year","Building types total","46900","Year of construction, total",913
"2010","Whole year","Building types total","46910","Year of construction, total",828
"2010","Whole year","Building types total","47200","Year of construction, total",813
"2010","Whole year","Building types total","47400","Year of construction, total",1060
"2010","Whole year","Building types total","47710","Year of construction, total",779
"2010","Whole year","Building types total","47760","Year of construction, total",.
"2010","Whole year","Building types total","47900","Year of construction, total",.
"2010","Whole year","Building types total","48100","Year of construction, total",1578
"2010","Whole year","Building types total","48130","Year of construction, total",.
"2010","Whole year","Building types total","48200","Year of construction, total",1052
"2010","Whole year","Building types total","48210","Year of construction, total",.
"2010","Whole year","Building types total","48220","Year of construction, total",.
"2010","Whole year","Building types total","48230","Year of construction, total",788
"2010","Whole year","Building types total","48300","Year of construction, total",.
"2010","Whole year","Building types total","48310","Year of construction, total",1861
"2010","Whole year","Building types total","48350","Year of construction, total",809
"2010","Whole year","Building types total","48400","Year of construction, total",1336
"2010","Whole year","Building types total","48410","Year of construction, total",1266
"2010","Whole year","Building types total","48600","Year of construction, total",1128
"2010","Whole year","Building types total","48700","Year of construction, total",1200
"2010","Whole year","Building types total","48710","Year of construction, total",1489
"2010","Whole year","Building types total","48720","Year of construction, total",.
"2010","Whole year","Building types total","48750","Year of construction, total",.
"2010","Whole year","Building types total","48770","Year of construction, total",1206
"2010","Whole year","Building types total","48800","Year of construction, total",1447
"2010","Whole year","Building types total","48810","Year of construction, total",.
"2010","Whole year","Building types total","48900","Year of construction, total",1140
"2010","Whole year","Building types total","48910","Year of construction, total",1265
"2010","Whole year","Building types total","48930","Year of construction, total",.
"2010","Whole year","Building types total","49210","Year of construction, total",1410
"2010","Whole year","Building types total","49220","Year of construction, total",1697
"2010","Whole year","Building types total","49270","Year of construction, total",.
"2010","Whole year","Building types total","49290","Year of construction, total",.
"2010","Whole year","Building types total","49400","Year of construction, total",1177
"2010","Whole year","Building types total","49410","Year of construction, total",1204
"2010","Whole year","Building types total","49420","Year of construction, total",1449
"2010","Whole year","Building types total","49460","Year of construction, total",959
"2010","Whole year","Building types total","49490","Year of construction, total",1241
"2010","Whole year","Building types total","49510","Year of construction, total",804
"2010","Whole year","Building types total","49700","Year of construction, total",.
"2010","Whole year","Building types total","49730","Year of construction, total",.
"2010","Whole year","Building types total","49760","Year of construction, total",.
"2010","Whole year","Building types total","49860","Year of construction, total",.
"2010","Whole year","Building types total","49900","Year of construction, total",911
"2010","Whole year","Building types total","49980","Year of construction, total",.
"2010","Whole year","Building types total","50100","Year of construction, total",1803
"2010","Whole year","Building types total","50120","Year of construction, total",1311
"2010","Whole year","Building types total","50130","Year of construction, total",1631
"2010","Whole year","Building types total","50150","Year of construction, total",.
"2010","Whole year","Building types total","50160","Year of construction, total",1232
"2010","Whole year","Building types total","50170","Year of construction, total",1726
"2010","Whole year","Building types total","50180","Year of construction, total",.
"2010","Whole year","Building types total","50190","Year of construction, total",1798
"2010","Whole year","Building types total","50500","Year of construction, total",1596
"2010","Whole year","Building types total","50520","Year of construction, total",.
"2010","Whole year","Building types total","50600","Year of construction, total",1547
"2010","Whole year","Building types total","50670","Year of construction, total",1070
"2010","Whole year","Building types total","50800","Year of construction, total",.
"2010","Whole year","Building types total","50970","Year of construction, total",.
"2010","Whole year","Building types total","51200","Year of construction, total",1040
"2010","Whole year","Building types total","51600","Year of construction, total",.
"2010","Whole year","Building types total","51900","Year of construction, total",1102
"2010","Whole year","Building types total","52100","Year of construction, total",1347
"2010","Whole year","Building types total","52200","Year of construction, total",855
"2010","Whole year","Building types total","52230","Year of construction, total",.
"2010","Whole year","Building types total","52510","Year of construction, total",.
"2010","Whole year","Building types total","52520","Year of construction, total",.
"2010","Whole year","Building types total","52550","Year of construction, total",1109
"2010","Whole year","Building types total","52610","Year of construction, total",.
"2010","Whole year","Building types total","52620","Year of construction, total",.
"2010","Whole year","Building types total","52700","Year of construction, total",973
"2010","Whole year","Building types total","52720","Year of construction, total",.
"2010","Whole year","Building types total","53100","Year of construction, total",2072
"2010","Whole year","Building types total","53130","Year of construction, total",.
"2010","Whole year","Building types total","53200","Year of construction, total",1417
"2010","Whole year","Building types total","53300","Year of construction, total",1308
"2010","Whole year","Building types total","53400","Year of construction, total",.
"2010","Whole year","Building types total","53420","Year of construction, total",.
"2010","Whole year","Building types total","53500","Year of construction, total",1874
"2010","Whole year","Building types total","53550","Year of construction, total",1993
"2010","Whole year","Building types total","53600","Year of construction, total",2088
"2010","Whole year","Building types total","53650","Year of construction, total",.
"2010","Whole year","Building types total","53810","Year of construction, total",1327
"2010","Whole year","Building types total","53850","Year of construction, total",1444
"2010","Whole year","Building types total","53900","Year of construction, total",2040
"2010","Whole year","Building types total","53920","Year of construction, total",1299
"2010","Whole year","Building types total","53950","Year of construction, total",1236
"2010","Whole year","Building types total","54100","Year of construction, total",1255
"2010","Whole year","Building types total","54110","Year of construction, total",1534
"2010","Whole year","Building types total","54120","Year of construction, total",.
"2010","Whole year","Building types total","54190","Year of construction, total",.
"2010","Whole year","Building types total","54230","Year of construction, total",.
"2010","Whole year","Building types total","54270","Year of construction, total",.
"2010","Whole year","Building types total","54330","Year of construction, total",.
"2010","Whole year","Building types total","54410","Year of construction, total",.
"2010","Whole year","Building types total","54430","Year of construction, total",.
"2010","Whole year","Building types total","54500","Year of construction, total",1096
"2010","Whole year","Building types total","54510","Year of construction, total",.
"2010","Whole year","Building types total","54530","Year of construction, total",.
"2010","Whole year","Building types total","54710","Year of construction, total",.
"2010","Whole year","Building types total","54770","Year of construction, total",.
"2010","Whole year","Building types total","54800","Year of construction, total",1253
"2010","Whole year","Building types total","54820","Year of construction, total",.
"2010","Whole year","Building types total","54850","Year of construction, total",.
"2010","Whole year","Building types total","54915","Year of construction, total",1620
"2010","Whole year","Building types total","54920","Year of construction, total",.
"2010","Whole year","Building types total","54950","Year of construction, total",.
"2010","Whole year","Building types total","54960","Year of construction, total",.
"2010","Whole year","Building types total","55100","Year of construction, total",1199
"2010","Whole year","Building types total","55120","Year of construction, total",934
"2010","Whole year","Building types total","55300","Year of construction, total",966
"2010","Whole year","Building types total","55320","Year of construction, total",1013
"2010","Whole year","Building types total","55330","Year of construction, total",.
"2010","Whole year","Building types total","55400","Year of construction, total",.
"2010","Whole year","Building types total","55420","Year of construction, total",1411
"2010","Whole year","Building types total","55510","Year of construction, total",745
"2010","Whole year","Building types total","55610","Year of construction, total",950
"2010","Whole year","Building types total","55700","Year of construction, total",1073
"2010","Whole year","Building types total","55800","Year of construction, total",823
"2010","Whole year","Building types total","55910","Year of construction, total",807
"2010","Whole year","Building types total","56100","Year of construction, total",1231
"2010","Whole year","Building types total","56120","Year of construction, total",.
"2010","Whole year","Building types total","56610","Year of construction, total",.
"2010","Whole year","Building types total","56710","Year of construction, total",.
"2010","Whole year","Building types total","56730","Year of construction, total",.
"2010","Whole year","Building types total","56800","Year of construction, total",720
"2010","Whole year","Building types total","57100","Year of construction, total",1466
"2010","Whole year","Building types total","57120","Year of construction, total",.
"2010","Whole year","Building types total","57130","Year of construction, total",1602
"2010","Whole year","Building types total","57170","Year of construction, total",1199
"2010","Whole year","Building types total","57200","Year of construction, total",1145
"2010","Whole year","Building types total","57210","Year of construction, total",1117
"2010","Whole year","Building types total","57220","Year of construction, total",784
"2010","Whole year","Building types total","57230","Year of construction, total",1055
"2010","Whole year","Building types total","57510","Year of construction, total",.
"2010","Whole year","Building types total","57600","Year of construction, total",1219
"2010","Whole year","Building types total","57710","Year of construction, total",1180
"2010","Whole year","Building types total","58175","Year of construction, total",.
"2010","Whole year","Building types total","58300","Year of construction, total",.
"2010","Whole year","Building types total","58620","Year of construction, total",.
"2010","Whole year","Building types total","58700","Year of construction, total",626
"2010","Whole year","Building types total","58770","Year of construction, total",.
"2010","Whole year","Building types total","58810","Year of construction, total",.
"2010","Whole year","Building types total","58900","Year of construction, total",778
"2010","Whole year","Building types total","58910","Year of construction, total",.
"2010","Whole year","Building types total","59100","Year of construction, total",996
"2010","Whole year","Building types total","59310","Year of construction, total",884
"2010","Whole year","Building types total","59510","Year of construction, total",.
"2010","Whole year","Building types total","59720","Year of construction, total",.
"2010","Whole year","Building types total","59730","Year of construction, total",.
"2010","Whole year","Building types total","60100","Year of construction, total",1602
"2010","Whole year","Building types total","60120","Year of construction, total",1485
"2010","Whole year","Building types total","60150","Year of construction, total",1252
"2010","Whole year","Building types total","60200","Year of construction, total",1711
"2010","Whole year","Building types total","60220","Year of construction, total",1616
"2010","Whole year","Building types total","60320","Year of construction, total",1681
"2010","Whole year","Building types total","60420","Year of construction, total",.
"2010","Whole year","Building types total","60510","Year of construction, total",1662
"2010","Whole year","Building types total","60550","Year of construction, total",1286
"2010","Whole year","Building types total","60560","Year of construction, total",.
"2010","Whole year","Building types total","60720","Year of construction, total",.
"2010","Whole year","Building types total","60760","Year of construction, total",.
"2010","Whole year","Building types total","60800","Year of construction, total",1318
"2010","Whole year","Building types total","61100","Year of construction, total",1074
"2010","Whole year","Building types total","61280","Year of construction, total",.
"2010","Whole year","Building types total","61300","Year of construction, total",1105
"2010","Whole year","Building types total","61310","Year of construction, total",.
"2010","Whole year","Building types total","61330","Year of construction, total",.
"2010","Whole year","Building types total","61400","Year of construction, total",1090
"2010","Whole year","Building types total","61470","Year of construction, total",.
"2010","Whole year","Building types total","61500","Year of construction, total",762
"2010","Whole year","Building types total","61520","Year of construction, total",.
"2010","Whole year","Building types total","61550","Year of construction, total",.
"2010","Whole year","Building types total","61600","Year of construction, total",928
"2010","Whole year","Building types total","61720","Year of construction, total",.
"2010","Whole year","Building types total","61800","Year of construction, total",1204
"2010","Whole year","Building types total","61840","Year of construction, total",.
"2010","Whole year","Building types total","61850","Year of construction, total",.
"2010","Whole year","Building types total","61980","Year of construction, total",.
"2010","Whole year","Building types total","62100","Year of construction, total",1222
"2010","Whole year","Building types total","62190","Year of construction, total",.
"2010","Whole year","Building types total","62200","Year of construction, total",871
"2010","Whole year","Building types total","62220","Year of construction, total",.
"2010","Whole year","Building types total","62300","Year of construction, total",905
"2010","Whole year","Building types total","62310","Year of construction, total",.
"2010","Whole year","Building types total","62370","Year of construction, total",.
"2010","Whole year","Building types total","62375","Year of construction, total",812
"2010","Whole year","Building types total","62420","Year of construction, total",.
"2010","Whole year","Building types total","62500","Year of construction, total",832
"2010","Whole year","Building types total","62510","Year of construction, total",.
"2010","Whole year","Building types total","62570","Year of construction, total",.
"2010","Whole year","Building types total","62600","Year of construction, total",895
"2010","Whole year","Building types total","62660","Year of construction, total",.
"2010","Whole year","Building types total","62710","Year of construction, total",.
"2010","Whole year","Building types total","62800","Year of construction, total",1008
"2010","Whole year","Building types total","62830","Year of construction, total",.
"2010","Whole year","Building types total","62900","Year of construction, total",1115
"2010","Whole year","Building types total","63100","Year of construction, total",.
"2010","Whole year","Building types total","63120","Year of construction, total",.
"2010","Whole year","Building types total","63130","Year of construction, total",.
"2010","Whole year","Building types total","63230","Year of construction, total",.
"2010","Whole year","Building types total","63300","Year of construction, total",1090
"2010","Whole year","Building types total","63350","Year of construction, total",.
"2010","Whole year","Building types total","63400","Year of construction, total",.
"2010","Whole year","Building types total","63410","Year of construction, total",.
"2010","Whole year","Building types total","63500","Year of construction, total",.
"2010","Whole year","Building types total","63510","Year of construction, total",.
"2010","Whole year","Building types total","63700","Year of construction, total",1028
"2010","Whole year","Building types total","63780","Year of construction, total",.
"2010","Whole year","Building types total","63800","Year of construction, total",865
"2010","Whole year","Building types total","63900","Year of construction, total",.
"2010","Whole year","Building types total","63910","Year of construction, total",.
"2010","Whole year","Building types total","63920","Year of construction, total",.
"2010","Whole year","Building types total","64100","Year of construction, total",761
"2010","Whole year","Building types total","64140","Year of construction, total",.
"2010","Whole year","Building types total","64200","Year of construction, total",.
"2010","Whole year","Building types total","64220","Year of construction, total",.
"2010","Whole year","Building types total","64230","Year of construction, total",.
"2010","Whole year","Building types total","64240","Year of construction, total",.
"2010","Whole year","Building types total","64250","Year of construction, total",.
"2010","Whole year","Building types total","64260","Year of construction, total",.
"2010","Whole year","Building types total","64300","Year of construction, total",.
"2010","Whole year","Building types total","64350","Year of construction, total",.
"2010","Whole year","Building types total","64370","Year of construction, total",.
"2010","Whole year","Building types total","64490","Year of construction, total",.
"2010","Whole year","Building types total","64510","Year of construction, total",.
"2010","Whole year","Building types total","64530","Year of construction, total",.
"2010","Whole year","Building types total","64550","Year of construction, total",.
"2010","Whole year","Building types total","64610","Year of construction, total",.
"2010","Whole year","Building types total","64700","Year of construction, total",809
"2010","Whole year","Building types total","64740","Year of construction, total",.
"2010","Whole year","Building types total","64760","Year of construction, total",.
"2010","Whole year","Building types total","64770","Year of construction, total",.
"2010","Whole year","Building types total","64810","Year of construction, total",.
"2010","Whole year","Building types total","64820","Year of construction, total",.
"2010","Whole year","Building types total","64900","Year of construction, total",.
"2010","Whole year","Building types total","65100","Year of construction, total",2042
"2010","Whole year","Building types total","65170","Year of construction, total",.
"2010","Whole year","Building types total","65200","Year of construction, total",1874
"2010","Whole year","Building types total","65230","Year of construction, total",1321
"2010","Whole year","Building types total","65280","Year of construction, total",1768
"2010","Whole year","Building types total","65300","Year of construction, total",1551
"2010","Whole year","Building types total","65320","Year of construction, total",1416
"2010","Whole year","Building types total","65350","Year of construction, total",1279
"2010","Whole year","Building types total","65370","Year of construction, total",1064
"2010","Whole year","Building types total","65380","Year of construction, total",1415
"2010","Whole year","Building types total","65410","Year of construction, total",.
"2010","Whole year","Building types total","65450","Year of construction, total",.
"2010","Whole year","Building types total","65460","Year of construction, total",.
"2010","Whole year","Building types total","65480","Year of construction, total",.
"2010","Whole year","Building types total","65520","Year of construction, total",.
"2010","Whole year","Building types total","65610","Year of construction, total",1431
"2010","Whole year","Building types total","65630","Year of construction, total",1613
"2010","Whole year","Building types total","65650","Year of construction, total",.
"2010","Whole year","Building types total","65710","Year of construction, total",.
"2010","Whole year","Building types total","65730","Year of construction, total",.
"2010","Whole year","Building types total","65800","Year of construction, total",.
"2010","Whole year","Building types total","66100","Year of construction, total",1155
"2010","Whole year","Building types total","66140","Year of construction, total",.
"2010","Whole year","Building types total","66160","Year of construction, total",.
"2010","Whole year","Building types total","66200","Year of construction, total",.
"2010","Whole year","Building types total","66210","Year of construction, total",.
"2010","Whole year","Building types total","66230","Year of construction, total",.
"2010","Whole year","Building types total","66240","Year of construction, total",.
"2010","Whole year","Building types total","66270","Year of construction, total",.
"2010","Whole year","Building types total","66280","Year of construction, total",.
"2010","Whole year","Building types total","66290","Year of construction, total",.
"2010","Whole year","Building types total","66295","Year of construction, total",.
"2010","Whole year","Building types total","66300","Year of construction, total",.
"2010","Whole year","Building types total","66320","Year of construction, total",.
"2010","Whole year","Building types total","66360","Year of construction, total",.
"2010","Whole year","Building types total","66400","Year of construction, total",1206
"2010","Whole year","Building types total","66420","Year of construction, total",.
"2010","Whole year","Building types total","66440","Year of construction, total",1004
"2010","Whole year","Building types total","66450","Year of construction, total",.
"2010","Whole year","Building types total","66530","Year of construction, total",1041
"2010","Whole year","Building types total","66550","Year of construction, total",.
"2010","Whole year","Building types total","66560","Year of construction, total",.
"2010","Whole year","Building types total","66580","Year of construction, total",.
"2010","Whole year","Building types total","66590","Year of construction, total",.
"2010","Whole year","Building types total","66600","Year of construction, total",.
"2010","Whole year","Building types total","66640","Year of construction, total",.
"2010","Whole year","Building types total","66800","Year of construction, total",.
"2010","Whole year","Building types total","66830","Year of construction, total",.
"2010","Whole year","Building types total","66840","Year of construction, total",.
"2010","Whole year","Building types total","66850","Year of construction, total",.
