Postal code	Free-time residences	Buildings, total	Other buildings	Residential buildings	Dwellings	Average floor area	Dwellings in small houses	Dwellings in blocks of flats	Aged 18 or over, total	Basic level studies	With education, total	Matriculation examination	Vocational diploma	Academic degree - Lower level university degree	Academic degree - Higher level university degree	Inhabitants, total, 2017	Inhabitants aged 18-64, 2017	Employment rate %, 2017	Unemployment rate %, 2017	Economic dependency ratio, 2017	Inhabitants, total	Females	Males	Average age of inhabitants	Households, total	Average size of households	Occupancy rate	Young single persons	Young couples without children	Households with children	Households with small children	Households with children under school age	Households with school-age children	Households with teenagers	Adult households	Pensioner households	Households living in owner-occupied dwellings	Households living in rented dwellings	Households living in other dwellings	Area	Density	Surface area	0-15 years	16-34 years	35-64 years	65 years or over
90480	551.0	703.0	145.0	558.0	536.0	94.0	536.0	0.0	817.0	192.0	625.0	28.0	459.0	89.0	49.0	959.0	460.0	72.4	9.8	184.0	959.0	462.0	497.0	51.0	487.0	2.0	48.0	10.0	2.0	69.0	21.0	37.0	33.0	22.0	173.0	250.0	406.0	59.0	22.0	 Hailuoto   (Hailuoto )	4.7891037751596185e-06	4.7891037751596185e-06	129.0	107.0	366.0	357.0
90500	0.0	307.0	71.0	236.0	6231.0	54.8	95.0	6136.0	7523.0	1768.0	5755.0	972.0	2907.0	949.0	927.0	8275.0	5450.0	53.0	22.9	184.0	8275.0	4434.0	3841.0	44.0	5630.0	1.5	37.9	1385.0	374.0	492.0	158.0	278.0	148.0	124.0	3516.0	1628.0	2020.0	3512.0	98.0	 Tuira   (Oulu )	0.00436029126218708	0.00436029126218708	658.0	3077.0	2467.0	2073.0
90510	44.0	262.0	117.0	145.0	1063.0	66.1	196.0	867.0	1529.0	254.0	1275.0	118.0	556.0	251.0	350.0	1769.0	1236.0	69.5	13.8	105.0	1769.0	934.0	835.0	41.0	990.0	1.7	38.8	222.0	76.0	153.0	60.0	92.0	52.0	46.0	670.0	167.0	497.0	480.0	13.0	 Hietasaari   (Oulu )	0.0004219522003769663	0.0004219522003769663	218.0	560.0	698.0	293.0
90520	0.0	667.0	139.0	528.0	3522.0	62.6	593.0	2929.0	4715.0	1021.0	3694.0	617.0	2004.0	579.0	494.0	5647.0	4140.0	52.4	23.6	158.0	5647.0	2726.0	2921.0	36.0	3208.0	1.7	36.4	823.0	237.0	511.0	177.0	283.0	205.0	161.0	2265.0	436.0	990.0	2177.0	41.0	 Taskila-Toppila   (Oulu )	0.0015187562497075175	0.0015187562497075175	823.0	2208.0	2041.0	575.0
90530	0.0	646.0	95.0	551.0	3841.0	58.7	611.0	3230.0	5207.0	908.0	4299.0	842.0	2113.0	765.0	579.0	5736.0	4249.0	59.9	17.4	123.0	5736.0	2883.0	2853.0	40.0	3638.0	1.6	37.4	966.0	421.0	333.0	98.0	175.0	132.0	93.0	2591.0	720.0	1226.0	2357.0	55.0	 Välivainio   (Oulu )	0.002512302001826412	0.002512302001826412	468.0	2466.0	1844.0	958.0
90540	3.0	2545.0	136.0	2409.0	4212.0	104.8	3643.0	569.0	7459.0	725.0	6734.0	483.0	2682.0	1512.0	2057.0	11858.0	6774.0	79.2	7.5	120.0	11858.0	5896.0	5962.0	30.0	4073.0	2.9	36.3	246.0	253.0	2080.0	569.0	1171.0	1100.0	711.0	1525.0	477.0	3357.0	677.0	39.0	 Kuivasjärvi   (Oulu )	0.0004275882013349781	0.0004275882013349781	4062.0	2632.0	4479.0	685.0
90550	0.0	508.0	25.0	483.0	2528.0	74.4	915.0	1613.0	3619.0	831.0	2788.0	385.0	1510.0	395.0	498.0	4422.0	2573.0	57.2	19.2	198.0	4422.0	2271.0	2151.0	43.0	2343.0	1.9	40.2	332.0	124.0	420.0	139.0	231.0	182.0	144.0	1176.0	749.0	1223.0	1091.0	29.0	 Pyykösjärvi-Puolivälikangas   (Oulu )	0.001940805860162787	0.001940805860162787	720.0	1144.0	1512.0	1046.0
90560	1.0	465.0	24.0	441.0	1748.0	73.6	686.0	1062.0	2502.0	513.0	1989.0	245.0	1104.0	329.0	311.0	2971.0	1881.0	63.7	15.4	146.0	2971.0	1514.0	1457.0	43.0	1639.0	1.8	41.2	258.0	91.0	267.0	66.0	135.0	115.0	93.0	933.0	445.0	955.0	654.0	30.0	 Koskela-Oulu   (Oulu )	0.0018809738012194991	0.0018809738012194991	421.0	789.0	1140.0	621.0
90570	2.0	639.0	82.0	557.0	4690.0	57.5	817.0	3873.0	6415.0	1132.0	5283.0	1592.0	1485.0	999.0	1207.0	7424.0	5924.0	49.4	16.6	153.0	7424.0	3277.0	4147.0	32.0	4303.0	1.7	34.3	1454.0	504.0	610.0	233.0	377.0	222.0	140.0	3320.0	378.0	1021.0	3247.0	35.0	 Kaijonharju-Linnanmaa   (Oulu )	0.001325787677532149	0.001325787677532149	940.0	4137.0	1856.0	491.0
90580	3.0	729.0	41.0	688.0	2380.0	81.9	1367.0	1013.0	3576.0	899.0	2677.0	250.0	1624.0	369.0	434.0	4362.0	2747.0	57.0	21.7	176.0	4362.0	2098.0	2264.0	42.0	2233.0	1.9	43.5	330.0	61.0	447.0	111.0	208.0	179.0	189.0	1263.0	527.0	1218.0	988.0	27.0	 Rajakylä   (Oulu )	0.0012674783138296065	0.0012674783138296065	681.0	1036.0	1816.0	829.0
90590	0.0	59.0	51.0	8.0	287.0	33.1	0.0	287.0	183.0	27.0	156.0	100.0	35.0	18.0	3.0	189.0	183.0	37.2	19.0	178.0	189.0	89.0	100.0	23.0	166.0	1.1	28.0	137.0	17.0	4.0	2.0	2.0	0.0	0.0	162.0	0.0	0.0	157.0	9.0	 Teknologiakylä   (Oulu )	0.00018595023027328784	0.00018595023027328784	4.0	176.0	9.0	0.0
90620	1.0	670.0	448.0	222.0	244.0	92.3	240.0	4.0	433.0	113.0	320.0	10.0	222.0	62.0	26.0	550.0	314.0	63.4	14.6	172.0	550.0	233.0	317.0	42.0	232.0	2.3	40.8	11.0	6.0	58.0	20.0	32.0	32.0	15.0	102.0	74.0	183.0	35.0	14.0	 Rusko-Heikinharju   (Oulu )	3.500525874455231e-05	3.500525874455231e-05	112.0	89.0	230.0	119.0
90630	4.0	1699.0	100.0	1599.0	3106.0	93.5	2545.0	561.0	5336.0	670.0	4666.0	266.0	2439.0	1064.0	897.0	7575.0	4649.0	78.3	9.3	108.0	7575.0	3687.0	3888.0	34.0	3013.0	2.5	37.7	235.0	149.0	1198.0	326.0	620.0	575.0	431.0	1386.0	438.0	2338.0	653.0	22.0	 Korvensuora   (Oulu )	0.00026333244339134644	0.00026333244339134644	2037.0	1717.0	3134.0	687.0
90650	165.0	2320.0	151.0	2169.0	5103.0	88.2	3394.0	1709.0	8164.0	1491.0	6673.0	496.0	3563.0	1148.0	1466.0	10411.0	6201.0	70.1	12.7	138.0	10411.0	5273.0	5138.0	41.0	4798.0	2.1	41.9	436.0	211.0	1214.0	291.0	590.0	541.0	487.0	2300.0	1298.0	3271.0	1436.0	91.0	 Haapalehto   (Oulu )	0.0012347460942897233	0.0012347460942897233	1984.0	2279.0	4185.0	1963.0
90660	208.0	384.0	93.0	291.0	283.0	117.2	283.0	0.0	500.0	100.0	400.0	15.0	269.0	58.0	58.0	630.0	357.0	71.4	13.9	145.0	630.0	289.0	341.0	45.0	270.0	2.3	51.5	4.0	9.0	59.0	10.0	25.0	35.0	27.0	116.0	97.0	248.0	16.0	6.0	 Sanginsuu   (Oulu )	4.354740778179735e-06	4.354740778179735e-06	118.0	84.0	285.0	143.0
90670	51.0	570.0	43.0	527.0	942.0	94.0	788.0	154.0	1625.0	122.0	1503.0	84.0	626.0	433.0	360.0	2421.0	1514.0	82.8	5.4	92.0	2421.0	1200.0	1221.0	27.0	876.0	2.7	35.1	47.0	111.0	412.0	235.0	343.0	126.0	51.0	408.0	56.0	716.0	106.0	54.0	 Hiukkavaara   (Oulu )	0.00010326408781704283	0.00010326408781704283	775.0	852.0	683.0	111.0
90800	8.0	2522.0	139.0	2383.0	3569.0	97.1	3099.0	470.0	6073.0	1164.0	4909.0	286.0	2926.0	841.0	856.0	7884.0	4704.0	72.2	11.8	130.0	7884.0	3902.0	3982.0	41.0	3350.0	2.3	42.2	111.0	95.0	981.0	205.0	434.0	465.0	427.0	1465.0	911.0	2644.0	657.0	49.0	 Pateniemi   (Oulu )	0.0007631113299479867	0.0007631113299479867	1580.0	1446.0	3489.0	1369.0
90810	181.0	957.0	78.0	879.0	1173.0	110.7	1094.0	79.0	2075.0	323.0	1752.0	98.0	1045.0	334.0	275.0	2857.0	1647.0	75.1	10.4	129.0	2857.0	1415.0	1442.0	39.0	1129.0	2.5	44.1	37.0	20.0	413.0	63.0	150.0	216.0	192.0	439.0	283.0	988.0	128.0	13.0	 Kiviniemi   (Oulu )	0.00015436677231722357	0.00015436677231722357	683.0	485.0	1261.0	428.0
90820	137.0	1367.0	200.0	1167.0	1265.0	111.7	1243.0	22.0	2267.0	452.0	1815.0	95.0	1211.0	292.0	217.0	3311.0	1774.0	72.7	11.9	156.0	3311.0	1604.0	1707.0	37.0	1213.0	2.7	41.5	39.0	22.0	455.0	103.0	226.0	259.0	217.0	434.0	333.0	1064.0	127.0	22.0	 Kello   (Oulu )	5.101880752636352e-05	5.101880752636352e-05	941.0	530.0	1347.0	493.0
90830	129.0	2355.0	245.0	2110.0	3610.0	93.1	2983.0	627.0	5934.0	1210.0	4724.0	216.0	3226.0	749.0	533.0	8377.0	4535.0	69.2	14.4	165.0	8377.0	4258.0	4119.0	38.0	3498.0	2.4	39.1	215.0	88.0	1145.0	279.0	564.0	610.0	483.0	1382.0	981.0	2480.0	957.0	61.0	 Haukipudas Keskus   (Oulu )	0.00019163359784199108	0.00019163359784199108	2198.0	1545.0	3235.0	1399.0
90840	298.0	676.0	64.0	612.0	686.0	110.4	682.0	4.0	1270.0	238.0	1032.0	38.0	722.0	159.0	113.0	1940.0	1028.0	69.6	13.7	169.0	1940.0	911.0	1029.0	34.0	653.0	2.9	37.8	24.0	26.0	242.0	66.0	117.0	140.0	117.0	251.0	163.0	569.0	66.0	18.0	 Haukipudas Asemanseutu   (Oulu )	1.6477013271257457e-05	1.6477013271257457e-05	588.0	410.0	700.0	242.0
90850	29.0	846.0	46.0	800.0	963.0	93.2	856.0	107.0	1588.0	315.0	1273.0	57.0	939.0	204.0	73.0	2289.0	1272.0	66.0	17.8	172.0	2289.0	1108.0	1181.0	37.0	906.0	2.5	37.4	45.0	19.0	312.0	78.0	175.0	174.0	124.0	378.0	217.0	730.0	156.0	20.0	 Martinniemi   (Oulu )	0.0002084409572548517	0.0002084409572548517	641.0	410.0	922.0	316.0
90860	54.0	254.0	19.0	235.0	224.0	103.2	224.0	0.0	372.0	79.0	293.0	14.0	218.0	40.0	21.0	534.0	268.0	68.3	14.9	190.0	534.0	253.0	281.0	40.0	198.0	2.7	39.3	4.0	3.0	52.0	15.0	28.0	30.0	30.0	73.0	74.0	195.0	2.0	1.0	 Halosenniemi   (Oulu )	1.724832163171448e-05	1.724832163171448e-05	143.0	73.0	214.0	104.0
90900	537.0	2120.0	244.0	1876.0	2652.0	102.8	2377.0	275.0	4531.0	910.0	3621.0	159.0	2472.0	593.0	397.0	6757.0	3536.0	73.9	11.3	157.0	6757.0	3359.0	3398.0	36.0	2497.0	2.7	38.8	122.0	72.0	908.0	242.0	460.0	507.0	417.0	934.0	666.0	2045.0	404.0	48.0	 Kiiminki Keskus   (Oulu )	1.9166298738214226e-05	1.9166298738214226e-05	2002.0	1274.0	2486.0	995.0
90910	248.0	594.0	53.0	541.0	525.0	128.6	525.0	0.0	1021.0	143.0	878.0	42.0	577.0	134.0	125.0	1713.0	885.0	75.1	9.3	156.0	1713.0	816.0	897.0	31.0	502.0	3.4	38.1	4.0	5.0	253.0	76.0	136.0	149.0	114.0	151.0	101.0	487.0	3.0	12.0	 Kontio   (Oulu )	2.452591534495893e-05	2.452591534495893e-05	621.0	314.0	642.0	136.0
90940	86.0	1550.0	175.0	1375.0	2142.0	103.1	2080.0	62.0	3702.0	643.0	3059.0	146.0	1975.0	551.0	387.0	5106.0	2975.0	73.6	12.3	132.0	5106.0	2490.0	2616.0	37.0	2037.0	2.5	42.2	116.0	60.0	746.0	166.0	336.0	377.0	321.0	820.0	485.0	1725.0	288.0	24.0	 Jääli   (Oulu )	0.0001164020469252078	0.0001164020469252078	1264.0	1000.0	2115.0	727.0
91100	754.0	2534.0	400.0	2134.0	2740.0	96.7	2619.0	121.0	4503.0	1001.0	3502.0	118.0	2584.0	512.0	288.0	6506.0	3451.0	70.0	13.7	168.0	6506.0	3181.0	3325.0	37.0	2565.0	2.5	39.0	140.0	94.0	832.0	245.0	456.0	439.0	345.0	1009.0	734.0	2018.0	485.0	62.0	 Ii Keskus   (Ii )	4.9437350745230075e-05	4.9437350745230075e-05	1818.0	1327.0	2309.0	1052.0
91110	85.0	408.0	41.0	367.0	343.0	107.9	343.0	0.0	602.0	120.0	482.0	18.0	359.0	68.0	37.0	880.0	450.0	72.0	11.7	169.0	880.0	423.0	457.0	37.0	315.0	2.8	39.2	11.0	4.0	97.0	28.0	53.0	56.0	54.0	116.0	102.0	287.0	18.0	10.0	 Ii Asemanseutu   (Ii )	1.536316416377154e-05	1.536316416377154e-05	245.0	159.0	324.0	152.0
91140	412.0	310.0	47.0	263.0	216.0	85.3	216.0	0.0	314.0	99.0	215.0	10.0	181.0	19.0	5.0	370.0	205.0	62.4	22.0	187.0	370.0	156.0	214.0	49.0	183.0	2.0	42.6	3.0	1.0	30.0	5.0	11.0	15.0	14.0	74.0	79.0	159.0	10.0	14.0	 Olhava   (Ii )	1.512922234770799e-06	1.512922234770799e-06	50.0	49.0	162.0	109.0
91150	32.0	123.0	12.0	111.0	90.0	93.7	90.0	0.0	129.0	48.0	81.0	3.0	68.0	5.0	5.0	163.0	87.0	57.5	23.1	226.0	163.0	73.0	90.0	45.0	79.0	2.1	46.4	2.0	0.0	16.0	5.0	6.0	7.0	7.0	28.0	36.0	72.0	1.0	6.0	 Yli-Olhava   (Ii )	8.401094863668526e-07	8.401094863668526e-07	29.0	27.0	65.0	42.0
91200	198.0	553.0	86.0	467.0	521.0	100.6	518.0	3.0	885.0	263.0	622.0	19.0	542.0	40.0	21.0	1255.0	603.0	65.2	15.1	215.0	1255.0	606.0	649.0	41.0	502.0	2.5	39.2	16.0	10.0	121.0	42.0	71.0	68.0	62.0	178.0	207.0	380.0	104.0	18.0	 Yli-Ii Keskus   (Oulu )	3.277371907692536e-06	3.277371907692536e-06	335.0	213.0	425.0	282.0
91210	81.0	197.0	17.0	180.0	168.0	114.3	168.0	0.0	306.0	84.0	222.0	4.0	185.0	20.0	13.0	461.0	218.0	70.6	15.8	197.0	461.0	218.0	243.0	38.0	148.0	3.1	38.4	2.0	1.0	49.0	19.0	28.0	30.0	25.0	42.0	58.0	147.0	1.0	0.0	 Jakkukylä   (Ii )	6.743791553586862e-06	6.743791553586862e-06	139.0	87.0	147.0	88.0
91240	209.0	158.0	20.0	138.0	113.0	91.9	113.0	0.0	169.0	60.0	109.0	3.0	93.0	9.0	4.0	198.0	107.0	51.4	22.5	260.0	198.0	92.0	106.0	50.0	92.0	2.2	44.3	1.0	2.0	12.0	2.0	3.0	10.0	6.0	33.0	47.0	86.0	0.0	6.0	 Tannila   (Oulu )	7.383389652437448e-07	7.383389652437448e-07	27.0	23.0	86.0	62.0
91260	84.0	99.0	11.0	88.0	63.0	87.0	63.0	0.0	104.0	27.0	77.0	1.0	73.0	3.0	0.0	117.0	65.0	49.2	36.0	266.0	117.0	52.0	65.0	53.0	60.0	2.0	45.2	2.0	0.0	5.0	2.0	4.0	4.0	1.0	26.0	29.0	53.0	2.0	5.0	 Pahkakoski-Räinä   (Oulu )	6.82972987250879e-07	6.82972987250879e-07	13.0	10.0	55.0	39.0
91300	956.0	1489.0	226.0	1263.0	1371.0	100.2	1354.0	17.0	2271.0	674.0	1597.0	54.0	1260.0	185.0	98.0	3274.0	1649.0	65.3	16.6	201.0	3274.0	1509.0	1765.0	39.0	1262.0	2.6	39.9	49.0	21.0	353.0	97.0	197.0	214.0	154.0	472.0	447.0	1086.0	146.0	30.0	 Ylikiiminki Keskus   (Oulu )	3.2484732986622415e-06	3.2484732986622415e-06	922.0	512.0	1218.0	622.0
91310	41.0	116.0	19.0	97.0	96.0	97.5	96.0	0.0	141.0	36.0	105.0	5.0	79.0	13.0	8.0	199.0	117.0	65.0	15.6	152.0	199.0	92.0	107.0	38.0	83.0	2.4	41.7	3.0	4.0	24.0	6.0	16.0	11.0	10.0	40.0	20.0	81.0	1.0	1.0	 Arkala   (Oulu )	9.197409844851112e-07	9.197409844851112e-07	53.0	32.0	90.0	24.0
91410	15.0	304.0	12.0	292.0	364.0	106.0	348.0	16.0	646.0	105.0	541.0	24.0	362.0	90.0	65.0	1036.0	549.0	73.2	7.6	158.0	1036.0	499.0	537.0	33.0	330.0	3.1	35.9	2.0	8.0	141.0	41.0	82.0	74.0	70.0	122.0	68.0	267.0	58.0	5.0	 Jokirinne   (Muhos )	4.741056621350067e-05	4.741056621350067e-05	350.0	196.0	393.0	97.0
91430	0.0	45.0	7.0	38.0	91.0	72.7	62.0	29.0	87.0	14.0	73.0	6.0	46.0	14.0	7.0	129.0	82.0	69.5	17.4	119.0	129.0	59.0	70.0	32.0	53.0	2.4	32.8	5.0	4.0	17.0	4.0	9.0	12.0	6.0	31.0	5.0	24.0	27.0	2.0	 Leppiniemi   (Muhos )	3.496985950520089e-05	3.496985950520089e-05	36.0	33.0	55.0	5.0
91500	364.0	2706.0	280.0	2426.0	3248.0	94.8	2965.0	283.0	5186.0	1160.0	4026.0	158.0	2997.0	563.0	308.0	7263.0	3858.0	69.3	11.7	169.0	7263.0	3546.0	3717.0	39.0	2996.0	2.4	40.1	193.0	68.0	877.0	237.0	451.0	458.0	392.0	1203.0	932.0	2353.0	567.0	76.0	 Muhos Keskus   (Muhos )	1.2598180969412628e-05	1.2598180969412628e-05	1847.0	1387.0	2701.0	1328.0
91510	48.0	204.0	13.0	191.0	188.0	120.8	188.0	0.0	350.0	57.0	293.0	15.0	184.0	49.0	45.0	484.0	264.0	76.9	8.1	136.0	484.0	253.0	231.0	39.0	180.0	2.7	45.3	3.0	4.0	61.0	19.0	33.0	29.0	28.0	65.0	57.0	170.0	3.0	7.0	 Rova   (Muhos )	1.6402197609813475e-05	1.6402197609813475e-05	124.0	85.0	189.0	86.0
91560	52.0	88.0	13.0	75.0	68.0	90.7	68.0	0.0	92.0	26.0	66.0	2.0	61.0	1.0	2.0	122.0	77.0	61.0	19.0	160.0	122.0	57.0	65.0	42.0	51.0	2.4	43.3	1.0	0.0	12.0	2.0	5.0	6.0	6.0	26.0	14.0	49.0	1.0	1.0	 Kylmälänkylä   (Muhos )	1.3709239481288226e-06	1.3709239481288226e-06	26.0	20.0	61.0	15.0
91600	370.0	999.0	147.0	852.0	1072.0	84.1	993.0	79.0	1599.0	519.0	1080.0	33.0	893.0	95.0	59.0	2041.0	1048.0	65.1	13.8	196.0	2041.0	1004.0	1037.0	46.0	932.0	2.1	40.5	40.0	11.0	193.0	34.0	92.0	100.0	101.0	354.0	391.0	704.0	198.0	30.0	 Utajärvi Keskus   (Utajärvi )	3.835438412108503e-06	3.835438412108503e-06	400.0	318.0	772.0	551.0
91620	234.0	130.0	13.0	117.0	90.0	93.1	90.0	0.0	138.0	41.0	97.0	3.0	82.0	6.0	6.0	180.0	87.0	59.8	21.2	240.0	180.0	76.0	104.0	45.0	75.0	2.4	39.9	2.0	1.0	18.0	3.0	9.0	9.0	10.0	26.0	35.0	68.0	5.0	2.0	 Sanginkylä   (Utajärvi )	4.7597515409695616e-07	4.7597515409695616e-07	36.0	24.0	69.0	51.0
91630	206.0	98.0	18.0	80.0	62.0	88.0	62.0	0.0	91.0	40.0	51.0	3.0	47.0	0.0	1.0	92.0	40.0	47.5	34.5	300.0	92.0	42.0	50.0	64.0	53.0	1.7	52.6	1.0	0.0	1.0	0.0	0.0	1.0	0.0	16.0	36.0	49.0	2.0	2.0	 Juorkuna   (Utajärvi )	2.110977966529802e-07	2.110977966529802e-07	1.0	3.0	37.0	51.0
91640	126.0	89.0	11.0	78.0	55.0	92.0	55.0	0.0	91.0	38.0	53.0	1.0	46.0	2.0	4.0	96.0	44.0	54.5	14.3	284.0	96.0	46.0	50.0	60.0	49.0	2.0	46.5	1.0	0.0	3.0	1.0	1.0	1.0	1.0	17.0	31.0	47.0	0.0	2.0	 Särkijärvi   (Utajärvi )	3.680783188458346e-07	3.680783188458346e-07	5.0	8.0	36.0	47.0
91660	156.0	204.0	28.0	176.0	161.0	87.8	161.0	0.0	238.0	56.0	182.0	9.0	156.0	13.0	4.0	275.0	169.0	69.8	12.6	127.0	275.0	117.0	158.0	48.0	130.0	2.1	43.2	3.0	3.0	17.0	2.0	5.0	10.0	12.0	61.0	54.0	114.0	8.0	8.0	 Ahmas   (Utajärvi )	2.370468935905373e-06	2.370468935905373e-06	31.0	56.0	119.0	69.0
91670	49.0	25.0	22.0	3.0	10.0	96.9	10.0	1.0	2.0	10.0	15.0	1.0	15.0	1.0	1.0	2.0	10.0	71.1	10.9	149.0	2.0	10.0	15.0	45.0	2.0	2.1	45.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	10.0	1.0	1.0	1.0	 Rokua   (Utajärvi )	6.676197383511455e-08	6.676197383511455e-08	4.0	5.0	6.0	5.0
91700	206.0	711.0	147.0	564.0	917.0	80.0	833.0	84.0	1268.0	406.0	862.0	37.0	692.0	77.0	56.0	1511.0	729.0	62.1	17.0	231.0	1511.0	773.0	738.0	51.0	824.0	1.8	44.8	30.0	6.0	122.0	26.0	52.0	54.0	61.0	299.0	407.0	521.0	284.0	19.0	 Vaala Keskus-Oterma   (Vaala )	7.158406050847612e-06	7.158406050847612e-06	206.0	201.0	565.0	539.0
91710	6.0	38.0	8.0	30.0	43.0	85.7	43.0	0.0	42.0	14.0	28.0	1.0	26.0	1.0	0.0	47.0	24.0	54.2	23.5	262.0	47.0	22.0	25.0	55.0	31.0	1.5	55.0	0.0	0.0	4.0	0.0	1.0	1.0	2.0	11.0	16.0	27.0	3.0	1.0	 Jylhämä   (Vaala )	7.55279605313376e-06	7.55279605313376e-06	4.0	1.0	24.0	18.0
91720	196.0	61.0	9.0	52.0	40.0	85.5	40.0	0.0	55.0	16.0	39.0	1.0	35.0	1.0	2.0	58.0	30.0	60.0	18.2	222.0	58.0	22.0	36.0	59.0	34.0	1.7	51.7	0.0	0.0	2.0	0.0	0.0	2.0	1.0	13.0	19.0	34.0	0.0	0.0	 Oterma   (Vaala )	2.1626008335476452e-07	2.1626008335476452e-07	2.0	6.0	25.0	25.0
91730	112.0	82.0	6.0	76.0	62.0	100.0	62.0	0.0	94.0	29.0	65.0	1.0	53.0	6.0	5.0	107.0	48.0	70.8	15.0	215.0	107.0	48.0	59.0	54.0	53.0	2.0	50.3	1.0	0.0	4.0	1.0	2.0	3.0	4.0	17.0	32.0	48.0	1.0	4.0	 Kankari   (Vaala )	1.1956763315791942e-06	1.1956763315791942e-06	12.0	8.0	41.0	46.0
91740	167.0	115.0	15.0	100.0	67.0	93.0	67.0	0.0	105.0	40.0	65.0	1.0	54.0	8.0	2.0	114.0	59.0	52.5	18.4	256.0	114.0	47.0	67.0	58.0	61.0	1.8	51.1	2.0	0.0	4.0	1.0	2.0	3.0	1.0	24.0	33.0	59.0	1.0	1.0	 Jaalanka-Liminpuro   (Vaala )	7.177184681817838e-07	7.177184681817838e-07	9.0	4.0	55.0	46.0
91750	152.0	49.0	7.0	42.0	32.0	94.3	32.0	0.0	51.0	18.0	33.0	0.0	31.0	0.0	2.0	62.0	27.0	44.4	25.0	377.0	62.0	24.0	38.0	51.0	29.0	2.1	45.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	10.0	1.0	1.0	1.0	 Liminpuro   (Vaala )	4.881925974600536e-07	4.881925974600536e-07	10.0	7.0	21.0	24.0
91760	296.0	267.0	61.0	206.0	189.0	91.6	184.0	5.0	248.0	80.0	168.0	3.0	146.0	10.0	9.0	274.0	136.0	62.5	19.8	215.0	274.0	134.0	140.0	55.0	153.0	1.8	53.1	2.0	2.0	14.0	3.0	4.0	5.0	8.0	61.0	78.0	132.0	16.0	5.0	 Säräisniemi   (Vaala )	1.1207925544654355e-06	1.1207925544654355e-06	23.0	30.0	109.0	112.0
91780	108.0	80.0	16.0	64.0	54.0	97.9	54.0	0.0	89.0	28.0	61.0	2.0	50.0	8.0	1.0	107.0	64.0	59.4	17.4	182.0	107.0	48.0	59.0	48.0	50.0	2.1	47.1	2.0	2.0	8.0	2.0	3.0	4.0	4.0	24.0	18.0	46.0	2.0	2.0	 Neittävä   (Vaala )	1.6601075352498238e-06	1.6601075352498238e-06	16.0	17.0	49.0	25.0
91790	32.0	88.0	7.0	81.0	74.0	92.6	74.0	0.0	115.0	35.0	80.0	4.0	69.0	4.0	3.0	161.0	83.0	69.9	17.1	173.0	161.0	77.0	84.0	40.0	58.0	2.6	38.9	5.0	0.0	19.0	7.0	11.0	9.0	10.0	22.0	19.0	47.0	6.0	5.0	 Nuojua   (Vaala )	4.842294440315127e-06	4.842294440315127e-06	40.0	30.0	59.0	32.0
91800	212.0	1965.0	155.0	1810.0	2087.0	103.3	2034.0	53.0	3628.0	797.0	2831.0	118.0	2062.0	414.0	237.0	5902.0	2973.0	74.2	9.5	166.0	5899.0	2883.0	3016.0	32.0	1944.0	3.0	34.9	57.0	58.0	780.0	260.0	465.0	465.0	326.0	697.0	476.0	1663.0	222.0	59.0	 Tyrnävä   (Tyrnävä )	1.083070672324079e-05	1.083070672324079e-05	2068.0	1210.0	1964.0	657.0
91900	90.0	2077.0	306.0	1771.0	2325.0	103.6	2162.0	163.0	3981.0	729.0	3252.0	170.0	2050.0	610.0	422.0	6281.0	3235.0	75.4	8.8	156.0	6273.0	3049.0	3224.0	33.0	2153.0	2.9	36.5	96.0	51.0	910.0	292.0	532.0	496.0	366.0	743.0	509.0	1768.0	344.0	41.0	 Liminka Keskus   (Liminka )	2.912752070820225e-05	2.912752070820225e-05	2102.0	1271.0	2152.0	748.0
91910	21.0	896.0	109.0	787.0	888.0	125.6	888.0	0.0	1740.0	200.0	1540.0	83.0	874.0	338.0	245.0	3315.0	1628.0	82.1	5.4	148.0	3311.0	1631.0	1680.0	26.0	856.0	3.9	32.9	12.0	17.0	566.0	131.0	294.0	362.0	276.0	207.0	83.0	802.0	46.0	8.0	 Tupos   (Liminka )	7.689142037356969e-05	7.689142037356969e-05	1399.0	657.0	1141.0	114.0
91930	24.0	224.0	28.0	196.0	187.0	109.2	187.0	0.0	331.0	71.0	260.0	17.0	170.0	35.0	38.0	445.0	239.0	72.4	10.8	156.0	445.0	205.0	240.0	40.0	173.0	2.5	44.3	9.0	2.0	52.0	14.0	19.0	28.0	27.0	67.0	56.0	158.0	7.0	8.0	 Ala-Temmes   (Liminka )	1.3004286885089008e-05	1.3004286885089008e-05	104.0	73.0	176.0	92.0
91950	112.0	359.0	56.0	303.0	328.0	93.2	328.0	0.0	491.0	140.0	351.0	15.0	287.0	34.0	15.0	654.0	342.0	65.2	15.2	188.0	654.0	325.0	329.0	42.0	285.0	2.3	42.5	12.0	9.0	72.0	14.0	33.0	42.0	28.0	107.0	108.0	241.0	39.0	5.0	 Temmes   (Liminka )	4.19715667279274e-06	4.19715667279274e-06	151.0	108.0	246.0	149.0
